app.cash.treehouse	compose	0.1.0		13457b612d3c0e3c3a3b31856f7e7e9224fbb4dd
com.qcloud	hadoop-ranger-client-for-presto	2.8.5-4.0		c1e87173dc3480eeff4c7a048aefe136137583a9
com.qcloud	hadoop-ranger-client-for-presto	2.8.5-4.1		496243d21be354cba1e8dba67322ee8c489ccfdc
com.qcloud	hadoop-ranger-client-for-presto	3.1.0-3.8		2dea96101329b399b257f57d83692ba657869857
com.qcloud	hadoop-ranger-client-for-presto	3.1.0-3.9		a54e215c4bd61c7861dda104e3566964a8bafed2
com.qcloud	hadoop-ranger-client-for-presto	3.1.0-4.0		2dbcfe0470d8fbdf5e0eb6d573c8c6ba76d206af
com.qcloud	hadoop-ranger-client-for-presto	3.1.0-4.1		977ea0f65b347a15b360b81432ef90614175ae9b
com.qcloud	hadoop-ranger-client-for-presto	3.3.0-3.8		c8f3bb8e9fdb074c2a095176b2a11247db7be7a8
com.qcloud	hadoop-ranger-client-for-presto	3.3.0-3.9		f3e9d05b721d04e386ad00e5715cce231ce8f006
com.qcloud	hadoop-ranger-client-for-presto	3.3.0-4.0		dda91b9d28cb6d027f6bc6e0685d375a6dc2d625
com.qcloud	hadoop-ranger-client-for-presto	3.3.0-4.1		cc7de959536dacd792a570241a3d8bfcc08e23d9
com.rasterfoundry	lambdaoverviews_2.12	1.21.0		2ae3d8262f4f92f20758a3fed3997ade7e145fa2
com.rasterfoundry	lambdaoverviews_2.12	1.21.1		70a6f8901bfe92ff5a71c1cf319b1fdce79efd27
com.rasterfoundry	lambdaoverviews_2.12	1.21.2		cdea8a461da0b7832d5a4ab4449940dbd9f4b92b
com.rasterfoundry	lambdaoverviews_2.12	1.21.3		2ecaae351beb5bff08b98af15a1e8c194a14ae13
com.rasterfoundry	lambdaoverviews_2.12	1.22.0		2894caee95e80c8f66531f0069efc2b6861e8698
com.rasterfoundry	lambdaoverviews_2.12	1.23.0		ea2d2b9a8bce0e3ff9933fa0a1c56e2803b75479
com.rasterfoundry	lambdaoverviews_2.12	1.24.0		efec7bb0900d80138b6c85799aaf5246acd38e74
com.rasterfoundry	lambdaoverviews_2.12	1.25.0		e2b784aa0b06cede89704b5585f0be23c652c5be
com.rasterfoundry	lambdaoverviews_2.12	1.25.1		3e0909311c634bccadc05677670150ca80e1abe3
com.rasterfoundry	lambdaoverviews_2.12	1.26.0		83b2247b28d741051efc04cfcbb2c852fb9a0941
com.rasterfoundry	lambdaoverviews_2.12	1.29.0		9495bfce4641c9ee3b432420cf036be947932a00
com.rasterfoundry	lambdaoverviews_2.12	1.29.1		2210d503e245599067d1a8b6284f43471900c941
com.rasterfoundry	lambdaoverviews_2.12	1.30.0		b16a82f8c97a95b2da204f8adf21063a322c46b1
com.rasterfoundry	lambdaoverviews_2.12	1.31.0		341fb7517e55809a4cf3b04f6dda8d1b510b20e4
com.raygun	raygun4android	4.0.0		N/A
com.raygun	raygun4android	4.0.0-alpha1		N/A
com.raygun	raygun4android	4.0.0-alpha2		N/A
com.raygun	raygun4android	4.0.0-beta-1		N/A
com.raygun	raygun4android	4.0.0-beta2		N/A
com.raygun	raygun4android	4.0.1		N/A
com.raygun	raygun4android	4.0.2-beta1		N/A
com.raygun	raygun4android	4.1.0		N/A
com.raygun	raygun4android	4.1.1		N/A
com.raygun	raygun4android	4.2.0		N/A
com.raygun	raygun4android	4.2.1		N/A
com.sdk4	sdk4-java-sms	0.0.1		c31e8869b49210d87545b249072bcf670fc03a0a
com.sdk4	sdk4-java-sms	0.0.1-build20181117		fbfc6f18f24ee410dc0fd71a48470b3d3c56beb1
com.splendo.kaluga	links-jvm	0.2.1		527e1e46aba1dda78396609d09b3613ce1e0f5e6
com.splendo.kaluga	links-jvm	0.2.2		3b878130229eb11108752c21768bde7cf9ffd59a
com.splendo.kaluga	links-jvm	0.2.3		f97540b1b2103e349cb8210c489aa5c5fc6331a8
com.splendo.kaluga	links-jvm	0.3.0		093be72480432e8a71333c3fc64108555ebd15a8
com.splendo.kaluga	links-jvm	0.4.0		d3871b8437a41ce81e51132f534d41e63008a8c6
com.splendo.kaluga	links-jvm	0.5.0		89094ecf773854f0026812d5b42065ec59364602
com.splendo.kaluga	links-jvm	1.0.0		03a62f36c5a5b9bb2ad688f190352a2420e74855
com.splendo.kaluga	links-jvm	1.1.0		03a62f36c5a5b9bb2ad688f190352a2420e74855
com.splendo.kaluga	links-jvm	1.2.0		b39d7d4ec6d37e95b347cce14c2761962d5a6c3b
com.splendo.kaluga	links-jvm	1.2.1		b39d7d4ec6d37e95b347cce14c2761962d5a6c3b
com.splendo.kaluga	links-jvm	1.3.0		aae607e2ba5cb417bfb48661eb0530c9991ea081
com.splendo.kaluga	links-jvm	1.3.1		aae607e2ba5cb417bfb48661eb0530c9991ea081
com.splendo.kaluga	links-jvm	1.4.0		aae607e2ba5cb417bfb48661eb0530c9991ea081
com.vipulasri.aspecto	aspecto-android	1.0.0		N/A
com.vipulasri.aspecto	aspecto-android	1.0.1		N/A
com.wix.restaurants	wix-restaurants-jsonclient	1.2.0		347751de371cc8bbc277c263b4914f5564580b62
com.wix.restaurants	wix-restaurants-jsonclient	1.3.0		9f21affe326fdc0faf1c7facd8f961f34cb60f0b
com.wix.restaurants	wix-restaurants-jsonclient	1.4.0		2c7276ee82530d615c8bf62566abc3cbe9df35b4
com.wix.restaurants	wix-restaurants-jsonclient	1.5.0		a8715fbb15cf0b14fec4e8d5eab00d7341f79621
com.wix.restaurants	wix-restaurants-jsonclient	1.6.0		2d1a08b4f96f8235e6102e2191df22d63041c69e
com.wix.restaurants	wix-restaurants-jsonclient	1.7.0		3bd45fc1a0b6bb84716d24272bd1cb59a3c8c697
com.wix.restaurants	wix-restaurants-jsonclient	1.8.0		f094fa883654fce0b1bc41a47129bb5cb7a96e06
com.wix.restaurants	wix-restaurants-jsonclient	1.9.0		0c2d77611a85c1c8949d3f6edc32feac29ddbb20
de.cketti.unicode	kotlin-codepoints-deluxe-iossimulatorarm64	0.4.0		N/A
de.cketti.unicode	kotlin-codepoints-deluxe-iossimulatorarm64	0.4.0	metadata	0a1ca68ef3057f26c7bf83bc84a01132b59c25e4
de.cketti.unicode	kotlin-codepoints-deluxe-iossimulatorarm64	0.5.0		N/A
de.cketti.unicode	kotlin-codepoints-deluxe-iossimulatorarm64	0.5.0	metadata	d390392c7b65b75447ea82d42dd18595ac8ba9fe
de.cketti.unicode	kotlin-codepoints-deluxe-iossimulatorarm64	0.6.0		N/A
de.cketti.unicode	kotlin-codepoints-deluxe-iossimulatorarm64	0.6.0	metadata	21edff4c795dd3c44dc5794b8a194ff1ebfc14f3
de.cketti.unicode	kotlin-codepoints-deluxe-iossimulatorarm64	0.6.1		N/A
de.cketti.unicode	kotlin-codepoints-deluxe-iossimulatorarm64	0.6.1	metadata	3105b1149cba9ba71ad616c3b4a99120a480a79d
de.cketti.unicode	kotlin-codepoints-deluxe-iossimulatorarm64	0.7.0		N/A
de.cketti.unicode	kotlin-codepoints-deluxe-iossimulatorarm64	0.7.0	metadata	e63b1d7b7543bd66efc2da8a3952ccaaf6fbf57a
de.cketti.unicode	kotlin-codepoints-deluxe-iossimulatorarm64	0.8.0		N/A
de.cketti.unicode	kotlin-codepoints-deluxe-iossimulatorarm64	0.8.0	metadata	1462ec94601b0a85b0ac57e76a8198be634fb6ea
de.cketti.unicode	kotlin-codepoints-deluxe-iossimulatorarm64	0.9.0		N/A
de.cketti.unicode	kotlin-codepoints-deluxe-iossimulatorarm64	0.9.0	metadata	c1cc8cb1900760479e0189ca13a5504c3a691191
de.leanovate.router	router-generator	0.10		b772fd682e52544b18e1814ced2e9ce1e0e796fa
de.leanovate.router	router-generator	0.4		42f1724b5b098dd00be927157bc6c6e309998298
de.leanovate.router	router-generator	0.5		bd11ce2583f571d1683d301200228a89887ca84c
de.leanovate.router	router-generator	0.6		c2fb5b28a156531967061d11c337e889454025e2
de.leanovate.router	router-generator	0.7		326d4de4f7aba05eb4f6d55d9d869f7e774046bf
de.leanovate.router	router-generator	0.9		647c6e593128c988695d82bcd983ee748e3f1fb7
dev.mbo	kotlin-logging	1.0.0		6bbebf97ffd0c04083ebff4d5cbb89f4a7d748b7
dev.mbo	kotlin-logging	1.1.0		0e2ae9312c2b32e8a34eb22723d7fd6a975035b5
dev.mbo	kotlin-logging	1.1.10		ac0af49058daeb00ac00a16dae2463c809aa4b42
dev.mbo	kotlin-logging	1.1.11		77e3bdc3ca9ff11f4ab5ae2d581944e5fabd2b1a
dev.mbo	kotlin-logging	1.1.12		21fb8579585e8fcbd81e6e7f02aa8795886a3c24
dev.mbo	kotlin-logging	1.1.5		76aa640a19828108bbacef027b95fd76de675e6c
dev.mbo	kotlin-logging	1.1.6		c096c7085c948cd523d7af06ae66eb11baee3832
dev.mbo	kotlin-logging	1.1.7		70be2f317fbf9bef89148b3d9565d6d6253bca1a
dev.mbo	kotlin-logging	1.1.8		43b411302b7506a0508cc0babf914b3a6bb162eb
dev.mbo	kotlin-logging	1.1.9		0cdb0c6bf8c16ecc5d4c346d8879dd6e0faee387
dev.mbo	kotlin-logging	1.3.2		9e721386ed1ecfcca0528cf44233ef3ce298a2f9
dev.mbo	kotlin-logging	2025.4.1		545bb0fb739cbc6e058f3baec63b6a9397572aa4
dev.mbo	kotlin-logging	2025.4.2		4e7ef10fb6877e28fa9bd9c03d213cce9eebb53f
dev.mbo	kotlin-logging	2025.4.3		46caa4668e727b4d154e1d5c373344702e3475a3
dev.mbo	kotlin-logging	2025.5.1		50907c1cb637c62ca05d18392081c6aa51011065
dk.alexandra.fresco	fresco-lib-pom	1.3.0		N/A
dk.alexandra.fresco	fresco-lib-pom	1.3.1		N/A
dk.alexandra.fresco	fresco-lib-pom	1.3.2		N/A
dk.alexandra.fresco	fresco-lib-pom	1.3.3		N/A
dk.alexandra.fresco	fresco-lib-pom	1.3.4		N/A
dk.alexandra.fresco	fresco-lib-pom	1.3.5		N/A
dk.alexandra.fresco	fresco-lib-pom	1.3.6		N/A
dk.alexandra.fresco	fresco-lib-pom	1.3.7		N/A
dk.alexandra.fresco	fresco-lib-pom	1.3.8		N/A
fun.rubicon	plugin	0.0.1		8339d824f6b52ebad59e03ca88f03aa37e3db679
fun.rubicon	plugin	0.0.2		abd2838fc914334f43c03e86a741c6b7e97e7a46
io.atomicbits	scraml-dsl-scala_2.12	0.7.0		6e012a277246345b39ddc1e86faa341be752a2d7
io.atomicbits	scraml-dsl-scala_2.12	0.7.0-M3		ef0dbded4c9d34d29d57c5ef27511868acdf29ce
io.atomicbits	scraml-dsl-scala_2.12	0.7.0-M4		30fb215e880d638274ab8e2e09f34ae1a19f2600
io.atomicbits	scraml-dsl-scala_2.12	0.7.1		da1468ed03b1896527aa3424895b5474d105f649
io.atomicbits	scraml-dsl-scala_2.12	0.7.2		1d813817819aece804fab6b8f17409913838ca05
io.atomicbits	scraml-dsl-scala_2.12	0.8.0		24d7115c780ce8a14f298408e7e0e3400e4ab27f
io.atomicbits	scraml-dsl-scala_2.12	0.8.0-M1		46625fea53e0c2e21f62521a5bda91da5f8cce15
io.atomicbits	scraml-dsl-scala_2.12	0.8.0-M2		21043e324e7506a1e1ef1cb4b6e5e13c87de8ffa
io.atomicbits	scraml-dsl-scala_2.12	0.8.0-M3		9c47ade3994707591c027cf57cca28d22140d117
io.atomicbits	scraml-dsl-scala_2.12	0.8.1		2092e79a68bea8e869b962cca84667c11a904a75
io.atomicbits	scraml-dsl-scala_2.12	0.8.2		c823b97100dc451d17d529a67f7e15d5375e8a39
io.atomicbits	scraml-dsl-scala_2.12	0.8.3		75651c837cc5f84c13f5abff75ee3f6a300ce126
io.atomicbits	scraml-dsl-scala_2.12	0.8.4		582d09466479868d426d4be2e87e42e6452050da
io.atomicbits	scraml-dsl-scala_2.12	0.9.0		f554bb154216885269c5b5460a8529eddb7104bc
io.atomicbits	scraml-dsl-scala_2.12	0.9.1		6aba7887a9feed39696dca54dc5437ad018db09d
io.atomicbits	scraml-dsl-scala_2.12	0.9.2		19d427bb3807ca2b02899899bfa4abca5b2ca286
io.bartholomews	fsclient-core_2.13	0.1.0		7b51bd7a8e2b8642aa3f0e404828119f2b719a1b
io.bartholomews	fsclient-core_2.13	0.1.1		286aba9ca616865262ea307d884fbf5d61079263
io.bartholomews	fsclient-core_2.13	0.1.2		ce5ee26c2a6c68a3431a6da4742ec5b7c37bc026
io.chrisdavenport	cats-time-testkit_2.12	0.4.0		414de4b1f22adcbdc691a6623a0b5a0c38ec3499
io.chrisdavenport	cats-time-testkit_2.12	0.4.0-RC1		9b0e7d2b7a4927ec2652f354fd2af50838f44ac1
io.chrisdavenport	cats-time-testkit_2.12	0.4.0-RC2		07f5c9fc2728accf9fb4461aa04414655343fefd
io.crashbox	magnolia_sjs0.6_2.11	0.7.1-1		c310cfb733e327aec4388ee5555af82ec751d8c0
io.crashbox	magnolia_sjs0.6_2.11	0.8.0-1		d134446e21e15698497b986320f0e7fc0d6b8f11
io.curity	identityserver.plugins.archetypes.kotlin-authentication-action	2.2.0		b289ddb7d5997482e775a8d30fde831d230bbba3
io.curity	identityserver.plugins.archetypes.kotlin-authentication-action	2.3.0		2c9fcda8e012da2c082869aaab76fd88e2b6066d
io.curity	identityserver.plugins.archetypes.kotlin-authentication-action	2.4.0		cab3a9f683ba1d26a25468cd7689c5848f7d03e1
io.curity	identityserver.plugins.archetypes.kotlin-authentication-action	2.5.0		6e9258ccb11387ae4a9c56a087bf9215a47b994e
io.curity	identityserver.plugins.archetypes.kotlin-authentication-action	3.0.0		e874f662a56d5b475c5b1e40eedf024a70c6a5b0
io.curity	identityserver.plugins.archetypes.kotlin-authentication-action	3.1.0		2959caf3a0316c37b3ff1eb2766678ba534b2a92
io.curity	identityserver.plugins.archetypes.kotlin-authentication-action	3.2.0		d1b6c4846846f29182b28f4f3a1361adee71e9b8
io.curity	identityserver.plugins.archetypes.kotlin-authentication-action	4.0.0		d29ff804465792ca1799f5f5b8648a06f273bfc6
io.getlime.security	powerauth-java-http	0.0.8		f240fa59416a988cdf1a10f23e9a02116a4964d8
io.getlime.security	powerauth-java-http	0.0.9		c16c3b51cdb52b3c9b9f6e592978df772305b565
io.getlime.security	powerauth-java-http	0.10.0		250fc2a1f060ebeae786711262fb1b6abe7a03cd
io.getlime.security	powerauth-java-http	0.11.0		1ea4b1ba589791b3afc6e6f0b96b23b8dfd00a8f
io.getlime.security	powerauth-java-http	0.11.1		0cadafd5a37a2400ef34a199013d1b9ab06930c9
io.getlime.security	powerauth-java-http	0.12.0		58309183e6eec0aeb7bf0e7e0384ec88dbf9cb4a
io.getlime.security	powerauth-java-http	0.13.0		4d1172499f2cee393334082508eed9ff6a773efc
io.getlime.security	powerauth-java-http	0.13.1		0c5dc1c5864dc3661d6f6a943cff940838a9b6fc
io.getlime.security	powerauth-java-http	0.13.2		897153ae5607f18b5c8de60eb70951d2e0f44170
io.getlime.security	powerauth-java-http	0.13.3		70bcd3e2f3137d42193e9136f6cce87ebb93900b
io.getlime.security	powerauth-java-http	0.14.0		5b7d0763724070475cc6de9fcfc8f3af3485de8f
io.getlime.security	powerauth-java-http	0.15.0		bcbf77c82fdaf59cbcceefc4d65a062c680d70c4
io.getlime.security	powerauth-java-http	0.16.0		822fcfad344ba7ea67e5bed58ba5920d9991fb08
io.getlime.security	powerauth-java-http	0.16.1		b6069bace7f5a8b93e53eb60f0f43bdc4c95334a
io.getlime.security	powerauth-java-http	0.17.0		e03039c25eb19e54da4271001e136cb3812e24af
io.getlime.security	powerauth-java-http	0.18.0		389d7f30dfac0dcbf9837d7f407a31790a4a6793
io.getlime.security	powerauth-java-http	0.19.0		5cda879e8bfbda4b7106afd5e717799acac61a84
io.getlime.security	powerauth-java-http	0.21.0		3c9493061adc1b37d9a17678130e83307e95509d
io.getlime.security	powerauth-java-http	0.22.0		a82fe7c85715ab5b174a1719124e32a7b9655fed
io.getlime.security	powerauth-java-http	0.23.0		0cdf5f2fec720808e1fbace51ea8acb2ab040f50
io.getlime.security	powerauth-java-http	0.24.0		27a60563cd82ab2b42af118c3851bf0dd2f4e5c2
io.getlime.security	powerauth-java-http	1.0.0		a9dd52e3d0c05a8f7b9b36b37ed160492d672da4
io.getlime.security	powerauth-java-http	1.1.0		8f25560e91e996517fd820d149954b7bfce81b77
io.getlime.security	powerauth-java-http	1.2.0		04e85803210887da499ae0fd34dddd3fcdc36dac
io.getlime.security	powerauth-java-http	1.3.0		6cd3e81e8db7f86a396ac8a2aa8da822b5c4c8e5
io.getlime.security	powerauth-java-http	1.4.0		3536a24f992ab68cb4d51501f65d22f7c924f552
io.getlime.security	powerauth-java-http	1.4.1		4c98031f72f39e3112b4a6387192aca7b5fa0cf0
io.getlime.security	powerauth-java-http	1.5.0		f91c189da387c74a48a95fb484b1c8ab031994ab
io.getlime.security	powerauth-java-http	1.5.1		ad55e655a24326e3b0e8cffc90a1c98b60e808ed
io.getlime.security	powerauth-java-http	1.6.0		2f5467c679054af375c96c0ca2010e979ff83799
io.getlime.security	powerauth-java-http	1.7.0		fc57c9f686c818fd3127a24260ed23f553967924
io.getlime.security	powerauth-java-http	1.8.0		bba03acfcfb06a78c0d57d30d4e91a3815f833ac
io.getlime.security	powerauth-java-http	1.9.0		0f54c042ee80ed4ddf4c08681321c293b962a66c
io.github.lehadnk	adminlte	1.6.1		c6655abb130a4ce39a0897e415d6b09251d42a13
io.github.lehadnk	adminlte	1.6.2		d6b1dfb9ddf1c103afcf8537bb1471b0aaf61cce
io.github.lehadnk	adminlte	1.7.0-beta1		9e802818a22ea4a58c005e716edbc5c5a8ec9439
io.github.lehadnk	adminlte	1.7.0-beta2		436133023aced5048234c7eef852c1e564f8f17e
io.github.lehadnk	adminlte	1.7.0-beta3		1e593eaa03556327ea511866e4819b2b2d613b90
io.github.lehadnk	adminlte	1.7.0-beta4		e4e6113537284845a1d1c618013bf3b243f30ac6
io.github.lehadnk	adminlte	1.7.0-beta5		aefdb3c2565dac14f74d4e1b0cd3db9a559e7df3
io.github.lehadnk	adminlte	1.7.0-beta6		a4454f704cbfb46d853902e1288203e45918fd75
io.github.lehadnk	adminlte	1.7.0-beta7		1f60980ad569df5ae74f9a1d883069b2ebcbcbf7
io.github.lehadnk	adminlte	1.7.1		5ff6443b8a0c43242b784d94d705c884e92e18e0
io.github.lehadnk	adminlte	1.7.2		db76098911390d334ec968d07aa75d33ec3b2cd3
io.github.lehadnk	adminlte	1.7.3		f62dc59d0ef17f13f91cd8ca5739f48c25c5d0f3
io.github.lehadnk	adminlte	1.7.4		987392d11d5a8528ae402dd5ce0ffdf954076d35
io.github.liveontologies	elk-util-io	0.6.0		0148c563e73b13255a99457df121110d1e5ef5d3
io.github.mflisar.kotpreferences	storage-datastore-macosarm64	0.6.0		N/A
io.github.mflisar.kotpreferences	storage-datastore-macosarm64	0.6.0	metadata	d166b81b15132459068c5455521530e730c5ce83
io.github.mflisar.kotpreferences	storage-datastore-macosarm64	0.6.0-alpha07		N/A
io.github.mflisar.kotpreferences	storage-datastore-macosarm64	0.6.0-alpha07	metadata	71dd71a200d1933041fbf30912372980d4c36f7d
io.github.mflisar.kotpreferences	storage-datastore-macosarm64	0.6.1		N/A
io.github.mflisar.kotpreferences	storage-datastore-macosarm64	0.6.1	metadata	62a7d85e2a665e9efcc85a821172befd25afcba0
io.github.mflisar.kotpreferences	storage-datastore-macosarm64	0.6.2		N/A
io.github.mflisar.kotpreferences	storage-datastore-macosarm64	0.6.2	metadata	6ba433020045de29424e67fada94064097edba40
io.github.mflisar.kotpreferences	storage-datastore-macosarm64	0.7.0		N/A
io.github.mflisar.kotpreferences	storage-datastore-macosarm64	0.7.0	metadata	6e06ee09f6e30c1af61bb2f31625396422cf36db
io.github.mflisar.kotpreferences	storage-datastore-macosarm64	0.7.1		N/A
io.github.mflisar.kotpreferences	storage-datastore-macosarm64	0.7.1	metadata	bffc7eb5c5c54325d3f19e6a70b00a3064eb1731
io.github.mflisar.kotpreferences	storage-datastore-macosarm64	0.7.2		N/A
io.github.mflisar.kotpreferences	storage-datastore-macosarm64	0.7.2	metadata	d61c20e410bf15546dc1e4509770e57b3e748af1
io.github.mflisar.kotpreferences	storage-datastore-macosarm64	0.7.3		N/A
io.github.mflisar.kotpreferences	storage-datastore-macosarm64	0.7.3	metadata	707edcdc61360f94925d986d75fb9b55da5d97c4
io.github.onera	pml_analyzer	1.0.0		101e53561bf8f300a6236c15f11320a940671dbb
io.github.onera	pml_analyzer	1.0.1		95130fecddba815f31b919d237e10b07f054a8d2
io.github.pavelannin	keemun-decompose-android-debug	1.0.0		N/A
io.github.pavelannin	keemun-decompose-android-debug	1.0.1		N/A
io.github.pavelannin	keemun-decompose-android-debug	1.1.0		N/A
io.github.pavelannin	keemun-decompose-android-debug	1.2.0		N/A
io.github.pavelannin	keemun-decompose-android-debug	2.0.0		N/A
io.github.pityka	saddle-circe_sjs0.6_2.12	2.0.0-M21		cf6fa61d5d260b8b2e93f6355fcf0fce17dba496
io.github.pityka	saddle-circe_sjs0.6_2.12	2.0.0-M22		e7dcf77b2f5d23939ba90d754aab0deb4b1ffdac
io.github.pityka	saddle-circe_sjs0.6_2.12	2.0.0-M23		438a03a4824359b789141fd8b8f9e3d825938926
io.github.pityka	saddle-circe_sjs0.6_2.12	2.0.0-M24		cf48cae102424e763824da79a225461b90c0e778
io.github.pityka	saddle-circe_sjs0.6_2.12	2.0.0-M25		b63d49140caa1c553c8adb6cae39866424c946fc
io.github.totoro-dev	Kit4j	1.0.0		27aabe41c32e88fc08c4fc172bbfefe76c62816a
io.github.vittoriopiotti	PathGraph-JavaFX	1.0.0		3fd9b6266e0ae306d3441c848b8d79203a501e2f
io.github.vittoriopiotti	PathGraph-JavaFX	1.0.1		601c0a70793c3b74e9338390391cb5e36439eb59
io.github.vittoriopiotti	PathGraph-JavaFX	1.0.2		84d44a7f6b51182e26243373eb88306a6bac287e
io.github.vittoriopiotti	PathGraph-JavaFX	1.0.3		d20402375bf6ff07bbcae42bb23511225d5758e5
io.github.vittoriopiotti	PathGraph-JavaFX	1.0.4		e808742fb34bac9178c94902a1dbb712ffc8096d
io.github.vittoriopiotti	PathGraph-JavaFX	1.0.5		fa17b1c0d04f33bad594a9f2e61a01dbdaea19c8
io.github.vittoriopiotti	PathGraph-JavaFX	1.0.6		baa14ed3bc2fd225f4c2a092863f495c7d64afb6
io.github.vittoriopiotti	PathGraph-JavaFX	1.0.7		9b5e124983fbad36b543a91605d4fa38be524de5
io.github.vittoriopiotti	PathGraph-JavaFX	1.0.8		f841eb5be1e05e69fdbd37ddd39cff642fe430ef
io.github.vittoriopiotti	PathGraph-JavaFX	1.0.9		ad12727a5f7efc140222ac6bf5df72a817442e78
io.github.xiane	driver-Shtc1	0.5		N/A
io.inkstand	inkstand-jcr-jackrabbit	0.1.1		8a2e474c53e1f764321aa8d89396ef7bfe1375ab
io.inkstand	inkstand-jcr-jackrabbit	0.1.2		3cfa3d03ba7dcf20e4a9d6d6d16b0d1a77a2a470
io.inkstand	inkstand-jcr-jackrabbit	0.1.3		e20122887c7f88387181107009bb0cb4626323d5
io.ktor	ktor-server-body-limit-wasm-js	3.0.0		N/A
io.ktor	ktor-server-body-limit-wasm-js	3.0.0-rc-1		N/A
io.ktor	ktor-server-body-limit-wasm-js	3.0.0-rc-2		N/A
io.ktor	ktor-server-body-limit-wasm-js	3.0.1		N/A
io.ktor	ktor-server-body-limit-wasm-js	3.0.2		N/A
io.ktor	ktor-server-body-limit-wasm-js	3.0.3		N/A
io.ktor	ktor-server-body-limit-wasm-js	3.1.0		N/A
io.ktor	ktor-server-body-limit-wasm-js	3.1.1		N/A
io.ktor	ktor-server-body-limit-wasm-js	3.1.2		N/A
io.mraa.upm	upm_kxtj3	1.7.1		f78300949e73548bfa777bfc7e0f6db3ae27a387
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	1.24.0-alpha		6e7a89e86b7d998c5eeced737ab99c1588ad5e4a
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	1.25.0-alpha		3047d9a9602189302fbf29ab591aa5ab3f90b7e3
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	1.25.1-alpha		0586c216e5cb123e93483a52347fdf13e3d51f81
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	1.26.0-alpha		4e7ccc1ab3d1bf035c0b975fb66c54dd5d53a71a
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	1.27.0-alpha		40934145ebd59af368602481ae4cbce5cc8486f9
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	1.28.0-alpha		ac67e79f9f5b914fe3c761d8200267876281cebc
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	1.29.0-alpha		a08eb9fcc66848d66ba8a69e422fe00678a20d60
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	1.30.0-alpha		d30e6c2c17a536d3e30753385c4d3d65bac08e57
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	1.31.0-alpha		6284e42e5bb6f5731aa0cfdee9856bd1a9f1fb0c
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	1.32.0-alpha		25a1a322d5c08fa426e3f38604651a3a84f38d62
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	1.32.1-alpha		f501c054d2719d3aa4c58cf6726b7b1f6abad764
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	1.33.0-alpha		6e2b7230717d7987c59b971e6460ec56fd3787c0
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	1.33.1-alpha		7017dc569444aaa7b01e26ffe6a0fb799a5640b3
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	1.33.2-alpha		9ce735398b20249f972fd77e71e43c441a8dc642
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	1.33.3-alpha		f3d482694664fb35b2020f1767a7a94509caabcc
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	1.33.4-alpha		caf4f958eb7e4f8c24e9efec7785933db6334227
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	1.33.5-alpha		c6263bf0577f0a90d5d2e9550671d1c0e982b2cc
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	1.33.6-alpha		ebad8de8d15c390f854bec675d174a9828c1a8c9
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	2.0.0-alpha		63fdb3dbb3c52041480a4f7211a75f4580557c2e
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	2.1.0-alpha		b859802efb946d29765be3aed8aa89d85e4d09d7
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	2.10.0-alpha		a6a5277062d655b8b3cef8f818ddf921d00206df
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	2.11.0-alpha		86aad015c0955ac56d9c4abd797cefbdcae66a2d
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	2.12.0-alpha		f1c67b453130b04ffce5fd5cee044b019fe9fdb0
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	2.13.0-alpha		ffd3dccb724ca876c1cb4f4bd45fee99b82eabc4
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	2.13.1-alpha		67e3a81f67771d7278f268c269ed2908b8380a61
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	2.13.2-alpha		fbfdf97660e82c068040dbe7a68c97b094939599
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	2.13.3-alpha		430f5d466c3b6abe6ec09158780320cf85ff45a0
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	2.14.0-alpha		d8a9fefd263feaf46e60457fc980257ec13dafc0
io.opentelemetry.instrumentation	opentelemetry-cassandra-4.4	2.15.0-alpha		5317d83bfba69e38b324733d7a923f055171ddcb
