com.axzae	swipelayout	1.3.0		N/A
com.networknt	registry	2.0.0		0949d9125ffb83cd648b44d89cd778da24f0dceb
com.networknt	registry	2.0.0-BETA2		72ec0c5a52eb98f243ad7ecf92647a8cba0302c9
com.networknt	registry	2.0.1		44ad7843af47270de958963cfcfac4a2681afa12
com.networknt	registry	2.0.10		0ea278a03cd658e988c6e4686248368e75c621ec
com.networknt	registry	2.0.11		f1565b114d02f40cddd3772bef0ab55a8b6da5d4
com.networknt	registry	2.0.12		e679cdfbdb1c580df819f645f174a21e73a2e24e
com.networknt	registry	2.0.13		8069e1802fb39d961245affd600d49c8ecdbd63e
com.networknt	registry	2.0.14		121206cd3a799592214d5521dd78f18adc65d5cc
com.networknt	registry	2.0.15		2addd94fe3b7b6a212feae2c4874304bfc7ead42
com.networknt	registry	2.0.16		f83fb3b2fdcbf4d0f8adb00265913953bb1c10b0
com.networknt	registry	2.0.17		8eb709521c227deeea8c474ce2a21a566134ab86
com.networknt	registry	2.0.18		71d6e1d5c1ec73c5718979fa2abe838c6051889d
com.networknt	registry	2.0.19		3095477bc0cb0dca004d4b07ee922a343e2ff69a
com.networknt	registry	2.0.2		77b499f99dccc3f102d1df1748b92dc569d42381
com.networknt	registry	2.0.20		58730cdd88bb9061cf5622e3f313e638aa58d90c
com.networknt	registry	2.0.21		7807447c19760a919684d4648c77c0804c6e3e5e
com.networknt	registry	2.0.22		aa9cd6f568622c0d896c50cd3fef094ed916a5b2
com.networknt	registry	2.0.23		45c1c3f0ca218d24323c27d74dcc1653d423f81d
com.networknt	registry	2.0.24		6230eda34ef0a9175be59dc5b4817859ba593aa6
com.networknt	registry	2.0.25		926ea16cabf844e285ef231a1003f50a42d56feb
com.networknt	registry	2.0.26		7e4fb945d8b8f98102e618b49d5d7de041c719a6
com.networknt	registry	2.0.27		d3b904571e5704f599601d81079c83672f6d5f12
com.networknt	registry	2.0.28		3a98e48debc26dedbb7d729e76012bfd518a8af3
com.networknt	registry	2.0.29		9c6983f11b3160df3d4b7c6e461acb5a36a544be
com.networknt	registry	2.0.3		7d4b41198f377058460a08e778464ed2ea014424
com.networknt	registry	2.0.30		28e75d0256d029a642b78e90984474e9b2e9bb90
com.networknt	registry	2.0.31		ac0c0bfef8eb7c2744d7d3adae3e3d5e294a6044
com.networknt	registry	2.0.32		126800d12a3470140275f31fbe4ed45c5494662a
com.networknt	registry	2.0.4		cdbbcac3fc3bc4f9d41e2e5fdf5b4d2cb6785849
com.networknt	registry	2.0.5		d65526c6e86ab115dd0c4085fef392b397f18fb9
com.networknt	registry	2.0.6		a71481347c2aba27b091f2c188ea9cd5c88f8040
com.networknt	registry	2.0.7		eacfcc9cc9e1ea33ebffb549bfd79e4f5d7f374d
com.networknt	registry	2.0.8		ef2fedaffa11dbe80371e7120d00baa86f2e53a5
com.networknt	registry	2.0.9		b3956b20ff4469b749688978ace89db2ad958f37
com.networknt	registry	2.1.0		e31ccd36972bb3c7722fb5ade9f31976c7b18895
com.networknt	registry	2.1.1		9db87c1d824858dcc502ddfdc6c64181d19a2699
com.networknt	registry	2.1.10		439848171a700b9c0360fdb3f26893320b4c8698
com.networknt	registry	2.1.11		192ea2ba8f8b03c35884256ccbe7e60fdfb5016d
com.networknt	registry	2.1.12		8c9a68c316eee9f9e00c2a197461d438c6d80471
com.networknt	registry	2.1.13		93a68a6bc4576ff7904fe289a3ad039606c028d6
com.networknt	registry	2.1.14		6c3a73a354951646ebbe224e58a8ac2339ed7b28
com.networknt	registry	2.1.15		4dc4188183dc05fdd1e6174a07ac99ec9c86978d
com.networknt	registry	2.1.16		3ebaec294a2109756803388a68671efbe9750ad2
com.networknt	registry	2.1.18		6c9a4e24a7026f9c49ea265b58d881c0109d69c5
com.networknt	registry	2.1.19		0b5c96bfe6800ced13e0f9b68868ca142c5eec69
com.networknt	registry	2.1.2		602524e9088eed67929e36ea9f5b3b816322986a
com.networknt	registry	2.1.20		c771d33dd436f8ead9e59d9c3735d85c679316e9
com.networknt	registry	2.1.21		53b6f07acdff2e16f9939a63466c3a6baa508a7e
com.networknt	registry	2.1.22		9ab4eaccfca3ec097b0d1992e87a94b5f8f0d679
com.networknt	registry	2.1.23		a3a5c78ca05c29cf8a20d7d86e5c882beacf3b4e
com.networknt	registry	2.1.24		9bf85ab6b232aecca085c88681f1e70dab807556
com.networknt	registry	2.1.25		63ca389bdc6a74f9694420ccd0a572298515e417
com.networknt	registry	2.1.26		1ab9c333eacb9fc10ae8f9ca49d448711bbd071f
com.networknt	registry	2.1.27		370b07b3205581f4c8e009a7d599f0782da0b53e
com.networknt	registry	2.1.28		7a55d2f9197fd512ebb5af1df3fff621059c5916
com.networknt	registry	2.1.29		10c11b059c478a00389594d89ffa2e73a4e0b2f2
com.networknt	registry	2.1.3		2d13add36a0a0ea9dfdeb838cd08fddd3728a871
com.networknt	registry	2.1.30		4557de68217359dad7fdd835299a5ec5c60137ed
com.networknt	registry	2.1.31		8df03a4eed48bd9b6721e140a3a9f46db9be305a
com.networknt	registry	2.1.32		fb86ac5d9c251c958da17663056cacaf993ea1f7
com.networknt	registry	2.1.33		f7f70fccd6bf29902a555b5961ed1c741c3fef48
com.networknt	registry	2.1.34		f8c1ef1bb3db9c46e9cc22928f8f384b30202bf9
com.networknt	registry	2.1.35		9bb02036c29bb93ab01fe07632991a62e1306226
com.networknt	registry	2.1.36		9b54b6d3ab4eef05d419eaaaaabe11cb8eeb2b4b
com.networknt	registry	2.1.37		2394703ef9b47be940b2abed639495f7216fb632
com.networknt	registry	2.1.38		bd6d08902a51d0fa9a7588e6540bc39e0544cc11
com.networknt	registry	2.1.4		fa1bb8b16faa486a045d02c92bf360ef597a47dd
com.networknt	registry	2.1.5		eb12fefa664115e8f3530d667fe40c843176dfb2
com.networknt	registry	2.1.6		1549d9400af3b02f90e10a1e290f20bc0da74ac9
com.networknt	registry	2.1.7		d357ef3bb4150b50aebd4538cd85bb2a489c0636
com.networknt	registry	2.1.8		314d3bf3c5a96e21b09764e6c60a19f4944baf9a
com.networknt	registry	2.1.9		64654f6c3a05cd142e87469abb2c84ebc01858dd
com.networknt	registry	2.2.0		f696839ce7d93a1c30d7d8107d4c7cb733797426
com.networknt	registry	2.2.1		6641e3038ac2120ba48ff7fff29f77c094716660
com.opsdatastore	opsdatastore-sdk	1.2.0-RC1		45b924ebbe28b32e512e6b95fd07f6a6cd880f8a
com.opsdatastore	opsdatastore-sdk	1.2.1		0fa714393ba116a77764ad8283a65c848fc73d81
com.opsdatastore	opsdatastore-sdk	1.2.1-M2		680c6aea7a53cb9e9b94fe3e6184addca5646539
com.opsdatastore	opsdatastore-sdk	1.2.1-RC1		c4e94d07b53c60093244cd20ce022ae3c5c32bc4
com.opsdatastore	opsdatastore-sdk	1.2.1-RC2		378ed9c165680c9ed619978b3c2f22c9b384693e
com.opsdatastore	opsdatastore-sdk	1.2.1-RC3		8bd350ac5ff175c38f9ded442330097804c84e26
com.opsdatastore	opsdatastore-sdk	1.3.0		a147d2682ec95274184650f8446e2e20b6519f62
com.opsdatastore	opsdatastore-sdk	1.4.0		3b3e5bcdb4298dbdb0bbe8c751627666107881e5
com.pig4cloud.plugin	spring-cloud-starter-druid-monitor	0.0.1		1f5d2c2aa68254a4ad402e081448da0662a2241e
com.redhat.rhevm.api	rhevm-api-cli-users	0.9-milestone-4		74ae941bc809d2de5e7adbc016ab3019301755b3
com.redhat.rhevm.api	rhevm-api-cli-users	0.9-milestone-4.1		b1cdd3366bd780348da0f85ee870aa4ca2bc9764
com.redhat.rhevm.api	rhevm-api-cli-users	0.9-milestone-4.2		6aaaad1da627c59e4a66b7113c5dbecae5db5b06
com.redhat.rhevm.api	rhevm-api-cli-users	0.9-milestone-4.3		53270e575deda4972c9727741a6c843597bbca1c
com.redhat.rhevm.api	rhevm-api-cli-users	0.9-milestone-4.4		60a53cbaec3fcbfc1741d8e3f2be93ab5ee889dc
com.redhat.rhevm.api	rhevm-api-cli-users	0.9-milestone3		de313d101231814476fee9421fc17b86c8caced5
com.redhat.rhevm.api	rhevm-api-cli-users	0.9-milestone3.1		542b499100732b82ff47e722184b5f88372a35f4
com.redhat.rhevm.api	rhevm-api-cli-users	0.9-milestone3.2		173b455982f103efe7117be27584c0f04c78d71e
com.redhat.rhevm.api	rhevm-api-cli-users	0.9-milestone3.3		936be3d6a4079af7470310b99de8bf586f5acc56
com.redhat.rhevm.api	rhevm-api-cli-users	0.9-milestone3.4		d6409ca99538aa98dec17e9d0f9d4eda5660fa88
com.redhat.rhevm.api	rhevm-api-cli-users	0.9-milestone3.5		7e8a5df8cdf1a11db47eed30bb67e4d23f797960
com.redhat.rhevm.api	rhevm-api-cli-users	0.9-milestone5		14f12aba84755960670d0605d4706945f243b585
com.redhat.rhevm.api	rhevm-api-cli-users	0.9-milestone5.1		adb328cfec8363a688b41dff07613f9316d89a25
com.redhat.rhevm.api	rhevm-api-cli-users	0.9-milestone5.2		16f6f8f96fafa416d1d84f78df937bf0d6b29a3c
com.redhat.rhevm.api	rhevm-api-cli-users	0.9-milestone5.3		dc872c6625b0d028e8f2e47b22b67d25582dc9e3
com.redhat.rhevm.api	rhevm-api-cli-users	0.9-milestone5.4		8ce5037c4d8fd7721e3d9fdb8c19c236f934c906
com.redhat.rhevm.api	rhevm-api-cli-users	0.9-milestone5.5		b5150e23ce852059d4ed16dccec5250f7657e10f
com.redhat.rhevm.api	rhevm-api-cli-users	0.9-milestone5.6		a2e70c9df10e64fa4ef6446ed73ac4e0d4e75436
com.redhat.rhevm.api	rhevm-api-cli-users	0.9-milestone6		190609c46cf593cbcf77a1416bc9d37fd1ebcffa
com.redhat.rhevm.api	rhevm-api-cli-users	0.9-milestone6.1		185f611098a17de3440e8686032d8cc9726c662f
com.redhat.rhevm.api	rhevm-api-cli-users	0.9-milestone6.2		365c970cd145e23e4612971b636ab492c5d9e09b
com.redhat.rhevm.api	rhevm-api-cli-users	0.9-milestone6.3		805824f7a50d4af339a7254e7e7d4daa03268976
com.redhat.rhevm.api	rhevm-api-cli-users	0.9-milestone6.4		31f92921fa0e4c92fa1d2fa71a87493ad1cb8a7d
com.redhat.rhevm.api	rhevm-api-cli-users	0.9-milestone6.5		15c25c958a013ebbf491ae2472c775425aa4b88f
com.redhat.rhevm.api	rhevm-api-cli-users	0.9-milestone6.6		380c5b21c12987c2b6351a9c2506e5726f5d259e
com.samlic	dsbridge	1.0.0		6a6063f152204bba51cfa14ca6c3008a059f6d42
com.sksamuel.scrimage	scrimage-filters_2.12	2.1.8		f50d2924f1a121cd02c6d2b59b81885547392e9e
com.sksamuel.scrimage	scrimage-filters_2.12	3.0.0-alpha4		4241e213e03ef94878bcdbdad5aa787097485bcc
com.softwaremill.sttp	json-common_2.11	1.4.2		fac30a35eec45f83cc279de037727ad179b8583e
com.softwaremill.sttp	json-common_2.11	1.5.0		145d68d12457d3a7d107499337cee5dd30c3e68b
com.softwaremill.sttp	json-common_2.11	1.5.1		d417760852ac4fe5977e50d4c79723fc3c64032a
com.softwaremill.sttp	json-common_2.11	1.5.10		3cc7cdaf3e601994ad7a4f5803c65201e64daf40
com.softwaremill.sttp	json-common_2.11	1.5.11		9116382e08bfda49bccd5d695b5e0dfeec75c587
com.softwaremill.sttp	json-common_2.11	1.5.12		1b4778d1431994c0759f0ed1092fce4d0a108b83
com.softwaremill.sttp	json-common_2.11	1.5.13		340128ed80095221cff858d38a7f920ea3c5fa1b
com.softwaremill.sttp	json-common_2.11	1.5.14		8891433d2ffb64e63e1aadd328d265d9226c49b9
com.softwaremill.sttp	json-common_2.11	1.5.15		a911fcdc188c889531f2357be40676a7d6f0be31
com.softwaremill.sttp	json-common_2.11	1.5.16		496e389e4090057cabf4c64691961792da08670a
com.softwaremill.sttp	json-common_2.11	1.5.17		640769049d297f18caf04ade1a4f38223b5c5583
com.softwaremill.sttp	json-common_2.11	1.5.18		58fce328d4cdaefdf8d6b471e14d5ea312a38f03
com.softwaremill.sttp	json-common_2.11	1.5.19		7ef5449654b1cdbebaee8a95788ae315e31981ee
com.softwaremill.sttp	json-common_2.11	1.5.2		16d930fa0f0291390f92b640d41c587d8584d3c3
com.softwaremill.sttp	json-common_2.11	1.5.3		dbea0f3279b12bce06277177027938cc6b7b4f1d
com.softwaremill.sttp	json-common_2.11	1.5.4		92c03373cacec66c3df849ee1ff08e9c94f4a8e1
com.softwaremill.sttp	json-common_2.11	1.5.5		72356e2f1cfa428e35c6b9e4dc054840870fbc30
com.softwaremill.sttp	json-common_2.11	1.5.6		5a6a699813bb8b2f8d8500518cd079ddf71e9700
com.softwaremill.sttp	json-common_2.11	1.5.7		86b8f546364a21d8f8c2eff109baa6a792060db6
com.softwaremill.sttp	json-common_2.11	1.5.8		5b69a8620ce05f217c5c48dd3d68301511cd9634
com.softwaremill.sttp	json-common_2.11	1.5.9		7f83b33ac78e87d05f700c345dda1aec3fa12c3d
com.softwaremill.sttp	json-common_2.11	1.6.0		a9e84a9694d609507f7edbd5b8b9a9c2563f035d
com.softwaremill.sttp	json-common_2.11	1.6.1		a31843c168d20ea4f837ad852e346d87f3059807
com.softwaremill.sttp	json-common_2.11	1.6.2		b502770a35d8c195ec42e868edfd601e1da32cdd
com.softwaremill.sttp	json-common_2.11	1.6.3		0fb20edf17d1effa075ab70b11c49fdbdda01dcc
com.softwaremill.sttp	json-common_2.11	1.6.4		71164a2e2363c59439ff769a74d287e0bcdd22f9
com.softwaremill.sttp	json-common_2.11	1.6.5		75eeb8c970f9aba908c7c2116a648f76b4a2fd72
com.softwaremill.sttp	json-common_2.11	1.6.6		6b7b5eabaf058aca3a9e9eed1f96292cd55514d3
com.softwaremill.sttp	json-common_2.11	1.6.7		275f18cac221589fb1b2321a04ee6ee994acc03b
com.softwaremill.sttp	json-common_2.11	1.6.8		7bf032a91855a78eaea53bafc03c04f97a37c1e7
com.softwaremill.sttp	json-common_2.11	1.7.0		bc2bdcb59b900903629d07a6a05797b1f1c032da
com.softwaremill.sttp	json-common_2.11	1.7.1		a55076bb8ae50eebd500b501835c7f39c04d399c
com.softwaremill.sttp	json-common_2.11	1.7.2		fa58c04ef32d638be4e9e905408c35be29050ad8
com.vicrab	vicrab-log4j2	1.1		025fb3211cfbf5a0e32f866f9e9596233f6ac9b8
com.vicrab	vicrab-log4j2	1.2		6f4eef46e7b67123323b62ca812f3aa102d9fe8d
com.vicrab	vicrab-log4j2	1.2.1		23d23cb29a52df6168bf329f76fc1aa6afd0e869
com.wix	accord-core_sjs0.6_2.12	0.6		b5dfef76c535001b12879d77b415c3ea8d67b335
com.wix	accord-core_sjs0.6_2.12	0.6.1		b19f09bd7c9f032e4810f6cad1573b031f4bcdf0
com.wix	accord-core_sjs0.6_2.12	0.7		f020c8ff2233f53c35ebaad5ed65898244502724
com.wix	accord-core_sjs0.6_2.12	0.7.1		8e89fceb5ac2685e2c6a7f0c5eeb9a549fdffb97
com.wix	accord-core_sjs0.6_2.12	0.7.2		f02c3afaabd735e50eae8f258b60438478bb41af
com.wix	accord-core_sjs0.6_2.12	0.7.3		42b2122a5d5de1329bbd1a57342ae78e9da9840c
com.wix	accord-core_sjs0.6_2.12	0.7.4		010e7e389ed94c4972b9334dab26b0370515ace0
com.wix	accord-core_sjs0.6_2.12	0.7.5		e2682a52de57ce4518783822cdaef8f5f8cd4460
com.xemantic.template	xemantic-project-template-js	0.2.0		N/A
de.learnlib	learnlib-lstar	0.13.0		370fde15912836941c8c44261724fa2d62a5d55f
de.learnlib	learnlib-lstar	0.13.1		8c6c428e38468934bf64f62ad6c59b07c1862dd8
de.learnlib	learnlib-lstar	0.14.0		49746170635a0c654a578ae1554ec7f437df1240
de.learnlib	learnlib-lstar	0.15.0		87dd1ebcd736a76a8a67daf6bb12e026881654e0
de.learnlib	learnlib-lstar	0.16.0		443ab502efd991404f9b1ab60db9b8e7532ec0a4
de.learnlib	learnlib-lstar	0.17.0		d7ece5a39d307845d327c3b8b406954cdb47337f
de.learnlib	learnlib-lstar	0.18.0		bba8d8ee54966bd204b1de3a1404c9c6901eb33d
de.sciss	desktop-linux_2.11	0.10.0		7d4f91d9bab95391fa6b97f5fe11b62e89553fc1
de.sciss	desktop-linux_2.11	0.10.1		e786596d37bc753303a54a9ebc4b08916fc9df51
de.sciss	desktop-linux_2.11	0.10.2		b513f6a15271689798cfa1d9823974b295ae967f
de.sciss	desktop-linux_2.11	0.10.3		cbeaa05546de392e10272441e39d0243c070247b
de.sciss	desktop-linux_2.11	0.10.4		4dd256ecd6fd8b57314794b5c5ba0d1086e02f17
de.sciss	desktop-linux_2.11	0.7.0		46e25b66670508a4bfb5dfec16aa9217a44d2c73
de.sciss	desktop-linux_2.11	0.7.1		a1b9bc8469a194fe63eaadad2aa171f1a5bce422
de.sciss	desktop-linux_2.11	0.7.2		5cc998aa1125b18b08ac693260ac84dd72832fe8
de.sciss	desktop-linux_2.11	0.7.3		fe1d0c2360094d240fca19bf599fc564a89dce23
de.sciss	desktop-linux_2.11	0.7.4		9cf21e0a7c0857e81a2022cc97118fb571bef216
de.sciss	desktop-linux_2.11	0.7.5		59dd45c2cf1eea729fcc466da34664152e837703
de.sciss	desktop-linux_2.11	0.8.0		090dd93835564106ee6b05c836bc5a80b0d8c003
de.sciss	desktop-linux_2.11	0.8.1		49239ceca23cee3446526a338f641980fbc46f83
de.sciss	desktop-linux_2.11	0.9.0		eec299c51fa4b7952ede862d9a3c69ca8a6eead8
de.sciss	desktop-linux_2.11	0.9.2		acb0182ff2fdc18e8365c0c9f7f7e4fbac43fe07
de.taimos	redmine-maven-plugin	1.0.0		25c23a572b22be61add8c8e1fc168d20fab3e3e4
de.taimos	redmine-maven-plugin	1.1.0		777c5ac6b9746913ea0714e65cbb70eb898f157f
de.taimos	redmine-maven-plugin	1.1.1		924f4a0ed9139421b004f95c50505464dce14aec
de.taimos	redmine-maven-plugin	1.1.2		d6adf0c8b7279e3e20729c17efb47eba490bd819
de.taimos	redmine-maven-plugin	1.2.0		a53f5b04e3b34a9d9abab7670f921d40018e21bb
de.taimos	redmine-maven-plugin	1.3.0		2a984fb9669fbf8bedb541f3311f187c5e2f2743
de.taimos	redmine-maven-plugin	1.3.1		16739e106ce3d5d6718e5e8a098a6b8af97b18a3
de.taimos	redmine-maven-plugin	1.3.2		cbfa9db5a6e9aa268928312d04e4f6d35f962c42
de.taimos	redmine-maven-plugin	1.4.0		c451ce726a0efaed14fa878b04162abee2e8bcfc
de.taimos	redmine-maven-plugin	1.5.0		dd4125b9fd57ebb12e7f450fa9d447d8ee2a0810
de.taimos	redmine-maven-plugin	1.5.1		3b3aa5c2a38f21ee962257f44bf14cff5c309dfb
de.taimos	redmine-maven-plugin	1.6.0		eeacaef6f1e7382a8d02fed8ba5d6d72a88252c6
de.taimos	redmine-maven-plugin	1.6.1		9b461bfe2c46ea65440d1e0d49b8b9d185ec172f
de.taimos	redmine-maven-plugin	1.6.2		2e1f0192fa9825bfb1c64423a253b5fdc0297980
de.taimos	redmine-maven-plugin	1.7.0		43fc009115ed8802fb497a08773c1da7f27a1387
de.taimos	redmine-maven-plugin	1.8		5ea8c37e5262e9256e95653a7ea0ff4e0cbfa944
dev.mccue	jlayer-parent	0.0.5		N/A
eu.l-space	lspace-services_2.12	0.2.0.14		b31a017976b13cbccb2a2250d6a1a52172e5e279
eu.l-space	lspace-services_2.12	0.2.0.16		82d4757b22b6cbf377f1baa6ca0491e22a0129fc
eu.l-space	lspace-services_2.12	0.2.0.18		a8126287b12c6836e1d5ba75055cbe19a34a01ab
eu.l-space	lspace-services_2.12	0.2.0.19		7db68c5bda17f6ae33629a7f562525a0b733a083
eu.l-space	lspace-services_2.12	0.2.1		d6f870e3f7e2ce4ebfb7d6e38734e3e1fdc53ab2
eu.l-space	lspace-services_2.12	0.2.1.1		a8658f3013ab3808a6a88453b302c60bbf34a0b6
eu.l-space	lspace-services_2.12	0.3.0.0-M2		4a84ba6c933a53b06503a85b64597d4ef3bc3c45
eu.l-space	lspace-services_2.12	0.3.0.0-M3		3e893939ceccd3a0f9125496d10fbbebc0e14460
eu.l-space	lspace-services_2.12	0.3.0.0-M4		da52366a587ef1fb97b41420f4ddf216bb9a6a5d
eu.l-space	lspace-services_2.12	0.3.0.0-M5		d6487565d38bed24fa90bfd651e7895144430c30
eu.l-space	lspace-services_2.12	0.3.0.1		1fb8638feeb01bf31dfc0e0de37e71ad92e70566
eu.l-space	lspace-services_2.12	0.3.1.1		c9a95f1c2535044d101a19a2c68e7460488fa011
eu.l-space	lspace-services_2.12	0.3.1.2		2f8e873b5d56d461f48664922b5cb2a9327dfff3
eu.l-space	lspace-services_2.12	0.4.0.2		1eae81c479e02f0c9020293509df066ece2b6eae
eu.l-space	lspace-services_2.12	0.4.0.4		1b88f837ad1f7f3974bc05c7a01269a13b3e95c4
eu.l-space	lspace-services_2.12	0.4.0.5		a69b7f7b27087e58439bed440a87c72c91ea18ae
eu.l-space	lspace-services_2.12	0.5.0.0		28bb98db79c46bacd7201c0a734c916c170cb392
eu.l-space	lspace-services_2.12	0.5.0.1		9203e37afb04a988bda5e7e54eaf8cda0b75ab48
eu.l-space	lspace-services_2.12	0.5.0.2		b19c1d7136cf5d2b58b1caa7b0ff60b08c2777ba
eu.l-space	lspace-services_2.12	0.5.0.3		48ffa70091061cf0391e5ec0f7b2bd7e46ac1a29
eu.l-space	lspace-services_2.12	0.5.0.4		b4fda3783a1c763f824d0623c6e45fac8bcfc732
eu.l-space	lspace-services_2.12	0.5.1.2		5afcc82e350bed3b9c9b7676c2e4c95138476c06
eu.l-space	lspace-services_2.12	0.6.0.0-M2		f01724b87b09530d58a2285bcb0ecf5fc4cb8f00
eu.l-space	lspace-services_2.12	0.6.0.1		a64f4494fb036ec23572cc6218630344fbf0b2d7
eu.l-space	lspace-services_2.12	0.6.0.10		c11028be2ad7f2eba244203f5835a9a7db410d90
eu.l-space	lspace-services_2.12	0.6.0.12		bccb4365398951dd97893310dee955a8efe1888d
eu.l-space	lspace-services_2.12	0.6.0.13		45ea65a683dbe8c1a130262e26086a64da5a208a
eu.l-space	lspace-services_2.12	0.6.0.14		fa57b3466d7d3d887eedc3c37eecc0889706ed06
eu.l-space	lspace-services_2.12	0.6.0.2		f82204deb59f4279596be650c9103abc1b059f4d
eu.l-space	lspace-services_2.12	0.6.0.3		28754670ba008199fc787b7b2a21043b08feef4d
eu.l-space	lspace-services_2.12	0.6.0.4		5d2da6919be813b522fbd039aff74e8db5ad92a7
eu.l-space	lspace-services_2.12	0.6.0.6		8f18a1c9f2b133a45833c25e83b2cbd4c807e660
eu.l-space	lspace-services_2.12	0.6.0.7		29c473362698b5198d962f264892d3eee49f2b5b
eu.l-space	lspace-services_2.12	0.6.0.8		4d1509eb836dbec2f35916509adbbe3d4ec1f1ea
eu.l-space	lspace-services_2.12	0.6.0.9		a3aec0e39f6644e70ec53b4ebd661cd291c84f04
eu.l-space	lspace-services_2.12	0.6.1		b4089f35d9d9842d910596df5a03c3fbdd4c6419
eu.l-space	lspace-services_2.12	0.6.2		85a3ad39985601e8d5a225170ffea63db8f3635a
eu.l-space	lspace-services_2.12	0.6.3		ff213d8141a3587cb8275b5c938be44e415c2184
eu.l-space	lspace-services_2.12	0.6.4		7095d9494ceeaa47a230767b0e5480e7d450d715
eu.l-space	lspace-services_2.12	0.6.4.1		0b93f19781645a07264e9d9d3947116b6432a1ec
eu.l-space	lspace-services_2.12	0.6.4.2		35633e197978a3dd74b40abe5b0e0429e62bbf4d
eu.l-space	lspace-services_2.12	0.6.5		332d72a4ca426a77b69ef82f870efcf4864a2472
eu.l-space	lspace-services_2.12	0.6.5.1		0d63720e8c367503c48932c3c689f25f07af732f
icu.easyj.boot	spring-boot-parent	0.1.6		N/A
icu.easyj.boot	spring-boot-parent	0.1.7		N/A
icu.easyj.boot	spring-boot-parent	0.1.8		N/A
icu.easyj.boot	spring-boot-parent	0.1.9		N/A
icu.easyj.boot	spring-boot-parent	0.2.0		N/A
icu.easyj.boot	spring-boot-parent	0.2.1		N/A
icu.windea.breezeframework	breeze-logger	3.0.0		cb4bd53c83371e3a0225ea63c0b0059f07c3ee88
icu.windea.breezeframework	breeze-logger	3.1.0		37ebc8f866e38b324126582e99f536e288058965
io.choerodon	choerodon-hap-starter-redis	0.12.0.RELEASE		95f1c35b5b6282986cebe3553779d175602f475b
io.choerodon	choerodon-hap-starter-redis	0.13.0.RELEASE		b85020f7561f2d813e8c92bd17d315e905c366a3
io.choerodon	choerodon-hap-starter-redis	0.14.0.RELEASE		25609f5bbe670833e7f172ece827dac696788edd
io.choerodon	choerodon-hap-starter-redis	0.15.0.RELEASE		7d7a2ffbe13066ccbe2fcc3eebeb6a9a5b41ae42
io.choerodon	choerodon-hap-starter-redis	0.15.1.RELEASE		5b721633766b0878c8ef0b4139e6efec8867268e
io.gitee.snddbgydw	sn-util	2.0.0		bebe6ff9b7dd6298fefe7288cf6b58aa27d8c4cf
io.gitee.snddbgydw	sn-util	2.0.1		effeaddc8b7a9e62a7a2990110fdedb8ac1b1258
io.gitee.snddbgydw	sn-util	2.0.3		ca7b0e7098531fc3da584d23e2ff38f385e63fce
io.gitee.snddbgydw	sn-util	2.0.4		c050db36333f382f3652343b7c8330c04fcc688c
io.gitee.snddbgydw	sn-util	2.1.0		8475a523ef0594bdb0bacc5a64e35af3dffed069
io.gitee.snddbgydw	sn-util	2.1.1		d51b31021d3c6786e61cace1a90c5edacfdc6c62
io.gitee.snddbgydw	sn-util	2.1.2		21d98675d5e27e21678f0d36999cea2daa4d6e2f
io.github.ayvytr	network	2.3.5		N/A
io.github.ayvytr	network	3.0.0		N/A
io.github.ayvytr	network	3.0.1		N/A
io.github.ayvytr	network	3.0.2		N/A
io.github.charlietap.chasm	runtime-external-iosarm64	0.9.4		N/A
io.github.charlietap.chasm	runtime-external-iosarm64	0.9.4	metadata	d2a5d0e075357651578ed26d52fe9a38964930aa
io.github.charlietap.chasm	runtime-external-iosarm64	0.9.41		N/A
io.github.charlietap.chasm	runtime-external-iosarm64	0.9.41	metadata	c411d397c284e8d61a86dcae8f5c2afa6f008893
io.github.charlietap.chasm	runtime-external-iosarm64	0.9.42		N/A
io.github.charlietap.chasm	runtime-external-iosarm64	0.9.42	metadata	0b13c794c0eb44d77f47abbdfcd373b85ecca714
io.github.charlietap.chasm	runtime-external-iosarm64	0.9.5		N/A
io.github.charlietap.chasm	runtime-external-iosarm64	0.9.5	metadata	b9aa513f2c8c2ed84cb7965c3c6efa8922114411
io.github.charlietap.chasm	runtime-external-iosarm64	0.9.51		N/A
io.github.charlietap.chasm	runtime-external-iosarm64	0.9.51	metadata	be2938c7074252b9b7fc481fd4eee92634eec382
io.github.charlietap.chasm	runtime-external-iosarm64	0.9.52		N/A
io.github.charlietap.chasm	runtime-external-iosarm64	0.9.52	metadata	0c5da8e4d84a68198b670d7f607698e6deef8043
io.github.charlietap.chasm	runtime-external-iosarm64	0.9.53		N/A
io.github.charlietap.chasm	runtime-external-iosarm64	0.9.53	metadata	8cacf4dbf2962f2cfd0bb2e0f8f5fb6afd3dd116
io.github.ivianuu.injekt	io.github.ivianuu.injekt.gradle.plugin	0.0.1-dev749		N/A
io.github.panpf.tools4j	tools4j-reflect	1.0.0		ded68e583acac17fec080e7f4629639a3b9fc167
io.github.panpf.tools4j	tools4j-reflect	1.0.0-rc02		4e0a569db52d58760d5bbd6d64b1346c17256ac2
io.ktor	ktor-http-androidnativex64	3.0.0		c85b9cc42d63a920478caf49d9bc3f8546a95e0c
io.ktor	ktor-http-androidnativex64	3.0.1		2920dda42409440b1c1535acf6236013e983e486
io.ktor	ktor-http-androidnativex64	3.0.2		c9283853892b9e24f681269e2e23e03aab6c5387
