avalon-http	avalon-http-api	1.3		f8155bec84a17db16c253ba33bc4a5075efc90d9
io.quarkus.qe	quarkus-test-service-amq	1.3.2.Final		c4443bf1c0a595c14fd88482c5718fd302ab8cd3
io.quarkus.qe	quarkus-test-service-amq	1.4.0.Beta1		90f6ac059592419e78cc75ca5805e2b3bad8fac9
io.quarkus.qe	quarkus-test-service-amq	1.4.0.Beta2		c9c132680962a6cc9b9d11b49b1a68d2533bb4f2
io.quarkus.qe	quarkus-test-service-amq	1.4.0.Beta3		9dc4b789304c215ca4b7fac5c51977dfe6193d51
io.quarkus.qe	quarkus-test-service-amq	1.4.0.Beta4		a1187e688dd51adfca9bf0d5a1cf927ee6625670
io.quarkus.qe	quarkus-test-service-amq	1.4.0.Beta5		224b9c05018d14d00e397a5aa4717faf1e7fd9a7
io.quarkus.qe	quarkus-test-service-amq	1.4.0.Beta6		862253ca9b2fe302c3c5d89f563a29192d1dc8f0
io.quarkus.qe	quarkus-test-service-amq	1.4.0.Beta7		505fea8f51826dbd421e18377715dd4d72b5895c
io.quarkus.qe	quarkus-test-service-amq	1.4.0.Beta8		f9c29c7b37436a5ccf20fe0f8747f2fb7bde76ff
io.quarkus.qe	quarkus-test-service-amq	1.4.1.Beta8		216d218e520fee8c956df108b5cffe2e7cae55ac
io.quarkus.qe	quarkus-test-service-amq	1.4.10		5338bf0b7acf269d6617d647857f1e15f34f8feb
io.quarkus.qe	quarkus-test-service-amq	1.4.11		eef68c39552d7238fdb95b42f243d8ab71d31b99
io.quarkus.qe	quarkus-test-service-amq	1.4.12		3265a7b7e0f1d729af4c1dd49c068a7f17c6a713
io.quarkus.qe	quarkus-test-service-amq	1.4.2.Beta10		490fdc5f0cde4146bc356adf52e56a217a9baf75
io.quarkus.qe	quarkus-test-service-amq	1.4.2.Beta11		0f2a171f615f05e41b91b5f1b9d7e9352b72aa20
io.quarkus.qe	quarkus-test-service-amq	1.4.2.Beta8		bc7412b877f0cd4642d2f7598da68301213ffa39
io.quarkus.qe	quarkus-test-service-amq	1.4.2.Beta9		2e18e4bf9e9ac5bef0217bdb494871c3604c6fa6
io.quarkus.qe	quarkus-test-service-amq	1.4.4		16e9d36a6af3a1956fce5f3d84e990a713ba985a
io.quarkus.qe	quarkus-test-service-amq	1.4.5		aa15e80ae813cf2f227d090ad0a495fd21eb9a00
io.quarkus.qe	quarkus-test-service-amq	1.4.6		8e25dae3f804c62409587df425515169e68f03b7
io.quarkus.qe	quarkus-test-service-amq	1.4.7		6b770517fe496aee30cc4e63448a2443da243428
io.quarkus.qe	quarkus-test-service-amq	1.4.8		16238c2e2599304ce0af1c9f7d6c7712aa71a8fa
io.quarkus.qe	quarkus-test-service-amq	1.4.9		03954090f29ee702b5912717937c07bb579bdb49
io.quarkus.qe	quarkus-test-service-amq	1.5.0		7524cd5dcd9ebbfb249b4c06b03f58db26f890cf
io.quarkus.qe	quarkus-test-service-amq	1.5.0.Beta1		1bbf430dd502d71df06ae328a19a121ed0adea72
io.quarkus.qe	quarkus-test-service-amq	1.5.0.Beta10		f61b64f86e78541523257ef823b2996c04958dde
io.quarkus.qe	quarkus-test-service-amq	1.5.0.Beta11		f9e3a7da21d3cacc412fb15c535a6577b958ed05
io.quarkus.qe	quarkus-test-service-amq	1.5.0.Beta12		b94c124d41917eb4ea2ad6e25116b18ada12d6d2
io.quarkus.qe	quarkus-test-service-amq	1.5.0.Beta13		be20f24bbdffbda2f18bd5ebaaed7d4886191d28
io.quarkus.qe	quarkus-test-service-amq	1.5.0.Beta14		6af2409a78594a88d210a7a8369dc686952210ae
io.quarkus.qe	quarkus-test-service-amq	1.5.0.Beta2		fb8a14de61f6adce26d8aa736a7e647c54d30f95
io.quarkus.qe	quarkus-test-service-amq	1.5.0.Beta3		e9610c70b6f105abc3ed0b997a011ca590f61e7a
io.quarkus.qe	quarkus-test-service-amq	1.5.0.Beta4		62b87eaab039c969ab38164eb1a47bc803cb10c6
io.quarkus.qe	quarkus-test-service-amq	1.5.0.Beta5		a864662abb36451d923a4677666271f3e875cf4b
io.quarkus.qe	quarkus-test-service-amq	1.5.0.Beta6		e366423b3fd06c0fcffb8ceec6db36b030e779eb
io.quarkus.qe	quarkus-test-service-amq	1.5.0.Beta7		9bc310a94cee8e9cbec81d524a8a121a66412600
io.quarkus.qe	quarkus-test-service-amq	1.5.0.Beta8		64478f9f31a448bcf15c447c8f74e0a9f7524b37
io.quarkus.qe	quarkus-test-service-amq	1.5.0.Beta9		9fa875a4babf0e37bcfc1f80a41fd0b8c44bca78
io.quarkus.qe	quarkus-test-service-amq	1.5.1		df5ddd7e9ca100f4387ce8feddd4c7e83b9670dd
io.quarkus.qe	quarkus-test-service-amq	1.5.10		6524365e138e5571c162cd4e6785decac3b5ee80
io.quarkus.qe	quarkus-test-service-amq	1.5.11		ddc2b318e4cc551ae3b22127303e654dee8c5d5f
io.quarkus.qe	quarkus-test-service-amq	1.5.2		b459f19173c8edc9387161863198d44ddf1ad556
io.quarkus.qe	quarkus-test-service-amq	1.5.3		925184652d0a35e850e35096c7ba0614ce0edb27
io.quarkus.qe	quarkus-test-service-amq	1.5.4		7e4afa484e0f1d187c332c93a3ce742ac2713294
io.quarkus.qe	quarkus-test-service-amq	1.5.5		57291c0e6225bdc4dc600d4118a08645ca13d8f3
io.quarkus.qe	quarkus-test-service-amq	1.5.6		83084b63b121cfa5c400415ecd1acc1532464e95
io.quarkus.qe	quarkus-test-service-amq	1.5.7		8e013de76dd78160af147f0b372f3aeff60815ac
io.quarkus.qe	quarkus-test-service-amq	1.5.8		ac91de4403363a635b965c404f3da8a1a1eafe75
io.quarkus.qe	quarkus-test-service-amq	1.5.9		f36315f49c94e39f8900b81e4fe672e36555b8bd
io.quarkus.qe	quarkus-test-service-amq	1.6.0		b1db8f4a4b818e4e19bdfb0b072238ebc247f28e
io.quarkus.qe	quarkus-test-service-amq	1.6.0.Beta1		6e5822ca28ebfa477e6c54c42a7f36a14b68e271
io.quarkus.qe	quarkus-test-service-amq	1.6.0.Beta10		bfaa796517f6f241bdd0ba7460de99b2bea1076f
io.quarkus.qe	quarkus-test-service-amq	1.6.0.Beta11		72abe46d5ddb5e2a933156398c60a18225198622
io.quarkus.qe	quarkus-test-service-amq	1.6.0.Beta12		cb80e0ccd059ad67deb814d44c8c197a76d24339
io.quarkus.qe	quarkus-test-service-amq	1.6.0.Beta13		a7c39afc0eb253ff79b8e4afba2d3b9134433807
io.quarkus.qe	quarkus-test-service-amq	1.6.0.Beta14		59e614ca9787c9188e8ea276dec05d3660a80761
io.quarkus.qe	quarkus-test-service-amq	1.6.0.Beta15		6008512c957aab87a29c765e6c626042d4802a82
io.quarkus.qe	quarkus-test-service-amq	1.6.0.Beta16		404da675f59dfeac3e23098e625e05acb6deb8dc
io.quarkus.qe	quarkus-test-service-amq	1.6.0.Beta17		b3c71dce9b41fa72a2825f5ba7cb71f0e862e73f
io.quarkus.qe	quarkus-test-service-amq	1.6.0.Beta2		d8f0e9a47f9a329d00c1ee91b813ebe1316e3711
io.quarkus.qe	quarkus-test-service-amq	1.6.0.Beta20		3b8ebea58703c86587131444b9139bd0e623231c
io.quarkus.qe	quarkus-test-service-amq	1.6.0.Beta3		dd05f2d74b4828245ebb5ddc1b6564e7ccbb2f28
io.quarkus.qe	quarkus-test-service-amq	1.6.0.Beta4		75bb39a657f719faf5f2e5dc6c9b3ce55651f3fd
io.quarkus.qe	quarkus-test-service-amq	1.6.0.Beta5		06256e3d870efb602f6e1605e143c077457834e4
io.quarkus.qe	quarkus-test-service-amq	1.6.0.Beta6		b1c95d4929d91bd6c24a12d0bd6c03037c5de1f0
io.quarkus.qe	quarkus-test-service-amq	1.6.0.Beta7		f0f5cf9fd3375d20a9c0f53a5cb7285e23a6ca71
io.quarkus.qe	quarkus-test-service-amq	1.6.0.Beta8		06725ec7d904b220c94724a4bd268e301ddcaa7e
io.quarkus.qe	quarkus-test-service-amq	1.6.0.Beta9		d4f5f8e417daff7081abade5092d6ede51cf2885
io.quarkus.qe	quarkus-test-service-amq	1.6.1		c7f39a3d6c1028f06d53923955a4495e923e01f7
io.quarkus.qe	quarkus-test-service-amq	1.6.2		561d5453b812980a176ebfab79f2da5aa2b09a6c
io.quarkus.qe	quarkus-test-service-amq	1.7.0.Beta0		fe768e5b22b3c54fde2ab79e627de7db95f05f52
me.meilon.sftp	sftp-pool	0.0.3		N/A
me.meilon.sftp	sftp-pool	0.0.6		N/A
me.moallemi	persian-date	0.0.1		9be55c8c52681e5528e4e6927070818e37e0f22b
me.moallemi	persian-date	0.0.2		88f7808f49293ab44d8001384780f4f1b2e6755f
ml.combust.mleap	mleap-tensorflow_2.11	0.10.0		5e5006ae190dc03cf80add9895e170c6ef043a29
ml.combust.mleap	mleap-tensorflow_2.11	0.10.1		e25284ff33f6d2d0c3efa62d35f5f1a028d25a69
ml.combust.mleap	mleap-tensorflow_2.11	0.10.2		f0bcfc126ac77d94ba1d9f212f18dd9972078f40
ml.combust.mleap	mleap-tensorflow_2.11	0.10.3		b51b9b073ff84e519fe898a3b304d8c429804af0
ml.combust.mleap	mleap-tensorflow_2.11	0.11.0		0da466565d152f5241e8cdbffe7bfecb30391869
ml.combust.mleap	mleap-tensorflow_2.11	0.12.0		fddc30c0b9df780a5b98dcd44943f1efa65d7563
ml.combust.mleap	mleap-tensorflow_2.11	0.13.0		c9c80fb3a1debc8a3361a471b187b4d259f4abf4
ml.combust.mleap	mleap-tensorflow_2.11	0.14.0		3e1af98feac5fecc4867091069fe509bccdf1660
ml.combust.mleap	mleap-tensorflow_2.11	0.15.0		c0e35d208afb5a549aae2a14e3bf6443a7614c14
ml.combust.mleap	mleap-tensorflow_2.11	0.16.0		239d4653cf251b807e7c477bcf1db3c24c060bb3
ml.combust.mleap	mleap-tensorflow_2.11	0.17.0		11e6c26dbba0f13c64271d43486b2b9dfc4882c4
ml.combust.mleap	mleap-tensorflow_2.11	0.8.0		83542812526026fec23d7fbd890f78f2734f980a
ml.combust.mleap	mleap-tensorflow_2.11	0.8.1		46aa62ddc56eaf6c5a71a9134165ed77011aad7f
ml.combust.mleap	mleap-tensorflow_2.11	0.9.0		7ae541c5bd7dcf06e56879aeb76bd9c2bb0bf318
ml.combust.mleap	mleap-tensorflow_2.11	0.9.1		81ec88bbf00bafefd8e8d2bacfce356c0813844d
ml.combust.mleap	mleap-tensorflow_2.11	0.9.2		92a929aa51c20a49ce2f78e87a507c9ab39182c6
ml.combust.mleap	mleap-tensorflow_2.11	0.9.3		5f06805607f2401e11bcd2959bbfd109910ec9cd
ml.combust.mleap	mleap-tensorflow_2.11	0.9.4		7d15a52c1bb9b1fb9601ec007fd3144050d890ee
ml.combust.mleap	mleap-tensorflow_2.11	0.9.5		fcd44a4065338815f072737a2f17eca8a9fd067e
ml.combust.mleap	mleap-tensorflow_2.11	0.9.6		219e022a017670f291f10298e36127b894faf12c
net.exoego	aws-sdk-scalajs-facade-cognitoidentityprovider_sjs1_2.13	0.29.0-v2.624.0		c825b1223e3d90b9d6872422189546b3936797eb
net.exoego	aws-sdk-scalajs-facade-cognitoidentityprovider_sjs1_2.13	0.30.0-v2.715.0		ffd0f3dafbc18a989e21a44002960ad70cdc499b
net.exoego	aws-sdk-scalajs-facade-cognitoidentityprovider_sjs1_2.13	0.31.0-v2.731.0		32026f7e225e6aa78876093b089112500a1e34e3
net.exoego	aws-sdk-scalajs-facade-cognitoidentityprovider_sjs1_2.13	0.32.0-v2.798.0		cc2011cbb96415426e3fe2f6a97a2a6517b98630
net.exoego	aws-sdk-scalajs-facade-cognitoidentityprovider_sjs1_2.13	0.33.0-v2.892.0		bca25c01e9bb646ac5e2ed6ba9b7e09832368144
net.openhft	chronicle-values	1.0.0-alpha		992cd965d60b7252f4621883325086ae17e3b1c6
net.openhft	chronicle-values	1.0.2-alpha		991c1275f44cd74f1c30d0f511c655db6ea9702a
net.openhft	chronicle-values	1.0.3-alpha		2f32cd72e209c0fd203cc5e5950ae00694fa8e0a
net.openhft	chronicle-values	1.0.4-alpha		6c0ac2bc787d4a19a73431af5cea0cac4769060e
net.openhft	chronicle-values	1.0.5-alpha		2a8369368c928541b7fad987a8c3a481aec18106
net.openhft	chronicle-values	1.0.6-alpha		e3a78e4dda82544104adb31dbd38abb066f1a947
net.openhft	chronicle-values	1.0.7-alpha		898ea8fe8b9dd69ee5f670715c7b74506ee91194
net.openhft	chronicle-values	1.0.8-alpha		41a2acb12553415df521cbe71f8731e4c03a0e75
net.openhft	chronicle-values	1.10.1		cbe3aa5b619ed8d63246eb1dc7e7bb6b07a9b0fe
net.openhft	chronicle-values	1.11.0		4fa344c097ca9ef52917b6e0d06e0b4094e54fba
net.openhft	chronicle-values	1.15.0		a9e3e6214da6b1f5b60924956459e0fab14f4a8f
net.openhft	chronicle-values	1.16.0		2b641f4512fa351b0ea507be24120d1432e15793
net.openhft	chronicle-values	1.5.0		a117fa13290f65ce6fd81bf307b7ffd9c72ad2c5
net.openhft	chronicle-values	1.5.0-beta		f118afa9145898e49277ffe153aba3470123e35c
net.openhft	chronicle-values	1.5.1		20894f57611a3336461392ded258556ff7a46d17
net.openhft	chronicle-values	1.5.2		9f67667b09b58f3b50976f68d3c0465fe5dab9af
net.openhft	chronicle-values	1.5.3		90c074348f79cf3fc92cb1d8628bccf6d977e1d1
net.openhft	chronicle-values	1.5.4		f7c8498c041dc7e04fe44d5f882cb5c5595671f1
net.openhft	chronicle-values	1.5.5		ed7703d5e994dd68566bca28a7a504f92fdb80b9
net.openhft	chronicle-values	2.16.1		a0de975279a59b6e488b7a75510772a019039642
net.openhft	chronicle-values	2.17.0		8644908afe3c79a1d019a8549dcdeeb1883d6bce
net.openhft	chronicle-values	2.17.1		27b099d1c0ede106fb8f32993312ae2926a52b70
net.openhft	chronicle-values	2.17.2		6a4179c9307aebbd85212b151964d04a7ee88003
net.openhft	chronicle-values	2.19.0		ffecb884adf40fcc118ca4dd58271b7c030ecd38
net.openhft	chronicle-values	2.19.30		d840f3263b9691c10e19e761c0be797c56421dca
net.openhft	chronicle-values	2.19.40		83f6d41678f1b8324563cc97c0ca49eab0c7dad5
net.openhft	chronicle-values	2.19.41		f8bb874bbd67ceabd5166510043b5473e66285f4
net.openhft	chronicle-values	2.19.42		f8c4a3fb9ce471a2b5d942010a914074f01f2871
net.openhft	chronicle-values	2.20.1		87cc8d23ab46178d67261e159fefcf61499d6fec
net.openhft	chronicle-values	2.20.2		ac38f19178aa5f723a36556213d505274938ec4e
net.openhft	chronicle-values	2.20.3		11fde4f1cd6e1ee7af7a72eb4c36b5a1d56dfe60
net.openhft	chronicle-values	2.20.4		b3928157e60dfa35fca0d5dca1e386f2b3790bcf
net.openhft	chronicle-values	2.20.40		16d267636bf0bd9f9de0987bf74f24b23faf839a
net.openhft	chronicle-values	2.20.41		27d8d3bb245b751d730640778580912af9cd6739
net.openhft	chronicle-values	2.20.5		43cb5ae00fd9121433bac017af8356ce972dfd71
net.openhft	chronicle-values	2.20.6		b188c7900263ed2a5134b5c4ac5cb115e8da762a
net.openhft	chronicle-values	2.20.60		e8d72e6b8d348da314cd6a8965138a34453881fa
net.openhft	chronicle-values	2.20.80		2cd2bceaa3f0bcdd4470311c05daafbc188b57e2
net.openhft	chronicle-values	2.21.82		69f8185da0c789ef28f30e7042de3bdd21207e12
net.openhft	chronicle-values	2.21ea0		6b748b54ff6694dcb6100472c38bc1811ba1a85a
net.openhft	chronicle-values	2.21ea40		33717e59694093079e6d23e825c17f95a14f73dc
net.openhft	chronicle-values	2.21ea60		f68a84e1a54b5ab88ecab179041b634e67a30c8d
net.openhft	chronicle-values	2.21ea80		d2e9e22e079f4d58dde5ccb34a21cae92a0600b3
net.openhft	chronicle-values	2.22.2		cce7f3d9b7c7f5d87b4d1bfd9a4b8183b598637d
net.openhft	chronicle-values	2.22ea1		096cb1fc984323cd1f30e1e70cd9f77dd4f12005
net.openhft	chronicle-values	2.23.3		e66242eeb4014dd81a10938b11c845dc7f784927
net.openhft	chronicle-values	2.23ea0		4892fa76f4577605e91eff90012503256df57c12
net.openhft	chronicle-values	2.23ea1		b0bbe7e0104e2c274c25de438e05356a976f6ea4
net.openhft	chronicle-values	2.23ea2		0ad744a6e756ca0a30a7c49e5efd77cb9a186d86
net.openhft	chronicle-values	2.24ea0		56afdaf4383bc04c6c5bc6e86ac1c98f353308bf
net.openhft	chronicle-values	2.24ea1		216159329dedba35d1509efae3f45cf30ac61219
net.openhft	chronicle-values	2.25ea0		14558adc33ee7e6e69bab711858c3f8c30305dfa
net.openhft	chronicle-values	2.25ea1		c38b8c69d412df450663efc28835a428f2e57e8a
net.openhft	chronicle-values	2.25ea2		18ee9c95e2c555dba4b6a54e06d6c8842e3829da
net.openhft	chronicle-values	2.25ea3		d87ba7634cb0ce30661aedc0387bc86f61c08ef3
net.openhft	chronicle-values	2.25ea4		5566b027e255d68528106f9e8ccfbff00245858a
net.openhft	chronicle-values	2.26ea0		dd82ea727be1a28815dfd23fd43e98595a00de41
net.openhft	chronicle-values	2.26ea1		594e0308beccb21243df097888a3ee451fbeca8d
net.openhft	chronicle-values	2.27ea0		709f87b2041effce68c4b519f72acb4ffd3e27f8
net.openhft	chronicle-values	2.27ea1		c4d5f2a54ba84eedf030a69bb16ba09e558f4692
org.androidannotations	ormlite	4.0.0		4897d4beba7c26e086cdc57b3af0345af513a348
org.androidannotations	ormlite	4.1.0		48a9cdd477ee3d0ef8e5032708dd7cf7f43c1dca
org.androidannotations	ormlite	4.2.0		9403d5059dcf657dc8dfaa8ee3254979c89f0db3
org.androidannotations	ormlite	4.3.0		07aa5daf69546376da4286e27a5262b4fb2d5626
org.androidannotations	ormlite	4.3.1		64359802238278e82913f78a72374da4a0037669
org.androidannotations	ormlite	4.4.0		b815586552bd5892c0400c9bd0750464e98afdf0
org.androidannotations	ormlite	4.5.0		c1bf70d2e372a773fe8426eba47c37f499ad041d
org.androidannotations	ormlite	4.5.1		d6cbb6e867764ce827171ed3c3e1394568f23b07
org.androidannotations	ormlite	4.5.2		b767fd3be263b8ac532f235635c76cb3f9be8318
org.androidannotations	ormlite	4.6.0		008760f484896a9079c21e7d6eb51b8f676509c7
org.androidannotations	ormlite	4.7.0		ce675990ba5c75c5fb80830ae97ed19c160abc18
org.androidannotations	ormlite	4.8.0		94258944e8486328b172a82970852db0ef6d0a0a
org.apache.stanbol	org.apache.stanbol.entityhub.model.clerezza	0.10.0-incubating		246dddc511610a1cf16f37fda3f163bc6b7647aa
org.apache.stanbol	org.apache.stanbol.entityhub.model.clerezza	0.11.0		aa6b9fa5ea61e3c3efd0eff1596ff984730886fb
org.apache.stanbol	org.apache.stanbol.entityhub.model.clerezza	0.12.0		1e72b548d03e875535bee344e0f92d860f60437c
org.apache.stanbol	org.apache.stanbol.entityhub.model.clerezza	0.9.0-incubating		7e979392dede919687698ca9edf946c40331256e
org.apache.stanbol	org.apache.stanbol.entityhub.model.clerezza	1.0.0		23deb71f0e585b08ad319c41d261a44a614b8869
org.apache.syncope.common	syncope-common-lib	2.0.0		d19cf5a6770a618b55187af76611d460556484e6
org.apache.syncope.common	syncope-common-lib	2.0.0-M1		6b43f405791574097050899129453d8d18bac4dd
org.apache.syncope.common	syncope-common-lib	2.0.0-M2		54763ed78ccbb6705ef21a3bc7fd4b174d6700f2
org.apache.syncope.common	syncope-common-lib	2.0.0-M3		8b2fc84f0321d468235cc63dae9ba719d35de485
org.apache.syncope.common	syncope-common-lib	2.0.0-M4		daf76a61a71b8f8c57f649df0914b1d22200a626
org.apache.syncope.common	syncope-common-lib	2.0.0.M5		f4aa7abd2523196fa8da8824cf600ddf73963bdc
org.apache.syncope.common	syncope-common-lib	2.0.1		caad71dfeac93c82ba1c447b643df6ade742c691
org.apache.syncope.common	syncope-common-lib	2.0.10		66977c6f88b2b67cb4e2751a0c29f92ecc290674
org.apache.syncope.common	syncope-common-lib	2.0.11		6d239185dce0183a30c84d0a1428d765dbe4ff34
org.apache.syncope.common	syncope-common-lib	2.0.12		1bea81912b3d6c17d74d1203e132a7f3c6fcb778
org.apache.syncope.common	syncope-common-lib	2.0.13		3a7a840bfca3aea633785965c48eac7ce56e3074
org.apache.syncope.common	syncope-common-lib	2.0.14		a8af38a968dfb754463ce118602f70d47d9304e6
org.apache.syncope.common	syncope-common-lib	2.0.15		abc5cc8f0bff8c9627ef3c03c28a12934a090a89
org.apache.syncope.common	syncope-common-lib	2.0.16		a80178429b463d39f80a3099a9aee980b169e35f
org.apache.syncope.common	syncope-common-lib	2.0.2		7328786aff1cdcd9b91b898aea746f185cca3fe3
org.apache.syncope.common	syncope-common-lib	2.0.3		4ad202fdc85570c76fd0703cf35272e3c2722aab
org.apache.syncope.common	syncope-common-lib	2.0.4		f64c4a216e728c266fbf31433ebcc16e5c5b48c6
org.apache.syncope.common	syncope-common-lib	2.0.5		b3a996fb648afa8908eecf5b0da0eec66845e1c9
org.apache.syncope.common	syncope-common-lib	2.0.6		7766d19e055373d256602636842d5ea5810d50a1
org.apache.syncope.common	syncope-common-lib	2.0.7		4de2313c42e5c0bd1229465aecacbc315409f19d
org.apache.syncope.common	syncope-common-lib	2.0.8		d7bdd73021aba0ffa1e53bc15f90bf062163bc41
org.apache.syncope.common	syncope-common-lib	2.0.9		42cd820e3a3d3b2a064e8a32dbc6b7de13efcc26
org.apache.syncope.common	syncope-common-lib	2.1.0		50e5030ca357029a33b5f04ba80591e99188a96b
org.apache.syncope.common	syncope-common-lib	2.1.1		63e3add3a37cd7422434ee3205d79b7d3ee312a5
org.apache.syncope.common	syncope-common-lib	2.1.10		53191675311e2ee2c9494830f82ec0e6d9659a38
org.apache.syncope.common	syncope-common-lib	2.1.11		2f2a9adee7089b0145d8a02c86226648a16841da
org.apache.syncope.common	syncope-common-lib	2.1.12		dbae5ad1aa815d13ab614616aca6cbcdaedcff69
org.apache.syncope.common	syncope-common-lib	2.1.13		ced30189304dabb47c3cf5e975036550e7042775
org.apache.syncope.common	syncope-common-lib	2.1.14		e127956aab9a87ce5f233d0ba0efd95dcf5e00b4
org.apache.syncope.common	syncope-common-lib	2.1.2		4b336dd77ee661bc5dce488880f234c5b9491be6
org.apache.syncope.common	syncope-common-lib	2.1.3		bbfabe55a36f09c4b32f0ec6417ef99817eeaeb9
org.apache.syncope.common	syncope-common-lib	2.1.4		194c844b0c5bf5d2366f23b321d85c9ae7577936
org.apache.syncope.common	syncope-common-lib	2.1.5		78d409023f20628358ee2a12c537cf280498447c
org.apache.syncope.common	syncope-common-lib	2.1.6		c67c0665f3887521eea2a245218585c000288f2f
org.apache.syncope.common	syncope-common-lib	2.1.7		39c5093ab0f51da658ad3e5a5bb5e1b6f97cae98
org.apache.syncope.common	syncope-common-lib	2.1.8		d2cce0c33d984f6a88af7de0b2eb94076735e198
org.apache.syncope.common	syncope-common-lib	2.1.9		93be0bdf26bd66020c9442ca8a1477dfbf0d0935
org.blufin	blufin-api	0.0.1		a663a7a6ec2f76d800579cbff96b47925f5d586d
org.dashbuilder	dashbuilder-displayer-screen	0.1.0.Final		4e57293633e02c53556e56a1af5406d1da4ce5d8
org.dashbuilder	dashbuilder-displayer-screen	0.1.1.Final		a8455a693b7d2ce7aa41254aa7531d85c712733b
org.dashbuilder	dashbuilder-displayer-screen	0.1.2.Final		561380f6cfbed6676981561e3c1e6f44cab89c3a
org.dashbuilder	dashbuilder-displayer-screen	0.1.3.Final		95097a5e61c4503e0cc04171edfa3b02b9173c27
org.dashbuilder	dashbuilder-displayer-screen	0.1.4.Alpha1		702a4610f33caabb424ca38b67e268579b76d993
org.dashbuilder	dashbuilder-displayer-screen	0.1.4.CR1		feea51f84a8644e577094700b7050df7b7e3a7a8
org.dashbuilder	dashbuilder-displayer-screen	0.1.4.CR2		9226ac1ee61ef11075168d497e4918a0d7155695
org.dashbuilder	dashbuilder-displayer-screen	0.2.0.CR1		f4a06bbb2d8700cdc85075c07eb8240f5bffa669
org.dashbuilder	dashbuilder-displayer-screen	0.2.0.CR2		d47f46732b5041cd8caeb27461617c50e442d50f
org.dashbuilder	dashbuilder-displayer-screen	0.2.0.CR3		cbeaedb7a74ab369edf1620a6e48fb56f316e4c3
org.dashbuilder	dashbuilder-displayer-screen	0.2.0.Final		b435d24728428c56128b1c276175823e9695fb48
org.dashbuilder	dashbuilder-displayer-screen	0.2.1.Final		ce1f56687e885138d5ea0212614a9b761adbb2f8
org.dashbuilder	dashbuilder-displayer-screen	0.2.2.Final		0815e38d7e7a37ccc0e0566983d22418b2478ef6
org.dashbuilder	dashbuilder-displayer-screen	0.3.0.Beta1		82520ce943adedade157ad062e32a882bc2fd0cb
org.dashbuilder	dashbuilder-displayer-screen	0.3.0.Beta2		3e23821513c938004b665aff73b44fcb272a395f
org.dashbuilder	dashbuilder-displayer-screen	0.3.0.CR1		af30d60ba19a952922aba43986dc5ce380edeec9
org.dashbuilder	dashbuilder-displayer-screen	0.3.0.CR2		b7e56218b4a2572c43686e4acdf3a357f9d31083
org.dashbuilder	dashbuilder-displayer-screen	0.3.0.CR3		6be2f538f7ec3ab97d88ab58daa3941217921e64
org.dashbuilder	dashbuilder-displayer-screen	0.3.0.CR4		33868a11aeba143ee60a74de0446bd9091498709
org.dashbuilder	dashbuilder-displayer-screen	0.3.0.Final		7889d90669c142e968e2c3a15ab83cb346e26065
org.dashbuilder	dashbuilder-displayer-screen	0.3.1.Final		21470b9827012093d81f1af0c0ee79105f867455
org.dashbuilder	dashbuilder-displayer-screen	0.3.2.Final		18416d5fb8447b316e264e666ff9013cf51c1e6f
org.dashbuilder	dashbuilder-displayer-screen	0.3.3.Final		abd2a74e875853060e1e5b521c012d0391ac0c01
org.dashbuilder	dashbuilder-displayer-screen	0.3.4.Final		211b4844ada13c594e8da5eb38349f31d80bfaa2
org.dashbuilder	dashbuilder-displayer-screen	0.4.0.Beta1		7ab68d9cfd2ac5399fdf845c03555fdb5cfe2421
org.dashbuilder	dashbuilder-displayer-screen	0.4.0.Beta2		2e09c3f7cba71b419c4af47fa5700cb059283874
org.dashbuilder	dashbuilder-displayer-screen	0.4.0.CR1		bf793cfc9ad5fb75ccd7964fa980d3b1d690b989
org.dashbuilder	dashbuilder-displayer-screen	0.4.0.CR2		a5417e39e3d63f746b2478146fee4a06a6f17eb6
org.dashbuilder	dashbuilder-displayer-screen	0.4.0.Final		97f075b5b3d277ce726e057080b897b809b54544
org.dashbuilder	dashbuilder-displayer-screen	0.5.0.Beta1		5ae0122297ba725fa468b0ee9f08ccba23da0f94
org.dashbuilder	dashbuilder-displayer-screen	0.5.0.CR1		d801976f31e7d856d7d137e22512862832265198
org.dashbuilder	dashbuilder-displayer-screen	0.5.0.CR2		48e4c374a98102b0112869137672918a84cf013a
org.dashbuilder	dashbuilder-displayer-screen	0.5.0.Final		bb0ef50102523f0b9cfc4d40c017e8dac4c8d8ce
org.dashbuilder	dashbuilder-displayer-screen	0.6.0.Beta1		8753bf4cf3c7256743682f320e86e7514e50984e
org.dashbuilder	dashbuilder-displayer-screen	0.6.0.Beta2		317998eb6acef77cae734fd7b8bdc3a1a72ff049
org.dashbuilder	dashbuilder-displayer-screen	0.6.0.Beta3		6c7fce90df19a1cfa0b4627f0e1aa66cf2130f33
org.dashbuilder	dashbuilder-displayer-screen	0.6.0.Beta4		e668716b47fee8d9c8ab3a685bdbbf34168f2f87
org.dashbuilder	dashbuilder-displayer-screen	0.6.0.Beta5		930f205bb7ca825aa3c25484343abada12b936c2
org.dashbuilder	dashbuilder-displayer-screen	0.6.0.Beta6		0587c0743af7677e6bbea162a69c3067cff78256
org.dashbuilder	dashbuilder-displayer-screen	0.6.0.Beta7		e7c98f0fb88e4278e0701af0928293cb64adfaed
