at.asitplus	kmmresult-android	1.9.1		N/A
com.liferay	com.liferay.sharing.api	5.0.0		19a5168a3842a207cc384e53ee6dc7f880f3b0d1
com.liferay	com.liferay.sharing.api	5.1.0		953b2db180c4a75f969943510303961a55cb9f6b
com.liferay	com.liferay.sharing.api	6.0.0		90a1f629a7b0d8f4d10ebd23bda44bf10ee076af
com.liferay	com.liferay.sharing.api	6.0.1		b5e4f780bf13ce46b941db703fbeca5af60bf1c1
com.liferay	com.liferay.sharing.api	6.1.0		7be271e0382b5cbbe6cdc6422e00b1f2302cd30d
com.liferay	com.liferay.sharing.api	6.2.0		02be3d7134f5b667bd6eb65c52afe6c3ba6b9806
com.liferay	com.liferay.sharing.api	6.2.1		da36e73a03a29a2b7441a7ac223dae6fab73a54d
com.liferay	com.liferay.sharing.api	7.0.0		4ecaca0539ff0cb95dc3d8a52189b897ac3558d9
com.liferay	com.liferay.sharing.api	8.0.0		d3a681ce29a6080860b45f95f87762322819555b
com.liferay	com.liferay.sharing.api	9.0.0		835015ef223a3821dace674d9eb7420ce7a91e70
com.mysema.commons	mysema-commons-l10n	0.1.4		ce38fa37e54e6b22c63a45c19fa0dc7cf9d2fe17
com.mysema.commons	mysema-commons-l10n	0.1.5		860b84d4c7645beea9d3f535cd2ba465ed355b0b
com.mysema.commons	mysema-commons-l10n	0.1.6		0ad11d1dfa0676966ca28ca6000685cbae5d7531
com.nextspace	NextspaceClient	1.0.1		c76595db55e3dd2dc7775c062564c9920a77375e
com.nextspace	NextspaceClient	1.0.2		7b532b6e31ff5185d9e33c7ad3ba2cc9fa6e88af
com.sobot.call	callbase_x	1.0.0		N/A
com.sobot.call	callbase_x	1.0.0.1		N/A
com.sobot.call	callbase_x	1.0.0.2		N/A
com.sobot.call	callbase_x	1.0.1		N/A
com.sobot.call	callbase_x	1.0.1.1		N/A
com.sobot.call	callbase_x	1.0.2		N/A
com.sobot.call	callbase_x	1.0.2.1		N/A
com.sobot.call	callbase_x	1.0.3		N/A
com.sobot.call	callbase_x	1.0.4		N/A
com.sobot.call	callbase_x	1.0.5		N/A
com.sobot.call	callbase_x	1.0.7		N/A
com.sobot.call	callbase_x	1.0.9		N/A
com.sobot.call	callbase_x	1.1.0		N/A
com.sobot.call	callbase_x	1.1.1		N/A
com.sobot.call	callbase_x	1.1.2		N/A
com.sobot.call	callbase_x	1.1.3		N/A
com.sobot.call	callbase_x	1.1.4		N/A
com.sobot.call	callbase_x	1.1.5		N/A
com.sobot.call	callbase_x	1.1.6		N/A
com.sobot.call	callbase_x	1.1.7		N/A
com.sobot.call	callbase_x	1.1.8		N/A
com.sobot.call	callbase_x	1.1.9		N/A
com.sobot.call	callbase_x	1.2.0		N/A
com.sobot.call	callbase_x	1.2.1		N/A
com.sobot.call	callbase_x	1.2.2		N/A
com.sobot.call	callbase_x	1.2.3		N/A
com.sobot.call	callbase_x	1.2.4		N/A
com.sobot.call	callbase_x	1.2.5		N/A
com.sobot.call	callbase_x	1.2.6		N/A
com.sobot.call	callbase_x	1.2.7		N/A
com.sobot.call	callbase_x	1.2.8		N/A
com.sobot.call	callbase_x	1.2.9		N/A
com.sobot.call	callbase_x	1.3.0		N/A
com.sobot.call	callbase_x	1.3.1		N/A
com.sobot.call	callbase_x	1.3.2		N/A
com.sobot.call	callbase_x	1.4.0		N/A
com.twitter.finatra	finatra-http_2.11	2.0.0		d074f40cef8677117c2205e8b04151d0dc5759a0
com.twitter.finatra	finatra-http_2.11	2.0.0.M1		b9aab17a00a99b89aa75dfbf35c1a6888bdd727b
com.twitter.finatra	finatra-http_2.11	2.0.0.M2		b4d77c9aab1ecf3c066fe6baf7655e6f06cfc837
com.twitter.finatra	finatra-http_2.11	2.0.0.RC1		bdbe664149f5406751ff4c5b7cc94427fb5994b3
com.twitter.finatra	finatra-http_2.11	2.0.1		bb23b0226e2dcec3e954e48d7f86198dd8a9a775
com.twitter.finatra	finatra-http_2.11	2.1.0		93426a925674b830feaa6d47c5e331ae405a8eb3
com.twitter.finatra	finatra-http_2.11	2.1.1		dd94b2bcd93cafde3eeae9f63120324aea216236
com.twitter.finatra	finatra-http_2.11	2.1.2		9d52a7ec54fcab3aef9e1d232b8a582937343bf1
com.twitter.finatra	finatra-http_2.11	2.1.3		47d8ea5681c607d9e4f7e42adbea59d4028f253c
com.twitter.finatra	finatra-http_2.11	2.1.4		93193829487f8568edbceeabd9e1238f315b89ed
com.twitter.finatra	finatra-http_2.11	2.1.5		0ee490c123d295047fc8dbf26a47d83ec6b732f9
com.twitter.finatra	finatra-http_2.11	2.1.6		30fe9cd2edd60c581a463fb7974988dd5302824c
com.typesafe.akka	akka-cluster-metrics_2.12.0-M3	2.4.1		f91b72a8db188b16e71454853a4bced744d9b135
com.typesafe.akka	akka-cluster-metrics_2.12.0-M3	2.4.2		83d119ee014ae79dfce6bebdc8310f1f88a62ac3
com.typesafe.akka	akka-cluster-metrics_2.12.0-M3	2.4.3		d1123fba9940b473a8f6db034a5a5abc5bea4963
com.virgilsecurity.crypto	common-android	0.10.0		N/A
com.virgilsecurity.crypto	common-android	0.10.1		N/A
com.virgilsecurity.crypto	common-android	0.10.2		N/A
com.virgilsecurity.crypto	common-android	0.10.3		N/A
com.virgilsecurity.crypto	common-android	0.11.0		N/A
com.virgilsecurity.crypto	common-android	0.11.1		N/A
com.virgilsecurity.crypto	common-android	0.12.0		N/A
com.virgilsecurity.crypto	common-android	0.12.1		N/A
com.virgilsecurity.crypto	common-android	0.12.2		N/A
com.virgilsecurity.crypto	common-android	0.13.1		N/A
com.virgilsecurity.crypto	common-android	0.14.0		N/A
com.virgilsecurity.crypto	common-android	0.15.0		N/A
com.virgilsecurity.crypto	common-android	0.15.1		N/A
com.virgilsecurity.crypto	common-android	0.15.2		N/A
com.virgilsecurity.crypto	common-android	0.16.0		N/A
com.virgilsecurity.crypto	common-android	0.7.0		N/A
com.virgilsecurity.crypto	common-android	0.7.1		N/A
com.virgilsecurity.crypto	common-android	0.8.0		N/A
com.virgilsecurity.crypto	common-android	0.9.0		N/A
de.acosix.alfresco.maven	de.acosix.alfresco.maven.project.parent-4.2.f	1.2.0		N/A
de.acosix.alfresco.maven	de.acosix.alfresco.maven.project.parent-4.2.f	1.2.1		N/A
de.acosix.alfresco.maven	de.acosix.alfresco.maven.project.parent-4.2.f	1.3.0		N/A
de.acosix.alfresco.maven	de.acosix.alfresco.maven.project.parent-4.2.f	1.3.1		N/A
de.acosix.alfresco.maven	de.acosix.alfresco.maven.project.parent-4.2.f	1.3.2		N/A
de.acosix.alfresco.maven	de.acosix.alfresco.maven.project.parent-4.2.f	1.3.3		N/A
de.acosix.alfresco.maven	de.acosix.alfresco.maven.project.parent-4.2.f	1.3.4		N/A
de.acosix.alfresco.maven	de.acosix.alfresco.maven.project.parent-4.2.f	1.4.0		N/A
de.acosix.alfresco.maven	de.acosix.alfresco.maven.project.parent-4.2.f	1.4.1		N/A
de.adorsys.cryptoutils	basetypes	0.11.0		75cbf2a20c676ebde86bdd2cef06ec534b891851
de.adorsys.cryptoutils	basetypes	0.12.0		8abfa982dba44ad68c2e042a2b41b4e8ffab66eb
de.adorsys.cryptoutils	basetypes	0.13.0		1d0d789e00f20af0beb469ca8b11ae47742d3a6b
de.adorsys.cryptoutils	basetypes	0.14.0		410ae4e3a55e0fa6fd02d5080b6ea5ce6e887204
de.adorsys.cryptoutils	basetypes	0.15.0		9cae757e16138f48725605e3e5919824129b9a5f
de.adorsys.cryptoutils	basetypes	0.16.0		58250f66499b79c3beadf7838ba3d69df86b92b7
de.adorsys.cryptoutils	basetypes	0.18.10		56d1932ab6a69b5325c1c0ac512882bad36c91ca
de.adorsys.cryptoutils	basetypes	0.18.4		ef7a6f47e1404588d5363d4e69ad872de423c8e2
de.adorsys.cryptoutils	basetypes	0.18.5		f292ef180c45083cf2fdfc1e88f8a911edc54daf
de.adorsys.cryptoutils	basetypes	0.18.6		b17f2a9dd5aea501527de441dc4f551c7f1e62d6
de.adorsys.cryptoutils	basetypes	0.18.7		77df53fc773b155534669890c03dd406e4832ab2
de.adorsys.cryptoutils	basetypes	0.18.8		5f7f41242e1daa8403d9698c027303391ced3190
de.adorsys.cryptoutils	basetypes	0.18.9		25faf1b53357670351fca3a80da410ba7a5def4d
de.adorsys.cryptoutils	basetypes	0.20.0		ba254a68bad33a74e107ce547009ae6cb2d41b47
de.adorsys.cryptoutils	basetypes	0.20.1		873fa3830ae75bcbb54c59e679055358912c47e0
de.adorsys.cryptoutils	basetypes	0.20.2		0fe6eb5d1b1049de84c21b241c4c4723f5d24c07
de.adorsys.cryptoutils	basetypes	0.21.0		db3cfe14f0dbdc725947b1e4208186097a720587
de.adorsys.cryptoutils	basetypes	0.21.1		6279c9477c51a8216c63413b52378a6b6fe4607e
de.adorsys.cryptoutils	basetypes	0.21.2		c6bfc3f98051f33ee08149d9db5f5522b8ddfde1
de.adorsys.cryptoutils	basetypes	0.21.3		0eee8057be5ab2bad8c0728b5d3167fbec0ede05
de.adorsys.cryptoutils	basetypes	0.22.0		b1546b2cb4bc46a99ffda5898b859a87a7d4bc81
de.adorsys.cryptoutils	basetypes	0.23.0		4abfc2e6eaaf5a23e40cef62d5437d57c1276b93
de.adorsys.cryptoutils	basetypes	0.23.10		508003bca6a78b14dfa755ceee0cb4049e9ec6aa
de.adorsys.cryptoutils	basetypes	0.23.12		64c05f807598babb6e463bc89b812d07d86f551f
de.adorsys.cryptoutils	basetypes	0.23.13		70b5d0e980a8b1417b501b4c834a23e6edcf972c
de.adorsys.cryptoutils	basetypes	0.23.2		d603a0714802f1f0082a21e1d7a9880624e0ae49
de.adorsys.cryptoutils	basetypes	0.23.3		2dfe9df0291bbc42fc76e3761b6ac943ed2b5978
de.adorsys.cryptoutils	basetypes	0.23.4		f293af98bc27a84293e2e776974bc0e571cc80f3
de.adorsys.cryptoutils	basetypes	0.23.5		a3ac86243f37c355c3a508da57d7e40e086b2909
de.adorsys.cryptoutils	basetypes	0.23.6		44eeea689bc974729be515452ddf8e887402bf37
de.adorsys.cryptoutils	basetypes	0.23.7		abe23442be6952b3bdcf3a0e9b0fcb7592a56b43
de.adorsys.cryptoutils	basetypes	0.23.8		2720dee842ed62ef05967557de3c9b6f1084d1fc
de.adorsys.cryptoutils	basetypes	0.23.9		d26c9ba32ebf324590e13aa114c80bf979872998
de.datexis	texoo-avx2	1.3.2		N/A
edu.washington.cs.knowitall	openregex	1.0.2		d0679ca27c86f8fce322b6cd1aedd2d15014b681
edu.washington.cs.knowitall	openregex	1.0.3		7e12ff69ff3d93ca7ae244fdaddbd1e346549510
edu.washington.cs.knowitall	openregex	1.1.0		f6d59731221b43dd05c5fec30d8e58bb0d7567ea
edu.washington.cs.knowitall	openregex	1.1.1		4c2e7996d320f0694793e517aecf3955fc77f305
eu.crydee.uima.opennlp.resources	de-pos-perceptron	1.5		ed95cda2b32fa4853aa7c90222eb0a68135c73ec
eu.crydee.uima.opennlp.resources	de-pos-perceptron	1.5.0		c989f5aa9294d2fa425275bb4d0ecdc309fa2947
io.atleon	atleon-schema	0.17.0		6939f3b69a526704f7439458e3a452afcb317213
io.atleon	atleon-schema	0.17.1		7cb79fb0c33a5b9d0ebda1daa91232684c5d1bdc
io.atleon	atleon-schema	0.18.0		da120e06d85d963278b9d8ae810c5d7d981a68fe
io.atleon	atleon-schema	0.18.1		59d8df26f4abf07b22997942d1593d630ea609fc
io.atleon	atleon-schema	0.19.0		686970414a17e05400a211b2aa5144be8f322eca
io.atleon	atleon-schema	0.19.1		c0da70e6db5c86cf29b546475d1adc9f4a1f4a0f
io.atleon	atleon-schema	0.19.2		f537c36c92d9b9f77df6ee21a1fd4ae7e621ae33
io.atleon	atleon-schema	0.19.3		5d6eeac607d447729e052d31264f3286d5cf5972
io.atleon	atleon-schema	0.20.0		1c58e2107ea21a07d5bc0d93a0afa3a6bb45a25f
io.atleon	atleon-schema	0.20.1		65ffe2c8beb720882f5abf90ec1f089faba405b8
io.atleon	atleon-schema	0.21.0		5f2c4a46ae37a3bf900c5fbb4e50a92c4dc9d9ca
io.atleon	atleon-schema	0.22.0		64fb86fcb88476947516e512fd162aae52b41cff
io.atleon	atleon-schema	0.23.0		85321344abca1a2a5b7333ef89c59bf8651ae2d8
io.atleon	atleon-schema	0.23.1		6921c82d090ca18aa7cdfb1121a93a87d8ae3152
io.atleon	atleon-schema	0.24.0		809e0c0ef615e2162cdb0a00dec52c92a29bfbba
io.atleon	atleon-schema	0.24.1		b0d5767ffa7205889282cc14f59030c5dbc91642
io.atleon	atleon-schema	0.24.2		ca1d4ad7dfe61b2dbb73f4186b25d84f18576023
io.atleon	atleon-schema	0.24.3		3d4b0a73ec534ef2252fc03e29f9839e4a4d93ba
io.atleon	atleon-schema	0.25.0		f8a8d185bcbf2bb1948db705f9acd3b8dc61c2bf
io.atleon	atleon-schema	0.25.1		32b5c33bea93681083a487c69a323f55ccc5a496
io.atleon	atleon-schema	0.26.0		97c80dc120933ea891c9bc2a43ac34074a22f6f1
io.atleon	atleon-schema	0.26.1		f9ab69145fe52e4e4e9f97cb4531d7c205a2b120
io.atleon	atleon-schema	0.26.2		213b19b22bfc66edc833d83aac4ab3fc7a41ed0e
io.atleon	atleon-schema	0.26.3		51bec93a1b524340f267c2b4a14f6daa1fc72f1b
io.atleon	atleon-schema	0.26.4		05f371610736cb5ad85796c0397e48bd56d84b9c
io.atleon	atleon-schema	0.26.5		593323ee87c8f08531e9aae66c59e135c874efd5
io.atleon	atleon-schema	0.27.0		691603f986b70be34e341ac40d955b511ec57e08
io.atleon	atleon-schema	0.27.1		d530019e81110acfa515c9905ec489f25e7eec52
io.atleon	atleon-schema	0.27.2		e820cf18177fee61150db7a3f5182da9f333e54c
io.atleon	atleon-schema	0.27.3		e642901405a0edc12f8240d51bd9515cbd6c61b4
io.atleon	atleon-schema	0.28.0		6e396c50ef84dc8e1203999062dd3c04cacb4159
io.atleon	atleon-schema	0.28.1		2d4b06ac85622b32a078ffe18e764914d6108c3f
io.atleon	atleon-schema	0.28.2		a2f37c87ee945ef148f9d73cad57a48fdca70e27
io.atleon	atleon-schema	0.28.3		f6ca4e591b5c332e9607169ecac435e78d2ff7d7
io.atleon	atleon-schema	0.28.4		74fb82ea78e9afa7fadb0db4428dc20b4471980f
io.atleon	atleon-schema	0.29.0		f27b50ad04e9618a0f5e0a8d5d8af7f050e9a278
io.atleon	atleon-schema	0.30.0		bb086e8ebdadfe14dae8fb21550f32ebb9a66921
io.atleon	atleon-schema	0.30.1		239e3ae46f2ef40c04da34a7f9d40079d214d278
io.atleon	atleon-schema	0.30.2		4924ad2330ea705bdbc1cb68ad860a7f1531d410
io.atleon	atleon-schema	0.30.3		0aafca314da23a36c44a7c24e57e9109302691fd
io.atleon	atleon-schema	0.31.0		898e8150dc17c4a3ad623da4837a9670e676cf8b
io.atleon	atleon-schema	0.31.1		4c611e09fb3cea7472860987870acfa4d62cf337
io.atleon	atleon-schema	0.31.2		111fba913edd328b631ac90794bb34dac03a79bd
io.atleon	atleon-schema	0.31.3		bbe907821762f56a1ad31e045fec3243b97f1d99
io.dropwizard	dropwizard-jackson	0.7.0		c0f2e5b5b27b0faa3358967d4ad629175f93ef8b
io.dropwizard	dropwizard-jackson	0.7.0-rc1		a34a7990204213517d09fc7263fb6a9e40cd90b4
io.dropwizard	dropwizard-jackson	0.7.0-rc2		bf40df899dc43cbff58c305148d1a66124e98b62
io.dropwizard	dropwizard-jackson	0.7.0-rc3		936ffe4f96c32354107beb9159ab6ad2a90ff72b
io.dropwizard	dropwizard-jackson	0.7.1		6bc655d16acdb556001b1d677fab6c69f7ba296a
io.dropwizard	dropwizard-jackson	0.8.0		34a1251882c440285d3c80f2172be4c60833b88d
io.dropwizard	dropwizard-jackson	0.8.0-rc1		7cc0b7851636e94ca5c88b34c9073019c13f22fa
io.dropwizard	dropwizard-jackson	0.8.0-rc2		a5327c3a2272521d0789bc1f52b3c7111e6563ff
io.dropwizard	dropwizard-jackson	0.8.0-rc3		3f488e2f0f981f6f79843dc31c0f50f831de5570
io.dropwizard	dropwizard-jackson	0.8.0-rc4		9135d52179e91a187adb78aaa13e540b7f981c94
io.dropwizard	dropwizard-jackson	0.8.0-rc5		f4a31495514bde1edbdf01445cdfb3a0be03a9b9
io.dropwizard	dropwizard-jackson	0.8.1		6ac84a715a4d4c213dc0e1d799d9fd55b21472ed
io.dropwizard	dropwizard-jackson	0.8.1-rc2		7d9623dc666c47305d009883e5fde7bb0aa9b927
io.dropwizard	dropwizard-jackson	0.8.2		d14d7c2d268044735e6109b1ace77644bfaef0a1
io.dropwizard	dropwizard-jackson	0.8.3		5669d7216e612e160b582cbb8c9e35e70f7101ea
io.dropwizard	dropwizard-jackson	0.8.4		ca4cea961110d26f10d5844cfacf5ffd4bec86c4
io.dropwizard	dropwizard-jackson	0.8.5		aa26683b0594405b62c622572274681b2bcf093a
io.dropwizard	dropwizard-jackson	0.9.0		c647a0c37f02b843135119ad9f2ed95e703820b9
io.dropwizard	dropwizard-jackson	0.9.0-rc1		64f284a1c039deba1e7c12d391c019555fe2d351
io.dropwizard	dropwizard-jackson	0.9.0-rc2		715fcf04d916302ddd0e4469540979ba321bccb6
io.dropwizard	dropwizard-jackson	0.9.0-rc3		ba38947f27108bbe9c7ee2374d0886da0651d50b
io.dropwizard	dropwizard-jackson	0.9.0-rc4		f1f4974bcb785b5677ada1eb62afe0affdefa0bb
io.dropwizard	dropwizard-jackson	0.9.0-rc5		b1e4a011d4554f5c60c88737160ea5cfe89d326b
io.dropwizard	dropwizard-jackson	0.9.1		f153e251ace78a919a09b89a91bd15962cde2541
io.dropwizard	dropwizard-jackson	0.9.1-rc1		d1afe081cce0089352a616fce6061acfd6c26894
io.dropwizard	dropwizard-jackson	0.9.2		f3084a016f920cc95e297984d7b59e482894dec7
io.dropwizard	dropwizard-jackson	0.9.3		bfc5ca6aab1e89cec92473ae52bd45cbe96947b3
io.dropwizard	dropwizard-jackson	1.0.0		1cbe1c25decc1c329426a8e0c8dbf072f72f3fc4
io.dropwizard	dropwizard-jackson	1.0.0-rc1		78e1957d607fdfcdb72d55cebaf588268d4514f4
io.dropwizard	dropwizard-jackson	1.0.0-rc2		057e5424ce5c77144ae1770e82dd70b8d6a78669
io.dropwizard	dropwizard-jackson	1.0.0-rc3		51f06e1dbbff9d94a4fcaa2127e24533f96a1c4c
io.dropwizard	dropwizard-jackson	1.0.0-rc4		90329ff5fb6860f40b23c995e2fbc51c1fe1baec
io.dropwizard	dropwizard-jackson	1.0.1		2d7f375ad252883738a126872174f67263fb6420
io.dropwizard	dropwizard-jackson	1.0.2		120efb5fdb38f739132e0e2f401033d5ac977f5a
io.dropwizard	dropwizard-jackson	1.0.3		f7f4ad51938edb8857364bb64bad516a039bd18a
io.dropwizard	dropwizard-jackson	1.0.4		6e4f325499f250223795ed7554d48dbd51f04b0b
io.dropwizard	dropwizard-jackson	1.0.5		d423f885209e7e488f8978d1aaf619e568485599
io.dropwizard	dropwizard-jackson	1.0.6		a0cb4aab892e48440b09ec1cf75bfefd8d092b87
io.dropwizard	dropwizard-jackson	1.0.7		21b7c5ee354b8fa1fa172af5d9b87d18579b46cb
io.dropwizard	dropwizard-jackson	1.0.8		d3e0d4adf2066d9da543f842dc5bd76a9312b937
io.dropwizard	dropwizard-jackson	1.0.9		a74915db0fcd8b46102db3de3a05856c2e6a3727
io.dropwizard	dropwizard-jackson	1.1.0		1cb873247dc49ef9737e7284601de74538044eb8
io.dropwizard	dropwizard-jackson	1.1.0-rc1		e35c16e3271c546382b24a0ce5350d2f37dfdf20
io.dropwizard	dropwizard-jackson	1.1.0-rc2		342c80d4a07756b0e9db93f9552c346d0ce47fa2
io.dropwizard	dropwizard-jackson	1.1.0-rc3		49553f0839ee26202d9af7924a85dee44735ac21
io.dropwizard	dropwizard-jackson	1.1.0-rc4		13bbd0e4acdc7af347d1c08a43398d42f41b79a8
io.dropwizard	dropwizard-jackson	1.1.1		a99d0ded1f3045bb339f1d8db1c500521b0d59f5
io.dropwizard	dropwizard-jackson	1.1.2		a90ce5ce5176579d0f6910c25d3fdd413f613278
io.dropwizard	dropwizard-jackson	1.1.3		889287e2a97ee29b74084f62fbfe53fbfa58b8b9
io.dropwizard	dropwizard-jackson	1.1.4		7d72a70a80dac80edc5734917d9ab3e01e45f895
io.dropwizard	dropwizard-jackson	1.1.5		dfdc3ab7c78963c1387ddd36f9a004fa28e34371
io.dropwizard	dropwizard-jackson	1.1.6		7629dfafef5f730ea2ab2debf6d43f63619f182c
io.dropwizard	dropwizard-jackson	1.1.7		7cbe84980df68ec73953b312280015ff0522a0e6
io.dropwizard	dropwizard-jackson	1.1.8		8aca7c5619063f3f5bdb2236023b461f99b01b82
io.dropwizard	dropwizard-jackson	1.2.0		e1a27b0eddd254c8a23a9eea152ea0362ad85494
io.dropwizard	dropwizard-jackson	1.2.0-rc1		c077b93e03852a56ee88c6eac9613a2b2b4d3093
io.dropwizard	dropwizard-jackson	1.2.0-rc2		7ec1aae86cc6acdf42f2674ab298a467c57d56b0
io.dropwizard	dropwizard-jackson	1.2.0-rc3		5877d5bd72e0a44d4bf6e8ef4667480800cecdbd
io.dropwizard	dropwizard-jackson	1.2.0-rc4		200e898746849287bd8c8fce1c32ecf06bb7914a
io.dropwizard	dropwizard-jackson	1.2.0-rc5		b4e942ee6e85dc8303d8ad231af9c459c6165008
io.dropwizard	dropwizard-jackson	1.2.0-rc6		c1f759b66df0903fcd20a1a4ded27209260b1f1a
io.dropwizard	dropwizard-jackson	1.2.1		0666c757c0110a08aa5f35a97bcd3ec4875dd0f7
io.dropwizard	dropwizard-jackson	1.2.2		5e006bcb2e25c23ead5e3e334541b89d7a6e0882
io.dropwizard	dropwizard-jackson	1.2.3		edc2802e716c95fb97fff4ec417a58cf37acd047
io.dropwizard	dropwizard-jackson	1.2.4		55d67735725344b294c5325d1620c213bbd45c3e
io.dropwizard	dropwizard-jackson	1.2.5		f24d17f32e77a86e91aff72b7ee49c9705481438
io.dropwizard	dropwizard-jackson	1.2.6		5ea20b43a914b6d41242f71ff3215cde4fd808a0
io.dropwizard	dropwizard-jackson	1.2.7		f422cb3361ff61f2f1a120e5ecfb67b710379c75
io.dropwizard	dropwizard-jackson	1.2.8		1d6f65afcd367556e46ce03a98a55008d7d471f5
io.dropwizard	dropwizard-jackson	1.2.9		e3202c4ae91f32c8b03653e81f507eb9aea615dc
io.dropwizard	dropwizard-jackson	1.3.0		583f98f870165d18b8325206b0dd3b19764f8da0
io.dropwizard	dropwizard-jackson	1.3.0-rc1		156eb3b5814d662cda7587509a23a455764f2090
io.dropwizard	dropwizard-jackson	1.3.0-rc2		b00a6f3699ba6fe040a3de110c9f5cda4ee75f0c
io.dropwizard	dropwizard-jackson	1.3.0-rc3		689dd533068d875545655b0b2f2a8ddee4f9670d
io.dropwizard	dropwizard-jackson	1.3.0-rc4		8ec5eab2a8c07adf0deb50d468398621a85c5771
io.dropwizard	dropwizard-jackson	1.3.0-rc5		0111674fde548758d46f623e1fd3cd1300155efc
io.dropwizard	dropwizard-jackson	1.3.0-rc6		e2b29dcc6c23e6f7bbb8a86c32ef8f60ba8c904a
io.dropwizard	dropwizard-jackson	1.3.0-rc7		8d78f8b75e208e9757fdd3e8424c4ed366fe3d76
io.dropwizard	dropwizard-jackson	1.3.1		a6ac2392632ac6c04cf8cc678aa330587a453521
io.dropwizard	dropwizard-jackson	1.3.10		d904d34f90e36adbac5fa54b21b4ff1655dfa8da
io.dropwizard	dropwizard-jackson	1.3.11		e64f9dc2bd3404ce689e1f80c69c0e2bd3f18c12
io.dropwizard	dropwizard-jackson	1.3.12		473bf5fe49cc7d9a098e28081b3e45f29c3b8e94
io.dropwizard	dropwizard-jackson	1.3.13		3adf2caf141291933c8c3e5a44e25dad7328d75d
io.dropwizard	dropwizard-jackson	1.3.14		eee6fd22c10b3a01bf76fbc6c2050dbf3d82b309
io.dropwizard	dropwizard-jackson	1.3.15		498fdd1b14e0341fa4b2ed480520d632470709c0
io.dropwizard	dropwizard-jackson	1.3.16		d4603d521231d16e672cc5296c2c547a2f2d08d9
io.dropwizard	dropwizard-jackson	1.3.17		2af831f86a53cccc532eb2d31db440cd17119de4
io.dropwizard	dropwizard-jackson	1.3.18		64fb96b7e3d6ed3d85ce13fd032129c79e679dca
io.dropwizard	dropwizard-jackson	1.3.19		a9e3362c7f435a617f01251dd8b10d7194c188b4
io.dropwizard	dropwizard-jackson	1.3.2		ba3bf39c37f3397d362187b0cd37d4bce746253c
io.dropwizard	dropwizard-jackson	1.3.20		7fa60566c50aba87fe7fedb3dc669aeb46353bd1
io.dropwizard	dropwizard-jackson	1.3.21		202683b9f91916a4897a8793188a29d6a9254f71
io.dropwizard	dropwizard-jackson	1.3.22		332542a78adf877302ae6d6be02b26d3d2e11399
io.dropwizard	dropwizard-jackson	1.3.23		8504fa7e39d2782720c860e0ef379a0cd519846a
io.dropwizard	dropwizard-jackson	1.3.24		95b05a219f7e012683581e8c34b4dd261378aeaf
io.dropwizard	dropwizard-jackson	1.3.25		4ccb5a5f30fdb14b768a7ef61a7841aa0c0416d8
io.dropwizard	dropwizard-jackson	1.3.25-beta.1		6c213dd0eabe6acffc6f1a0870a511cba41ff1e9
io.dropwizard	dropwizard-jackson	1.3.25-beta.2		0f516d1579fac07c98fb747c32547010116bba0c
io.dropwizard	dropwizard-jackson	1.3.26		473b6ac905e775955dee97459bbbb8b971ee42cc
io.dropwizard	dropwizard-jackson	1.3.27		951fe60ebff215a81382c4b8645799df788f9e7e
io.dropwizard	dropwizard-jackson	1.3.28		b5eed72691063474605a0a9f4d88135fce31b600
io.dropwizard	dropwizard-jackson	1.3.29		bcc687f9cb2dea3c06615269ae991071ae9a6649
io.dropwizard	dropwizard-jackson	1.3.3		939f635c909caa70b4a3702f73a97ec3f2865afa
io.dropwizard	dropwizard-jackson	1.3.4		e35755bd965a3304cfb0d660e00861b70b3efa3f
io.dropwizard	dropwizard-jackson	1.3.5		367264d2342ab8abedc48c4cad4502fa1eeab1be
io.dropwizard	dropwizard-jackson	1.3.6		ee9269c5e88a1eb5e416939395c311ce970d2be7
io.dropwizard	dropwizard-jackson	1.3.7		31449719c1426ce47e4bcdeed01b2e71871748fd
io.dropwizard	dropwizard-jackson	1.3.8		b08c67075cc6a287f9f818a936e412ac5b71a890
io.dropwizard	dropwizard-jackson	1.3.9		a3348bb41bb1e6248a1e030c482645f7b8ac3ab6
io.dropwizard	dropwizard-jackson	2.0.0		f90b5c6a286ac4ef2880f2ae60f453e9193a084d
io.dropwizard	dropwizard-jackson	2.0.0-rc0+test8		cc1d8c275bbfe44930e47a46ba99114f4cbf6657
io.dropwizard	dropwizard-jackson	2.0.0-rc1		cfb0c598bd3179f9c146e0219afbd9a8fa1ab665
io.dropwizard	dropwizard-jackson	2.0.0-rc10		c0287ad2b03999c047db2e000ad1459df24beab3
io.dropwizard	dropwizard-jackson	2.0.0-rc11		aaa93a51c32faa0cf42efda2cdd1695b346c2d55
io.dropwizard	dropwizard-jackson	2.0.0-rc12		7612895252a23e4bc06b62dff43f62e9c0e452db
io.dropwizard	dropwizard-jackson	2.0.0-rc13		91444a5b5f0a5142602dbdd79a0ece528ae807df
io.dropwizard	dropwizard-jackson	2.0.0-rc14		24c50bbebe56e9f1449b62437e14b4f54cb82272
io.dropwizard	dropwizard-jackson	2.0.0-rc2		80ee2a3d4bf8b5eec0fdf3be9fff30fb9f823a92
io.dropwizard	dropwizard-jackson	2.0.0-rc3		0624abb1ce3e952255118bf8f0be479f28ad59fd
io.dropwizard	dropwizard-jackson	2.0.0-rc4		d0da19c47e7941698cac4f97ddd62d8227c18b1d
