cloud.keveri.dev	keveri-gateway-plugin-global	1.0		c2459ce8478a3c652ddd3303c28942ab6f17eaaf
com.mysema.querydsl	querydsl-hql	0.9.10		3124ef6ec9f484c43be225d23aaaabc0e7845311
com.mysema.querydsl	querydsl-hql	0.9.2		f3809d0c0b61548139924f2f6dacbc0015ee7db4
com.mysema.querydsl	querydsl-hql	0.9.3		28d3143f31bfc4a07d44b99dad3f46a1c77fe564
com.mysema.querydsl	querydsl-hql	0.9.4		8982b35e4f6cd63cc9e72bc5f5f9c9232b8d9616
com.mysema.querydsl	querydsl-hql	0.9.5		6149009e6b0b08b6cc8723ae5bcd6d37e63316c1
com.mysema.querydsl	querydsl-hql	0.9.6		be5ff10d6c60c4e60a64cf9bf929e3d70e5c164d
com.mysema.querydsl	querydsl-hql	0.9.7		54394c16d7261e3ef9c982bcd63692b82788728a
com.mysema.querydsl	querydsl-hql	0.9.8		bf3b7fba040bce54a0a1d5789d1433505eda2cba
com.mysema.querydsl	querydsl-hql	0.9.9		0f56d5a9a45cd790e7ff47a1391b0f3589adf8bc
com.mysema.querydsl	querydsl-hql	1.0.0		7b6c5fb6a813be3114b28ba8faaa649c5b3e4c2c
com.mysema.querydsl	querydsl-hql	1.0.1		e4ba51e35e25721b903ed727bfe8b52b8e8e505e
com.mysema.querydsl	querydsl-hql	1.0.10		b94de0df5a2a4f7e88a4ca88848c1949bddd20e8
com.mysema.querydsl	querydsl-hql	1.0.2		ed98ecd8d9ee067d7dfc413db9b1e9e0f3ef9653
com.mysema.querydsl	querydsl-hql	1.0.3		9e1250cc55e73b7fd90e10d2ef5542bef671eeed
com.mysema.querydsl	querydsl-hql	1.0.4		cd7f44a15e51c4a51eac27ad78a39d1b0b29885f
com.mysema.querydsl	querydsl-hql	1.0.5		3a6be5556f7b8b1277672b01cb467cbe4c220820
com.mysema.querydsl	querydsl-hql	1.0.6		9051f7370e073dfb4b44e2cbf0edcf3df81ce479
com.mysema.querydsl	querydsl-hql	1.0.7		e08a97eec0ff5cebc264271cd44a064c6f879476
com.mysema.querydsl	querydsl-hql	1.0.8		642be80f17cfeb1a67b3b683a1921749cdd56375
com.mysema.querydsl	querydsl-hql	1.1.0		22fb5bcea1c099cde0b2e401f4aed709ac1fb668
com.mysema.querydsl	querydsl-hql	1.1.1		d33f416534f3391c5a80fc3aebdfc50c8ebe33ec
com.mysema.querydsl	querydsl-hql	1.1.2		56abedfcdd3311fd59f16b3c81f49cb1108c93a8
com.mysema.querydsl	querydsl-hql	1.1.3		c972042b02c7ce6df37d22a0c39b787bb07de2db
com.mysema.querydsl	querydsl-hql	1.1.4		76fe5f6794fd6c340b9049ed7fb8d9811d832cf1
com.mysema.querydsl	querydsl-hql	1.1.5		117733a7d00537b48107edb2369a86ae53b120a4
com.mysema.querydsl	querydsl-hql	1.1.6		f2cfa99ba381bf75a944f52742f44af09286f6fa
com.mysema.querydsl	querydsl-hql	1.1.7		9960e24fb078ca37e46591916498e1bcb71f005d
com.mysema.querydsl	querydsl-hql	1.2.0		0d7ba5f3c26a751bbbf0aec75494ee6baf0c55d4
com.mysema.querydsl	querydsl-hql	1.2.1		aa266bf4e30fc8480b00e6ea8506c90708560dce
com.mysema.querydsl	querydsl-hql	1.2.2		312ce5ccac302ce0f9c45a9648950342937e67c2
com.mysema.querydsl	querydsl-hql	1.2.3		701d97d795915470730d86414ab3b056c172ee39
com.mysema.querydsl	querydsl-hql	1.2.4		4898f6d2c8fc88f507862f529752435f7e92706b
com.mysema.querydsl	querydsl-hql	1.2.5		29ddbdb0959244eb6a8367a2f9a24eb4f98fed6d
com.mysema.querydsl	querydsl-hql	1.2.6		aef7bb6d75a276aabd7bee2f6fc7bf664fb7c6be
com.mysema.querydsl	querydsl-hql	1.3.0		b2b85b1ff089fe0b6621b129e8fdb212c34281f6
com.mysema.querydsl	querydsl-hql	1.3.1		a43beb6fdba5a7b585fa4d01c96b315a60a8a0b2
com.mysema.querydsl	querydsl-hql	1.3.10		8568279ca8a8ffffe1cd3933ff9ee900978d4fbb
com.mysema.querydsl	querydsl-hql	1.3.11		d646a9f884dbc58ef4e92ebdadedf02a1d9a08da
com.mysema.querydsl	querydsl-hql	1.3.12		39b687294ec641dd6c4bbd0820184ea47af9489c
com.mysema.querydsl	querydsl-hql	1.3.13		e700aeeeaed05976cc6adccdfcdf6b8f1148c8ee
com.mysema.querydsl	querydsl-hql	1.3.14		6a146d77b3dcd7de881bb3f23ade8c276f74e325
com.mysema.querydsl	querydsl-hql	1.3.15		92a75fa255a0f72c4af7e3711d50a4ba96d3878d
com.mysema.querydsl	querydsl-hql	1.3.16		8f384063512c5f12463c4cfe33fe6531005317e3
com.mysema.querydsl	querydsl-hql	1.3.2		1cf3f69b477c14faac8512bd3b1980b186e715d6
com.mysema.querydsl	querydsl-hql	1.3.3		04102e5ae271bc6ef71cd2e107652a818c77e340
com.mysema.querydsl	querydsl-hql	1.3.4		3bd72337c8f3bcacece95ae0b814a94f1c9e3efe
com.mysema.querydsl	querydsl-hql	1.3.5		bbb47aa4f5333649554e981db2162431a9a87753
com.mysema.querydsl	querydsl-hql	1.3.6		aab72e7b0dd1f2ec593990467cc48c7883c93933
com.mysema.querydsl	querydsl-hql	1.3.7		3655563900e990f1b91530420c98ea08b8215e8c
com.mysema.querydsl	querydsl-hql	1.3.8		ea004dc05b294dff907163c5eb1330a092b7a1c5
com.mysema.querydsl	querydsl-hql	1.3.9		b8670012d31f46c28e5a3c94fb8a77553cd9ba80
com.mysema.querydsl	querydsl-hql	1.4.0		b948268b46ff1a84b7375044a8fbfd585d5cfbc1
com.mysema.querydsl	querydsl-hql	1.5.0		23f43c61d0de6fcf0952d81870377292cf85ac89
com.mysema.querydsl	querydsl-hql	1.5.1		af5c70edec427dacbe0f95eea33e1c08a646d5e0
com.mysema.querydsl	querydsl-hql	1.5.2		6552b02acd8ae47155ea564bdd225db3d5d719c5
com.mysema.querydsl	querydsl-hql	1.5.3		c669b9004e54a34d0e16a94d2834afd7f03ad8e9
com.mysema.querydsl	querydsl-hql	1.5.4		8b45f34bf15d2cb0ebb66c50b9b22e40c5924323
com.mysema.querydsl	querydsl-hql	1.6.0		770dd3e777d39e023783105eaf89cc1e044dda21
com.mysema.querydsl	querydsl-hql	1.6.1		772d664eb5823445340d30b92dd0fc1be3b4e25d
com.mysema.querydsl	querydsl-hql	1.6.2		da23b14e6d3f56fb0bd1a7716b9166cbc4ba720b
com.mysema.querydsl	querydsl-hql	1.6.3		feda9b971ccd79472150428770586e42abc7e4c6
com.mysema.querydsl	querydsl-hql	1.6.4		fb75a7c4b913889432fd780df2fb161c424efcee
com.mysema.querydsl	querydsl-hql	1.6.5		85363d52a07f7faec414f97e85bf987be5ea5aa0
com.mysema.querydsl	querydsl-hql	1.6.6		4aa26e4dc1d4e5bcd95ac005a621bd625fc08c86
com.mysema.querydsl	querydsl-hql	1.6.7		ff6eb8c75635ce44e1f9837f35d8f3a919cc8672
com.mysema.querydsl	querydsl-hql	1.6.7	apt	a5890cdb563990c7e010ec0adfd9b51740e5496e
com.mysema.querydsl	querydsl-hql	1.6.8		145e44a9a5977e51dc0f7bd76571de1244c0d05b
com.mysema.querydsl	querydsl-hql	1.6.8	apt	7012c29a0f0dc0d149ed16ec59be5bce2dcc711a
com.mysema.querydsl	querydsl-hql	1.6.9		b1435131b46a64324daaec83c4135a9318f18c25
com.mysema.querydsl	querydsl-hql	1.6.9	apt	130fa9a905047264b2bc86db4ea81d6a8ab37704
com.mysema.querydsl	querydsl-hql	1.7.0		8bb6a454d92a203120d026957a4d47582787579c
com.mysema.querydsl	querydsl-hql	1.7.0	apt	f22a9cdaa013c64598e832a786e43ff38fcfeb72
com.mysema.querydsl	querydsl-hql	1.7.1		16b37b6f2faece2f11f06a9c256a964e282b40a9
com.mysema.querydsl	querydsl-hql	1.7.1	apt	cc19728ec359f60c4625e5a997fa3cf70cbf7ba5
com.mysema.querydsl	querydsl-hql	1.7.2		701f7d2df28325fd378262301af80580379f091c
com.mysema.querydsl	querydsl-hql	1.7.2	apt	ce1603c6c3a9da4bc17dfa6d4a7f55c02bf7c6de
com.mysema.querydsl	querydsl-hql	1.7.3		d16bf0a42f22426f8243f3b42380490b2ef56fde
com.mysema.querydsl	querydsl-hql	1.7.3	apt	7e4dd57aae538f33b517c9266e802b742401fc37
com.mysema.querydsl	querydsl-hql	1.7.4		067d6a72b443ebca175ef900d79e926f8aa98fa9
com.mysema.querydsl	querydsl-hql	1.7.4	apt	373e1cfdff9c06057aeef7327d47e98b5ba4c6cf
com.mysema.querydsl	querydsl-hql	1.7.5		f24e98babed894f140fbf80763b1fde7d3eaa8bc
com.mysema.querydsl	querydsl-hql	1.7.5	apt	77a0f246d0c10809dcd54a74517b0c6c8a4eb8b6
com.mysema.querydsl	querydsl-hql	1.7.6		cbafac1905291c5a3b5c59d39a27a6d2b660c3d1
com.mysema.querydsl	querydsl-hql	1.7.6	apt	de04551630391a58f4a34c32e704b0637ea8ae57
com.mysema.querydsl	querydsl-hql	1.7.7		59d752fcf9064f807670be442f691dc1c8ad0f75
com.mysema.querydsl	querydsl-hql	1.7.7	apt	5ca3a531747f43630e1a11cd264930aea03a6254
com.mysema.querydsl	querydsl-hql	1.7.8		7a3d6c20342f9213b8e083d7063805763614a3a2
com.mysema.querydsl	querydsl-hql	1.7.8	apt	6bf8c72453c9e9e89daf25c0c43e197ef258cda8
com.mysema.querydsl	querydsl-hql	1.7.9		0826ce424b7a1d5f02a2370d54c5146f3b67a503
com.mysema.querydsl	querydsl-hql	1.7.9	apt	04014e5eb01ff419a596ccc36ccb1955907bb32a
com.mysema.querydsl	querydsl-hql	1.8.0		e9c300df0986d0236a3ba182f0a693c2113454d3
com.mysema.querydsl	querydsl-hql	1.8.0	apt	bed26e177c661369e515ed45b81558a9b80a6d63
com.mysema.querydsl	querydsl-hql	1.8.1		dddc9b71e6c5cec6f703d5aa426db86adbdf1aa2
com.mysema.querydsl	querydsl-hql	1.8.1	apt	fa01247777f75617e7a30812f5183bd28216efbd
com.mysema.querydsl	querydsl-hql	1.8.2		a44f93323f76508fbc27ed3454d8bf6f0ea510ac
com.mysema.querydsl	querydsl-hql	1.8.2	apt	5bc9bc7d02b05ee63a8d0ea57c84df63e4b94c41
com.mysema.querydsl	querydsl-hql	1.8.3		1b9eddc80186b7c0352d7cedc89cac0ee2b21dba
com.mysema.querydsl	querydsl-hql	1.8.3	apt	57ee803c3ea9c7af4adfa1a0f498277cd64fdbdd
com.mysema.querydsl	querydsl-hql	1.8.4		d3ef31ee1e9204715a054a53a6e8c30e2d7c981e
com.mysema.querydsl	querydsl-hql	1.8.4	apt	d02d686f7d1989171750591e344f8d61f95f6eec
com.mysema.querydsl	querydsl-hql	1.8.5		91b4c9f3fe6679896fbf47ff568b1fed40de265f
com.mysema.querydsl	querydsl-hql	1.8.5	apt	f5bc05dfb22582c5db05b931e75deda704c38b5e
com.mysema.querydsl	querydsl-hql	1.8.6		0cbde4df68f99667e6bfd92169e3161990001554
com.mysema.querydsl	querydsl-hql	1.8.6	apt	43a990acc5aee893d710d700058fc911f2b581fb
com.mysema.querydsl	querydsl-hql	1.9.0		a859ab915896f09a1a4ecb8937fee27c8c574289
com.mysema.querydsl	querydsl-hql	1.9.0	apt	bb535cf5e5313bf9d8210088051b5a470987d2e5
com.mysema.querydsl	querydsl-hql	1.9.1		2f43af4ec35c5514ab42e71fd849e56c8b27b67a
com.mysema.querydsl	querydsl-hql	1.9.1	apt	f5ab18ad365b8281785f766611fa3ff0d5b8fa53
com.mysema.querydsl	querydsl-hql	1.9.2		58d9d7491d87cd16ca3c5bb26b9e1e8174496d2a
com.mysema.querydsl	querydsl-hql	1.9.2	apt	f58af7de7f7468b066b2aa03190799d5e5cedfc1
com.mysema.querydsl	querydsl-hql	1.9.3		98ed24cf1a6350c2e5f78b3fafd751725ea21cec
com.mysema.querydsl	querydsl-hql	1.9.3	apt	9d1ef4e8c56ce586cfe4e1b8a8f1045fe5b766ce
com.mysema.querydsl	querydsl-hql	1.9.4		b01ae506586a44f66fcae60d3c4c26b461211236
com.mysema.querydsl	querydsl-hql	1.9.4	apt	8ab9ebd9bd159d88a4f263472f1e71f95ef888fa
com.mysema.querydsl	querydsl-hql	1.9.5		3646169470aed158fe2ee8d1096a5097909290a1
com.mysema.querydsl	querydsl-hql	1.9.5	apt	0d5265e0b83c647b453904e01cdbc05e9924dd6f
com.mysema.querydsl	querydsl-hql	1.9.6		775b16ccfd25227ea1a049b3924d2b25b28baf85
com.mysema.querydsl	querydsl-hql	1.9.6	apt	9f3fb214ea28e8d3d4257c061f3435669c43cf30
com.mysema.querydsl	querydsl-hql	1.9.7		aa55b1acfb34a0c7dc12710d6f1236bed37cf9a3
com.mysema.querydsl	querydsl-hql	1.9.7	apt	538866022e98e210678fa695b698ce2203d1d089
com.oasisfeng.condom	library	1.1.1		N/A
com.oasisfeng.condom	library	1.2.0		N/A
com.oasisfeng.condom	library	2.0.0		N/A
com.oasisfeng.condom	library	3.0.0		N/A
com.outr	uberterm-api_2.11	1.0.0		c3681170b5cf240801f1bf90a4a090b1cda13552
com.outr	uberterm-api_2.11	1.0.1		fef758e69897cc34ddf41273bfbee35c722749ab
com.outr	uberterm-api_2.11	1.0.10		e928940068d2706f36ee7e7ce1137654de40d3db
com.outr	uberterm-api_2.11	1.0.2		66d68482ed56b991d0c16b59e643ab76cb8e54a2
com.outr	uberterm-api_2.11	1.0.3		dc55dbbca43834fb76c2918f159f97dec651887d
com.outr	uberterm-api_2.11	1.0.4		cef0f6e372b0a20579afbb4e77cdac20b34167a8
com.outr	uberterm-api_2.11	1.0.5		25a15025bb0add7a4bbf1721c8ecc6f511753f17
com.outr	uberterm-api_2.11	1.0.6		cc81054a8b7a24565ca5c96c86654c819ce9b0e4
com.outr	uberterm-api_2.11	1.0.7		dad13344f4afc01843bf9e4acbe11462440e2f1c
com.outr	uberterm-api_2.11	1.0.8		6a73801e49804eca5eef7dc86a7d11eb17fb2d28
com.petersamokhin.notionsdk	notionsdk-watchosarm64	0.0.1		N/A
com.petersamokhin.notionsdk	notionsdk-watchosarm64	0.0.2		N/A
com.petersamokhin.notionsdk	notionsdk-watchosarm64	0.0.3		N/A
com.petersamokhin.notionsdk	notionsdk-watchosarm64	0.0.4		N/A
com.petersamokhin.notionsdk	notionsdk-watchosarm64	0.0.5		N/A
com.softwaremill.sttp.client4	play29-json_2.13	4.0.0		084e37cff9c2af0030b9e1826e566869ceabdbde
com.softwaremill.sttp.client4	play29-json_2.13	4.0.0-M10		2d558aa23bf208a34a512434931fc9c281edcfb3
com.softwaremill.sttp.client4	play29-json_2.13	4.0.0-M11		a007a28bb1b7213b12ab6dbc1b44e8ee73a235ac
com.softwaremill.sttp.client4	play29-json_2.13	4.0.0-M12		1782260b0dceb1cb37784575d9bd88d8a9b52408
com.softwaremill.sttp.client4	play29-json_2.13	4.0.0-M13		784658fa1426b3c46ff96ff5082ff2e468aa7130
com.softwaremill.sttp.client4	play29-json_2.13	4.0.0-M14		8a2ad4eb4de5e14f856c30f709eb7bc959dab4ae
com.softwaremill.sttp.client4	play29-json_2.13	4.0.0-M15		c2fcfbf94b29c903c1b17adf5641c0f7bb7d90ba
com.softwaremill.sttp.client4	play29-json_2.13	4.0.0-M16		bea1fa49dfe107d5d4b2a2f4d362b039364b8832
com.softwaremill.sttp.client4	play29-json_2.13	4.0.0-M17		2b6417403619f2d7bc8e48c78843a30a5ffbefef
com.softwaremill.sttp.client4	play29-json_2.13	4.0.0-M18		5a2ac6f6cea5e2a102e7ab84c2be6fecb7fc1f3e
com.softwaremill.sttp.client4	play29-json_2.13	4.0.0-M19		1631442093b946fd0df0a88ecb604b336b734c5b
com.softwaremill.sttp.client4	play29-json_2.13	4.0.0-M20		7452b4e36b8ed66ceb057f49bc7043f3c46e10f7
com.softwaremill.sttp.client4	play29-json_2.13	4.0.0-M21		6e522cce0b3aa7f8bbba0d8357d519826beecd7e
com.softwaremill.sttp.client4	play29-json_2.13	4.0.0-M22		20a6c0b91f54e7673625f841e08afc6d9938dbb1
com.softwaremill.sttp.client4	play29-json_2.13	4.0.0-M24		4f355629cd42396be8b0f3e9772b411f1f12d912
com.softwaremill.sttp.client4	play29-json_2.13	4.0.0-M25		0f5931d05d244c72b1fcdf80e2febe981d6eef83
com.softwaremill.sttp.client4	play29-json_2.13	4.0.0-M26		73e38be895166dbf4250b407ad56c7e944312d91
com.softwaremill.sttp.client4	play29-json_2.13	4.0.0-M8		8ee771b3bf6a04843ddcee29926d48b2b89795da
com.softwaremill.sttp.client4	play29-json_2.13	4.0.0-M9		80732f8dc755215d4036515c569bf0c20206fcb0
com.softwaremill.sttp.client4	play29-json_2.13	4.0.0-RC1		4ae6c22907d402227657e8885b0c556fa6d910d3
com.softwaremill.sttp.client4	play29-json_2.13	4.0.0-RC2		d5010b4cda257149d0466c6a0a6cda77299d8af9
com.softwaremill.sttp.client4	play29-json_2.13	4.0.0-RC3		3c96a505a7ad138adb5ffffe4666b51af103e7b8
com.softwaremill.sttp.client4	play29-json_2.13	4.0.0-RC4		c85e89d0d0348d421e863e99001cb8294d30fac6
com.softwaremill.sttp.client4	play29-json_2.13	4.0.1		e70ac31ad6a8119239004f317f8c4a06a5f2aa86
com.softwaremill.sttp.client4	play29-json_2.13	4.0.2		2551fbbf4958b63661f49eeb35a194fc9e9b4bdd
com.softwaremill.sttp.client4	play29-json_2.13	4.0.3		8848153101b08053b94dc9ad8032672e929c0415
com.timgroup	scalaquery-play-iteratees_2.9.1	0.9.0		1259caea769d9b0b0e0ca6f43c78bd4ae5b8b13e
com.timgroup	scalaquery-play-iteratees_2.9.1	0.9.1		a9296eb0dea2057f7807d00032e06430e7de49cc
com.timgroup	scalaquery-play-iteratees_2.9.1	0.9.2		4b99fb0d316ccf2d012f3a6e7679aa08e3989c98
com.vikingsen.inject	worker-inject-annotations	0.1.0		4f08d81ff9786253ecdc12fdf45f43d398f622e1
com.vikingsen.inject	worker-inject-annotations	0.2.0		a0b69dccf8944f193755ed9d386d0cb978c6c7de
com.vikingsen.inject	worker-inject-annotations	0.2.1		9923705c7e4b693a0482b4eceaf39aa103fe08e6
com.vikingsen.inject	worker-inject-annotations	0.2.2		cdd4be58228527abe50c49d928fc01eab5019aaf
dev.gitlive	firebase-messaging-iosarm64	1.13.0		N/A
dev.gitlive	firebase-messaging-iosarm64	1.13.0	metadata	4d3a031bdddaf81cdffe6863160b9cfe6338b303
dev.gitlive	firebase-messaging-iosarm64	2.0.0		N/A
dev.gitlive	firebase-messaging-iosarm64	2.0.0	metadata	163a41962a9218e81f61c76ad5ff252c4d5b0353
dev.gitlive	firebase-messaging-iosarm64	2.1.0		N/A
dev.gitlive	firebase-messaging-iosarm64	2.1.0	metadata	44a71a2e8f29b59213d0a638343eb82e767b9b49
dev.icerock.moko	widgets-image-network-android	0.1.0		N/A
dev.icerock.moko	widgets-image-network-android	0.2.0		N/A
dev.icerock.moko	widgets-image-network-android	0.2.1		N/A
dev.icerock.moko	widgets-image-network-android	0.2.2		N/A
dev.icerock.moko	widgets-image-network-android	0.2.3		N/A
dev.icerock.moko	widgets-image-network-android	0.2.4		N/A
dev.jorel	commandapi-bukkit-test-tests-1.18	9.0.0		3e795f79dc69de521693f3c0b79c67e6b112e24f
dev.jorel	commandapi-bukkit-test-tests-1.18	9.0.1		9dc8998e8e6ffbadfa2c6668327753fb0a15be70
dev.jorel	commandapi-bukkit-test-tests-1.18	9.0.2		daccf4b27c1e1b0b9b85151145943e8fff198186
dev.jorel	commandapi-bukkit-test-tests-1.18	9.0.3		ce28603763be64c5da6dd9b57b942a30c2d60c32
fr.vsct.tock	tock-nlp-duckling-client	0.1		bab601b348ec90f50b1ef3cb8c2c3207c51a51f4
fr.vsct.tock	tock-nlp-duckling-client	0.2.0		f117e95add25a448fe7948e8b339e4a92330af16
fr.vsct.tock	tock-nlp-duckling-client	0.2.1		bdb55120dfe60ef755082c4ae34ba7d308f569f5
fr.vsct.tock	tock-nlp-duckling-client	0.2.2		f4abbf6d73fa901c8e40c01e2328989466b50225
fr.vsct.tock	tock-nlp-duckling-client	0.2.3		89d94a80874e628c9734e7d8ff4c1659d0c2e15a
fr.vsct.tock	tock-nlp-duckling-client	0.2.4		8cacd3ee5600ba71227adb039cde50b4ee64f479
fr.vsct.tock	tock-nlp-duckling-client	0.2.5		07acf50934cfa6d18576dbf5c2f21f536ffb9f9f
fr.vsct.tock	tock-nlp-duckling-client	0.2.6		9cff78e2366ec3bca5488c64095e833a3dc8cb80
fr.vsct.tock	tock-nlp-duckling-client	0.2.7		4e7356004455646a52d92539e20f0c41e056ec64
fr.vsct.tock	tock-nlp-duckling-client	0.2.8		0a95d29affb37d825628c9bbd0e7307c68c059a9
fr.vsct.tock	tock-nlp-duckling-client	0.2.9		d905fc8d7e080339903f6bf42a98bbf428c7d7a3
fr.vsct.tock	tock-nlp-duckling-client	0.3.0		47fe9ce93779525ed0cdd9a838fab96a902fc16e
fr.vsct.tock	tock-nlp-duckling-client	0.3.1		861f69ee6646bfb67013e7df09be7c9fd2a84b9d
fr.vsct.tock	tock-nlp-duckling-client	0.3.2		04fd06609de500380f8d0bc3bbd71bdae84bc3cd
fr.vsct.tock	tock-nlp-duckling-client	0.4.0		f2ae666991ab88b13aa355edf28195a41abdec28
fr.vsct.tock	tock-nlp-duckling-client	0.4.1		0aba0b2ac054d3a0e15dd794b6df0b9ec715d586
fr.vsct.tock	tock-nlp-duckling-client	0.4.2		3d07ea071a2c7f75013710798f2a36016009343f
fr.vsct.tock	tock-nlp-duckling-client	0.5.0		a1847625f4f645b0832aec118cfe09fcfedaef53
fr.vsct.tock	tock-nlp-duckling-client	0.5.1		fe8a35975a6918db60da64ff637f47a509de051a
fr.vsct.tock	tock-nlp-duckling-client	0.6.0		23ed4d9b9313dc65368982ea8edba53b53ab253b
fr.vsct.tock	tock-nlp-duckling-client	0.6.1		436310f6c5719f3e2f24f327c9b7724d974d0c19
fr.vsct.tock	tock-nlp-duckling-client	0.6.2		c8eb542697d7e7c620111840682dfb31b5261793
fr.vsct.tock	tock-nlp-duckling-client	0.6.3		42902fa58edbdcee36c0554a4bd5044ae9b77a12
fr.vsct.tock	tock-nlp-duckling-client	0.6.4		62d188cd34ccac00007a0b51474a82ac403d06ae
fr.vsct.tock	tock-nlp-duckling-client	0.6.5		a43c04a4cf4589d58bdd13e6f3a40f32d3721925
fr.vsct.tock	tock-nlp-duckling-client	0.6.6		b9df3d0bf251f74981f3a0aea409bbf05f75265c
fr.vsct.tock	tock-nlp-duckling-client	0.6.7		c817d2f635020d582ed7cb4addbd6bb468bd18e1
fr.vsct.tock	tock-nlp-duckling-client	0.7.0		b04a9ad61249b956df4caadc27e1a7dcd5922765
fr.vsct.tock	tock-nlp-duckling-client	0.7.1		21829be97b1ca1a7ab458696172d9a1b54e10e4c
fr.vsct.tock	tock-nlp-duckling-client	0.7.2		189e4c153aee189cb9ee1fa08b51f2246fb126d2
fr.vsct.tock	tock-nlp-duckling-client	0.7.3		37df2c90129a9887aaf64b6393f4b9bb91997429
fr.vsct.tock	tock-nlp-duckling-client	0.7.4		45d35a5145d75bd98e5a6356c0ec29eb76669d14
fr.vsct.tock	tock-nlp-duckling-client	0.8.0		8456519041ea855af27371b8e70a78d78a094bf4
fr.vsct.tock	tock-nlp-duckling-client	0.8.1		d64de61150717f28ec7db36855a097d0c1807768
fr.vsct.tock	tock-nlp-duckling-client	0.8.2		55c468129da64c19be6b8c9bb265d75f180813cb
fr.vsct.tock	tock-nlp-duckling-client	0.9.0		7d6b2c73f1b9b14fe04f6024a29d755fdb5efcd7
fr.vsct.tock	tock-nlp-duckling-client	0.9.1		fffcb607c21921bb962148b0b822c8ba4dc488e9
fr.vsct.tock	tock-nlp-duckling-client	0.9.2		64f9b6832be70fdb1eec18b1c3fd439193ea7fba
fr.vsct.tock	tock-nlp-duckling-client	0.9.3		866bd8bc9e2816c324a5c3466c63e4b8e82c04cb
fr.vsct.tock	tock-nlp-duckling-client	0.9.4		97f600be25d8ddcfdb12205de0f40906d2a6402a
fr.vsct.tock	tock-nlp-duckling-client	1.0.0		dd103e9f9f80ff80b418604f6c5bcf165a9bb850
fr.vsct.tock	tock-nlp-duckling-client	1.0.0-rc0		45012cba8368aac8868d17d3285396a5e1ee0c7f
fr.vsct.tock	tock-nlp-duckling-client	1.0.1		e4b68b7804851be233f908e8f98f0d1124e62430
fr.vsct.tock	tock-nlp-duckling-client	1.1.0		677fb235c5d351db804fbe5fd00c51d7e4e38e68
fr.vsct.tock	tock-nlp-duckling-client	1.1.1		691e4d3c623753976370b7612ba47daf9819c86f
fr.vsct.tock	tock-nlp-duckling-client	1.2.0		60058cd462481e56431c078f4c54059ba8e072c7
fr.vsct.tock	tock-nlp-duckling-client	1.2.1		9a96a72f1b5cfb6e7b6fb7a453ad71e2f9aed09c
fr.vsct.tock	tock-nlp-duckling-client	1.3.0		6be0b638d57564de49e9480c85ea23ead31b2c45
fr.vsct.tock	tock-nlp-duckling-client	19.3.0		52d45c8fb4fae12cadc5f2481c727e9e8d9fb509
fr.vsct.tock	tock-nlp-duckling-client	19.3.1		09b550a2e3525e0d5cb5996968983d971bf654ea
fr.vsct.tock	tock-nlp-duckling-client	19.3.2		6b497890ea2af01355695c7ec9a8288964393047
fr.vsct.tock	tock-nlp-duckling-client	19.3.3		278fe7c28808149ea1399168bc2757d5cd5beddb
fr.vsct.tock	tock-nlp-duckling-client	2.0.0		61e87d921a18c062ba8a9a0d6b502f6afe7c56dd
fr.vsct.tock	tock-nlp-duckling-client	2.0.1		5e8b3c255305d9989a24cfc61a9140654e8c85df
fr.vsct.tock	tock-nlp-duckling-client	2.0.2		bc299f26fb60e3f532e38f36738f75bb2d876b10
io.arkitik.radix	radix-development-operation	v1.0.0		b1467f382d516708bb69a727a08ad3e25eccec99
io.arkitik.radix	radix-development-operation	v1.0.1		58a0543d44c9aa615426d852f95e666a0003a271
io.arkitik.radix	radix-development-operation	v1.1.0		ac93a6c844c73fc5cdb695ba8befa26c10be49dc
io.arkitik.radix	radix-development-operation	v1.1.1		d57313df0f8e54b63da188e9cb0bb6a26a64d4e4
io.arkitik.radix	radix-development-operation	v1.2.0		9d4051d5626dbf9adde38afd5c93408bcaecf81c
io.arkitik.radix	radix-development-operation	v1.3.0		d789b8d7aa8ffe17dbec9fc9a650258d5c033b49
io.arkitik.radix	radix-development-operation	v1.4.0		fd28a62e71ff5816e509b9f33d59cb793a4bb7d4
io.arkitik.radix	radix-development-operation	v1.4.1		fc8cdb9492123ef78ef0a4c91227672b212e536d
io.arkitik.radix	radix-development-operation	v1.5.0		d1774961ec5b77e861d761348cb80d1ad3a6bbdf
io.arkitik.radix	radix-development-operation	v1.6.0		b32b9cdcd084524a2c5152479b4f82b724b1046c
io.arkitik.radix	radix-development-operation	v2.0.0		cd50887c3eaefafab26afe90dcb9e1a85d2c2aa4
io.arkitik.radix	radix-development-operation	v2.1.0		657fa390a795324dfe76797e26d2f43613cef86c
io.arkitik.radix	radix-development-operation	v2.2.0		48ba1e65087713708bb27dc8e596bf04d940d243
io.arkitik.radix	radix-development-operation	v2.3.0		52c5968fb4c873c3e6a885c9ddebeb116748a0e8
io.arkitik.radix	radix-development-operation	v2.3.1		1a3834c6e5eaec82173bdbde5ffc9da1bbd83c3e
io.arkitik.radix	radix-development-operation	v2.4.0		ab677a4b9df800716c687f3fb15fdd979e47d6ad
io.arkitik.radix	radix-development-operation	v2.4.1		e9413689aed3141f871fb0f155cf37a3a997ecbd
io.arkitik.radix	radix-development-operation	v2.4.2		2692ee92217ada2000cb8af29ac64d8fd0c93566
