app.softwork	routing-compose-wasm-js	0.4.0		N/A
com.sksamuel.exts	exts_2.10	1.45.0		f8219f66b348240cf9182bc0f64471d6a3c18a3b
com.sksamuel.exts	exts_2.10	1.46.0		ee54878037ae170ed9b64c89773d8db345389efd
com.sksamuel.exts	exts_2.10	1.47.0		d25738cb88521086edb9eee96c45700247874118
com.sksamuel.exts	exts_2.10	1.47.1		53fc4cc6b1e99352cd25ef5fbe0a11d83c35a3ad
com.sksamuel.exts	exts_2.10	1.48.0		e131516c00b73111995d20b9d846d02e81ec2ffb
com.sksamuel.exts	exts_2.10	1.49.0		96d5d6acb58cd68c751dd89167c1e0dc24fc914b
com.sksamuel.exts	exts_2.10	1.50.0		fe5f9c57a3c666f4ff4955db5c67c48b1c6cc934
com.sksamuel.exts	exts_2.10	1.51.0		a36bf4a6c2634ff5047d3ccead4cd18cb9f65134
com.sksamuel.exts	exts_2.10	1.52.0		d8a7c4212a7a5f6e31dabde19d79c8c92eea78c3
com.sksamuel.exts	exts_2.10	1.53.0		e1283b4112c3c53c5e23937efe088bb412c87753
com.sksamuel.exts	exts_2.10	1.54.0		162ad6fd708e81d64ebe06f741c7199a7df4c848
com.sksamuel.exts	exts_2.10	1.55.0		3bdf8a25311ef0bb2d5b9b8f1172b5f2bd4ed741
com.sksamuel.exts	exts_2.10	1.56.0		7a2a759b30127e5d53bfea8d4a0633abf6226937
com.sksamuel.exts	exts_2.10	1.57.0		5f8663bf163dc3e26ce0f41f4361b3ff59af6a3c
com.sksamuel.exts	exts_2.10	1.57.1		5f766444f590f2dc3232805647eb0ad518592a66
com.sksamuel.exts	exts_2.10	1.57.2		bbde5b84321f998cd1c73413d4532345f62686f7
com.sksamuel.exts	exts_2.10	1.58.0		6fba3c960d6191afb1829e40efba359149abb6da
com.sksamuel.exts	exts_2.10	1.59.0		b47b8567c443558488c2aa6366feda662ba25f75
com.sksamuel.exts	exts_2.10	1.60.0		8afd869f6ed698fa81f19a0bf282537c03acd7ad
com.sksamuel.exts	exts_2.10	1.61.0		6d6d2e1805acf8264c776789deccf33d8304cdb1
com.strumenta.antlr-kotlin	antlr-kotlin-target	0.0.4		ba09afca5691bb322d2aeefe9f9f89a18430095a
com.tethys-json	tethys-jackson211_2.12	0.28.3		4a1b633a0c5466e94798783aac1e8fb3cfba30a8
com.tethys-json	tethys-jackson211_2.12	0.28.4		175bb95fd00554c9e2dd1a04c4765117c9678c9e
com.tethys-json	tethys-jackson211_2.12	0.29.0		f1eaee64f3a730f121591ba662e159e957fa062c
com.tethys-json	tethys-jackson211_2.12	0.29.1		3fd68ba29087d85474d5ccf3328101ee044f2f9c
com.tethys-json	tethys-jackson211_2.12	0.29.2		59b97e1aadc52f75adfa01a1482290caf6494e39
com.tethys-json	tethys-jackson211_2.12	0.29.3		3b1c500b1f6c03a53bfbc2220b9102159a8af5f2
com.tethys-json	tethys-jackson211_2.12	0.29.4		4127c6797c5e044163a37049e5dfbbce80bf4dde
com.thoughtworks.feature	constructor_2.12	1.0.0		10916a6512fcc8ce9eecda58ca371f597012165d
com.thoughtworks.feature	constructor_2.12	1.1.0		9640b2d15f9ab5c2eccc3f3a5d8b14e8b3b598db
com.thoughtworks.feature	constructor_2.12	2.0.0		ea06f46dcdb405bc7b44a9b26bcf5ed27604f862
com.thoughtworks.feature	constructor_2.12	2.0.0-RC0		f001c46e03f64517fb8a4297f467d16250c77251
com.thoughtworks.feature	constructor_2.12	2.0.0-RC1		38b4d7fd4fd6ba8e5b828f05e26c86d75d996fe9
com.thoughtworks.feature	constructor_2.12	2.0.0-RC10		30cdf0e599e5d588bc891a110883fa5f2ddb5e88
com.thoughtworks.feature	constructor_2.12	2.0.0-RC11		081515bab4847fb52f7a2cf76aa64bcb8ecb407d
com.thoughtworks.feature	constructor_2.12	2.0.0-RC2		ed07331dd639ef2a3003b15a9e7939184da0bb97
com.thoughtworks.feature	constructor_2.12	2.0.0-RC3		aa3576bbb6f95ea659aa56856ea5b52728410a01
com.thoughtworks.feature	constructor_2.12	2.0.0-RC4		cf0c8312536737586cdc8d47756b484de3401371
com.thoughtworks.feature	constructor_2.12	2.0.0-RC5		307dee43bc28da5161450eb2e084247bddbe0a58
com.thoughtworks.feature	constructor_2.12	2.0.0-RC6		be90ae7d6ebf498cc5553872c3de9d1b6eae4b10
com.thoughtworks.feature	constructor_2.12	2.0.0-RC7		db36dfbfe56f77c91ba729d0c7739f2de2e4b931
com.thoughtworks.feature	constructor_2.12	2.0.0-RC8		92191b6ff0d9552af5a66a7c68165d566671fe04
com.thoughtworks.feature	constructor_2.12	2.0.0-RC9		2a332a89711bf70a136daba2ec109a8605af8337
com.thoughtworks.feature	constructor_2.12	2.0.1		25ac34df0a6d06bbb5b87fa35b127ac9844bf189
com.thoughtworks.feature	constructor_2.12	2.1.0		81d2aabe70177f6db4fba3f5c8112dd84f066aa4
com.thoughtworks.feature	constructor_2.12	2.1.0-M0		caa271ebf0df2b27247b05d56ee5f5e774df1fd7
com.thoughtworks.feature	constructor_2.12	2.1.1		7dbc3a9d12589a9315222d206c9087e4459c743c
com.thoughtworks.feature	constructor_2.12	2.2.0		dce3e40704c049dc52755d1b0c7a354c747190ba
com.thoughtworks.feature	constructor_2.12	2.2.1		a4e5a980a7a6b319c5d9d623652951deb7e1624d
com.thoughtworks.feature	constructor_2.12	2.2.2		a8ce3b7d71bf12d143563eb1598dfd186c411af0
com.thoughtworks.feature	constructor_2.12	2.3.0		d23a2ea0044a180a5648df3562e35e4b4c73564a
com.thoughtworks.feature	constructor_2.12	2.3.0+100-4ca5e9d3		99cf44e9524625abc0deb2a2f65a30e837f94c24
com.thoughtworks.feature	constructor_2.12	2.3.0+103-00ae00f5		9352a2d947fa444b3ee5ca4ce909e798a8d9e9d3
com.thoughtworks.feature	constructor_2.12	2.3.0+105-812a461f		9171fcb6ff7a72a59c1bf9474530ee14e7f47f78
com.thoughtworks.feature	constructor_2.12	2.3.0+106-1fde5078		94ba6745b6272975b727fcce8afcf1038c29a0f3
com.thoughtworks.feature	constructor_2.12	2.3.0+108-d000b3a4		c2b703fcb25a4c565b4fe1ca969eff3a5d11b9f8
com.thoughtworks.feature	constructor_2.12	2.3.0+109-b9b5ae39		7016e8e0dc965953189abe03285fd96b65f6774a
com.thoughtworks.feature	constructor_2.12	2.3.0+114-424a6180		16f964a9cd11e58263bc4031a0208063427f7b70
com.thoughtworks.feature	constructor_2.12	2.3.0+122-48068b12		a9b43a9063d25712d61a7a823e7d935c4c1ce080
com.thoughtworks.feature	constructor_2.12	2.3.0+128-9541d670		370c7afde2c11788c5b7584910651490f2f3caaf
com.thoughtworks.feature	constructor_2.12	2.3.0+134-f7e54165		24a7f45150cca0362822dc1499eee956b0c349f6
com.thoughtworks.feature	constructor_2.12	2.3.0+140-594be493		398844a9fc95214ada0bfef8f6d5bd26e0d1b9bc
com.thoughtworks.feature	constructor_2.12	2.3.0-M0		e9a523c68a19c7a5f498231755570252b2f6e4d5
com.thoughtworks.feature	constructor_2.12	2.3.0-M1		2a7a598ddcd7e296e15b8ac82406baae72df4e1c
com.thoughtworks.feature	constructor_2.12	2.3.0-M2		2e393461b04e198afec67259240e5a78a2e402f0
com.thoughtworks.feature	constructor_2.12	2.3.0-M3		a7ea298e16b0b1aca5ae9bc5e2830811692cc88d
com.thoughtworks.feature	constructor_2.12	2.3.0-M4		4e98de41310b7d38f77c00883cb5079131d617e6
com.thoughtworks.feature	constructor_2.12	2.3.0-M5		22b7f585fa1f01d28630c9f1aace20c17d0d9e5f
com.thoughtworks.feature	constructor_2.12	2.3.0-M6		1b7c3b65d077a2aa184b9253043a03013ba2bb14
com.thoughtworks.feature	constructor_2.12	2.3.0-M7		7cdf7f0990f8969016cb56f526f025eacc1e2d47
com.thoughtworks.feature	constructor_2.12	2.3.0-M8		05db3970de3a1cce6d928f0b5e44d1c2277eafcc
com.truthbean.logger	logger-kotlin	0.4.0-RELEASE		fa661ca8ad13e3e93be695353c0bb05ba9cce313
com.ubirch.chain	model-rest_2.11	0.1.0		e28add2779b77e6e30b37a1830a8a71912829fe6
com.ubirch.chain	model-rest_2.11	0.1.1		c21e6c052cadb558e3c6f9c608b5e3cadd2360e0
com.ubirch.chain	model-rest_2.11	0.1.2		93990a55a5c5318991021f38766ddb60d18d23e0
com.ubirch.chain	model-rest_2.11	0.1.3		7924cad3580937da303b223e11e4395df611f44e
com.ubirch.chain	model-rest_2.11	0.1.4		5c2eda6d57c6ee8e5296c9ba64f9868c2faf5f86
com.ubirch.chain	model-rest_2.11	0.1.5		5c59559a751671a80c354785fcc826ac40ca5748
com.ubirch.chain	model-rest_2.11	0.2.0		07e0bc14368770ca7a9ce23c213429cabc16f9a6
com.ubirch.chain	model-rest_2.11	0.3.0		7339b07904c15cc9cce91dc34c46dfb0913f7522
com.yukihirai0505	sfacebook_2.11	0.0.1		04f3d09428ab0e4efd8770ec9fba8b9e226ea097
com.yukihirai0505	sfacebook_2.11	0.0.2		be44135b90e18742c1d5158d5ede6c3bd99dbe64
de.adorsys.multibanking	multibanking-mock-inmemory	3.0.13		86397f951806beadf9ebffece89d8046f2c8c1b8
de.adorsys.multibanking	multibanking-mock-inmemory	3.0.14		416fc3619636ff3d7edd537ba83d987a02348a19
de.adorsys.multibanking	multibanking-mock-inmemory	3.0.15		eb1ca18a4b83e63097628e32722814ca2b6bad06
de.adorsys.multibanking	multibanking-mock-inmemory	3.0.16		0b4cc486ed11dd7704e97b74d17ba301e8c6ad99
de.adorsys.multibanking	multibanking-mock-inmemory	3.0.17		bd781a5454825dfdab1db09a7e10e0b46de15f46
de.adorsys.multibanking	multibanking-mock-inmemory	3.0.18		4797c6f2ac58134e2f5d40f5e2c9d7ce1b2ba6a3
de.adorsys.multibanking	multibanking-mock-inmemory	3.0.19		23237177723e117f6f899359498076647c74d53e
de.adorsys.multibanking	multibanking-mock-inmemory	3.0.20		e62f7f373bfc35046dc5343806884e929e5176ae
de.adorsys.multibanking	multibanking-mock-inmemory	3.0.21		40c2ac45f1236e5886881720f42d288a1cd67474
de.adorsys.multibanking	multibanking-mock-inmemory	3.0.22		05925648490323a14173a4bc4c72c02691bc25d8
de.adorsys.multibanking	multibanking-mock-inmemory	3.0.23		3326c6025e8d5386924b9494ab0fa81cb082be51
de.adorsys.multibanking	multibanking-mock-inmemory	3.0.24		584bd9f2c1c428028cd48386c5265355a4b6c215
de.adorsys.multibanking	multibanking-mock-inmemory	3.0.26		fdc658d0eeb19bb81a22637bc3834a540e0ddbaa
de.adorsys.multibanking	multibanking-mock-inmemory	3.0.27		9ef6b55da0ae742a08effe66a4e390333586684a
de.adorsys.multibanking	multibanking-mock-inmemory	3.0.28		569be96b83c3227bbf95b66b33706a035c30ca42
de.adorsys.multibanking	multibanking-mock-inmemory	3.0.28.1		f6975b316c1f54d36e33fe77728d544924aeb915
de.adorsys.multibanking	multibanking-mock-inmemory	3.0.29		583d7639d5627c49c8ef0ced29f1a035812e63dd
de.adorsys.multibanking	multibanking-mock-inmemory	3.0.30		dbbc677d310be9806eabd659e1cfc0e0435007af
de.adorsys.multibanking	multibanking-mock-inmemory	3.0.31		73ad1866ecfe675b22d7d053814b4283104d90ac
de.adorsys.multibanking	multibanking-mock-inmemory	3.1.0		7c3669c5afdfe8bf527092d89e80716dfe78c4e1
de.adorsys.multibanking	multibanking-mock-inmemory	3.1.1		5586407aef550625820e0f083d4c632c702dcf6e
de.adorsys.multibanking	multibanking-mock-inmemory	3.1.2		5b620e2f68afa03af0f051a2593dc7bfc35557a2
de.adorsys.multibanking	multibanking-mock-inmemory	3.2.0		e359b3b5f6b4cad54389003975df9f26920c9f10
de.adorsys.multibanking	multibanking-mock-inmemory	3.2.1		175585412b8c1f6f0fae35863f87a5dec164ad86
de.adorsys.multibanking	multibanking-mock-inmemory	3.3.1		87afb826280434b3afa98a3b5c806826009c81e4
de.adorsys.multibanking	multibanking-mock-inmemory	3.3.2		5f1749f0a12aedd96f990e7375fdd7fcafac8aa8
de.adorsys.multibanking	multibanking-mock-inmemory	3.3.3		5f33bb31e2373b49f047f81a48e1874022fcc44c
de.adorsys.multibanking	multibanking-mock-inmemory	3.4.1		970cb2ede59d3418aff134283baddf1dde8399e2
de.adorsys.multibanking	multibanking-mock-inmemory	3.4.10		a8a7d0cf10ffd9cfacf96f21004578a2d30048c3
de.adorsys.multibanking	multibanking-mock-inmemory	3.4.11		b3923b1fd30a21d5cca5229a34381c54bde70d6d
de.adorsys.multibanking	multibanking-mock-inmemory	3.4.12		78bd21595f51d4c1bb2ef4d91e7d603445542282
de.adorsys.multibanking	multibanking-mock-inmemory	3.4.14		17c3e94be638ae67d8f45a48bfb4ede5fc6897ed
de.adorsys.multibanking	multibanking-mock-inmemory	3.4.15		958e27acc5b7efd550b161041ff547de1e2d737f
de.adorsys.multibanking	multibanking-mock-inmemory	3.4.16		8460e4d1d9b666758fffe6ed9eeb94a805d066fc
de.adorsys.multibanking	multibanking-mock-inmemory	3.4.17		9af0b99711816640ddad253e214e90170d4d8e96
de.adorsys.multibanking	multibanking-mock-inmemory	3.4.3		a53bfac49651f5530bcb585180d51e40f5df0b92
de.adorsys.multibanking	multibanking-mock-inmemory	3.4.7		c4c3eb3d8ec305f3fcaed046c9153f4b7611d328
de.adorsys.multibanking	multibanking-mock-inmemory	3.4.8		c64edb56c45980a2bab78e52e37d88aeba6df830
de.adorsys.multibanking	multibanking-mock-inmemory	3.4.9		fca22343aa55cd2d50796019043965827f53aa90
de.adorsys.multibanking	multibanking-mock-inmemory	4.0.0		92f7d138543fe97425772c12a74e25e3498bb86c
de.adorsys.multibanking	multibanking-mock-inmemory	4.0.1		23ce3020be39c6e73875d3285b232553e4fcef62
de.adorsys.multibanking	multibanking-mock-inmemory	4.0.2		533ac588df0d5cf5d39101e5965520eb10b47ce2
de.adorsys.multibanking	multibanking-mock-inmemory	4.0.3		073538f45146e96aebf7df3b2a76db165dfdf7a3
de.adorsys.multibanking	multibanking-mock-inmemory	4.0.4		af9d43e2d88563421648e05bc0d68ada1e5db58c
de.adorsys.multibanking	multibanking-mock-inmemory	4.0.5		9f473d8df5611bc5094fdb2d5a455c4315aeeaa8
de.adorsys.multibanking	multibanking-mock-inmemory	4.0.6		59eddd494b286194ee244c10a835821d42ce0a0a
de.adorsys.multibanking	multibanking-mock-inmemory	4.1.1		fa883bd824bbb10810e17161c2af0c87270009fe
de.adorsys.multibanking	multibanking-mock-inmemory	4.1.2		ca2b46c25baef3fe3b108f245bcfb1fa7b10a5f5
de.adorsys.multibanking	multibanking-mock-inmemory	4.1.3		0323c1970e1e53576af78de518cedcc9401984c4
de.adorsys.multibanking	multibanking-mock-inmemory	4.2.0		12c256907c2e4483367c815599bba3f70d6dbd7e
de.fxnn	brainfuck	1.0.0		e95d8bc851d0ee87c2d444c1157c2f2f2058d6a2
de.fxnn	brainfuck	1.0.0	jar-with-dependencies	1186770afa23036ee96d865a4cf43944a0ed0f10
de.fxnn	brainfuck	1.1.0		be52e99f09a5395487589ddb7741d1c0acb4169c
de.fxnn	brainfuck	1.1.0	jar-with-dependencies	16e61128f0a0cd6777a67a4d6785cb4d2a294038
de.fxnn	brainfuck	1.2.0		99e82efd5b9f9bcf1f228d65b3a39b46a907d909
de.fxnn	brainfuck	1.2.0	jar-with-dependencies	81bd0db7880771bbffb25dc0e82cc196795da4ae
de.fxnn	brainfuck	1.3.0		f9dbf380e4ef94df437588ad65505412e6dd191a
de.fxnn	brainfuck	1.3.0	jar-with-dependencies	7ad682dc720eff8f933e133565d7d5f7d75c7145
de.tudarmstadt.ukp.dkpro.lab	dkpro-lab-uima-engine-cpe	0.11.0		bc819642e41177a7dc3a5b11fbd670671f0b1275
dev.atchison.mariaDB4j	mariaDB4j-app	2.7.0		355397c714a435eca6a79abb2897bede9a774414
dev.atchison.mariaDB4j	mariaDB4j-app	2.7.1		1c9efd01523c2e8601c16bac4d5bf63372330b4b
dev.atchison.mariaDB4j	mariaDB4j-app	2.7.2		1f4a929c8e4b0ff8dec1675b0a73c5cc9857d99a
dev.inmo	micro_utils.mime_types	0.10.0		acca8e99d0b25a41d8cc15b0cdea70141f70888d
dev.inmo	micro_utils.mime_types	0.10.1		33de1f3f3663573da484977fc5039ed11b673d47
dev.inmo	micro_utils.mime_types	0.10.2		a2983db1caf7a8c40d557b7d17b433e24beec094
dev.inmo	micro_utils.mime_types	0.10.3		076b8b3d50098503167d9c059ebdafeffb04ced2
dev.inmo	micro_utils.mime_types	0.10.4		90cb32c1a342432e7591acbe13c14f70bed83460
dev.inmo	micro_utils.mime_types	0.10.5		f6188b9a10bb1813ffa4680cd60f91c61c023e20
dev.inmo	micro_utils.mime_types	0.10.6		674bd50cf34ff201fea8c31d042df8e550912f65
dev.inmo	micro_utils.mime_types	0.10.7		e732d0e01e896fb4eedb57a7fed358643dc4bf47
dev.inmo	micro_utils.mime_types	0.10.8		7e6f804e3f957719e590ebac1740af81ca04cdd5
dev.inmo	micro_utils.mime_types	0.11.0		ad40cab5864534f59bcae9fe3fe290b325aec487
dev.inmo	micro_utils.mime_types	0.11.1		366a773612f6223a6ebe5db4ba0c9ec8219cdc83
dev.inmo	micro_utils.mime_types	0.11.10		b4f7304887d5be6fe4a984205ee9e03038d4a617
dev.inmo	micro_utils.mime_types	0.11.11		212975874ed408cd9545417bfc650c92ce7befba
dev.inmo	micro_utils.mime_types	0.11.12		6a8fe55c9f14247b4eb845012f24eb4c4f92ab44
dev.inmo	micro_utils.mime_types	0.11.13		1a77de43931401c94c1744e9d2eb416691814358
dev.inmo	micro_utils.mime_types	0.11.14		c873c85c9b4fa3c08432f154a72079e820393a44
dev.inmo	micro_utils.mime_types	0.11.2		abaca427fb20491431dae0afec5ec73b69c9741f
dev.inmo	micro_utils.mime_types	0.11.3		e24c31cd797a532277bcaff0799c6e04589761de
dev.inmo	micro_utils.mime_types	0.11.4		e4024d9f8e13a40eb49bc78b81b043af75a5ad5a
dev.inmo	micro_utils.mime_types	0.11.5		df3a91dde2df2a6c5162d09fc7df539359735b1b
dev.inmo	micro_utils.mime_types	0.11.6		c74ebf8b4da3118dcf12f8ac79b63fc7409563a4
dev.inmo	micro_utils.mime_types	0.11.7		372b7f0b01525a460f52443194a72728e46405b4
dev.inmo	micro_utils.mime_types	0.11.8		4ef892a19600a93ba1a625596806b621f7c8d4a8
dev.inmo	micro_utils.mime_types	0.11.9		56590cb44f44dca57af942303ebe54f4f4fc0c6f
dev.inmo	micro_utils.mime_types	0.12.0		8dfe836b1e92dd6eb4b4933f760616748a8e28d6
dev.inmo	micro_utils.mime_types	0.12.1		38dc252d2ec9420ee5030494da22012f3c4411e7
dev.inmo	micro_utils.mime_types	0.12.10		8b7fefddb22aca663d430872e7312332b2d4d146
dev.inmo	micro_utils.mime_types	0.12.11		8351ee991d5d055267663f04f9d08093776b4020
dev.inmo	micro_utils.mime_types	0.12.12		fcf721de9924ab6e24b8d7849bf1ff76777fa697
dev.inmo	micro_utils.mime_types	0.12.13		8191373d1ff4a7df5518901584677849d3b9fa5f
dev.inmo	micro_utils.mime_types	0.12.14		7d32fbf0541950b00ebb70376397e68f8d584a37
dev.inmo	micro_utils.mime_types	0.12.15		9313baf3099b12a994c3e7263432306784c54e60
dev.inmo	micro_utils.mime_types	0.12.16		3562d96fb457b8e21228ddc5bd0d19ab98f72d41
dev.inmo	micro_utils.mime_types	0.12.17		1fcda1bced5a0539c10cb8a31654e6a31cd7e307
dev.inmo	micro_utils.mime_types	0.12.2		230a05af61fc50a7fe0ff2d8c0705cd3e74d3419
dev.inmo	micro_utils.mime_types	0.12.3		a362e701a6e58ee3a7f4bb523888ff339b42fc83
dev.inmo	micro_utils.mime_types	0.12.4		fee028577264181961d51b5facdb790330ecd3fb
dev.inmo	micro_utils.mime_types	0.12.5		b46348b0cc5514fb1c3a9ee92a1754bafe802686
dev.inmo	micro_utils.mime_types	0.12.6		11b22774708d72632376a0692910cae838a3ca47
dev.inmo	micro_utils.mime_types	0.12.7		1c2ee0fce3b2918dcf95c45159e874c5477abf8d
dev.inmo	micro_utils.mime_types	0.12.8		2950012f35cd1b9fb0b66480b5a0598750e5391d
dev.inmo	micro_utils.mime_types	0.12.9		8bc51ffae078bd5e0c050ec09f582c28d04c07e2
dev.inmo	micro_utils.mime_types	0.13.0		3ed889c8c7947c20f27d546e99a29f43826ba0b7
dev.inmo	micro_utils.mime_types	0.13.1		738c43e78a7f247dab55eed30f1b9d11b47f9fd4
dev.inmo	micro_utils.mime_types	0.13.2		f0c8943ca3a9fdfe6442a9d679934071c518714e
dev.inmo	micro_utils.mime_types	0.14.0		658bfb9c2e52d583866bee158066b7683007fc66
dev.inmo	micro_utils.mime_types	0.14.1		658bfb9c2e52d583866bee158066b7683007fc66
dev.inmo	micro_utils.mime_types	0.14.2		658bfb9c2e52d583866bee158066b7683007fc66
dev.inmo	micro_utils.mime_types	0.14.3		658bfb9c2e52d583866bee158066b7683007fc66
dev.inmo	micro_utils.mime_types	0.14.4		658bfb9c2e52d583866bee158066b7683007fc66
dev.inmo	micro_utils.mime_types	0.15.0		d214c6103116ffccb6c55145ed48f88d0680ad45
dev.inmo	micro_utils.mime_types	0.15.1		0096744e8a88aebd80d964810e60b37b646f26a3
dev.inmo	micro_utils.mime_types	0.16.0		0096744e8a88aebd80d964810e60b37b646f26a3
dev.inmo	micro_utils.mime_types	0.16.1		0096744e8a88aebd80d964810e60b37b646f26a3
dev.inmo	micro_utils.mime_types	0.16.10		0096744e8a88aebd80d964810e60b37b646f26a3
dev.inmo	micro_utils.mime_types	0.16.11		0096744e8a88aebd80d964810e60b37b646f26a3
dev.inmo	micro_utils.mime_types	0.16.12		0096744e8a88aebd80d964810e60b37b646f26a3
dev.inmo	micro_utils.mime_types	0.16.13		0096744e8a88aebd80d964810e60b37b646f26a3
dev.inmo	micro_utils.mime_types	0.16.2		0096744e8a88aebd80d964810e60b37b646f26a3
dev.inmo	micro_utils.mime_types	0.16.3		0096744e8a88aebd80d964810e60b37b646f26a3
dev.inmo	micro_utils.mime_types	0.16.4		0096744e8a88aebd80d964810e60b37b646f26a3
dev.inmo	micro_utils.mime_types	0.16.5		0096744e8a88aebd80d964810e60b37b646f26a3
dev.inmo	micro_utils.mime_types	0.16.6		0096744e8a88aebd80d964810e60b37b646f26a3
dev.inmo	micro_utils.mime_types	0.16.7		0096744e8a88aebd80d964810e60b37b646f26a3
dev.inmo	micro_utils.mime_types	0.16.8		0096744e8a88aebd80d964810e60b37b646f26a3
dev.inmo	micro_utils.mime_types	0.16.9		0096744e8a88aebd80d964810e60b37b646f26a3
dev.inmo	micro_utils.mime_types	0.17.0		32f8c4eac52d6a045183c235b608b15c3e114965
dev.inmo	micro_utils.mime_types	0.17.1		35dec8515b28b7929a4767b87e45c6229df9b360
dev.inmo	micro_utils.mime_types	0.17.2		35dec8515b28b7929a4767b87e45c6229df9b360
dev.inmo	micro_utils.mime_types	0.17.3		35dec8515b28b7929a4767b87e45c6229df9b360
dev.inmo	micro_utils.mime_types	0.17.4		35dec8515b28b7929a4767b87e45c6229df9b360
dev.inmo	micro_utils.mime_types	0.17.5		35dec8515b28b7929a4767b87e45c6229df9b360
dev.inmo	micro_utils.mime_types	0.17.6		2348f3761f8e28f784c94e07d2b3c5be2f9d52c5
dev.inmo	micro_utils.mime_types	0.17.7		2348f3761f8e28f784c94e07d2b3c5be2f9d52c5
dev.inmo	micro_utils.mime_types	0.17.8		2348f3761f8e28f784c94e07d2b3c5be2f9d52c5
dev.inmo	micro_utils.mime_types	0.18.0		2348f3761f8e28f784c94e07d2b3c5be2f9d52c5
dev.inmo	micro_utils.mime_types	0.18.1		2348f3761f8e28f784c94e07d2b3c5be2f9d52c5
dev.inmo	micro_utils.mime_types	0.18.2		2348f3761f8e28f784c94e07d2b3c5be2f9d52c5
dev.inmo	micro_utils.mime_types	0.18.3		2348f3761f8e28f784c94e07d2b3c5be2f9d52c5
dev.inmo	micro_utils.mime_types	0.18.4		2348f3761f8e28f784c94e07d2b3c5be2f9d52c5
dev.inmo	micro_utils.mime_types	0.19.0		2348f3761f8e28f784c94e07d2b3c5be2f9d52c5
dev.inmo	micro_utils.mime_types	0.19.1		2348f3761f8e28f784c94e07d2b3c5be2f9d52c5
dev.inmo	micro_utils.mime_types	0.19.2		2348f3761f8e28f784c94e07d2b3c5be2f9d52c5
dev.inmo	micro_utils.mime_types	0.19.4		2348f3761f8e28f784c94e07d2b3c5be2f9d52c5
dev.inmo	micro_utils.mime_types	0.19.5		2348f3761f8e28f784c94e07d2b3c5be2f9d52c5
dev.inmo	micro_utils.mime_types	0.19.6		2348f3761f8e28f784c94e07d2b3c5be2f9d52c5
dev.inmo	micro_utils.mime_types	0.19.7		2348f3761f8e28f784c94e07d2b3c5be2f9d52c5
dev.inmo	micro_utils.mime_types	0.19.8		c6e6585dacff62e1a97866af47d0ffb6d61b815c
dev.inmo	micro_utils.mime_types	0.19.9		c6e6585dacff62e1a97866af47d0ffb6d61b815c
dev.inmo	micro_utils.mime_types	0.20.0		e3c8a2167ebeaf8d65bda7187b68c885dac610e0
dev.inmo	micro_utils.mime_types	0.20.1		e3c8a2167ebeaf8d65bda7187b68c885dac610e0
dev.inmo	micro_utils.mime_types	0.20.10		6909c5622fc9fe7592c921232cdf8bd8c016cfd5
dev.inmo	micro_utils.mime_types	0.20.11		fc3fd6345975a78ff403d20efa5c19830473faf2
dev.inmo	micro_utils.mime_types	0.20.12		b4cad27b61b267f98363bea8c521b4c9861f83c3
dev.inmo	micro_utils.mime_types	0.20.13		b4cad27b61b267f98363bea8c521b4c9861f83c3
dev.inmo	micro_utils.mime_types	0.20.14		b4cad27b61b267f98363bea8c521b4c9861f83c3
dev.inmo	micro_utils.mime_types	0.20.15		da3b907f4bcaa68473af0d353b8263fce9c094c1
dev.inmo	micro_utils.mime_types	0.20.16		da3b907f4bcaa68473af0d353b8263fce9c094c1
dev.inmo	micro_utils.mime_types	0.20.17		da3b907f4bcaa68473af0d353b8263fce9c094c1
dev.inmo	micro_utils.mime_types	0.20.18		da3b907f4bcaa68473af0d353b8263fce9c094c1
dev.inmo	micro_utils.mime_types	0.20.19		da3b907f4bcaa68473af0d353b8263fce9c094c1
dev.inmo	micro_utils.mime_types	0.20.2		e3c8a2167ebeaf8d65bda7187b68c885dac610e0
dev.inmo	micro_utils.mime_types	0.20.20		da3b907f4bcaa68473af0d353b8263fce9c094c1
dev.inmo	micro_utils.mime_types	0.20.21		da3b907f4bcaa68473af0d353b8263fce9c094c1
dev.inmo	micro_utils.mime_types	0.20.22		da3b907f4bcaa68473af0d353b8263fce9c094c1
dev.inmo	micro_utils.mime_types	0.20.23		da3b907f4bcaa68473af0d353b8263fce9c094c1
dev.inmo	micro_utils.mime_types	0.20.24		da3b907f4bcaa68473af0d353b8263fce9c094c1
dev.inmo	micro_utils.mime_types	0.20.25		da3b907f4bcaa68473af0d353b8263fce9c094c1
dev.inmo	micro_utils.mime_types	0.20.26		da3b907f4bcaa68473af0d353b8263fce9c094c1
dev.inmo	micro_utils.mime_types	0.20.27		a45135e9118236f2a1a8b3dcc063312bf6e528c3
dev.inmo	micro_utils.mime_types	0.20.28		da3b907f4bcaa68473af0d353b8263fce9c094c1
dev.inmo	micro_utils.mime_types	0.20.29		a45135e9118236f2a1a8b3dcc063312bf6e528c3
dev.inmo	micro_utils.mime_types	0.20.3		e3c8a2167ebeaf8d65bda7187b68c885dac610e0
dev.inmo	micro_utils.mime_types	0.20.30		a45135e9118236f2a1a8b3dcc063312bf6e528c3
dev.inmo	micro_utils.mime_types	0.20.31		a45135e9118236f2a1a8b3dcc063312bf6e528c3
dev.inmo	micro_utils.mime_types	0.20.32		a45135e9118236f2a1a8b3dcc063312bf6e528c3
