ai.swim	swim-vm	3.10.0		7edd6b8024f2d16103d7ba7454c8354e53a72d37
com.ibeetl	sql-solon-plugin	3.6.1-RELEASE		94073fe352e9d8d1e90f2d6b618b3166628f446a
com.ibeetl	sql-solon-plugin	3.6.2-RELEASE		67f1cab1670f491ac0cebdddf3a100887e747b4d
com.ibeetl	sql-solon-plugin	3.6.3-RELEASE		8b4fa06b3ea295b45284814972357cef65cae485
com.ibeetl	sql-solon-plugin	3.6.4-RELEASE		1fa6e97ccb6d6dc9cc6c2d65c7fece7bd25bf561
com.ibeetl	sql-solon-plugin	3.6.5-RELEASE		85a283642e4c5d0edf8b889a35ecb8c9157730d3
com.ibeetl	sql-solon-plugin	3.6.6-RELEASE		37102d356a290a4a552edeccab06e1880b5b676f
com.ibeetl	sql-solon-plugin	3.7.0-RELEASE		4c453c197a6d87190afb8bd7b50e8e3e8533b597
com.ibeetl	sql-solon-plugin	3.8.0-RELEASE		435a7fd4167b498b3aef7c52d4f0bdbb0d3035e6
com.ibeetl	sql-solon-plugin	3.9.0-RELEASE		01b3b77245833c1c9980dfc76362515daa389466
com.ip2proxy	ip2proxy-java	1.0.1		268fd5ee37617936318e9f18303a99bfb3bdce0a
com.ip2proxy	ip2proxy-java	2.0.0		00b708a3701eff78f5ccf1f7cd0cd75afa987124
com.ip2proxy	ip2proxy-java	2.1.0		303f88e594dfabf13976e1ad94c4bd54923d4644
com.ip2proxy	ip2proxy-java	2.2.0		e7c585d8c91c14448bee44f0ea50c53357a5c1f9
com.ip2proxy	ip2proxy-java	2.3.0		cd4114cbb971d6b496f9b402c77763e3c4a240e3
com.ip2proxy	ip2proxy-java	3.0.0		d7bf5cc7fa13b4d15cb9e019f8a22e7d32e06db4
com.ip2proxy	ip2proxy-java	3.0.1		fd0972b5dfb4a48b88227cae5a038efbd73ecdb2
com.ip2proxy	ip2proxy-java	3.0.2		edb2633ae98e0f421de5bb2ded04d41a9766fe04
com.ip2proxy	ip2proxy-java	3.1.0		e7edce1b550fc5934ee368ccd2aa3fca0a531edd
com.ip2proxy	ip2proxy-java	3.2.0		22037b7581317955259729ee7e6c0c3065e50c99
com.ip2proxy	ip2proxy-java	3.3.0		9a901ea2fdc91f9bb9f414b5e28b4e6e358c2123
com.ip2proxy	ip2proxy-java	3.4.0		de9766a39f07b8aa689539df2a41a219c5d4d1b8
com.ip2proxy	ip2proxy-java	3.5.0		d5394787e0a5f3a9c39fe19db3455dd9399914c3
com.ip2proxy	ip2proxy-java	3.5.1		de6bb7219a720ad46f5170c33ac1beab93f1effc
com.jentis	jentis-tracking-sdk	1.0.0		N/A
com.jentis	jentis-tracking-sdk	1.0.1		N/A
com.jentis	jentis-tracking-sdk	1.0.2		N/A
com.jnape.palatable	persistence	1.0		9ad9808ff0a4c5c2df0410542ab8a4973d622038
com.jnape.palatable	persistence	2.0		6a30e9407ab1ddb3a73e9d180390488eb216832c
com.jnape.palatable	persistence	2.1		c187b061dce81a874ed8922460f0e6feb371c1aa
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.0		66d068914528de923ec9f21417f60c276576ee7c
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.0	wsdd	cb5730147d529b5122e0830981b6724704baca63
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.1		2388fa6322ac52e84b8437b54873925069db23e8
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.1	wsdd	e3a06fc507e46ca175c7c20b8bebf287139e43d5
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.10		029e945e24beb0451f9ebcfa37798656a792d0ea
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.10	wsdd	15d9d57a631d1ad08aa99ec8817ab8a37bd026c6
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.11		8efe56ea8f0ef279a6f8e80e5002819f879f176d
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.11	wsdd	6b8d65c256917eeab8f5d59e066beec534199deb
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.12		1102cd69ba4da0db544559bf71953250415a8de4
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.12	wsdd	c248b9303512522f27167c7633c22a1ecdd65240
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.13		1e7ddd23de8c4a30beac8b65c711a011cf3309c9
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.13	wsdd	3558c823fe4c3f1819247f92a9dbf9dfb488f5e1
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.14		6cb94cc8ed4dc229099ffa6447f86a672b320248
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.14	wsdd	81076572601ea4fd5911d0c52a4b42fb67de0493
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.15		27c13d3cd4155e4f3fc25f3a671bf49d1dc14def
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.15	wsdd	41ab2aa68aaaef79909e10a64838667f1d762e56
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.16		ccf93aa35f11bcdac0c88681009a16c45e8a7371
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.16	wsdd	9bda3165cce71ed74ef284a8fcf24384a9941b8f
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.17		7891bc0ceff635cb15df585b2a7c2a7e4c05985f
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.17	wsdd	406130dcf7394ee973016bd7e1a91f8013df14ab
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.18		f1cc94f40f660fe81c187b607c976d5392474f1f
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.18	wsdd	90b246107bd54d4364af6413813a2f7c11519c4e
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.19		ee42f468947a931191e93dbb3be58a3637b02665
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.19	wsdd	fb2914ae209efb17819fd0e0129c7ca1025e486d
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.2		bd0fda2025f7e97deec526b1cfb70c21106105c6
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.2	wsdd	7acd3c7a72f443bdd8c8bcfab831766055eaa95b
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.20		96c95df1d714f73903d90478f415e880e2700595
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.20	wsdd	c8be0faa29eb45ddbcaf47740ccefd52c32eabbe
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.21		bf51247c3672c9f6010f8dd2a4308cbc0c9d8ed3
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.21	wsdd	10cd36e359b11e00fa98511e6eb387b57fa29df1
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.22		bc29be94b35397eb4b5d2b0d156095e0cf6cf986
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.22	wsdd	bb11038db495c93127d10442d04d495f8985c8cb
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.23		07721becb95326c3653979b1856050d1261d2901
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.23	wsdd	5f2884d9c9c18ea2f30cf131a20b69fdde60607f
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.24		a0c5885f684945660b9dd24067b46ab22a68b212
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.24	wsdd	468ac8f9ceb213154eb300be9c78c1bef38ab14d
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.25		2c98ff364f7304328da61225132e89dc19a793fa
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.25	wsdd	72028cf5b9994d6135f0adaa85c7df4a79deb647
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.26		76378df271e1af794c4de1551436db02d34d6fdb
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.26	wsdd	fd738b204e67582df05dc6338539e37a21a168bc
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.27		33d64af42b4d8773be9eefcf3072025cafc44e40
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.27	wsdd	7896491da72f2a38a02648fd063691aaf88a5f28
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.28		be3595d48457dc1490828419a8b0451d261d5f19
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.28	wsdd	30a70d70708c3ae43390b5fb57f54dabe825e959
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.29		737bf4b96b578a2ffabd147e5fe63df73e20d34b
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.29	wsdd	5e455ad582cc3fa00b129718c61b5e13422ce225
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.3		f1e50c99a4628660c965e6efff7d77831ca38287
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.3	wsdd	167b800b9d72e1824efaf48ea6b6e62f9eaecdc8
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.30		eea8cdbfc8ba0156cb2d21653ee02667e3d831c4
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.30	wsdd	a4ae200a7724e298edc53f14f8abdd874b933304
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.31		df5efdfc98b6d28aea6b20704c72bf50546d63ed
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.31	wsdd	fc6c1e9caacb0de09fff3827b15fd863d9b7fb7d
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.32		27a0ccc3ca6c6d3d7bca4403ebf307d5f4ce3f5d
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.32	wsdd	f4702ae98c45dff60c64735884c8231817b43902
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.33		be47e0aee92f53f409be10295d6eab1828427eaf
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.33	wsdd	a56e4d6c760a628cf2e90a4529782d66eda2050b
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.34		8e07044f1ee6e350039d0543dda19c39f6083572
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.34	wsdd	f94db98cdca1add9e270466ee103746770bc28d2
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.35		2a90f1337d1174150e703660f76cd6ec3f95f4b9
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.35	wsdd	50d681264f607fe4bb09cef4cfaad893a31c5e59
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.36		13e752415c14ba21ddb1b6b0cb1c1785ecb3f84f
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.36	wsdd	1ea4fb90b2e24f400f1ca2f7a356dc510eb4dd9e
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.37		5ca8f7bc9fc32ade9213178704bc5b7370157e3b
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.37	wsdd	973eebfe6068ca4e7caeb75882b8f30140e7b1a0
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.38		c86ac1f7a57a2519c2acaac1103d7ed2eeaf8c6d
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.38	wsdd	7ec948b7c424e127a363701d37d49a9a17dd62a1
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.39		59440a7f8fd38e98f1d00e2b5ecdc84a4bd5c4b4
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.39	wsdd	8e8983b11af9cdd5215400b257e0501b28a6f249
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.4		68f809fee0084ac95efec8ef7804166a65e5c300
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.4	wsdd	7b317939f500b48b1ce2b655924799c51a7f5321
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.40		a0d03ef011a73b5468551e3ef8892473b510ac66
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.40	wsdd	af13987a0d246dcadbee0de39bcda9591ec3dc2d
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.41		ac0de1bea45432d417db3706861fd4bcfb9252d9
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.41	wsdd	9ad5e3215c92e8d32fbc02aadc79252e1147771d
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.42		8bf2705a5003783c218a851167481482cec29553
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.42	wsdd	23a977f74d8f8edad575962a6413be4d115fe444
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.43		553f6d4c9ca2ac1a885f7bc99c100909c3d2119a
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.43	wsdd	5fabcc7b87a72d89aac9f2ef46885877f2e26017
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.44		54b88797b7b2d08afa3d67bfe739c8cf23699ebb
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.44	wsdd	a1ac616ef56795f089088c6aed924934b35e7b52
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.45		46824cc011ce94c926d3ef084fc90994d64351d4
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.45	wsdd	8b57e7bd51a0ac6a71e9101d5c90c8da2b08e716
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.46		5005f55eee9d570844a3f2a8f37525c4d988c2db
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.46	wsdd	2ae7963f6a34371c309d4cd3e4cfe9374d3c8492
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.47		e446bced743ebe574b8d3d3cc96220c3872ed495
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.47	wsdd	2e08e6bb707683a78131128b64c331410f8448a2
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.48		2de340d052ac8d31fdc8426b1d53ebbec1f91591
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.48	wsdd	7fe45af712a2a635c0e578fe978d2bc52628636a
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.49		b44bae628859992de4f3dd9b713dcbc370f45759
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.49	wsdd	f8a449c71b1ea0641e1de1ed0505c33782df4a27
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.5		8a5bbe4ceb83de9123122b41d677ee716c135886
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.5	wsdd	45534238e315257e70e13434186371e2d0328ba3
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.50		79fda85d7455dd632b62744ac7652731c036653e
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.50	wsdd	66d2fc21bb6215411c7aeb26d307a516c58aadac
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.51		1b587a5a0dc8e6a019fe5da75c1a61d6d28a8150
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.51	wsdd	d173a1409ee3c751f1dd6cdd44739e60eb983f92
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.52		57287af7fd773168f90e81f78dd1a40e7337f309
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.52	wsdd	d8cfd3f233cf5adea0fc118742d82f8afbe930d4
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.53		ac1f0924b606a337a11447bc5a746df4a2a84a54
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.53	wsdd	236321965db60bdf8703f828e85dcddc66537d67
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.54		60224554444a61072c58d4c19156c09fa5b2c9ef
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.54	wsdd	3ca75726236cbf936b64d6393fee1ed7fe6f2512
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.55		cd5fd096e6315670c78da8b6810a21c7363e8450
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.55	wsdd	c0011c701555ddf294529e3e968538e08ec1849e
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.56		9ac89e8d57ae26cb5d45cc1cd10c5fa8bf497540
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.56	wsdd	b707ac8c9f99cfd54a66e95a007ddaf9edb3d3d5
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.6		7ff8b74531332bcab88bfb77a8432a7c2c0242c6
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.6	wsdd	fbb7b59a360c47bfeea7323e49a426060d85b3b1
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.7		7355870c80cc911ba41a9fc64eda3beb8d1da8bc
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.7	wsdd	29cbcb32870e197c5181648603c1c7cf134c8334
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.8		684d6ae7a4c7c9da92bac39668492970fef1796e
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.8	wsdd	6c18bbb0b4036a6996f323542ec18fd26e89037e
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.9		0e80c9c6b84b58437b709ae9dd22703df3d033fd
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	1.0.9	wsdd	e64719bd25a8db228e643092ec4bbcb19f61fa15
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.0		7170ee4acac5578e20c31eafb3508f0efaaf54b1
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.0	wsdd	c7b3c49d3139778481ff64661e57b050de464a69
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.1		86e43e468dac48d6d198ce72faf02cddd21b51c2
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.1	wsdd	92d30262507e1518051a8286f02919f0075701ca
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.10		43c6ada209f5a287af4b02dc36db72344e56886c
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.10	wsdd	3c157cee946c24c0bb12f304e37ac161cd0f52d2
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.11		188cdba1cb6f976f58360bbb153e55b0331a5324
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.11	wsdd	f68695af9cd62fba3286d408ef7702a4040756fd
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.12		8e068398cefa43fc5347fe3dde5b392886e2b73f
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.12	wsdd	583a640cba6d2cd398ef80fdc08456acd1d285a2
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.13		74d76fe6c23081cb8ee954e89fe303e9ad50318e
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.13	wsdd	829fbbc51170f811df67bbc5bddd977e685b98df
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.14		aa30712bf99f24c89d39d87cd61db336b19ee859
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.14	wsdd	9a15c38b400711b33ea241200dbccbbd7624af9e
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.15		04d0c6e7916bf1b6cbe0dbbb34765fc5caf65b6d
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.15	wsdd	da175f846c8b4c1286a078ebb7225decdb79878f
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.16		dc3038b37671aee68f5c83e25da10891805c1b49
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.16	wsdd	b43651aa1079e3957de0d3276ad5fb12d94e371d
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.2		4c419aebe12972a5c8a5eace7c767b6efec3b830
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.2	wsdd	7bdd44cf9aa651c7f4266afeb5a14bf625801b71
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.3		c22d4f208b1eb12bfba5263c77be16d676616f64
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.3	wsdd	b35f30ced120244e68df88bdc81a1736a5eab114
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.4		4d78b8f6fd725e8f6883914ee5022c28b11a9a2a
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.4	wsdd	f9aabfdf4593b0c6d0c074a3bceb5ebbbf9b371d
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.5		75cbae84217122216c314314ad3d4f9e6485705a
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.5	wsdd	9da9d278ca7a58ea380c4c6c619b310b0b237e8c
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.6		9f7c7c892e4a5ca8610b857a50e2e238d968db3e
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.6	wsdd	6c10e16044a464a1cbe5b536ba95ab717a4c1cb9
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.7		344b8dc9f6c19797061ace484ed56ead94724b26
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.7	wsdd	58e24a414ee77fc3fec537fa1186a517c3b395ae
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.8		45ec250fc133d080e4f1f46a630b171be7125dfb
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.8	wsdd	9ef747a6d913a5168c4123f76cf44a64a93b1304
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.9		b3d49ed3715a2bd7974fd4b1ed4e04b25f975433
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	2.0.9	wsdd	150983866dea002f0b19fdfa6be9a411860638e0
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.0		a8e7107501aa7d2891830e604a35c5c0dfa63d43
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.0	wsdd	5e9fc290e024fae46bbf3f6914b151449e0513ab
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.1		6c6f18ed8be3968038da7e4fd70ca6d24e2e7af1
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.1	wsdd	51dfe4f649a613fd140467d0370745254560e24b
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.10		637063d8667c071ec4aa9497cef62a22b7eb30e8
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.10	wsdd	3f15d90f6ab700be5e617dddf3b0d0f63182a196
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.11		17f50707ec45e9e46fe2fd7e1d482053c75052f4
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.11	wsdd	88cfd53524ac7c47f9680ea0b69fb7a5911559c3
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.12		f3066f038312a3506806e94afee7de4e0d31459f
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.12	wsdd	34e687b95b4a4ec36f5ec0da76a9dfe72f2b463e
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.13		a170a6dab3c9106e424320ec313a62abc250d948
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.13	wsdd	fb0ce2a5fa0ab6d0d5c933affe91f1c746a29fbb
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.14		bd7c7df81fa8d3bc0bd134441b0dd6dd3cc6b445
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.14	wsdd	65f66c08e55c45b140d169e78410a5e35773f967
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.15		fabc860df7243c1f5acbf36ae7bbe3bf1ac73f16
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.15	wsdd	14dc4a15f5340c9c0ed47204b3a45911d4f05763
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.16		af76f5c056dbeb104b14be438960fe4dfeffa939
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.16	wsdd	7f20b87140719a292c48fc1e42c0c0884cc3b80f
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.17		db904e40cfb2bffc984586dfee41e2c576f0433c
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.17	wsdd	87c3c2af279eff88719233d3e305322b3c5f1ea8
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.18		13791314d21c6786852b0ee15c1f59147274ebf0
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.18	wsdd	83a5f161affc4f5f0bf054638365609a08cbc453
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.19		f9fdf57bfae0553345c6c59ad61cb0b4a3836124
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.19	wsdd	0f4b86047683a515e573fd7b206f7d8b477856f8
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.2		263ed80b40b42ecf13b5dd409220e5869b13aa4f
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.2	wsdd	cefbb066ad19d9a6ec14cc6180b97d0621f4e820
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.20		4c79282b2574097c4386c0a1c8a35700ccb68590
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.20	wsdd	cbf6b78eed3070a9a98e90bbe44a280fdaaaef0e
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.21		00be89f7e49b857461748d6127229f02eb4b26ca
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.21	wsdd	bbfed31cf262f7756dde3b1b2943daa75eff400e
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.22		cb269544259135419a2620aa1248e07b1fdfe627
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.22	wsdd	3c63af96a865f07377d89555a0139c1d4deb3dfe
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.23		759ebebe571fd8524e138cbfa70ecc1dfed14d3b
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.23	wsdd	9911e2c0a4492ba7fa53e8584e9c2098dbc2a05f
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.24		1a75b276f91a7cfc780737816e6f5e3866191bf3
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.24	wsdd	39b3052a42bb640bcc26328fc1645f938cd09a68
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.25		675acd7eb2127e52c214cc8ee3bdd898cd8e1eb5
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.25	wsdd	7669cf46bc317bff0ae53dc0b2f8da6a4b297fe7
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.26		32ad621c45979519cd692114cf22f4b22c27a5c0
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.26	wsdd	d8ae8bb2f1d63bffd15b7151dc7983d698572163
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.27		5cb4c0eb657baeba3aabcad1a4eb1de27a5e4c3e
com.liferay.commerce	com.liferay.commerce.product.type.grouped.service	3.0.27	wsdd	041d79ab95e730cea0de2fe92f07ea4aac7dd86d
