be.vlaanderen.informatievlaanderen.ldes.ldi	ldi-common	2.12.0		a02bc437545900478e925fa9c5ae7eea50cc7376
com.javaguns.roses	stat-api	8.3.1		959ede767d23487327e18b6f65f4feecd6ef7e60
com.javaguns.roses	stat-api	8.3.2		cf2012f6a9d0093803bf1e3e0b4e0b728275bd42
com.javaguns.roses	stat-api	8.3.3		0e12abef3a56c5752edf0f66b8863ba5eb27e9e6
com.netflix.karyon	karyon2-examples	2.2.0		1d5b50bdf18e803b0f200c8d790e94e026499d7d
com.netflix.karyon	karyon2-examples	2.2.0-rc.1		2b58de20c806a42cc12a0e6b561e9976b9086adc
com.netflix.karyon	karyon2-examples	2.2.0-rc.2		425db1e59382c5b40b37165d230cf6849b54d819
com.netflix.karyon	karyon2-examples	2.3.0		aae6cff051dca3d9e6b3887654ef17f428c38704
com.netflix.karyon	karyon2-examples	2.3.0-rc.1		b0e2a2de870a8044111061adc0c5d19644184ff6
com.netflix.karyon	karyon2-examples	2.4.0		cbcd2457418a68b284970770a01af2a801d1704e
com.netflix.karyon	karyon2-examples	2.4.0-rc.1		2aa851e737a0b0f0032af21b24782b941386863c
com.netflix.karyon	karyon2-examples	2.4.0-rc.1-jetty-6		3cdb098c88feb36c8da83842f0a2a7dd874f6bb1
com.netflix.karyon	karyon2-examples	2.4.0-rc.2-jetty-6		e0148181775a24fff76ac3916b92296fc02b36bd
com.netflix.karyon	karyon2-examples	2.5.0		84f08f8e48c330bf798705064dd54d7d60193e90
com.netflix.karyon	karyon2-examples	2.5.1		16232a5e833004d845b841d34c9cf495cd7a4e1e
com.netflix.karyon	karyon2-examples	2.6.0		ad0b65ea8d82a558fb771c004212c8d5de9e2d29
com.netflix.karyon	karyon2-examples	2.6.1		5969248d8a5b46f6ddc80e9d25affdd911ac7182
com.netflix.karyon	karyon2-examples	2.7.0		e1fc3d20f2886b686a67d1ceb58d37695d254182
com.netflix.karyon	karyon2-examples	2.7.1		d006d184685c7537a7dcb336a18cdb4efcda0540
com.netflix.karyon	karyon2-examples	2.7.2		c5478267c6f724af99e41fc0befab3c0d6df9209
com.netflix.karyon	karyon2-examples	2.7.3		239cb7b3425d350f3f8d20a6216513b3c79deb7f
com.netflix.karyon	karyon2-examples	2.7.4		aad4a0342569021aaf59564817053689e8022c2f
com.netflix.karyon	karyon2-examples	2.7.5		52ec7a73e9a2d5af5b2f9b6e34e65f5dc51c5e49
com.netflix.karyon	karyon2-examples	2.7.6		a66996cc5b2931efe63706062822d8bf2234bdcb
com.netflix.karyon	karyon2-examples	2.8.0		0bf9f0a56dc464a7647dac908552c54b6705c5d1
com.netflix.karyon	karyon2-examples	2.8.1		585bbf784fd1aa9ae0ad223acd6b22da7c48eea9
com.netflix.karyon	karyon2-examples	2.8.2		766bee8ee16b144cf2a17ef4241502ad15d26ed1
com.netflix.karyon	karyon2-examples	2.8.3		39b475ff7930b7b1b8ffbc56b753460c29b2f505
com.netflix.karyon	karyon2-examples	2.9.0		260556561a1a2d95b960789f0b5934344c219cb4
com.netflix.karyon	karyon2-examples	2.9.1		0688b1a5d240c3c051f528fb1312b3482c74e414
com.netflix.karyon	karyon2-examples	2.9.2		2922768ddd3bcf00d5c108e253427fcefe93531b
com.onyxdevtools	onyx-database-tests	2.2.0		N/A
com.onyxdevtools	onyx-database-tests	2.2.1		f06c34db381ddd90817bf603b2f08d0dc5e2700a
com.onyxdevtools	onyx-database-tests	2.2.3		f16db6b0c10a49dc26298f492aea5ffcdb1e751e
com.onyxdevtools	onyx-database-tests	2.2.4		cc655dc09b03f5b1e5c4594074aadaf6f27a9fd9
com.onyxdevtools	onyx-database-tests	2.2.5		01e3fd89fe4ea396e5e6c8dbe9d3cbdf9d86d8d0
com.onyxdevtools	onyx-database-tests	2.2.6		ad6934bce35bd3ced9e65370c6dad764808e220b
com.onyxdevtools	onyx-database-tests	2.2.7		774ace0a1cc58880a42fff7e8e802bd95845f084
com.soywiz	korlibs-chartype-macosarm64	6.0.0-alpha2		N/A
com.soywiz	korlibs-chartype-macosarm64	6.0.0-alpha2	metadata	ec2559e87515a549cac26924e8ff77afd4373510
de.adorsys	dfs-connection-api	0.0.11		1327e2cdc116c1df372d96457cb8c1bb5acfc01e
de.adorsys	dfs-connection-api	0.0.13		29b1cbedf534be49265cab746d34dc4f51bf2010
de.adorsys	dfs-connection-api	0.0.14		8d1d8ff78b6bdcd81d3ca84ece289e693e1d6b08
de.adorsys	dfs-connection-api	0.0.15		8d62491ec713f5657d21feba326f6e3694dcc50e
de.adorsys	dfs-connection-api	0.0.16		f112c5d9ef00a1270eab0a631015bd600ded02df
de.adorsys	dfs-connection-api	0.0.2		b37ce3e315513dccb71625ad2c1572199c81926c
de.adorsys	dfs-connection-api	0.0.3		30aa27026ab9cbc3af43e4514304a0027efb03a5
de.adorsys	dfs-connection-api	0.0.4		3f32d3b3b4c70a88dd986f044bfd7151709f5f18
de.adorsys	dfs-connection-api	0.99.0		607176eae9470820d9a3121ec6585e0dd53ac199
de.adorsys	dfs-connection-api	0.99.2		e9a5d7edf4c9d7f77dd1313b389ae51aa0f47881
de.adorsys	dfs-connection-api	0.99.3		65be3a704ac000f6a06fe0b09b8a3614d1d9beb0
de.adorsys	dfs-connection-api	0.99.4		d05c697eae11b9c317118ce4f447b7bb77c82813
de.adorsys	dfs-connection-api	1.0.0		bc4f38c8d759d85959f1b3f5b462e5f3338253ad
de.sciss	soundprocesses-views_2.12	3.10.2		cbce9931200206316b64a6981b9a99db108dd15b
de.sciss	soundprocesses-views_2.12	3.11.0		dcb722d87b0fee65861835152336a6808ca7e3b1
de.sciss	soundprocesses-views_2.12	3.12.0		4da199292a20fb179fd75b57ba9df4cc3daac093
de.sciss	soundprocesses-views_2.12	3.12.1		593940a7008226479cac317042a1eebb30cc9c87
de.sciss	soundprocesses-views_2.12	3.12.2		21c9c8e023b76a49a15a17a51ce60df0bb447d14
de.sciss	soundprocesses-views_2.12	3.12.3		2616b0e9bcb8b96b637fa3ee94f892554f35c62e
de.sciss	soundprocesses-views_2.12	3.12.4		67027bbdfc6169ace5b99804559d927973f4461c
de.sciss	soundprocesses-views_2.12	3.12.5		297e5ee0581658f9811298ada1bb0a60808917cf
de.sciss	soundprocesses-views_2.12	3.13.0		e2e2d2e77d1e5eb5269f99aa87829af3450e8a13
de.sciss	soundprocesses-views_2.12	3.14.0		f1c54da5f20ea42fcd0202fefafe2a5bcc0e2fee
de.sciss	soundprocesses-views_2.12	3.14.1		d054911a6a739b0cb4cffe1680368d6c7abec8a9
de.sciss	soundprocesses-views_2.12	3.15.0		1b3d715dc091efe4d9790cecd2609f09e4823824
de.sciss	soundprocesses-views_2.12	3.16.0		6500e4d63b4f4086fee207d87389b31f7712196c
de.sciss	soundprocesses-views_2.12	3.16.1		e45297118e882ea6944703928f72c285b11b6187
de.sciss	soundprocesses-views_2.12	3.17.0		b00b2654af1e27a6e62469163545a27da99c6572
de.sciss	soundprocesses-views_2.12	3.18.0		e74ca0bcd148828c01404de0816f2c79a357d573
de.sciss	soundprocesses-views_2.12	3.19.0		f781570a64dd33f62719400b6f45f4692f06b2d2
de.sciss	soundprocesses-views_2.12	3.20.0		39b9d928bd3c6e153ab180d46f2b64fc25893459
de.sciss	soundprocesses-views_2.12	3.20.1		d5e1a5fc70fe93771dcdde2c91b45a16c67a3cab
de.sciss	soundprocesses-views_2.12	3.20.2		e1b631a25bf4e29a55d698f81fd73209bbed5381
de.sciss	soundprocesses-views_2.12	3.21.0		850afb23b30ba5cc402a36e4dd0955a02d376c99
de.sciss	soundprocesses-views_2.12	3.21.1		9a07c75173d604927b8c65425dda7c5685abe0d1
de.sciss	soundprocesses-views_2.12	3.21.2		488c19df2c13a914b0c3e3caf9b88c98c80b12ba
de.sciss	soundprocesses-views_2.12	3.21.3		cbc0ed3e8ff2c1d9860658dae023c04196b8b961
de.sciss	soundprocesses-views_2.12	3.22.0		a352cabc4cf2994f444bec42fd3b953beb890d86
de.sciss	soundprocesses-views_2.12	3.23.0		724877ad22756b58fc2b28f13593be7ac1b889d8
de.sciss	soundprocesses-views_2.12	3.23.1		b65260d517346d36abc660272a371b0637f0d6a3
de.sciss	soundprocesses-views_2.12	3.24.0		525d634eecc82623e059b9cce7a0f6cd1822aa57
de.sciss	soundprocesses-views_2.12	3.25.0		e2fd30451c57b008d2a5b00482d9b656e58b0fcb
de.sciss	soundprocesses-views_2.12	3.26.0		d254fd88f08ca94e6540f3ef66f22e2f371d0bad
de.sciss	soundprocesses-views_2.12	3.27.0		e94faf7be8c5a5f358e63274bb6e89626dba7b94
de.sciss	soundprocesses-views_2.12	3.27.1		4b3e1cbb380806400d19daa69e94e542ac110a1e
de.sciss	soundprocesses-views_2.12	3.28.0		5a44cadad8bbfc52700f19fbb069be98a10dba6a
de.sciss	soundprocesses-views_2.12	3.28.1		693c2c30ce48496e014b8a95079c6857b596e6ef
de.sciss	soundprocesses-views_2.12	3.29.0		596605af43dd13a777b2f4141c5ab4bdbf45efff
de.sciss	soundprocesses-views_2.12	3.29.1		b4ac58907db23e328e64772e0d11f77b1677894d
de.sciss	soundprocesses-views_2.12	3.29.2		c1fff25ca4d82f67690d394b3ca9ed92404228f5
de.sciss	soundprocesses-views_2.12	3.29.3		ece2a959b197930bfaad1cfceecf70669d5359ac
de.sciss	soundprocesses-views_2.12	3.30.0		608479d56da6d81d3119a34bc3dbd88118bec6d6
de.sciss	soundprocesses-views_2.12	3.31.0		02691c0ced0271fc65bf317b94a4b5f2c3bda037
de.sciss	soundprocesses-views_2.12	3.32.0		46c482f0bc72b424af2286bfaf8a56e971f84a15
de.sciss	soundprocesses-views_2.12	3.32.1		232c4a5366e0954283555bc408a8d5bc9e8f85e2
de.sciss	soundprocesses-views_2.12	3.32.2		39ad2fd24a06dfd972d9a9d9e56afc2bd81d2fa7
de.sciss	soundprocesses-views_2.12	3.33.0		7e9a9f63a0b9ad4808dbf64901e389c8cf3df7de
de.sciss	soundprocesses-views_2.12	3.33.1		675081d73de5503495f0484943b0ff997008dbda
de.sciss	soundprocesses-views_2.12	3.33.2		596671dff8c84d2cc76ec4d5bf0b0560c212dd5d
de.sciss	soundprocesses-views_2.12	3.33.3		c01a23cbb784243117325e325cde756d37b718ce
de.sciss	soundprocesses-views_2.12	3.34.0		b0ae38cc5ad753d693e3f4cb2b1f1abef11e9060
de.sciss	soundprocesses-views_2.12	3.34.1		f0824cdc765cce65adf97c6d49e6e01b7d2e1546
de.sciss	soundprocesses-views_2.12	3.35.0		3b63b6bca2e084e9097fa943bde195aa82b2486b
de.sciss	soundprocesses-views_2.12	3.35.1		8cc1f2f12df16522c5e0c3ac0308d9237528318c
de.sciss	soundprocesses-views_2.12	3.35.10		4d1d16aac1ec15c5767d788e52d2b91312a34130
de.sciss	soundprocesses-views_2.12	3.35.2		be35e7fee2017ea5cd88ad09fc479c553afaab1c
de.sciss	soundprocesses-views_2.12	3.35.3		e279f0c05cb0ad63fd44cda71dbd293d918e3400
de.sciss	soundprocesses-views_2.12	3.35.4		f8f7d27371c3c3fd77504c8e801deb292d85a058
de.sciss	soundprocesses-views_2.12	3.35.5		385e4d27f8b2f3bc47b230b30c31516106131b9f
de.sciss	soundprocesses-views_2.12	3.35.6		2558b454bc39993fe2fef092c249fbf5f66b0b41
de.sciss	soundprocesses-views_2.12	3.35.7		bac033c79f768b09463ef82180ab12e8da71d497
de.sciss	soundprocesses-views_2.12	3.35.8		6a59b127ead308e28165daec2805fa9c49f79d4b
de.sciss	soundprocesses-views_2.12	3.35.9		6f85fcc62cb16bfca88cc543d1fe23abdcd1d18e
de.sciss	soundprocesses-views_2.12	4.0.0		506f3aa68848ec877e8faf28f918af8bf14f8855
de.sciss	soundprocesses-views_2.12	4.0.1		237447bef524157602535bbb530c22bc61e3d66c
de.sciss	soundprocesses-views_2.12	4.1.0		374ca8c3fd2c7062ad80470bbbec62fd5f8cc9f9
de.sciss	soundprocesses-views_2.12	4.1.1		0ad39224cfb8e1082419392015aaa1681f00c7a3
de.sciss	soundprocesses-views_2.12	4.10.0		0c4caade78c6cd6a11a1b3ca86fe12abd7a1229e
de.sciss	soundprocesses-views_2.12	4.11.0		31812763f5accb63f8960c371d19cf3a28cf8123
de.sciss	soundprocesses-views_2.12	4.12.0		9f470e571a6e55de1e79c36eec386662ed5dee82
de.sciss	soundprocesses-views_2.12	4.12.1		2fd2cb8a53e87d6366405023aea129770d9b9338
de.sciss	soundprocesses-views_2.12	4.12.2		e275a94dd0798f3df3c1eb3409d505056d000f4b
de.sciss	soundprocesses-views_2.12	4.13.0		433910aa908a51586b160344df8b0c59aa13d17b
de.sciss	soundprocesses-views_2.12	4.13.1		0a6369575caf752c004e56d421b43195d92b4020
de.sciss	soundprocesses-views_2.12	4.14.0		f17f23e0f2f859e50fd834e8620fa9f5fca82afc
de.sciss	soundprocesses-views_2.12	4.14.1		547e6ab334710b0cddd23a99d125709cdcd80fa7
de.sciss	soundprocesses-views_2.12	4.14.10		592063700b51024c39bc87f03ce2e5ffe65e8786
de.sciss	soundprocesses-views_2.12	4.14.14		ebe3c0f7a318e9c5560b9fd18a45112b35d3ccb0
de.sciss	soundprocesses-views_2.12	4.14.15		b8e80214a7a0cc21731c2e6323acb1e13d5279e8
de.sciss	soundprocesses-views_2.12	4.14.16		1d32942517e9ad4b2b91e223b425a4517c0d6b03
de.sciss	soundprocesses-views_2.12	4.14.17		1ff31dcee819fdfc9071b9f999e63e3f94e8e9e8
de.sciss	soundprocesses-views_2.12	4.14.18		13ee8273a9f71512abe8ecd78de5ff48400a59f3
de.sciss	soundprocesses-views_2.12	4.14.19		acf93b44eb1a1b9d7703b9d88430a69f59cb015c
de.sciss	soundprocesses-views_2.12	4.14.2		1992efecc5f4c9ed4d1fba726b84cab4857116b5
de.sciss	soundprocesses-views_2.12	4.14.20		272a0c77f1ecf8c3dbc0a8b7b6993b779181babe
de.sciss	soundprocesses-views_2.12	4.14.3		e1e1dd2c949d98b5da74dfb89f6df8a37ffa0fa9
de.sciss	soundprocesses-views_2.12	4.14.4		2357a2e0a228dd6ab4c234420f0ee9f8c0a76cbf
de.sciss	soundprocesses-views_2.12	4.14.5		8c2536a9e45862f4c5453b0a4af87b8c7189881d
de.sciss	soundprocesses-views_2.12	4.14.6		fda1ed66e8a0a8a9ed1a205276fd07fad8fad2b7
de.sciss	soundprocesses-views_2.12	4.14.7		0ec4f7b6f8065cbd182610366ffcb85152bf8b4e
de.sciss	soundprocesses-views_2.12	4.14.8		cf22ad829f9f2e02fb9d00aa21ca50dc303495ee
de.sciss	soundprocesses-views_2.12	4.14.9		925b6d3a77e8c6219701e6612ea0673574c7249f
de.sciss	soundprocesses-views_2.12	4.2.0		67013fbe6ddf49dbee4f28a5e16fa79175f0680d
de.sciss	soundprocesses-views_2.12	4.3.0		b5dab7f7851fd94f2a6ca389aca90a527bcefd8c
de.sciss	soundprocesses-views_2.12	4.3.1		088878aa3537a1f8309eff709cf479e7d5ffe17d
de.sciss	soundprocesses-views_2.12	4.4.0		18e4ff792cc913b203ee3a1673ce5ddf63129117
de.sciss	soundprocesses-views_2.12	4.4.1		14e80614d47bffed648bad171194f0d80bea9a41
de.sciss	soundprocesses-views_2.12	4.5.0		5932e48f2810405c12e7c4755d67ec45c91fe2a5
de.sciss	soundprocesses-views_2.12	4.6.0		991840568b2f118ab8ee594d34b9f5f45e94f628
de.sciss	soundprocesses-views_2.12	4.7.0		f9b0063c53080e71bfacb56e5ce220441798bee5
de.sciss	soundprocesses-views_2.12	4.7.1		1b612559f0b2a1d086fbee5ccd7e8ea6fda8b476
de.sciss	soundprocesses-views_2.12	4.7.2		991b502439651b3d030d747cf3323ea1db5165b9
de.sciss	soundprocesses-views_2.12	4.7.3		b5bd084a59e9e5ee224091ca14341a613d88c734
de.sciss	soundprocesses-views_2.12	4.7.4		4710c98b813b1dc19f0735a2c99edbaf0a10ea0d
de.sciss	soundprocesses-views_2.12	4.7.5		8e9eff3a38c9bd96fdd76dd826cd10be92d05774
de.sciss	soundprocesses-views_2.12	4.7.6		6495189df139573da429f54e761d8962357e75d3
de.sciss	soundprocesses-views_2.12	4.7.7		336ca84c8f96cdf2aad3dec0021cace921e46356
de.sciss	soundprocesses-views_2.12	4.8.0		32e124f3b0ad0679aa20fd4ff91cbfba7a8407a1
de.sciss	soundprocesses-views_2.12	4.9.0		d0d3f0bfc2c4974369d9f8a74769f64f50b01e20
digital.guimauve.zodable	zodable-annotations-tvosx64	1.0.1		N/A
digital.guimauve.zodable	zodable-annotations-tvosx64	1.0.1	metadata	1e84458d41a0169296e8cb8a04fff5ecb0de84b4
digital.guimauve.zodable	zodable-annotations-tvosx64	1.1.0		N/A
digital.guimauve.zodable	zodable-annotations-tvosx64	1.1.0	metadata	ad1d1644affc19e0434f55d397b831e663217181
digital.guimauve.zodable	zodable-annotations-tvosx64	1.1.1		N/A
digital.guimauve.zodable	zodable-annotations-tvosx64	1.1.1	metadata	d3ba0babd9fc21b1418ef2e3c0e045243687b800
digital.guimauve.zodable	zodable-annotations-tvosx64	1.1.2		N/A
digital.guimauve.zodable	zodable-annotations-tvosx64	1.1.2	metadata	d3b5514b370f3be1fcb4d74ac1ac4847007280cc
digital.guimauve.zodable	zodable-annotations-tvosx64	1.2.0		N/A
digital.guimauve.zodable	zodable-annotations-tvosx64	1.2.0	metadata	388c133e49b338d283c5cd81ecde105d31d0a461
digital.guimauve.zodable	zodable-annotations-tvosx64	1.2.1		N/A
digital.guimauve.zodable	zodable-annotations-tvosx64	1.2.1	metadata	4e37063230e7bcaefdab5efadd8ae870a2f393f9
digital.guimauve.zodable	zodable-annotations-tvosx64	1.2.2		N/A
digital.guimauve.zodable	zodable-annotations-tvosx64	1.2.2	metadata	8c2cd24c4ed5d42a347a3765152ee0bb7964b4df
digital.guimauve.zodable	zodable-annotations-tvosx64	1.2.3		N/A
digital.guimauve.zodable	zodable-annotations-tvosx64	1.2.3	metadata	93a4c6260967b249d1f70b2337524527569d6aa7
digital.guimauve.zodable	zodable-annotations-tvosx64	1.3.0		N/A
digital.guimauve.zodable	zodable-annotations-tvosx64	1.3.0	metadata	b23b39ca80038bcb085c6831376b5cb3f065edde
digital.guimauve.zodable	zodable-annotations-tvosx64	1.3.1		N/A
digital.guimauve.zodable	zodable-annotations-tvosx64	1.3.1	metadata	22a69addce44e60016233e24d29b6b5ff4895637
eu.europa.ec.joinup.sat	jdplus-spreadsheet-cli-plugin	3.0.0		f1af31dc25649bdb341b598b1a0f33745a85af3d
eu.europa.ec.joinup.sat	jdplus-spreadsheet-cli-plugin	3.0.0	uber	3d584a5ff83b3a2089389d7e3813c16da02af89b
eu.europa.ec.joinup.sat	jdplus-spreadsheet-cli-plugin	3.0.1		2165f54de71dd1d6fd1cc03cf5bd2ea2c8abb000
eu.europa.ec.joinup.sat	jdplus-spreadsheet-cli-plugin	3.0.1	uber	85efa385969daeb28c65de3732e2cedcc01ddc73
eu.europa.ec.joinup.sat	jdplus-spreadsheet-cli-plugin	3.0.2		ca23b1096f7af0c860fd4c9abde23d254e4d9e24
eu.europa.ec.joinup.sat	jdplus-spreadsheet-cli-plugin	3.0.2	uber	bd2ef402ed3f69a6715b84181aa17265434e71c7
eu.europa.ec.joinup.sat	jdplus-spreadsheet-cli-plugin	3.1.0		a86617687429d2385d0cb0bbf35372acfe1ffbb7
eu.europa.ec.joinup.sat	jdplus-spreadsheet-cli-plugin	3.1.0	uber	2ea27fe2bb27dab6bc52fb8a5008dc7c2bf00735
eu.europa.ec.joinup.sat	jdplus-spreadsheet-cli-plugin	3.1.1		7be3673e3e74ddcc7ed68fdd8fc3df8055d3ff46
eu.europa.ec.joinup.sat	jdplus-spreadsheet-cli-plugin	3.1.1	uber	8bcb3c5d163c948e6abd6cc33628e3a8b1e1bedd
eu.europa.ec.joinup.sat	jdplus-spreadsheet-cli-plugin	3.2.0		eb031e799bef3defa86d35b5aa121ced6c2a31f1
eu.europa.ec.joinup.sat	jdplus-spreadsheet-cli-plugin	3.2.0	uber	f6ea8131ff097a7f47c51b06d8ef9850724396c6
eu.europa.ec.joinup.sat	jdplus-spreadsheet-cli-plugin	3.2.1		234fdd76a1fe204f25e590d136e36b7bfee20ee2
eu.europa.ec.joinup.sat	jdplus-spreadsheet-cli-plugin	3.2.1	uber	bd82db0ee9261e391eecdb3b0178e603bf85382b
eu.europa.ec.joinup.sat	jdplus-spreadsheet-cli-plugin	3.2.2		f00a696a298376959c985f659684ffed202447e6
eu.europa.ec.joinup.sat	jdplus-spreadsheet-cli-plugin	3.2.2	uber	ee3ccfb8a404efdc4c535d7956b408e2535e2947
eu.europa.ec.joinup.sat	jdplus-spreadsheet-cli-plugin	3.2.3		f9bfb4a57b0920a4cfea10f27d5afb17dbd24f58
eu.europa.ec.joinup.sat	jdplus-spreadsheet-cli-plugin	3.2.3	uber	1e90f806e202dc15603bc1aca8be3264d9ced41d
eu.europa.ec.joinup.sat	jdplus-spreadsheet-cli-plugin	3.2.4		51c13beb4ada6ddfe1bc4f376459e16d34c036cd
eu.europa.ec.joinup.sat	jdplus-spreadsheet-cli-plugin	3.2.4	uber	376a017c46894afdfdedaebe6ef399e99e3b4a40
eu.europa.ec.joinup.sat	jdplus-spreadsheet-cli-plugin	3.3.0		68223115dcab84f22035363d2411dd9c26e2bedc
eu.europa.ec.joinup.sat	jdplus-spreadsheet-cli-plugin	3.3.0	uber	46859ddfa8024f5fbe21f74726777beb02cc48f2
eu.europa.ec.joinup.sat	jdplus-spreadsheet-cli-plugin	3.4.0		39575129bb18d643652ad150b28925047221f1e3
eu.europa.ec.joinup.sat	jdplus-spreadsheet-cli-plugin	3.4.0	uber	4cfcb2dac067147925ef39fd5d6955c3c59bc173
eu.europa.ec.joinup.sat	jdplus-spreadsheet-cli-plugin	3.5.0		51d22004d0876670bfe781eaa0f51c75871cecab
eu.europa.ec.joinup.sat	jdplus-spreadsheet-cli-plugin	3.5.0	uber	1b09e093d66533eab24ad0e4b8958721bf08b932
exo	exoplatform.jsf.exo-components	1.0		81133f5c6284ce40e20cb791a796aef92336158f
info.bethard	timenorm	0.9.0		a1f093b6f5a057dfc8c436319ea4076b50d48035
info.bethard	timenorm	0.9.5		9f9fa8794f91f125ea7fb15838e540ace856dd43
info.bethard	timenorm	0.9.6		3633c0bba80ca15e7da67b333ef1e3a90ef82761
io.apicurio	apicurio-tenant-manager	0.1.0.Final		N/A
io.apicurio	apicurio-tenant-manager	0.1.1.Final		N/A
io.apicurio	apicurio-tenant-manager	0.1.2.Final		N/A
io.apicurio	apicurio-tenant-manager	0.1.3.Final		N/A
io.apicurio	apicurio-tenant-manager	0.2.0.CR1		N/A
io.apicurio	apicurio-tenant-manager	0.2.0.CR2		N/A
io.apicurio	apicurio-tenant-manager	0.2.0.Final		N/A
io.eqoty.kryptools	secp256k1-jvm	0.1.0		1e9b2f982d92334739edc5ef2f840481520bbc49
io.eqoty.kryptools	secp256k1-jvm	0.1.1		1e9b2f982d92334739edc5ef2f840481520bbc49
io.eqoty.kryptools	secp256k1-jvm	0.2.0		1e9b2f982d92334739edc5ef2f840481520bbc49
io.eqoty.kryptools	secp256k1-jvm	0.2.1		52ae9a38cb437038440fce7e007cd86ce3e6681a
io.eqoty.kryptools	secp256k1-jvm	0.2.2		be1c99cd147ed0994fd8d70dfba65a5f82c9effe
io.eqoty.kryptools	secp256k1-jvm	0.2.3		be1c99cd147ed0994fd8d70dfba65a5f82c9effe
io.eqoty.kryptools	secp256k1-jvm	0.3.0		8407edfe65cd25af11b98ba488981e0bcafd0aae
io.eqoty.kryptools	secp256k1-jvm	0.3.1		c7dbd4214d3b2a8ac964baf93c8782e3521f119e
io.eqoty.kryptools	secp256k1-jvm	0.3.2		7277ef81a40aaa747bf0b0f1f236a1cffabd8b0c
io.eqoty.kryptools	secp256k1-jvm	0.3.3		7277ef81a40aaa747bf0b0f1f236a1cffabd8b0c
io.eqoty.kryptools	secp256k1-jvm	0.3.4		7277ef81a40aaa747bf0b0f1f236a1cffabd8b0c
io.eqoty.kryptools	secp256k1-jvm	0.4.0		a2706c2950e95fa0090d761c7a631b8afe786196
io.eqoty.kryptools	secp256k1-jvm	0.5.0		a22b83a2de151a28d4db7a8f7476bdc269b6ce4f
io.eqoty.kryptools	secp256k1-jvm	0.6.1		e8b60b4d1b9db85b103f95f45c5618b58af533e3
io.fabric8.tenant.packages	fabric8-tenant-che-mt	2.0.53		b7ca72f25223d2682e6a680fe897790a1b1f869b
io.fabric8.tenant.packages	fabric8-tenant-che-mt	2.0.54		eb46701bdbf3511359eb332cc015681c88044fdb
io.fabric8.tenant.packages	fabric8-tenant-che-mt	2.0.55		c253f30396d8eddcc25d1b5159834b9c53257762
io.fabric8.tenant.packages	fabric8-tenant-che-mt	2.0.56		626de595531ba07d715b4bff7b6d028af9f4207d
io.fabric8.tenant.packages	fabric8-tenant-che-mt	2.0.57		a677ae800721f5ef40fa13fe69b339a0e5f4c895
io.fabric8.tenant.packages	fabric8-tenant-che-mt	2.0.58		b5710d2eca653e1ca4be530e88d191c7988e74fc
io.fabric8.tenant.packages	fabric8-tenant-che-mt	2.0.59		a8aab556616d78d74d7c8a620cdd1d90607d492c
io.fabric8.tenant.packages	fabric8-tenant-che-mt	2.0.60		d178622893efadffbb222ef0d0038b39483aafc8
io.fabric8.tenant.packages	fabric8-tenant-che-mt	2.0.61		b76dc9a9f2a6b9312347638d2894f396aa3642e6
io.fabric8.tenant.packages	fabric8-tenant-che-mt	2.0.62		8bdfc9fe2147d3e04041306579543966a63f281c
io.fabric8.tenant.packages	fabric8-tenant-che-mt	2.0.63		67ee124f48d2533f9bd06a4bb600461c232d0152
io.fabric8.tenant.packages	fabric8-tenant-che-mt	2.0.64		feb104d37db38df3cdee9d68ff6415b599dabdea
io.fabric8.tenant.packages	fabric8-tenant-che-mt	2.0.65		f296b1d718b9c6b4cfa4ef5be2bd5249727f0313
io.fabric8.tenant.packages	fabric8-tenant-che-mt	2.0.66		eaa9945065ca439524cce019b2d92a965fa6dab4
io.fabric8.tenant.packages	fabric8-tenant-che-mt	2.0.67		9f63cf3d1378391a2df2bc24f7d43c0b8e2eeadb
io.fabric8.tenant.packages	fabric8-tenant-che-mt	2.0.68		3a6c3864f917cd969768dad206d5825d54418e71
io.fabric8.tenant.packages	fabric8-tenant-che-mt	2.0.69		e26b1b4357e24278b96acc629ccc84e8ea03c0dd
io.fabric8.tenant.packages	fabric8-tenant-che-mt	2.0.70		7b0e4762aff07b1ab133df4f7d26822e69b1126b
io.fabric8.tenant.packages	fabric8-tenant-che-mt	2.0.71		378b7fa08827da42d878d9925ad070a4f9f87101
io.fabric8.tenant.packages	fabric8-tenant-che-mt	2.0.72		c2453d54fdde217c61bf2511669d6727805ccb46
io.fabric8.tenant.packages	fabric8-tenant-che-mt	2.0.73		22613f00a691541dc755b8e76a36613a6f63b4ce
io.fabric8.tenant.packages	fabric8-tenant-che-mt	2.0.74		d592f10bb5222468284f64138090103206812a1b
io.fabric8.tenant.packages	fabric8-tenant-che-mt	2.0.75		7e42f1ecfd8c5928dd7bf0f57bbd2c312ffde021
io.fabric8.tenant.packages	fabric8-tenant-che-mt	2.0.76		e3f1452060eae617aff2f3780ca74be0d2f39adf
io.fabric8.tenant.packages	fabric8-tenant-che-mt	2.0.77		dd6e78b57dbc508768969001b2e395519842923f
io.fabric8.tenant.packages	fabric8-tenant-che-mt	2.0.78		89530296f28bfbd56e0e9be3e92fa5b490fbf9a6
io.fabric8.tenant.packages	fabric8-tenant-che-mt	2.0.79		90571c630f5053da56999cd5495135efa9844a89
io.fabric8.tenant.packages	fabric8-tenant-che-mt	2.0.80		4c79bc3da01781709d42ec170f666cbeffbd62b7
