ch.admin.bit.jeap.messagetype.jeap	reactions-observed-event	1.0.0		d6c9c1106457ace37543332ee17afa65b20f1b84
com.oracle.oci.sdk	oci-java-sdk-aivision	3.44.4		9cbbcdbbd220c2f8bfc678f1cfd75985cc9f82c5
com.oracle.oci.sdk	oci-java-sdk-aivision	3.45.0		6a6ce23f2d4954b42be40a5e60b0eff4d7558922
com.oracle.oci.sdk	oci-java-sdk-aivision	3.46.0		b00c46faeee14c8b2980f290d9429dc05ee23036
com.oracle.oci.sdk	oci-java-sdk-aivision	3.46.1		84518ca7bf69ae34217dd5729fcd48be0b67d968
com.oracle.oci.sdk	oci-java-sdk-aivision	3.47.0		100f30b7de9445791e3e65d31c60fd5cfac2b6d1
com.oracle.oci.sdk	oci-java-sdk-aivision	3.48.0		9ee788f6716bd418c1ed20c985cfc5b4edb0768a
com.oracle.oci.sdk	oci-java-sdk-aivision	3.49.0		a70e1ccf43b56ef1fd61940bb3dd1bacc2a89f50
com.oracle.oci.sdk	oci-java-sdk-aivision	3.5.0		6c8fbf75ba71e4e0b0adb4d41534cfcbc9e44723
com.oracle.oci.sdk	oci-java-sdk-aivision	3.50.0		f31dcdc922106a47650fd505c3533794a59dcd4c
com.oracle.oci.sdk	oci-java-sdk-aivision	3.50.1		683613e17b2b5167baabf9b07c8c4e7d3cb5f9b1
com.oracle.oci.sdk	oci-java-sdk-aivision	3.50.2		f6ea49c458d72b597b75adda267420698596fcb5
com.oracle.oci.sdk	oci-java-sdk-aivision	3.51.0		f64dcc661bc1d6eadbacf9367231b9776aee9ffc
com.oracle.oci.sdk	oci-java-sdk-aivision	3.52.0		4128823e5a8efeac1840a908251f7d38f1695ee2
com.oracle.oci.sdk	oci-java-sdk-aivision	3.52.1		06942e92c79c63f63198d1813f30bd6da928fb7b
com.oracle.oci.sdk	oci-java-sdk-aivision	3.53.0		706526684df5d2e2f3369acef4dc4c081ea846e0
com.oracle.oci.sdk	oci-java-sdk-aivision	3.53.1		2e5975c207a5f299f48b6b5aa7179a5092121fb4
com.oracle.oci.sdk	oci-java-sdk-aivision	3.54.0		05727a5ecf1ebd784358c9b8173028ee4b8b6de7
com.oracle.oci.sdk	oci-java-sdk-aivision	3.55.0		0f159b5c1739c8a1b45e79843c58ea51f51869e0
com.oracle.oci.sdk	oci-java-sdk-aivision	3.55.1		be42310c3539b9e3cea47e1c194a1d3f7fa0c487
com.oracle.oci.sdk	oci-java-sdk-aivision	3.55.2		701ed0c49f531b121e3d1b114910f27d59a1c4ed
com.oracle.oci.sdk	oci-java-sdk-aivision	3.55.3		89b2f20515d4b3abe08e6ddfa87de6c9537a1402
com.oracle.oci.sdk	oci-java-sdk-aivision	3.56.0		a8277febcb1b9800a8847cc1e91c78a02c3ea689
com.oracle.oci.sdk	oci-java-sdk-aivision	3.57.0		71d4b8ccbebdc0543d9402e402e503bafc5bbfa9
com.oracle.oci.sdk	oci-java-sdk-aivision	3.57.1		5815ee77fb68fb04d6d3cfb2b0ef041d4ad80019
com.oracle.oci.sdk	oci-java-sdk-aivision	3.57.2		fe6292dc319d4cd2c0e4714a5ee9bf3205165c6f
com.oracle.oci.sdk	oci-java-sdk-aivision	3.58.0		0d9e79ab6016152a364cc11fba77aae6bec6dac0
com.oracle.oci.sdk	oci-java-sdk-aivision	3.59.0		c3bf8b96abc72670340a2738cc21063cd5346b4d
com.oracle.oci.sdk	oci-java-sdk-aivision	3.6.0		c1f097e09e61300c32ef2a9f1901894049043d00
com.oracle.oci.sdk	oci-java-sdk-aivision	3.60.0		1a7b4de95a42a0d5a5e36bb2b26b893844ffcdd6
com.oracle.oci.sdk	oci-java-sdk-aivision	3.61.0		200317369c65fdfaddf6b02de48b4b89b65ea677
com.oracle.oci.sdk	oci-java-sdk-aivision	3.62.0		703e4bd5a5ebaecb4b6a474bc240eceef7579c71
com.oracle.oci.sdk	oci-java-sdk-aivision	3.62.1		5a83ce494171cf078d34bacd9bd1e894b6e39423
com.oracle.oci.sdk	oci-java-sdk-aivision	3.63.0		3460ebe9128d567d113b3919fb223c91f750982a
com.oracle.oci.sdk	oci-java-sdk-aivision	3.63.1		42fe5db0f58de3b81bd191456699f9936e5335a7
com.oracle.oci.sdk	oci-java-sdk-aivision	3.63.2		119fde6e374b36620a9ecb6b07dd3827f6109af1
com.oracle.oci.sdk	oci-java-sdk-aivision	3.63.3		a82e5987351ebd55a7350f676fb9c66a136836b3
com.oracle.oci.sdk	oci-java-sdk-aivision	3.64.0		9523f3316bc60e0ba03748452d48df2be998b96b
com.oracle.oci.sdk	oci-java-sdk-aivision	3.65.0		f634c4fb875c01a0223e13f2152988b3a23df610
com.oracle.oci.sdk	oci-java-sdk-aivision	3.7.0		32e8e710818303958312497868ec7bd86267ca92
com.oracle.oci.sdk	oci-java-sdk-aivision	3.8.0		6c456b0a1b8d9772e2435a64b2c60c49db3ca625
com.oracle.oci.sdk	oci-java-sdk-aivision	3.9.0		9d5c364a45a5059b7df01fecfc6965d66e0a9c4d
com.oracle.oci.sdk	oci-java-sdk-aivision	3.9.1		8399359c416d8c1b72e95b5d54fe458174b03e2f
com.plutolib.plugins	network-no-op	0.0.1-testing3		N/A
com.plutolib.plugins	network-no-op	2.0.0		N/A
com.plutolib.plugins	network-no-op	2.0.1-beta		N/A
com.plutolib.plugins	network-no-op	2.0.2-beta2		N/A
com.plutolib.plugins	network-no-op	2.0.3		N/A
com.plutolib.plugins	network-no-op	2.0.4		N/A
com.plutolib.plugins	network-no-op	2.0.5		N/A
com.plutolib.plugins	network-no-op	2.0.6		N/A
com.plutolib.plugins	network-no-op	2.0.7		N/A
com.plutolib.plugins	network-no-op	2.0.8		N/A
com.plutolib.plugins	network-no-op	2.0.9		N/A
com.plutolib.plugins	network-no-op	2.1.0		N/A
com.plutolib.plugins	network-no-op	2.1.1		N/A
com.plutolib.plugins	network-no-op	2.1.2		N/A
com.plutolib.plugins	network-no-op	2.1.3		N/A
com.plutolib.plugins	network-no-op	2.1.3-test1		N/A
com.plutolib.plugins	network-no-op	2.1.4		N/A
com.plutolib.plugins	network-no-op	2.1.5		N/A
com.plutolib.plugins	network-no-op	2.1.6		N/A
com.plutolib.plugins	network-no-op	2.1.7		N/A
com.plutolib.plugins	network-no-op	2.1.8		N/A
com.plutolib.plugins	network-no-op	2.1.9		N/A
com.plutolib.plugins	network-no-op	2.2.0		N/A
com.plutolib.plugins	network-no-op	2.2.1		N/A
com.plutolib.plugins	network-no-op	2.2.2		N/A
com.softwaremill.sttp.client	fs2_2.11	2.0.0		109890df7a22dc70581e3df09d7a7e8dfc24a3ec
com.softwaremill.sttp.client	fs2_2.11	2.0.0-M10		455c96d5a5cfcbf353b3a9bbd05f17504a006907
com.softwaremill.sttp.client	fs2_2.11	2.0.0-M11		5d0529c2b8be28fbbc25bfdf2d9b060478274d94
com.softwaremill.sttp.client	fs2_2.11	2.0.0-M9		d1dd1ce6c861a64b0a3b187f949f5d4ed15e0854
com.softwaremill.sttp.client	fs2_2.11	2.0.0-RC1		65a0e4479fdfadfd1bdbc455c8dd83cf99242a1e
com.softwaremill.sttp.client	fs2_2.11	2.0.0-RC10		1a74452e3b88437072ddd43273a1e8841925d4ce
com.softwaremill.sttp.client	fs2_2.11	2.0.0-RC11		6ebf6b96dc8dee7b4241d1ade2579b42690bd05d
com.softwaremill.sttp.client	fs2_2.11	2.0.0-RC12		0ef98e9b9960ae7317a3ddc15978ce188ca3c0a6
com.softwaremill.sttp.client	fs2_2.11	2.0.0-RC13		6d9afdd4fd4b21286ca945211097cf3089428ae0
com.softwaremill.sttp.client	fs2_2.11	2.0.0-RC2		55e484318b3ac6e1459d74035594333afa0bd0a0
com.softwaremill.sttp.client	fs2_2.11	2.0.0-RC3		b1b2b8e5ca0e745ee59663a8c1a5454d2053c015
com.softwaremill.sttp.client	fs2_2.11	2.0.0-RC4		5ee5db75293a34ba66fec7070ab591be26f9d0a3
com.softwaremill.sttp.client	fs2_2.11	2.0.0-RC5		1f8e5ba25323a99d85a9e1b781fbb4b210ce86e3
com.softwaremill.sttp.client	fs2_2.11	2.0.0-RC6		5a375f9e159087235746788a1abbd902ced6da80
com.softwaremill.sttp.client	fs2_2.11	2.0.0-RC7		beaf501d6c4a55a9e5166d4564f3b15d2422dc3d
com.softwaremill.sttp.client	fs2_2.11	2.0.0-RC8		f4213cceb7059b9b27405608f8cd60bcb3731bdf
com.softwaremill.sttp.client	fs2_2.11	2.0.0-RC9		15f861e7083620097f6fd9683fae320f6bfa735d
com.softwaremill.sttp.client	fs2_2.11	2.0.1		45b657b4bd2e217c039d25a6acd6b5ecfa54c449
com.softwaremill.sttp.client	fs2_2.11	2.0.2		91d72b3b35091003d8c1caf607006a054dff8b76
com.softwaremill.sttp.client	fs2_2.11	2.0.3		9fe8927330e687a87acc186a4af5633c39b0515f
com.softwaremill.sttp.client	fs2_2.11	2.0.4		4d6f6c042d648f8a31dc40b6faa4fe2a164b5df8
com.softwaremill.sttp.client	fs2_2.11	2.0.5		00247a520f2149a4e5988b777cdd2d04a0eba6c6
com.softwaremill.sttp.client	fs2_2.11	2.0.6		f29f3b04d0620e3ff81fe9da3785d633087d5099
com.softwaremill.sttp.client	fs2_2.11	2.0.7		a56fd5ceaf045f860fffed6068da1c9e56163d98
com.softwaremill.sttp.client	fs2_2.11	2.0.8		04a271f8f4e02a6bb58f14cf9ba18f2d7083a43b
com.softwaremill.sttp.client	fs2_2.11	2.0.9		b2152e8ddee7d0bd9e82a73bf073d7e11cdbfa11
com.softwaremill.sttp.client	fs2_2.11	2.1.0		d549d76751a538f8bf8d7576fbb67a75ade793b9
com.softwaremill.sttp.client	fs2_2.11	2.1.0-RC1		b58f232c9057a1515763130ca0a431dcd8952946
com.softwaremill.sttp.client	fs2_2.11	2.1.1		315415470bb039d6f769c158f82f3bc508f39c6a
com.softwaremill.sttp.client	fs2_2.11	2.1.2		b99d989bfabc0eb7c17c91e771c9d9f051b74c66
com.softwaremill.sttp.client	fs2_2.11	2.1.4		95e09c849f88025ec4626430d9cf4a577e0b25be
com.softwaremill.sttp.client	fs2_2.11	2.1.5		f58d045e465e26bbc3299f299df072ce7242e282
com.softwaremill.sttp.client	fs2_2.11	2.2.0		2c6d5210be7073aeec753281bd1f9a65bd5fe784
com.softwaremill.sttp.client	fs2_2.11	2.2.1		7215300f96bdc0695fa409b4e8b4d6d0294d40b6
com.softwaremill.sttp.client	fs2_2.11	2.2.10		3db0df3d77898c446fc08a309e27d80c24a73178
com.softwaremill.sttp.client	fs2_2.11	2.2.2		7d6a9d0660d623c63c6217854961b643dfe0bc90
com.softwaremill.sttp.client	fs2_2.11	2.2.3		57812715b8bade05f5308ab9d500df878c44ff88
com.softwaremill.sttp.client	fs2_2.11	2.2.4		ca539981dfe3f03bf0c7a00cd84ee2f4cd79a683
com.softwaremill.sttp.client	fs2_2.11	2.2.5		1f8023072b00b0c7076e7f517a7490ecd2fda1c5
com.softwaremill.sttp.client	fs2_2.11	2.2.6		61cc20227f7f79cafc8f7f37e5c32169c7991fde
com.softwaremill.sttp.client	fs2_2.11	2.2.7		0a4b2b6e766f3ec9249000eb3eb9bb6b26586f32
com.softwaremill.sttp.client	fs2_2.11	2.2.8		7ea8e64cbd7f903234ddcef2c76abafc8321e07c
com.softwaremill.sttp.client	fs2_2.11	2.2.9		e3dbb2f51c65112dbc40717c52f94d9955d50d08
com.softwaremill.sttp.client	fs2_2.11	2.3.0		16c467465d0a28a5c1feb0e4fb271e9a506eb117
com.softwaremill.sttp.client	fs2_2.11	3.0.0-RC1		90281d9a9eb2381158b435c1df697b4a376e17ac
com.softwaremill.sttp.client	fs2_2.11	3.0.0-RC2		da97816d62df70bdede0512c0ee288d042ac1e54
com.softwaremill.sttp.client	fs2_2.11	3.0.0-RC3		3a52bc02dcb9fefdb79a0b00320388f30caf23f5
com.squareup.wire	wire-kotlin-serialization	3.6.0		3601b8e64740680b46b918d21031dead4198fd84
com.squareup.wire	wire-kotlin-serialization	3.6.1		45e0c57095948ef7d6f9ab2d0860f11b53370e99
com.squareup.wire	wire-kotlin-serialization	3.7.0		f63bb741bd2e29690554b122956a25c0826bba52
com.squareup.wire	wire-kotlin-serialization	4.0.0-alpha.1		c1f4826aacadb27f05db2a4c3b584c0d2640cbfa
com.squareup.wire	wire-kotlin-serialization	4.0.0-alpha.2		ab996be10d40df2c9f68a268cff743dd93133186
com.stuforbes.kapacity	kapacity-core	0.1.6		a4f429271396e3fd22f493c8e34c50f4a0608fc1
com.stuforbes.kapacity	kapacity-core	1.0.0		74862730923f7577456fd83f37264b9c08a06657
com.stuforbes.kapacity	kapacity-core	1.0.6		508c1c4238ba5aaa4b23700ae327f5acd6db39e8
com.testquack	services	1.1		f339a0ad2efbba86848f7555344bc2ac1edf6f82
com.testquack	services	1.11		735d4f604dc2ba18bb2aa6d1728e5feb77bfb656
com.testquack	services	1.12		deec435a659716285db467764b4b29dbd1e6c8d7
com.testquack	services	1.13		9899915cdaddfd0f8c57b0128e01f590aa235a66
com.testquack	services	1.14		a66c5f1dce2b56e2449d17a01c5543f53673b656
com.testquack	services	1.15		f31049eba64aa4e0eb63eaad3209839722a51446
com.testquack	services	1.16		f9c117de6c7210b58bcef1f2013b54ef2a2bb026
com.testquack	services	1.17		9ac48cd48e67506631082dbc554f7801866941fc
com.testquack	services	1.18		459383470f662bbaf400c79461c3c604c5a77eea
com.testquack	services	1.19		602ae4693a4cebbafe4a931bb211338f5080d0d8
com.testquack	services	1.2		bca8623b3041b6c334e410af8a7b5e2cc9afe587
com.testquack	services	1.20		d68762cb9e938bff18676d6c3c5687ee99c81240
com.testquack	services	1.21		905b01e5ffc46b9482b4bc6c5d93b049f2290609
com.testquack	services	1.3		44f6896e2e5fabba19c55a20b85be7473ca518d2
com.testquack	services	1.4		d3dcf9830b57440aaebd1b4447a945b895c47494
com.testquack	services	1.5		7d136e9125fb50726d6680e8c5e6c526fa402dce
com.testquack	services	1.7		d87ae65db14792e828fd6f2a8d49d3e2f270e52d
com.testquack	services	1.8		b378a0f15863f7cbcb329247370f29b773f4f995
com.testquack	services	1.9		82da42057568ccc28570d6504bad8a0bd868d964
com.thinkbiganalytics.kylo	kylo-security-auth-kylo-groups	0.10.0		cce8eac6d49fc0294a58d2736b6d6711755a68f3
com.thinkbiganalytics.kylo	kylo-security-auth-kylo-groups	0.8.4		2b94801488b3d9f6fa9a6415e7d3e4b812bf3ffc
com.thinkbiganalytics.kylo	kylo-security-auth-kylo-groups	0.8.4.1		df767142030a2ff7b78231595beef6341ba1eded
com.thinkbiganalytics.kylo	kylo-security-auth-kylo-groups	0.9.0		5005b87f7e6adc742ea9d78b4cd47d97948dda15
com.thinkbiganalytics.kylo	kylo-security-auth-kylo-groups	0.9.0.1		5f74af204467af13f3cbea51d6efce310b7266e6
com.thinkbiganalytics.kylo	kylo-security-auth-kylo-groups	0.9.0.2		8f01be89e578fedb141f4f1a6391305744a5626e
com.thinkbiganalytics.kylo	kylo-security-auth-kylo-groups	0.9.1		c5895834003bc561a208dee00a6499333d7f692d
com.truward.protobuf	protobuf-jaxrs-root	1.0.0		N/A
com.truward.protobuf	protobuf-jaxrs-root	1.0.1		N/A
com.truward.protobuf	protobuf-jaxrs-root	1.0.2		N/A
com.yugabyte	java-driver-core-shaded	4.11.4-yb-1-RC1		53b095d93ceb3d40a46231fb882380ee76b0b9f9
com.yugabyte	java-driver-core-shaded	4.15.0-yb-1		c59a0876dee3d81b5bde6d6b519e3f4a160776bb
com.yugabyte	java-driver-core-shaded	4.15.0-yb-2		c3d5f03730ea2e12aa076ac2b68ade0865833054
com.yugabyte	java-driver-core-shaded	4.15.0-yb-2-TEST.0		90eea988748a23810ac02d4cf0f9ad113f4e521f
com.yugabyte	java-driver-core-shaded	4.15.0-yb-2-TEST.1		2f8362f217ca213dcc49516aa7ab069c9c213de3
com.yugabyte	java-driver-core-shaded	4.15.0-yb-2-TEST.2		3f129a2d7b302f80cb4eb3148932cfa47e5084b9
com.yugabyte	java-driver-core-shaded	4.15.0-yb-2-TESTFIX.0		b1d6942ae0a02818f794900cf2a96912f422cdae
com.yugabyte	java-driver-core-shaded	4.15.0-yb-3		c9f5899330e63c33e49ad4425a039c16ca20facf
com.yugabyte	java-driver-core-shaded	4.19.0-yb-1		ee9b6f9f50bc23c66be6d7cc52bd51f93fc8c349
com.yugabyte	java-driver-core-shaded	4.6.0-yb-10		5c8652a4ea6881b38b40996a0f3ace12982281c0
com.yugabyte	java-driver-core-shaded	4.6.0-yb-11		2a15492b20e78a7bca22b18d4f261e21a780fc2b
com.yugabyte	java-driver-core-shaded	4.6.0-yb-12		4a2a46bf1b6f2fcd8d9c7bbc36b5bf1961dd73e6
com.yugabyte	java-driver-core-shaded	4.6.0-yb-2-RC1		af3afbddc98b3b2cc3dafc00a6726c5784fa949a
com.yugabyte	java-driver-core-shaded	4.6.0-yb-4-RC2		bcf7725117c17ddc1f24163fa7e5726bd87b74e9
com.yugabyte	java-driver-core-shaded	4.6.0-yb-5-RC2		56257728bbbea5a24a2bcbbb589f64f77225f8a5
com.yugabyte	java-driver-core-shaded	4.6.0-yb-6		388fa1dd6ccd1c96b3b02317a6383f9780de69cc
com.yugabyte	java-driver-core-shaded	4.6.0-yb-9		03d41a7dd77955bf7fd6f7a6627cfe45b063e92a
com.yugabyte	java-driver-core-shaded	4.6.0-yb-9.b2		0939a4279a60f2ee8fd02ab2daf65aa0489960c3
de.sciss	processor_3	0.5.0		390edee6cbe2acea1dc11fe26b34b1f1e7959741
dev.zio	zio-aws-redshift_2.13	5.17.102.7		6e97c835724f96b2396b66725a0ff310f725fd34
dev.zio	zio-aws-redshift_2.13	5.17.102.8		40de06176acd5fc118db9409e56a957ca0efac3b
dev.zio	zio-aws-redshift_2.13	5.17.102.9		ca92ccd2a04464a6d02e98a6229cbe77e1d9d855
dev.zio	zio-aws-redshift_2.13	5.17.103.1		dbcb286e255ee6db6b1f4f9e2b13887a01588c95
dev.zio	zio-aws-redshift_2.13	5.17.104.1		5cb245de8f723aa9d626b48d919cc2cbd47e2a10
dev.zio	zio-aws-redshift_2.13	5.17.104.10		cf0ef6737d70b7d1e22cdf0c73aa2f0683183aa5
dev.zio	zio-aws-redshift_2.13	5.17.104.11		4b571a2bbfe44c4fbb2a2513529428b4390076fd
dev.zio	zio-aws-redshift_2.13	5.17.104.12		d7eaefb5106d23ed461621591c14b4c0eeaf4d66
dev.zio	zio-aws-redshift_2.13	5.17.104.13		8df899784af0e710b4d626493aff1457afa47284
dev.zio	zio-aws-redshift_2.13	5.17.104.2		7ca07ef83081d136841a069d1df3f5e7e25c9784
dev.zio	zio-aws-redshift_2.13	5.17.104.3		c29f80ac885b59fd873bba700273eef9c9ebf842
dev.zio	zio-aws-redshift_2.13	5.17.104.4		fce711171a8da3f000f40b7e7bf0c188ae5c6f37
dev.zio	zio-aws-redshift_2.13	5.17.104.5		bf966b883e9aa78662305b5b82a0c6f7eccbbd8a
dev.zio	zio-aws-redshift_2.13	5.17.104.7		43b1956f4baefab0191b508a90c044f607ae36d7
dev.zio	zio-aws-redshift_2.13	5.17.104.8		1d16359686de49bda996dedb4a32d2ab87bbac5e
dev.zio	zio-aws-redshift_2.13	5.17.104.9		e3d5d603e270ae981d2ee8bb11f844af14a4291e
dev.zio	zio-aws-redshift_2.13	5.17.112.1		dab09589d27ba3a60d5421ecc70a63c502485f62
dev.zio	zio-aws-redshift_2.13	5.17.113.1		6a6cefd5a4563369ecda209232afe4892eb7c7eb
dev.zio	zio-aws-redshift_2.13	5.17.115.1		409b48e1010be2284595469e5a23c7d54d5b69e5
dev.zio	zio-aws-redshift_2.13	5.17.116.1		6903e438591de2f97a5f4531ead5f92fbca3446f
dev.zio	zio-aws-redshift_2.13	5.17.116.2		84b16f9ea52575ee05d964fdf8afbcfa65935367
dev.zio	zio-aws-redshift_2.13	5.17.121.2		334ce5798d0d974ff57cd6d35fc04836d3e34245
dev.zio	zio-aws-redshift_2.13	5.17.121.3		1f3091ec9ef2ae8a25f34c5bd5975dd56834a919
dev.zio	zio-aws-redshift_2.13	5.17.122.1		543a473f865933d5c04fb80d3a6b309dc235ed73
dev.zio	zio-aws-redshift_2.13	5.17.123.1		1e3bcf34bee9deca49459313b5eb1379e32b245a
dev.zio	zio-aws-redshift_2.13	5.17.123.2		b4b765e3b620dbf9bd01a7af8f36d8861c14e058
dev.zio	zio-aws-redshift_2.13	5.17.124.1		18616798087fa6d2453ea37eea37636a202a02ba
dev.zio	zio-aws-redshift_2.13	5.17.124.2		5153723a3cb9b7edcfa8b412b7251746fa2b494b
dev.zio	zio-aws-redshift_2.13	5.17.124.3		450ddb2b9357ffe7d0460a94b63d921da1f8995e
dev.zio	zio-aws-redshift_2.13	5.17.125.1		95cabf652c0b9ecf8200af358a8c80bdc7f8d6d9
dev.zio	zio-aws-redshift_2.13	5.17.126.1		58e46fe6d2a4f7b94ad9d2afe15480d492c08f3f
dev.zio	zio-aws-redshift_2.13	5.17.126.2		61eaaf9e545049a9007387ac5b7366d1da8a235f
dev.zio	zio-aws-redshift_2.13	5.17.127.1		56ea67350b129dc96db1703a494fa7fadf40b5b2
dev.zio	zio-aws-redshift_2.13	5.17.127.2		f4d4f373178815ea703ffb73d9e3b14f5646d46e
dev.zio	zio-aws-redshift_2.13	5.17.128.1		8f057bcd8ad6214a3e44f848b6fcc1805cd3659e
dev.zio	zio-aws-redshift_2.13	5.17.129.1		e730661939a2412fe32c103f8aca5fbf49832e87
dev.zio	zio-aws-redshift_2.13	5.17.129.2		7892b68d428df590de9d10853384c1ec3820fe97
dev.zio	zio-aws-redshift_2.13	5.17.129.3		4740919407537e20020d31e0fc16912c17c94038
dev.zio	zio-aws-redshift_2.13	5.17.130.1		182e1b9f2b2b5df66452935713d9dc8398214709
dev.zio	zio-aws-redshift_2.13	5.17.130.2		0e4d016d527ab627bd11eee8c160fce181b3b2e2
dev.zio	zio-aws-redshift_2.13	5.17.130.3		e2795a83c5e9a75078b3f169d7e8a03c6fb3638f
dev.zio	zio-aws-redshift_2.13	5.17.130.5		8374b3af756f169bae2b17a4576e83a57411f1cb
dev.zio	zio-aws-redshift_2.13	5.17.130.6		a82e43983c9cce68c7fcadf726b0e3869afbc121
dev.zio	zio-aws-redshift_2.13	5.17.130.7		6ad175056dec491a11cd1bea9860723a2df38bcf
dev.zio	zio-aws-redshift_2.13	5.17.130.8		e017ae71acd9cdf5be5c219449a05a8f87158cbf
dev.zio	zio-aws-redshift_2.13	5.17.144.1		be31f27f823a5b11cbef9dca66ec9e28a4dbf777
dev.zio	zio-aws-redshift_2.13	5.17.145.1		3fda1de605384584ef925190c6a4fd7bf0ab4f56
dev.zio	zio-aws-redshift_2.13	5.17.146.1		5fc40b8a7815af488c94fec12893ec80abd3d81a
dev.zio	zio-aws-redshift_2.13	5.17.146.2		2b8a404704e84ee07a25899e4745b3517ca4149b
dev.zio	zio-aws-redshift_2.13	5.17.147.1		5cf88c5ba730c0df833c0ae3f7db861aae31527a
dev.zio	zio-aws-redshift_2.13	5.17.148.1		42fa9a40c6fcf04923c64f7dbf411751f0e9f0db
dev.zio	zio-aws-redshift_2.13	5.17.149.1		5dc54ee53f2aea2399ac7f82fc3cf809c58b56f7
dev.zio	zio-aws-redshift_2.13	5.17.150.1		882ece8f6f872d9827a0ef9b516210cbf2a057cc
dev.zio	zio-aws-redshift_2.13	5.17.151.1		a825c84e66a037a0a10aab4444c23af092beb2d8
dev.zio	zio-aws-redshift_2.13	5.17.151.2		559e0df17b7dad16e37a9220a3c2152ed51ab2e6
dev.zio	zio-aws-redshift_2.13	5.17.152.1		01fd234d2875d02cc8e6f7f640b320d7213b317a
dev.zio	zio-aws-redshift_2.13	5.17.153.1		545b9f0ba34dc1e76e53b4684ee36c0acdc7dfd4
dev.zio	zio-aws-redshift_2.13	5.17.153.2		a468b529e33918d1d5f94ecb316bebe7e42e7149
dev.zio	zio-aws-redshift_2.13	5.17.153.3		dd7ec3d61b1208ad59c199d337428885d856fb88
dev.zio	zio-aws-redshift_2.13	5.17.154.1		ea89bfd7f06fbe68e7f8d8bab366263d71629ecb
dev.zio	zio-aws-redshift_2.13	5.17.155.1		92bb4eed64a982323f0b2d8ca6f06bdaa08348be
dev.zio	zio-aws-redshift_2.13	5.17.155.2		a966746ab213c477880c448074f574b6e253b2a0
dev.zio	zio-aws-redshift_2.13	5.17.157.1		fcb9ca24cb76f5ad0e900e1ea33c38a80c38125c
dev.zio	zio-aws-redshift_2.13	5.17.157.2		2cc611d33ed6407ae5c3aa51371f457480716eff
dev.zio	zio-aws-redshift_2.13	5.17.158.1		558cf57efae7d49bda7e916d34447656a9d3d2bc
dev.zio	zio-aws-redshift_2.13	5.17.158.2		97122399da74469120566b54c26ea50424fb8f0b
dev.zio	zio-aws-redshift_2.13	5.17.158.3		44858cf497791efe1eb1bab192e04dd25a52735d
dev.zio	zio-aws-redshift_2.13	5.17.158.4		00e5b283c2846edaf4c7214e6805e487114c213b
dev.zio	zio-aws-redshift_2.13	5.17.160.1		e1c06cc60d79e1f03d58b07ec0013448123f60bc
dev.zio	zio-aws-redshift_2.13	5.17.161.1		633c94faadfc15fa2b3ca9895e17a06771c63ee6
dev.zio	zio-aws-redshift_2.13	5.17.161.2		42cb8e6a025ac449c8eea16c7ed75ba011692dab
dev.zio	zio-aws-redshift_2.13	5.17.162.1		fd33f35f1cde4661fc3c58db05e7732146d76eca
dev.zio	zio-aws-redshift_2.13	5.17.162.2		8fb03345f4784352166ce157db782c9b72efa7df
dev.zio	zio-aws-redshift_2.13	5.17.162.3		abee2e8c53be13b230527fe80a063821bc6cf9a3
dev.zio	zio-aws-redshift_2.13	5.17.163.1		204c4b85e4da8eec23a3312198780ca128c74de1
dev.zio	zio-aws-redshift_2.13	5.17.164.1		bf2705d32ec358bb35f911a7aeb8d022d711f71d
dev.zio	zio-aws-redshift_2.13	5.17.166.1		ceff16790d836063b3db36f92dc558316a5da6cf
dev.zio	zio-aws-redshift_2.13	5.17.166.2		2d7316da87fc20b15217a7e67a2eeec95c045dec
dev.zio	zio-aws-redshift_2.13	5.17.166.3		e695cf9178d04f78d10a23487795190fefc40b6c
dev.zio	zio-aws-redshift_2.13	5.17.167.1		b816be4e7afb0779cfd12c025a2e8363e5ba0494
dev.zio	zio-aws-redshift_2.13	5.17.168.1		e36d187b328b837252a811164dd968ed8a842910
dev.zio	zio-aws-redshift_2.13	5.17.169.1		0bf4b066ac46c826237b69fd21387468d4e52e10
dev.zio	zio-aws-redshift_2.13	5.17.170.1		f61c16606d57c91e47b5bd803236d1885832e24b
dev.zio	zio-aws-redshift_2.13	5.17.171.1		907c33111fd41e45ee7ce5aa34a3eb2b255e7a48
dev.zio	zio-aws-redshift_2.13	5.17.172.1		57106ff36da9d51480978b16f6e664f1d5580d6c
dev.zio	zio-aws-redshift_2.13	5.17.172.2		891e8d2142d6af799cf6920a6906e70e11e30060
dev.zio	zio-aws-redshift_2.13	5.17.174.1		97bcd06c8344b6f2a6deab92e416459ce47cc2b7
dev.zio	zio-aws-redshift_2.13	5.17.175.1		983f7d69d43a4c0df181d16e7f86af53a373d6c5
dev.zio	zio-aws-redshift_2.13	5.17.176.1		2843eb5747abc5fb538bc5a8cfbbd412634c245c
dev.zio	zio-aws-redshift_2.13	5.17.176.2		bc3e4d48c8287fc7f2aac84218ff0e4b31ee3938
dev.zio	zio-aws-redshift_2.13	5.17.177.1		5189abcb427f34170046fbcb8f5a8fb93cdc5ffa
dev.zio	zio-aws-redshift_2.13	5.17.178.1		d1a46e5ceb1e0103e7eab3ba8ba3dbea7bef213a
dev.zio	zio-aws-redshift_2.13	5.17.181.1		6c4e9979e3ba72ead6e1ee870588a3f21e8fb61a
