br.com.devsrsouza.compose.icons	erikflowers-weather-icons-wasm-js	1.1.1		N/A
com.undefinedlabs.scope	scope-rule-javax-servlet	0.14.0-beta.6		ba593ae05becad5b3a53811bcb09fdb4a4772c6e
com.undefinedlabs.scope	scope-rule-javax-servlet	0.14.0-beta.7		d1900f6ad121dce35305e3048b1e27304f2e7970
com.undefinedlabs.scope	scope-rule-javax-servlet	0.15.0		056ab17acd440f41150bb563df143451220f9d12
com.undefinedlabs.scope	scope-rule-javax-servlet	0.15.0-beta.1		0dcb5df0aad115c17efa632fa2b654a9cc50ac6d
com.undefinedlabs.scope	scope-rule-javax-servlet	0.15.0-beta.2		87ee47d6b83c54cd12efdb7e9dcff708ac5fdcae
com.undefinedlabs.scope	scope-rule-javax-servlet	0.15.0-beta.3		fe945f326c8ac7a7a3e2a052cac103a53840f4e4
com.undefinedlabs.scope	scope-rule-javax-servlet	0.15.0-beta.4		3c7160948b9b0f58d77a10fea1d12ded1afe25b5
com.undefinedlabs.scope	scope-rule-javax-servlet	0.15.0-beta.5		8320621f0e2e2d622226bacf90ab21ba362a5293
com.undefinedlabs.scope	scope-rule-javax-servlet	0.15.0-beta.6		38d71a18ac7f20c038e0dfd8cd756455c6eba7db
com.undefinedlabs.scope	scope-rule-javax-servlet	0.15.0-beta.7		b7e97aeab204a5c6c8750f68603a71c4e7b65cf6
com.undefinedlabs.scope	scope-rule-javax-servlet	0.15.0-beta.8		1c03bb1d7caa525945d43f917e0f97ac46bcfbdf
com.undefinedlabs.scope	scope-rule-javax-servlet	0.15.0-beta.9		5ee92c21db6accd0b00502781bf96e2183e051c1
com.undefinedlabs.scope	scope-rule-javax-servlet	0.15.1-beta.1		205ff92ade40760736736722b4bf3f81a458dd93
com.undefinedlabs.scope	scope-rule-javax-servlet	0.15.1-beta.2		9791f8a0b084a6fb36a11ea1948eef7a7bde7b30
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.0		b509ef6def0e83c5b07f9b894701246aebe959dc
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.1		0d846e35526877acb6ba21b086921691a415f841
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.1-beta.1		2e6370d218f14075b46df6527fac49cdad5ab306
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.1-beta.2		036f31213ba19e4419f9d82f72a2010df28cf8ec
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.1-beta.3		31d577375cdbfe4fcdb6797ad1ebdffe5c560730
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.1-beta.4		602a630190acce413fd4d59f69c7edb6899177fc
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.1-beta.5		0ee706616ad893b9a37553b68a24604a5004ea04
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.1-beta.6		21aefea374320a9211ba4e1ea7ef1b284ad11069
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.1-beta.7		210340dee52493dd49e1b640263aaa34c5493aa2
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.2		020cb6b39fbd936d0599ebafa8ce47585e86aced
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.2-beta.1		f6b0c27211d2e7a46f44f7b49da9f8a10a756e0e
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.2-beta.2		038cdff87b0e5e52c4046974254db5c90858692a
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.2-beta.3		05e086e5da7f2c43f78ef81929cdf8126cf41a6a
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.2-beta.4		5842a75ba470844071ee06f08c31c43690021152
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.3		49030ba588add049f915d43ce55aced11792cf6f
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.3-beta.1		17023abbbd44a99d5b6e0014af97c668d56d4533
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.4		abe094a162ab0b457efdef9653ba0613e8fe90d2
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.4-beta.1		3209d23d5d1f4b5babf5c0cbac8851ddc68f67b6
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.4-beta.2		ae18b1f69144d369d3c723268f41f6e0d450f7ce
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.5-beta.1		1130ae94637d3b843ac6ab27d15dca27bb83428d
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.5-beta.10		e137499bcfe00c4223c9121fd720583c1adba2df
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.5-beta.11		3cdc3aa910a9a546880fa250b0cc2b52ca59f5a7
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.5-beta.12		ce4e0702e8e59aba880af840b152a354d2cbafa3
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.5-beta.13		a81c76395c08e3353334881854debc1b39f79fc4
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.5-beta.2		dda1eec57654de3f4069ee295c60c5cf3f0d31d2
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.5-beta.3		54a381f9c089b2fd551ee63a3245ed5c42e65cc0
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.5-beta.4		3d70114e25ecb8073a98c93711643c58aff5721d
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.5-beta.5		939b1872738e3a5d80db002f0266ea2f5a64b0a6
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.5-beta.6		a04613103adcac7961acefeb4a2bf51be7c4a4ad
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.5-beta.7		b4a445f495b85b9e7236646bb34f05cfd85e2044
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.5-beta.8		3ffb87bd86a5bd6c5b83ebb2d00d8e3abb7d5ca5
com.undefinedlabs.scope	scope-rule-javax-servlet	0.2.5-beta.9		5652ae74e647495c85d754d3243a3857f93bd47b
com.undefinedlabs.scope	scope-rule-javax-servlet	0.3.0		34525b0d0273036c44bc2ba532ac5e9e6d3fd8d1
com.undefinedlabs.scope	scope-rule-javax-servlet	0.3.0-beta.1		de9a40099eabb783351bbb9934efbbb816bf435d
com.undefinedlabs.scope	scope-rule-javax-servlet	0.3.1		314ab2e166cd0e406c2e5e7124ce52777eb2e4f3
com.undefinedlabs.scope	scope-rule-javax-servlet	0.3.2		f644eaa364bbb1412c35823c65cc6abd944558ba
com.undefinedlabs.scope	scope-rule-javax-servlet	0.3.3-beta.1		14b17b136714096a4141ccc9936d28934b929d8a
com.undefinedlabs.scope	scope-rule-javax-servlet	0.3.3-beta.2		bb387c079b610688c1c8057983d2cdc8b5c69121
com.undefinedlabs.scope	scope-rule-javax-servlet	0.3.3-beta.3		a439d4f618942428e2b58eed7b6364b5c3c738c7
com.undefinedlabs.scope	scope-rule-javax-servlet	0.3.3-beta.4		f32f0e62af515d0cdb69ee957ff466dc30e66238
com.undefinedlabs.scope	scope-rule-javax-servlet	0.4.0		89051c13a67e87e30b17503cbbae6d46a29379f8
com.undefinedlabs.scope	scope-rule-javax-servlet	0.5.0		90233b5ed3c6215db1b8d5de508cf6aed2cbdf2b
com.undefinedlabs.scope	scope-rule-javax-servlet	0.5.0-beta.1		c637e4fff7fd9931ff7aead6d4a4d5b426ac165d
com.undefinedlabs.scope	scope-rule-javax-servlet	0.5.0-beta.2		398ca685af2e93d1be827c818dd22a423415be6f
com.undefinedlabs.scope	scope-rule-javax-servlet	0.5.0-beta.3		92647a789e3bfe6382fb1b192c00a6ebff3211e8
com.undefinedlabs.scope	scope-rule-javax-servlet	0.5.0-beta.4		c19798a5fa1ef675f0cbb5855a92c157f59385ed
com.undefinedlabs.scope	scope-rule-javax-servlet	0.5.1		fc85b5c376244b42d645b1ee6267eeaefdc2e070
com.undefinedlabs.scope	scope-rule-javax-servlet	0.5.2		3f3939a7d6a67949bcadec35af3777ec960fcb27
com.undefinedlabs.scope	scope-rule-javax-servlet	0.5.2-beta.1		dcc3cbfd991e2694455d0c0a77d16bca5ba55392
com.undefinedlabs.scope	scope-rule-javax-servlet	0.6.0		d1be14f77ae591706d2ed47467780e1d23fb959f
com.undefinedlabs.scope	scope-rule-javax-servlet	0.6.0-beta.1		841a0aef7ddcb6637c96ac29a540596522bb3379
com.undefinedlabs.scope	scope-rule-javax-servlet	0.6.1		5b21bb7de1d95b7a23f8f5a0ceb4411b5bf34f14
com.undefinedlabs.scope	scope-rule-javax-servlet	0.6.2		e24ce78a844f7f4ee98dcf741554f32c8eebd623
com.undefinedlabs.scope	scope-rule-javax-servlet	0.6.3		65aeb649745f081ca96404838fab2a8baeb81df1
com.undefinedlabs.scope	scope-rule-javax-servlet	0.7.0		ef8e3650e61bd1be8955467a574b98af9d4dd8d1
com.undefinedlabs.scope	scope-rule-javax-servlet	0.7.0-beta.1		0e7988d8038837eed535a7110af952c02ef6d7c3
com.undefinedlabs.scope	scope-rule-javax-servlet	0.7.0-beta.2		855a7a703da72fb57fa89bb5382a1912922315a5
com.undefinedlabs.scope	scope-rule-javax-servlet	0.7.1-beta.1		a904b77c038cb5b6a5ae5e334962e9fd5f9a351f
com.undefinedlabs.scope	scope-rule-javax-servlet	0.8.0		d38861c2c7f3d1d90ad996f3d41f78c148579821
com.undefinedlabs.scope	scope-rule-javax-servlet	0.8.0-beta.1		9f34b0c91e555d8e2ffa473230f7af51bc41df38
com.undefinedlabs.scope	scope-rule-javax-servlet	0.8.0-beta.2		50b92f3fb32f29a25c0a93564265428ab13c7cb1
com.undefinedlabs.scope	scope-rule-javax-servlet	0.8.0-beta.3		0e07e638775b05f85ec14138c5cbde548696fb73
com.undefinedlabs.scope	scope-rule-javax-servlet	0.8.0-beta.4		2ce2a404b8c4ef1d4e8065ce5de2454ca05e5b07
com.undefinedlabs.scope	scope-rule-javax-servlet	0.8.0-beta.5		56b0d176500b217e81879f1aa30c608b4b7cdef8
com.undefinedlabs.scope	scope-rule-javax-servlet	0.8.1		bec7fc0a569adf040ba57ead81af18ffc9f17d5a
com.undefinedlabs.scope	scope-rule-javax-servlet	0.8.2-beta.1		0559d86192bd4bd2c08e966f7d056040d42f25d5
com.undefinedlabs.scope	scope-rule-javax-servlet	0.9.0		25c80ec860ff0cbee42a31d51d39beacc850274c
com.undefinedlabs.scope	scope-rule-javax-servlet	0.9.0-beta.1		bac20af2c9cd602bc23627eecc777fca1ac68e00
com.undefinedlabs.scope	scope-rule-javax-servlet	0.9.0-beta.2		bc66db3d8aa9f6cadf62ecae2137e22f8be4969a
com.undefinedlabs.scope	scope-rule-javax-servlet	0.9.0-beta.3		9d7487184633f268a16b5d190af811d92dce8f89
com.undefinedlabs.scope	scope-rule-javax-servlet	0.9.0-beta.4		3f05c3e191ba6617e6715dcc13127381f884bf57
com.yodo1.plugin.honor	honor-pic	1.0.10.314		N/A
com.yodo1.plugin.honor	honor-pic	1.0.10.315		N/A
de.sven-jacobs	loremipsum	1.0		91bf10988b4a30a30786e53ca72b51b5f44c4458
dev.mokkery	mokkery-core-androidnativearm32	1.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.8.20-1.0.1		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.8.20-1.1.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.8.20-1.2.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.8.20-1.3.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.8.21-1.0.1		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.8.21-1.1.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.8.21-1.2.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.8.21-1.3.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.8.22-1.0.1		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.8.22-1.1.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.8.22-1.2.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.8.22-1.3.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.9.0-1.0.1		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.9.0-1.1.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.9.0-1.2.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.9.0-1.3.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.9.10-1.3.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.9.20-1.3.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.9.20-1.3.1		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.9.20-1.3.2		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.9.20-1.4.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.9.21-1.3.1		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.9.21-1.3.2		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.9.21-1.4.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.9.22-1.3.1		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.9.22-1.3.2		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.9.22-1.4.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.9.22-1.5.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.9.23-1.5.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.9.23-1.6.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.9.23-1.6.1		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.9.23-1.7.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.9.24-1.7.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	1.9.25-1.7.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	2.0.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	2.0.0-Beta1		N/A
dev.mokkery	mokkery-core-androidnativearm32	2.0.0-Beta2		N/A
dev.mokkery	mokkery-core-androidnativearm32	2.0.0-Beta3		N/A
dev.mokkery	mokkery-core-androidnativearm32	2.0.0-RC1		N/A
dev.mokkery	mokkery-core-androidnativearm32	2.1.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	2.1.1		N/A
dev.mokkery	mokkery-core-androidnativearm32	2.2.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	2.3.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	2.4.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	2.5.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	2.5.1		N/A
dev.mokkery	mokkery-core-androidnativearm32	2.6.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	2.6.1		N/A
dev.mokkery	mokkery-core-androidnativearm32	2.7.0		N/A
dev.mokkery	mokkery-core-androidnativearm32	2.7.1		N/A
dev.mokkery	mokkery-core-androidnativearm32	2.7.2		N/A
in.co.uproot	abandon_2.12	0.4.0		cdc5d353cf501d083babe06f70a291b6a9853b2c
in.co.uproot	abandon_2.12	0.5.0		861a255c077bd311e88d9e65e15360bc914a9753
io.chrisdavenport	cats-time_2.13.0-M5	0.3.0-M1		125b6264ce95438c3934b781e499a973783adf46
io.chrisdavenport	http4s-grpc-google-cloud-redis-v1_sjs1_2.13	2.15.0+0.0.1		492981929f87d80080fc1eae9986287f16f563b5
io.chrisdavenport	http4s-grpc-google-cloud-redis-v1_sjs1_2.13	2.15.0+0.0.2		d483f2112ccb3f6db94d0eb7c14254e8c752bf35
io.chrisdavenport	http4s-grpc-google-cloud-redis-v1_sjs1_2.13	2.16.0+0.0.2		3e0067ce106ab5f7dd55f2b35aabeb93486c870e
io.chrisdavenport	http4s-grpc-google-cloud-redis-v1_sjs1_2.13	2.16.0+0.0.3		0856c2db7afca2b54f68632e6d729cf12ea63292
io.chrisdavenport	http4s-grpc-google-cloud-redis-v1_sjs1_2.13	2.17.0+0.0.4		24f0b420cd435587c031c522f8fdba15d6011651
io.chrisdavenport	http4s-grpc-google-cloud-redis-v1_sjs1_2.13	2.18.0+0.0.4		f9be2e61d777b3f0aa9082c65f1a00a6097d9569
io.chrisdavenport	http4s-grpc-google-cloud-redis-v1_sjs1_2.13	2.18.0+0.0.5		35a0d8c966a9854dcbeff66712bfe598b04ebc2d
io.chrisdavenport	http4s-grpc-google-cloud-redis-v1_sjs1_2.13	2.19.0+0.0.5		e803e3fa09702837ca1d756e27706b6ac7429a6d
io.chrisdavenport	http4s-grpc-google-cloud-redis-v1_sjs1_2.13	2.20.0+0.0.5		1d17106223ae656650a1f6ef5c7e7aef55b5b2b8
io.chrisdavenport	http4s-grpc-google-cloud-redis-v1_sjs1_2.13	2.21.0+0.0.5		aa9a7cfd38b6b4b061a4fbd853a535ce6ab9cbfd
io.chrisdavenport	http4s-grpc-google-cloud-redis-v1_sjs1_2.13	2.22.0+0.0.5		92d9d3a0262f62213f017e55aeeabcdb00762ba8
io.chrisdavenport	http4s-grpc-google-cloud-redis-v1_sjs1_2.13	2.25.0+0.0.5		cab94ee7d5b3d49adad242c561403f999908e09c
io.chrisdavenport	http4s-grpc-google-cloud-redis-v1_sjs1_2.13	2.26.0+0.0.5		153d1b9a8d0b16f2249e2b20eea9a2ce08be0227
io.chrisdavenport	http4s-grpc-google-cloud-redis-v1_sjs1_2.13	2.27.0+0.0.5		463eae2313117670a5182b68bdfc64d81827bb54
io.chrisdavenport	http4s-grpc-google-cloud-redis-v1_sjs1_2.13	2.30.0+0.0.5		cc125d93e6f405d18e3e1b3e19866ab8eee0c5fd
io.chrisdavenport	http4s-grpc-google-cloud-redis-v1_sjs1_2.13	2.31.0+0.0.5		0898385844e07e9252bbb0a280711187c45ee2d8
io.chrisdavenport	http4s-grpc-google-cloud-redis-v1_sjs1_2.13	2.31.0+0.0.6		55f4569e98833564d6b04ebea61f7a6f3f105296
io.chrisdavenport	http4s-grpc-google-cloud-redis-v1_sjs1_2.13	2.32.0+0.0.6		d99ac83e58bd3beb607476e06207fb4e7eae6199
io.chrisdavenport	http4s-grpc-google-cloud-redis-v1_sjs1_2.13	2.33.0+0.0.6		0b05c76f17a4da71329785328ed39fa15da81327
io.chrisdavenport	http4s-grpc-google-cloud-redis-v1_sjs1_2.13	2.34.0+0.0.6		9b45ba03f79fc218413e0bed7430ca56044590c8
io.chrisdavenport	http4s-grpc-google-cloud-redis-v1_sjs1_2.13	2.35.0+0.0.6		9c38e5e5fd5289b811e4fa1525d874871247890b
io.chrisdavenport	http4s-grpc-google-cloud-redis-v1_sjs1_2.13	2.36.0+0.0.6		10ba7c74a922c2464248dae4cf80c725a9ab9135
io.chrisdavenport	http4s-grpc-google-cloud-redis-v1_sjs1_2.13	2.46.0+0.0.6		dddb257287cacd4db0d1c60215a5830d504603e3
io.chrisdavenport	http4s-grpc-google-cloud-redis-v1_sjs1_2.13	2.47.0+0.0.6		2db48dcb708a964dc4c18c845b683a033296141c
io.chrisdavenport	http4s-grpc-google-cloud-redis-v1_sjs1_2.13	2.48.0+0.0.6		f6f65ef8d600f5d721f35700efb66fa95a314b68
io.drinkwater	drinkwater.examples.remote	0.0.10		ad4c61abcc3fd2a6af7321edf201ae0071e0c752
io.drinkwater	drinkwater.examples.remote	0.0.7		62c4365a56e0e6bf2f6745cae179ef12b0f477fb
io.drinkwater	drinkwater.examples.remote	0.0.8		5eb68bb61ca83c22ad6a2aa04750581701e86732
io.drinkwater	drinkwater.examples.remote	0.0.9		a1031fd48bcdb91dc0aed87706bf9b6b19b433f8
io.github.jyllands-posten	play-prometheus-filters_2.12	0.6.0		e99cc301972d0d8979410c7002a7d524bd9c9695
io.github.jyllands-posten	play-prometheus-filters_2.12	0.6.1		b1161ff44dedf958a1cff53cea64ad4a75a936f5
io.github.markosski	stubmaker-annotation	1.1.1		29071b844e9d15c9748b3a5aa587e15caab087a1
io.github.markosski	stubmaker-annotation	1.2.0		805d00b26fdb9c366fec2d01911067609ff6901c
io.github.markosski	stubmaker-annotation	1.2.1		b9100d8152b980af4dd4670afa7e34ac61a90f92
io.github.markosski	stubmaker-annotation	1.2.2		51049a56e21242379043ca6a1e43140ce4752c74
io.github.molamolaxxx	fast-redis-annotation	1.0.1		N/A
io.github.molamolaxxx	fast-redis-annotation	1.0.1	jar-with-dependencies	ccb34a75e6771d87adb04917e053ecdadbe65d60
io.github.molamolaxxx	fast-redis-annotation	1.0.2		827240fa4046d8a369c00de8d798284ad093549b
io.github.molamolaxxx	fast-redis-annotation	1.0.2	jar-with-dependencies	3a723cf059bff238aab61b7ee397f3e72bdd5cce
io.github.toolgood	toolgood-algorithm	3.0.3.0		5fd7b3db335ec960b068956cda23d0c550e00344
io.github.toolgood	toolgood-algorithm	3.0.4.0		63844b9f7b727699979e9427ed6182dd2a2a3453
io.github.toolgood	toolgood-algorithm	3.1.0.0		5300ca6e818bb33887e0fa87c7030a0c94a066d8
io.github.toolgood	toolgood-algorithm	3.3.0.0		ea53e93db7b12f2f1d2b95673e1f3cd9b24b2967
io.github.toolgood	toolgood-algorithm	3.4.0.0		3d617052e3c391897ab31a4bc349c748db16e741
io.github.toolgood	toolgood-algorithm	3.4.0.5		059ddc65a3570db89de037ccf553c31349532ea8
io.github.toolgood	toolgood-algorithm	3.4.1.0		a7289327001bc7fb5d172708bd767f0617bc510b
io.github.toolgood	toolgood-algorithm	3.4.1.2		eb0d8d16985bf18049a0a1a04258d81f7b626797
io.github.toolgood	toolgood-algorithm	3.4.1.3		c574d4376dd3e1c7300a07f4e21ea72fab97d5f2
io.github.toolgood	toolgood-algorithm	3.4.1.4		1f5b2ecf3060ed5f80e60bf662e1309614c091d8
io.github.toolgood	toolgood-algorithm	3.5.0.1		50b35da606c26f85ca2bd883f181e4dabb35570b
io.github.toolgood	toolgood-algorithm	3.5.0.3		355e6555bd75771d5d4dffbe7061e35dc9b4db4b
io.github.toolgood	toolgood-algorithm	4.0.0.1		40bd5dc634fa2393fde4abf8da063d461efe9437
io.github.zhangzih4n	compose-font-lxgw-wenkai-js	1.511		N/A
io.github.zhangzih4n	compose-font-lxgw-wenkai-js	1.511-1		N/A
io.helidon.dbclient	helidon-dbclient-metrics	2.0.0		293afced3c15eb5ff63b7b1030d49880dc1c3432
io.helidon.dbclient	helidon-dbclient-metrics	2.0.0-M1		c88a20456cb9f24630e49d7efe9d86006c8bf3f1
io.helidon.dbclient	helidon-dbclient-metrics	2.0.0-M2		ad9428e3edd2eb030abd94d845143950e94bc147
io.helidon.dbclient	helidon-dbclient-metrics	2.0.0-M3		edff2e7f79ce086d3bda60dd4d7d58ea11453b83
io.helidon.dbclient	helidon-dbclient-metrics	2.0.0-M4		8a99e7fdf5ce4ac50fa5528dc146c7f494c692e2
io.helidon.dbclient	helidon-dbclient-metrics	2.0.0-RC1		7be305b368444563aeacc58cd180418f283c1c12
io.helidon.dbclient	helidon-dbclient-metrics	2.0.0-RC2		ebd04fdd281e67590205d3499ec60bf2c6409a7d
io.helidon.dbclient	helidon-dbclient-metrics	2.0.1		a6ab549af2e55b63551cc8e75108e1b0a5548f5c
io.helidon.dbclient	helidon-dbclient-metrics	2.0.2		173dc1b1f75b185679ff9ea9596029a8ec7b9dab
io.helidon.dbclient	helidon-dbclient-metrics	2.1.0		d7d28f9c7d9ad58d1de8cebedcfab45aa9c1692c
io.helidon.dbclient	helidon-dbclient-metrics	2.2.0		8640050b78a42cfed9fa73864af68b62d7c51a97
io.helidon.dbclient	helidon-dbclient-metrics	2.2.1		2393a6cfe8ca3e00fb5f43873c214689771b72a2
io.helidon.dbclient	helidon-dbclient-metrics	2.2.2		ea77cc3a0791176129ea69453b1a39322705b799
io.helidon.dbclient	helidon-dbclient-metrics	2.3.0		4cc23c99308f91109b3e45dc991e25a7fa10de81
io.helidon.dbclient	helidon-dbclient-metrics	2.3.1		9c85caed631a676a2076812838518a02cfd5f7d5
io.helidon.dbclient	helidon-dbclient-metrics	2.3.2		748c51244dee751ae51106aa389be5d041dff0eb
io.helidon.dbclient	helidon-dbclient-metrics	2.3.3		c624ce7c50ac795ea248cd6d05fded8e126c69a3
io.helidon.dbclient	helidon-dbclient-metrics	2.3.4		a8e65bb303dcddd360ea2a0ee0764bb2f579a707
io.helidon.dbclient	helidon-dbclient-metrics	2.4.0		a3b41ba34c5c6727e583838364d6150267e1063d
io.helidon.dbclient	helidon-dbclient-metrics	2.4.1		32ba4ef01dcacb4d782d0a901ba96a9e362ba12e
io.helidon.dbclient	helidon-dbclient-metrics	2.4.2		ba0a8fae9c4afcb3fc49eb0dfec9de97c9733222
io.helidon.dbclient	helidon-dbclient-metrics	2.5.0		93cf5018e45d951b116d39dfdd4ed982a61ff9c4
io.helidon.dbclient	helidon-dbclient-metrics	2.5.1		84892dc41bb414e509060dd67179fcd4e95a65c4
io.helidon.dbclient	helidon-dbclient-metrics	2.5.2		48f6fe8fed5cea4eb1697d49011b20a4b8d792c7
io.helidon.dbclient	helidon-dbclient-metrics	2.5.3		04c4cda3352392037e4746f364ca7c84a2516518
io.helidon.dbclient	helidon-dbclient-metrics	2.5.4		4971afd400087b918439b7bc61d4a0785081cc6e
io.helidon.dbclient	helidon-dbclient-metrics	2.5.5		7bb2593a826ce29b74a1a008d1bc583b3ffad6ed
io.helidon.dbclient	helidon-dbclient-metrics	2.5.6		0ae19392463798fe2a42ae0d1c7b8acff33dc7f4
io.helidon.dbclient	helidon-dbclient-metrics	2.6.0		4578b0b5acbd9d078586322d86847f8e2527368e
io.helidon.dbclient	helidon-dbclient-metrics	2.6.1		51eedecc57c155cf1133e08c06160579f2f614a9
io.helidon.dbclient	helidon-dbclient-metrics	2.6.10		a235834a5ca8d85793a1084d0592f6875c138afe
io.helidon.dbclient	helidon-dbclient-metrics	2.6.11		22c7c5dfea42920067d94460583d7c5dcb6864f4
io.helidon.dbclient	helidon-dbclient-metrics	2.6.2		bab8920016358692b2f4220e250977140013cced
io.helidon.dbclient	helidon-dbclient-metrics	2.6.3		aa6b0d94e50a3955f0ca7b42b2261e9169fb6b59
io.helidon.dbclient	helidon-dbclient-metrics	2.6.4		620a94620696abd02d6ea1de6e9a1f8eec5d1291
io.helidon.dbclient	helidon-dbclient-metrics	2.6.5		c410f06b2dee47abf0c07016bdbf473854d500aa
io.helidon.dbclient	helidon-dbclient-metrics	2.6.6		933dc007d59532118c067d08b0107549646fb232
io.helidon.dbclient	helidon-dbclient-metrics	2.6.7		b1dab23253e27694a214eb0717a64fdc6d7855a7
io.helidon.dbclient	helidon-dbclient-metrics	2.6.8		fed094439f5f2a31b696da61c9e5e46bbd24ad1f
io.helidon.dbclient	helidon-dbclient-metrics	2.6.9		511b6d4a89d890040f70dff1679702fa401a27e9
io.helidon.dbclient	helidon-dbclient-metrics	3.0.0		2a5599e4f39d5d5c9e952c351545d4af0c940651
io.helidon.dbclient	helidon-dbclient-metrics	3.0.0-M1		545ed884f4001a9e6a4454510e339f06dd5a3056
io.helidon.dbclient	helidon-dbclient-metrics	3.0.0-M2		523d490d281e23273e872e11706b0217f364b0bf
io.helidon.dbclient	helidon-dbclient-metrics	3.0.0-RC1		a08a856c316a08558c074a842075ffe2bc65e6a4
io.helidon.dbclient	helidon-dbclient-metrics	3.0.0-RC2		8e5a9474299bf4a0b5e1d89f279e05c59ad53c0e
io.helidon.dbclient	helidon-dbclient-metrics	3.0.1		1c7af16bee18f2002843880f1d98e400f1c471e8
io.helidon.dbclient	helidon-dbclient-metrics	3.0.2		233a2f1a9a759e94ace16d468fb5b878a8c5a3db
io.helidon.dbclient	helidon-dbclient-metrics	3.1.0		e5c52601b41a64a0fd6602681e948917c1e61ed2
io.helidon.dbclient	helidon-dbclient-metrics	3.1.1		626817f221453b7db0a919548d876546736bed1a
io.helidon.dbclient	helidon-dbclient-metrics	3.1.2		eb8a7d1997edd529a8da9c1e1e06fec325a2467d
