ai.suppa	suppa-android	0.0.1		N/A
com.googlecode.flyway-test-extensions	flyway-dbunit-spring3-test	2.3.0.1		e6951e5e9da41057104f075264da6359b1767071
com.jinyframework	core	0.2.8		dc94333c876b5d0c434bf87340dad07738cc4d79
com.jinyframework	core	0.2.9		0195289493a9f0be13702f4213c4a6e7852bf53e
com.jinyframework	core	0.3.0		d129706ac77e6c2142e5fbb3ab0b64b9984f957d
com.jinyframework	core	0.3.1		34cac992c2e70765ebc85d72aee3b9355430a197
com.jinyframework	core	0.3.1.1		67d3fb98e2d2c40ee63f5c4499e4fc263552040a
com.jinyframework	core	0.3.2		e9110b1ac63492e1403166662f1bd81022fd1357
com.jinyframework	core	0.3.3		6bbeafcf765ba1c42837877c74ca9d0233938ced
com.kloudtek.idvkey.sdk	idvkey-sdk-api	0.90		b40d34ff9c7399018451fac30f11f028815d72e8
com.labijie.infra	mqts-extensions-kafka-starter	2.0.0		47ca7e60694c8315c51ec5e4c83234d3506b0693
com.labijie.infra	mqts-extensions-kafka-starter	2.0.1		290083f23deb34f616f4d600cc2629fec070e98a
com.labijie.infra	mqts-extensions-kafka-starter	2.1.2		88bdedeb3ab8bd4a68621ad073006605dc282884
com.labijie.infra	mqts-extensions-kafka-starter	2.1.3		8221458ce3c7cc2e19b1088ab6f811a4bd2c3029
com.labijie.infra	mqts-extensions-kafka-starter	2.1.4		2caf87e5e0a236948b52f0001c3df951d9daab34
com.labijie.infra	mqts-extensions-kafka-starter	2.2.0		a4eb6fbd5aeeccfab6db1110dcade54b8d26b1b2
com.labijie.infra	mqts-extensions-kafka-starter	2.2.1		480a5225a307a82ba5ddaa33720d690faf3c8de0
com.liferay	com.liferay.portal.rules.engine.drools	1.0.20		7642600832c3e94208174f14177a9d450ce9f9d8
com.liferay	com.liferay.portal.rules.engine.drools	1.0.21		52fddb759ea7fb9d48405af6ce92fbf6d5c98a14
com.liferay	com.liferay.portal.rules.engine.drools	1.0.22		251a0f0263496bf028ef52f3b48f501dba903b4e
com.liferay	com.liferay.portal.rules.engine.drools	1.0.23		c2e05f96bed0caa1177a1a1b30ed7324b529dbb8
com.liferay	com.liferay.portal.rules.engine.drools	1.0.24		1de807eca3678f1c28480b61a39c8e008a8c021c
com.liferay	com.liferay.portal.rules.engine.drools	1.0.25		b02d7699e856d3acfa0f139fcd908b658aa7e7e7
com.liferay	com.liferay.portal.rules.engine.drools	2.0.10		1ef64c4314102f4a4f8a5eb1205bda19d54e9798
com.liferay	com.liferay.portal.rules.engine.drools	2.0.11		1c1fdbd96f3b5e108f3b0fd0bd4590f7858c9c8c
com.liferay	com.liferay.portal.rules.engine.drools	2.0.12		eb19befd399a85aa8cacd576c53b367372a06c2e
com.liferay	com.liferay.portal.rules.engine.drools	2.0.13		0a6928a6361ef62c13d174d3c724df2691018e35
com.liferay	com.liferay.portal.rules.engine.drools	2.0.14		00d75ec03111632e5c9a9852933e4a3fea78414f
com.liferay	com.liferay.portal.rules.engine.drools	2.0.15		6048f61a6f107809d12f54abec92afcbe69f8a1c
com.liferay	com.liferay.portal.rules.engine.drools	2.0.6		7c0b75dc157d92650d93ba4c3f9347e60f7f9fce
com.liferay	com.liferay.portal.rules.engine.drools	2.0.7		bc85ced369b6305a3eaeaa04180c3b05cfeb7724
com.liferay	com.liferay.portal.rules.engine.drools	2.0.8		5360aca3d4edd0db7ffbca3b3b17879630da70d6
com.liferay	com.liferay.portal.rules.engine.drools	2.0.9		2966c043f4745eed94dba68285ee9b8f889e7d52
com.liferay	com.liferay.portal.rules.engine.drools	3.0.12		9a676e55d2a4299ed9810856af11783b58f80502
com.liferay	com.liferay.portal.rules.engine.drools	3.0.13		edfea117d67e5f7a32ed282941cd47efdfc214d5
com.liferay	com.liferay.portal.rules.engine.drools	3.0.14		64245425fd425117e8a34977bd4c3c160c8175a6
com.liferay	com.liferay.portal.rules.engine.drools	3.0.15		8ef2c7d660fd50cc2fdacfcbe772c56e7da738f3
com.liferay	com.liferay.portal.rules.engine.drools	3.0.16		f0e00f08adbf4b72fd637f6973ad2b2d58f28b4a
com.liferay	com.liferay.portal.rules.engine.drools	3.0.17		4d7e2d3626e1ef5656e4d40c502959300e1e3507
com.liferay	com.liferay.portal.rules.engine.drools	3.0.18		ef2d44c2229e65c851116f41661458efa0c4ab6e
com.liferay	com.liferay.portal.rules.engine.drools	3.0.19		af277be29d2e3ebd7c714ddb2e5de07abd2d9b8f
com.liferay	com.liferay.portal.rules.engine.drools	3.0.20		71509c999438d18ecde6557f914f11555cb555f2
com.liferay	com.liferay.portal.rules.engine.drools	4.0.10		9a2b54fec4667c32761d9104d34cbdcfefb8e932
com.liferay	com.liferay.portal.rules.engine.drools	4.0.11		cbf898b641e77336b0c0a5e8fdbe64e4f5d9002e
com.liferay	com.liferay.portal.rules.engine.drools	4.0.12		10cae1c82d3f7f87e780da05db3f5fe15bed49db
com.liferay	com.liferay.portal.rules.engine.drools	4.0.13		a9cd16a7b3c675e88fc691ae76d7e5bc00f6c170
com.liferay	com.liferay.portal.rules.engine.drools	4.0.14		299afbb1ab8672c3967a456beb4ec8233589df3e
com.liferay	com.liferay.portal.rules.engine.drools	4.0.15		5a5911cfb5dd97e3e3626d4fb8d729f0f4a9f960
com.liferay	com.liferay.portal.rules.engine.drools	4.0.16		b22eb688ac4a408972de7daa888cfda9a9d68bb6
com.liferay	com.liferay.portal.rules.engine.drools	4.0.17		71f5668a8077968c5b20657c12b4d51a1d5c3765
com.liferay	com.liferay.portal.rules.engine.drools	4.0.18		f8c236e7cf41444170383762e55b2e22f0603740
com.liferay	com.liferay.portal.rules.engine.drools	4.0.19		5ae631943ecc7c6637b2a01526fcf2cc4701069c
com.liferay	com.liferay.portal.rules.engine.drools	4.0.8		80562a705cbaeaaa7b5aa1af5f7dac9a4fef2534
com.liferay	com.liferay.portal.rules.engine.drools	4.0.9		f065ebc25482a65acc812e319d6c24555ef4fb6d
com.liferay	com.liferay.portal.rules.engine.drools	5.0.0		f97c20733bc710de6258b3f668f08cf3675e8b9c
com.liferay	com.liferay.portal.rules.engine.drools	5.0.1		c62cb3e1748ee9f0346bb4a54c4290849f1e8590
com.liferay	com.liferay.portal.rules.engine.drools	5.0.10		8eaad71b14abd4138be37e286be95416299bb1fc
com.liferay	com.liferay.portal.rules.engine.drools	5.0.11		8738d321f1781a6e00a5d85f6c7a1dd352c0f0d2
com.liferay	com.liferay.portal.rules.engine.drools	5.0.12		b9303c3bf84778ca2995aaaa341a13754e282cb4
com.liferay	com.liferay.portal.rules.engine.drools	5.0.13		8d776844e3938af2cfa137fa1878addf83f3827d
com.liferay	com.liferay.portal.rules.engine.drools	5.0.14		b091c957e065d414a253ba03ca4c768e8e7d178b
com.liferay	com.liferay.portal.rules.engine.drools	5.0.15		5bf047a0f863ea6cdcdd2eb210b722faa1f8f82c
com.liferay	com.liferay.portal.rules.engine.drools	5.0.16		99eaec4e1921e7caa7a843e08c4eeea725a47af4
com.liferay	com.liferay.portal.rules.engine.drools	5.0.17		cee3a00cdcf7ede133d853d6f2635d2619634e9e
com.liferay	com.liferay.portal.rules.engine.drools	5.0.18		0fed586c0bdb3da4cd7c853b753a1cb9ccc32049
com.liferay	com.liferay.portal.rules.engine.drools	5.0.19		f24ce6d87f30be3a373dc242ef560b968e286aac
com.liferay	com.liferay.portal.rules.engine.drools	5.0.2		493f6886fa74376a48e4fb1923b74e1f4be6e022
com.liferay	com.liferay.portal.rules.engine.drools	5.0.20		f6bbc087291809debc8e940f9cc135d7d5b61879
com.liferay	com.liferay.portal.rules.engine.drools	5.0.21		d4a23bf8c46e9c73093f1b29ff06de63d992eb2d
com.liferay	com.liferay.portal.rules.engine.drools	5.0.22		e6722729e6c95f299b721a413efd67768f53111e
com.liferay	com.liferay.portal.rules.engine.drools	5.0.23		b86eb304d358a1af482c41ed1f38a8e9cc8993a7
com.liferay	com.liferay.portal.rules.engine.drools	5.0.24		c55e4b052f15e487a610c2ae8f15e7f9babe434b
com.liferay	com.liferay.portal.rules.engine.drools	5.0.3		01ddba916a03b0966d772077f05dbdbe72a4988e
com.liferay	com.liferay.portal.rules.engine.drools	5.0.4		30f6597f20218b911dfd150dd946e38460b56c60
com.liferay	com.liferay.portal.rules.engine.drools	5.0.5		629225bb04f001216a317f8b74bfc9ce26721578
com.liferay	com.liferay.portal.rules.engine.drools	5.0.6		243ad756bad7336a87d8e069b42258635005c1d5
com.liferay	com.liferay.portal.rules.engine.drools	5.0.7		53c0f6cfaa285da266e24d3a3888020302045eaf
com.liferay	com.liferay.portal.rules.engine.drools	5.0.8		9cd3eb3ec677e1154f51b5823fde0499cda3b8e8
com.liferay	com.liferay.portal.rules.engine.drools	5.0.9		c128d5193eace90280aeb3d9a97755f42f385585
com.lunatech	play-googleopenconnect_2.13	2.9.4		76fd12f5ea68ff36c06b44015866af73386532a8
com.lunatech	play-googleopenconnect_2.13	2.9.5		846788c51cc14eaae7fa377bde0fde3421deb4d5
com.lunatech	play-googleopenconnect_2.13	2.9.6		51a08550000563fd0cd86de411aae360bf9db292
com.lunatech	play-googleopenconnect_2.13	2.9.7		eaccb15e9c9d8ecbd555a68aef326f3e61f7702b
com.lunatech	play-googleopenconnect_2.13	3.0.0		87b65ecd2b4d15d279735d8fdbb3d5b7328a865c
com.lunatech	play-googleopenconnect_2.13	3.0.1		554d6e5f48881048ea333857a40c96f0d1d98864
com.lunatech	play-googleopenconnect_2.13	3.0.2		f66e474fda95cb7dfde2453e54d1db5ada29f49e
com.lunatech	play-googleopenconnect_2.13	3.0.3		17de38bb9cea5c5dbc44793af9a7ef2dc5c5582f
com.mayreh.duckdb	duckdb-jfr-jdbc	0.9.1.0		8209d482485fa541707d32f9e41e02e7e843ab14
com.mayreh.duckdb	duckdb-jfr-jdbc	0.9.1.1		ec3d7d408d82a3b7293b970ea529c4958d089ac9
com.mayreh.duckdb	duckdb-jfr-jdbc	0.9.1.2		67c6609978a0b03cab93a0f7c38da51e7aa7ef20
com.mgmtp.jfunk	jfunk-core	3.1.0		a6e8f811a97f14b625c901413cc57d6cb5791397
com.mgmtp.jfunk	jfunk-core	3.1.0-rc-1		fe8da1dcb4dad91747f1cba47f48c0cb6ed0d73d
com.mgmtp.jfunk	jfunk-core	3.1.0-rc-2		cc901334134ede4cc96765a17f26028096ec3679
com.mgmtp.jfunk	jfunk-core	3.1.0-rc-5		033083b7d259997aa452a01cee321333e3f747dc
com.mgmtp.jfunk	jfunk-core	3.1.0-rc-8		49077f332bd1af4cbd9a7b92ae836eed04c1d293
com.mgmtp.jfunk	jfunk-core	3.2.0-rc1		0b35fc578d9d41b39b2f73763a375a8b3fa50bfd
com.microsoft.testing	pacman-test-maven	0.0.41-beta.1557736		N/A
com.microsoft.testing	pacman-test-maven	0.0.69		N/A
com.microsoft.testing	pacman-test-maven	0.0.70		N/A
com.microsoft.testing	pacman-test-maven	1.0.0		N/A
com.microsoft.testing	pacman-test-maven	1.1.0		N/A
com.microsoft.testing	pacman-test-maven	1.1.2		N/A
com.microsoft.testing	pacman-test-maven	1.1.3		N/A
com.netease.nim	camellia-redis-proxy-plugins	1.0.44		N/A
com.netease.nim	camellia-redis-proxy-plugins	1.0.45		N/A
com.netease.nim	camellia-redis-proxy-plugins	1.0.46		N/A
com.netease.nim	camellia-redis-proxy-plugins	1.0.47		N/A
com.netease.nim	camellia-redis-proxy-plugins	1.0.48		N/A
com.netease.nim	camellia-redis-proxy-plugins	1.0.49		N/A
com.netease.nim	camellia-redis-proxy-plugins	1.0.50		N/A
com.netease.nim	camellia-redis-proxy-plugins	1.0.51		N/A
com.netease.nim	camellia-redis-proxy-plugins	1.0.52		N/A
com.netease.nim	camellia-redis-proxy-plugins	1.0.53		N/A
com.netease.nim	camellia-redis-proxy-plugins	1.0.54		N/A
com.netease.nim	camellia-redis-proxy-plugins	1.0.55		N/A
com.netease.nim	camellia-redis-proxy-plugins	1.0.56		N/A
com.netease.nim	camellia-redis-proxy-plugins	1.0.57		N/A
com.netease.nim	camellia-redis-proxy-plugins	1.0.58		N/A
com.netease.nim	camellia-redis-proxy-plugins	1.0.59		N/A
com.netease.nim	camellia-redis-proxy-plugins	1.0.60		N/A
com.netease.nim	camellia-redis-proxy-plugins	1.0.61		N/A
com.netease.nim	camellia-redis-proxy-plugins	1.1.0		N/A
com.netease.nim	camellia-redis-proxy-plugins	1.1.1		N/A
com.propensive	honeycomb-core	0.1.0		c39506d37194156429a48d5c32f9c669747ceaad
com.propensive	honeycomb-core	0.2.0		4c127bd4f9cc44c04686420d61dbbd85fd88d6a0
com.propensive	honeycomb-core	0.3.0		5ef3e2d08870bdec1bb07319dcdc7cbce3786172
com.seanproctor	accompanist-flowlayout-android	0.28.0		N/A
com.seanproctor	accompanist-flowlayout-android	0.28.0-0.1		N/A
com.seepine	secret-annotation	0.0.10		77e78ea7468b7d30b864b2b2bf5ff66f7242c2bf
com.seepine	secret-annotation	0.0.2		5d11bd1e0760d62e9ff2788da519615684db8fcb
com.seepine	secret-annotation	0.0.2-beta.2		a02c9362b684fef661ace2bf422a1a7aa9e005aa
com.seepine	secret-annotation	0.0.3		4e31002eee2fb54ed5cec47d85d647d3a5c390ef
com.seepine	secret-annotation	0.0.4		35ef1522bfd8de0f452502f5f30bd7262783c36d
com.seepine	secret-annotation	0.0.5		a658b51d1c42611d6d7c58db089ec751baa52698
com.seepine	secret-annotation	0.0.6		59f4dc702cf2d287f1a6169a60f2c824fdab4a93
com.seepine	secret-annotation	0.0.7		72d8adc6b44f06dc593029ba9cad1cb65151fe27
com.seepine	secret-annotation	0.0.8		6eae9a8e6765a1df2d7a242d868f5e235c08a264
com.seepine	secret-annotation	0.0.9		b41d36d7ae59010176c1e796758804819a88258d
com.seepine	secret-annotation	1.0.0-beta.1		30ee67871ec2173992e32169fb420c9b003d8e71
com.seepine	secret-annotation	1.0.0-beta.10		6421e7167e8183fad2fedfc0e372c2d52cd357c2
com.seepine	secret-annotation	1.0.0-beta.11		25ca5318fbd2deaa57459f60232cfd061fa04b29
com.seepine	secret-annotation	1.0.0-beta.12		e4f8ece29c1c7582dc85471b33861e8e6740b72b
com.seepine	secret-annotation	1.0.0-beta.13		b3a53676ceb64155650fbabc9b913c277eb1aafe
com.seepine	secret-annotation	1.0.0-beta.14		0c54eb249b07f65e90c68b5449e45b6a643e54d3
com.seepine	secret-annotation	1.0.0-beta.15		689ac8d1c7db0068a658f4ee48eeb0eda7983223
com.seepine	secret-annotation	1.0.0-beta.16		d7a4ebbb81ccba66bc48dfc61c853ca52cd3462e
com.seepine	secret-annotation	1.0.0-beta.17		f99a655dee2265258170acee4e3ef01f86915cc5
com.seepine	secret-annotation	1.0.0-beta.18		569661c09e09c7006d812db5947983d6dd5b15f6
com.seepine	secret-annotation	1.0.0-beta.19		f44c394503a8b130d356ab0782c77e735f714f49
com.seepine	secret-annotation	1.0.0-beta.2		41f50499a3549e079a38a016e3c2d3a21f28af7b
com.seepine	secret-annotation	1.0.0-beta.3		faad68ae173f57033941884763e369e5e26a6c0e
com.seepine	secret-annotation	1.0.0-beta.30		5f1d70c0a86bd934a980d7d12113b77f6a113e9c
com.seepine	secret-annotation	1.0.0-beta.31		3dbf9b803001df2fcbb17bfe2bf07313fac7f6cf
com.seepine	secret-annotation	1.0.0-beta.32		a65700f46577a9f43cf85ebcc72db9a85facb13b
com.seepine	secret-annotation	1.0.0-beta.33		73cc52d5c2778cbcba7b07c374d26d8a0f5b50cc
com.seepine	secret-annotation	1.0.0-beta.35		8ef5fea76b1bb7375a8f2032231369e82102fb54
com.seepine	secret-annotation	1.0.0-beta.36		a82c3f6ee51e16ce99aff919331d817f8e8493f0
com.seepine	secret-annotation	1.0.0-beta.37		8619656a2f41223fc51a023aa90697e16274bda5
com.seepine	secret-annotation	1.0.0-beta.4		a7849697b94bba8dbd27149e342b1e915961099f
com.seepine	secret-annotation	1.0.0-beta.40		cef6f2eb72263a7cd315991d76fd2b253301d48d
com.seepine	secret-annotation	1.0.0-beta.41		2c769f7b9db14e63219e93e207321149e5d44ce1
com.seepine	secret-annotation	1.0.0-beta.42		15348fcfb6d269f3a4225dc8085269628b7b56b4
com.seepine	secret-annotation	1.0.0-beta.43		5b1745f3d8d393c0bc43c4da2f20bc9dc26d72e4
com.seepine	secret-annotation	1.0.0-beta.44		6a766045ff3617597c158f2792f9baba1791e6c3
com.seepine	secret-annotation	1.0.0-beta.45		2285bf5c8b198b67d8b29fe8cf8f894e64724519
com.seepine	secret-annotation	1.0.0-beta.46		6687a91cfa91c9ef2ba14608a84521413bf98a78
com.seepine	secret-annotation	1.0.0-beta.47		539edb38c6d2c33ef1a0e83e8ed0ec1268175f1d
com.seepine	secret-annotation	1.0.0-beta.48		90b3aca7347fcd1d2ee24aa67dce480f9cf731d1
com.seepine	secret-annotation	1.0.0-beta.49		4a3b1bb5566fd77a0cb38726a8445c6c01d3ef46
com.seepine	secret-annotation	1.0.0-beta.5		02a7d5d200c315023e05c917db13563769281749
com.seepine	secret-annotation	1.0.0-beta.53		935332e67bb17628a22c265bd36dd19ed751f361
com.seepine	secret-annotation	1.0.0-beta.6		08809fa5bfd71dc86f7152ad92eb6a0c5e9e2eb9
com.seepine	secret-annotation	1.0.0-beta.7		696b46c4f0fadf5a2ce34e47980ab4264d5ba14d
com.seepine	secret-annotation	1.0.0-beta.8		50bae6b469905a6e5a4e1578d094eb33168c6ed6
com.seepine	secret-annotation	1.0.0-beta.9		77c0d0fb692df374565873964a70e8eafca7613d
com.seepine	secret-annotation	tag		65535af8a668b6e5eb44bd138234981c9621474e
com.sksamuel.hoplite	hoplite-aws-kotlin	2.9.0		8c0c4f27d16042e5560bc18c6ccd6ddd44ac44bd
com.speedment.jpastreamer	termopoptimizer	0.1.1		2d3a8396ae1eecb6a634d9dfef9ccb01029c7e38
com.speedment.jpastreamer	termopoptimizer	0.1.2		2afd3e4d20e080ea6853739493c3b8661f95dc76
com.speedment.jpastreamer	termopoptimizer	0.1.3		245c9b0f033878f0fd050b3823eae6f0d4df01af
com.speedment.jpastreamer	termopoptimizer	0.1.4		0a1177864a073670d5757e97ac87d5801a82bbd8
com.speedment.jpastreamer	termopoptimizer	0.1.5		135573c4387d8c7ee643fe3daad3d0cc92592538
com.speedment.jpastreamer	termopoptimizer	0.1.6		014c1692de7a516549d2507bbef9e643b75e7b42
com.speedment.jpastreamer	termopoptimizer	0.1.7		0b1a8985b869c04754f5599d55e22472e22ccc47
com.speedment.jpastreamer	termopoptimizer	0.1.8		24dba4339a59c56165ee3831817e87ae05db1d2e
com.speedment.jpastreamer	termopoptimizer	1.0.0		d36020dfa901ad5c295afb883a9965768c7cba57
com.speedment.jpastreamer	termopoptimizer	1.0.1		4dd9e9c855f1a5e3f49ac5c4591bb51113f5a8db
com.speedment.jpastreamer	termopoptimizer	1.0.2		a3324ebb33867de0dac7720293fd4d5a350b9e0e
com.speedment.jpastreamer	termopoptimizer	1.1.0		04c8c89bb70c6ce72073058a3b77868bd4621b31
com.speedment.jpastreamer	termopoptimizer	1.1.1		4518bcfcbe06ddfb3aed7f5ec1408c28821ba1ca
com.speedment.jpastreamer	termopoptimizer	1.1.2		ca11ac017baf24d803974f3f21c98f954191b88c
com.speedment.jpastreamer	termopoptimizer	1.1.3		b3ad2cdbbbc82edac6978f69fdcad807f83d7e8b
com.speedment.jpastreamer	termopoptimizer	1.1.4		4b35d784d302fad856c45a7b1ba547dca64d7c2b
com.speedment.jpastreamer	termopoptimizer	3.0.0		a3f0356be18c0a333d45fbc2ddc64e18fa1ffc9f
com.speedment.jpastreamer	termopoptimizer	3.0.1		5f367d1d23e1c99e55e54a1a60784f30310f4042
com.speedment.jpastreamer	termopoptimizer	3.0.2		4252965ae95efed9142c3ff19daca04ef1e848dc
com.speedment.jpastreamer	termopoptimizer	3.0.3		39119d58ff06c2975c45af22201de4d071f3c837
com.speedment.jpastreamer	termopoptimizer	3.0.4		983752aed67504bc969d40e60219be4567a68028
com.speedment.runtime	runtime-all	3.0.0		N/A
com.speedment.runtime	runtime-all	3.0.0-EA2		N/A
com.speedment.runtime	runtime-all	3.0.1		N/A
com.speedment.runtime	runtime-all	3.0.10		N/A
com.speedment.runtime	runtime-all	3.0.11		N/A
com.speedment.runtime	runtime-all	3.0.12		N/A
com.speedment.runtime	runtime-all	3.0.13		N/A
com.speedment.runtime	runtime-all	3.0.14		N/A
com.speedment.runtime	runtime-all	3.0.15		N/A
com.speedment.runtime	runtime-all	3.0.16		N/A
com.speedment.runtime	runtime-all	3.0.17		N/A
com.speedment.runtime	runtime-all	3.0.18		N/A
com.speedment.runtime	runtime-all	3.0.19		N/A
com.speedment.runtime	runtime-all	3.0.2		N/A
com.speedment.runtime	runtime-all	3.0.20		N/A
com.speedment.runtime	runtime-all	3.0.21		N/A
com.speedment.runtime	runtime-all	3.0.22		N/A
com.speedment.runtime	runtime-all	3.0.3		N/A
com.speedment.runtime	runtime-all	3.0.4		N/A
com.speedment.runtime	runtime-all	3.0.5		N/A
com.speedment.runtime	runtime-all	3.0.6		N/A
com.speedment.runtime	runtime-all	3.0.7		N/A
com.speedment.runtime	runtime-all	3.0.8		N/A
com.speedment.runtime	runtime-all	3.0.9		N/A
com.speedment.runtime	runtime-all	3.1.0		N/A
com.speedment.runtime	runtime-all	3.1.1		N/A
com.speedment.runtime	runtime-all	3.1.10		N/A
com.speedment.runtime	runtime-all	3.1.12		N/A
com.speedment.runtime	runtime-all	3.1.13		N/A
com.speedment.runtime	runtime-all	3.1.14		N/A
com.speedment.runtime	runtime-all	3.1.15		N/A
com.speedment.runtime	runtime-all	3.1.16		N/A
com.speedment.runtime	runtime-all	3.1.17		N/A
com.speedment.runtime	runtime-all	3.1.18		N/A
com.speedment.runtime	runtime-all	3.1.2		N/A
com.speedment.runtime	runtime-all	3.1.3		N/A
com.speedment.runtime	runtime-all	3.1.4		N/A
com.speedment.runtime	runtime-all	3.1.5		N/A
com.speedment.runtime	runtime-all	3.1.6		N/A
com.speedment.runtime	runtime-all	3.1.8		N/A
com.speedment.runtime	runtime-all	3.1.9		N/A
com.speedment.runtime	runtime-all	3.2.0		N/A
com.speedment.runtime	runtime-all	3.2.1		N/A
com.speedment.runtime	runtime-all	3.2.10		N/A
com.speedment.runtime	runtime-all	3.2.2		N/A
com.speedment.runtime	runtime-all	3.2.5		N/A
com.speedment.runtime	runtime-all	3.2.6		N/A
com.speedment.runtime	runtime-all	3.2.7		N/A
com.speedment.runtime	runtime-all	3.2.9		N/A
com.xemantic.ai	xemantic-ai-file-magic-mingwx64	0.1		N/A
com.xemantic.ai	xemantic-ai-file-magic-mingwx64	0.1	html-doc	647826c7c6acc393ca538b4d1f0587d0b051e8d0
com.xemantic.ai	xemantic-ai-file-magic-mingwx64	0.2		N/A
com.xemantic.ai	xemantic-ai-file-magic-mingwx64	0.2	html-doc	f67867be77c9ae826008a19bba4239e91b42d869
com.xemantic.ai	xemantic-ai-file-magic-mingwx64	0.3		N/A
com.xemantic.ai	xemantic-ai-file-magic-mingwx64	0.3	html-doc	6476695d32ea3b269ef3cc642af028bc5882be25
com.xemantic.ai	xemantic-ai-file-magic-mingwx64	0.3.1		N/A
com.zachklipp.seqdiag	seqdiag-desktop	0.1.0		73af5e38e6d82de442590708f6911fc191efdd4c
com.zachklipp.seqdiag	seqdiag-desktop	0.2.0		8796c60ddbeff4dd93204b2019f2c8db12d80772
de.sciss	soundprocesses-views_sjs1_2.13	4.10.0		150e8eeb7f926c335a47ad9c621ff2440d310a5d
de.sciss	soundprocesses-views_sjs1_2.13	4.11.0		062575662d438f8aa9c00b4547b6663d4c993499
de.sciss	soundprocesses-views_sjs1_2.13	4.12.0		cc5421e867a5c0491c1e0169085de7a2118d21ac
de.sciss	soundprocesses-views_sjs1_2.13	4.12.1		d009aa067bca05d9baad6934988e79e5c3fa9f51
de.sciss	soundprocesses-views_sjs1_2.13	4.12.2		2bf06189a694d8dda8bb17fd0ce857db674b9ee6
de.sciss	soundprocesses-views_sjs1_2.13	4.13.0		ef064931f16903df65359b5c312ec077afcb1143
de.sciss	soundprocesses-views_sjs1_2.13	4.13.1		c76081f9a8f49258c96f528158d69436d8890eb7
de.sciss	soundprocesses-views_sjs1_2.13	4.14.0		7b1ee01b61ff777e40c02cd89c9f2c450620e200
de.sciss	soundprocesses-views_sjs1_2.13	4.14.1		ae2ab09358e57600ff0e6fa529678415bcd77c5b
de.sciss	soundprocesses-views_sjs1_2.13	4.14.10		cfe25dbd39a207b82e87f94e85a93dbc551b72f6
de.sciss	soundprocesses-views_sjs1_2.13	4.14.14		3ba3a3bc3aa75d7f0c3bb6acfdc6b57ebd344d83
de.sciss	soundprocesses-views_sjs1_2.13	4.14.15		79bf95e7a184a5f0436a55f050d7667b56f235ae
de.sciss	soundprocesses-views_sjs1_2.13	4.14.16		8c6414bac5ad10e4829d65ece6323a1a6094d3f9
de.sciss	soundprocesses-views_sjs1_2.13	4.14.17		1a8d57e647c2f7819da609a91ae1b62d6399b96c
de.sciss	soundprocesses-views_sjs1_2.13	4.14.18		72431848fb6c6cb8bfb518685e96df76f8fa6952
de.sciss	soundprocesses-views_sjs1_2.13	4.14.19		33470366115bf71797b14a51c7f6e11a8e7460d3
de.sciss	soundprocesses-views_sjs1_2.13	4.14.2		14253b988db53e5ece7790bb76e05a6d860c3e8f
de.sciss	soundprocesses-views_sjs1_2.13	4.14.20		7534f302675f526068d1927dc2320afce4e3266a
de.sciss	soundprocesses-views_sjs1_2.13	4.14.3		7616f43f19ebd502f911c7e82fb2e09b6d108070
de.sciss	soundprocesses-views_sjs1_2.13	4.14.4		6e5ee88f5d29353c0816bc155cba9a100075f09d
de.sciss	soundprocesses-views_sjs1_2.13	4.14.5		c9f5d92840b4f3e8ed6248860f300da7e6562e36
de.sciss	soundprocesses-views_sjs1_2.13	4.14.6		9bf5bb8203e841be1c04253a3c8fee6f29238b24
de.sciss	soundprocesses-views_sjs1_2.13	4.14.7		04fc45abea6d1d3daed08bafcb672c6a6079fde0
de.sciss	soundprocesses-views_sjs1_2.13	4.14.8		82e83d2e96c43f77a3b48c7227cc00563a6cb783
de.sciss	soundprocesses-views_sjs1_2.13	4.14.9		25490de0e7449fa1908b967a5ec77b9229c2c51e
de.sciss	soundprocesses-views_sjs1_2.13	4.2.0		221015191dfe753199db1c7b7eff38acf628ba70
de.sciss	soundprocesses-views_sjs1_2.13	4.3.0		2b270d27283c3d35d3818440aacbb55a234bc322
de.sciss	soundprocesses-views_sjs1_2.13	4.3.1		df3f6171e09ad7a67fc685e526fba98a51e2c332
de.sciss	soundprocesses-views_sjs1_2.13	4.4.0		aed17875b676121ca2d6a468683ad6207e5a6cc3
de.sciss	soundprocesses-views_sjs1_2.13	4.4.1		bd64dbe44b5c89e8a31bf4bdc0fb1bedbb306b42
de.sciss	soundprocesses-views_sjs1_2.13	4.5.0		1b6c40157b13c90cb7fe6497310bf4585d90feeb
de.sciss	soundprocesses-views_sjs1_2.13	4.6.0		a5d26998f2530c188c627afd9128843e8341a6f5
de.sciss	soundprocesses-views_sjs1_2.13	4.7.0		5c931f16ec55f5552ab5c863cc53d9aa8ee9d641
de.sciss	soundprocesses-views_sjs1_2.13	4.7.1		90da88624be8a2fc401aab5651ccd592f739e1a9
de.sciss	soundprocesses-views_sjs1_2.13	4.7.2		af00c333305fe82fa9fbee2cfc4ba3d01458c790
de.sciss	soundprocesses-views_sjs1_2.13	4.7.3		14f9eabb82c50c895e0536fc45be05bad453eb4e
de.sciss	soundprocesses-views_sjs1_2.13	4.7.4		25c9ebfee6ab0b690df2089e4b22ddb7a5a0f00f
de.sciss	soundprocesses-views_sjs1_2.13	4.7.5		3736a34df5773a8598ee9fe48943cf22c2dda3a8
