at.yawk.pigeonj	pigeonj-core	1.0		fc0e13151a72cc26f05e64232d6e8f353f6167d3
com.google.cloud	spring-cloud-gcp-security-iap	4.2.0		0336b6192d8522c451ce1392fad4fb0ec499bacd
com.google.cloud	spring-cloud-gcp-security-iap	4.3.0		8826b795ba342aa618d8ead52c14746b6e29d045
com.google.cloud	spring-cloud-gcp-security-iap	4.3.1		c472ca5d7fbc030a6e4ff71e7f27be49431f5f6c
com.google.cloud	spring-cloud-gcp-security-iap	4.4.0		bb8e0439789ac37e23e716ae4526be2a33f1974e
com.google.cloud	spring-cloud-gcp-security-iap	4.5.0		dc098c35f0778c28a6b0b445a5131a63a8584bcf
com.google.cloud	spring-cloud-gcp-security-iap	4.5.1		d2011632dfa87236577ec16da8fe3ffe10255dde
com.google.cloud	spring-cloud-gcp-security-iap	4.6.0		48713a63174f3ca2a0fbacc9f7d6731f384c8111
com.google.cloud	spring-cloud-gcp-security-iap	4.7.0		e0c974e6fb2b800848ca5a985b9414cb2e6cf58d
com.google.cloud	spring-cloud-gcp-security-iap	4.7.1		1e415f66c2711094f4e70bed25840671d92bdedc
com.google.cloud	spring-cloud-gcp-security-iap	4.7.2		2b8ebb166c4d4523e676ae3d9e8106ae84d861bf
com.google.cloud	spring-cloud-gcp-security-iap	4.8.0		9662c7dcb0b30162a73c747118a357e67a30df04
com.google.cloud	spring-cloud-gcp-security-iap	4.8.1		6dbb0caef9fde5f9d9fd2623e1fd3648a41dc17b
com.google.cloud	spring-cloud-gcp-security-iap	4.8.2		39e8e34141857320a074d9e1c35544f5e3be7e8d
com.google.cloud	spring-cloud-gcp-security-iap	4.8.3		af3a28393db1553351764edc2e93f7040198e045
com.google.cloud	spring-cloud-gcp-security-iap	4.8.4		3e5d4e0bc78e69a08825f380901f8d2c08a0b802
com.google.cloud	spring-cloud-gcp-security-iap	4.9.0		c62723198675086205f7901f5e1e9546d674992c
com.google.cloud	spring-cloud-gcp-security-iap	4.9.1		513161c502abe989a7034cb8ec15f44edca7d333
com.google.cloud	spring-cloud-gcp-security-iap	4.9.2		8f392d397921cc5acd626fd175d36e3e2af13518
com.google.cloud	spring-cloud-gcp-security-iap	4.9.3		c6f4b16417cca24c323dc6ab7f057bbd9382409d
com.google.cloud	spring-cloud-gcp-security-iap	4.9.4		6bd5e183365a66c96d50de098e21a2831940cf9c
com.google.cloud	spring-cloud-gcp-security-iap	5.0.0		fd35928ab9186b35041b6a4ba20620773d641654
com.google.cloud	spring-cloud-gcp-security-iap	5.0.1		cbba02cdc21e47930ce2bc4a4157c02e0d3bd637
com.google.cloud	spring-cloud-gcp-security-iap	5.0.2		e983ee3aa62fde4c6198f4f2964649aa1261679f
com.google.cloud	spring-cloud-gcp-security-iap	5.0.3		21f177d18fd8349536aafe73006a9f90de224bf8
com.google.cloud	spring-cloud-gcp-security-iap	5.0.4		95d065d0b59387bc1d314a21b2a921d4413014cb
com.google.cloud	spring-cloud-gcp-security-iap	5.1.0		dfee33e75a1cb1d2b060999438e151c967add7e9
com.google.cloud	spring-cloud-gcp-security-iap	5.1.2		206d6e274f5a070ba08fbf8604a990ba28e23243
com.google.cloud	spring-cloud-gcp-security-iap	5.10.0		0c72e3b707271b8d08e34f6bec9758c83c5d7ae9
com.google.cloud	spring-cloud-gcp-security-iap	5.11.0		9c66c6e79b6331fd7637f57a6b78df6aad8bcc02
com.google.cloud	spring-cloud-gcp-security-iap	5.11.1		63f288f71d6d31e253d62c1681ff3a86eb429ba7
com.google.cloud	spring-cloud-gcp-security-iap	5.11.2		f2a42d2f91cef56160d131f485244644d88a62d6
com.google.cloud	spring-cloud-gcp-security-iap	5.11.3		fb870b446698f8e820927614da2cfec027a822a9
com.google.cloud	spring-cloud-gcp-security-iap	5.12.0		5ae975186e30e1cf8c34c1ca9ecd5c314f10b66c
com.google.cloud	spring-cloud-gcp-security-iap	5.2.0		904492fbc2b985e466311cc3b6ec256e99769469
com.google.cloud	spring-cloud-gcp-security-iap	5.2.1		3b93effcf40d15ed5c01f153e3c3234b34871ae5
com.google.cloud	spring-cloud-gcp-security-iap	5.3.0		bb6da04d8876f00a33b37c4e98f471dbe03e6c14
com.google.cloud	spring-cloud-gcp-security-iap	5.4.0		77a0fa855833a1930b4c689ebe6f20a36a5b29e2
com.google.cloud	spring-cloud-gcp-security-iap	5.4.1		0944a7bcbfc8748f847c9b1747f0d5f400f9060d
com.google.cloud	spring-cloud-gcp-security-iap	5.4.3		c719c98e51404db44823d47ae8f3cef1f77c77c0
com.google.cloud	spring-cloud-gcp-security-iap	5.5.0		a55ef3a58f1f801a7afca2ccff57fc89bb1f926a
com.google.cloud	spring-cloud-gcp-security-iap	5.5.1		6901a2ccd630639565488f0eb137e3d1f7bb3c3d
com.google.cloud	spring-cloud-gcp-security-iap	5.6.0		d50bd4dfa3b03e98f77451aa50cde09e27c13aab
com.google.cloud	spring-cloud-gcp-security-iap	5.6.1		3247233e1323b34debcffdf6e80f187837cd67ae
com.google.cloud	spring-cloud-gcp-security-iap	5.7.0		fc3c01cd594a1e9f05c230efcdbf2fabcf0aa68e
com.google.cloud	spring-cloud-gcp-security-iap	5.8.0		9990b1830dbfd15e97a4a4b6e25a86c761654339
com.google.cloud	spring-cloud-gcp-security-iap	5.9.0		e753833152aaf2d62cd6f22386f1c1366e059199
com.google.cloud	spring-cloud-gcp-security-iap	6.0.0		1e8eba816cd4a389f1de9f50611f1e1aa46a4e5e
com.google.cloud	spring-cloud-gcp-security-iap	6.0.1		862d8b4053b4e0b9e3272255df2eb4a457c83ebf
com.google.cloud	spring-cloud-gcp-security-iap	6.1.0		ab87639281959805127db8d0f814ac780b8843bc
com.google.cloud	spring-cloud-gcp-security-iap	6.1.1		3f8f8298bc2a7743909626b1bfe817a3e1fcde55
com.handpoint.api.shared	flash101	5.10.0		N/A
com.handpoint.api.shared	flash101	5.11.0		N/A
com.handpoint.api.shared	flash101	5.12.0-RC.3		N/A
com.handpoint.api.shared	flash101	5.13.0		N/A
com.handpoint.api.shared	flash101	5.14.0		N/A
com.handpoint.api.shared	flash101	5.15.0		N/A
com.handpoint.api.shared	flash101	5.15.1		N/A
com.handpoint.api.shared	flash101	5.16.0		N/A
com.handpoint.api.shared	flash101	5.16.1		N/A
com.handpoint.api.shared	flash101	5.17.0		N/A
com.handpoint.api.shared	flash101	5.17.1		N/A
com.handpoint.api.shared	flash101	5.17.2		N/A
com.handpoint.api.shared	flash101	5.17.3		N/A
com.handpoint.api.shared	flash101	5.17.4		N/A
com.handpoint.api.shared	flash101	5.4.0		N/A
com.handpoint.api.shared	flash101	5.4.1		N/A
com.handpoint.api.shared	flash101	5.5.0		N/A
com.handpoint.api.shared	flash101	5.6.0		N/A
com.handpoint.api.shared	flash101	5.7.0		N/A
com.handpoint.api.shared	flash101	5.8.0		N/A
com.handpoint.api.shared	flash101	5.9.0		N/A
com.handpoint.api.shared	flash101	6.0.0		N/A
com.handpoint.api.shared	flash101	6.0.1		N/A
com.handpoint.api.shared	flash101	6.0.2		N/A
com.handpoint.api.shared	flash101	6.0.3		N/A
com.handpoint.api.shared	flash101	6.0.4		N/A
com.handpoint.api.shared	flash101	6.0.5		N/A
com.handpoint.api.shared	flash101	6.0.6		N/A
com.handpoint.api.shared	flash101	6.0.7		N/A
com.handpoint.api.shared	flash101	6.0.8		N/A
com.handpoint.api.shared	flash101	6.1.0		N/A
com.handpoint.api.shared	flash101	6.1.1		N/A
com.handpoint.api.shared	flash101	6.2.0		N/A
com.handpoint.api.shared	flash101	6.2.1		N/A
com.handpoint.api.shared	flash101	6.2.2		N/A
com.handpoint.api.shared	flash101	6.3.0		N/A
com.handpoint.api.shared	flash101	6.4.0		N/A
com.handpoint.api.shared	flash101	6.4.1		N/A
com.handpoint.api.shared	flash101	6.5.0		N/A
com.handpoint.api.shared	flash101	6.6.0		N/A
com.handpoint.api.shared	flash101	6.6.3		N/A
com.handpoint.api.shared	flash101	6.6.4		N/A
com.handpoint.api.shared	flash101	6.6.5		N/A
com.handpoint.api.shared	flash101	6.6.6		N/A
com.handpoint.api.shared	flash101	6.6.7		N/A
com.handpoint.api.shared	flash101	6.7.0		N/A
com.handpoint.api.shared	flash101	6.7.1		N/A
com.handpoint.api.shared	flash101	6.7.2		N/A
com.handpoint.api.shared	flash101	6.7.3		N/A
com.handpoint.api.shared	flash101	6.7.4		N/A
com.handpoint.api.shared	flash101	6.7.5		N/A
com.handpoint.api.shared	flash101	6.7.7		N/A
com.handpoint.api.shared	flash101	7.0.0		N/A
com.handpoint.api.shared	flash101	7.0.1		N/A
com.handpoint.api.shared	flash101	7.0.2		N/A
com.handpoint.api.shared	flash101	7.1001.0		N/A
com.handpoint.api.shared	flash101	7.1001.1		N/A
com.handpoint.api.shared	flash101	7.1001.2		N/A
com.handpoint.api.shared	flash101	7.1001.3		N/A
com.handpoint.api.shared	flash101	7.1001.4		N/A
com.handpoint.api.shared	flash101	7.1002.0		N/A
com.handpoint.api.shared	flash101	7.1002.1		N/A
com.handpoint.api.shared	flash101	7.1002.2		N/A
com.handpoint.api.shared	flash101	7.1002.3		N/A
com.handpoint.api.shared	flash101	7.1004.0		N/A
com.handpoint.api.shared	flash101	7.1004.1		N/A
com.handpoint.api.shared	flash101	7.1004.2		N/A
com.handpoint.api.shared	flash101	7.1004.3		N/A
com.handpoint.api.shared	flash101	7.1004.5		N/A
com.handpoint.api.shared	flash101	7.1005.0		N/A
com.handpoint.api.shared	flash101	7.1005.1		N/A
com.handpoint.api.shared	flash101	7.1005.2		N/A
com.handpoint.api.shared	flash101	7.1005.3		N/A
com.handpoint.api.shared	flash101	7.1005.4		N/A
com.handpoint.api.shared	flash101	7.1006.0		N/A
com.handpoint.api.shared	flash101	7.1006.1		N/A
com.handpoint.api.shared	flash101	7.1006.2		N/A
com.handpoint.api.shared	flash101	7.1006.3		N/A
com.helger.bdve.rules	ph-bdve-rules-svefaktura	1.0.10		3528193375eecdf97ea1e391dbfac45019af7437
com.helger.bdve.rules	ph-bdve-rules-svefaktura	1.0.11		04bf3568435ba0d174ff6a005a8a8accb83f914d
com.helger.bdve.rules	ph-bdve-rules-svefaktura	1.0.12		e14c6457a55ff8243653553b2089b7d1751d6bdf
com.helger.bdve.rules	ph-bdve-rules-svefaktura	1.0.13		b7a75914c541c5ed3e0739ce8ad593841de6c2ce
com.helger.bdve.rules	ph-bdve-rules-svefaktura	1.0.14		7e99da759d51bf1bd3212e211a3aa41313744382
com.helger.bdve.rules	ph-bdve-rules-svefaktura	1.0.15		3bae08d98fef2adc62bfb9817164fec3f69959ed
com.helger.bdve.rules	ph-bdve-rules-svefaktura	1.0.6		2655f5e4a7fe1df75fceba26e825dd75a422bfc0
com.helger.bdve.rules	ph-bdve-rules-svefaktura	1.0.7		45bc4ce864dc391d92744b781dc4151e487ca70c
com.helger.bdve.rules	ph-bdve-rules-svefaktura	1.0.8		0014363bdc8141e88653b6211e77499018f1afa8
com.helger.bdve.rules	ph-bdve-rules-svefaktura	1.0.9		63d08fb233b65772c3abe92929c99a49eac96cec
com.hp.hpl.jena	concurrent-jena	1.3.2		366f99d2a9bdd286220baea4ba2574f193665a01
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	18.0.0.2		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	18.0.0.3		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	18.0.0.4		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	19.0.0.1		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	19.0.0.10		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	19.0.0.11		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	19.0.0.12		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	19.0.0.2		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	19.0.0.3		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	19.0.0.4		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	19.0.0.5		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	19.0.0.6		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	19.0.0.7		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	19.0.0.8		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	19.0.0.9		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	20.0.0.1		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	20.0.0.10		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	20.0.0.11		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	20.0.0.12		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	20.0.0.2		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	20.0.0.3		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	20.0.0.4		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	20.0.0.5		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	20.0.0.6		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	20.0.0.7		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	20.0.0.8		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	20.0.0.9		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	21.0.0.1		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	21.0.0.10		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	21.0.0.11		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	21.0.0.12		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	21.0.0.2		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	21.0.0.3		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	21.0.0.4		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	21.0.0.5		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	21.0.0.6		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	21.0.0.7		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	21.0.0.8		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	21.0.0.9		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	22.0.0.1		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	22.0.0.10		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	22.0.0.11		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	22.0.0.12		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	22.0.0.13		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	22.0.0.2		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	22.0.0.3		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	22.0.0.4		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	22.0.0.5		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	22.0.0.6		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	22.0.0.7		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	22.0.0.8		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	22.0.0.9		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	23.0.0.1		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	23.0.0.10		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	23.0.0.11		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	23.0.0.12		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	23.0.0.2		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	23.0.0.3		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	23.0.0.4		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	23.0.0.5		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	23.0.0.6		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	23.0.0.7		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	23.0.0.8		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	23.0.0.9		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	24.0.0.1		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	24.0.0.10		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	24.0.0.11		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	24.0.0.12		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	24.0.0.2		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	24.0.0.3		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	24.0.0.4		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	24.0.0.5		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	24.0.0.6		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	24.0.0.7		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	24.0.0.8		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	24.0.0.9		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	25.0.0.1		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	25.0.0.2		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	25.0.0.3		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.zosConnectInterceptorFSLogger-1.0	25.0.0.4		N/A
com.kelveden	testacular-maven-plugin	0.3		e8a205bbf9df41bc0a0864842939a85f49e9b08f
com.kelveden	testacular-maven-plugin	0.4		f520db8fb2a0ce92146e03d795c9451c62e4793a
com.namics.oss.magnolia	custom-definition-builders-spring	1.2.10		56dbfd5adf284dc369b7fe30b8b20aa51db9f133
com.namics.oss.magnolia	custom-definition-builders-spring	1.2.11		70c2db799fb3ff4640c09a48394dd056d7fb1eb7
com.namics.oss.magnolia	custom-definition-builders-spring	1.2.12		d222f1ef3cd178f4651db55e4e14d0e431079e69
com.namics.oss.magnolia	custom-definition-builders-spring	1.2.13		2be528f13beff76454b4b51c81e13feefa0bfb5b
com.namics.oss.magnolia	custom-definition-builders-spring	1.2.14		b7a96254d9f998560035d2561809a8ccee048f6b
com.namics.oss.magnolia	custom-definition-builders-spring	1.2.15		c1850ef52ba6681e255de74ecd4451ce7ad23b9a
com.namics.oss.magnolia	custom-definition-builders-spring	1.2.16		7d110988b2afc21343c9ae93405c494ea01494ff
com.namics.oss.magnolia	custom-definition-builders-spring	1.2.17		dc6de584659efe1a38af73980a126109324c9ed3
com.namics.oss.magnolia	custom-definition-builders-spring	1.2.18		531805879bb7027262906c68f83995a4beae551c
com.namics.oss.magnolia	custom-definition-builders-spring	1.2.2		23b42789cd83619d54cfa0536f205d0267e47f45
com.namics.oss.magnolia	custom-definition-builders-spring	1.2.3		12d85bc615149d03d8e37a03b6285c84fec4a719
com.namics.oss.magnolia	custom-definition-builders-spring	1.2.5		5ece1e9a69fa3f1f4a4cc16b520c7e73abe9924c
com.namics.oss.magnolia	custom-definition-builders-spring	1.2.6		5848c24e4a88b508c255e62f5f2cecf35d7e2536
com.namics.oss.magnolia	custom-definition-builders-spring	1.2.7		db48aab70acb85728f94bc0750e76ed4e48c399a
com.namics.oss.magnolia	custom-definition-builders-spring	1.2.8		7ae2700b8ed2d08ce7069744bfbe6a0bc6895b0f
com.namics.oss.magnolia	custom-definition-builders-spring	1.2.9		74105f25c9fd60c99c04ef89248522ce095f4e8f
com.power4j.fist	fist-kit-cloud-core	2022.0.1		c2cc24fd6b8e43f97ad363254d1c09a070da7bfd
com.power4j.fist	fist-kit-cloud-core	2022.0.10		11cb5865abaa841119a8415db2857b8fb43a7869
com.power4j.fist	fist-kit-cloud-core	2022.0.11		35124be58faf8e9e450bf84ad07a53cc36057488
com.power4j.fist	fist-kit-cloud-core	2022.0.12		2b2c8fb5e2a31f9307b58e298c7940405f3d2293
com.power4j.fist	fist-kit-cloud-core	2022.0.13		8d76481c4cba119c6c92775a94dc9fa0d6917d7c
com.power4j.fist	fist-kit-cloud-core	2022.0.2		cfcf3c90151011437622366291712b129ac3db7a
com.power4j.fist	fist-kit-cloud-core	2022.0.3		ae1f7c6e506d319587bb45294e167a102a067681
com.power4j.fist	fist-kit-cloud-core	2022.0.4		bed9be153ef09860e0d2cb992996ab668ad70a8c
com.power4j.fist	fist-kit-cloud-core	2022.0.5		c3c9f6547f9b7de277fd73987dc286a3d2e1a37a
com.power4j.fist	fist-kit-cloud-core	2022.0.6		06a33a480cd502e95112f3a0e678996cd33cf4bd
com.power4j.fist	fist-kit-cloud-core	2022.0.7		e98aee610d27880deaace99bc52a295afd18a595
com.power4j.fist	fist-kit-cloud-core	2022.0.8		1c29c8853c919cdbff9728e5d29ad608762d5674
com.power4j.fist	fist-kit-cloud-core	2022.0.9		86af37a44bb4ccf614745c85b0d522b5229770e1
com.puresoltechnologies.purifinity.server	systemmonitor.client	0.4.0		006150dd254c63e9402484bf1324809d7476082e
com.puresoltechnologies.purifinity.server	systemmonitor.client	0.4.1		08de027d27329f5e19b35f565dcf7ad6ab6b9844
com.rationaleemotions	simple-ssh	1.0.0		40db7d9b18bd2da034f8e3853d9bbf5d7c92af95
com.rationaleemotions	simple-ssh	1.0.1		14f9a8caddf437af8dedbc7cb81316f2c3ff2deb
com.rationaleemotions	simple-ssh	1.0.2		d9943b33499f65148cac4ebf8c3d20bab7cfb64f
com.sparkutils	shim_root_14.3.dbr_3.5_2.12	0.0.1		N/A
com.sparkutils	shim_root_14.3.dbr_3.5_2.12	0.0.1-RC1		N/A
com.sparkutils	shim_root_14.3.dbr_3.5_2.12	0.0.1-RC2		N/A
com.sparkutils	shim_root_14.3.dbr_3.5_2.12	0.0.1-RC3		N/A
com.sparkutils	shim_root_14.3.dbr_3.5_2.12	0.0.1-RC4		N/A
com.sparkutils	shim_root_14.3.dbr_3.5_2.12	0.2.0-RC1		N/A
com.sproutigy	opensource-parent	1.0		N/A
com.sproutigy	opensource-parent	1.1		N/A
com.sproutigy	opensource-parent	2		N/A
com.sproutigy	opensource-parent	3		N/A
com.sproutigy	opensource-parent	4		N/A
com.tourapp.res	com.tourapp.res.tour.product	0.8.0		d8eebd3f8c3de1f0e78d6873f2ffb2e989e59e9d
com.tourapp.res	com.tourapp.res.tour.product	0.8.1		7ab06fa7d7ee97a4ccc6760f890cd271c00dcc1e
com.vicrab	vicrab-spring	1.1		fc73a9e74bffc6b3d6c7485f5d24bf5f6b0104e5
com.vicrab	vicrab-spring	1.2		cfbff64c0aa11d2af9b84e44af81eda5abff24ea
com.vicrab	vicrab-spring	1.2.1		4828a8fc72a82257991c944079c07674fe6a4147
com.wire	cells-sdk-kmp	$tag_name		fd775666826331c7bd4616db34162ebec0fae5f2
com.wire	cells-sdk-kmp	0.1.1-alpha00		1a14a4aa6fed2abb5f45ac40d083459bf3e192bb
com.wire	cells-sdk-kmp	0.1.1-alpha01		2b55e147c2c79e8bafd50ac3e318418f7597a533
com.wire	cells-sdk-kmp	0.1.1-alpha02		09b1d54cc598859012e7e68d7f7c85359a232dcb
com.wire	cells-sdk-kmp	0.1.1-alpha03		1810e0d82287be98b7d6dd37070c40acb7c36a80
com.wire	cells-sdk-kmp	0.1.1-alpha05		f54e262ffc5cd902441853c9daab41d542c68b68
com.wire	cells-sdk-kmp	0.1.1-alpha06		603da0d75d9e468c09b3b03fc61bb45e3349914d
com.wire	cells-sdk-kmp	0.1.1-alpha07		2bcc26a26e3a510417979ebd70269e09acc2ddac
com.wire	cells-sdk-kmp	0.1.1-alpha08		232ae3c779cfe339675b60e534b848858fb2dc46
com.wire	cells-sdk-kmp	0.1.1-alpha08.02		103a9e96aa8b159510ede1b9533c0fb66d1b84c7
com.wire	cells-sdk-kmp	0.1.1-alpha08.03		02cba90c611fa35c9b3af8e0f1ee9a4472ad34f5
com.wire	cells-sdk-kmp	0.1.1-alpha08.04		5f8821f75cc9b190860324838167f8279aa01134
com.wire	cells-sdk-kmp	0.1.1-alpha08.05		9aae5fe0a7e7cedc7315eaa26eee6c65555a74da
com.wire	cells-sdk-kmp	0.1.1-alpha09		a1b98fd0f979e26df15dc1e0d5367b825a98fc26
