cc.unitmesh	code	0.2.3		ef6ecf0cc15f4f109b45bb7c1738295181be82d3
com.adobe.aem	aem-sdk-api	2024.5.16357.20240517T163826Z-240400		84941c450758e7a2d30e91c74c8a8b37eea76953
com.adobe.aem	aem-sdk-api	2024.5.16461.20240524T172309Z-240400		20c8b220eabdc1d995cfe693dfaf43e8d2ccd44d
com.adobe.aem	aem-sdk-api	2024.5.16461.20240524T172309Z-240500		c3654154c228d70021b57b79a2c1fa43c7091f28
com.adobe.aem	aem-sdk-api	2024.5.16544.20240530T165853Z-240500		700fcd87a836c60cb25992134addcb5b9964d754
com.adobe.aem	aem-sdk-api	2024.6.16799.20240614T073455Z-240500		aadc2d8a9ee7871b5f1c1dfd6882e5449a741f62
com.adobe.aem	aem-sdk-api	2024.6.16799.20240614T073455Z-240600		85a135dbd116e5f2d64ab75f61946411eee32a32
com.adobe.aem	aem-sdk-api	2024.6.16971.20240628T122619Z-240600		6d114c81e96f430da6ee460df980f32e8ae584f2
com.adobe.aem	aem-sdk-api	2024.7.17098.20240711T134106Z-240600		2976dd148d2e53b30c48fa66865296a85e7e33b5
com.adobe.aem	aem-sdk-api	2024.7.17098.20240711T134106Z-240700		895e769f41a761fc7474dee88408ffacb16d4978
com.adobe.aem	aem-sdk-api	2024.7.17258.20240726T172406Z-240700		baf9bb05c2d06a56acdb50f8ebe3f7e33535e662
com.adobe.aem	aem-sdk-api	2024.8.17465.20240813T175259Z-240700		c58009eab3756a9ab79f03532c74710ac0080c50
com.adobe.aem	aem-sdk-api	2024.8.17465.20240813T175259Z-240800		95cc0e3602f43eb96300de051895be58c3ed2f70
com.adobe.aem	aem-sdk-api	2024.8.17569.20240822T203847Z-240700		aaecc7ba1536ca8109c9bcf0c53b0d8fca0f7edc
com.adobe.aem	aem-sdk-api	2024.9.17689.20240905T073330Z-240800		76be655e4fe368851cd9b720e6ee36d3afce056f
com.adobe.aem	aem-sdk-api	2024.9.17689.20240905T073330Z-240900		ad9a56606c85750f79ad646ee19326fe670b199b
com.adobe.aem	aem-sdk-api	2024.9.17882.20240919T100659Z-240800		270bf3e5817d00147fd1da0ba5e21aa8d551d2dd
com.adobe.aem	aem-sdk-api	2024.9.17964.20240924T170544Z-240800		402658c44c20f958d1d02a8b1a6fdf77535fa095
com.adobe.aem	aem-sdk-api	2025.1.19149.20250116T154450Z-241100		f0b3d84b93bdc256710c61ce500511047882aef9
com.adobe.aem	aem-sdk-api	2025.1.19149.20250116T154450Z-250100		d32e99cd4b7af5ab11b5aa572482f76097239360
com.adobe.aem	aem-sdk-api	2025.1.19352.20250131T194709Z-250100		b5d8bfa62324abf86a8c452d3369cefd464d8e30
com.adobe.aem	aem-sdk-api	2025.2.19567.20250218T063747Z-250100		ea378856792d3a5a7e61955d6c6d005ef8289276
com.adobe.aem	aem-sdk-api	2025.2.19586.20250218T200657Z-250100		c8b2dc7614980ade77e103980bbe8d72cdcca315
com.adobe.aem	aem-sdk-api	2025.2.19687.20250225T164325Z-250100		b401165a91396f98a795f40e8c3e5965e23691cb
com.adobe.aem	aem-sdk-api	2025.3.19823.20250304T101418Z-250200		c716abcc1a0f41cae6201b31466ed5e5c91be160
com.adobe.aem	aem-sdk-api	2025.3.19823.20250304T101418Z-250300		8f59dd27b36b81e3b2dc4f44a8c8bb824e90ca30
com.adobe.aem	aem-sdk-api	2025.3.20133.20250325T063357Z-250300		9ba9220ba0ba5ccfdee37e6f4bab6670f00be6ea
com.adobe.aem	aem-sdk-api	2025.4.20476.20250414T214138Z-250300		7f9a584d1d8004e09991f56a9c2c5f98f2dd0f19
com.adobe.aem	aem-sdk-api	2025.4.20476.20250414T214138Z-250400		c6aa27f54b44bba6758edd4fa2d71e4c06f75aaf
com.adobe.aem	aem-sdk-api	2025.4.20626.20250425T133017Z-250400		f41de614d7ef50b36752053f362e997319a2e2ab
com.adobe.aem	aem-sdk-api	2025.5.20783.20250508T152852Z-250400		d12330bce450ac7a3fee2a5ee80c99dd2c458c3f
com.arassec.igor	web	0.0.6		2f3a24355cb56087d6ababe75f39fdb0faa1198b
com.arassec.igor	web	0.0.7		cac43fb3711925570e9aa810a6670a2dbc35950e
com.arassec.igor	web	0.1.0		ad682537fffd79983814eebbcac9ffa9fd1615a5
com.arassec.igor	web	0.2.0		bbd43b8301a0a7cc7db7de762e2d63b818bd257b
com.arassec.igor	web	0.2.1		052ce6ec55a185d4c9d94cacc5ab45f2c189e90c
com.arassec.igor	web	0.2.2		a4e7f9d7db4e6b1474e3313087c0df3b9dc971c3
com.arassec.igor	web	0.2.3		5929e14dbed7504446c07c3885e0996c4566bd2b
com.arassec.igor	web	0.2.4		4bf296791d746f16ec1bef8e568a7537698075fa
com.arassec.igor	web	0.2.5		da9c9cca13f4c418a4b56cf1e808d9f72a67680e
com.arassec.igor	web	0.2.6		8b9d3baf40fb21d91b06d7725ff093ef1d70f93e
com.arassec.igor	web	0.2.7		7501a85094f7cdb11095a7036bca6a73e10d4a6d
com.arassec.igor	web	0.3.0		08256bde5e654ee04ef9d435131ae37f0d2ef4d2
com.arassec.igor	web	0.4.0		7232a229da2c30d7481ed48a9f4c2880d7164baa
com.arassec.igor	web	0.4.1		fc68a62c2931d3f9efe22d91d0d47cf5ed251f3c
com.arassec.igor	web	0.4.2		6b61de403987197bc95b55f7b44e00066413176e
com.arassec.igor	web	0.5.0		44276f356d2b77b572b4f45b72ec7460bb26ddde
com.arassec.igor	web	0.6.0		56ea4d69112f3255d4937bdef227cdffbcd46645
com.arassec.igor	web	0.6.1		58226f94917006561f61db415d401c23efd0275e
com.arassec.igor	web	0.6.2		091d12c29e24c3683c564cfcdb27d274f00f813e
com.arassec.igor	web	0.6.3		cec7080649957c3b569469cc9f59372be1d05af1
com.arassec.igor	web	0.6.4		296f96558066aa6c8a1cab98feb02a8c6751f675
com.arassec.igor	web	0.6.5		a22aa71bb2fd82424d576c89af8783dbe1e3a023
com.arassec.igor	web	0.6.6		77b0c7510991146ac616a66e00c4469ac90cd84c
com.arassec.igor	web	0.6.7		2aeaa0a514974d8e22819e6c89107f7b9f21f68b
com.arassec.igor	web	0.6.8		8e9b8f04b2ff10b6d3f7c7015357ef92a1221e08
com.autodesk	coroutineworker-watchosarm32	0.7.1		N/A
com.autodesk	coroutineworker-watchosarm32	0.7.1	metadata	6b3a420dc67bd1196dfbe09c644284df2c53ba37
com.autodesk	coroutineworker-watchosarm32	0.7.2		N/A
com.autodesk	coroutineworker-watchosarm32	0.7.2	metadata	0a08602215c2e8c0e3a5aa05619daaf03eb245d4
com.autodesk	coroutineworker-watchosarm32	0.8.0		N/A
com.autodesk	coroutineworker-watchosarm32	0.8.0	metadata	c7f52638fe0f378153cac52372639e9b9e621813
com.autodesk	coroutineworker-watchosarm32	0.8.1		N/A
com.autodesk	coroutineworker-watchosarm32	0.8.1	metadata	fe8a4b2fd81dbcb65a25b1eff819d3ffc5db83c1
com.autodesk	coroutineworker-watchosarm32	0.8.2		N/A
com.autodesk	coroutineworker-watchosarm32	0.8.2	metadata	cbc5d5223356ae88e19dc9d1864991d79b57330d
com.autodesk	coroutineworker-watchosarm32	0.8.3		N/A
com.autodesk	coroutineworker-watchosarm32	0.8.3	metadata	e402f931aa30321162677ad3786eb0b726bcbed2
com.badoo.reaktive	utils-android	1.1.22		N/A
com.badoo.reaktive	utils-android	1.2.0		N/A
com.badoo.reaktive	utils-android	1.2.1		N/A
com.badoo.reaktive	utils-android	1.2.2		N/A
com.badoo.reaktive	utils-android	1.2.3		N/A
com.badoo.reaktive	utils-android	1.3.0		N/A
com.battcn	spring-cloud-swagger-ui	1.0.0-RELEASE		77a7e99083a2e9a8ca2eeb7e41087cf0b3a6a710
com.battcn	spring-cloud-swagger-ui	1.0.1-RELEASE		667f4a45f7176d17fa66ee69b5d6920be667e675
com.battcn	spring-cloud-swagger-ui	1.0.2-RELEASE		fc179380eeb7678d89eda6048a71e4d0c73e4377
com.battcn	spring-cloud-swagger-ui	1.0.3-RELEASE		0c15b567ede783d82bfdb36a6bb6e8e8eb90d124
com.battcn	spring-cloud-swagger-ui	1.0.4-RELEASE		c3ecbde55bf162bf81ee2c19129369de8e4839eb
com.carecon.fabric3.gradle	fabric3-test	3.0.0		54b5206cf123fef5786bacae3dac1ddc6c5a301e
com.carecon.fabric3.gradle	fabric3-test	3.1.0		cdb522cd87eec2c94d97e458192d95a7d5cbd957
com.covisint.platform.service.client	service-client	1.0.0.RELEASE		a43e62433fb25b0fc358a13352ae8c04d5a34273
com.epam.drill.logger	logger-mingwx64	0.6.2		N/A
com.epam.drill.logger	logger-mingwx64	0.6.2	metadata	fc2710e4d9d37a24b9c7ffec817ccb5c3b9d7bd5
com.github.ddth	ddth-tsc-parent	0.4.0		N/A
com.github.ddth	ddth-tsc-parent	0.4.0.2		N/A
com.github.ddth	ddth-tsc-parent	0.4.0.3		N/A
com.github.ddth	ddth-tsc-parent	0.4.0.4		N/A
com.github.ddth	ddth-tsc-parent	0.4.1.1		N/A
com.github.ddth	ddth-tsc-parent	0.4.2		N/A
com.github.ddth	ddth-tsc-parent	0.5.0		N/A
com.github.ddth	ddth-tsc-parent	0.5.1		N/A
com.github.ddth	ddth-tsc-parent	0.6.0		N/A
com.github.ddth	ddth-tsc-parent	0.6.1		N/A
com.github.joschi.jersey.jetty10	jersey-container-jetty-servlet	2.33		74603a6a067d70dc1b0f4ae58dec682e2137bf82
com.github.joschi.jersey.jetty10	jersey-container-jetty-servlet	2.34		f40e1a7fb38d1ae9d36eb4a17648565d6fbb253d
com.github.joschi.jersey.jetty10	jersey-container-jetty-servlet	2.35		3f5657f7c6c17249891b098556d3f7756a9c513d
com.github.joschi.jersey.jetty10	jersey-container-jetty-servlet	2.36		c67b6b23a39d60b03dab4ee05be37d05c3301bbe
com.github.joschi.jersey.jetty10	jersey-container-jetty-servlet	2.36.1		8e5f93b319224eeb4a7b7e01eed32773391eca57
com.github.joschi.jersey.jetty10	jersey-container-jetty-servlet	2.37		ff712f98c0bcecc02f277e42d34069e714aabeb6
com.github.joschi.jersey.jetty10	jersey-container-jetty-servlet	2.38		e7394248e8314c87e149c6627cf0a0bfb0540623
com.github.joschi.jersey.jetty10	jersey-container-jetty-servlet	2.39		cf57ca689a6a7615d5d787da3abff686ce07e645
com.github.joschi.jersey.jetty10	jersey-container-jetty-servlet	2.39.1		b1842bf9a109581d7341af4d96c55534883fc0e4
com.github.joschi.jersey.jetty10	jersey-container-jetty-servlet	2.40		b4a52a83b9517718f4d8346fd0b5164d3342b26f
com.github.lihengming	potato-webmvc	1.0		e06d3bd24e81b2d8d49f0252f00a130369ec4411
com.github.nikita-volkov.java	composites	0.1		77b4304e401306937ced23adb709a6293017f751
com.github.nikita-volkov.java	composites	0.1.1		e256662d2ea2fbf7b0f97553d86905483e5491a9
com.github.nikita-volkov.java	composites	0.1.2		99e79819c15576f372c0ad8144a516250b46808f
com.github.nikita-volkov.java	composites	0.2		4544f4f41e8d4c2a62e3d85e7cb35954c963173a
com.github.nikita-volkov.java	composites	1		ae325cfc8a000822f7f9eadd9e774c04852cb514
com.github.romastyi	play-boilerplate-api-play26_2.12	0.0.2		f98c03ef61b4f8341e7fbad6260c7d0c06456603
com.github.romastyi	play-boilerplate-api-play26_2.12	0.1.0		fd281c80c4655aa5a67e012addce7e2405a5588a
com.github.romastyi	play-boilerplate-api-play26_2.12	0.1.1		4a4d3019cf67316d44a15b1a4854c6d592b8ede4
com.github.romastyi	play-boilerplate-api-play26_2.12	0.1.2		a8624ecad261fa328fda90d7f820cced12426785
com.github.romastyi	play-boilerplate-api-play26_2.12	0.1.3		1642c0ad04033fde25cf9f73c5bdc6876d315340
com.github.romastyi	play-boilerplate-api-play26_2.12	0.1.4		e1ac7cc143fe4b0f81627fb3dc04edca32f1b897
com.github.romastyi	play-boilerplate-api-play26_2.12	0.1.5		7349992d6e8af375d52429396993b7648c97fead
com.github.romastyi	play-boilerplate-api-play26_2.12	0.1.6		43a0de719caab6833c1390319def4f41fa98ab70
com.github.takezoe	blocking-slick-31_2.10	0.0.5		8e246ab55bd396f6d8e3a799ac8596405936a3de
com.github.takezoe	blocking-slick-31_2.10	0.0.6		f2668e2acb61bc5570d2ce7262a10d27439dc665
com.github.takezoe	blocking-slick-31_2.10	0.0.7		3a2a16a9f87ac136b4e4065e380937625e65255a
com.github.tonyluo	excel-util	1.0.0		6542fa9c99bef681f5cc2ce134c9f7abfb91189c
com.github.tonyluo	excel-util	1.0.1		be298e77b5fa6515e87ed77e74408dabd7c258e3
com.github.tonyluo	excel-util	1.0.2		a1b0c69c7d05651bf6e5949b218b4636caba3856
com.github.tonyluo	excel-util	1.0.3		97d6c23dfcbf4a7d720bba810e9bbeaeef6ec6fa
com.github.tonyluo	excel-util	1.0.4		2022475689094a17ef0ae13b0f5ee61cb5af07b6
com.github.tonyluo	excel-util	1.0.5		77ab9172346f03e53ec94bba7f7e95526bbefbef
com.github.wcvolcano.arbitrary	LanguageLevelTest	1.0.0		d888affd3194cbce901a5ad9dd75d34fb0034fc4
com.illuzor	mightypreferences	0.0.11		N/A
com.iodesystems.selenium-jquery	selenium-jquery	2.0.2		7a45613388cdfcb90b68ac92defd07ac3b001cd3
com.iodesystems.selenium-jquery	selenium-jquery	2.0.3		140127e2572a0f0feb89f05b7dee914ed05fd854
com.iodesystems.selenium-jquery	selenium-jquery	2.0.4		f59dfcba9df09c7732a9a3163e162ddb652f5723
com.iodesystems.selenium-jquery	selenium-jquery	2.1.0		dbb695f21057dc5c4b6efbcd6ff36083210460a9
com.iodesystems.selenium-jquery	selenium-jquery	2.1.1		dc8e33445dfe32bb00500f13d61d80ab4f572cb3
com.iodesystems.selenium-jquery	selenium-jquery	2.1.10		9019bf9590d6e40252c50f2da3ec6114d9de9113
com.iodesystems.selenium-jquery	selenium-jquery	2.1.2		799f2be149641316d6012847fe849a9836269438
com.iodesystems.selenium-jquery	selenium-jquery	2.1.3		667db106552ac056cbb4516e00fa5ceb732dcde1
com.iodesystems.selenium-jquery	selenium-jquery	2.1.4		1f92ab17bbc83ab15c442a31cc56d660dfd3770d
com.iodesystems.selenium-jquery	selenium-jquery	2.1.5		479609fc0853f47e464a68dd6753e3b61f0cd4ee
com.iodesystems.selenium-jquery	selenium-jquery	2.1.6		5bd3211b85dc79258f8609c0e69f16c4bff65e7f
com.iodesystems.selenium-jquery	selenium-jquery	2.1.7		b9adc56346a38991389930b936a6b3c52227e00c
com.iodesystems.selenium-jquery	selenium-jquery	2.1.8		5acc0e0ccc5c44023a969ae0d56bc0976da5de41
com.iodesystems.selenium-jquery	selenium-jquery	2.1.9		96e15f7935720c755ef0f33f4a4dca41e894e1ce
com.iodesystems.selenium-jquery	selenium-jquery	3.0.0		d75b5708c69e5c0396d1d94d0d644e5fd3a9461b
com.iodesystems.selenium-jquery	selenium-jquery	3.0.1		49ebb87b85e67b874a6d4c9d75f832fe176a1fb8
com.iodesystems.selenium-jquery	selenium-jquery	3.0.2		724fc031a2e9eb262af59211b30e5a80f13b947a
com.iodesystems.selenium-jquery	selenium-jquery	3.1.0		c866ce053d2e0e389a96ac0a0dc3392d2eea6584
com.iodesystems.selenium-jquery	selenium-jquery	3.1.1		8488822dbda49a02a2630b020014e7292c1e7b77
com.iodesystems.selenium-jquery	selenium-jquery	3.1.2		682b8d5bff17884d0fe9950cbebb2114fa4a1506
com.iodesystems.selenium-jquery	selenium-jquery	3.1.3		f31627da8a6c826de590a1f64f011de263721fd8
com.iodesystems.selenium-jquery	selenium-jquery	3.2.0		104d54b5a56bf52e2cf048854b336463e98d964d
com.iodesystems.selenium-jquery	selenium-jquery	3.2.1		a22b84e4953584b855d398b8709979fe65e4f79a
com.iodesystems.selenium-jquery	selenium-jquery	3.2.2		4889248dd26c3f34c568add8f7024e1aa01ee687
com.iodesystems.selenium-jquery	selenium-jquery	4.0.0		b300d267e50cc1623aaf8036c61bf577acc4b60b
com.iodesystems.selenium-jquery	selenium-jquery	4.0.3		0ff84ae5460d7f3bf79795d4b28fccf15f076fd1
com.jakewharton.cite	com.jakewharton.cite.gradle.plugin	0.1.0		N/A
com.jakewharton.cite	com.jakewharton.cite.gradle.plugin	0.2.0		N/A
com.jakewharton.cite	com.jakewharton.cite.gradle.plugin	0.3.0		N/A
com.jakewharton.cite	com.jakewharton.cite.gradle.plugin	0.4.0		N/A
com.jakewharton.cite	com.jakewharton.cite.gradle.plugin	0.5.0		N/A
com.jakewharton.cite	com.jakewharton.cite.gradle.plugin	0.6.0		N/A
com.jakewharton.cite	com.jakewharton.cite.gradle.plugin	0.6.1		N/A
com.joyent.http-signature	google-http-client-signature	1.0.0		ea277a76615a54a80a78cc8e990ba76b0f3ed412
com.joyent.http-signature	google-http-client-signature	1.0.1		f2c9361972c4b693f2afd7d1dece6aaeaa18781a
com.joyent.http-signature	google-http-client-signature	1.0.2		c4f1eb9a3a93272d220fd3afa4f8632441a082b4
com.joyent.http-signature	google-http-client-signature	1.0.3		4d2b32505d05472ec28500e3f7512b0e07021b0e
com.joyent.http-signature	google-http-client-signature	1.1.0		9bb4b070e72424ffbe37b81aa4af2a050e3ea709
com.joyent.http-signature	google-http-client-signature	2.0.0		67d1c9a38beb3a54c3c04ef82a305eb571345ea4
com.joyent.http-signature	google-http-client-signature	2.0.1		0325de20755d9ca5d27126683ebbb4f1285f0ef7
com.joyent.http-signature	google-http-client-signature	2.0.2		3c51e3b61ae46ce1e9e89eb2936fec29cb4982ed
com.joyent.http-signature	google-http-client-signature	2.0.3		f22b4a5ffcf2cc0a87bf5eed8193595069d05270
com.joyent.http-signature	google-http-client-signature	2.0.4		8079c579ec99acebae006cd8927a75fb818da2d7
com.joyent.http-signature	google-http-client-signature	2.1.0		e1508b7de2d6592c433b2c2718b525736a1b8372
com.joyent.http-signature	google-http-client-signature	2.2.0		17a116d3eeee32e84ec5de1eebf82853e7c5e6db
com.joyent.http-signature	google-http-client-signature	2.2.1		61ce68ed104e82338c126c2baca19e08303cfe39
com.joyent.http-signature	google-http-client-signature	2.2.2		cf65526678e66aac97ed0d530eca70ff5cf91e6c
com.joyent.http-signature	google-http-client-signature	3.0.0		3d47e191c953058fead2a9bb6b267399aba6933c
com.joyent.http-signature	google-http-client-signature	3.0.1		98c945d19ec88cf1ca340d216e5d73ad0f27f94d
com.joyent.http-signature	google-http-client-signature	3.0.2		7d33bb715c1f0ee1d9f34a63bac8089e00de95fb
com.joyent.http-signature	google-http-client-signature	4.0.0		8e7163522053281210d4c80640e40189afd5ccfb
com.joyent.http-signature	google-http-client-signature	4.0.1		f8107d7aa7754fd463c46211de62a1623ad9c90c
com.joyent.http-signature	google-http-client-signature	4.0.10		325429c5f094b2dc7d4ad78939a1a911cf10ccbc
com.joyent.http-signature	google-http-client-signature	4.0.2		e8688060eb6792aa4137779c34271acd3ccb3a39
com.joyent.http-signature	google-http-client-signature	4.0.3		88caad284925136efce350d41ab2f992426c604b
com.joyent.http-signature	google-http-client-signature	4.0.4		d95c378cb853bc6578e702b303e02c38eff62295
com.joyent.http-signature	google-http-client-signature	4.0.5		d54cfa0f190af57430cff4d9cfbbd3c1cd6f82d3
com.joyent.http-signature	google-http-client-signature	4.0.6		5ef08c298d86fb612909e3a86c1ed2f0a2b6cf6a
com.joyent.http-signature	google-http-client-signature	4.0.7		90021648ead7ca699f7eaf4990ea4cd313933343
com.joyent.http-signature	google-http-client-signature	4.0.8		310614eeeca7e8bc36806822ad9d3d9f42f93bee
com.joyent.http-signature	google-http-client-signature	4.0.9		fef88cf4074de3a22b4a5890b92c4eec2522428f
com.joyent.http-signature	google-http-client-signature	4.1.0		0ce097f2493e1005c7bc24a61345aa6ff28399de
com.joyent.http-signature	google-http-client-signature	4.1.1		1cea10b571b6c841e5b0bbee595641f0c3cc4ac5
com.joyent.http-signature	google-http-client-signature	4.1.2		88ccda8f23b96b9debe94a039934d7bdb3b21573
com.luminiasoft.ethereum	blockiesandroid	0.1.0		N/A
com.marvelution.atlassian.suite.plugins	atlassian-suite-sonarqube-integration	1.0.0-beta-1		N/A
com.mastfrog.builder	builder-annotation-processors	1.0.0		f6e15a99531ab5260e9e5164acee037e28b03c28
com.mastfrog.builder	builder-annotation-processors	1.0.1		1f19daa00fad3779872d164512c4ab968e012cae
com.mastfrog.builder	builder-annotation-processors	1.0.2		e3a548d62ba1c0ce357eed22a17566613dc629bb
com.mastfrog.builder	builder-annotation-processors	1.0.3		d719b5abb0587f05949082a79d8289fb488ea828
com.mastfrog.builder	builder-annotation-processors	1.0.4		2d4ccae8d99c63d84315323e1c5b43fe11f77b96
com.mastfrog.builder	builder-annotation-processors	1.0.5		ff2e28bd34d74d6fb840891fe5f94d5b4c6af2ea
com.mastfrog.builder	builder-annotation-processors	1.0.6		b8cdd8e35a32e50efcd3bd8cc57f7b10e07c31c7
com.mastfrog.builder	builder-annotation-processors	1.0.7		c9195279b1bfaf9a24abd782802afa2c7897cdeb
com.mastfrog.builder	builder-annotation-processors	1.0.9		0a0e0ef474ec20132a9c8e575e399bda22eb4b31
com.mcsherrylabs	sss-events_2.13	0.0.1		159e9100ec55f8fefb0fd2a91c35ff88b87853a1
com.mcsherrylabs	sss-events_2.13	0.0.5		214b07306ca748c84449b69fefb02ffc18de5686
com.mcsherrylabs	sss-events_2.13	0.0.7		47c004bf0e237b1dee91ee90cee6d924eb2de46c
com.sap.cds	cds-feature-jdbc	1.10.0		278a23bbeb83aaafaa8882d4f0cd4f84d9a7f8a7
com.sap.cds	cds-feature-jdbc	1.11.0		45baba49012cdc99d5e340238870c15510352c33
com.sap.cds	cds-feature-jdbc	1.11.1		9cb1639c6ce6eea6ce3fac13982ebbf66152bd61
com.sap.cds	cds-feature-jdbc	1.11.2		46245a1601ab206781deaf0adfe46db91322a0fe
com.sap.cds	cds-feature-jdbc	1.12.0		338f3a8882b8cf824ed30299363dd5b55ca0d51a
com.sap.cds	cds-feature-jdbc	1.12.1		c0895d2cabc37fd3953a2af7e92de9b32fa6ddd4
com.sap.cds	cds-feature-jdbc	1.13.0		664929575489a5daafae3bf456b865d36e091f95
com.sap.cds	cds-feature-jdbc	1.13.1		6acf22a1fc0546a2cf1c053128872bff2db474b0
com.sap.cds	cds-feature-jdbc	1.14.0		97c8cdda230eef9414a32d1e5ff0cfe8fc2b0061
com.sap.cds	cds-feature-jdbc	1.14.1		a2fe8938a02044d40bf41d180a3b2d20949b4d1d
com.sap.cds	cds-feature-jdbc	1.14.2		7f20ec1527980a3181db58b31fbf75702a8df36d
com.sap.cds	cds-feature-jdbc	1.14.3		ee96cd1baa902a7a8e6a1cbf5c51c6e9189f3b0d
com.sap.cds	cds-feature-jdbc	1.15.0		3e907a1267fa367e2d459d08478ccb1e5c07253c
com.sap.cds	cds-feature-jdbc	1.15.1		ffeca95c0717143c5f0faab440ed1ca0cd226b02
com.sap.cds	cds-feature-jdbc	1.15.2		be6af49834e1bff4003cb84eaa7edcb3cb50142c
com.sap.cds	cds-feature-jdbc	1.15.3		c977c9340d64c4c304539d06372be86cfbbfc690
com.sap.cds	cds-feature-jdbc	1.16.0		33f2f91b46fc60ed1374f55c9926232c94595de1
com.sap.cds	cds-feature-jdbc	1.16.1		f54bba950d03eeca1e1ae512518fae3520133127
com.sap.cds	cds-feature-jdbc	1.16.2		5756dfb37eb34c3e3fe659a661221a1328751d58
com.sap.cds	cds-feature-jdbc	1.16.3		c6cff8cff9b78ab718b868ec7c4cea2f5eb9b2c3
com.sap.cds	cds-feature-jdbc	1.17.0		924d932a481e910f6063114b5244050dab1d05cd
com.sap.cds	cds-feature-jdbc	1.18.0		4ec15893dd32cc1f87e2152207cbb92b29dbe5bb
com.sap.cds	cds-feature-jdbc	1.18.1		c4be34a50897efdd7044f5441c3b4fafa6968567
com.sap.cds	cds-feature-jdbc	1.18.2		4369aa36fd2daf17c6fdcd0b23c57681cd0fb31a
com.sap.cds	cds-feature-jdbc	1.18.3		131287e26ddc2b4647e9f2cb4fd6882b47f6ac61
com.sap.cds	cds-feature-jdbc	1.19.0		9e5249cca9c31716a6798fd30fa018a10016f6db
com.sap.cds	cds-feature-jdbc	1.20.0		a0b7a020917dfe062c11686ae80f015be15a9204
com.sap.cds	cds-feature-jdbc	1.20.1		2ea912e7f3c717096ca9de39939e71d1a6990bd5
com.sap.cds	cds-feature-jdbc	1.20.3		2491a878b098be34518ff8cde2998395cc2d49f1
com.sap.cds	cds-feature-jdbc	1.21.0		0f285424d7606ee9056ce5d674728df77cd3a2df
com.sap.cds	cds-feature-jdbc	1.21.1		2c4587a30b07cc0da840df78d32494cdafc2b33d
com.sap.cds	cds-feature-jdbc	1.22.0		d091291b7394aa4564e69d5d440be0bf0426e37b
com.sap.cds	cds-feature-jdbc	1.22.1		0c2bf8e03f4c030fb939f63449dfb60ff998e650
com.sap.cds	cds-feature-jdbc	1.22.2		157ddf93692b53c8a48854dbdaaddd45fd297e42
com.sap.cds	cds-feature-jdbc	1.23.0		5c4a6922228d3ba2f6cc1b661b853c575b3be126
com.sap.cds	cds-feature-jdbc	1.23.1		a97b31e28148906f326d1427523eecb54835ce7b
com.sap.cds	cds-feature-jdbc	1.24.0		c9ede6a8620dc5e62693360e11673ad4578bd196
com.sap.cds	cds-feature-jdbc	1.25.0		02bd37bb304ea2d57e2fa7da318c92f52114942c
com.sap.cds	cds-feature-jdbc	1.26.0		9cb595f50ce40f78fc6b76b7e2f4abfc91d2e070
com.sap.cds	cds-feature-jdbc	1.26.1		22d25e0644e2d84c423463251d26b8fffbcd93f9
com.sap.cds	cds-feature-jdbc	1.27.0		06711c87b2e9435c533d00334933500167dc51d7
com.sap.cds	cds-feature-jdbc	1.27.1		a481977b807a49b252db14d5059caa1698eebc60
com.sap.cds	cds-feature-jdbc	1.27.2		71c5af2c90e716244306962641acbb5d311f6c38
com.sap.cds	cds-feature-jdbc	1.27.3		91a65a40aff8f3ff9a391ca3aff97c9e710e528a
com.sap.cds	cds-feature-jdbc	1.28.0		d9412a7eac59f1d44c0b5cab98afe103719f13ef
com.sap.cds	cds-feature-jdbc	1.28.1		fffecfd3bb61ff20c4c3162bd1d5de3f5d356e47
com.sap.cds	cds-feature-jdbc	1.29.0		8f236b03f38273f234d80247c004e15d8de3fc64
com.sap.cds	cds-feature-jdbc	1.29.1		42ed4d4ccabca8a99d826c85bc79ebec768248cf
com.sap.cds	cds-feature-jdbc	1.30.0		580565fd0902b0369e555ca881a1720c87d35ab0
com.sap.cds	cds-feature-jdbc	1.30.1		99e7f29bfa4ebfc8ab5f45d6b4ce799f8133253b
com.sap.cds	cds-feature-jdbc	1.30.2		95bb2d05f80df59dca732e896f05c053004435d7
com.sap.cds	cds-feature-jdbc	1.31.0		6617999c40c489c55e3b233bf43678650109cdc1
com.sap.cds	cds-feature-jdbc	1.31.1		2f59d3013db9cb5cda9d5aafd6284ea0f1a1a4d5
com.sap.cds	cds-feature-jdbc	1.32.0		ab4923cfa9b434f8b2bf833955866613a2bc2871
com.sap.cds	cds-feature-jdbc	1.32.1		b6985c52ec09b8e6b9d331043d9586d1600f10ec
com.sap.cds	cds-feature-jdbc	1.33.0		cad5ee3f18edbfc875c20cb59e1133f3d4fbbd77
com.sap.cds	cds-feature-jdbc	1.33.1		1e533bff3ef92a8591d7f34ce804068695af8f0a
com.sap.cds	cds-feature-jdbc	1.34.0		00e047d42af287ded889e5ac79616c9876faacde
com.sap.cds	cds-feature-jdbc	1.34.1		6597eb4d6cebddae61af42b7e15e5482cd0ab039
com.sap.cds	cds-feature-jdbc	1.34.2		d6440305588f63d3ba6449370d358300a5f3cbba
com.sap.cds	cds-feature-jdbc	1.34.3		0f3386705d8333a070957d31afada5fd3c28879c
com.sap.cds	cds-feature-jdbc	1.34.4		e1525bb413dcca6ddad66bb71374e4a064a52440
