au.net.causal.shoelaces	shoelaces-selenium-integration-tests-common	2.0		N/A
com.microsoft.azure	azure-spring-boot-metrics-starter	2.0.7		90bd91f93a8770e99b870c87e16d0c967f8c3239
com.microsoft.azure	azure-spring-boot-metrics-starter	2.0.8		76d5395c50f3935cf8662cdbf4c6979dc3a3d955
com.microsoft.azure	azure-spring-boot-metrics-starter	2.0.9		c588c93fa3223c1a55b97bfa5350ec429ef981d9
com.microsoft.azure	azure-spring-boot-metrics-starter	2.1.0		3b8db192307ca6bbe343292f03e23872a5e0a550
com.microsoft.azure	azure-spring-boot-metrics-starter	2.1.1		2d7c288fb3109b3ef56bc079e89cd7e690116d82
com.microsoft.azure	azure-spring-boot-metrics-starter	2.1.10		1c239812200674b8baf140d03a9bbac27cdef7aa
com.microsoft.azure	azure-spring-boot-metrics-starter	2.1.2		4b73b8e2e0048ad6da20a91092a9fd1405d2388a
com.microsoft.azure	azure-spring-boot-metrics-starter	2.1.3		c5c196cd554f0ccdb6ebace2bbcef86d3af8757f
com.microsoft.azure	azure-spring-boot-metrics-starter	2.1.4		7fc22c7122b574ad01e40a68eef05c05df2429d9
com.microsoft.azure	azure-spring-boot-metrics-starter	2.1.5		57fb75a452d79df7da5be935d74c4b9e9fa5537d
com.microsoft.azure	azure-spring-boot-metrics-starter	2.1.6		145291a63fc0ff7a03c6accea6653a6804c7e620
com.microsoft.azure	azure-spring-boot-metrics-starter	2.1.7		f29006bec5208319d561e7f54d51f8cf5f2fb79f
com.microsoft.azure	azure-spring-boot-metrics-starter	2.1.8		b48c717778df7c010bbe12476f3784a67a5f75b8
com.microsoft.azure	azure-spring-boot-metrics-starter	2.1.9		877a1093c032f82e72d35c14d64582fa226eaac4
com.microsoft.azure	azure-spring-boot-metrics-starter	2.2.0		9aee3ecd0ae93b20102afa06aa21d401fda980d2
com.microsoft.azure	azure-spring-boot-metrics-starter	2.2.0.M1		971aa5bb2bd7fbbe2739306da60fbfc2c9e45996
com.microsoft.azure	azure-spring-boot-metrics-starter	2.2.1		24fdc0b6595a1f6c1de62cc75ea195b416a336df
com.microsoft.azure	azure-spring-boot-metrics-starter	2.2.2		5f3517361930531920cf20d9282682016ec8ea2f
com.microsoft.azure	azure-spring-boot-metrics-starter	2.2.3		b24b53948b0c38820171ea9c916da341e968e60b
com.microsoft.azure	azure-spring-boot-metrics-starter	2.2.4		725395760548a09f21320a47840fc665c33426db
com.microsoft.azure	azure-spring-boot-metrics-starter	2.2.5		7f0435b4388d3f781a39b5cd6549a098b29436f8
com.microsoft.azure	azure-spring-boot-metrics-starter	2.3.0		76e6e14c7b12ffafb271a64c17124b520570f032
com.microsoft.azure	azure-spring-boot-metrics-starter	2.3.1		17dbad7fb41e034a32f23b99040a1440265ce3a0
com.microsoft.azure	azure-spring-boot-metrics-starter	2.3.2		de4a2382f7d8b274e01b6426f98e7fa23ccb838e
com.microsoft.azure	azure-spring-boot-metrics-starter	2.3.3		68a7ecf523e867072237a8ba94595dc3518ea292
com.microsoft.azure	azure-spring-boot-metrics-starter	2.3.5		fb5bcd55721dc4ef5282fc0a93f07041a0d0991a
com.mysema.rdf	rdfbean-rdb	1.3.1		e6e0b9606646a1a77d734cf4333782fa9268faaf
com.mysema.rdf	rdfbean-rdb	1.3.2		899483d19c656eb393481978ad63ae9e9c9c6f79
com.mysema.rdf	rdfbean-rdb	1.3.3		01277d8094edcd1c5b15e55b9ea6b9def0242d56
com.mysema.rdf	rdfbean-rdb	1.3.4		83c2df3404b42ebb57708ffa7c7b1230270d6701
com.mysema.rdf	rdfbean-rdb	1.3.5		2e8978417522979279080078506a6662f9983fd4
com.mysema.rdf	rdfbean-rdb	1.3.6		5afceee71887d3eff3187d2c8bdc285027491091
com.mysema.rdf	rdfbean-rdb	1.3.7		fa18a65c965c60bd711823468420015d49356653
com.mysema.rdf	rdfbean-rdb	1.3.8		37dc95fa8823ea09f5b24271e76af8024bfe565d
com.mysema.rdf	rdfbean-rdb	1.3.9		eb0da466c4cae3b861eef8e8a94bdc1b71000e2a
com.mysema.rdf	rdfbean-rdb	1.4.0		8f47610694fc5a90f91db89b09d2401f9ece4aa9
com.mysema.rdf	rdfbean-rdb	1.4.1		d500993f8de4e9ae86aca75623991895215ffff4
com.mysema.rdf	rdfbean-rdb	1.4.10		1db617110645d44955cfd5175d8a2ff9e6545e58
com.mysema.rdf	rdfbean-rdb	1.4.11		08e66d81efcd6b3fcbadab9e775509d805f1a757
com.mysema.rdf	rdfbean-rdb	1.4.12		162a1f89dbebbef393440590f64b0cb953097687
com.mysema.rdf	rdfbean-rdb	1.4.16		fe6ab763878123ba3d6b218056a0120c514edfeb
com.mysema.rdf	rdfbean-rdb	1.4.17		9800f74ef25c94f05bf820518f8e7bd579eb9b87
com.mysema.rdf	rdfbean-rdb	1.4.18		320df35cac11e3c66d6dd4844880c59df475b3d0
com.mysema.rdf	rdfbean-rdb	1.4.19		5bb152ca5dd156bd42d3c74025b8b6a041c5ee70
com.mysema.rdf	rdfbean-rdb	1.4.2		a9e7bd20ec69bc5958d3e1958c0d74a10c7a3941
com.mysema.rdf	rdfbean-rdb	1.4.3		bf961f0be857831570b67a80e836935e4839aed3
com.mysema.rdf	rdfbean-rdb	1.4.4		0c4370cbbd22ae7499fe171f578ee742ad7fdf0d
com.mysema.rdf	rdfbean-rdb	1.4.5		54bddcd6905c5b5796068a84db65d5bd344a40bf
com.mysema.rdf	rdfbean-rdb	1.4.6		63b8d1606b71dfd09bc5afcae4e9a0045485cdb8
com.mysema.rdf	rdfbean-rdb	1.4.7		66a39f4af2e8c2484b06c43c085d9a99539c390f
com.mysema.rdf	rdfbean-rdb	1.4.8		814c0eb40e5880a4aab120301e0dd54d29c38666
com.mysema.rdf	rdfbean-rdb	1.5.0-beta1		9bee102d94304853cb105f9f7c410173e7bebf91
com.mysema.rdf	rdfbean-rdb	1.5.0-beta10		e87d08e47b351cfaff92bf08ee04a10f928370a6
com.mysema.rdf	rdfbean-rdb	1.5.0-beta2		f8221b5a0115ed58bda50d7cc43d11a301c580d6
com.mysema.rdf	rdfbean-rdb	1.5.0-beta3		4a465671e610cbc655f453f86dd99df0a11d558c
com.mysema.rdf	rdfbean-rdb	1.5.0-beta4		22f08580b2447b436eec3d970e5a24150619027f
com.mysema.rdf	rdfbean-rdb	1.5.0-beta5		92a3787dedc72eb5de303236a9ec2d4cb38889fd
com.mysema.rdf	rdfbean-rdb	1.5.0-beta6		71aeed66b2081ef217f21a882b3f786a22d9951f
com.mysema.rdf	rdfbean-rdb	1.5.0-beta7		22397e83ed3babec20cc98c5e3cddd76502bc7d2
com.mysema.rdf	rdfbean-rdb	1.5.0-beta8		7cda117b4e969076b704f0555ddb13cc772e2654
com.mysema.rdf	rdfbean-rdb	1.5.0-beta9		9b529d752058acb20db99758e79ec06ecf3243fb
com.mysema.rdf	rdfbean-rdb	1.5.1		bd9e7e8217226c89ddbe1ebd808417f6b229ae75
com.mysema.rdf	rdfbean-rdb	1.5.2		95b3892569b1957281564468a97abe68f797c159
com.mysema.rdf	rdfbean-rdb	1.5.3		b1f9e9dd6b9209108712cd4b03358ed3cc4e26bd
com.mysema.rdf	rdfbean-rdb	1.5.4		ac53ae1f18a18af2e25265a18ed1968ce960f98a
com.mysema.rdf	rdfbean-rdb	1.5.5		76d5b4391a07314ac8907cd9119ea8de12c9a188
com.mysema.rdf	rdfbean-rdb	1.6.1		9460e78d4cf446b357d368101484d059d5672131
com.mysema.rdf	rdfbean-rdb	1.7.0		34cc92c543846933a9c88541c0a89c2f90e5f48c
com.mysema.rdf	rdfbean-rdb	1.7.1		ff4a546784c5a6d84124808f881caec62d7b0aac
com.nerdvision	dynamic-load	3.0.0		2f650d3b6118c4c0dc5ad9a611cd03859df8800a
com.nerdvision	dynamic-load	3.0.0-rc1		314f20071efa5f278a77321596f1faa3bb33edc3
com.nerdvision	dynamic-load	3.0.0-rc2		2b93b7d4f56b032a213ea4cce7109d06bbe7065c
com.nerdvision	dynamic-load	3.0.0-rc3		a3a0bfb0bace1bd490fef7cb27db6706b32b5fd4
com.nerdvision	dynamic-load	3.0.1		b3faf62ccfa39de0e32893c32c6de9d890706334
com.nerdvision	dynamic-load	3.0.2		a8dae48e545147813ba5144fd211f6036cc19027
com.rallyhealth	weejson-json4s-v1_2.12	1.4.1		498880e56782a8e4404baeffcd062b600e4f3b75
com.rallyhealth	weejson-json4s-v1_2.12	1.4.2		5ad370d8f9f5be0f0033dfcadaa9d4b77bb66cac
com.rallyhealth	weejson-json4s-v1_2.12	1.5.0		3b14d1104b9e3e73ec0b9bd555e7c0da0014513a
com.rallyhealth	weejson-json4s-v1_2.12	1.5.1		15a3e747b6939d5ebe652ed3fb801b2744f87750
com.rallyhealth	weejson-json4s-v1_2.12	1.6.0		7dc934bdcd3632debf47e130176695cb21545ed9
com.rallyhealth	weejson-json4s-v1_2.12	1.7.0		d5913300dd20bdd2002d0307aba6932edaf57117
com.rallyhealth	weejson-json4s-v1_2.12	1.7.1		c00ba7dd56edad90a3fc3cc378d4c3dc659ad9cf
com.rallyhealth	weejson-json4s-v1_2.12	1.7.2		ad3ecff44008c4240be7bdca8fef437fd350d2cf
com.rallyhealth	weejson-json4s-v1_2.12	1.8.0		522350287d58556cd21ea2edfe28f14c49f14bbc
com.rallyhealth	weejson-json4s-v1_2.12	1.9.0		95a994ed3083d50cad47297576c540ffbb20950b
com.rallyhealth	weejson-json4s-v1_2.12	1.9.1		d464c1da106a04e6de6d83bf3fed49f99cdf026c
com.ripplargames	mesh_io	1.0.0		c33b4658a752156b7064caadafc7aaa9bb9c3b1e
com.ryanharter.auto.value	auto-value-moshi-annotations	0.4.2		3d7807f92814d0cdcadc665121be170b30d16053
com.ryanharter.auto.value	auto-value-moshi-annotations	0.4.3		071ce4cfccdd29066987ebe0f478d80ed47fb770
com.ryanharter.auto.value	auto-value-moshi-annotations	0.4.4		7065d780dbefa96ea99c6806d7eaa8f16043f421
com.ryanharter.auto.value	auto-value-moshi-annotations	0.4.5		35831498eb0f48858272f5499dfd55a729af3f2b
com.ryanharter.auto.value	auto-value-moshi-annotations	0.4.6		703d8277d4ddd3064bb8777bd97302e7d2b333f0
com.ryanharter.auto.value	auto-value-moshi-annotations	0.4.7		049c4f8f8086f4d421143da4af72233852a98038
com.ryanharter.auto.value	auto-value-moshi-annotations	1.0.0		91de87977b514a437ab746e3c1f08e7001249e82
com.soywiz.korge	korlibs-math-core-wasm-js	5.4.0		N/A
com.storm-enroute	reactors-common_2.10	0.6		8020e21ca791c3f362b3cc47c85b11572144d3d3
com.truthbean	logger-third	0.5.0-RELEASE		N/A
com.truthbean	logger-third	0.5.1-RELEASE		N/A
com.truthbean	logger-third	0.5.2-RELEASE		N/A
com.truthbean	logger-third	0.5.3-RELEASE		N/A
com.truthbean	logger-third	0.5.4-RELEASE		N/A
com.wordnik	swagger-annotations	1.3.1		500717533bd9fc66e1e76b26caa4244e59034a67
com.wordnik	swagger-annotations	1.3.10		ac66cc952d762a85a45f64c3f2f591b545410db2
com.wordnik	swagger-annotations	1.3.11		4a06a5b18ec544b22374b9c237ff2b9a3b97e764
com.wordnik	swagger-annotations	1.3.12		673426bef1a1d2043fb42c915338e0e0fb6a536d
com.wordnik	swagger-annotations	1.3.13		c568be29fe45a542e7a60cf10772cd043712dfae
com.wordnik	swagger-annotations	1.3.2		781b2b85636a39331569c28333e429934022b54f
com.wordnik	swagger-annotations	1.3.4		c33aa2ed3dbbdc3f39b82367744897a61e3f66b5
com.wordnik	swagger-annotations	1.3.5		041bb442f33d063da089e116dfbeaff8612b6467
com.wordnik	swagger-annotations	1.3.6		a1a6cea7abd6be1d9db76a96a9fe6a5de887c7ff
com.wordnik	swagger-annotations	1.3.7		ab376609f44407030e48b4652d33e825b27e5d2f
com.wordnik	swagger-annotations	1.3.8		752ca70121370901bf78fddc8e900157457ccb9c
com.wordnik	swagger-annotations	1.3.9		723c15e9199f102307e462c4a97dfacf158100d0
com.wordnik	swagger-annotations	1.5.0-M1		f7577641515186238207dea5179c0e766c868104
com.wordnik	swagger-annotations	1.5.0-M2		227428bf5bc38ff4c158b13787b9980579a2d6d2
com.wordnik	swagger-annotations	1.5.1-M1		ea36799ab8e9db4dce1d9619392184ec08caf622
com.wordnik	swagger-annotations	1.5.1-M2		942cbb226972267c308bc1d8ce0324a365f9c56c
com.wordnik	swagger-annotations	1.5.2-M1		48fa9f8d472d3a177da7a14a885f22a88fea6af5
com.wordnik	swagger-annotations	1.5.2-M2		9b7024c39fd7edfe0c27ae89767ed52762376e87
com.wordnik	swagger-annotations	1.5.3-M1		af8399fdbf8283a9f2b26808f5fa963b98d21f09
com.wordnik	wordnik-oss_2.9.1-1	1.1.6		1108eed13c3785f80fde85791fb8e72791fc0eb2
com.zandero.ffpojo	ffpojo-samples	1.1		71e5643d280a6d41843467d6313ad77c99d5e15e
com.zandero.ffpojo	ffpojo-samples	1.1.1		9ab7916cd3bb1b4d0ba3786cf6bdacb318f76d82
de.learnlib	learnlib-lstar-baseline	0.10.0		3795c65d0f174d365889e8d232b75bfa1e75625c
de.learnlib	learnlib-lstar-baseline	0.10.1		ac5e88475748841bb01ee014501f18bd6ab26cc2
de.learnlib	learnlib-lstar-baseline	0.11.1		2774229f96defc838b4aa78233ff7912d2f64903
de.learnlib	learnlib-lstar-baseline	0.11.2		427f3d5bd35aa22cbe35ac108fead89e702cd2c9
de.learnlib	learnlib-lstar-baseline	0.12.0		d6a423c6405c091aa93e09a7438174c6f4b36598
de.learnlib	learnlib-lstar-baseline	0.9.0		dd33179ef2c869ef798ca2676e818db1a681bd95
de.learnlib	learnlib-lstar-baseline	0.9.1		ef7173a94b1dde53a2d4b85e704a0f492058bd43
de.learnlib	learnlib-lstar-baseline	0.9.1-ase2013-tutorial		c1fdd6455cc0993de9642842acf9d07680cbefb2
de.learnlib	learnlib-lstar-baseline	0.9.1-ase2013-tutorial-r1		e8c4cc64a54010ca2f0cdd6e9f16482a4206d0c4
dev.mauch.spark.dfio	serde-spark-3.2_2.13	0.0.10		872a4c88340bf18773d71c87853e73ba5c67fc82
dev.mauch.spark.dfio	serde-spark-3.2_2.13	0.0.6		01fd9cce863b5293b91bb4319d4d8b17a576284d
dev.mauch.spark.dfio	serde-spark-3.2_2.13	0.0.7		a6df14af0dbcf9ab139bffe84ac80b85987c743d
dev.mauch.spark.dfio	serde-spark-3.2_2.13	0.0.8		6ba27fb030be398e16a0a36de3a4c8ce6db6d42e
directory	ldap-common	20031205.013436		71b8b5614c8f0032d8b27dd27d0651a60a5d1ddc
io.bdrc.lucene	sixtofour	0.1.0		da471593514ffdf449689154f0119d5017f94483
io.dekorate	spring-boot-on-kubernetes-with-jib-example	0.11.9		b18324af6173edb155036ea38c055940b4f62502
io.dekorate	spring-boot-on-kubernetes-with-jib-example	0.12.1		7b197f835c8a7036e4746de51a5fed1faef5aeda
io.dekorate	spring-boot-on-kubernetes-with-jib-example	0.12.2		7fa932859433c6bc28a6e7b0ee3db96b9191d89c
io.dekorate	spring-boot-on-kubernetes-with-jib-example	0.12.3		bab04bbdb8f4463fd065635cdde72b28d83dbdb0
io.dekorate	spring-boot-on-kubernetes-with-jib-example	1.0.0		097b8b27c8025f8a5c674d4f5ea6c59b65fc2f58
io.dekorate	spring-boot-on-kubernetes-with-jib-example	1.0.1		795263822e843725efce6647e218baf3462aab7a
io.dekorate	spring-boot-on-kubernetes-with-jib-example	1.0.2		51f9d4fa483baa2098905225eb01696b849151e1
io.dekorate	spring-boot-on-kubernetes-with-jib-example	1.0.3		88dc991d141d2157a1233eda0d35ec0e330f889c
io.dekorate	spring-boot-on-kubernetes-with-jib-example	2.0.0-alpha-1		a397c933c831c54b91e3b93ce739c1290885a291
io.gitee.tonggong	fast-framework	0.0.1		fa554a3dd68280b98f785bfe687ad449424abdbc
io.gitee.tonggong	fast-framework	0.0.2		55ad94f3b65d429a019d25576df91c016135da90
io.gitee.tonggong	fast-framework	1.0.0		75e192204518a070e1f6ca7966b98f3f0efba734
io.gitee.tonggong	fast-framework	1.0.1		bfdc47335049b8960efed4689da496a27856d937
io.gitee.tonggong	fast-framework	1.0.2		81f3f04dce5dbdd063d1aef5239bc4558db8e837
io.gitee.tonggong	fast-framework	1.0.3		dcaac3d0dfe8a76496d2e3709a6bfd2fb69a5965
io.gitee.tonggong	fast-framework	1.0.4		26e4b2c47c381285d76b270112fed79e478bedbc
io.gitee.tonggong	fast-framework	1.0.5		40650c4695002443ab83e48af06d26d0d44d7ef0
io.gitee.tonggong	fast-framework	1.0.6		8cfbb3326411b919e0308681b878de57ba8c6558
io.github.arnowang1	sdk-spring-boot-starter	0.1.0		730815c8674eb7163cd196d2c13321f6a83cebd2
io.github.arnowang1	sdk-spring-boot-starter	0.2.0		d4a17d27a7689be08638efc47c26718bda65184e
io.github.arnowang1	sdk-spring-boot-starter	0.2.1		630e29d1b47ff4e475e5de1df5ecf3b58611a5a9
io.github.arnowang1	sdk-spring-boot-starter	0.2.10		1eeff5029848a07103379c1db29ff3a42097ca8b
io.github.arnowang1	sdk-spring-boot-starter	0.2.11		e972892668ec32c13d59335aa7a9c486fb433676
io.github.arnowang1	sdk-spring-boot-starter	0.2.12		00344eed76bef302f777343bc69a7f1d190d2284
io.github.arnowang1	sdk-spring-boot-starter	0.2.13		3e2936847eb62051b3322bd65307d8e9210b5b22
io.github.arnowang1	sdk-spring-boot-starter	0.2.14		42a54b895dbe23a7be98ff0e15673febde87568f
io.github.arnowang1	sdk-spring-boot-starter	0.2.16		06bc1bb53056b3a0cc2037a6cc53fc93460b1e78
io.github.arnowang1	sdk-spring-boot-starter	0.2.17		d8732195c7e914a9976ff62c8eb22c3b28e94fb5
io.github.arnowang1	sdk-spring-boot-starter	0.2.2		8a287fc44013ec296ad8f0bf141682a28c85c6b6
io.github.arnowang1	sdk-spring-boot-starter	0.2.3		7ddd1a4f8ff4f50e27723572ddf327c63cf74386
io.github.arnowang1	sdk-spring-boot-starter	0.2.4		6d84a99a9b1a530dfeb2344e59801fca61b7e050
io.github.arnowang1	sdk-spring-boot-starter	0.2.5		fbe0d0cc9f022e6f8c189f52a73166b09b9aed52
io.github.arnowang1	sdk-spring-boot-starter	0.2.6		a69ddadb975151a0f2fe16a89ede6dd1df8e3911
io.github.arnowang1	sdk-spring-boot-starter	0.2.7		fc9f3c8cf3d1337f1e98f893bb32674b9ac80552
io.github.arnowang1	sdk-spring-boot-starter	0.2.8		59de72fc6bbd371d64eaf309f50ebb3d76062f3c
io.github.arnowang1	sdk-spring-boot-starter	0.2.9		ecf5dcc818e0e23c836cb918a7f1456156f4d75c
io.github.elijahdrake	MyFirstMavenPackage	1.0.0		ae38787b43e797881e86232a16ac1390754afa17
io.github.gaming32	class-diff-shrinker	1.0		315bb574c286ee0d615406fc6fadb2a33c74ca53
io.github.json4s	json4s-xml_native0.5_2.12	4.1.0-M9		1afa8812b3506e46409cb12ff84931766a045d76
io.github.pustike	pustike-json	0.1.0		202d304aed4a7515c8c899cb3dfe16542c4c268e
io.github.pustike	pustike-json	0.2.0		53651ff5e56d8e0999b80540ea49cd80afcb0438
io.github.pustike	pustike-json	0.3.0		14f1c6962ad52a0955f7d941c0ff8f0cac131522
io.github.woody230	ktx-function-android	4.0.1		N/A
io.gitlab.simpay-artefactory.payu	ms-notification-client	0.0.1		2cc4a5cbd98f342980ec47c4f2ed270f0e189d27
io.gitlab.simpay-artefactory.payu	ms-notification-client	0.0.2		0ef5a7e343c4ac600f424e5d837c83e401a9bfe4
io.ktor	ktor-server-body-limit-mingwx64	3.0.0		ef4c2dd05102f291817eede7d5e936648b5cee0c
io.ktor	ktor-server-body-limit-mingwx64	3.0.0-rc-1		cf94fdb4148f07864e31c12f6b6b143cb0ec365d
io.ktor	ktor-server-body-limit-mingwx64	3.0.0-rc-2		1fff2c729d68c76249e81f08230abd004acb78a0
io.ktor	ktor-server-body-limit-mingwx64	3.0.1		ac92a40ee2ccede6b6500ca43520e5918e39aedf
io.ktor	ktor-server-body-limit-mingwx64	3.0.2		97b73750130c25821ed510678eda476957ae88da
io.ktor	ktor-server-body-limit-mingwx64	3.0.3		52ae1b7a3a13315c1501958edd011d31e03b550b
io.ktor	ktor-server-body-limit-mingwx64	3.1.0		67f3a978b46bc451ae13bc04341881811c07b8c4
io.ktor	ktor-server-body-limit-mingwx64	3.1.1		cbfd951023d27ba9c4eb5696c3ba87090ae9bc14
io.ktor	ktor-server-body-limit-mingwx64	3.1.2		c4f01ac33d20daf9fa3e41be637eb2196a829301
io.ktor	ktor-server-body-limit-mingwx64	3.1.3		e6ddb94ff5d2e456e4a4abab50d46229eb2741fb
io.micronaut.security	micronaut-security-annotations	2.0.0		0216c7831f15cb12265454d62816caa6d384086f
io.micronaut.security	micronaut-security-annotations	2.0.0.M3		9b671feadc2c1c4d397cc73c1e1b80b9814ee81d
io.micronaut.security	micronaut-security-annotations	2.0.0.RC1		18f32d13e206cb0c7f398d032e9dc2b842ebe57c
io.micronaut.security	micronaut-security-annotations	2.0.1		5f01bba01f05838584bb280bb267c51303ee0b5a
io.micronaut.security	micronaut-security-annotations	2.0.2		d95caff9dabbe71c880f76d4eebcfdbfacc5aa7b
io.micronaut.security	micronaut-security-annotations	2.1.0		52ad15e337e441a4e42e3ecf26d40a4377539c70
io.micronaut.security	micronaut-security-annotations	2.1.1		461c2a1a27ccd4b199628b58033adf00c8ba3956
io.micronaut.security	micronaut-security-annotations	2.1.2		a1f1f4439f379797a031d1e289def84c46f9e4cc
io.micronaut.security	micronaut-security-annotations	2.1.3		3842b4a61edb95119381a31cf6bda0ca53620d9e
io.micronaut.security	micronaut-security-annotations	2.1.4		a3462371bf2aa4311ba3cf8fea828e3e90d8fe81
io.micronaut.security	micronaut-security-annotations	2.2.0		044b96c072946f912960b8a73aea5494565f291b
io.micronaut.security	micronaut-security-annotations	2.2.1		8bb8f821f568479315ce9c005485cb362658930e
io.micronaut.security	micronaut-security-annotations	2.2.2		73a2114c8c76228e64e3e71185e3a4f3f08c4e5c
io.micronaut.security	micronaut-security-annotations	2.3.0		787f5284e4e47820823652d36b9adf94f43283a9
io.micronaut.security	micronaut-security-annotations	2.3.1		87cd9071b4bb05761783f03994955fddf04a5e42
io.micronaut.security	micronaut-security-annotations	2.3.2		4a956ae3ce48a1d8f66d7e2d75a272aa9db1cbfc
io.micronaut.security	micronaut-security-annotations	2.3.3		996892b3a0ba4b15231214cc8fa4fe1d0eb03d5e
io.micronaut.security	micronaut-security-annotations	2.3.4		06059dad7cfa964dafab9e26240f5ac52929fd8b
io.micronaut.security	micronaut-security-annotations	2.4.0		e94393640dbfd934b57ef7819839d09d89870563
io.micronaut.security	micronaut-security-annotations	2.4.1		77c5e94a7cc27281bce94ad3fe58293b126d6545
io.micronaut.security	micronaut-security-annotations	2.4.2		f50dd81e18e3ee3e1d58f035df74023d417f62d3
io.micronaut.security	micronaut-security-annotations	2.4.3		8b943abd49a168e293a0c11a1c12ca6592ab8254
io.micronaut.security	micronaut-security-annotations	2.5.0		518079cf4f066fce818b08ae3d35352ac23fd374
io.micronaut.security	micronaut-security-annotations	3.0.0		344f476523bd43ce57a0969e2e2b9d33dbfe373a
io.micronaut.security	micronaut-security-annotations	3.0.0-M1		25dd8474e8256eb28275214444ceb6f2175976b7
io.micronaut.security	micronaut-security-annotations	3.0.0-M2		062c616c4c09481c33008a50fceab2cbdc457a1e
io.micronaut.security	micronaut-security-annotations	3.0.0-RC1		05af8cb6501f868c5dd11b497f806ca9edb0b072
io.micronaut.security	micronaut-security-annotations	3.0.1		b9c6a240c96d5e4ca3703479cdb5107daf1b72ef
io.micronaut.security	micronaut-security-annotations	3.0.2		d81b0688d0eeb48de80d1840a86156f9219a6dea
io.micronaut.security	micronaut-security-annotations	3.1.0		2ce58aee8f5ed445e567a94b5a7a9b0a233fcad8
io.micronaut.security	micronaut-security-annotations	3.1.1		5c8e71621fdae0c7b89ea149607e0e5db53981a9
io.micronaut.security	micronaut-security-annotations	3.1.2		8394e64a88695705d45c5c6b35acfd41957a6ba4
io.micronaut.security	micronaut-security-annotations	3.10.0		d7090cc31beef9b1c5f92ee7f61b1bdb9f77306b
io.micronaut.security	micronaut-security-annotations	3.10.1		59e916632fdedf6c5001cb6b88957f299cbe3a29
io.micronaut.security	micronaut-security-annotations	3.10.2		aa3b262391cb34b79c9fdcc8c18d3f1737ec2e61
io.micronaut.security	micronaut-security-annotations	3.11.0		b99d4b2e7c6fe48ee963d4b13d15bb9087b00359
io.micronaut.security	micronaut-security-annotations	3.11.1		6ffba116736cd02ccd2c82241962cf1b7a092f55
io.micronaut.security	micronaut-security-annotations	3.2.0		2ad3a0ba8a3c8f8032610590f8158cc78d27cf24
io.micronaut.security	micronaut-security-annotations	3.2.1		c0fb3d9900646d3558c9a83d1c8aa4bc1f4636e0
io.micronaut.security	micronaut-security-annotations	3.2.2		d6ddbd7745f0341599080db60a4fcfd2ccb15221
io.micronaut.security	micronaut-security-annotations	3.2.3		a839947fc25b3289e491db383a26f9e5263bbb46
io.micronaut.security	micronaut-security-annotations	3.2.4		74d2cc318c502e9708f35836aae28a1ec3c5aec5
io.micronaut.security	micronaut-security-annotations	3.3.0		217ab857d0da47617ac1174627f2f009af76398f
io.micronaut.security	micronaut-security-annotations	3.3.1		4461b113cd0bcfd83fce692e4551015e49b0f07f
io.micronaut.security	micronaut-security-annotations	3.3.2		612bd7a878281df64f12203584eafb2c54b4716c
io.micronaut.security	micronaut-security-annotations	3.4.0		066180b9eeb8d830539fe192c410a881456c517e
io.micronaut.security	micronaut-security-annotations	3.4.1		242ebba0ce34b4b6f727793c9b76f17d0a4eb87a
io.micronaut.security	micronaut-security-annotations	3.4.2		f35e6d5e6da0f79a5c218b6db4682caaa1753300
io.micronaut.security	micronaut-security-annotations	3.4.3		c41356925e0c3c6816a7d2f671908191702af882
io.micronaut.security	micronaut-security-annotations	3.5.0		686027a59d87d62fd25d280ecd45dd4fe9f2b6f8
io.micronaut.security	micronaut-security-annotations	3.5.1		53a5ce0e345a3ac62626f8878532c98d1f6adc97
io.micronaut.security	micronaut-security-annotations	3.5.2		0d3880dc2895e1e9316cd393f77de1decaee782c
io.micronaut.security	micronaut-security-annotations	3.5.3		eef2e8af05e7711b31a87289b156476887be10b5
io.micronaut.security	micronaut-security-annotations	3.6.0		bf051d5dfde2d6ce2f1ef49b5c77fe9d60d6ae84
io.micronaut.security	micronaut-security-annotations	3.6.1		5337b3102b595da6c47ac9d410b42999fdab5599
io.micronaut.security	micronaut-security-annotations	3.6.2		952e3379d4b929726620d18acdc5b0d66e36c415
io.micronaut.security	micronaut-security-annotations	3.6.3		209bac368962080bf06d453b574e01772e208df3
io.micronaut.security	micronaut-security-annotations	3.6.4		fe177be532a20d2c3f707a9a76461e2b1f37b4a4
io.micronaut.security	micronaut-security-annotations	3.6.5		a4c79405c14bfe53f3883e6ae458202100661f38
io.micronaut.security	micronaut-security-annotations	3.6.6		ac8d9555aa8b0e96e2b9114f0c3368600253e154
io.micronaut.security	micronaut-security-annotations	3.7.0		3353731952d2f0a4f8c091fa2c0ea1b49d7cec09
io.micronaut.security	micronaut-security-annotations	3.7.1		9737851f3b75d861b14a0c9f9bc0eff31955fc7b
io.micronaut.security	micronaut-security-annotations	3.7.2		9db47ce14461dd5b6733d44d352135ea3e087705
io.micronaut.security	micronaut-security-annotations	3.7.3		d31af3f9d0d3fc441bd01fc94b2f070e01279a2d
io.micronaut.security	micronaut-security-annotations	3.7.4		c3bc3dbb0750f97109a5667cbf4b652722b2e7df
io.micronaut.security	micronaut-security-annotations	3.8.0		64b9d739d7f76580d56fc45944ad2d334707783e
