cn.idea360	unified-spring-boot-starter	0.0.1		2662a4e07f91ce0e435308c78ec9001238f6f489
com.sparkutils	shim_compilation_3.1.3.oss_3.1_2.12	0.0.1		52cfbcd2bc4a98cd91385981d17050789c2829e3
com.sparkutils	shim_compilation_3.1.3.oss_3.1_2.12	0.0.1-RC1		cd2967a272b91823778cd6da6b0a24dfed152fd4
com.sparkutils	shim_compilation_3.1.3.oss_3.1_2.12	0.0.1-RC2		705617ea6821372589e21ee0a82d89210ca5662c
com.sparkutils	shim_compilation_3.1.3.oss_3.1_2.12	0.0.1-RC3		e17347e3d4a97bbafa8ded71a1d1dc0d9deb403e
com.sparkutils	shim_compilation_3.1.3.oss_3.1_2.12	0.0.1-RC4		8b3899ff5635a99905837c2cc5188596790f5ea9
com.sparkutils	shim_compilation_3.1.3.oss_3.1_2.12	0.2.0-RC1		3e1e3084dc1536e774a9e29cfc3e0388b6b25c84
com.sun.xml.bind	doclet	1.0		6552cf92ff63467226c0d45b355d09b3b175c9a9
com.sun.xml.bind	doclet	1.1		f459dd3f4daf3bf37da355210a5d54b9ac7b1723
com.timcharper	cassandra-talks-scala_2.11	0.1		b6bb2001589cadf2b86c61635475402585820b17
com.timcharper	cassandra-talks-scala_2.11	0.2		157dc16486b79e095203bb678e96533b953e454c
com.timcharper	cassandra-talks-scala_2.11	0.3		d4ba362075fd2a23b3fd36e984965b3d7f9e87cd
com.timcharper	cassandra-talks-scala_2.11	0.4		cc90a2fe99155fc2b30aac0ecefdc834867ae40f
com.timcharper	cassandra-talks-scala_2.11	0.5		8cb061e0b494421c8b301ab0c37d97da0c7b1a71
com.timcharper	cassandra-talks-scala_2.11	0.6		886ddf21f49ae201ab46142b5984f6f4d41e5cdc
de.hhu.stups	eventbstruct	2.12.0		43ee6a27d4222e7643d103da66852c25f39bdecd
de.hhu.stups	eventbstruct	2.12.1		0c39de2e911cc5ff483da87ec8c88068570ac8de
de.hhu.stups	eventbstruct	2.12.2		39581984790d77a1156ce362c3e42bc551f59c32
de.hhu.stups	eventbstruct	2.12.3		aff311d24a18dd40b50717c1fc5b1b8c45709a7b
de.hhu.stups	eventbstruct	2.12.4		2f3882486f0aa80f99c97c7cc413a7128070e260
de.hhu.stups	eventbstruct	2.12.5		9cb48c665a822cdf6121e3e6a7116e2bfe5a99a0
de.hhu.stups	eventbstruct	2.12.6		fe2bda47e26b1a6ebae31e0486106be50a6be5d8
de.hhu.stups	eventbstruct	2.12.7		0e193f197489b99188d155d325dcf8e676da8acf
de.hhu.stups	eventbstruct	2.13.0		9d31b1f0101cd47c5ecfad5e7a1fa730a80282d3
de.hhu.stups	eventbstruct	2.13.1		592854df26ae981041f35d8d28332953900cb5e4
de.hhu.stups	eventbstruct	2.13.2		d991f972da2b436882e258630ebbc2fe4eab875f
de.hhu.stups	eventbstruct	2.13.3		b1e426fd199b0b7e998a5ac8fe4df528833ca825
de.hhu.stups	eventbstruct	2.13.4		7279f057c3c0e8cf23c45e2bfdeedd3432b169ec
de.hhu.stups	eventbstruct	2.13.5		83e453270a81dff3148821a46f677f578c8f6510
de.hhu.stups	eventbstruct	2.15.0		58396debf956424977ac6b423eef790f9bb075dd
de.hhu.stups	eventbstruct	2.4.40		88eb1ed401a04bc3dcabd71e4e17c2ec6832aa84
de.hhu.stups	eventbstruct	2.5.0		99b6625e1b7074e8ebdde170f6ee8f79d23899f2
de.hhu.stups	eventbstruct	2.5.1		9c7354ba44e7de2cc7ebb38e0d791babb7722344
de.hhu.stups	eventbstruct	2.5.2		ac14be10d75d0f10d6ded69d8a48a645be75a1b8
de.hhu.stups	eventbstruct	2.5.3		09dbcb37a0019839e37c370677a1fab83ac703f2
de.hhu.stups	eventbstruct	2.5.4		b33437a8ff0b3a0579c7a8b91cbfd728d0474bf3
de.hhu.stups	eventbstruct	2.5.6		7f6fbf6747b2de91d5799c70299ef36eea4c8354
de.hhu.stups	eventbstruct	2.6.0		d3bae34b4183ca342434037f2cf0bc976bfce0de
de.hhu.stups	eventbstruct	2.6.1		3e9db34ecf5f6122e512e505caaa10443fc59514
de.hhu.stups	eventbstruct	2.6.2		0008d401f6808ba5fdf6100302c332f5a05e01f5
de.hhu.stups	eventbstruct	2.6.3		d78692701e66157dd6cbe37611dde20b1776bde7
de.hhu.stups	eventbstruct	2.7.0		75db8e75201f53e9ab02c6074b7eafecc0be2292
de.hhu.stups	eventbstruct	2.8.0		06224834a9c25487908d2cf30333cdda9bc70cf6
de.hhu.stups	eventbstruct	2.9.0		a9bc7aab58bc240bf96074feb82773a1006e91cd
de.hhu.stups	eventbstruct	2.9.1		b7d7b19037d95c01c999fc4a1b307c32d117f243
de.hhu.stups	eventbstruct	2.9.10		7b41f0c343db0f6e57439e02da729f1e56ef52bc
de.hhu.stups	eventbstruct	2.9.11		b599c1baa7162a9d7931fd0e6b38089dc507e63f
de.hhu.stups	eventbstruct	2.9.12		9226db58d6a0edc55b512b3475f9c0158d5eaa30
de.hhu.stups	eventbstruct	2.9.13		365ffa78ca2031c273ca17477e80d8c7e2d289f8
de.hhu.stups	eventbstruct	2.9.14		80ad880b12701fef572af8e1d6ea80b8300cd23b
de.hhu.stups	eventbstruct	2.9.17		a27aff809f51b45aa516d199455ca19a9aa8782a
de.hhu.stups	eventbstruct	2.9.18		7baa710105bd78e2ecb34ee5b82d0c58678d3a21
de.hhu.stups	eventbstruct	2.9.2		98ce3d6c6449aff3d529b2b2e913dca54f8c930f
de.hhu.stups	eventbstruct	2.9.20		80b718ce1a0b8af2e809a4ce4b585c1985fa0596
de.hhu.stups	eventbstruct	2.9.21		8a95c2093d5fd0fc0f2917d688b061c3bf5fe799
de.hhu.stups	eventbstruct	2.9.22		464660cb67b2fc1c94ef1c2cd1d03477f63dffaa
de.hhu.stups	eventbstruct	2.9.23		088a748b65db1de80eecc7e2520d614dfc1e6ac5
de.hhu.stups	eventbstruct	2.9.24		6c115ad1716d0b8c2d3552c3a1e92aeac58dd52a
de.hhu.stups	eventbstruct	2.9.25		1c381a5ee9b1afe2fb237631f163d1ff43ca28ad
de.hhu.stups	eventbstruct	2.9.26		1542bf44bab78e04e8b07817da10b10139284c0a
de.hhu.stups	eventbstruct	2.9.27		18e29de7fbf94c22d251273c0cea4dc03fd293d3
de.hhu.stups	eventbstruct	2.9.28		da4f64371b7486c7ff7af28742ea7a3000e91224
de.hhu.stups	eventbstruct	2.9.29		f80e0c48861ad5e542ebce88cd4b914323be5b11
de.hhu.stups	eventbstruct	2.9.3		5960b48279c9131e80dee096beaa960987d1404f
de.hhu.stups	eventbstruct	2.9.30		a04fc447491db5d2a03d7bcb63d6d84cb0311707
de.hhu.stups	eventbstruct	2.9.31		d3df432cf3471b0dae8dcfd97890903f57a259a5
de.hhu.stups	eventbstruct	2.9.32		7b1234b2525b9d047e75c8b2ff0a25e7593943be
de.hhu.stups	eventbstruct	2.9.4		06e5efd7e0c8c5c5a80b447a4d14b6be548db486
de.hhu.stups	eventbstruct	2.9.5		8aea99b67a4322f92933f10e47bc256e2582afd7
de.hhu.stups	eventbstruct	2.9.6		b2d6f47be80adfe931712df5faf9116eff857099
de.hhu.stups	eventbstruct	2.9.7		67a135c042f40663728ee851531e3b048ee729c4
de.hhu.stups	eventbstruct	2.9.8		9707e6643ca3cabfc5ed7f22921a5e7cf181b437
de.hhu.stups	eventbstruct	2.9.9		0493cf4ac355d4f6ea9e3067168886a4bab52226
de.sfb876	streams-hdfs	0.0.1		15e33a04c2163d06de10098a7f7ba6757a0556dc
de.sfb876	streams-hdfs	0.0.2		191663161775e246e842f7bb46d2ac9a06a88d3f
de.sfb876	streams-hdfs	0.0.3		b06fce482b9e8cbedb2899144572a82782cf70a2
dev.amaro.atairu	compose-ui	0.1.0		N/A
dev.inmo	config_creator.features.json_builder-android-debug	0.0.1		N/A
io.fluidsonic.time	fluid-time-iosarm32	0.10.3		68ab1fa85e43d00d552fb40412a58b297c22d8d7
io.fluidsonic.time	fluid-time-iosarm32	0.10.3	metadata	c7173032a094543d9b3f8a494a7bb69d3d15fd09
io.fluidsonic.time	fluid-time-iosarm32	0.10.4		4191b6613c1d0619013a35366bb473629d2737b2
io.fluidsonic.time	fluid-time-iosarm32	0.10.4	metadata	bbb82af6401ac50d2054780164e6e726df21ce3a
io.fluidsonic.time	fluid-time-iosarm32	0.10.5		2404138be91973ac1c741a5e6f912a8a391912ea
io.fluidsonic.time	fluid-time-iosarm32	0.10.5	metadata	963ad9214ca28d0c3871e483001710891cffd202
io.fluidsonic.time	fluid-time-iosarm32	0.11.0		e27e48e5934bf3929f201691ec6841ede2567701
io.fluidsonic.time	fluid-time-iosarm32	0.11.0	metadata	43cd5a057915b1c5c95b89ab5faf8faeba8d84cf
io.fluidsonic.time	fluid-time-iosarm32	0.12.0		49df29c2967da435defb710a69adf8f19492befa
io.fluidsonic.time	fluid-time-iosarm32	0.12.0	metadata	358ce80b5d9e4a08e20a361d3e9b648fad45c53c
io.fluidsonic.time	fluid-time-iosarm32	0.13.0		48c6ed57e7245619faa8727f43be7e8b5c17f572
io.fluidsonic.time	fluid-time-iosarm32	0.13.0	metadata	207aea8eabe0503c1ba4830f3100779649f9ebaf
io.fluidsonic.time	fluid-time-iosarm32	0.13.1		273c8ec7a6e85b37e70d37a57d15fb2b57d81cbe
io.fluidsonic.time	fluid-time-iosarm32	0.13.1	metadata	705f4f279b825a342ebbca63e5e9e02c0bcfa5fc
io.fluidsonic.time	fluid-time-iosarm32	0.13.2		N/A
io.fluidsonic.time	fluid-time-iosarm32	0.13.2	metadata	7e7ddd511e04f6afbce10d3d7049d4f9847afe0d
io.fluidsonic.time	fluid-time-iosarm32	0.13.3		N/A
io.fluidsonic.time	fluid-time-iosarm32	0.13.3	metadata	c56fea4f62c94cdb9e3e2f9b0a3b0dc5864505d5
io.fluidsonic.time	fluid-time-iosarm32	0.14.0		N/A
io.fluidsonic.time	fluid-time-iosarm32	0.14.0	metadata	ba9c2df2f0b76d9fe9a7a1ad2e012522bb995fec
io.fluidsonic.time	fluid-time-iosarm32	0.15.0		N/A
io.fluidsonic.time	fluid-time-iosarm32	0.15.0	metadata	e4ddf4fa7164e3121e9243988cd9dfdc1574fb57
io.fluidsonic.time	fluid-time-iosarm32	0.16.0		N/A
io.fluidsonic.time	fluid-time-iosarm32	0.16.0	metadata	4b11c61d98e9a4d148e78dca45835c6c14cc393f
io.fluidsonic.time	fluid-time-iosarm32	0.17.0		N/A
io.fluidsonic.time	fluid-time-iosarm32	0.17.0	metadata	d9735e48b929a4fc2d3265a4e6934411e6a06d3d
io.fluidsonic.time	fluid-time-iosarm32	0.18.0		N/A
io.fluidsonic.time	fluid-time-iosarm32	0.18.0	metadata	10b9afc8bb574664812f6ec097352d99f4989fd3
io.github.andreypfau	kotlinx-crypto-sha2-iosx64	0.0.1		N/A
io.github.andreypfau	kotlinx-crypto-sha2-iosx64	0.0.1	metadata	320ea571973a19ab6d5920836c51f6a102e852fd
io.github.andreypfau	kotlinx-crypto-sha2-iosx64	0.0.2		N/A
io.github.andreypfau	kotlinx-crypto-sha2-iosx64	0.0.2	metadata	990236bc0384bff8fa5cc5fa3741514bb7d49b0d
io.github.andreypfau	kotlinx-crypto-sha2-iosx64	0.0.3		N/A
io.github.andreypfau	kotlinx-crypto-sha2-iosx64	0.0.3	metadata	73ec72f5550a3f7898e2ffdbba2304174b2a2605
io.github.andreypfau	kotlinx-crypto-sha2-iosx64	0.0.4		N/A
io.github.andreypfau	kotlinx-crypto-sha2-iosx64	0.0.4	metadata	250cce05e46c2a6d6a9037fd0ef5ff56eea690ae
io.github.merlinths	kava-core-jvm	1.0.0		010fc344a48a9d767384af41c660e00cbb7aec39
io.github.pengpan	http-request	1.0		ee82e6c37feb7c0f89d4d853028c7005a4b13337
io.github.pengpan	http-request	1.1		f036acda7c838e3ea94203af71fcee32f38e3b02
io.github.projectunified	minelib-scheduler-entity	1.0.0		e4fc87d0586e3b6be04b8d7de834baf1b628df5f
io.github.projectunified	minelib-scheduler-entity	1.0.1		a822d3dbfd40fba3a73c4d7ca3eec18db0d74f89
io.github.projectunified	minelib-scheduler-entity	1.0.2		a3e381e41e7086a3220eb86b8b7b2159b3b3d762
io.github.projectunified	minelib-scheduler-entity	1.0.3		0d1ee1e08b89465e5e9a5b0771c841774a6477ae
io.github.projectunified	minelib-scheduler-entity	1.1.0		652020ba6f5ad1532cea85e78c68eaefcde760e8
io.github.projectunified	minelib-scheduler-entity	1.1.1		fc8a1abbc6a65c4c24a9359d547d738320888869
io.github.projectunified	minelib-scheduler-entity	1.1.2		ddba88171cb98df0d62668ad4c138d27dd5f7cad
io.github.projectunified	minelib-scheduler-entity	1.2.0		cc7e49853979d96aee19b40ff8540de2895a63fe
io.github.projectunified	minelib-scheduler-entity	1.2.1		6d22f4f199c80a4d562d2b33ce5f7133fa137c72
io.github.projectunified	minelib-scheduler-entity	1.2.2		f806b9367126f1c7ea92e9dec16e68353a9b7603
io.github.projectunified	minelib-scheduler-entity	1.2.3		af514094aa4c1f2747209024bce2833f9c092749
io.github.projectunified	minelib-scheduler-entity	1.2.4		01572ec3da369a8c35182e40df3fe19dc284d8fb
io.github.projectunified	minelib-scheduler-entity	1.2.5		069c2b02c63bfb18db96464f4765c52abcc51c71
io.github.qsy7.java.aspects	spring-web-logging	0.1.2		61cb598b7ebc6333218628398aee2bffedcb3a2b
io.github.qsy7.java.modules.browser.modules.jbrowserdriver.providers	guice	0.1.0		1b7db54310385881f6f3a49c714778f3747d9103
io.github.rzqx	dexorank_3	0.1.1		ed03c7483058092cdff49e937165ebb75987d843
io.github.rzqx	dexorank_3	0.1.2		c1afa2d5c4e5cce15c518ce7de14af3578cc84c0
io.github.scalapb-json	scalapb-json-macros_2.13	0.10.0		b810c613314610126951a21369dea7a9d3ba4ec4
io.github.scalapb-json	scalapb-json-macros_2.13	0.5.0		6807255f725c838afc6eaa0e9506f6683ad99e3f
io.github.scalapb-json	scalapb-json-macros_2.13	0.5.0-M6		19ec613924a5bed6862d212a0b0c61cd296010f2
io.github.scalapb-json	scalapb-json-macros_2.13	0.5.1		da5ea218be45e294ec0c153ab7baee441cdec433
io.github.scalapb-json	scalapb-json-macros_2.13	0.5.2		4044fe65783ee1dc57fce5b60737f1ba14ea4e56
io.github.scalapb-json	scalapb-json-macros_2.13	0.5.3		55a36dac764fd4d7ebf16c37b0b3fcdb49a5f70f
io.github.scalapb-json	scalapb-json-macros_2.13	0.6.0		f15d11e949b0e95a82e6e445cb88269fb3b9f002
io.github.scalapb-json	scalapb-json-macros_2.13	0.6.0-M1		35060d88d46045e7967432c963449c9d6b4e506c
io.github.scalapb-json	scalapb-json-macros_2.13	0.6.0-M2		ac2a6cf98106199dc1bb0e986e9ae9e5faa08c02
io.github.scalapb-json	scalapb-json-macros_2.13	0.6.0-M3		7fafdfbe731a8da840045ec31af161544c3b07b9
io.github.scalapb-json	scalapb-json-macros_2.13	0.6.0-M4		2a19a21e5d42d04f02b9b4c144d7adf559166f73
io.github.scalapb-json	scalapb-json-macros_2.13	0.6.1		ff4bde29d25c6d9a20b2252002262441adf16d91
io.github.scalapb-json	scalapb-json-macros_2.13	0.6.2		428e2d488af534153de510ee5c0c40d675f0dae8
io.github.scalapb-json	scalapb-json-macros_2.13	0.6.3		af248adaddcfc0f7a06c53f9c2d9c1e4deee3eaf
io.github.scalapb-json	scalapb-json-macros_2.13	0.7.0		140451a8d74f4b256ba4773ddc8d45649ed24228
io.github.scalapb-json	scalapb-json-macros_2.13	0.8.0		9560dda0c4c12b01b9e17e323e5a476e4871e412
io.github.scalapb-json	scalapb-json-macros_2.13	0.8.1		9f10bebae3d1410dbc841be35532dc5aa5ba6c65
io.github.scalapb-json	scalapb-json-macros_2.13	0.8.2		6e7a1220e2afd6989474125d64aaaac5ae62fa15
io.github.scalapb-json	scalapb-json-macros_2.13	0.8.3		69802b8cf2c210836042a1773533e92cddbb8e26
io.github.scalapb-json	scalapb-json-macros_2.13	0.8.4		b496b884ae49384bd233d05b91c986682630f95f
io.github.scalapb-json	scalapb-json-macros_2.13	0.8.5		7a70be1b74275dbc957951281631d6ce8f69ed62
io.github.scalapb-json	scalapb-json-macros_2.13	0.8.6		9e43a812dfa59a0e6a6095cecf98a97839cd7292
io.github.scalapb-json	scalapb-json-macros_2.13	0.8.7		cf241bd1cfe5bd2cc422d6731ddfe5c489b8391e
io.github.scalapb-json	scalapb-json-macros_2.13	0.8.8		886f0eab9da1a9ad311e0dc8fe816b9072a31641
io.github.scalapb-json	scalapb-json-macros_2.13	0.8.9		cd1a5d3f5384aabaee9d4d3e6460c86998883533
io.github.scalapb-json	scalapb-json-macros_2.13	0.9.0		e64def6da10300fc00aba6f99eff030bede91f11
io.github.zxc578931016	fasttool	1.0		364a9437f19657c582523e0dff2816e748f4894b
io.github.zxc578931016	fasttool	1.1		ca5da8a3858ac89d5411655cd675a768ca57588a
io.github.zxc578931016	fasttool	1.2		69138d4e8bf91409436322018db99eb62912db23
io.metashark	purlog-tvosarm64	0.9.0		N/A
io.metashark	purlog-tvosarm64	0.9.0	metadata	d37f48a82058b8d62bdb2b72663e988d0f31ca6d
io.quarkus	quarkus-amazon-lambda-rest-deployment	1.13.0.CR1		0a4df1eafc016e283a8ecb778a4aa7a8b969155f
io.quarkus	quarkus-amazon-lambda-rest-deployment	1.13.0.Final		18642a4c54da946a9fc3f94e5b4a6d1f15a427fd
io.quarkus	quarkus-amazon-lambda-rest-deployment	1.13.1.Final		67b1b779fc236f40495d654653912604a2f1099e
io.quarkus	quarkus-amazon-lambda-rest-deployment	1.13.2.Final		4fee450395f2ac7cc280224098f6b5b10cb6a739
io.quarkus	quarkus-amazon-lambda-rest-deployment	1.13.3.Final		43a99fd9b5373977ce34c4d701f2caa0b38a159d
io.quarkus	quarkus-amazon-lambda-rest-deployment	1.13.4.Final		c03cd6b8df385303c0a10d5ece90a71c6a48c14a
io.quarkus	quarkus-amazon-lambda-rest-deployment	1.13.5.Final		291f1ad4ee672a1d928fc9ad9677a446f865c94b
io.quarkus	quarkus-amazon-lambda-rest-deployment	1.13.6.Final		43e93034d19534fef75a4207b495d339913c3151
io.quarkus	quarkus-amazon-lambda-rest-deployment	1.13.7.Final		bd96da8c1c24a02de37cbea8845b7abfb70f71c3
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.0.0.Alpha1		11cde57afd288f2eb2ddfe93229819f792f34084
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.0.0.Alpha2		f8fd64c5fdf01739c31e5189fc0f939b8980efdc
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.0.0.Alpha3		461860aefa1f292b13edcf209a8ac6f5d907551a
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.0.0.CR1		f4beab947003d56009c5493ca8d871adb40b8f02
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.0.0.CR2		c3203efa3f674063b695146b88b458d0b9ef3510
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.0.0.CR3		fb8fb41d13ed89d99cf86ec9061c01cc51d06361
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.0.0.Final		5b654043c0726cce7a40904396f8febf8c6f9490
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.0.1.Final		6f41af233dbca193d14ae75c54a4f2593431d383
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.0.2.Final		fe5d7cba2ddbfe642d96dc54c8245955157bf22e
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.0.3.Final		d8af682e6543402d216fea497031f90bab5bc0cf
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.1.0.CR1		491181bf55d6f4290b615dffb99273531b01b5a7
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.1.0.Final		1bc24eb8d188ed6aa1f8257de4767c7865599526
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.1.1.Final		908cfea51f3dcce1f6c89c3b950c32e7014a81d3
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.1.2.Final		9899864c2107593a8ca1270f6b313a06c53ccd21
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.1.3.Final		f829f7127325bae2e9c89be4946c8dc82d9b2512
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.1.4.Final		fb8cbb67537733f0c73596e9fae89778b36b7976
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.10.0.CR1		8674d0809b198f4ae7722a84d462cf34e6718e8d
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.10.0.Final		df624b5218887a1ff9a8f8caae49fd54946d0c51
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.10.1.Final		f1aaef73c6c94615d4a50a851394db1651323d7e
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.10.2.Final		81a49c9ea597e185214ca602448ee0fea5dd1932
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.10.3.Final		596ed5c1e46514270ab2ead40ab964db0993244f
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.10.4.Final		71f6742ec33896eb83fdc4ed61943373093aa16e
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.11.0.CR1		5c73b626eb0d9c03fa2b19b1d8011d7bef1f3865
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.11.0.Final		76572bae5bf9361162160df8f18daeac17c22f0e
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.11.1.Final		d8bc03fc67a733fe5ae26277d5395bdc5c30f01c
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.11.2.Final		355a16c3d5d78bbb8d3e79beaef8205757df3aa9
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.11.3.Final		2c73879cfea07bf5a82083161b1c24e205ae7463
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.12.0.CR1		e7d071a917789a4567ca5d1348b57ef6d320f9e6
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.12.0.Final		ace021af80d2337abdd6f48f20533b4edee922e2
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.12.1.Final		4d161670c27d84f98a04c7b9d71fd281e6d03515
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.12.2.Final		4f21f4091552c27b588037873b1c99424834b218
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.12.3.Final		d63d075031ad64ffce9337924958bfdbab35b3cc
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.13.0.CR1		ba0e85429b0b8283dd386dd790c8858e4ae015f6
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.13.0.Final		83d5e6a3e95ae5a7027948c5b1fa4809d9f15ffb
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.13.1.Final		c3c787e98a3ab83f5e86b48ec3dc8e9508fbb236
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.13.2.Final		9507629b91044629db8160f76be4b15f000cf1c8
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.13.3.Final		7d2c451487df17d41d05c83850ed757e6aaeb62a
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.13.4.Final		95faa02aa9efaae0df3c6a3f4747405ce873545e
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.13.5.Final		60ed1f5e0b427a8086b5f9e392b46c2364cb3666
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.13.6.Final		31fdbb76ae8a3a42b761741e699c35dd4122b197
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.13.7.Final		fb3987e1b14efa045cc50db0ac9dc598a47e4c12
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.13.8.Final		b92905774a93b3fd5b040b168dca270347f488bd
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.13.9.Final		73f8791274853b1ecbabc4962a322ff0b1e11dd4
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.14.0.CR1		20516b8969de14f77d7c4455854bb2caca635b6c
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.14.0.Final		f0b182d29fc5f6c1f3f2b5a186e15aae7f8cd5d7
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.14.1.Final		b9fe528e210da9a0afb065a0703fbc305bfc9f66
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.14.2.Final		e9a249793659ca097f3e95820ef94d370fa5249a
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.14.3.Final		56a87677619034d144878f4d474c88e5f01ec873
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.15.0.CR1		cca50dc802c96dc839cb2986485e82a47a7ec794
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.15.0.Final		b3dd27eb0b9da5717b515203eb26d5db7436933f
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.15.1.Final		d6816063f160a376d9bec7d382d6d566b9170c48
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.15.2.Final		f1e26bf04775001045fb5e87a6a9d5d12d713c34
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.15.3.Final		fbf79f7b98e4023ade9e799bfd7f331bb6950c78
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.16.0.CR1		891c92a2b95e8ea933bfebf47c9f93c4c25dec2b
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.16.0.Final		db721390d85d459293b6931ff001f7914bfcbe02
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.16.1.Final		988b936683494128faad6fcd7c26acdeb430721e
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.16.10.Final		981a9c9060ba914bc1bb78a83cf6f0cd6f11c9f6
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.16.11.Final		5936b747ca268323e84ccab21af4ff41929f477d
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.16.12.Final		cf651a9800426773c5acb8e4972acc35f203e0cf
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.16.2.Final		9a4a3442f9071028aa4d6d86d4259ce9d877b9d4
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.16.3.Final		12b26859427187c1a7dab691f5205159b5bbeb8d
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.16.4.Final		aa5b02ced60cb508dbadd99876823d4d1b2f11a7
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.16.5.Final		b9d60f719a1d8b7e69b277b34bdf1b300e612231
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.16.6.Final		efd6f865cee3ddc9d7e1f0d0cdd65ab029641df4
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.16.7.Final		6b37c6aecc851d2ebc8d09cea1fac1e2868aafbf
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.16.8.Final		a0f74f79b0114f2fa491d06defc7b472259fafa5
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.16.9.Final		3cc273ce8bb4bc9574d106a8124bcc4a269bc09b
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.2.0.CR1		1c80ee7242b2370596eeec1ebfcc5cb126fb4aa9
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.2.0.Final		628926982345f00d5943239623186722ec5b52b8
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.2.1.Final		77018571230726c3da97e2ae80ec220eb703a75c
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.2.2.Final		05a37c28895f4dc515fbe278799ae33c3cc24854
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.2.3.Final		f7a48df13c565a40818d60e7fea6861ee28ed39d
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.2.4.Final		a7a1e5cdab9ebb981319d6f81af7e6c12abfbace
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.2.5.Final		e8318d05f184de2fb5948c303deebfdd9f61ff72
io.quarkus	quarkus-amazon-lambda-rest-deployment	2.3.0.CR1		2430b974a0e49a782ba778608c263fd6673956bf
