be.atbash.ee.security.octopus	opinionated	0.6		N/A
com.amazonaws	aws-java-sdk-glue	1.11.850		a23bcd07b2f98ffee4212e487a91ecba28682bcf
com.amazonaws	aws-java-sdk-glue	1.11.851		711032957ca1cc48e0c13d5d5eb4288335cb3cc8
com.amazonaws	aws-java-sdk-glue	1.11.852		659752e293199fb9898974bcbe12071b402fa483
com.amazonaws	aws-java-sdk-glue	1.11.853		820178bb1eed8b7bfc171c8c0d8babb0782eb272
com.amazonaws	aws-java-sdk-glue	1.11.854		e8b87e8721ab8337a34a326aa2a811fffb640437
com.amazonaws	aws-java-sdk-glue	1.11.855		c08a4ae7f9a5c3a5874e4ba68aa2decd67700631
com.amazonaws	aws-java-sdk-glue	1.11.856		1ce7d5f2b37abb83eb73e854109b158e3f0a4825
com.amazonaws	aws-java-sdk-glue	1.11.857		960bf7d97d138625720fec31c4ba9ee266e06f98
com.amazonaws	aws-java-sdk-glue	1.11.858		3d86b658fef227678c704f2eb60c6238e7199122
com.amazonaws	aws-java-sdk-glue	1.11.859		70a86f050ba99ccf88a13ae5562ef784873d3463
com.amazonaws	aws-java-sdk-glue	1.11.860		ccd344fe66245f94c79958f2b11fcfa70a381f1a
com.amazonaws	aws-java-sdk-glue	1.11.861		e67b2d6240cc1f0a81fa40c7255bc129fc622018
com.amazonaws	aws-java-sdk-glue	1.11.862		b226e1773c76089ba1d7d02bc39c084bcf64cb64
com.amazonaws	aws-java-sdk-glue	1.11.863		ac4a234f3ffd05f50551f61ad5723fb4bf3a350c
com.amazonaws	aws-java-sdk-glue	1.11.864		b550cd46febad63fcbeb6f38943a8240384782c8
com.amazonaws	aws-java-sdk-glue	1.11.865		c521387b5ecb8dd4cdc64c846fa490d575d824b5
com.amazonaws	aws-java-sdk-glue	1.11.866		f3eeb4958b457880c0f129372718a72b49c60b26
com.amazonaws	aws-java-sdk-glue	1.11.867		9c3dafc7e3e5fe40c713c62c7c748865e7f95976
com.amazonaws	aws-java-sdk-glue	1.11.868		f2bbcdbe1ec94092b088b7bf63377167b39b96a7
com.amazonaws	aws-java-sdk-glue	1.11.869		43fa341171a445c78c9e215e8b90794be3315b46
com.amazonaws	aws-java-sdk-glue	1.11.870		e0455aa7308359c6822cfdbdd6fcd8fb8d32b427
com.amazonaws	aws-java-sdk-glue	1.11.871		7c56cdd8c497e47cf6c42f19898784feba980933
com.amazonaws	aws-java-sdk-glue	1.11.872		1db34b2068c330ef923b4e8e3be54b544efe93a2
com.amazonaws	aws-java-sdk-glue	1.11.873		0a0c8fd2ce532e0c352bf71eee9ad8aceff6fa63
com.amazonaws	aws-java-sdk-glue	1.11.874		21474429b5d7f63f5b3b914fb0a3a6ae7a8cdca5
com.amazonaws	aws-java-sdk-glue	1.11.875		28091f3d315917f0eb49e0c99bbda84ee9c5c31b
com.amazonaws	aws-java-sdk-glue	1.11.876		bcac7a6dc76794aa523bd5aeda66170ec79e6175
com.amazonaws	aws-java-sdk-glue	1.11.877		5920fb41f58fec3a654888622f400b598199247e
com.amazonaws	aws-java-sdk-glue	1.11.878		bb39b77b649a52115145d1ec76984aefe7e560c3
com.amazonaws	aws-java-sdk-glue	1.11.879		810339b26f91b9818f329921805b7b995f81eaf0
com.amazonaws	aws-java-sdk-glue	1.11.880		2830730934dc8c9ce8fac7cdb91c07e5652ff474
com.amazonaws	aws-java-sdk-glue	1.11.881		814b82d4dae1d9185b2cbfec448c1479d316a53e
com.amazonaws	aws-java-sdk-glue	1.11.882		edf429e555066ded6d77b2ce2b1200ef37364882
com.amazonaws	aws-java-sdk-glue	1.11.883		7dc92ba49a7e6e7f780c130bc9e7190ed5425d4b
com.amazonaws	aws-java-sdk-glue	1.11.884		f816e071897fba44f2918b3a4aec5a1ac7a16b75
com.amazonaws	aws-java-sdk-glue	1.11.885		dac2ef6b157421523d4d1f195ff2cbe267c293cd
com.amazonaws	aws-java-sdk-glue	1.11.886		3c97d75e0c97dd929f7bdc68154626ada002ca07
com.amazonaws	aws-java-sdk-glue	1.11.887		90f478a6c125d47111104aeaa7ec5eb387b3d5fc
com.amazonaws	aws-java-sdk-glue	1.11.888		fdf70442d18073a10782f5841a71ab9b5f4f8341
com.amazonaws	aws-java-sdk-glue	1.11.889		94cb5980b7c378987068f4821bc491b382015583
com.amazonaws	aws-java-sdk-glue	1.11.890		07b9b2b88c01b1450e714568ac4db72d491a10ee
com.amazonaws	aws-java-sdk-glue	1.11.891		b6730a74ac555983a16c73e5c170c022ad8d329a
com.amazonaws	aws-java-sdk-glue	1.11.892		3a280b8d6f214ded494ba47d3ab81c72de658bc9
com.amazonaws	aws-java-sdk-glue	1.11.893		fa3129a4571ebe66ecbf42de738a983017ba2df0
com.amazonaws	aws-java-sdk-glue	1.11.894		01fe8de387e454fee3ac479530891369d7c78d48
com.amazonaws	aws-java-sdk-glue	1.11.895		556b8549ec921d69d67ede1b378543df74689fc3
com.amazonaws	aws-java-sdk-glue	1.11.896		a898a9e4f4c35d892f6fdc726e406c2f7bad536b
com.amazonaws	aws-java-sdk-glue	1.11.897		736fdffd8efc99c81099440d8d460643d4111ebd
com.amazonaws	aws-java-sdk-glue	1.11.898		0b528d0b297df39857a672716e1324c514d1cb93
com.amazonaws	aws-java-sdk-glue	1.11.899		cab64e1a71b1df8a3e3ec14ede8a0f9eaad39813
com.amazonaws	aws-java-sdk-glue	1.11.900		4e34092b697a27972602c60ddf144eee18d2cf19
com.amazonaws	aws-java-sdk-glue	1.11.901		fc9632c500e04d554d3246668217621cb3f2c929
com.amazonaws	aws-java-sdk-glue	1.11.902		42729396d168e816f564b87fa706a8c89ac61274
com.amazonaws	aws-java-sdk-glue	1.11.903		c728e44c7b0a9b1ce6a35de27491c907d9e0b8c5
com.amazonaws	aws-java-sdk-glue	1.11.904		5b694499adcb5f714f504cb90df0f6d539a654ed
com.amazonaws	aws-java-sdk-glue	1.11.905		02aceb53b898059d96d64b87550a0e371d92d9b2
com.amazonaws	aws-java-sdk-glue	1.11.906		f82a3c959ace7120a7dbe544de509ed6e254b3ac
com.amazonaws	aws-java-sdk-glue	1.11.907		3596e7b877b9e6193cd17feecb40fc2dd0f00b55
com.amazonaws	aws-java-sdk-glue	1.11.908		a9edf6963d55958da0830e73c0ac7d1670a7157f
com.amazonaws	aws-java-sdk-glue	1.11.909		322699f2efc61571102ad50d71b302d4296c7531
com.amazonaws	aws-java-sdk-glue	1.11.910		541dfe04b341b9599c878234488f0d63e92d7534
com.amazonaws	aws-java-sdk-glue	1.11.911		5ed45c44da9232e3d8647ca92acb90670f107fc9
com.amazonaws	aws-java-sdk-glue	1.11.912		246dd006bc2e9024dc81bef9730b97e4db0111bd
com.amazonaws	aws-java-sdk-glue	1.11.913		a3ff4539510c015db742343c7a01d2aac2f672d4
com.amazonaws	aws-java-sdk-glue	1.11.914		b422ccc99a08addf364d3b9335fdbd4d018a07d2
com.amazonaws	aws-java-sdk-glue	1.11.915		4fe6bbe7d523a8add2c21d31a1cf4f30680002d9
com.amazonaws	aws-java-sdk-glue	1.11.916		10459003abb64b447fc5600876452323976cfe91
com.amazonaws	aws-java-sdk-glue	1.11.917		d6d80a06f5b197bc48045205344353e750f064fa
com.amazonaws	aws-java-sdk-glue	1.11.918		72148bbf6d55c731a8d7c84e96ec96f4f6457cd5
com.amazonaws	aws-java-sdk-glue	1.11.919		a4f4818654af3f798d5a28e3331ea7ff21be8f74
com.amazonaws	aws-java-sdk-glue	1.11.920		ce9d5b25713bb9f2b34dc5fc4ff868a84f41382c
com.amazonaws	aws-java-sdk-glue	1.11.921		0a194eba5414d42eef648fcc703dff66bc48a37c
com.amazonaws	aws-java-sdk-glue	1.11.922		f41314e350b016228daa848b6f322ba090311565
com.amazonaws	aws-java-sdk-glue	1.11.923		2d75b6a1c52ca5c218f324a046cb1e855944b298
com.amazonaws	aws-java-sdk-glue	1.11.924		694b939abb9d9bb477a469e8dc40a5a6c37f2855
com.amazonaws	aws-java-sdk-glue	1.11.925		289bb2afb49fa11a2d18be77b4e6e715760d9b7b
com.amazonaws	aws-java-sdk-glue	1.11.926		0bedec99e37e5ceda61d3682ddf8f0d690afcad9
com.amazonaws	aws-java-sdk-glue	1.11.927		eb341b711a29fe5e7729e2c80656ae3c957393e3
com.amazonaws	aws-java-sdk-glue	1.11.928		1826f32fd52245aa976ad71ec80583c8559b73a6
com.amazonaws	aws-java-sdk-glue	1.11.929		3e05299c3e1b02109f32b6d5ccdc036e58aab0b4
com.amazonaws	aws-java-sdk-glue	1.11.930		aa8b286cacb35c8510c23ba29118620edd6e6b5b
com.amazonaws	aws-java-sdk-glue	1.11.931		1a1b5e294177bd2ae638ff01f16472fbd19ee415
com.amazonaws	aws-java-sdk-glue	1.11.932		18a647a64567bf565f01146cf4307c7063aa76e1
com.amazonaws	aws-java-sdk-glue	1.11.933		81d17b6a335dee0bfcdd34a60f98fdb96dca9558
com.amazonaws	aws-java-sdk-glue	1.11.934		33aa323e2b2562d5615508a0a2519d0044657371
com.amazonaws	aws-java-sdk-glue	1.11.935		561ac51d3ff2a5a922d55deec757ea4b113973d6
com.amazonaws	aws-java-sdk-glue	1.11.936		ada696d2e2017a01620c2410d88fb4bdc29cf566
com.amazonaws	aws-java-sdk-glue	1.11.937		e04fe6ded3eb5a76c0524d2ff96e680dc458c29e
com.amazonaws	aws-java-sdk-glue	1.11.938		3a165afa87f54b8641dc9faa8e5be026cc4afa00
com.amazonaws	aws-java-sdk-glue	1.11.939		e20d1ff9fdeaf6483c66b68985f40dbcf26aab9d
com.amazonaws	aws-java-sdk-glue	1.11.940		757eb729e54877a3d47f6b826c68cea8a4ee7af4
com.amazonaws	aws-java-sdk-glue	1.11.941		5688fc28aff6bdac078f3cc762e6543244fc74e1
com.amazonaws	aws-java-sdk-glue	1.11.942		ed6cc65c008544e3a23a294dba44be1f850d426c
com.amazonaws	aws-java-sdk-glue	1.11.943		6a70cb4cdbfef75537f9077b81aba8c4aa8bbfd3
com.amazonaws	aws-java-sdk-glue	1.11.944		df8abe8a89a4d6fc6fea191f4711e3c67fa8159f
com.amazonaws	aws-java-sdk-glue	1.11.945		9c95c108eb3cfff4ec14472d33f541f22ebc2686
com.amazonaws	aws-java-sdk-glue	1.11.946		e0d73244c9378eeb9058bbea9a128d88e66d644e
com.amazonaws	aws-java-sdk-glue	1.11.947		33405a9c543967604eed0f66f4a9297ba7372879
com.amazonaws	aws-java-sdk-glue	1.11.948		615d99c45634a54e9ff87de44c98e1c009a22a0e
com.amazonaws	aws-java-sdk-glue	1.11.949		7af4237849a1f25d985961a2a0d301a529270e96
com.amazonaws	aws-java-sdk-glue	1.11.950		3de4925d9aa97d52bcc326e50b90df6497c90734
com.amazonaws	aws-java-sdk-glue	1.11.951		123a3f0bdeb01997f24b9a09b8fa06291ce6d346
com.amazonaws	aws-java-sdk-glue	1.11.952		2840a3ddd9564ae00a8f4b688cadffcff15e013c
com.amazonaws	aws-java-sdk-glue	1.11.953		9de04d7551d839bd7b69ae0154f6bbe8952aaaae
com.amazonaws	aws-java-sdk-glue	1.11.954		d7f5b636f62d16f567bc671d696097649ad5e1b0
com.amazonaws	aws-java-sdk-glue	1.11.955		317ac4d1b92228ec5a37cf48c84037989e465d7d
com.amazonaws	aws-java-sdk-glue	1.11.956		1782c63d2528010635b31bcd63ddf760ebdec273
com.amazonaws	aws-java-sdk-glue	1.11.957		96c76901cec6f2576a276d8f829edc7bf9f8d87f
com.amazonaws	aws-java-sdk-glue	1.11.958		56942a84e127af14e8e0694292ff87f2b2080130
com.amazonaws	aws-java-sdk-glue	1.11.959		c253445f1714baf0321a0650820f96eb90184cf6
com.amazonaws	aws-java-sdk-glue	1.11.960		808a2b9f7f82899a402181bb2ce920d5dac71e60
com.amazonaws	aws-java-sdk-glue	1.11.961		bf016284285fc4385d9f3e7a3946813dad46766f
com.amazonaws	aws-java-sdk-glue	1.11.962		2443eb2104a1e1565b8a7996ac7cccbbdf83dd00
com.amazonaws	aws-java-sdk-glue	1.11.963		d75d4383b9841459287cc5d5a6e43883b25f5a0b
com.amazonaws	aws-java-sdk-glue	1.11.964		ff468e59810fda14701e0cf9b01eee8131db2011
com.amazonaws	aws-java-sdk-glue	1.11.965		a76c9f4e0dec802e80f179ee6b582f95c6c185be
com.amazonaws	aws-java-sdk-glue	1.11.966		e8ae9293065f3b700b691de9f181a98d58d905da
com.amazonaws	aws-java-sdk-glue	1.11.967		4edaedbaa20bec7b73c93d5e23484acb86e34553
com.amazonaws	aws-java-sdk-glue	1.11.968		e8facaab92cf4486d6920c24018fcc52e4aeb009
com.amazonaws	aws-java-sdk-glue	1.11.969		0e6a28a666e46ea4908a3f46f38a4600a0b548c7
com.amazonaws	aws-java-sdk-glue	1.11.970		70aad6ac595bd12b3bb843e648983ef1a0be5179
com.amazonaws	aws-java-sdk-glue	1.11.971		30d9339a43ccfc231648e977a9b69f20161eeed8
com.amazonaws	aws-java-sdk-glue	1.11.972		21f0a06337298d99fe9364ff988b28c33417097f
com.amazonaws	aws-java-sdk-glue	1.11.973		0ed3d4ef7a40979aa974c24fb64714920bdf0f2f
com.amazonaws	aws-java-sdk-glue	1.11.974		2958ff3e5c9dadb0ad397f5193eb2ccb50657c27
com.amazonaws	aws-java-sdk-glue	1.11.975		f3dedb88480753539d2576a939148b2901740078
com.amazonaws	aws-java-sdk-glue	1.11.976		70576e93c9e4862ceab91efc665a31b3d00b497a
com.amazonaws	aws-java-sdk-glue	1.11.977		5cd84dad50d958104b3f263a895ccf6ca7c4c7e1
com.amazonaws	aws-java-sdk-glue	1.11.978		52389d22effa8f7d317fa520482e0a59ac1fc76a
com.amazonaws	aws-java-sdk-glue	1.11.979		cee395a3c98a0498a469815f5eec0e727f14c7b4
com.amazonaws	aws-java-sdk-glue	1.11.980		12bd607eea15986e2c94592955c9fb27343bdfe6
com.amazonaws	aws-java-sdk-glue	1.11.981		4c6d059f832b09be3928f96dae81ace8d91837e2
com.amazonaws	aws-java-sdk-glue	1.11.982		160641b8b06ce15c5c0121b3b6505195633dd866
com.amazonaws	aws-java-sdk-glue	1.11.983		3b9f39303570b26cf9b9bec12ce39abee55d1568
com.amazonaws	aws-java-sdk-glue	1.11.984		3a7fd9b18f0a7ffc4be7226913b357cb39fbc806
com.amazonaws	aws-java-sdk-glue	1.11.985		56183143fa50a0e57a7dcb371e1f53e734f07998
com.amazonaws	aws-java-sdk-glue	1.11.986		c83dba2ecf19d1d7dd3418e1e598836d31e6caea
com.amazonaws	aws-java-sdk-glue	1.11.987		610fc30d169fa6225feb3f32a2eb399b5e21e548
com.amazonaws	aws-java-sdk-glue	1.11.988		890d68d61e7568787e4d1758b8411db21543ec30
com.amazonaws	aws-java-sdk-glue	1.11.989		5ed888eca8589229da8586eca55432cd1bc98d07
com.amazonaws	aws-java-sdk-glue	1.11.990		208b45bdd55adb44eb4db64568adbc31d7b30aaa
com.amazonaws	aws-java-sdk-glue	1.11.991		0e36113215c0c0942d074877127a629e01c74556
com.amazonaws	aws-java-sdk-glue	1.11.992		2dc366311087ad286ef241a222d194b61f1d7b7f
com.amazonaws	aws-java-sdk-glue	1.11.993		e4bf127e0f6a712f5caf74e2294e68486315480a
com.amazonaws	aws-java-sdk-glue	1.11.994		2847d91556d894304b240d16bfa854a12c277642
com.amazonaws	aws-java-sdk-glue	1.11.995		b9d717f6204a9102bba269856bd8625f2e308fb6
com.amazonaws	aws-java-sdk-glue	1.11.996		a1f45f33f2b231cbd2d866dc5f465a5d461285cc
com.amazonaws	aws-java-sdk-glue	1.11.997		a211aefd31172d663f993da3fb4f5a930a54736f
com.amazonaws	aws-java-sdk-glue	1.11.998		b1e2298adea247bd8db1c15f5dbf8c7566ea645b
com.amazonaws	aws-java-sdk-glue	1.11.999		f120e3e77a0c899a8d19843aadd43ad2a67ab63f
com.amazonaws	aws-java-sdk-glue	1.12.1		b28eb8d902f1f70bc74fc5056c4e9bc7797b3bea
com.amazonaws	aws-java-sdk-glue	1.12.10		e0852531a2ca0c35991eb65fad062e1a0517d301
com.amazonaws	aws-java-sdk-glue	1.12.100		143d9cd7ceeef2d5d5a218b749182b09ef0c8ab9
com.amazonaws	aws-java-sdk-glue	1.12.101		47c396fca958e71f4fc7a33e7340f1d366881aef
com.amazonaws	aws-java-sdk-glue	1.12.102		0b5918f2b314c42307a6b7202f2ec9fbfa70a461
com.amazonaws	aws-java-sdk-glue	1.12.103		7e0c1b97e43172bd6c1c7a7e630afcc8b0d3e1e1
com.amazonaws	aws-java-sdk-glue	1.12.104		cc433836a92aba4761773af710c287bc108ca97e
com.amazonaws	aws-java-sdk-glue	1.12.105		9b9d7863c3170703e3d609d12ea0f876a32ab47c
com.amazonaws	aws-java-sdk-glue	1.12.106		72d82d7a891ffe56b6dc1ceb3b7f18ad5fac7b24
com.amazonaws	aws-java-sdk-glue	1.12.107		40779e36ebfd6bd133dafed53ab69063d21e1cb5
com.amazonaws	aws-java-sdk-glue	1.12.108		7b16b1cd695ada19a02a46eb676cb83edd9de8b6
com.amazonaws	aws-java-sdk-glue	1.12.109		14f0d8f57c8c95961b768e0f552d76eb2ad673b1
com.amazonaws	aws-java-sdk-glue	1.12.11		000a046d65bc7b30e08d0ea8420bed12ab9db38b
com.amazonaws	aws-java-sdk-glue	1.12.110		198d263f06792dccb0d5a39b61fbc96589b8fd78
com.amazonaws	aws-java-sdk-glue	1.12.111		0d9ce7e59608835c2ab540f6dcb6d21cc73e97d1
com.amazonaws	aws-java-sdk-glue	1.12.112		c452d693719d237a1de1f69e71822888da9a0ab5
com.amazonaws	aws-java-sdk-glue	1.12.113		4e952be6c3f8dc7496e5d698047d41fa56806899
com.amazonaws	aws-java-sdk-glue	1.12.114		e4dbe21989c6c73b22fa5f8f509df7f36650e149
com.amazonaws	aws-java-sdk-glue	1.12.115		17f8050e0e3d86379cc63c9a58562d3f8c15b608
com.amazonaws	aws-java-sdk-glue	1.12.116		08b301c026c543656eb9879621b845f6d2b0d160
com.amazonaws	aws-java-sdk-glue	1.12.117		68446b023a4d7f643139e68785269964e10e058c
com.amazonaws	aws-java-sdk-glue	1.12.118		358fe5dad5b93ba4ab2b08e901a9e53846916f9d
com.amazonaws	aws-java-sdk-glue	1.12.119		7edfef62546b6724f46a508ea0dd6b7e0a25e21d
com.amazonaws	aws-java-sdk-glue	1.12.12		59fed68a9473ba420059ca962d07d60da223f38e
com.amazonaws	aws-java-sdk-glue	1.12.120		60584fdd3a62bb11a58bdc4c17b0f8899e853560
com.amazonaws	aws-java-sdk-glue	1.12.121		72412dc3ae58defb7e943aba1e60e729aebe200b
com.amazonaws	aws-java-sdk-glue	1.12.122		05f4e1f546e1acd778861b9142f0cc82af062104
com.amazonaws	aws-java-sdk-glue	1.12.123		e9b2f105dc03714ab264acac6014a6f9e947d938
com.amazonaws	aws-java-sdk-glue	1.12.124		a6f6267bc92877e24937d0d868cb4b6ac39ab058
com.amazonaws	aws-java-sdk-glue	1.12.125		4f6c38f2a65ff696927ec782eeb26d85b6b13232
com.amazonaws	aws-java-sdk-glue	1.12.126		420febc0fa77ef22f4b5ea58706070891c0ea55b
com.amazonaws	aws-java-sdk-glue	1.12.127		4e64240cf84fdc3c7407788053ffcdd4be9f98f0
com.amazonaws	aws-java-sdk-glue	1.12.128		728962ccc10b760d4e35c9bfa7923d9ef229ba89
com.amazonaws	aws-java-sdk-glue	1.12.129		508b4996941c3c3a07b6c389aaeae632c2ea0325
com.amazonaws	aws-java-sdk-glue	1.12.13		b3b24e4d8c7ea2c0d34d9abccb2350d2f76b54ff
com.amazonaws	aws-java-sdk-glue	1.12.130		fc6817aba8ee14f223853fd72d461327851af02d
com.amazonaws	aws-java-sdk-glue	1.12.131		1aee2386c407f2ce5ae3050892486289370f3cf7
com.amazonaws	aws-java-sdk-glue	1.12.132		058c736f6411fe45d6b4d1941430339a42252fb4
com.amazonaws	aws-java-sdk-glue	1.12.133		d165d74cb03f3c431f835b2616d255b7a006d0f6
com.amazonaws	aws-java-sdk-glue	1.12.134		835e47bf1831bbded27192e2afd44d47a758ca23
com.amazonaws	aws-java-sdk-glue	1.12.135		bdfe251e4f5c0f7e3e27a62c9114f4bbf1dad8b9
com.amazonaws	aws-java-sdk-glue	1.12.136		edc19d0f458225eed9d2d46dbe16a6dfca92e2fc
com.amazonaws	aws-java-sdk-glue	1.12.137		963a6f02751b7fd3c523f11f23964af0b9603f1b
com.amazonaws	aws-java-sdk-glue	1.12.138		c359ed298907914b19445eb35b44688fc511b605
com.amazonaws	aws-java-sdk-glue	1.12.139		4f47b06761917016a505349ce00e2dcbc21fdeb9
com.amazonaws	aws-java-sdk-glue	1.12.14		d4327edf887e9b12d05f366c2e3f0eafe694d368
com.amazonaws	aws-java-sdk-glue	1.12.140		165c1940358c436070b5f0dc30feab7de43e1e99
com.amazonaws	aws-java-sdk-glue	1.12.141		a57fa2424e61a0baf04823430f18f7c2ba81bdc0
com.amazonaws	aws-java-sdk-glue	1.12.142		aa87b2a2559cf4a43d2329f56ee3ac96e8c8cb18
com.amazonaws	aws-java-sdk-glue	1.12.143		7fff15bb8a53dcec3e270b9bf43331fceed3c65c
com.amazonaws	aws-java-sdk-glue	1.12.144		104788b29479303b0de9b3e433d6029c375658c6
com.amazonaws	aws-java-sdk-glue	1.12.145		aeacb4780558dfeda408c07fd69dc503f9fb8a57
com.amazonaws	aws-java-sdk-glue	1.12.146		23e0366cba15b7dc56dbf7da757f0877edb915a4
com.amazonaws	aws-java-sdk-glue	1.12.147		ad360e7ab4fbdbfbf2fa152065dce10c85349d95
com.amazonaws	aws-java-sdk-glue	1.12.148		d81660ae3e45d386ea6e7ed874ff0a19438cc4dd
com.amazonaws	aws-java-sdk-glue	1.12.149		bbf329dedea0b10e481d50945da43bca7628d197
com.amazonaws	aws-java-sdk-glue	1.12.15		b33f5f2b6acdf359fd45264a1c111903a69dc4c1
com.amazonaws	aws-java-sdk-glue	1.12.150		d02e9563eeb58cccb5c6f9cdf81526f93028a4d9
com.amazonaws	aws-java-sdk-glue	1.12.151		f94ef2abdcf6479d77902a0e87dba3a308929270
com.amazonaws	aws-java-sdk-glue	1.12.152		2f2a90bdbc562a3f77f4906e6f4dec1c5b2d3d55
com.amazonaws	aws-java-sdk-glue	1.12.153		5583a060c8d0696e6147955113f16e74afa2c10a
com.amazonaws	aws-java-sdk-glue	1.12.154		219896263fc6d8b3e4d6637035f1dc6152eee3a6
com.amazonaws	aws-java-sdk-glue	1.12.155		cfe32df868a0195caccdff52a599fc103c7f53d0
com.amazonaws	aws-java-sdk-glue	1.12.156		bbf78fbfb35f8f77ae1d3b8aa35c96538852609e
com.amazonaws	aws-java-sdk-glue	1.12.157		dc1d3784fccea7af0a880afe4d61e334e7b6f7e7
com.amazonaws	aws-java-sdk-glue	1.12.158		bff7124d801b73ac97e109e94976823be3e06ea0
com.amazonaws	aws-java-sdk-glue	1.12.159		6e1e4d2d6c30796805765f52aa7f0afe17beedce
com.amazonaws	aws-java-sdk-glue	1.12.16		87b58203e459c5d5ab399574b550ce7fc3b8184f
com.amazonaws	aws-java-sdk-glue	1.12.160		5a972ba7cae8fa109c63222702a18fb0211d644d
com.amazonaws	aws-java-sdk-glue	1.12.161		797d78e6319c124c1385c66f4fabae7df0965511
com.amazonaws	aws-java-sdk-glue	1.12.162		c5a8a8cae749039c81ab532c1d44e103a9ca3bcc
com.amazonaws	aws-java-sdk-glue	1.12.163		0d02a76833d676f3b25cf7c70fbc956b692177eb
com.amazonaws	aws-java-sdk-glue	1.12.164		37d0efca1701822327da0d6f6701c9eaea25cd2e
com.amazonaws	aws-java-sdk-glue	1.12.165		6078cd88c6a7f7af43c1d89b41fe9236d6705226
com.amazonaws	aws-java-sdk-glue	1.12.166		3af5129bb87f6b4cc3ccb837ecb079ca4fe26eb7
com.amazonaws	aws-java-sdk-glue	1.12.167		7a54f76535b6da6547732faa30d17f4884ce00b3
com.amazonaws	aws-java-sdk-glue	1.12.168		e72b6b84b8873faa4246a2d86d934ea546be4db3
com.amazonaws	aws-java-sdk-glue	1.12.169		d17af1f2a5f9058dc046fc234c3e06e31d892aad
com.amazonaws	aws-java-sdk-glue	1.12.17		89fb47c42694832fb100205a1b3fa2c113bff02e
com.amazonaws	aws-java-sdk-glue	1.12.170		8258c89147863c49d09598c231386942c86d713a
com.amazonaws	aws-java-sdk-glue	1.12.171		2ed623df473068ed8ca9110921e29bbd8599e701
com.amazonaws	aws-java-sdk-glue	1.12.172		89072ecb2e4658c28db882ca625e9ff3f793acca
com.amazonaws	aws-java-sdk-glue	1.12.173		933594e81f8075d33c35f312761297f5f820b12a
com.amazonaws	aws-java-sdk-glue	1.12.174		5264432a1082dcd699c87c21de4da930e1238eff
com.amazonaws	aws-java-sdk-glue	1.12.175		f0aa04a3985d97ce5b9f4f1593dde96936dbd66c
com.amazonaws	aws-java-sdk-glue	1.12.176		6236da93bf3fdfee60795cdde1d914ad4c37a384
com.amazonaws	aws-java-sdk-glue	1.12.177		3069ec451d8e6858cb73c0d2afce602ee5f7559a
com.amazonaws	aws-java-sdk-glue	1.12.178		8ed72de4d3a22291d1899a901c2db02fa246347f
com.amazonaws	aws-java-sdk-glue	1.12.179		b9063def482fa001f735519441c0102357d51b97
com.amazonaws	aws-java-sdk-glue	1.12.18		e732e8e3e9d8bb4a2751510d46e5e8282777068b
com.amazonaws	aws-java-sdk-glue	1.12.180		f8c515c4d792fbd5001bece00d703ac14f357890
com.amazonaws	aws-java-sdk-glue	1.12.181		bed543bdd297a9096d81cbb6cbd0263ce310259d
com.amazonaws	aws-java-sdk-glue	1.12.182		75a06a670ba08a2eb8ae8020f17e51f162fdf95d
com.amazonaws	aws-java-sdk-glue	1.12.183		a9f74f87140c6e9c0c52dfa03025f3695b7d3ccb
com.amazonaws	aws-java-sdk-glue	1.12.184		205895d162254edaec98e8deb23730824cb254b8
com.amazonaws	aws-java-sdk-glue	1.12.185		336a3274d44928ca3cb09b242e46d3d5b1c6a5da
com.amazonaws	aws-java-sdk-glue	1.12.186		62acb6665bde516d04f36b2c37caff1eaae39ea0
com.amazonaws	aws-java-sdk-glue	1.12.187		a1438dcefc7725e4ddfc7dc96cc5ce08b973e02c
com.amazonaws	aws-java-sdk-glue	1.12.188		6800464914337661325315415b4f11f2a685f683
com.amazonaws	aws-java-sdk-glue	1.12.189		f1cd09e549f02611f6ecb2ef33100ea45200afd5
com.amazonaws	aws-java-sdk-glue	1.12.19		e3b06d83dc9facd5ead275012f9e4ee69e869411
com.amazonaws	aws-java-sdk-glue	1.12.190		65ef13be879092ac0776a2606bf8a194737d9175
com.amazonaws	aws-java-sdk-glue	1.12.191		93f9b5342faa534af5a41ded789adec7105aac88
com.amazonaws	aws-java-sdk-glue	1.12.192		25dffec3dbf0ad6dfc07893e868d3d9a9639654e
com.amazonaws	aws-java-sdk-glue	1.12.193		e98d3db2c801787d231be8ac43c2bf8f8bd037b6
com.amazonaws	aws-java-sdk-glue	1.12.194		54c04c3772fc01af98ee449c05296eb919f393d9
com.amazonaws	aws-java-sdk-glue	1.12.195		cdab8e2812d7234e3a6421b6028e98cd1132d428
com.amazonaws	aws-java-sdk-glue	1.12.196		3db5459bdeb38c094ff547c27fc37db006b93b71
com.amazonaws	aws-java-sdk-glue	1.12.197		6c5d056523013699e287d1651f29a75fc641c9eb
com.amazonaws	aws-java-sdk-glue	1.12.198		77680c1a450ef0d37d43a45717297533ae16cd3b
com.amazonaws	aws-java-sdk-glue	1.12.199		998713a0053df120e1604490acbd6e79c928dc84
com.amazonaws	aws-java-sdk-glue	1.12.2		e4ca7625043fd434a112fcc2b4e73c7d7ecd77b4
com.amazonaws	aws-java-sdk-glue	1.12.20		9344f34d2fb6736de38bd649be4ba2ea4b22f520
