at.favre.lib	id-mask-parent	0.6.0		N/A
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.15.1		5979673e10c76f9d02d479673d5e715029bbd3ef
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.16.0		c2d6ddf421d29e0e6a16d6d3c6dc03a16574cd33
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.5.0		d7b8f14ff6df77638eee0f959a3fcf2df47fc285
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.5.1		b7030af47854518092535561ca6272b52119cf56
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.5.2		808501c40254db83ae29015338468055e5250815
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.5.3		cd45eb41adbb5d0d9ef5524fad357a266f3770a3
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.5.4		bcabb5c60af79997cd964a40972c78eea45d313d
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.5.5		036b877e66de2c75efcaa579b0be8b11b1ca7319
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.5.6		b67d6f7275f7af71e2dd45877e9c3aa68b33dee3
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.5.7		99285db9d12359cab5ccd6720ac551c0b3635e68
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.5.8		905fd6d1e13cef2a184d1fe2efe30c1f18a74755
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.5.9		28520b9011f175fae16a8564100e88e596a567a8
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.6.0		25c5074d0a2a589b7376a874728f901d2e12808e
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.6.2		8fdca5c5fb224f8a57f3f3e0af6105cc21562aa4
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.6.3		edf255991e68423f137ff96ab1def0a177f4ae9e
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.6.4		ba35d14b8deb9dbcc81760178d6d0d7c833f2719
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.7.0		705bce0e81a657a353c487c46f202b96068151d0
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.7.1		9c36bfe775f23f5de00c1fdae228106a3ba8efd9
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.7.2		dcc50c4056ff292b6c7020625e9ada86975f8ece
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.7.3		782f5a710e0017d4e173639503eac52650b4f267
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.8.0		8b367430110bd9e2069f1b5a3e5f9ed322b2f675
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.9.0		b5756072568042c6d491544796a75ed3ebaf5cff
io.github.cquiroz.react	react-semantic-ui_sjs1_2.13	0.9.1		b9f8e263c35bb3f0ae5d3f11104f36988b2eb3df
io.github.davemeier82.homeautomation	homeautomation-spring-core	0.1.0		f44d4954aaf2a2f5d0f7b9ea6613f5a96fe4d804
io.github.davemeier82.homeautomation	homeautomation-spring-core	0.1.1		94fb34cdbb0cad9a553243dd857af24b1aaa60bd
io.github.davemeier82.homeautomation	homeautomation-spring-core	0.1.2		140d58cb3f1fa95b524dd313a29ef4aa0cfa4865
io.github.davemeier82.homeautomation	homeautomation-spring-core	0.1.3		ebc686bf376c5d537f88a4c67f46452b7c6a5dd0
io.github.davemeier82.homeautomation	homeautomation-spring-core	0.1.4		a65dcfaab703464f8f54033c79f71b94b4a60681
io.github.davemeier82.homeautomation	homeautomation-spring-core	0.1.5		7bd6c1636a5c4630f29cb68578ce670a02388f21
io.github.davemeier82.homeautomation	homeautomation-spring-core	0.1.6		f2e8079b727e1af257fa724b8af7043c195b29f9
io.github.davemeier82.homeautomation	homeautomation-spring-core	0.2.0		7d867f25645965560d213dd956f84cdaf6e80905
io.github.davemeier82.homeautomation	homeautomation-spring-core	0.2.1		dd1b8c616b1f127e43a0c8c9ea4ab2bb8b67e918
io.github.davemeier82.homeautomation	homeautomation-spring-core	0.2.2		7bc0af327fc84423786d0c3a4ae4ff1266e9331e
io.github.davemeier82.homeautomation	homeautomation-spring-core	0.3.0		82294ef42d7e5b44779dc40d970172058c107aec
io.github.davemeier82.homeautomation	homeautomation-spring-core	0.3.1		2dff65f576765ad53309c181bc4d0a346bc99113
io.github.davemeier82.homeautomation	homeautomation-spring-core	0.4.0		41fc867586da4ba5190fa2994f968a022310ea8f
io.github.davemeier82.homeautomation	homeautomation-spring-core	0.4.1		4dda1b5cc3d91ca086ae6fd829db16897028a0bf
io.github.davemeier82.homeautomation	homeautomation-spring-core	0.5.0		bdd75579ece6b7442d5a884f6bf4d90ce9e66767
io.github.davemeier82.homeautomation	homeautomation-spring-core	0.5.1		483b5eb0ac78047cba2e8191bc3aed15cf7289e5
io.github.davemeier82.homeautomation	homeautomation-spring-core	0.6.0		ac9bbaf5fc87e643c07776b7c57b1532e91b40de
io.github.davemeier82.homeautomation	homeautomation-spring-core	0.6.2		a19ab473f47f84cb92049f7fcedc77f0bdf96212
io.github.davemeier82.homeautomation	homeautomation-spring-core	0.6.3		a0c8bccba815143190a720899b15fe66030423b5
io.github.davemeier82.homeautomation	homeautomation-spring-core	0.6.4		b540e118f9ee8ec98f6d35ec35209c9c4eac29a0
io.github.encryptorcode	iam-oauth	1.0.0		8e3eb9292e06d2e56654eedf0213537c4d1416a1
io.github.encryptorcode	iam-oauth	1.0.1		13d75a0449f4072cb3e1af27cba866c54b252980
io.github.encryptorcode	iam-oauth	1.0.2		9e4e6ac15a5c052120e3d7fa33d8559b5f58f713
io.github.encryptorcode	iam-oauth	2.0.0		c392fd4c2f95f14fba614b29306bfe6f22a744f5
io.github.encryptorcode	iam-oauth	2.0.1		60e63336cfac40ea547db1e450fae74d3f65dc1c
io.github.farimarwat	youtubedl-boom-helper	1.0		N/A
io.github.farimarwat	youtubedl-boom-helper	1.1		N/A
io.github.farimarwat	youtubedl-boom-helper	1.2		N/A
io.github.farimarwat	youtubedl-boom-helper	1.3		N/A
io.github.farimarwat	youtubedl-boom-helper	1.4		N/A
io.github.farimarwat	youtubedl-boom-helper	1.5		N/A
io.github.farimarwat	youtubedl-boom-helper	1.6		N/A
io.github.guoshiqiufeng	jwt-boot-starter	1.2.0		c2efebc0ad0664eb9d2e13dcd8e1bb4fe5e8e752
io.github.guoshiqiufeng	jwt-boot-starter	1.2.1		46d03e1625c3e43b725ce9805d84087fa30c6549
io.github.guoshiqiufeng	jwt-boot-starter	1.2.2		12ad72f76ba06c5b04381857662155ccc8be2c44
io.github.guoshiqiufeng	jwt-boot-starter	1.2.3		d4243be2b9f06108ad30bdfd48a2a93b35927d26
io.github.guoshiqiufeng	jwt-boot-starter	1.2.4		4df7b13244cef080cda8bc547711093603043a48
io.github.guoshiqiufeng	jwt-boot-starter	1.2.5		8e3893734d6122253e1b726f3e6b46fb27aa8e4b
io.github.guoshiqiufeng	jwt-boot-starter	1.2.6		71882507965b418328deb1a3e8c9a1c904f9098f
io.github.guoshiqiufeng	jwt-boot-starter	1.3.0		08ee228cb09f857f9ba130acad16dc9c4cead806
io.github.guoshiqiufeng	jwt-boot-starter	1.3.1		04dc479d4c78d94086375f515b27b9fb6e175340
io.github.guoshiqiufeng	jwt-boot-starter	1.3.2		c126afe1ce7d22b99f4594777d19ed16404c9015
io.github.guoshiqiufeng	jwt-boot-starter	1.3.3		d196b7229544cd13e9510a1f645b6581bbfb3feb
io.github.guoshiqiufeng	jwt-boot-starter	1.3.4		af588b07ffa8d1b167312f0d76bfab011e1f4dfb
io.github.guoshiqiufeng	jwt-boot-starter	1.3.5		80942ef05c73188fa33c2e6ab183ecba1d704d9e
io.github.guoshiqiufeng	jwt-boot-starter	1.3.7		18254bce3c9bf0196d8659b001cf0c47ee892c08
io.github.m-m-m	mmm-base-metainfo	0.9.10		f61060dc535126412a723d32394df4fc4eedf702
io.github.m-m-m	mmm-base-metainfo	0.9.11		4d1ae743167a5f7a717a87af2fac515a1d580ee0
io.github.m-m-m	mmm-base-metainfo	0.9.6		c52d674611faeb46096f59f3579415eecfeb57c6
io.github.m-m-m	mmm-base-metainfo	0.9.7		ec122633d5d8c058c89903aa3e67b73814b6db2f
io.github.m-m-m	mmm-base-metainfo	0.9.8		492a5d23fc23082060623f1a87b603b2747215b0
io.github.open-accelerators	fiduciary-agreement	1.0.2		N/A
io.github.stefankoppier.openapi.validator	integration-junit	0.1.0		9cc879bd35c6d68161ef652dd59a3d54a0b6908d
io.github.wycst	light-mixin	0.0.1		N/A
io.github.wycst	light-mixin	0.0.10		N/A
io.github.wycst	light-mixin	0.0.11		N/A
io.github.wycst	light-mixin	0.0.2		N/A
io.github.wycst	light-mixin	0.0.3		N/A
io.github.wycst	light-mixin	0.0.4		N/A
io.github.wycst	light-mixin	0.0.5		N/A
io.github.wycst	light-mixin	0.0.6		N/A
io.github.wycst	light-mixin	0.0.7		N/A
io.github.wycst	light-mixin	0.0.8		N/A
io.github.wycst	light-mixin	0.0.9		N/A
io.kstuff	wildcard	2.0		7602248898d353ee46ed641514fcd03713ef5329
io.kstuff	wildcard	2.1		f10c0830239db33022b89d552952a8e2284120d5
io.lenra	lenra-internal-api-client	1.0.0		9c0267d2a6c94121790ff3d167d8fd0e341b3147
io.lenra	lenra-internal-api-client	1.0.0-beta.1		71076c0a512975c48b74322db038de94610d11ae
io.matthewnelson.kmp-tor	runtime-core-js	2.0.0		N/A
io.matthewnelson.kmp-tor	runtime-core-js	2.0.0-alpha01		N/A
io.matthewnelson.kmp-tor	runtime-core-js	2.0.0-alpha02		N/A
io.matthewnelson.kmp-tor	runtime-core-js	2.0.0-beta01		N/A
io.matthewnelson.kmp-tor	runtime-core-js	2.1.0		N/A
io.matthewnelson.kmp-tor	runtime-core-js	2.2.0		N/A
io.matthewnelson.kmp-tor	runtime-core-js	2.2.1		N/A
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.0.0		d64cc21426e70749c339d4077d0ab3248dacc132
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.0.0-M10		4f8db38debe04571eece9b7c50e00cec7c4cbaa3
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.0.0-M11		3529709f87c4f1ff7ab48ebddcd4e6bdbbf6ce47
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.0.0-M12		17b3ec72fb25c0efb8badcf0053538a173fdef50
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.0.0-M13		e50d89a0848ac399b87f0d3f0757a123dadc6c1d
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.0.0-M14		2d7cce6be71a1de89e80a7ef1f9dbc27c9a5e937
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.0.0-M3		2b19813b3f052fea8b94163f24b44a58a6ee3db3
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.0.0-M4		18a381b5293c2ff8afc2ba8fd6277f9340850dee
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.0.0-M5		22199e5001ee3749084c53f81f582d7904359631
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.0.0-M6		0d2aa98ed51f0b7c189b7504237d69b53a84a4e2
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.0.0-M7		734f6de4b879a633db552de0e634772c6b06cf9e
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.0.0-M8		750041c924fdf155a8073c86cd22629db4eaabbd
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.0.0-M9		511b79791db44329f58afd73e77627fd4a5c6666
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.0.1		ae860902f3bf5a0328ad1ad7c438bbb5b3d15a75
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.0.2		858eaf34c6e079f30edfd09d109eadf45cd0fab7
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.0.3		ad4c25cfb0c0da3fef3f6c4faff373ad88c97e16
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.0.4		7a730e76ba71ff207560a0fc9cca2213c9d814b7
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.0.5		b92d660dced57380ac10fbb5ecac8b2828eded6b
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.0.6		3acaa48659c43fc559d26a7ee403401c6c620acc
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.0.7		f5b04aee41841d7008033889eddfc0c88a31d719
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.1.0		128056b7debfbc675c961e2c85cfa65364bd194d
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.2.0		07a6fdb1889fea2791630133926a7c25887f7f68
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.3.0		f9b231f9e2cbce9c3559b003fb5cd951ad9224b2
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.4.0		aafb58785ce85423d37f9abcdcfb2aff3ead82a1
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.5.0		21392711b875cc1f435ed351a67bd0b92712e3fe
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.5.1		84384aa9f204f8eb0a9c89adb569c15321125abf
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.6.0		694d19549a6ede3726f468ccc8745865c3100b80
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.6.1		d5fc75d1053a23cb8ac97aca776df88644dc3833
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.6.2		3e2ab80e9e6f73866926ea8edb54d2998bfdec22
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.7.0		7e4ed713c711d37b6bb0d117d94cbb2bfc5e76a6
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.7.1		50b7b2b309c08e4224beb369f8be38dc14f1f058
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.7.2		af168b79e5dee5f15afe06fd7761b25fe3af3b41
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.8.0		a6f1d445e9be227e72c3de074011f60d51d8e5e8
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.9.0		f1667b865233e71f86097500812080396c161cf7
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	3.9.1		ce5a9d06066a3418e2f9e333234e13b232bb7a5d
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	4.0.0		eedfd51b20082c5e61ff2465658f4011167bd34d
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	4.1.0		dc0dd828465dbd08e84636dd7ea9a5bc678888eb
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	4.1.1		d57e3fd96b1113e358a136bb9c6ed53ff62282c7
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	4.2.0		26d98348fb3d95f12de95f761a5ea8156eebaa59
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	4.2.1		c3a56c9bb9946ad512fb0485f01fcca6d3979690
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	4.3.0		7b319659ea50aacbe9d669c1b183aedc7d70bbf0
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	4.3.1		8b2821bf7e07db48b65ffeada8b796e566f9260d
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	4.3.10		20f1211cb4ca806d826138236f846ea44a39b968
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	4.3.11		e537838222fcdc772e9b360e23ebc5edd3d5d84c
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	4.3.2		17aa577ffad5bca9c0f8e536d45a561bcd8371b3
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	4.3.3		2ddaaa3cd0cc06c651d933e862dace697c3d4126
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	4.3.4		73c178c65ac951067573510782019d51fd10587d
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	4.3.5		ae3dda799a788086dccee568ba28872f3e75c1a5
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	4.3.6		76d9f59f63015a2a236c3db3ee0409b50b3c6b9a
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	4.3.7		f9c17ad97f6247c899c00eb82aafd3bfc3a5dae9
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	4.3.8		3ba4eb28c132658ccc7cd0d0e5f856066ec322cb
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	4.3.9		69a2ea3cb1231858a6555a134c2f58790b632d66
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	5.0.0		9ec74e3b57b6fd97ef9d2255cddb3993b1998c0a
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-cloudmigrations	5.0.1		ced39e5e0b7cec16c372ee33da6794641dd6995a
io.quarkiverse.cxf	quarkus-cxf-integration-test-saaj	3.16.0		ff6b86aa1e9bffa64a328055caa1c6c2be8614cb
io.quarkiverse.cxf	quarkus-cxf-integration-test-saaj	3.16.1		e6b02ac13162e0c6175e82d89f0efdc5710295a8
io.quarkiverse.cxf	quarkus-cxf-integration-test-saaj	3.17.0		41384b9e2805bdfd789cda412dd807da77ff446a
io.quarkiverse.cxf	quarkus-cxf-integration-test-saaj	3.17.1		e036e797326415db9fb8da6ac2ff387f8e5a95da
io.quarkiverse.cxf	quarkus-cxf-integration-test-saaj	3.17.2		c31dd35c95e366c399b5a6db50afdba5fb1bf650
io.quarkiverse.cxf	quarkus-cxf-integration-test-saaj	3.17.3		0f3c3257ba6014206ce0c8ca1398625fd89a30c9
io.quarkiverse.cxf	quarkus-cxf-integration-test-saaj	3.18.0		328d210114dc3511228ee71003507890cd5cee4d
io.quarkiverse.cxf	quarkus-cxf-integration-test-saaj	3.18.1		a5efebd5b26bcec9ee473c4ecbf5f95b79016660
io.quarkiverse.cxf	quarkus-cxf-integration-test-saaj	3.19.0		d998ba1708affa5c50307fee8ac0843c527b0449
io.quarkiverse.cxf	quarkus-cxf-integration-test-saaj	3.20.0		663055cf90b9f9cfba5525e72ba9ff7c96058157
io.quarkiverse.cxf	quarkus-cxf-integration-test-saaj	3.20.0.CR1		8fe078d7e072dca56b53106efd3eee26e7fd6b52
io.quarkiverse.cxf	quarkus-cxf-integration-test-saaj	3.20.1		1c2e33226b545a644d8b41b6a6f8ebcd06f8b7e2
io.quarkiverse.cxf	quarkus-cxf-integration-test-saaj	3.20.2		007af80be9dde3268c079fb893627ed4105028dd
io.quarkiverse.cxf	quarkus-cxf-integration-test-saaj	3.21.0		86adc1b7ab3c92268f23a7f061913fbb9f71ae97
io.quarkiverse.cxf	quarkus-cxf-integration-test-saaj	3.21.1		7fec19f52eda279dd79a061a1f5f10207a7db0b2
io.quarkiverse.cxf	quarkus-cxf-integration-test-saaj	3.22.0		f2035f22476080465708f71f8b3397eb5b41dba8
io.reactors	reactors-container_2.11	0.7		e55086997858f68da7e7e78e7dea9252cf51a9f6
io.reactors	reactors-container_2.11	0.8		785d6b4c1db3337b15d1c3bf5a7648a9389c2596
io.rsocket.kotlin	rsocket-internal-io-linuxarm64	0.16.0		N/A
io.rsocket.kotlin	rsocket-internal-io-linuxarm64	0.20.0		N/A
io.streamnative.tests.backward-compat	recovery-no-password	4.14.3.1		5dd24641dab2832803274ccb300dd7981a4c6e6f
io.streamnative.tests.backward-compat	recovery-no-password	4.14.5.1-arrowstreet		6cdfb4b38d57c081c1c878099987804612a7a256
io.streamnative.tests.backward-compat	recovery-no-password	4.14.5.1-iterable		eaa985020b5d0ebc8f5c8ee8c646fbd4525b6bc7
io.streamnative.tests.backward-compat	recovery-no-password	4.14.7.1-arrowstreet		7a38da5546bce978d2916ec7c95c2bccf7781307
io.streamnative.tests.backward-compat	recovery-no-password	4.14.7.1_attentive		615319772b2b1f3c04d635da44034f980f670c27
io.streamnative.tests.backward-compat	recovery-no-password	4.14.7.2-arrowstreet		b5177c6f4cd523467dad0b55cae33d35e28d0fae
io.streamnative.tests.backward-compat	recovery-no-password	4.14.8.1		35f62a814459da911a0eb9ed61ab47d2921e72b2
io.streamnative.tests.backward-compat	recovery-no-password	4.15.4.1_arrowstreet		ea3229837cddaab8e14100dc9c85f439d3748da3
io.streamnative.tests.backward-compat	recovery-no-password	4.15.5.1		8514a3aaf588101d02f64e1d42f370f660ddcbee
io.streamnative.tests.backward-compat	recovery-no-password	4.15.5.2		4b64d0e052c1601393524df596600574cdb52cec
io.streamnative.tests.backward-compat	recovery-no-password	4.16.4.1		2d4649f17c59560d7f714eeb87de87dbbea922c9
io.streamnative.tests.backward-compat	recovery-no-password	4.16.5.1		6763468b5a9e2279cd3a23bae1d18f63cdc7edc0
io.streamnative.tests.backward-compat	recovery-no-password	4.16.5.2		6eefac21ae58395a23f5041f25fe9019587e0170
io.streamnative.tests.backward-compat	recovery-no-password	4.16.6.1		487fc8c23215d07b3a620d8e112cc16880453bcc
io.streamnative.tests.backward-compat	recovery-no-password	4.16.6.2		208e4c0a22fe9b18e992c4dc8baffda4731456e3
io.streamnative.tests.backward-compat	recovery-no-password	4.17.0.1		8e4b8829b96d881b168f92a23dfea79eee99f705
io.streamnative.tests.backward-compat	recovery-no-password	4.17.1.1		112507769cc7921efb19701eb3ade2f3f3b28ece
io.streamnative.tests.backward-compat	recovery-no-password	4.17.1.2		2c32dd8958002d2fa8e11fbc0e7fe690e33539eb
io.streamnative.tests.backward-compat	recovery-no-password	branch-4.14.7.1_d4		d5de61ed89cc9ff2b5cde9abbcc6b215174be5be
jboss	jboss-transaction	3.2.3		cb835a750c9af0f6fb269e327c6b4db836c01223
jboss	jboss-transaction	4.2.2.GA		b99af51e457387f6828ad868e88f02a71996c245
me.proton.core	crypto-validator	10.0.0		N/A
me.proton.core	crypto-validator	10.1.0		N/A
me.proton.core	crypto-validator	10.2.0		N/A
me.proton.core	crypto-validator	10.2.1		N/A
me.proton.core	crypto-validator	10.3.0		N/A
me.proton.core	crypto-validator	10.3.1		N/A
me.proton.core	crypto-validator	10.4.0		N/A
me.proton.core	crypto-validator	10.5.0		N/A
me.proton.core	crypto-validator	10.6.0		N/A
me.proton.core	crypto-validator	10.7.0		N/A
me.proton.core	crypto-validator	10.7.1		N/A
me.proton.core	crypto-validator	11.0.0		N/A
me.proton.core	crypto-validator	12.0.0		N/A
me.proton.core	crypto-validator	13.0.0		N/A
me.proton.core	crypto-validator	13.0.1		N/A
me.proton.core	crypto-validator	14.0.0		N/A
me.proton.core	crypto-validator	14.0.1		N/A
me.proton.core	crypto-validator	14.1.0		N/A
me.proton.core	crypto-validator	15.0.0		N/A
me.proton.core	crypto-validator	15.1.0		N/A
me.proton.core	crypto-validator	16.0.0		N/A
me.proton.core	crypto-validator	16.1.0		N/A
me.proton.core	crypto-validator	17.0.0		N/A
me.proton.core	crypto-validator	17.0.1		N/A
me.proton.core	crypto-validator	17.0.2		N/A
me.proton.core	crypto-validator	17.0.3		N/A
me.proton.core	crypto-validator	17.1.0		N/A
me.proton.core	crypto-validator	17.2.0		N/A
me.proton.core	crypto-validator	17.2.1		N/A
me.proton.core	crypto-validator	17.3.0		N/A
me.proton.core	crypto-validator	18.0.0		N/A
me.proton.core	crypto-validator	18.1.0		N/A
me.proton.core	crypto-validator	18.1.1		N/A
me.proton.core	crypto-validator	18.2.0		N/A
me.proton.core	crypto-validator	18.2.1		N/A
me.proton.core	crypto-validator	18.2.2		N/A
me.proton.core	crypto-validator	18.2.3		N/A
me.proton.core	crypto-validator	18.2.4		N/A
me.proton.core	crypto-validator	18.2.5		N/A
me.proton.core	crypto-validator	18.3.0		N/A
me.proton.core	crypto-validator	18.4.0		N/A
me.proton.core	crypto-validator	18.4.1		N/A
me.proton.core	crypto-validator	18.4.2		N/A
me.proton.core	crypto-validator	19.0.0		N/A
me.proton.core	crypto-validator	19.1.0		N/A
me.proton.core	crypto-validator	20.0.0		N/A
me.proton.core	crypto-validator	21.0.0		N/A
me.proton.core	crypto-validator	21.1.0		N/A
me.proton.core	crypto-validator	21.2.0		N/A
me.proton.core	crypto-validator	21.2.1		N/A
me.proton.core	crypto-validator	22.0.0		N/A
me.proton.core	crypto-validator	22.1.0		N/A
me.proton.core	crypto-validator	22.2.0		N/A
me.proton.core	crypto-validator	23.0.0		N/A
me.proton.core	crypto-validator	23.0.1		N/A
me.proton.core	crypto-validator	23.1.0		N/A
me.proton.core	crypto-validator	23.2.0		N/A
me.proton.core	crypto-validator	24.0.0		N/A
me.proton.core	crypto-validator	24.0.1		N/A
me.proton.core	crypto-validator	24.0.2		N/A
me.proton.core	crypto-validator	24.1.0		N/A
me.proton.core	crypto-validator	24.1.1		N/A
me.proton.core	crypto-validator	25.0.0		N/A
me.proton.core	crypto-validator	25.0.1		N/A
me.proton.core	crypto-validator	25.0.2		N/A
me.proton.core	crypto-validator	25.0.3		N/A
me.proton.core	crypto-validator	25.1.0		N/A
me.proton.core	crypto-validator	25.1.1		N/A
me.proton.core	crypto-validator	25.2.0		N/A
me.proton.core	crypto-validator	25.2.1		N/A
me.proton.core	crypto-validator	26.0.0		N/A
me.proton.core	crypto-validator	26.0.1		N/A
me.proton.core	crypto-validator	26.0.2		N/A
me.proton.core	crypto-validator	27.0.0		N/A
me.proton.core	crypto-validator	27.1.0		N/A
me.proton.core	crypto-validator	27.2.0		N/A
me.proton.core	crypto-validator	27.2.1		N/A
me.proton.core	crypto-validator	27.2.2		N/A
me.proton.core	crypto-validator	27.2.3		N/A
me.proton.core	crypto-validator	28.0.0		N/A
me.proton.core	crypto-validator	28.1.0		N/A
me.proton.core	crypto-validator	29.0.0		N/A
me.proton.core	crypto-validator	29.1.0		N/A
me.proton.core	crypto-validator	29.1.1		N/A
me.proton.core	crypto-validator	29.1.2		N/A
me.proton.core	crypto-validator	29.1.3		N/A
me.proton.core	crypto-validator	29.1.4		N/A
me.proton.core	crypto-validator	29.2.0		N/A
me.proton.core	crypto-validator	29.3.0		N/A
me.proton.core	crypto-validator	29.3.1		N/A
me.proton.core	crypto-validator	29.3.2		N/A
me.proton.core	crypto-validator	30.0.0		N/A
me.proton.core	crypto-validator	30.1.0		N/A
me.proton.core	crypto-validator	30.2.0		N/A
me.proton.core	crypto-validator	30.3.0		N/A
me.proton.core	crypto-validator	30.3.1		N/A
me.proton.core	crypto-validator	30.3.2		N/A
me.proton.core	crypto-validator	30.3.3		N/A
me.proton.core	crypto-validator	30.4.0		N/A
me.proton.core	crypto-validator	30.4.1		N/A
me.proton.core	crypto-validator	30.4.2		N/A
me.proton.core	crypto-validator	30.4.3		N/A
me.proton.core	crypto-validator	30.4.4		N/A
me.proton.core	crypto-validator	31.0.0		N/A
me.proton.core	crypto-validator	32.0.0		N/A
me.proton.core	crypto-validator	32.0.1		N/A
me.proton.core	crypto-validator	5.2.0		N/A
me.proton.core	crypto-validator	5.2.1		N/A
me.proton.core	crypto-validator	5.2.2		N/A
me.proton.core	crypto-validator	5.2.3		N/A
