ch.epfl.scala	library-example_2.13	1.0.1		51e14635b93745d65800ab9a6f35766f14511de1
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.149		cabce24164caf91933b65a64a6be9f46de79b077
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.15		9cde88cc0258818e22d294c36bc5c0a847557f87
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.150		ee11c4f2161346179c9d939b170e31f651801e18
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.151		4ed6becaf87fe66eb295043bf9d184d9b57f4379
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.152		13ea7a4d9d5837c5a65353167ef0a4d827687d8c
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.153		32fdf2ad6d852ccfe019ce359318183780efec40
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.154		5fa665ac63cf0553730b56d1f8930cee899c04e1
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.155		d23e8ae988e683c76902892a34cce2305d37542f
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.156		b37d054d2f610104fa3dfe61962bca9384a0895a
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.157		7fb9a3acc0ab5793a0955008a6fd6384657b224c
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.158		f4825cf8eba709d8dc2c5e7087c6125711a6b910
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.159		1ffefc1c4f315e40c0a601bfa415a450eef3e8fc
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.16		ecbd027bec5b79f364dafef3818756f13de7b590
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.160		f1f199942cdc5b700ab4cceaf16704a24b102912
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.161		853819a3a5c3d3c9c90abf54bbf18ee0b2a7de2c
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.162		561b34ac795a00ee34b3fcb7fd9e40ae5baba00f
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.163		4a91852edf8a25490f5f0ecc8b38c831696c9011
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.164		f95aaf3ac7b1e87b346ae92f9fff9fc25912b5b5
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.165		95d0b05e425902bef8cc6830121cebdc3638a467
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.166		5df6ef60b76dd56cd5f038b2fd35d637bb2bc413
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.167		d93ab734cb5a44d84aa83d2821dfc50f742fb4e6
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.169		797fa733fbc16a41abec24ebee4e360ad54618db
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.17		1631fdf14cb1053bdfc839cf2ef6513e5e351a69
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.170		68fd18b17156b812946bf0af6c819cefc49b1f65
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.171		e393041d62ccb8103057f45e8c85a157c8521130
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.172		74907e7bfe94a393e77ce7c6acdbeecd576f1082
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.173		80666c00153b6de31ba9f6e52ce4054698d1feb3
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.174		43242d7c9b656bb709a5ecdb68a1ddc19e091799
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.175		faa5b47d000834ecf23e89858a99bfa5411b7340
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.176		b8b9b57ef450070465263bcb088b32aacaa7b1af
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.177		62a5ded6947278598c47c403ae7bd7cc395e1236
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.178		47f843cd042c04d61d6bc07d9bd52e20ca98fcab
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.179		f1a5f9194347196e1cb077bcc64def4c5166718e
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.18		6aa29a6fb253262ece9b453df9567d6ae17c3f4e
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.180		1bd64a1e575f0fec329c8ad5266ca4a2448a59ab
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.181		d9b7e8b579f7b35e572fb3aedee1ca338384672f
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.182		92945df8d0c090ac2f5ae9cba4bb71396f394d51
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.183		127521922f1b0be0b20d4a8f7a3dcd2086f12965
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.184		a8f33a08524abe2c38684115b06b3cbf13fc0502
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.185		be780efd5782c6f7a0446311153a6bf02bbd2999
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.186		60171b833261e565c6ae19ad2412ec857b70eadf
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.187		20ada85b67fd2313154a18c46c57691d788ffd2f
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.188		843a88b6d402f8833e2598f9e571d3cea10c75e6
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.189		fafe82f36e88e506bfec3a9c6b418ce1b9271175
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.19		9810eefe7a2d060ec50f1d3320d4493bb33e1eed
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.190		0b92176ef1ff7fb8d5583d93eda61d261f3e3fab
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.191		7b321c93172d51e4f5b3d7184a0079c514934672
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.192		bc6cd72232bece5b5c7ddf7bca1fc4c671ff6cb1
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.193		1f1fc262e67480556c2ca37a5b141e68781ac63b
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.194		37330c1467b21ae65f0e689330a00e1cf4bd0510
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.195		69703c6e2c8b6338dbd064b672e4c15ec663b395
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.196		b3fb03d0940b972a38b9e4d7cd509ef716fca088
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.197		bb8fba1e3e4b89a2599ad81b464f5b49ec67551f
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.198		9071dd7593343fb6978f833df0e2f7e4c81efc4e
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.2		a75cf1c643bb077c9a561219e96e6a859a2b5045
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.20		2405c5af87b2741ee59e9513131ddae943758204
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.21		d5c7878fe3cb3da1e9b89bc71c651b9eab082f41
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.24		3e7fe4f5a02794951f012742a34ac0386f86d6a7
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.25		fa20c445bcb9bd64f6ec3770fb8bd62341e14ca0
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.26		852a8f7b95d9f52f104fc860383b5c79ad89522a
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.27		6f52673171f15d37005fb8941225e1d35f96ae44
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.28		879f685143ef871a126862c88791836225272121
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.29		c584e85e0087c8219f90ed4f66f2aafeb11c3238
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.3		27145a8292e94227557f2d9d1c4754f89008b88d
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.30		4fa486bcb84ceaaccce549a1c2cce527ffd1f728
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.31		b695a72927aa76ccf14b7775ea2d03d23317ea0e
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.32		d08c3e0bb359a1c7ea106f37c14f6690d26a5fca
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.33		12e98845919539c000a641f775b7fdd5666af24c
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.34		fa79ba6f3ca28a9c17ea2f1b86290d74445e0584
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.35		57074c4ed425a8a346b969ff20988bfb4f74f49f
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.36		8b775130df86593e7d6df358773e26aa2d859206
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.37		bec62da78311cbe7dc5fc6aa2f279e3993ddb640
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.38		63f39ab74079cd3f21116235aad51e52c1c21919
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.39		e5694a6e94a1e759340ee40465eaa28c07cbed6b
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.4		6b48547bd40d36ddda76fa72a651839f642dfd73
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.40		cc3a2600c6656901f11fed8d58bfd31ba76ed3ed
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.41		5f8c371558e32fb1c715256cc80ade83f4dd1425
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.42		2dd7d6353f7b4b065df0b38c1898016d1744f07c
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.43		8a367fb91858b0435cb07d334159b0182fffb115
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.44		618faf35f09eb8e7ae9b2f077e50c58a1584ebd0
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.45		ef79ee7e3dc54adb72ae3430b93de0d47f94a5cd
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.46		b0fa4da8a92031cf7590843f63bd3e2a3d11160a
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.47		8fb9e52e6b930e0915a471cb54905e3a5b1d9a32
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.48		3094ec1fbe7f079e809e41edbe6ca764a0b57a3d
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.49		c3797859977cd351b9092cd623e29bf7a88ac5d9
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.5		df98a1f4d143d9ff17f24c050c526fba4e5ee2a1
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.50		53ce0b4beb1467ffabdde2e1b1d48fbf142a89e1
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.51		00a3407410f63a82dae67383ca7a28ff276c3239
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.52		1cfaa6690ff9b5ed18b8b046196d7466431e69e0
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.53		b490d07d736d08d5523dbb3ee06f0099eac054e6
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.54		21a51e4626a276c2e9222575c782c597032b77a5
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.55		207ba7ffcb8f516520c0989af885c7e0e7fd70c0
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.56		bbd59fa472f44c6e1aefccde138908fa0a6e29e4
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.57		e80948b3864bf4a83053c806bfa87c6394a3c969
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.58		8e4ff990c2b849a8a2b5d7d06c84915f763e52ef
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.59		27ee729875e890b16247b4f0c8019ba45468be0f
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.6		d19c6ba5e383dc981d464a6da599ac8351d99a85
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.60		cf685801c82dd3d3355c4cf13bed6966dffb8300
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.61		0774a8e4fc5ae4b1e2a9a5abd5610137d44699b8
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.62		1f41d8e7386cb89b9d659428f3e19b298e35a588
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.63		c8dd0ea7c934c4ea86a3665a0778ec4a0650f177
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.64		b806b6f55fefd2ad80aa893e1b35cc89ca0b19a9
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.65		dde610042adb44978bc53a339077692537f9eb8e
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.66		90120339a949228c9b73be546ad83af5599623a5
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.67		e70392ed700199fd1532103011b247ca8dcd9540
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.68		2613570fdcaf4935e25640c41c8e12e07b336c9d
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.69		940d8fb857b7dfb50314dd61ddd29b3adb184cbe
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.7		3c12b70abfed4234df4126aff95f485fe90d4e08
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.70		192f534a64b21557786448e5a2f4c3075658c753
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.71		778fada93c517a11537fb70ee269bfcf555678ba
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.72		ae310d4d95026fc49c55b162d2e7923a251aa94f
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.73		389f25efb70707000f92b20681862f5a9ef01e97
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.74		571f51886289a55557bc6b432ff8fba458ca1ee1
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.75		5c7f53f521140a607fc820d8e04d31b08ae11fc8
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.76		e229e42875d725b493b24bc86f8fe0fb9390038d
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.77		42df0872c8162bf961d9faf33b36e4fc43cafa1c
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.78		ca505f82ce1a0970d217a3c6ae9227b2b50771c9
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.79		29323fdf5a7e4fce5b2f823f54c1d053eee1c647
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.8		f84ae166d980c03b5a3d63e208cf6c7436039c68
org.jresearch.commons.gwt	org.jresearch.commons.gwt.crud.model	1.0.9		b61803957494186220833783dd33e618f6cf6268
org.kie	kie-wb-monitoring	7.10.0.Final		N/A
org.kie	kie-wb-monitoring	7.11.0.Final		N/A
org.kie	kie-wb-monitoring	7.12.0.Final		N/A
org.kie	kie-wb-monitoring	7.13.0.Final		N/A
org.kie	kie-wb-monitoring	7.14.0.Final		N/A
org.kie	kie-wb-monitoring	7.3.0.Final		N/A
org.kie	kie-wb-monitoring	7.4.0.Final		N/A
org.kie	kie-wb-monitoring	7.4.1.Final		N/A
org.kie	kie-wb-monitoring	7.5.0.Final		N/A
org.kie	kie-wb-monitoring	7.6.0.Final		N/A
org.kie	kie-wb-monitoring	7.7.0.Final		N/A
org.kie	kie-wb-monitoring	7.8.0.Final		N/A
org.kie	kie-wb-monitoring	7.9.0.Final		N/A
org.krproject.ocean.archetypes.octopus	octopus-archetype-test	2.5.0		20f8276ff73c71e2e4c65700e15d6794c3dcf004
org.krproject.ocean.archetypes.octopus	octopus-archetype-test	2.5.2		325347292b037b72d546311bab820589d1373191
org.mule.tests	mule-tests-integration-jdk5	2.0.0		e1c84168741247a5d153272d224188f121ba7490
org.mule.tests	mule-tests-integration-jdk5	2.0.1		bb0a946b361533197e782d385666398a01cfe360
org.mule.tests	mule-tests-integration-jdk5	2.0.2		a0fc180cb2f0883d3738c5de178405c4334fae52
org.mule.tests	mule-tests-integration-jdk5	2.1.0		b7dcaad08a8d0bc6cfa7c6bcf925516f4266ac08
org.mule.tests	mule-tests-integration-jdk5	2.1.0-M2		ccd909eed0264167501aca93fb36749b5193274f
org.mule.tests	mule-tests-integration-jdk5	2.1.1		e30abda48b1c458aa42340bffc5ff294f94a77e7
org.mule.tests	mule-tests-integration-jdk5	2.1.2		8aeace19fd53ab4261c2b16f41437bc2d15f6134
org.openmole.gridscale	http_3	2.38		5e01cd01d61d525abbc2e0a04be96830605f5cc8
org.openmole.gridscale	http_3	2.39		8e97c7430a13d987d83d8b5a68d0a6504134e6b0
org.openmole.gridscale	http_3	2.40		20c144d6bf7572a1b060fc8e67310aa102c7cc8c
org.openmole.gridscale	http_3	2.41		dcca959a4224a4058a1fd4657320fcb5ff2ccc57
org.openmole.gridscale	http_3	2.42		d0cc091e8ae4749ddcbd07dc961a0146a98f4cc0
org.openmole.gridscale	http_3	2.43		da52ef25b61382b13bfdbd04ccd372e12564f211
org.openmole.gridscale	http_3	2.44		1ed325e6277f54956328fc9a8e74623b918d775d
org.openmole.gridscale	http_3	2.45		85255345d89b60bf4134af2b41231c4576f23b78
org.openmole.gridscale	http_3	2.46		27d2708a4b5452868390e2ed8448dbb1ec4ecee8
org.openmole.gridscale	http_3	2.47		605f7dc3a0753ef20ca7b17cbe460778db3dc8cf
org.openmole.gridscale	http_3	2.48		8a715e65ccfdd2b5121aa6b4363e781d053fafb7
org.openmole.gridscale	http_3	2.49		5c56ff5c6b0ba297de37a4109baa00d813bdbdbc
org.openmole.gridscale	http_3	2.50		41201bf3dfdac01bd797ca441d8de4b60d0bbde2
org.openmole.gridscale	http_3	2.51		f87dc27cff673d53a7218b05881ca49a222ea1bc
org.openmole.gridscale	http_3	2.52		67c51ca430b94c3563b0095f2dbe0197497d6149
org.openmole.gridscale	http_3	2.53		9eea53aaba32ed8bf5fd3cd870a9050ae2f54c4b
org.openmole.gridscale	http_3	2.54		7f8393e7c8b9d273d804283d68720417c5ed29d8
org.openmole.gridscale	http_3	2.55		04f71c24825ce52272957c88830e20de979a3c03
org.openmole.gridscale	http_3	2.56		4c4eb5caf94335b74d08af4fdbe9d9a89a9cf4fe
org.openmole.gridscale	http_3	2.57		01cf47c448d53527920384a3a7a6763453887654
org.openmole.gridscale	http_3	2.58		f8b1c836298a507b054d86406f329adf0d1432b7
org.openmole.gridscale	http_3	2.59		397f4c089a64627c37f976eb1d99616e874dc1a3
org.openmole.gridscale	http_3	2.60		c2d1f1fe693a76f4c5d42521e9fdb4e136b3094f
org.openmole.gridscale	ipfsexample_3	2.38		b05a4a89d18cd642d12736858c2cabb5c1f6e331
org.openmole.gridscale	ipfsexample_3	2.39		d02a76275e27f45ca0486cbf6a28dc5aa13c6fbf
org.openmole.gridscale	ipfsexample_3	2.40		142f78019cfb552c67f8059ebe6a7d2eb84bd0ab
org.openmole.gridscale	ipfsexample_3	2.41		e1e39368028eb985c686895182daa75fb38920a7
org.openmole.gridscale	ipfsexample_3	2.42		944ee80a6afac78510de5a6862309ddaa4168262
org.openmole.gridscale	ipfsexample_3	2.43		5f61abb7a6f2abd3dda7cdc37ca766e3dc93708e
org.openmole.gridscale	ipfsexample_3	2.44		f9c37245b598aeae3b474106fd6dfbbecd16609a
org.openmole.gridscale	ipfsexample_3	2.45		03d30ff5ef17341df00954be06d0527a694c8975
org.openmole.gridscale	ipfsexample_3	2.46		09ff77f40eb2d6c3cdbcbde41413cf00d7f140cd
org.openmole.gridscale	ipfsexample_3	2.47		55ffe7e7c5628d03b950a46eac8edc2bd507b2e6
org.openmole.gridscale	ipfsexample_3	2.48		97550400efd813aed241ec2bb08eacb4973fd22d
org.openmole.gridscale	ipfsexample_3	2.49		31dd295fcbf41c81a0c8dd6895d6b579155ceabb
org.openmole.gridscale	ipfsexample_3	2.50		6eb1775a83ae6635853e0d991313843f82b94f16
org.openmole.gridscale	ipfsexample_3	2.51		347d0f8a3acb9a677b12a31554a0b60458121504
org.openmole.gridscale	ipfsexample_3	2.52		d0af8c25b9db50bdbf399b33f958936458fa0e55
org.openmole.gridscale	ipfsexample_3	2.53		9366b475dc4255332dd502915e8b4848fa8ba3e6
org.openmole.gridscale	ipfsexample_3	2.54		b45479e8eb3f50d49117624dc6edf75adc0344a4
org.openmole.gridscale	ipfsexample_3	2.55		9911f2fafa8031aeeacc18041cc1cd12ea441a56
org.openmole.gridscale	ipfsexample_3	2.56		2c86f3e0e2568fadb993ad71fbf7042fc772b79b
org.openmole.gridscale	ipfsexample_3	2.57		17c6ed5dd25391a9893a3caa3ea5a4307f8a2588
org.openmole.gridscale	ipfsexample_3	2.58		ee192b67bd266d1d72349285a72b0faf2b01406b
org.openmole.gridscale	ipfsexample_3	2.59		2599124800573cbae6d2b2978a153e8d3617263e
org.openmole.gridscale	ipfsexample_3	2.60		19b8c2a4e01d04132c56a0209de567141452ebdd
org.openrndr.extra	orx-easing-jvm	0.4.0		4e0e247142cace56e5d2fc31d8e2bb1eb7405a3c
org.openrndr.extra	orx-easing-jvm	0.4.0-1		ee8a40b91c3c3b16bc54068611691f607d78c7d6
org.openrndr.extra	orx-easing-jvm	0.4.0-rc.3		fe5456c85fc99154d34145a37abb2bafbd3c5a08
org.openrndr.extra	orx-easing-jvm	0.4.0-rc.4		8449ccd930947f3b09dabd60298ae03a9023e2df
org.openrndr.extra	orx-easing-jvm	0.4.0-rc.5		b2804212d8bd279d846107f643762b36ffa858a8
org.openrndr.extra	orx-easing-jvm	0.4.0-rc.6		fd7ea5824251ee1867a7a44887b0cac2f83f43a2
org.openrndr.extra	orx-easing-jvm	0.4.0-rc.7		fcf97bbc3fce58a2b65e75a0acb07d5424d86ea9
org.openrndr.extra	orx-easing-jvm	0.4.0-rc.8		261107bf70cfc41be9c0c746e47e1a7d00b7c4d3
org.openrndr.extra	orx-easing-jvm	0.4.0-rc.9		d938f8bdc17900cd8c17f07c9c0347fc65334e62
org.openrndr.extra	orx-easing-jvm	0.4.1		3e52a84d337bbad79d82808e4d0d4280fd506f53
org.openrndr.extra	orx-easing-jvm	0.4.1-rc.1		d4e5f38b1db909cb46c06474124d66f71127fae4
org.openrndr.extra	orx-easing-jvm	0.4.1-rc.2		6a0c4cbfce4e9f286007e3b48771b983be5abcb8
org.openrndr.extra	orx-easing-jvm	0.4.2		6443116fc5bc569d2c6dca07eb585a49027ed99b
org.openrndr.extra	orx-easing-jvm	0.4.2-rc.1		6443116fc5bc569d2c6dca07eb585a49027ed99b
org.openrndr.extra	orx-easing-jvm	0.4.2-rc.2		6443116fc5bc569d2c6dca07eb585a49027ed99b
org.openrndr.extra	orx-easing-jvm	0.4.2-rc.3		6443116fc5bc569d2c6dca07eb585a49027ed99b
org.openrndr.extra	orx-easing-jvm	0.4.3		49227ae9ba67131c5e4fa7a5a0a75f75dc8ecf49
org.openrndr.extra	orx-easing-jvm	0.4.3-alpha1		7947086440543548186f860723c30fbe2583f2e4
org.openrndr.extra	orx-easing-jvm	0.4.3-alpha2		7947086440543548186f860723c30fbe2583f2e4
org.openrndr.extra	orx-easing-jvm	0.4.3-alpha3		7947086440543548186f860723c30fbe2583f2e4
org.openrndr.extra	orx-easing-jvm	0.4.3-alpha4		49227ae9ba67131c5e4fa7a5a0a75f75dc8ecf49
org.openrndr.extra	orx-easing-jvm	0.4.3-alpha5		49227ae9ba67131c5e4fa7a5a0a75f75dc8ecf49
org.openrndr.extra	orx-easing-jvm	0.4.3-alpha6		49227ae9ba67131c5e4fa7a5a0a75f75dc8ecf49
org.openrndr.extra	orx-easing-jvm	0.4.3-alpha7		49227ae9ba67131c5e4fa7a5a0a75f75dc8ecf49
org.openrndr.extra	orx-easing-jvm	0.4.3-alpha8		49227ae9ba67131c5e4fa7a5a0a75f75dc8ecf49
org.openrndr.extra	orx-easing-jvm	0.4.3-alpha9		49227ae9ba67131c5e4fa7a5a0a75f75dc8ecf49
org.openrndr.extra	orx-easing-jvm	0.4.4		bc721c59ce30926aa4a9bdbf6c681fdf1d474206
org.openrndr.extra	orx-easing-jvm	0.4.4-alpha1		e03bc2b345893dc5a048360b5638a3c31ca8fab7
org.openrndr.extra	orx-easing-jvm	0.4.4-alpha2		e03bc2b345893dc5a048360b5638a3c31ca8fab7
org.openrndr.extra	orx-easing-jvm	0.4.4-alpha3		e03bc2b345893dc5a048360b5638a3c31ca8fab7
org.openrndr.extra	orx-easing-jvm	0.4.4-alpha4		e03bc2b345893dc5a048360b5638a3c31ca8fab7
org.openrndr.extra	orx-easing-jvm	0.4.4-alpha5		bc721c59ce30926aa4a9bdbf6c681fdf1d474206
org.openrndr.extra	orx-easing-jvm	0.4.4-alpha6		bc721c59ce30926aa4a9bdbf6c681fdf1d474206
org.openrndr.extra	orx-easing-jvm	0.4.4-alpha7		bc721c59ce30926aa4a9bdbf6c681fdf1d474206
org.openrndr.extra	orx-easing-jvm	0.4.5-alpha1		bc721c59ce30926aa4a9bdbf6c681fdf1d474206
org.openrndr.extra	orx-easing-jvm	0.4.5-alpha2		bc721c59ce30926aa4a9bdbf6c681fdf1d474206
org.openrndr.extra	orx-easing-jvm	0.4.5-alpha3		bc721c59ce30926aa4a9bdbf6c681fdf1d474206
org.openrndr.extra	orx-easing-jvm	0.4.5-alpha4		c6b97431e86fa6d352343ece129383f609f9e575
org.openrndr.extra	orx-easing-jvm	0.4.5-alpha5		c6b97431e86fa6d352343ece129383f609f9e575
org.openrndr.extra	orx-easing-jvm	0.4.5-alpha6		09cc0e08139f5825d0f60641a3125a0b76170433
org.openrndr.extra	orx-easing-jvm	0.4.5-alpha7		78eb6b3901cee554b8df713dbf875e178cb3767f
org.openrndr.extra	orx-easing-jvm	0.4.5-alpha8		78eb6b3901cee554b8df713dbf875e178cb3767f
org.openrndr.extra	orx-easing-jvm	0.4.5-alpha9		78eb6b3901cee554b8df713dbf875e178cb3767f
org.sakaiproject.contentreview	contentreview-service-api	10.0		011a6154ef46e04c1b0f92045c4fc14406df1fe8
org.sakaiproject.contentreview	contentreview-service-api	10.1		a271412e51d409704432474a861fb08f2ed75b46
org.sakaiproject.contentreview	contentreview-service-api	10.2		aaa812ce62bc4b476f888472944849dc1ba57de7
org.sakaiproject.contentreview	contentreview-service-api	10.3		bedb5d5b36be75a2aa120d63dd97ac603eb1a779
org.sakaiproject.contentreview	contentreview-service-api	10.4		7e4b447971e7e433b9d025ef6b48f87d5d093510
org.sakaiproject.contentreview	contentreview-service-api	10.6		26247c7788be6ddc23e706b6d1b7be2ce6dffc5c
