at.yawk.logging	logging-parent	1.0		N/A
dev.zio	zio-aws-paymentcryptographydata_2.12	7.30.33.1		580f80d464afccfd8dcd4451309a36682a8b03ad
dev.zio	zio-aws-paymentcryptographydata_2.12	7.30.34.1		86a7fde9acd643920e04568b10505cb5b40ac2e4
dev.zio	zio-aws-paymentcryptographydata_2.12	7.30.34.2		8a02dde5250d5435b6bcdd3e04c8ab843d873c8b
dev.zio	zio-aws-paymentcryptographydata_2.12	7.30.35.1		613a0455129fc7152ab12c9c7382dc0644c0b64f
dev.zio	zio-aws-paymentcryptographydata_2.12	7.30.36.1		f4e4f78ffaa21ae2b69ea6a77a80931f8f59661f
dev.zio	zio-aws-paymentcryptographydata_2.12	7.30.37.1		1f34737a1fe1fa460e6177eae6f1568457a1d518
dev.zio	zio-aws-paymentcryptographydata_2.12	7.30.38.1		ef70bfeacb4eb5813eb51ee5123bdde3d7f1b8e1
dev.zio	zio-aws-paymentcryptographydata_2.12	7.30.38.2		838d276e351b49cab8a67dd5fcd88cf68a34c554
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.0.1		d4403feb1c534d4ea7763341efab6dc80e136dd0
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.1.1		fc78eca276b8199e99ad256aa9c3b0cc8dd45ad1
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.1.3		e7bd5f51a8e0177cbd9d13e25b42387be4f3df38
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.1.4		db05e8fff647d51500ef27259248d6b28354f0b5
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.1.5		4554fe478e4715b8c6c84862e8ce936a7c2fa9e7
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.10.1		5057d16f6fadae8495cf220022b68d680019270f
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.11.1		d5a982b6cfdcaaae121b04858c0c5890cc280bf6
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.13.1		2ccd3e5db822a9082ac5188a49cae744623b45d0
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.14.1		5093a9b8cc809fb8520d378eaf88e1bdbe386eac
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.15.1		ac469209cd06504ff1b309c175265bac757a0ea9
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.16.1		1e46b9a6ca721b84eeb9ab6fe3657551f952411f
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.16.2		458156d3fb920ef1669664075b93a282205f89db
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.17.1		1cf601481fe640a3f0970ad9e4ca6e49b0485761
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.18.1		dc0d4a646c7845939f688d6454697777be13af37
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.19.1		dcafd6ad9c13e5172c4b2b6549ed027198437f70
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.2.1		276a16858bc35a5ec6abe1662241882e59024169
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.20.1		90895e434cad05beeeb32f4fe13d60718baf99d3
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.21.1		3cf29d31bfd9ba04c76f9e1d75a987ada3c3b84e
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.22.1		7062499b710ac0b64d4f25603c127adac8f68c7f
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.22.2		4f392072c429043e9bb56a8afe9d8efc821f7cf2
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.24.1		df0629abbcdfa8098907f3b208a2080abaab1dfe
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.25.1		00ab8ea2b8877b11b6ebaffa3dccf59e695d03d5
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.26.1		1191e7e3c6be13bc5a97a0967c769730826b9ab1
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.26.2		007a3efa69c8a383d86ae361ffeac617e87072fa
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.27.1		28ab1b62060d827daa512614766e8b64abb97941
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.28.1		ebd0218d7bad8e238308dac832781e026281e7c7
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.3.1		f1392beda25ab9770e1f714fa7e2b6811a698cc2
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.30.1		055d44e68be759d5e968f8fd7fb099026afe5daa
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.30.2		d450157e606891790be2ba5afd0dfd38ba60b776
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.4.1		c8a2756065fb76579a55ce20c251450c94091d33
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.6.1		48afb1cc157e3e52eb4e9bc78a395c5d301b3630
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.6.2		cf4447e979e7ea8093315921f17718474ef96b77
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.6.3		0cb451c0141d375837661c23b14ce0c33bfdee68
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.7.1		e3ec00db8c6b84929634cb5b989c29dbadc76d49
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.8.1		96651ebed61f5395e735839e735e1ab4b7cc9d90
dev.zio	zio-aws-paymentcryptographydata_2.12	7.31.9.1		752eb8f3debdfef40e0a15abbea31f2491d90b63
io.github.eealba.payper	payper-orders-v2	0.2.0		68011d01efd0f710e04a4ca22eead3cef8bd79db
io.github.eealba.payper	payper-orders-v2	0.3.0		58e21984bc1be10de13de5708b2e56d8161f4c97
io.github.eealba.payper	payper-orders-v2	0.4.0		eeaa0efd8d46a157d717e045132a01d042f40510
io.github.eealba.payper	payper-orders-v2	0.5.0		20ae0b91fad7762e1bad0697513748121d24735d
io.github.eealba.payper	payper-orders-v2	0.6.0		e783b23047cc029e15d8c803e33719ea2d30f1b6
io.github.magicpluginteam	lang	1		1be7be46b6a811ab18c236ca0718d285ec00684e
io.github.magicpluginteam	lang	2		2d9ec61e00bd6218b763afcfccef3a3cde7a965f
io.github.ryanddu	leaves-base-biz	0.0.2		daaa5f23b732989f97eff2798d58b193683bee0f
io.github.uladzimirfilipchanka	noredraw-core	0.0.1		aa26c5ecae8ee62952ff67323880079726c769fd
io.github.uladzimirfilipchanka	noredraw-core	0.0.2		94af9e20246f3d01031c2b4a78e7d20ac3ddb45f
io.github.vinceglb	filekit-coil-wasm-js	0.10.0-beta01		N/A
io.github.vinceglb	filekit-coil-wasm-js	0.10.0-beta02		N/A
io.github.zhul-cloud	zhul-component-stream	1.3.0		N/A
io.github.zhul-cloud	zhul-component-stream	1.3.1		N/A
io.github.ztind	mvvm	1.0.1		N/A
io.github.ztind	mvvm	1.0.2		N/A
io.github.ztind	mvvm	v1.0.0		N/A
io.mypojo	launcher	0.0.1		N/A
io.mypojo	launcher	0.0.2		N/A
io.mypojo	launcher	0.0.3		N/A
io.sgr.social	social-signin-parent	1.0.0		N/A
io.sgr.social	social-signin-parent	1.0.1		N/A
io.sgr.social	social-signin-parent	1.0.2		N/A
io.sgr.social	social-signin-parent	1.0.3		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common	0.0.2		6ac6c148277046a21bf008784a71eb6855926fae
love.forte.simbot.component	simbot-component-onebot-v11-common	0.0.3		6ac6c148277046a21bf008784a71eb6855926fae
love.forte.simbot.component	simbot-component-onebot-v11-common	0.0.4		6ac6c148277046a21bf008784a71eb6855926fae
love.forte.simbot.component	simbot-component-onebot-v11-common	0.1.0		5de02b9c515825f709277340d5eebdcc0030c07f
love.forte.simbot.component	simbot-component-onebot-v11-common	0.1.1		5de02b9c515825f709277340d5eebdcc0030c07f
love.forte.simbot.component	simbot-component-onebot-v11-common	0.2.0		5de02b9c515825f709277340d5eebdcc0030c07f
love.forte.simbot.component	simbot-component-onebot-v11-common	0.3.0		f48a00f1c5e0fe599a987cf4a72563e7cf7b9527
love.forte.simbot.component	simbot-component-onebot-v11-common	0.4.0		f48a00f1c5e0fe599a987cf4a72563e7cf7b9527
love.forte.simbot.component	simbot-component-onebot-v11-common	0.5.0		f48a00f1c5e0fe599a987cf4a72563e7cf7b9527
love.forte.simbot.component	simbot-component-onebot-v11-common	0.6.0		f48a00f1c5e0fe599a987cf4a72563e7cf7b9527
love.forte.simbot.component	simbot-component-onebot-v11-common	0.7.0		f48a00f1c5e0fe599a987cf4a72563e7cf7b9527
love.forte.simbot.component	simbot-component-onebot-v11-common	0.8.0		f48a00f1c5e0fe599a987cf4a72563e7cf7b9527
love.forte.simbot.component	simbot-component-onebot-v11-common	0.9.0		f48a00f1c5e0fe599a987cf4a72563e7cf7b9527
love.forte.simbot.component	simbot-component-onebot-v11-common	0.9.1		f48a00f1c5e0fe599a987cf4a72563e7cf7b9527
love.forte.simbot.component	simbot-component-onebot-v11-common	1.0.0		f48a00f1c5e0fe599a987cf4a72563e7cf7b9527
love.forte.simbot.component	simbot-component-onebot-v11-common	1.0.0-RC		f48a00f1c5e0fe599a987cf4a72563e7cf7b9527
love.forte.simbot.component	simbot-component-onebot-v11-common	1.0.1		f48a00f1c5e0fe599a987cf4a72563e7cf7b9527
love.forte.simbot.component	simbot-component-onebot-v11-common	1.1.0		f48a00f1c5e0fe599a987cf4a72563e7cf7b9527
love.forte.simbot.component	simbot-component-onebot-v11-common	1.2.0		f48a00f1c5e0fe599a987cf4a72563e7cf7b9527
love.forte.simbot.component	simbot-component-onebot-v11-common	1.3.0		22acea5d47bf9bd3759dfb74f5b641982b824788
love.forte.simbot.component	simbot-component-onebot-v11-common	1.4.0		22acea5d47bf9bd3759dfb74f5b641982b824788
love.forte.simbot.component	simbot-component-onebot-v11-common	1.4.1		22acea5d47bf9bd3759dfb74f5b641982b824788
love.forte.simbot.component	simbot-component-onebot-v11-common	1.4.2		22acea5d47bf9bd3759dfb74f5b641982b824788
love.forte.simbot.component	simbot-component-onebot-v11-common	1.4.3		713192548e16bc10bafb4b104769695f13078452
love.forte.simbot.component	simbot-component-onebot-v11-common	1.4.4		713192548e16bc10bafb4b104769695f13078452
love.forte.simbot.component	simbot-component-onebot-v11-common	1.4.5		713192548e16bc10bafb4b104769695f13078452
love.forte.simbot.component	simbot-component-onebot-v11-common	1.5.0		9144df6b0439824e5d69e88f175ff4b8894b4dad
love.forte.simbot.component	simbot-component-onebot-v11-common	1.6.0		9144df6b0439824e5d69e88f175ff4b8894b4dad
love.forte.simbot.component	simbot-component-onebot-v11-common	1.6.1		9144df6b0439824e5d69e88f175ff4b8894b4dad
love.forte.simbot.component	simbot-component-onebot-v11-common	1.7.0		aa560419d7b4b4108957fc97ad5decb782f71e26
maven	maven-aspectwerkz-plugin	1.0		5e342af00d83d71e792fc92e5f5d723572288f29
maven	maven-aspectwerkz-plugin	1.1		8613bd8706af3f733a1ed5e74294b25d158d6f4e
maven	maven-aspectwerkz-plugin	1.2		a42c802d50ccd6c85f74ab15c464e2c87e7e9822
net.avh4.framework	uilayer-swing	0.0.3		c7c4bb0667b7ad24db82f88509b8dfef279f7534
net.avh4.framework	uilayer-swing	1.0.0		bdfa2e635447a0c31bb869f9492b725239f8c44b
net.avh4.framework	uilayer-swing	1.0.1		79409aed5281baf17663029232a26f4d261deb0f
net.avh4.framework	uilayer-swing	1.0.2		addea0d808dde3ff58d60c40c8ba5b3def2a2678
net.avh4.framework	uilayer-swing	1.0.3		0999d2038233861489515343fb63a1cf419a3389
net.avh4.framework	uilayer-swing	1.0.4		e405607bfb031e2b1b632a6a90cfc9fe86c34737
net.avh4.framework	uilayer-swing	1.0.5		73d7ba3df9286edf6494c049567ca0996aeb4003
net.avh4.framework	uilayer-swing	1.0.6		9aaf8e123057d284e76e10c01fef16bb49299187
net.avh4.framework	uilayer-swing	1.0.7		4bb85c5a4ef5c09a4acf355ede556b09615ade97
net.avh4.framework	uilayer-swing	1.0.8		ac8a61f658ca47aa9056c6abe0f63a91a4273ea9
net.avh4.framework	uilayer-swing	1.0.9		eb5a042e3419d7b379a8c68a2b666f348aa05da4
net.avh4.framework	uilayer-swing	3.2.0		0a49e0a3dd9d89cc4b537591075076bef7f2d7b5
net.avh4.framework	uilayer-swing	3.2.1		0b1cdfa09bbcb3c49371e5b807ebd68c4b65a05f
net.codinux.invoicing	e-invoice-js	0.6.0		N/A
net.codinux.invoicing	e-invoice-js	0.6.1		N/A
net.codinux.invoicing	e-invoice-js	0.6.2		N/A
net.codinux.invoicing	e-invoice-js	0.7.0		N/A
net.codinux.invoicing	e-invoice-js	0.7.1		N/A
net.codinux.invoicing	e-invoice-js	0.7.2		N/A
net.codinux.invoicing	e-invoice-js	0.7.3		N/A
net.codinux.invoicing	e-invoice-js	0.8.0		N/A
net.codinux.invoicing	e-invoice-js	0.8.1		N/A
net.dzikoysk	cdn-kt	1.14.3		fcd9b2e756d3ed48d08fefa7498313f71e1bdb35
net.dzikoysk	cdn-kt	1.14.4		52ff5817951cd7c0a023bda4da27704ba0334710
net.dzikoysk	cdn-kt	1.14.5		407f3b604825acdc984dae87a18f9735bf43aa3d
net.dzikoysk	cdn-kt	1.14.6		18a2d086e7cfad38161c699ab5252f463756f09f
net.dzikoysk	cdn-kt	1.14.7		3fd1272d233919a2e2e8ca6a24b886cc45754ede
net.dzikoysk	cdn-kt	1.14.8		7d23826ff764e846f101189583db968e027bd0e1
net.open-esb.core	calc	2.4.0		20d6cbb687b8eaa7b48672bd710d96a0b73a1a26
net.open-esb.core	calc	2.4.1		f36743d0c36defbac77409055607c6d7be48bbee
net.open-esb.core	calc	2.4.2		a330b154c22ad95e022ea831c1a8c7bf7950d835
net.open-esb.core	calc	2.4.3		a55273f8493eef62bbcf8a59def60116d1bd6925
net.solarnetwork.node	net.solarnetwork.node.io.gpsd	2.0.0		cfb2882bcbf15b64cb10691e07cede3eee10093f
net.solarnetwork.node	net.solarnetwork.node.io.gpsd	3.0.0		ddc8d87d9e16dffc307342162cc6fa994ff26dfb
ninja.leaping.configurate	configurate-core	0.1		0348199dbc9723515bc59697c9ca38d264300a95
ninja.leaping.configurate	configurate-core	0.2		3dd4e8070d44d78807d8e4ab3bfdf39616c24bc7
ninja.leaping.configurate	configurate-core	1.0		0c7fd42df608c8c874e6fb5410fce1e5005488fe
ninja.leaping.configurate	configurate-core	1.0.1		ebdce447452cb4b13446b1d2d71fedfd7bebfaa2
ninja.leaping.configurate	configurate-core	1.1		d43112559c3bd719ab6174fee6f9ad6d366f2623
ninja.leaping.configurate	configurate-core	1.1.1		e3436858cf4f39494076922b5a621db8c6c03de2
ninja.leaping.configurate	configurate-core	1.2		2d4262037313e9c0dacd3448ab391fe0168aac2f
ninja.leaping.configurate	configurate-core	1.2.1		0d460cfca64cfc0285881c8a138fd13fade737e4
ninja.leaping.configurate	configurate-core	1.2.2		7a08687b67a54e3609dae8fddeb9939a954f008a
ninja.leaping.configurate	configurate-core	2.0		fd740362a3d074d5e554e871cc6a9accb8501591
ninja.leaping.configurate	configurate-core	2.1		364320013f3465b21041cec89bb0677271e6ac1b
ninja.leaping.configurate	configurate-core	3.0		58bb30a170b34373b9d9e29063b46200efa4dab7
ninja.leaping.configurate	configurate-core	3.1		a835d1aa4164f8407c01c6a5a2941045edf7de2d
ninja.leaping.configurate	configurate-core	3.1.1		4a40e177579139a138b439f2e34e8009966cf103
ninja.leaping.configurate	configurate-core	3.2		166fb82311704208782b4e1faf99dbeac9c84d00
ninja.leaping.configurate	configurate-core	3.3		b58d26f1bb8c26fab57c759cec63fd48e683b021
ninja.leaping.configurate	configurate-core	3.7.1		3848f30bda4b725f4310a062a5a075924a97c5c0
nl.gn0s1s	elastic4s-json-play_2.12	7.17.25		10dab07cdaf5811847695b73a89802d0d8c45ccd
nl.gn0s1s	elastic4s-json-play_2.12	7.17.25-RC1		3285dab1626c697c534495447b19119d0057d2ce
nl.gn0s1s	elastic4s-json-play_2.12	8.12.0		e383b5bb480d3aca0996546143c3c42025efebc0
nl.gn0s1s	elastic4s-json-play_2.12	8.12.0-RC3		8e9403726112fcb54a81c7ccf1f7c95b1797f45d
nl.gn0s1s	elastic4s-json-play_2.12	8.13.0		2cf40a718d92d4c233cdf895a08746206111ad6b
nl.gn0s1s	elastic4s-json-play_2.12	8.13.1		4b796e97b6bb7ab8db7617e97d623536950f4168
nl.gn0s1s	elastic4s-json-play_2.12	8.14.0		62a2d86d63d8cc0a8f73449af276ee34a30570d3
nl.gn0s1s	elastic4s-json-play_2.12	8.14.1		8beea8f16ccd68a68fd43813d2e8dd095e6c42f3
nl.gn0s1s	elastic4s-json-play_2.12	8.15.0		079338a75dc691cc03b50a077d283e896a1de18c
nl.gn0s1s	elastic4s-json-play_2.12	8.15.1		b2ecf85d2ecc8a0ae289687c5bc94083c9507e33
nl.gn0s1s	elastic4s-json-play_2.12	8.15.2		7164558d492defd3f4c5e3aacd3124d9d3718f71
nl.gn0s1s	elastic4s-json-play_2.12	8.15.3		4d52ed97d6a36850a07c0afd98b5642611ad815a
nl.gn0s1s	elastic4s-json-play_2.12	8.15.4		982f2d7f8d4b6f292452e585a5547f59ffcc750a
nl.gn0s1s	elastic4s-json-play_2.12	8.16.0		8f2127721ea815aa29915ca0e430454b8a41b6b0
nl.gn0s1s	elastic4s-json-play_2.12	8.17.0		8a39b29b44e4b8a79db717fcf539871190107477
nl.gn0s1s	elastic4s-json-play_2.12	8.17.1		9e04053274151dde5ea351869042cc30dadc5c42
nl.gn0s1s	elastic4s-json-play_2.12	8.18.0		49c163e162e5671880fe36185883d1d56c8fe531
no.arktekk.unix	unix-rpm	1.0-alpha-6		2f213f7abf0e64b835aa1d8aa03b8ba7da66debd
online.datanode.guardian	guardian-discovery	1.0.1		60eeb0423f829417ba857213461c2aca0a6b2237
org.apache.camel.karaf	camel-git	4.10.3		975486b949564cee69de0cb326a23e6b5d97e670
org.apache.camel.karaf	camel-git	4.7.0		674bd59d8c41961772d37c04dc737c1b3c6c30d3
org.apache.camel.karaf	camel-git	4.8.1		855565e869471bb8d0e39829d90358aa05be2924
org.apache.camel.karaf	camel-git	4.8.2		4f9f25a8b74069859d3658f247a7a7407e3c92f8
org.apache.camel.karaf	camel-git	4.8.5		4d991ed85c958f5372fd6a9c6d7489936a77a1e1
org.apache.camel.karaf	camel-git	4.8.6		e049e6e6a4fb7db9db689e90d95d993fc0dec13a
org.apache.camel.karaf	camel-git	4.9.0		118f0749344949d54299e26a05f06f24119aaee8
org.apache.camel.quarkus	camel-quarkus-git	1.1.0		f5b197b30f57890aec2294e8fccb95490b6ad939
org.apache.camel.quarkus	camel-quarkus-git	1.2.0		97de43bd91534de5b00654d31bbef4a3a3af5add
org.apache.camel.quarkus	camel-quarkus-git	1.3.0		bfcbe36cc21dfd8a3e489bf8a6c46e8ae5271e80
org.apache.camel.quarkus	camel-quarkus-git	1.4.0		b3d8300f1a7316de75f532e212201a90a56bf561
org.apache.camel.quarkus	camel-quarkus-git	1.5.0		1a2f91ffd7e57bc2c2563aba6dc2f0c6af24d5de
org.apache.camel.quarkus	camel-quarkus-git	1.6.0		904ca4f766f26e4ad203de508ea6702483df2ce6
org.apache.camel.quarkus	camel-quarkus-git	1.7.0		ebb692f70c554c7b0c6b40dcf48e3ee5f9998d6e
org.apache.camel.quarkus	camel-quarkus-git	1.8.0		058c295ed03941c45c42ce6bb9623df1e4607f7d
org.apache.camel.quarkus	camel-quarkus-git	1.8.1		d14dd5f4cee40b19ecc5553061e121a7570e1c1e
org.apache.camel.quarkus	camel-quarkus-git	2.0.0		26d6436d0e34d67683b5bb83cb5ea9b221346fa8
org.apache.camel.quarkus	camel-quarkus-git	2.0.0-M1		b15ac3449d83e2fba901e5cc6ef7fadcc1da03c4
org.apache.camel.quarkus	camel-quarkus-git	2.0.0-M2		253f8b333237a9430999b1093eebb5bba6883f07
org.apache.camel.quarkus	camel-quarkus-git	2.1.0		e24b3c98b28d16bfdaee28dc1fa193409844bd75
org.apache.camel.quarkus	camel-quarkus-git	2.10.0		ba86a73c94d26dabee4f29092f6fe386daea18ae
org.apache.camel.quarkus	camel-quarkus-git	2.11.0		17b2dd761ad768973d6b9933f487d5f70ee0ad20
org.apache.camel.quarkus	camel-quarkus-git	2.12.0		e4d0032f080d0843ad5bda9c5f5ef6d372f122cb
org.apache.camel.quarkus	camel-quarkus-git	2.13.0		c76acfb6912829431f5686f7afb46254804cab70
org.apache.camel.quarkus	camel-quarkus-git	2.13.1		4f8dd407c3cb83446abc04cdbc936d04883102fc
org.apache.camel.quarkus	camel-quarkus-git	2.13.2		9ce68f156e188c6c73e10ea0cf333504639fd7f9
org.apache.camel.quarkus	camel-quarkus-git	2.13.3		39acddcef33494d185ece28b067fba836a4ccb28
org.apache.camel.quarkus	camel-quarkus-git	2.14.0		0aa8b460a51af38ddb42ae7160739ef4de8b256c
org.apache.camel.quarkus	camel-quarkus-git	2.15.0		66a34791aa2f5b0c302a2f8546478239815aef21
org.apache.camel.quarkus	camel-quarkus-git	2.16.0		eb3c6c41a193d141e096d3a348d4764977d3b322
org.apache.camel.quarkus	camel-quarkus-git	2.2.0		493ea2c96d9528deef0ca45a439fb0268a29bb84
org.apache.camel.quarkus	camel-quarkus-git	2.2.1		150969fe8c3ef311db0bece71b5ede0858b8df53
org.apache.camel.quarkus	camel-quarkus-git	2.3.0		e164903e10e03b56779e99ca957390828f6ec9ff
org.apache.camel.quarkus	camel-quarkus-git	2.4.0		a45c202df17c0139ac0113f454aec843fce86f37
org.apache.camel.quarkus	camel-quarkus-git	2.5.0		22285a09bef4e9186900e474868ebd35e70ee4c1
org.apache.camel.quarkus	camel-quarkus-git	2.6.0		41e8f7401d6b99ce8e5b324072389d77c7f5caad
org.apache.camel.quarkus	camel-quarkus-git	2.7.0		238f16c390737f99c70600e7c6f93c5ba8344082
org.apache.camel.quarkus	camel-quarkus-git	2.7.1		be01b848460311f7db6bd7d0a750115ab0195df1
org.apache.camel.quarkus	camel-quarkus-git	2.7.2		ea968769b976fe28dcd3bd4470e0d2d69871f4b6
org.apache.camel.quarkus	camel-quarkus-git	2.8.0		85f02939b92f20cfa292b34fc877ab1d2a17ee4f
org.apache.camel.quarkus	camel-quarkus-git	2.8.0-M1		b4a6b060674f2ad5be3a09527259048f0f55b67e
org.apache.camel.quarkus	camel-quarkus-git	2.9.0		75283ea981e0ba08f05ea011bc3d2eeaf2f61e47
org.apache.camel.quarkus	camel-quarkus-git	3.0.0-M1		a950dce7c208ed65c22ac6b9ab41ecf85b7c9d11
org.apache.camel.quarkus	camel-quarkus-git	3.0.0-M2		44e1b4e916cb34dd35fb8619594a2b1dc1baeb44
org.apache.camel.quarkus	camel-quarkus-git	3.0.0-RC1		8838c55f52563cf396a10f9dd778c91f27464553
org.apache.camel.quarkus	camel-quarkus-git	3.0.0-RC2		65cead3d92c8553823671ddfe56aa0f1074c55af
org.apache.camel.quarkus	camel-quarkus-git	3.10.0		68f46857b1c15023418c9b360d4e87c18d84eff1
org.apache.camel.quarkus	camel-quarkus-git	3.11.0		091e9535d8aa4dc06fdd514130a62945fba6f08d
org.apache.camel.quarkus	camel-quarkus-git	3.12.0		bd73e7819395e73777bb760ec2a712b31558d7a4
org.apache.camel.quarkus	camel-quarkus-git	3.13.0		29fa1085fa072b6210c0f735acc8f21712df6206
org.apache.camel.quarkus	camel-quarkus-git	3.14.0		b5c7ab05433719b707093da6179166876f1af38b
org.apache.camel.quarkus	camel-quarkus-git	3.15.0		248f952387b4a56de3fb2664f3eeedf6784893fb
org.apache.camel.quarkus	camel-quarkus-git	3.15.1		30eb1575840544d1ef531f8564daaf3fa2c76c7e
org.apache.camel.quarkus	camel-quarkus-git	3.15.2		2692808c24a34fb65b8a36efcc3b7293f27f2d97
org.apache.camel.quarkus	camel-quarkus-git	3.15.3		18647333a96284f7e82c66fa1077f83febcf6188
org.apache.camel.quarkus	camel-quarkus-git	3.16.0		38b4b631edb18a8ff031035833d3c69962045e39
org.apache.camel.quarkus	camel-quarkus-git	3.17.0		67530eba0ce65c08314b9d35c3ee1a450da741c8
org.apache.camel.quarkus	camel-quarkus-git	3.18.0		6351f9e39cfe6316dd1daaa184e1ddc61bb252aa
org.apache.camel.quarkus	camel-quarkus-git	3.19.0		a4e78cb6ab0cf463c65fcbfe8801fe7ecda17344
org.apache.camel.quarkus	camel-quarkus-git	3.2.0		dbf054b05a11140e2ad5d796e3aadd214191ab74
org.apache.camel.quarkus	camel-quarkus-git	3.2.1		4b07b0cd8d9ddc33072b4aafc92f97cfa9688733
org.apache.camel.quarkus	camel-quarkus-git	3.2.2		68bda54e453abed49cdbe97fa862bdb0df00bde0
org.apache.camel.quarkus	camel-quarkus-git	3.2.3		8639bf634efa9841796f8dfbf263ec380141d8bf
org.apache.camel.quarkus	camel-quarkus-git	3.20.0		24c2d79011f5e94837f2b0313bd7ff32c60fb22e
org.apache.camel.quarkus	camel-quarkus-git	3.20.1		cdc84564ae1337f7066424a388dd95a1010fc322
org.apache.camel.quarkus	camel-quarkus-git	3.22.0		d3e39ce893c4ec3480088a51af4c667473e0f7e0
org.apache.camel.quarkus	camel-quarkus-git	3.4.0		ec43de3fc97e7fc22f33a3c3ab0d0fc21abadc7e
org.apache.camel.quarkus	camel-quarkus-git	3.5.0		8a56c7a46f76a0525922b67677a86bfbe65bc4fb
org.apache.camel.quarkus	camel-quarkus-git	3.6.0		452a16fe529a8cbd6d7bf9b79eb69957d44329ad
org.apache.camel.quarkus	camel-quarkus-git	3.7.0		42490c68b29580c6de24dc9a3b95b1a1105d58d1
org.apache.camel.quarkus	camel-quarkus-git	3.8.0		59d1ed7d37af6e65ce25cf528718cca68042db63
org.apache.camel.quarkus	camel-quarkus-git	3.8.1		30c91b24a817b45ffc5c4813068751d58c5ee315
org.apache.camel.quarkus	camel-quarkus-git	3.8.2		a36f3de989dc7c8b3528ee8fe10d7ec6eec22d8a
org.apache.camel.quarkus	camel-quarkus-git	3.8.3		7c0d255db15cd5f79a3af40d72e34e0b254da55d
org.apache.camel.quarkus	camel-quarkus-git	3.8.4		61eed183540d4b5954d43cb34efe31d9ac101a2e
org.apache.camel.quarkus	camel-quarkus-git	3.9.0		dec00330d0f615dde70e73fbabd88167037641e6
org.apache.camel.quarkus	camel-quarkus-rabbitmq	1.0.0		6f08bd0d2a2f4e881000f2cccd263dcd9f6d1412
org.apache.camel.quarkus	camel-quarkus-rabbitmq	1.0.0-CR2		b42ffb414ef04707003ecea8626edfac6937a678
org.apache.camel.quarkus	camel-quarkus-rabbitmq	1.0.0-CR3		d5fcb1e939f2d0bbe000597fc9fbd7b0cdd71549
org.apache.camel.quarkus	camel-quarkus-rabbitmq	1.0.0-M6		910feed5750b917ac8806f4c34dbacf78c0fc0ac
org.apache.camel.quarkus	camel-quarkus-rabbitmq	1.0.0-M7		c44fbc631c5907d2816e5ee0cfaa9a6aa242981c
org.apache.camel.quarkus	camel-quarkus-rabbitmq	1.0.1		b34eaa5e8ff282215ddd9b7f9c5fdc14082b9d9f
org.apache.camel.quarkus	camel-quarkus-rabbitmq	1.1.0		277bcb88525d6b13b9d9750eba760a4043107a96
org.apache.camel.quarkus	camel-quarkus-rabbitmq	1.2.0		6f739b47dfd85555aa1e610164961e62c2f34983
org.apache.camel.quarkus	camel-quarkus-rabbitmq	1.3.0		7c97f6eaad82087ae7b706c98dfdb1d5e504aba4
org.apache.camel.quarkus	camel-quarkus-rabbitmq	1.4.0		61f9c10f2c97f31e3819c365ad1b98cfb5beeeb3
org.apache.camel.quarkus	camel-quarkus-rabbitmq	1.5.0		9e2545bb9813695327cc413ae3c41a2b73c70711
org.apache.camel.quarkus	camel-quarkus-rabbitmq	1.6.0		b1fbb46af7e3b77bbb6995e0606d0b1602272566
