at.released.wasm-sqlite-driver	sqlite-binary-api-linuxx64	0.7		N/A
com.liferay	com.liferay.exportimport.service	8.0.87		e0b04280b33ee4600d133c79537e73935ad9d58f
com.liferay	com.liferay.exportimport.service	8.0.88		c90a69015cd0743935aa83d4d581740781cad89c
com.liferay	com.liferay.exportimport.service	8.0.89		edda2ce6ba5bdf5a904d8ca805885bcebd532361
com.liferay	com.liferay.exportimport.service	8.0.9		b37267365d901448c300d2702f7fb6b9ffdb18eb
com.liferay	com.liferay.exportimport.service	8.0.90		a691fc29135431834439cccedb11838380565507
com.liferay	com.liferay.exportimport.service	8.0.91		b7e730e127bc2e238cc9e917a11f97a97fae0604
com.liferay	com.liferay.exportimport.service	8.0.92		24b18f158fdd68ff7ea8f9d63719891bdd7647d8
com.liferay	com.liferay.exportimport.service	8.0.93		96f6fd327bd4f1180bc6a3adf134a767719501eb
com.liferay	com.liferay.exportimport.service	8.0.94		dba2bcf4fa7418a5216d73649101f748a2337886
com.liferay	com.liferay.exportimport.service	8.0.95		abd3771df491234f443d9cdd8e81cafe9efd3e4e
com.liferay	com.liferay.exportimport.service	8.0.96		2570d9dc9e78086d0367de5af05941877d13f071
com.liferay	com.liferay.exportimport.service	8.0.97		ea8d60c702f6a47e91b49b83807dd208b2e8d1a3
com.liferay	com.liferay.exportimport.service	8.0.98		4823f62880e72efc8ea237d03f34fe42fe610681
com.liferay	com.liferay.exportimport.service	8.0.99		f75975595e8f651b821c4dbb7461e6f90203cee0
com.lihaoyi	utest_sjs1.0.0-M7_2.13.0-RC1	0.6.7		fe60f7a7de6f9c78464e804b17e9e761ce43f630
com.lyncode	jtwig-spring	2.0.0		a500d29f65ad544d94722d86b2287386efdf2950
com.lyncode	jtwig-spring	2.0.1		68bd1f47af2a9e8b4bc89e1b917c733a85fa5987
com.lyncode	jtwig-spring	2.0.2		b5049bf166812ab5580dafb1a273c20115212392
com.lyncode	jtwig-spring	2.0.3		7c5b8b2f81a8c551c442dadd775853aa87dcf367
com.lyncode	jtwig-spring	2.1.0		70e7c1854c819e0c7e264a58e6b0d0703bc5405c
com.lyncode	jtwig-spring	2.1.1		8965ded98a55c479a7a59301a78e15199dfe345e
com.lyncode	jtwig-spring	2.1.2		046f619f6e8651a274f1937b2aed2cdd160130b7
com.lyncode	jtwig-spring	2.1.3		16b4a2f057e030199badfd492f5037dfdd54826c
com.lyncode	jtwig-spring	2.1.4		8cd7a66bf945db4b29eb8bb809f22352d56c6c2c
com.lyncode	jtwig-spring	2.1.5		16a08c92e19ce0db1abbf355d9e58ac1a734058a
com.lyncode	jtwig-spring	2.1.6		73d199976d42c3fe084b1738cb4be270a370f106
com.lyncode	jtwig-spring	2.1.7		a33f0154c13dd1187852416e56509edff0c51252
com.lyncode	jtwig-spring	3.0.0		1f1b55c60a5760c8e00cd4d01aed1c698a16ab99
com.lyncode	jtwig-spring	3.0.1		5cdafce102602e565ed1ac14541afbe44b525587
com.lyncode	jtwig-spring	3.0.2		9267293b04687500641a369a120734a28b5de119
com.lyncode	jtwig-spring	3.1.0		97f4a12c10cc12dccf238ceec9090ebbb64e15c1
com.lyncode	jtwig-spring	3.1.1		b3a68af133a0cf4feab857e19785715afc706666
com.mayakapps.kache	kache-androidnativearm32	2.1.0		N/A
com.mayakapps.kache	kache-androidnativearm32	2.1.0-beta01		N/A
com.mayakapps.kache	kache-androidnativearm32	2.1.0-beta02		N/A
com.mayakapps.kache	kache-androidnativearm32	2.1.0-beta03		N/A
com.mayakapps.kache	kache-androidnativearm32	2.1.0-beta04		N/A
com.mayakapps.kache	kache-androidnativearm32	2.1.0-beta05		N/A
com.mayakapps.kache	kache-androidnativearm32	2.1.1		N/A
com.raxdenstudios	commons-network-rx	1.0.1		N/A
com.raxdenstudios	commons-network-rx	1.0.3		N/A
com.sdklite.sphere	log	0.0.1		N/A
com.speedment.runtime	runtime-typemapper	3.0.0		bf396e7de5e3369b341ef609a6eb90fded6829ec
com.speedment.runtime	runtime-typemapper	3.0.0-EA2		d551bd55ce8f98830fadd33a08efed35a3627e5a
com.speedment.runtime	runtime-typemapper	3.0.1		66d6e60b4366572779f40c6d2e3fa5ca42a7dbac
com.speedment.runtime	runtime-typemapper	3.0.10		16d83a69db598573e601667ff48c476d0a0ab1ad
com.speedment.runtime	runtime-typemapper	3.0.11		74f2c0617f31b0f1302800f3012230121e32c24e
com.speedment.runtime	runtime-typemapper	3.0.12		97da8607db0ff8be12a6189fb8f40c3cad50a186
com.speedment.runtime	runtime-typemapper	3.0.13		89c7e7de8dab3c220de6f15b6fcb86b8b20b558b
com.speedment.runtime	runtime-typemapper	3.0.14		0c84041451cde1a94fc3494bb10b44a1395f4961
com.speedment.runtime	runtime-typemapper	3.0.15		b931778aa4831082a8f590a5a240982ecfa7953f
com.speedment.runtime	runtime-typemapper	3.0.16		bc42d56aa12dbf984ae12cea5e2b9a8e4769fbae
com.speedment.runtime	runtime-typemapper	3.0.17		b22526c34295d48d134a9604c086aede0372d286
com.speedment.runtime	runtime-typemapper	3.0.18		33c5e5b4612c3b3de66ea0f6e53ea4f5405a4ae0
com.speedment.runtime	runtime-typemapper	3.0.19		f6da3bb1b2a3cad1e71d0d7f4f25a2c8a1de99dd
com.speedment.runtime	runtime-typemapper	3.0.2		d33783ae1c8548d07f9bcf8db9000445941ab6ce
com.speedment.runtime	runtime-typemapper	3.0.20		08c27b198a26f4d2a780dfe6457d13a7d82ff6be
com.speedment.runtime	runtime-typemapper	3.0.21		baf90e290a61041e2aa06e10d60687c2fbafc2df
com.speedment.runtime	runtime-typemapper	3.0.22		b73f79d5ab941c66a42640e93659c0c66f97538b
com.speedment.runtime	runtime-typemapper	3.0.3		fdfc5ef6a8ebb0a21b0f7dbc004ed1109547f261
com.speedment.runtime	runtime-typemapper	3.0.4		760e7fbd008c8cee423e424984442d5e35163828
com.speedment.runtime	runtime-typemapper	3.0.5		bebc14ffd798487d4a464ee872fe782b51dcc474
com.speedment.runtime	runtime-typemapper	3.0.6		6e263a71871555f274448ad34d676c62a11f6847
com.speedment.runtime	runtime-typemapper	3.0.7		a9b1e45ec98e0711eb0a270c2dbd9ea3f82fcb0d
com.speedment.runtime	runtime-typemapper	3.0.8		b25046355678a916dcf1d7e0512b7977cc17729a
com.speedment.runtime	runtime-typemapper	3.0.9		90c19dceb43b85b644fbfcd692d58dd029f25f1a
com.speedment.runtime	runtime-typemapper	3.1.0		e11952a439f7f0d75601c2d09becdf059bf37bf8
com.speedment.runtime	runtime-typemapper	3.1.1		3528665e8655c7ad6ef21953a703d48d84b08848
com.speedment.runtime	runtime-typemapper	3.1.10		39aac8c5894b901482280c2f757f318e0ebb9778
com.speedment.runtime	runtime-typemapper	3.1.12		17ac2a096a538f347d7ce8c8e271dc123dfb0bfa
com.speedment.runtime	runtime-typemapper	3.1.13		dcf2497b10fed4286decf4ea91dc3796a3771151
com.speedment.runtime	runtime-typemapper	3.1.14		66b528a45a770fe3c695ab3802d8c0485ef96b6f
com.speedment.runtime	runtime-typemapper	3.1.15		fcf52ea37d04e12c378a1b7eec3b10563514d5d0
com.speedment.runtime	runtime-typemapper	3.1.16		2ecf24a872f39ebbd8405b7bd45124fcfad7038a
com.speedment.runtime	runtime-typemapper	3.1.17		b1f5dc5850b4a3b130297460b9da42126404a8b0
com.speedment.runtime	runtime-typemapper	3.1.18		b356c41b3500e4395b5c0804f72b1d6e29201657
com.speedment.runtime	runtime-typemapper	3.1.2		81822fc47001552e0e2468732af31dd6d82013fc
com.speedment.runtime	runtime-typemapper	3.1.3		95d578dade612d240a5ea66fadec103afa6d1e62
com.speedment.runtime	runtime-typemapper	3.1.4		a6b8b3b4ec022dd0c6fe3c6a2c652385a9a7436c
com.speedment.runtime	runtime-typemapper	3.1.5		aa35b64f0988cf32a031190e56f9e115bdbe19cc
com.speedment.runtime	runtime-typemapper	3.1.6		a2b839f58807686a0fc9df5284c9896064ede833
com.speedment.runtime	runtime-typemapper	3.1.8		d6efd1dd05060e44452f21abcdfd0f3fc5c31fa4
com.speedment.runtime	runtime-typemapper	3.1.9		ba45cd42c7c9de5de249ea35b2214e17cf14d485
com.speedment.runtime	runtime-typemapper	3.2.1		a7c0cdcab48243c12e7d644822c72bd7496cbc6e
com.speedment.runtime	runtime-typemapper	3.2.10		872c56785e3620939fcdb223039be73d0b1efdc5
com.speedment.runtime	runtime-typemapper	3.2.2		3e40ad754fe7779289368a1a01afebbd89971643
com.speedment.runtime	runtime-typemapper	3.2.5		6021973016a63834c6af205e97aaa116a45f359e
com.speedment.runtime	runtime-typemapper	3.2.6		d0ef89b47491c785a89e0ca182ea468ed128cc13
com.speedment.runtime	runtime-typemapper	3.2.7		c5b933e5416d4435e30b4d9f304b1d9f632e6bc3
com.speedment.runtime	runtime-typemapper	3.2.9		c202fbce779d461f3e1ba88400bfecc265107bc9
com.splendo.kaluga	calendar-permissions-android	1.5.0		N/A
com.splendo.kaluga	calendar-permissions-android	1.5.1		N/A
com.steamstreet	graphkt-client-fetch	0.5.4		b3b8bf147a210c2f0912cf8f759f1daa4e93153b
com.tourgeek.tour	com.tourgeek.tour.genled.finstmt	0.8.2		d96026a91d1810867148960b774bbc85564219ec
com.tourgeek.tour	com.tourgeek.tour.genled.finstmt	0.8.3		02f5f3626b8473d3d7d28ec99ffa84df289cd7ad
com.tourgeek.tour	com.tourgeek.tour.genled.finstmt	0.8.4		4b3e488448fd27ac51cd73c3e4695aba43dc1b9b
com.tourgeek.tour	com.tourgeek.tour.genled.finstmt	0.8.5		3221ec6839ae995760b7894cd1ea72a5985c4697
com.wix	wix-petri	0.6.0		N/A
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.10		N/A
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.10	metadata	bf0181640fcdb619dc63bfc1eb54b63886cc98f0
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.11		N/A
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.11	metadata	a5db9d555ded1ae9551b2d4615dff604b99dfdb4
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.12		N/A
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.12	metadata	c689b32b695c3627b4687f05e121d5e982c7b682
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.13		N/A
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.13	metadata	27d79e6c84d8a5a114add60b581d92767ebbfc60
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.14		N/A
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.14	metadata	b65be4779d8bae24571a587018ac9500e62b87e2
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.15		N/A
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.15	metadata	624770635832ff89a19c5bfb564a8bfa93c536d9
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.16		N/A
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.16	metadata	d3a2f625966a2d29a3d3d4ac031140ba70a9406a
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.17		N/A
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.17	metadata	09f448496452251d9a1e8bbe2de76d096aa45a46
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.18		N/A
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.18	metadata	70e37511a86676e7dca0c696f5c87b72ffb74f4f
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.19		N/A
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.19	metadata	9b603598ef1025fa4fa3bb32221c8dcee415385f
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.2		N/A
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.2	metadata	7270c73ff8314786fb1b6a807cb73c3aa108d56b
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.20		N/A
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.20	metadata	01b6b33712c052e0b302875331c51670fc60bae2
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.21		N/A
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.21	metadata	6d2205392835aa039fa9590a739312480b72b70c
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.3		N/A
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.3	metadata	d61cd7b683bb6f42a5757578dd742be1cbcab334
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.4		N/A
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.4	metadata	bbed9d8b499e07582dc2511b32f3961df3ec5d15
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.5		N/A
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.5	metadata	5c945f6850876ac8f541d12ef02f00b453bd2fcf
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.6		N/A
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.6	metadata	11e91d4e627846a28b33d9e80610c1dc109b21da
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.7		N/A
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.7	metadata	8a5ec445b322972faa825de02e3505dfbf185339
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.8		N/A
dev.programadorthi.routing	core-tvossimulatorarm64	0.0.8	metadata	3f1c952c82a39c47a60d80aad931fe785a15e7b5
dev.programadorthi.routing	core-tvossimulatorarm64	2.0.0-alpha01		N/A
dev.programadorthi.routing	core-tvossimulatorarm64	2.0.0-alpha01	metadata	db2e3dd699e70f4e3337699dbd6f06c68042b979
dev.programadorthi.routing	core-tvossimulatorarm64	2.0.0-alpha02		N/A
dev.programadorthi.routing	core-tvossimulatorarm64	2.0.0-alpha02	metadata	a1064549897484aee3715a0b4aa1725732e46746
dev.programadorthi.routing	core-tvossimulatorarm64	2.0.0-alpha03		N/A
dev.programadorthi.routing	core-tvossimulatorarm64	2.0.0-alpha03	metadata	3d34cc427f404b0bfc657c9f60165b9776da3c1e
dev.programadorthi.routing	core-tvossimulatorarm64	v0.0.1		N/A
dev.programadorthi.routing	core-tvossimulatorarm64	v0.0.1	metadata	dce195d8098a4605b119f4415a1de2cbe6a44181
dev.zwander	kmpfile-okio-tvosarm64	0.6.0		N/A
dev.zwander	kmpfile-okio-tvosarm64	0.6.0	metadata	5af003a47c24afa2c4f6f348bb5c70e918c63ee3
dev.zwander	kmpfile-okio-tvosarm64	0.6.1		N/A
dev.zwander	kmpfile-okio-tvosarm64	0.6.1	metadata	fe554f66ef1c5ba2e5e239ec38212d12a7037bb8
dev.zwander	kmpfile-okio-tvosarm64	0.6.2		N/A
dev.zwander	kmpfile-okio-tvosarm64	0.6.2	metadata	639542effaa82b88df1a4c4f586930300373a4d2
dev.zwander	kmpfile-okio-tvosarm64	0.6.3		N/A
dev.zwander	kmpfile-okio-tvosarm64	0.6.3	metadata	09160b7ad825fdba15ced241b1d2f47b6973185f
dev.zwander	kmpfile-okio-tvosarm64	0.7.0		N/A
dev.zwander	kmpfile-okio-tvosarm64	0.7.0	metadata	c1979bdab3c5cf7b6910fce2851bc3b3999c8986
excalibur	excalibur-threadcontext	1.0		20f4c655b3fb8bffa7353f91c90fff82a5316ad6
global.maplink	tracking-schema	1.1.1		7a07d8620d4d646aab26bbab8effe280a958edf3
global.maplink	tracking-schema	1.1.2		c43f43851fb0267fb7f891b75d1490cb798ad6b9
global.maplink	tracking-schema	1.1.3		0751c661ca099f72a08d224fbb5e3b62cba0e522
global.maplink	tracking-schema	1.1.4		d4f1f819be0191f4e17dcfb5c9d307524fff500d
global.maplink	tracking-schema	1.1.5		742bd1095bf54837002dbf433d33f3d1c9413957
global.maplink	tracking-schema	1.1.6		a69360215fba2c06fd8d5b4e51586c4d5600bbc0
global.maplink	tracking-schema	1.2.0		977d2efdf8ac70a34d6f7c2b4254785e9ce9a1c6
global.maplink	tracking-schema	1.3.0		70c52e4d7bc6992996ec1dfa97de3b024370891b
global.maplink	tracking-schema	1.3.1		b690073d2436014519ae2113456bfedff3a32c51
global.maplink	tracking-schema	1.4.0		b707ab63c5f50d501fe4487e6a00309718453d7c
global.maplink	tracking-schema	1.4.1		ca10d35fe3dbb49ca0e0d498180cce3f40062572
global.maplink	tracking-schema	1.4.10		a0190093866bdadd187fe0bbb498ae5c74f7bd45
global.maplink	tracking-schema	1.4.11		27db7c1209395f064d6fb285cf55f0b28539d13b
global.maplink	tracking-schema	1.4.12		eaf727201355cb4f7d64bc69b275a7dedd2b0113
global.maplink	tracking-schema	1.4.13		64c0783dc50c380cab2276ee5e5275086c039025
global.maplink	tracking-schema	1.4.14		cc3f9d450bfa5765939e223e06d41941b3882082
global.maplink	tracking-schema	1.4.15		6897c9ee21fd5076a849a09eb793f5b643a6162b
global.maplink	tracking-schema	1.4.16		573e02ac806917a840cba3179c49f508423e23a0
global.maplink	tracking-schema	1.4.17		d08051efce784b3c5b5476743470f5928f721753
global.maplink	tracking-schema	1.4.18		dfc33dba7a56c05336fefb54ee0057a5bc69c4c7
global.maplink	tracking-schema	1.4.19		8f6eaf100bff72cbe24727523090af9ca0188363
global.maplink	tracking-schema	1.4.2		0ce962bc7a07775b178f0a56cef08745310aa936
global.maplink	tracking-schema	1.4.20		deea6cc871355a46bd5708e59b4eb3cac1482f4a
global.maplink	tracking-schema	1.4.21		b5ac701673f1e8197d0ea279408f31d85777a57b
global.maplink	tracking-schema	1.4.22		374634efab9b3c0c3017fcb8046b5255c68f1a7a
global.maplink	tracking-schema	1.4.3		ef777196b71817f5c3dfd52b70b09b41aabf3186
global.maplink	tracking-schema	1.4.4		03f907b3eae2e21cb546de3cbb1f5875f702455e
global.maplink	tracking-schema	1.4.5		e90467b285ff2f12fb4a866e67ff247fa9ceb6a9
global.maplink	tracking-schema	1.4.6		3bd9cdaaf75b17a61686bbe4996ea2e9a5b87ed1
global.maplink	tracking-schema	1.4.7		96ee22605bd81f464a9822d5f217967c035cc923
global.maplink	tracking-schema	1.4.8		9b87aeedba55a1ffe166cb6aabccb48dc36b0971
global.maplink	tracking-schema	1.4.9		93a524931f89ebee8b2454ebbabe4130d55cfe30
global.maplink	tracking-schema	1.5.1		6513e4b5a9fe191548cf65b08395655adcf27b33
global.maplink	tracking-schema	1.5.10		f36bfea6b82266243c095e8921905509b97a440c
global.maplink	tracking-schema	1.5.11		c8d1015803bfe759bc31f391162ddd452cc488c9
global.maplink	tracking-schema	1.5.13		452342b995b87e998c1849476c1e7fbaa0854b8b
global.maplink	tracking-schema	1.5.14		c7abccf7048ca88e63ce85fed49f2af756f29cc0
global.maplink	tracking-schema	1.5.15		fda0758445d4d0df5d1f77d53d16a8a976198b45
global.maplink	tracking-schema	1.5.16		e694fb176a13908169c8b57271ae18c2a83dc7e1
global.maplink	tracking-schema	1.5.17		384e9e4a783584961a63dbc6e9b1d6f8ddf2c1a2
global.maplink	tracking-schema	1.5.18		a698dfee77821a6fd39bcfb51421aab9be8417a2
global.maplink	tracking-schema	1.5.19		8e3ac235bcda18e2e8407666151defe619cdcd6e
global.maplink	tracking-schema	1.5.2		7346f8035cd162c3e0647ed6d18f7d76125dee9c
global.maplink	tracking-schema	1.5.20		80e6a41e873f4026cd5405878cd55264a35b2718
global.maplink	tracking-schema	1.5.21		d602b1d2556a40659e18dd7ea86ac00f9bd6dc4f
global.maplink	tracking-schema	1.5.22		8422de82a7ab558da7b410cb0b4ac167f6bd1840
global.maplink	tracking-schema	1.5.3		94c62447cfdba7047ad2bc10a26be37368a25490
global.maplink	tracking-schema	1.5.4		6e85e2e92a853e062c6370c1b462670abd58eef2
global.maplink	tracking-schema	1.5.5		aafb30356cca8636aea85de99fb0790515f8cd25
io.dataspray	aws-cdk-integration-tests	1.2.0		cea60413d1c3d6c08019a93e0b0df0b85f19afaa
io.dataspray	aws-cdk-integration-tests	1.2.1		4f7d3ae6da20f5b9250a69d7c8d99e7e354b64ae
io.dataspray	aws-cdk-integration-tests	1.2.2		59e2d4e902cc957fa400b99b1d3ead08efdc3f34
io.dataspray	aws-cdk-integration-tests	1.2.3		753224284ceb2d12c8bf1487a0834e669e835693
io.dataspray	aws-cdk-integration-tests	1.2.4		0be72def2a867e49da86ee74bd31928cc329b4ff
io.dataspray	aws-cdk-integration-tests	1.3.0		afa1b2e36ea91ccb1cd5dd1d207c678dfb079335
io.dataspray	aws-cdk-integration-tests	2.0.0		43323fab057c3ee1e9c5a91265de946edecc68e0
io.dataspray	aws-cdk-integration-tests	2.1.0		18ef2f40d2f5c51f940fb7bad8d3859ccfcf5809
io.dataspray	aws-cdk-integration-tests	2.1.1		8b61d863a169cee9fc36f7bdcaf53d41a474939b
io.dataspray	aws-cdk-integration-tests	2.1.2		b1433d1f6a32cd80c92f70614d5b021fa24a9768
io.dataspray	aws-cdk-integration-tests	2.1.3		6e45700753cf479c211ec23266f7c564ade65234
io.dataspray	aws-cdk-integration-tests	2.2.0		6cf6880cb0df60747c0c753ac071fded4f156b4a
io.dataspray	aws-cdk-integration-tests	2.2.1		829654c727d6d67733bd31b35b436f9b0b24b0cc
io.dataspray	aws-cdk-integration-tests	2.2.2		88201f1f59b64727d67088de504e79375941fcc3
io.dataspray	aws-cdk-integration-tests	2.2.3		1b0bf99eebb0125802afaeb07869de633c1c5652
io.dataspray	aws-cdk-integration-tests	2.2.4		984afce66e70968fe5a0eb440b32fa1be5e6bf9c
io.dataspray	aws-cdk-integration-tests	2.2.5		7e6ff88b6f365021dbec3608a735111d787f43c5
io.dataspray	aws-cdk-integration-tests	2.2.6		30bfaae81fa1af62973894b321ddb8ee313e34d1
io.dataspray	aws-cdk-integration-tests	2.3.0		0f720511acfa8946f24aa006518bfa20c33d0591
io.dataspray	aws-cdk-integration-tests	2.3.1		63aca4a929cc889dbbfccb0b5a2b5de934ca9b8c
io.dataspray	aws-cdk-integration-tests	2.3.2		2743816ddbad057ba8c2512021461ff6607f7d84
io.dataspray	aws-cdk-integration-tests	2.3.3		dbd9d98b35c2b07bc2e219b3180af1c32c35e862
io.dataspray	aws-cdk-integration-tests	2.3.4		bf08b0b97fc79409590bca491b4b9866e55222ff
io.github.SaH1367321	sah-common	0.0.1		f11fca77a67b71a4005abe1a75302b24b84c0369
io.github.mvillafuertem	scalcite_2.12	0.1		0e7cbe3faadc3f5925a024cee1bf5c62c30808d2
io.github.mvillafuertem	scalcite_2.12	0.1.1		96cf9b0272f680eff55a3489d4a2a6c946d4e605
io.github.oewntk	kwi	3.0.0		b17fbbbae08ef7a713da42e826b6bebd0544c3ee
io.github.scala-jwt	jwt-circe_2.13	0.0.1		a41aeee1fca935424eaac5cdef1b5eb63e7939ce
io.github.scala-jwt	jwt-circe_2.13	0.0.2		f95178ff875c5a8e57a9e14e806f6033b9f5e87a
io.github.scala-jwt	jwt-circe_2.13	0.1.0		a94c818ecdf9ddeb2dd0564a1f172d348653d70a
io.github.scala-jwt	jwt-circe_2.13	0.1.1		5d86a9b770572ee6c915f5f6ea5de0ac551f4ff4
io.github.scala-jwt	jwt-circe_2.13	0.1.2		5c622834652db1f20d9453a20b68db6c7c0f22ee
io.github.scala-jwt	jwt-circe_2.13	0.2.0		f6370d42655c6f2c5985fcb018fd7f559c3df0ff
io.github.scala-jwt	jwt-circe_2.13	0.3.0		41b0a026ea4cb6ed5eb04de6040dc10f8c2ceaa0
io.github.scala-jwt	jwt-circe_2.13	0.4.0		ee31fa393557b503b081c61d15ae21b2d29c88e3
io.github.wslxm	xj-fw-websocket	1.0.1		6732d8ed026edcbc489523535c2f4ea5d50b593e
io.github.wslxm	xj-fw-websocket	1.0.2		bbcb69b21542e306ccbd35b7da55a6f9b79f7409
io.github.wslxm	xj-fw-websocket	2.0.1		e635712e4e50224b1eb176f3cf3b28a3ebd48b58
io.github.zhangzih4n	crypto-wasm-js	0.1.0		N/A
io.github.zhangzih4n	crypto-wasm-js	0.1.1		N/A
io.github.zhangzih4n	crypto-wasm-js	0.10.0		N/A
io.github.zhangzih4n	crypto-wasm-js	0.3.0		N/A
io.github.zhangzih4n	crypto-wasm-js	0.4.0		N/A
io.github.zhangzih4n	crypto-wasm-js	0.5.0		N/A
io.github.zhangzih4n	crypto-wasm-js	0.6.0		N/A
io.github.zhangzih4n	crypto-wasm-js	0.7.0		N/A
io.github.zhangzih4n	crypto-wasm-js	0.7.1		N/A
io.github.zhangzih4n	crypto-wasm-js	0.7.2		N/A
io.github.zhangzih4n	crypto-wasm-js	0.7.3		N/A
io.github.zhangzih4n	crypto-wasm-js	0.8.0		N/A
io.github.zhangzih4n	crypto-wasm-js	0.9.0		N/A
io.leopard.boot	leopard-boot-counter	0.9.20		f8ea034e777e167aba97a6ed092798a7269546e5
io.mockk	mockk-core	1.12.8		100ef481d389e2a641928705d32e5ca3ddb1b400
io.mockk	mockk-core	1.13.0		2da90d323a030e331b45747bd973f5c4703c65e3
io.mockk	mockk-core	1.13.1		8287b1d172ca3ac04b928f4c9da4819ade7c2398
io.mockk	mockk-core	1.13.10		e4b74fd7153bc8c9070db85e13ba152d6dba447d
io.mockk	mockk-core	1.13.11		e4b74fd7153bc8c9070db85e13ba152d6dba447d
io.mockk	mockk-core	1.13.12		b94fe605ea8ff0f68f3feab065ae0b7d67860964
io.mockk	mockk-core	1.13.13		b94fe605ea8ff0f68f3feab065ae0b7d67860964
io.mockk	mockk-core	1.13.14		b94fe605ea8ff0f68f3feab065ae0b7d67860964
io.mockk	mockk-core	1.13.16		b94fe605ea8ff0f68f3feab065ae0b7d67860964
io.mockk	mockk-core	1.13.17		b94fe605ea8ff0f68f3feab065ae0b7d67860964
io.mockk	mockk-core	1.13.2		d3e5df3ec8527b49c0393e9e1aa46baa054d7d97
io.mockk	mockk-core	1.13.3		6e3f589acb28d12b9cb2964db69882b34ca43a52
io.mockk	mockk-core	1.13.4		c074d956789fe5a7dbf386b9ddb7e34d1618dbab
io.mockk	mockk-core	1.13.5		c074d956789fe5a7dbf386b9ddb7e34d1618dbab
io.mockk	mockk-core	1.13.6		c074d956789fe5a7dbf386b9ddb7e34d1618dbab
io.mockk	mockk-core	1.13.7		c074d956789fe5a7dbf386b9ddb7e34d1618dbab
io.mockk	mockk-core	1.13.8		e4b74fd7153bc8c9070db85e13ba152d6dba447d
io.mockk	mockk-core	1.13.9		e4b74fd7153bc8c9070db85e13ba152d6dba447d
io.mockk	mockk-core	1.14.0		b94fe605ea8ff0f68f3feab065ae0b7d67860964
io.mockk	mockk-core	1.14.2		b94fe605ea8ff0f68f3feab065ae0b7d67860964
io.opentelemetry	opentelemetry-api-baggage	0.13.0		525f88e36b46c48673eba5500196303d5bf7cdde
io.opentelemetry	opentelemetry-api-baggage	0.13.1		4f2c0c4c781e856ee2dc8bfca1736619f8b6b9a4
io.rdbc.pool	rdbc-pool-scala_2.12	0.0.1		d3a4774589270bdf3fb9e0be8eba13784bd8ec89
io.rdbc.pool	rdbc-pool-scala_2.12	0.0.10		d84cbc79930fd4e1a8a82297aee7482668fcc94c
io.rdbc.pool	rdbc-pool-scala_2.12	0.0.11		8c350f8985cee100787d0c116ba02c9cf2a06d40
io.rdbc.pool	rdbc-pool-scala_2.12	0.0.2		fbf20ebcd16f1262aee571cff3bb85f5376a1ac1
io.rdbc.pool	rdbc-pool-scala_2.12	0.0.4		eddc896531ab01acf45582529fe9bf83dd9ba80c
io.rdbc.pool	rdbc-pool-scala_2.12	0.0.5		25bcc87788e80ff27733e05811b1ddcdc7456b5b
io.rdbc.pool	rdbc-pool-scala_2.12	0.0.7		339857e603d4e8be8159fbd78f4973886b93020d
me.him188	kotlin-dynamic-delegation-tvossimulatorarm64	0.1.0-160.1		N/A
me.him188	kotlin-dynamic-delegation-tvossimulatorarm64	0.1.1-160.1		N/A
me.him188	kotlin-dynamic-delegation-tvossimulatorarm64	0.2.0-160.1		N/A
