cn.com.antcloud.api	antcloud-api-unicontact	1.0.3		c3fd82e91d10a5d24211700a10f0d82cbf6ec53d
io.agrest	agrest-cayenne	5.0.M11		52a2a4407172c2da89a5acba3d48593a40d62be0
io.agrest	agrest-cayenne	5.0.M12		efbfbff362e433755394cfe57350597fb4e5f285
io.agrest	agrest-cayenne	5.0.M13		bded934da07721053f0c6c2970e59a663fc22d92
io.agrest	agrest-cayenne	5.0.M14		9de0f0c2bd5d013bdc1f90d6c1906fc0c6cf571e
io.agrest	agrest-cayenne	5.0.M15		02ce037afacc092f76810069eac92307926c9530
io.agrest	agrest-cayenne	5.0.M16		2291b0acc9ef046ea04b45a01c08590cdf3be2c9
io.agrest	agrest-cayenne	5.0.M17		929bcb1cb3f28ce0525bcfbe19eee64b2439bd9f
io.agrest	agrest-cayenne	5.0.M18		22412a34b5dd4b7db995270bee7c6d000309b763
io.agrest	agrest-cayenne	5.0.M19		c3b4e1e48383adcf2710d59ad6b21c0017514305
io.agrest	agrest-cayenne	5.0.M2		217b1e09e9b9fadc9d3b591e0b3dd94228df969f
io.agrest	agrest-cayenne	5.0.M3		121d948ad2106130f25dc61f312ce82d33625df7
io.agrest	agrest-cayenne	5.0.M4		6355f8a0613610ad7215b4a490a2e58aa2655218
io.agrest	agrest-cayenne	5.0.M5		aff4e3e8fa6dcfde55d1312347fe1a75212f03d6
io.agrest	agrest-cayenne	5.0.M6		3affb606d4df21c439e34c45f150cf272cb21fde
io.agrest	agrest-cayenne	5.0.M7		c8412ea5aaa1e05453f6ae61bec08c98c2851081
io.agrest	agrest-cayenne	5.0.M8		dc49d222264d53617ab8720e1389c217de13f719
io.agrest	agrest-cayenne	5.0.M9		65fcddd934323dcad5967c685f356dcb88f642ff
io.enoa	enoa-log-log4j	1.6-beta.2		1a7f001779eef4c9925bc39fd4f1f69c220b6e45
io.enoa	enoa-log-log4j	1.7.0-beta		68243aa7c616822aafc253db28d476ad4177a19f
io.enoa	enoa-log-log4j	1.7.2-rc		ed61b769d90fe5fb0b75a6a1b07dc1bef841d51d
io.github.ZhongFuCheng3y	hades	1.0.2		N/A
io.github.ZhongFuCheng3y	hades	1.0.3		N/A
io.github.ZhongFuCheng3y	hades	1.0.4		N/A
io.github.julystars	network-core	1.0.8		f87f2aca60974bf16e325d08a80a7b52469eaae1
io.github.open-accelerators	channel-activity-analysis-common	1.0.2		deed6ea3dc58dbe3329269c256dd8a3b91810bfa
io.github.qsy7.java.aspects.transform	api	0.1.2		08acd3c7075fddb406ec88e00741e06488cadff2
io.github.qsy7.java.infrastructure.property.modules	cli-commons-cli	0.1.0		c5298b1dd9afec7e9c2fb7d80b440c860c6df8be
io.github.qsy7.java.infrastructure.property.modules	cli-commons-cli	0.1.2		88164f386f249d85c49448cbd7a2ac58a3b3ccb2
io.github.qsy7.java.infrastructure.property.modules	cli-commons-cli	0.3.2		71313d312b3e74aa625116872e1b72f3d411002e
io.github.qsy7.java.infrastructure.property.modules	cli-commons-cli	0.3.3		49d9e555fc4c65eda849eea654401d03c91c73de
io.gitlab.gui-vista	guivista-gui-metadata	0.4.1		816230f81d6daec6dd890c6b429ba07e74fdd43a
io.gitlab.gui-vista	guivista-gui-metadata	0.4.2		ca64f5b3349d252cc69468a49ae90c84f6b1f232
io.gitlab.gui-vista	guivista-gui-metadata	0.4.3		fbb2435a69c2f0daebffada19c88bad6bd1fadcb
io.gitlab.gui-vista	guivista-gui-metadata	0.5.0		2c552fde40788c35a9580ba675fff98c25af34c5
io.janstenpickle	trace4cats-dynamic-sampling-http-server_3	0.12.0		51da57d1b6b6483158dddf0a6a67a7678cd613a8
io.janstenpickle	trace4cats-dynamic-sampling-http-server_3	0.12.0-RC2+5-dd85de58		961d5d5aa4ec80c122f5fdf22cb14c02ee525c5e
io.janstenpickle	trace4cats-dynamic-sampling-http-server_3	0.13.0		c04f51bdd328899bde2d93249a449a06066be55a
io.janstenpickle	trace4cats-dynamic-sampling-http-server_3	0.13.1		faba7cd57a222396c08f6490a7fc2f55616ca0d3
io.janstenpickle	trace4cats-dynamic-sampling-http-server_3	0.13.1+17-59cc1884		184b0b9d50940ec3898949479e1639ceed42d873
io.janstenpickle	trace4cats-dynamic-sampling-http-server_3	0.13.1+25-71ae3965		713b07b7a82e7d65b63656a0aefc5086508f9e65
io.janstenpickle	trace4cats-dynamic-sampling-http-server_3	0.13.1+27-8a6d6764		2ecacc2617387972ab92c968d7f0b577b1b18f29
io.janstenpickle	trace4cats-dynamic-sampling-http-server_3	0.13.1+30-ef781dab		6f342c2e95c3435175f92c27edfc87c8f276033e
io.janstenpickle	trace4cats-dynamic-sampling-http-server_3	0.13.1+34-4430dfe9		82a0f2a8cf8d7edd4da17af2e8465dadcf096093
io.janstenpickle	trace4cats-dynamic-sampling-http-server_3	0.14.0		fc38f7c1e8a8f7be246aa6cca661426417689e04
io.ktor	ktor-server-partial-content-androidnativearm32	3.0.0		b3539d3575d4aac4a25beb7859e48ea1d4b46b29
io.ktor	ktor-server-partial-content-androidnativearm32	3.0.1		5df59768640ede2cab28d9a1dd0318946d39bac6
io.ktor	ktor-server-partial-content-androidnativearm32	3.0.2		9ac4a28b6d6982e4abe26cf70a0cb581f2e1285a
io.ktor	ktor-server-partial-content-androidnativearm32	3.0.3		236087ee15f55d590c390e85d9d16ac87fedbeca
io.ktor	ktor-server-partial-content-androidnativearm32	3.1.0		c8666aa89a12755e26ce632038d9c1eaa56582d8
io.ktor	ktor-server-partial-content-androidnativearm32	3.1.1		a6f73a701c686f4f0b3deb741386afd457f1c987
io.ktor	ktor-server-partial-content-androidnativearm32	3.1.2		172e44830bfeb3f400ad7e966c8eaff6a24e4c3b
io.mraa.upm	upm_cwlsxxa	0.8.0		3ec35754cb43a51f37d1224d77c680df7183306b
io.mraa.upm	upm_cwlsxxa	1.0.0		449989c447335d3b990458637baf96ab99f761f6
io.mraa.upm	upm_cwlsxxa	1.0.1		b3996e95f74eb8a95d30b0fe04f7b44efb428168
io.mraa.upm	upm_cwlsxxa	1.0.2		1eb2316cd443159eb0c725846c71bbc618a90b90
io.mraa.upm	upm_cwlsxxa	1.1.0		34f1efc5d3ba584a7199d1fec62b8994ef366691
io.mraa.upm	upm_cwlsxxa	1.2.0		8753078f50c089648230fbbd184bd962c5139a6e
io.mraa.upm	upm_cwlsxxa	1.3.0		b0b1a0d090ddcb88e92eaaac5f17ffa68bde6af6
io.mraa.upm	upm_cwlsxxa	1.5.0		01f3fbfa3fe9078a7d5ed0f0856f152d9c8ce7e0
io.mraa.upm	upm_cwlsxxa	1.6.0		6930b78e1c1a74347c1de5bad5780beada304fd1
io.mraa.upm	upm_cwlsxxa	1.7.1		b253dac6f16d254c4c3779199f52af7a80a38cc7
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	0.12.0		cb0eaf4978cd51d3141e536db697afa1a2ceec13
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	0.12.1		c3aacb3f3db502b1d80896c9556adefb2e3f0b4e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	0.13.0		9fa48377aaab02abd2634df78e17dad7517e8e8c
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	0.13.1		ec57d84d0bbce12970b53ae0518b0f55abbf7221
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	0.14.0		f987eb5639ddcf6a6341b678c442ebe3a8319710
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	0.14.0	all	05d57e075280d54212881c1c8cd24db3156fd3e4
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	0.15.0		877e05423f00750d6583f94d5298c3021b963b28
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	0.15.0	all	8c8621d06e8e381fc8c4577d99bcbc5c1d6a40fc
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	0.15.1		58fa4d68845f98ba127355ec5846bec6ef35fbe1
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	0.15.1	all	3bfd765e9c4e81f52c4bb37a064926686a7be0f2
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	0.16.0		30201c64c26dc34bf9ebc079e01e25cc96ec5d64
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	0.16.0	all	6f2c01dd5fa8601425624b354a8d11f2989f81fb
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	0.16.1		21a8168757b78796754e625a1e2423c6f0361417
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	0.16.1	all	9bced38c69eae73b6d4bba79e2c8d57779988286
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	0.17.0-alpha		c14cbcd2d50851ab397908178a1c9c701932fb31
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	0.17.0-alpha	all	e0edaea63aac7f8718c6cbb5501dcb7ac59a7d5b
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.0.0-alpha		b83fab7524801126185a337102856ed1510850ff
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.0.0-alpha	all	d87870a690cd2fe7870670c60c1633da8a86cf7b
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.0.1-alpha		cc731a624041b61e7b0babd58af17a3e88811478
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.0.1-alpha	all	c87675eac2aecfc0d9b41e008f3ae6c9ab49d934
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.14.0-alpha		7e9c3a3c9dd03d88b848aecaa289d10f0f290557
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.15.0-alpha		01f4b8ccbf35250cfa66c984df3f78d0934aa6a4
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.16.0-alpha		13a4e7ce6d0df4bc5ce8e2aad6b3ebdb37f6f5ee
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.17.0-alpha		3ce076ac7a8e93a2e3a56c1035007e0de8f0f1fa
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.18.0-alpha		affcb1b898e4cd48af2b1acf52c058d3b17e154a
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.19.0-alpha		015ae6535c09d6811b1be7ad222dca964cf584a5
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.19.1-alpha		5fe21656bf6a4cee5b1f00a4d4e46accc9d4a4ed
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.19.2-alpha		6d935a36330d9b0af20c7a3ed17ad6c620c75f44
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.20.0-alpha		58a158e3a8cea96d34cecd0598648ad81c40a6a2
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.20.1-alpha		d34c42163c7060c59189efd67476d3c651b272c1
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.20.2-alpha		957e5564ed5614ef663ff010e25fa0b320e42a5a
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.21.0-alpha		cec8466663010be989fedc4766a68181b9d1e6a2
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.22.0-alpha		30d8bfc89466963b21185c6f76aa88003371ba1f
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.22.1-alpha		9cb0cbd704109c07a019942e512eef31cde40cf4
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.23.0-alpha		e933f449aaa2775b29e951cc1c60e3a335064058
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.24.0-alpha		a811e0661857e6adef27189083527795b3375622
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.25.0-alpha		a6418db34511d7063fbf51b7e0c677365c270602
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.25.1-alpha		5ebba4a0dc422acf27a5a480ec51997e5d2b02e8
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.26.0-alpha		770afed42e63d12c6cffc33d37c555f23a1a5fda
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.27.0-alpha		75052f012cfb56eb4583de554371a188bd17bbd2
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.28.0-alpha		a7a7cc81fb9efafc90f73927e2f225b2c8432528
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.29.0-alpha		405c2cb68616ee4ab3acaff60c50971f8503cb49
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.30.0-alpha		34646c4437935103328afd5fdbc8ebfb513d5a29
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.31.0-alpha		f2eb57dfcf93c4f9a3137609323781f6fcdbc986
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.32.0-alpha		beb59d488060927db58ae2097bbc0549c2692343
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.32.1-alpha		ad2f6963a7df767fac441a6da22a8c541496b6fb
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.33.0-alpha		38cc43fb093e0337a67d6350b03cd65ea767cf74
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.33.1-alpha		466ca107b05b1ec96db06ca4fb032a272d8f8626
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.33.2-alpha		6525f9598bbdaec09e98b5b351996a3bcd60d095
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.33.3-alpha		b348d675c02b4c428044fce90952743aa1271422
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.33.4-alpha		528397ad068cf14d52cbed1ad8beaae1238af029
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.33.5-alpha		0c97fc00585697565c0fff50ed449c9911ccb162
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	1.33.6-alpha		a5d0c2574b6e0969f65ba18f0d70d3afafe813e5
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	2.0.0-alpha		e3a0558bac86dcffb9aea124bf3a64f81b2fcdbd
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	2.1.0-alpha		fe804c6fb8a747bf2573c651749dd8c949b98ef1
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	2.10.0-alpha		fe467eafe30e0adddd91e35aa1379de34d87ed31
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	2.11.0-alpha		9c7515bba43ca3ef6db8522ef08827bd0c28fc39
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	2.12.0-alpha		c81596c3cf434e73806b152ceb2b689b1a4fdd7c
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	2.13.0-alpha		855905d6fa7968be233ce407c402dfacfce802d6
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	2.13.1-alpha		08ba451ef863c1c379ecc47d8b1a438bbd62b36b
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	2.13.2-alpha		8d48bd062ccea9128fcf8a660f689d540df4294d
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	2.13.3-alpha		543f55ad70798757b105e5c6357dda7b3134e8b7
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	2.14.0-alpha		871ed69db963a4480aaef31fc1e92a4961d22aa9
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	2.15.0-alpha		c9e2f74d3eba7a360102b7c4c2fe0450078b181a
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	2.2.0-alpha		f0dc8b63a5be3cff0fda7d046010ee3a0055a066
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	2.3.0-alpha		a7d804cf7a507293e006055dae61d54025690d08
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	2.4.0-alpha		297dcc87047fb76ebee221fc5a107794f208bfd6
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	2.5.0-alpha		75b28d74ebe089f2f1b8d4dc08a7b668cab0c781
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	2.6.0-alpha		6fe47ccf99facfacf805899054a9564394638472
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	2.7.0-alpha		da7964e6a0b0b38b57cb95e73f916ffcf5e9e605
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	2.8.0-alpha		21145906166fb3797bc25ebd062d511616b2e993
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-hibernate-common	2.9.0-alpha		8719477df42f3fba53731fb1dc6052e52bad97af
io.payworks.labs.tcpmocker	tcp-mocker-recordings	1.0.167.RELEASE		5a52409849384efc5eb2a029c1a830651926a6da
io.payworks.labs.tcpmocker	tcp-mocker-recordings	1.0.202.RELEASE		36b3f39dd15a079c1cd58b813b1504d9ac5b34de
io.payworks.labs.tcpmocker	tcp-mocker-recordings	1.0.207.RELEASE		0d69873a4b20a4da0d058da92435a87182e91cc6
io.payworks.labs.tcpmocker	tcp-mocker-recordings	1.0.210.RELEASE		36fa3c7c8209d9a1a5287fa000f6ed1188a70064
io.payworks.labs.tcpmocker	tcp-mocker-recordings	1.0.215.RELEASE		8174285b6cd984964625ce8cbaede52ba05b24e1
io.payworks.labs.tcpmocker	tcp-mocker-recordings	1.0.218.RELEASE		bd04dffeb4cdbe22282cebbd8b5dbbbad514c94e
io.payworks.labs.tcpmocker	tcp-mocker-recordings	1.0.248.RELEASE		9b2b7db7add94618944cf55e7b885d00974e056c
io.payworks.labs.tcpmocker	tcp-mocker-recordings	1.0.249.RELEASE		c86d6320e7deaad64ed8d3ebb2673e90bbe18d5e
io.payworks.labs.tcpmocker	tcp-mocker-recordings	1.0.250.RELEASE		a10ab5cba41b7c5c444719558355b3d77ea049b0
io.reactivex	rxandroid	0.21.0		5043a4a51b9b85c0ef4e11f6766c797e95616b96
io.reactivex	rxandroid	0.21.0	benchmarks	e5b07fc0c90b327aaeaac62d5c07d66bcbf1fa41
io.reactivex	rxandroid	0.22.0		2d31bf524cba8022c3252eae023a6721b38856a2
io.reactivex	rxandroid	0.22.0	benchmarks	e97527d73ae32a71127378990942ebee6f18b1c5
io.reactivex	rxandroid	0.23.0		9c437ce12df38b57fde4e3bb38ef6859f85ff737
io.reactivex	rxandroid	0.23.0	benchmarks	cd89da49ce3732b757223f6093a657574bc1c26f
io.reactivex	rxandroid	0.24.0		42dab493b8f74b164e082f281480c9d493ff89da
io.reactivex	rxandroid	0.24.0	benchmarks	4a001cb0caf0bf9d625080e283e8ea83b3710d40
io.reactivex	rxandroid	0.25.0		866b539d3ae58abbd47880f243c02f914fec5cda
io.reactivex	rxandroid	0.25.0	benchmarks	8ed2686cee4e566933f1754f6ba85837bbfce2c8
io.reactivex	rxandroid	1.0.0		N/A
io.reactivex	rxandroid	1.0.0-rc1		N/A
io.reactivex	rxandroid	1.0.1		N/A
io.reactivex	rxandroid	1.0.2		N/A
io.reactivex	rxandroid	1.1.0		N/A
io.reactivex	rxandroid	1.2.0		N/A
io.reactivex	rxandroid	1.2.1		N/A
io.rsocket.kotlin	rsocket-transport-ktor-websocket-client-androidnativearm32	0.20.0		N/A
io.servicetalk	servicetalk-http-security-jersey3-jakarta9	0.42.44		2991947dd0dd4d074811ce492642c86176a483b8
io.servicetalk	servicetalk-http-security-jersey3-jakarta9	0.42.45		e12001dcf45806c037a4079ffb5678b3d20988fb
io.servicetalk	servicetalk-http-security-jersey3-jakarta9	0.42.46		963b8457c6b8e278e87aafeed3a859b9b7a82d2e
io.servicetalk	servicetalk-http-security-jersey3-jakarta9	0.42.47		395ee8052bcd7bf43980829fe5be3b9364c11781
io.servicetalk	servicetalk-http-security-jersey3-jakarta9	0.42.48		69681b66475543c78e9b6b162b98a45c2a95df8b
io.servicetalk	servicetalk-http-security-jersey3-jakarta9	0.42.49		a07b43b4b81fd9c2db3b6e885f6d029b051816f7
io.servicetalk	servicetalk-http-security-jersey3-jakarta9	0.42.50		7e6f4f7c17d51c2d2ee00c5071d8b4891259aebf
io.servicetalk	servicetalk-http-security-jersey3-jakarta9	0.42.51		39736ded5d416cb6494e67cbb8e74981124d0012
io.servicetalk	servicetalk-http-security-jersey3-jakarta9	0.42.52		495849d074664af0ab0f7099e9c8015c1ea26c04
io.servicetalk	servicetalk-http-security-jersey3-jakarta9	0.42.53		eccbdc1d9a28fafe4154ac651dbf8a65c94e52bb
io.servicetalk	servicetalk-http-security-jersey3-jakarta9	0.42.54		2fd27d28e743ab6336b54bd668edd45f4f953004
io.servicetalk	servicetalk-http-security-jersey3-jakarta9	0.42.55		d5f02aa18873421ca4c2fb4ec20fd3285991e581
io.servicetalk	servicetalk-http-security-jersey3-jakarta9	0.42.56		539e6d3fccaea453f32085b8b2a9c5eb6a402171
io.vertx	vertx-stack-depchain	3.0.0		N/A
io.vertx	vertx-stack-depchain	3.0.0-dev_preview1		N/A
io.vertx	vertx-stack-depchain	3.0.0-milestone2		N/A
io.vertx	vertx-stack-depchain	3.0.0-milestone3		N/A
io.vertx	vertx-stack-depchain	3.0.0-milestone4		N/A
io.vertx	vertx-stack-depchain	3.0.0-milestone5		N/A
io.vertx	vertx-stack-depchain	3.0.0-milestone6		N/A
io.vertx	vertx-stack-depchain	3.1.0		N/A
io.vertx	vertx-stack-depchain	3.2.0		N/A
io.vertx	vertx-stack-depchain	3.2.1		N/A
io.vertx	vertx-stack-depchain	3.3.0		N/A
io.vertx	vertx-stack-depchain	3.3.0.CR1		N/A
io.vertx	vertx-stack-depchain	3.3.0.CR2		N/A
io.vertx	vertx-stack-depchain	3.3.1		N/A
io.vertx	vertx-stack-depchain	3.3.2		N/A
io.vertx	vertx-stack-depchain	3.3.3		N/A
io.vertx	vertx-stack-depchain	3.4.0		N/A
io.vertx	vertx-stack-depchain	3.4.0.Beta1		N/A
io.vertx	vertx-stack-depchain	3.4.1		N/A
io.vertx	vertx-stack-depchain	3.4.2		N/A
io.vertx	vertx-stack-depchain	3.5.0		N/A
io.vertx	vertx-stack-depchain	3.5.0.Beta1		N/A
io.vertx	vertx-stack-depchain	3.5.1		N/A
io.vertx	vertx-stack-depchain	3.5.2		N/A
io.vertx	vertx-stack-depchain	3.5.2.CR1		N/A
io.vertx	vertx-stack-depchain	3.5.2.CR2		N/A
io.vertx	vertx-stack-depchain	3.5.2.CR3		N/A
io.vertx	vertx-stack-depchain	3.5.3		N/A
io.vertx	vertx-stack-depchain	3.5.3.CR1		N/A
io.vertx	vertx-stack-depchain	3.5.4		N/A
io.vertx	vertx-stack-depchain	3.6.0		N/A
io.vertx	vertx-stack-depchain	3.6.0.CR1		N/A
io.vertx	vertx-stack-depchain	3.6.0.CR2		N/A
io.vertx	vertx-stack-depchain	3.6.1		N/A
io.vertx	vertx-stack-depchain	3.6.2		N/A
io.vertx	vertx-stack-depchain	3.6.3		N/A
io.vertx	vertx-stack-depchain	3.7.0		N/A
io.vertx	vertx-stack-depchain	3.7.1		N/A
io.vertx	vertx-stack-depchain	3.8.0		N/A
io.vertx	vertx-stack-depchain	3.8.1		N/A
io.vertx	vertx-stack-depchain	3.8.2		N/A
io.vertx	vertx-stack-depchain	3.8.3		N/A
io.vertx	vertx-stack-depchain	3.8.4		N/A
io.vertx	vertx-stack-depchain	3.8.5		N/A
io.vertx	vertx-stack-depchain	3.9.0		N/A
io.vertx	vertx-stack-depchain	3.9.1		N/A
io.vertx	vertx-stack-depchain	3.9.10		N/A
io.vertx	vertx-stack-depchain	3.9.11		N/A
io.vertx	vertx-stack-depchain	3.9.12		N/A
io.vertx	vertx-stack-depchain	3.9.13		N/A
io.vertx	vertx-stack-depchain	3.9.14		N/A
io.vertx	vertx-stack-depchain	3.9.15		N/A
io.vertx	vertx-stack-depchain	3.9.16		N/A
io.vertx	vertx-stack-depchain	3.9.2		N/A
io.vertx	vertx-stack-depchain	3.9.3		N/A
io.vertx	vertx-stack-depchain	3.9.4		N/A
io.vertx	vertx-stack-depchain	3.9.5		N/A
io.vertx	vertx-stack-depchain	3.9.6		N/A
io.vertx	vertx-stack-depchain	3.9.7		N/A
io.vertx	vertx-stack-depchain	3.9.8		N/A
io.vertx	vertx-stack-depchain	3.9.9		N/A
io.vertx	vertx-stack-depchain	4.0.0		N/A
io.vertx	vertx-stack-depchain	4.0.0-milestone1		N/A
io.vertx	vertx-stack-depchain	4.0.0-milestone2		N/A
io.vertx	vertx-stack-depchain	4.0.0-milestone3		N/A
io.vertx	vertx-stack-depchain	4.0.0-milestone4		N/A
io.vertx	vertx-stack-depchain	4.0.0-milestone5		N/A
io.vertx	vertx-stack-depchain	4.0.0.Beta1		N/A
io.vertx	vertx-stack-depchain	4.0.0.Beta2		N/A
io.vertx	vertx-stack-depchain	4.0.0.Beta3		N/A
io.vertx	vertx-stack-depchain	4.0.0.CR1		N/A
io.vertx	vertx-stack-depchain	4.0.0.CR2		N/A
io.vertx	vertx-stack-depchain	4.0.1		N/A
io.vertx	vertx-stack-depchain	4.0.2		N/A
io.vertx	vertx-stack-depchain	4.0.3		N/A
io.vertx	vertx-stack-depchain	4.1.0		N/A
io.vertx	vertx-stack-depchain	4.1.0.Beta1		N/A
io.vertx	vertx-stack-depchain	4.1.0.CR1		N/A
io.vertx	vertx-stack-depchain	4.1.0.CR2		N/A
io.vertx	vertx-stack-depchain	4.1.1		N/A
io.vertx	vertx-stack-depchain	4.1.2		N/A
io.vertx	vertx-stack-depchain	4.1.3		N/A
io.vertx	vertx-stack-depchain	4.1.4		N/A
io.vertx	vertx-stack-depchain	4.1.5		N/A
io.vertx	vertx-stack-depchain	4.1.6		N/A
io.vertx	vertx-stack-depchain	4.1.7		N/A
io.vertx	vertx-stack-depchain	4.1.8		N/A
io.vertx	vertx-stack-depchain	4.2.0		N/A
io.vertx	vertx-stack-depchain	4.2.0.Beta1		N/A
io.vertx	vertx-stack-depchain	4.2.0.CR1		N/A
io.vertx	vertx-stack-depchain	4.2.1		N/A
io.vertx	vertx-stack-depchain	4.2.2		N/A
io.vertx	vertx-stack-depchain	4.2.3		N/A
io.vertx	vertx-stack-depchain	4.2.4		N/A
io.vertx	vertx-stack-depchain	4.2.5		N/A
io.vertx	vertx-stack-depchain	4.2.6		N/A
io.vertx	vertx-stack-depchain	4.2.7		N/A
io.vertx	vertx-stack-depchain	4.3.0		N/A
io.vertx	vertx-stack-depchain	4.3.1		N/A
io.vertx	vertx-stack-depchain	4.3.2		N/A
io.vertx	vertx-stack-depchain	4.3.3		N/A
io.vertx	vertx-stack-depchain	4.3.4		N/A
io.vertx	vertx-stack-depchain	4.3.5		N/A
io.vertx	vertx-stack-depchain	4.3.6		N/A
io.vertx	vertx-stack-depchain	4.3.7		N/A
io.vertx	vertx-stack-depchain	4.3.8		N/A
io.vertx	vertx-stack-depchain	4.4.0		N/A
