at.released.cassettes	cassettes-base-androidnativex86	0.1-alpha01		N/A
com.liferay	com.liferay.headless.delivery.api	33.0.0		59b5ccc2c4015bf00879bce05941e1172cf75d9c
com.liferay	com.liferay.headless.delivery.api	34.0.0		fbc1f6071ccc5fd165a7a5197f81cb2645e93e4b
com.liferay	com.liferay.headless.delivery.api	34.0.1		32df7fa9d995d4ade3f81cf627ebdf223b56acc8
com.liferay	com.liferay.headless.delivery.api	34.0.2		ac7ff8aa489e1b856510bdb9d508d193f5c844b7
com.liferay	com.liferay.headless.delivery.api	34.0.3		ba8fd094585c8d904f4b6a4e4f7cb6c42e1a5be0
com.liferay	com.liferay.headless.delivery.api	35.0.0		62238c87bf7c47984258e9d074925b4c5b3c1e96
com.liferay	com.liferay.headless.delivery.api	35.0.1		6afa79f7f8a8feff4ef983bd1999b4bb05928bba
com.liferay	com.liferay.headless.delivery.api	35.0.2		789e3da8de15d996853250541f8820f98b12cfbd
com.liferay	com.liferay.headless.delivery.api	35.0.3		52fe8ef16acd40fe12c809fa03d708be8c4959c2
com.liferay	com.liferay.headless.delivery.api	35.1.0		60d7393cfe5371a61214eaefd9aded71a308de6c
com.liferay	com.liferay.headless.delivery.api	35.2.0		cb5b2cbad337d032ab2b000edbc246cb4282e447
com.liferay	com.liferay.headless.delivery.api	35.3.0		d3e14d1809dc72edd3a69e42de2812841a014ee7
com.liferay	com.liferay.headless.delivery.api	35.3.1		f7ada4c69ca1cffabc9df7649d5fc561489514bd
com.liferay	com.liferay.headless.delivery.api	35.4.0		3e3f46767faed4fea27d520bae5cb2bdbed90bd5
com.liferay	com.liferay.headless.delivery.api	35.5.0		0a6acc9158ad9d5acc1f3e09b74bb4ae4a04584a
com.liferay	com.liferay.headless.delivery.api	36.0.0		2bccfdb4091860b6295e1483bbe50053a6242c91
com.liferay	com.liferay.headless.delivery.api	36.1.0		cc56d98af3a19d9fcb2e0aa756c9f2e78a421766
com.liferay	com.liferay.headless.delivery.api	36.1.1		6b9d82ef54614bece7457c63f277fee025bbc81a
com.liferay	com.liferay.headless.delivery.api	36.1.2		27c24853c9c2a498391f02db2d79c6b4c5ed888d
com.liferay	com.liferay.headless.delivery.api	36.2.0		42f2c3023e3e9810ab314e2dde73e5a70426674f
com.liferay	com.liferay.headless.delivery.api	37.0.0		7ad1c793655eeae80e26510051c6e8bf54495df4
com.liferay	com.liferay.headless.delivery.api	37.1.0		c9e360bf4eb93e34a1f297607439844e2906ea3c
com.liferay	com.liferay.headless.delivery.api	38.0.0		0dffead4cbc8b9c331816ff150c50bbcc379102f
com.liferay	com.liferay.headless.delivery.api	38.0.1		c906d0c7fed0459b96c274ff6bfb85c8d1edc648
com.liferay	com.liferay.headless.delivery.api	38.1.0		2904c9ed24d9d3a9fc24a4caa449e07743121e97
com.liferay	com.liferay.headless.delivery.api	38.2.0		77b31b060f98b5cbe2d6250d181f13f0baa88a3b
com.liferay	com.liferay.headless.delivery.api	38.3.0		ee74642d6a79b7fcb9f151cb33a7a8c3fa32769f
com.liferay	com.liferay.headless.delivery.api	39.0.0		28c5e081bcc079e296eba408a90e0363d34c9b2d
com.liferay	com.liferay.headless.delivery.api	39.1.0		6d040eed7e81721c2875d4356e3f2bb17e6dcf45
com.liferay	com.liferay.headless.delivery.api	39.2.0		ed45923e452db07630315117e70668f38936f5e5
com.liferay	com.liferay.headless.delivery.api	39.3.0		cf9c2f36bac101e39b02435ed6edc07012a9feb2
com.liferay	com.liferay.headless.delivery.api	39.4.0		7449f552b82612265f7086028e225b97c9bdb37c
com.liferay	com.liferay.headless.delivery.api	4.0.0		0ae8c73c693df7ac537765501661cab83c552391
com.liferay	com.liferay.headless.delivery.api	4.1.0		6a228a9aca91fb2e1940155a8bb714c86e20048f
com.liferay	com.liferay.headless.delivery.api	4.1.1		6b3e77e09e82b355678eace4a1e143852ba741f5
com.liferay	com.liferay.headless.delivery.api	4.2.0		4a83ab684c60230455f09e5bcd0f99948d50e34a
com.liferay	com.liferay.headless.delivery.api	4.3.0		004d497f76107786b6c6a3492dc97f60a5bc3535
com.liferay	com.liferay.headless.delivery.api	4.4.0		44f73ae593272508f18a22029c130123024912f5
com.liferay	com.liferay.headless.delivery.api	4.4.1		60a4e4ce7cfe6c59122b461843323bb07edb0372
com.liferay	com.liferay.headless.delivery.api	40.0.0		b335f6612da7072ab96a755fadcb5f4b90726c02
com.liferay	com.liferay.headless.delivery.api	41.0.0		43b387e98d14e719015e91d462508a75dbff79bf
com.liferay	com.liferay.headless.delivery.api	41.1.0		78a6ee5d5bdf4d2d2f7fd163b2bd6b780f92fca9
com.liferay	com.liferay.headless.delivery.api	41.2.0		e3ed7becc503999380c12e1111dfbad8e71630f8
com.liferay	com.liferay.headless.delivery.api	41.3.0		4ec4967c5a114264e8a326830c768e9ea3929e22
com.liferay	com.liferay.headless.delivery.api	41.4.0		196f261748a1f412b39f3eb806c74e5529c51024
com.liferay	com.liferay.headless.delivery.api	41.5.0		a3d6195de78c3fffd9301639c5a98eeb8d396bbb
com.liferay	com.liferay.headless.delivery.api	41.6.0		95f6d6e940b8e387647333adbfd93a3e91fb2740
com.liferay	com.liferay.headless.delivery.api	41.7.0		c3e06bab624a0e89a1e4ba5d6a3cd05deb8c23ed
com.liferay	com.liferay.headless.delivery.api	42.0.0		dbbd6f6614f144e998014e4f03bfcae19ca929a5
com.liferay	com.liferay.headless.delivery.api	42.1.0		f16102fe81977f2e75bee3ce6942d777c2fd3a0c
com.liferay	com.liferay.headless.delivery.api	42.2.0		eaa571a3617b4adf9114b4355ee5001e7b3f933c
com.liferay	com.liferay.headless.delivery.api	42.2.1		8937eddea55c5c603309a130e933896446d4fcc1
com.liferay	com.liferay.headless.delivery.api	42.2.2		90ced2dabf818d6d40bf73c914f5bdd0bd715c6d
com.liferay	com.liferay.headless.delivery.api	43.0.0		381fc3b780dc49a4fcd338b0d7848ba6e08619e7
com.liferay	com.liferay.headless.delivery.api	43.0.1		65f5f5d79cadb37f850d0f2bd123008390f5d558
com.liferay	com.liferay.headless.delivery.api	43.1.0		a993aff71ad5e8955fdbe23a40b40ed46274b774
com.liferay	com.liferay.headless.delivery.api	43.2.0		d27166e8b40b1ad38a7c3332bc179c5f0781045d
com.liferay	com.liferay.headless.delivery.api	43.2.1		2339f70b3a844d9d751c6f1f8492a4301652844c
com.liferay	com.liferay.headless.delivery.api	43.2.2		84070f5b7f2caf2e863410b0d052f3841e9db496
com.liferay	com.liferay.headless.delivery.api	44.0.0		528e1d81891f9ce2925caaf80849e34013cc856a
com.liferay	com.liferay.headless.delivery.api	44.0.1		1eee5faa6f941e8ffc95dd2e82b9be17dcedd9c1
com.liferay	com.liferay.headless.delivery.api	44.1.0		ec6e9d7006cf5659f8493fedfdb928d25b48bc06
com.liferay	com.liferay.headless.delivery.api	44.1.1		e1845f4ba201d8311e11210b94b1f4527ccb5dc6
com.liferay	com.liferay.headless.delivery.api	44.2.0		31d27d7f876debd56415c6c23cd39c4d297080d6
com.liferay	com.liferay.headless.delivery.api	44.2.1		723eaa1e5c083979e07a944708052e966c8986ad
com.liferay	com.liferay.headless.delivery.api	44.2.2		f2d39188e226af7b06507fae60ba26025e4e114c
com.liferay	com.liferay.headless.delivery.api	45.0.0		8bc2654a7a925e889fa87ed544f3e88742a9ff4a
com.liferay	com.liferay.headless.delivery.api	45.0.1		105e2cc34e54ea660d3de9cdf4c699489dcdf914
com.liferay	com.liferay.headless.delivery.api	45.1.0		7229e13e92c5e028215b9b9cf23352894fe7c51c
com.liferay	com.liferay.headless.delivery.api	45.1.1		4809ad96c109de26153faa493cf224019462ff2d
com.liferay	com.liferay.headless.delivery.api	46.0.0		73e31b0d27c5bb6940e45de2ba5cd50b8e23c1b2
com.liferay	com.liferay.headless.delivery.api	46.1.0		62ed5770c08850d4d145cdcdfeaa12543fe9558c
com.liferay	com.liferay.headless.delivery.api	46.2.0		fd25c0c7faaa07b894b78c874afdb4a2ce14fd52
com.liferay	com.liferay.headless.delivery.api	46.3.0		c24623abb04ab92e2bdcb5f7179cabc3b50538aa
com.liferay	com.liferay.headless.delivery.api	46.3.1		0c187c36f1949d39ce0233e4c1477095f102dde4
com.liferay	com.liferay.headless.delivery.api	46.3.2		a53ddf3d18b05b24bb700b60f029d3d739ddc374
com.liferay	com.liferay.headless.delivery.api	46.4.0		0773f4b6f0b6c073f9c03be8ece08cbe06a59db6
com.liferay	com.liferay.headless.delivery.api	46.4.1		1f23d1ef0350e2aa5c83a962db420de271b5d61b
com.liferay	com.liferay.headless.delivery.api	46.5.0		b1d8662414cff720ef10cf56e3d4ac500687e9f2
com.liferay	com.liferay.headless.delivery.api	46.6.0		c01ca6016691e7f0aedb86e0d777f5fb932876b2
com.liferay	com.liferay.headless.delivery.api	47.0.0		1730388c35aafe7d169c2fcb38c604286e94c0d1
com.liferay	com.liferay.headless.delivery.api	47.1.0		c96bac3de3b125e594321a3ba817d2aa821a7761
com.liferay	com.liferay.headless.delivery.api	47.2.0		ca505327728558d7bf19bccdb8733c012a443323
com.liferay	com.liferay.headless.delivery.api	47.2.1		4737b4c3ac4c0d3d55bb646cd028213c06b4c407
com.liferay	com.liferay.headless.delivery.api	47.3.0		5857bc57a1c531dc956d6aaf893bded9299bfb6f
com.liferay	com.liferay.headless.delivery.api	47.4.0		73a546bf808eaa44bd8d25646e7c00f041a9ca62
com.liferay	com.liferay.headless.delivery.api	47.5.0		0ca2ceb1fc95e9b1ed21c09db585e1be44575777
com.liferay	com.liferay.headless.delivery.api	47.6.0		ead79e177be3f9af4e84dac8b6c13d7e73b09d2b
com.liferay	com.liferay.headless.delivery.api	48.0.0		4818d2a58ec219dcb2f10d987040494fe7e096cd
com.liferay	com.liferay.headless.delivery.api	48.0.1		fdca4d622066a28697c1773d71b2833d3647e7f3
com.liferay	com.liferay.headless.delivery.api	48.1.0		6f0fb250a07aee72459199162529b4d539752bcf
com.liferay	com.liferay.headless.delivery.api	48.1.1		2fcf987c3504e601d99d80bf5d4cc749cdb8905b
com.liferay	com.liferay.headless.delivery.api	48.2.0		79cb5cc248521a8970310367b8f287ff78e44a3e
com.liferay	com.liferay.headless.delivery.api	48.3.0		3d505e9a83c37cec9b8f4656a7b186ed77aa8688
com.liferay	com.liferay.headless.delivery.api	48.4.0		0d02be042a803bf5d6ac3bc6b3ba867f5f04b0a7
com.liferay	com.liferay.headless.delivery.api	48.5.0		484d39937b3948c68a461df89c4cbcc12f369558
com.liferay	com.liferay.headless.delivery.api	48.5.1		31b4a47c9087d740c86d5859b7846aa2eae43285
com.liferay	com.liferay.headless.delivery.api	49.0.0		33b192a2293c18544144bd60d8c5a0d800adddac
com.liferay	com.liferay.headless.delivery.api	49.1.0		fc222047eb99a07f594eee3ae9bc0056e4bde5e7
com.liferay	com.liferay.headless.delivery.api	49.10.0		bf80af0ec421e444f9626b40ad84183d1502c869
com.liferay	com.liferay.headless.delivery.api	49.11.0		a1d3776f376109c0122ea7de3964bbf38b2b7ad1
com.liferay	com.liferay.headless.delivery.api	49.12.0		e9312b60c5c854a9501d63cea72128030c1597c0
com.liferay	com.liferay.headless.delivery.api	49.13.0		e8926ebde3bd98ecbebc1225dee35dd17396fbbe
com.liferay	com.liferay.headless.delivery.api	49.13.1		b5684778cb0ba1399b77980fe6ca78c7bfe3cedf
com.liferay	com.liferay.headless.delivery.api	49.14.0		06287db701f42cc221672b2db057f039d7a57dbd
com.liferay	com.liferay.headless.delivery.api	49.15.0		ee033337357aa0de711f858969d75b2987f7b144
com.liferay	com.liferay.headless.delivery.api	49.16.0		5d369fb809e5ec950835c4cd507908bd8b17fce6
com.liferay	com.liferay.headless.delivery.api	49.17.0		4d18872488fc54c1340656e91e186f0fb382ee0e
com.liferay	com.liferay.headless.delivery.api	49.18.0		d78d99126bb55a31bfd2a49cb7a3aa4af50e2e88
com.liferay	com.liferay.headless.delivery.api	49.19.0		83435803c150a3688347a9c49b3f4630433f45a1
com.liferay	com.liferay.headless.delivery.api	49.2.0		c6197a27071c4e8e6f7471c9b9ade819af56c411
com.liferay	com.liferay.headless.delivery.api	49.20.0		af012d808245dc5b7f8be6c5c103f5ca4d9a6a33
com.liferay	com.liferay.headless.delivery.api	49.3.0		9b4a9141486e1830a9458556d08e41d70d8a844c
com.liferay	com.liferay.headless.delivery.api	49.3.1		5d735e1c4fb11f7a093e419a5613c064fec79e63
com.liferay	com.liferay.headless.delivery.api	49.3.2		029d26c1a72662934b2870d2dc12ea4dda0bd656
com.liferay	com.liferay.headless.delivery.api	49.4.0		811e8315db898c64798cc717672b6789a191279a
com.liferay	com.liferay.headless.delivery.api	49.5.0		7b7d9e24433185f4adc8eb610eec11f8b15bef62
com.liferay	com.liferay.headless.delivery.api	49.6.0		00f33f239afa08498b6cb804ed361d1356287587
com.liferay	com.liferay.headless.delivery.api	49.7.0		734c923d42728d6c443ef7936f2c34572afb2386
com.liferay	com.liferay.headless.delivery.api	49.7.1		8d7856deecb4b400569bcb2583f3bfe556200db1
com.liferay	com.liferay.headless.delivery.api	49.8.0		d5719c7c3a674b4406f55143c1c487434375df1a
com.liferay	com.liferay.headless.delivery.api	49.9.0		30247ad3657f51359a961c81fc40f66b7381e534
com.liferay	com.liferay.headless.delivery.api	5.0.0		80e6e1cf1ed524e59293b5dfda87d5fffd58cda3
com.liferay	com.liferay.headless.delivery.api	5.1.0		d5043577effbf500f50fea53c4f7f27e29f397ff
com.liferay	com.liferay.headless.delivery.api	5.1.1		8e7eee44a9e886b5b77b37364c22bc6faec59589
com.liferay	com.liferay.headless.delivery.api	5.2.0		a8c36bb1d828f30f9842006ee9b9b16247c26dad
com.liferay	com.liferay.headless.delivery.api	5.3.0		1a23a7ce8bbe7ecb3389b898747d4811549e1cb9
com.liferay	com.liferay.headless.delivery.api	5.4.0		ba039fc745b95301f4ca4a5a46fbb98360c3f126
com.liferay	com.liferay.headless.delivery.api	5.4.1		0a9e5e5853d64663e467e573ccaa753b904d174e
com.liferay	com.liferay.headless.delivery.api	50.0.0		9eebc97044fa61956fff901ef1b06619e6caf1ff
com.liferay	com.liferay.headless.delivery.api	51.0.0		28cf9d3ac8044001ff8ceaa04c494dc1c9eb24c2
com.liferay	com.liferay.headless.delivery.api	52.0.0		6ec605f5edc019f7d414aa9fd00f48f01770b691
com.liferay	com.liferay.headless.delivery.api	6.0.0		9e2754e760550e0bb01c60a2d7730634fff99d2b
com.liferay	com.liferay.headless.delivery.api	6.0.1		e92007d74d3a1a2cd41b2084f24a02f624b359da
com.liferay	com.liferay.headless.delivery.api	6.1.0		3f8e480cde6ab7fcf024b9f2293b5342714f36d3
com.liferay	com.liferay.headless.delivery.api	6.2.0		8794677c182900e26d419bc7f3e2929834940d81
com.liferay	com.liferay.headless.delivery.api	7.0.0		741b111389950ce1b2988589f51d6ede8998844f
com.liferay	com.liferay.headless.delivery.api	7.1.0		4d55717132f2e1e5fe7fe50b04e338717300c30c
com.liferay	com.liferay.headless.delivery.api	7.1.1		3b4d27b01741957a25cd1878439f632234a7b501
com.liferay	com.liferay.headless.delivery.api	7.1.2		0ce771ff33085a8ad1f4e38b8b0904da8bd37cc9
com.liferay	com.liferay.headless.delivery.api	7.2.0		10f34bd317f734188e1beca2d09d3405df619436
com.liferay	com.liferay.headless.delivery.api	8.0.0		04276c2680dfc3efd378823b67dee2ea622f26c9
com.liferay	com.liferay.headless.delivery.api	9.0.0		f3f1de4fb0f6132fdcc40421988c81f9a4d01b2b
com.lihaoyi	ammonite-cross-3.2.0-repl_2.13.9	2.5.4-33-0af04a5b		93656505b7260d4202d4fea41cf0043aa49b2d30
com.lihaoyi	ammonite-cross-3.2.0-repl_2.13.9	2.5.4-34-1c7b3c38		e9c06f2ac52bffbe900db137d477a24d64402309
com.microsoft.testing	fluentui_tablayout	0.0.28		N/A
com.nwagu.forms	forms-iosarm64	2.0.0-alpha07		N/A
com.nwagu.forms	forms-iosarm64	2.0.0-alpha07	metadata	330a1ff43a89f552caabc70c490f7a0e364279b1
com.nwagu.forms	forms-iosarm64	2.0.0-alpha08		N/A
com.nwagu.forms	forms-iosarm64	2.0.0-alpha08	metadata	043f32409ac52a36529e8ec4415b41dd07573ee7
com.nwagu.forms	forms-iosarm64	2.0.0-alpha09		N/A
com.nwagu.forms	forms-iosarm64	2.0.0-alpha09	metadata	2e4cc3e67ca5f6976e2ac7c2fe5e9279ea9fc661
com.panosen	super-version	1.0.0		N/A
com.panosen	super-version	1.1.0		N/A
com.panosen	super-version	1.2.0		N/A
com.panosen	super-version	1.3.0		N/A
com.panosen	super-version	1.4.0		N/A
com.panosen	super-version	1.5.0		N/A
com.panosen	super-version	1.6.0		N/A
com.panosen	super-version	1.6.1		N/A
com.panosen	super-version	1.6.2		N/A
com.panosen	super-version	1.7.0		N/A
com.river-kt	connector-google-drive-jvm	1.0.0-alpha13		ae2df1574485a95b676445b31e9b5c700e24ec38
com.river-kt	connector-google-drive-jvm	1.0.0-alpha17		f06e4ec0b039acd0ae5a4a51c2ea7e819d763acc
com.river-kt	connector-google-drive-jvm	1.0.0-alpha18		b7952dbc6675f405a8a75e8630b3fbf8be2fb89d
com.schibsted.spt.tracking	common	10.0.0-rc2		N/A
com.schibsted.spt.tracking	common	10.0.0-rc3		N/A
com.schibsted.spt.tracking	common	10.0.2		N/A
com.schibsted.spt.tracking	common	9.0.0		N/A
com.schibsted.spt.tracking	common	9.0.1		N/A
com.schibsted.spt.tracking	common	9.2.5		N/A
com.schibsted.spt.tracking	common	9.2.6		N/A
com.schibsted.spt.tracking	common	9.2.7		N/A
com.sksamuel.tribune	tribune-core-iosarm32	1.2.2		N/A
com.sksamuel.tribune	tribune-core-iosarm32	1.2.2	metadata	7a1ea78d59a7c273489d3f73f401de8b90f0437a
com.sksamuel.tribune	tribune-core-iosarm32	1.2.3		N/A
com.sksamuel.tribune	tribune-core-iosarm32	1.2.3	metadata	4357c8890bf376837361e78e48342f670f85763b
com.sksamuel.tribune	tribune-core-iosarm32	1.2.4		N/A
com.sksamuel.tribune	tribune-core-iosarm32	1.2.4	metadata	cc436ffc84f38f61991749dffa9218338164e8e8
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.0.0		fcacacba1f04aa1646261889a295ca1c09e5aecd
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.0.0-M2		601c93d6913fe82105f18754e6e1ecbde15a8369
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.0.0-M3		4d3e707ed6917200359d87a4851bd7f506fd5a86
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.0.0-M4		42725ae7d30e27d6e89c00ca9489c4b7f5f8a970
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.0.0-M5		109a27d2cc7d1e2f51ac802e6d66508715bb01af
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.0.0-M6		28d02db98b0c854c6e19e02cd0cca42561395187
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.0.0-M7		2a03e2ed073a4e9b097ce8c0999d3a3191515c6d
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.0.0-M8		4a25fce6819fb66afe2166fe24d039738289935e
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.0.0-M9		0eaed8c9eb6fdf45a0d304446a8fc01672cc73ca
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.0.0-RC1		e736f015b50551c166c8f35911c87e18d8b249a3
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.0.0-RC2		ca823ae9215c30d929eabd3e3006dc7b1d1ae5e9
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.0.0-RC3		0ce831d68c26548e03c7d86b538352d5b01a93e1
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.0.1		e9f38364072d857a8b7794dfea0639e806b43689
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.0.2		602565dc51d2ad073a0fbc34f3ff4c9e5fc6f99c
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.0.3		77c08b7fffac48bb3ec1e5827ec4c0b1e697e812
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.0.4		89fefa34adef925f871b497e44ac8b7ce237a449
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.0.5		69ab00136d02f3ab8f1d8ea6d6f935538b78450f
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.0.6		bb19f247caa9ba84f5a6de4151f8032a52d57325
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.1.0		60c4ec45c089e18ee40bb0b82b5ada0b403cdb92
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.1.1		cc5376cb089ef07e1523b4b34977e4e44783a90a
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.1.2		384df73c8b622f6d3fa7a3103725c377e1a36331
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.1.3		c247d5bfb62b0167761dc71e50221abc34bff221
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.1.4		683c82fab61eda8b99fe2905d0587f286260338b
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.10.0		f518750540ddddb7010ecf16f4ff4c95ae2a532f
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.10.10		cb368ebba14daaf35b28e63ad65d37985db1b65d
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.10.11		508ae496225be4ee78f48d46ac39271c1f7e29d5
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.10.12		8a73a0ed5af7268b095df6e90971e292d57e7d17
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.10.13		d70d2ab800005f94f003d68143c963ff0781663f
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.10.14		6ba608506952e8888225126de53217c3908fbe7c
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.10.15		b8431d9789d51ee298c249bf65c03f01508bb176
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.10.3		fdd32d6f826f829023ce2a38ef350b84d6fcd75d
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.10.4		c41235f713cb73d4b379435f2071e7043bc53dd9
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.10.5		d7e560f3cc3aaca015968fdb20c0cd8661b645ce
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.10.6		5acca0d4132714afca5a9fda2b32fafd37f02f86
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.10.7		b931faad7d5e21722c1797b3fadd63769cabb610
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.10.8		534ac7c3f5495fb94642355a314b9cf0599aff0e
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.10.9		7dd534de7b406c39f8519e8c1cb86ebfc984ef64
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.11.0		b73051d3915906614bedee991d9ff50789c22c48
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.11.1		66a6ec7f5bdfd3b1680a85811435457ef0ce33e9
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.11.10		ad2f479f362dac2ee17d64558e25fd561a071938
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.11.11		f91e912ca0861c668531fc08bb7bd7ff072525f9
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.11.12		7f5def00c63e8d6f5767f98275538d961aa34800
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.11.13		86366c95900b17307f04701dbcb09f6068a767ef
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.11.14		48fe0bdd3fc722af07be52c4ad5b50c6d608fcbf
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.11.15		de2d5b6de525a3720cc181785efaf1154cd9e7b6
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.11.16		87fdfa7fb1ffd63c626f9821377fa48740a26139
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.11.17		064334bc9cf0b0ddcbb29ef8f767a17583699a40
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.11.18		bd9ce84fbc73b2b481f5ab2f527d0bf286c5eec0
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.11.19		32cf403a0e4292771b9f4bc817caeff5a4aee90f
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.11.2		9a4f2b6997cf440e569686bb40da2fd71ec5274e
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.11.20		cbcb31cd9f2fbc0f1a3b8fda4749f8dcc8841b40
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.11.21		a9d1046f5a41b8c81c02728b4a45830ace4ab19f
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.11.22		1a5b103bf33c295a65a6f930d6f04d72569c0349
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.11.23		a0930529a50710a1d7a7a4a9fdfe57723ea4881d
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.11.24		f51ac8366d1baa5961268d6582097927464c2284
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.11.25		2d3039916dabbc114f1ff5b6ab65958df1ba5d31
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.11.3		117b55c795c77601c696b2db3f9737e42770531a
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.11.4		7a4c9cb608b14507514a11de8e41d27f4052f2d1
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.11.5		39e364ee1efa6cab255656c7f8eebf9ea965ef08
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.11.6		bb1d01d71d53e032a35554e79aadae698d325723
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.11.7		e2645a05c1dd96651ebecbb25917075044072fc6
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.11.8		b913cd620ff69035abf6aa9d06ce3916a202cd10
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.11.9		45ebcd8a4ee6ed1381cddcfb7761990fe30e57e2
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.2.0		7b665dacb6c3a4c15fb2da6e9b3bd5527cb7f38f
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.2.1		3997bd3cf7fa3d860b37bc43c5a7940cf0e83142
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.2.10		e949cfa1eb12ac979eaab0a437a61bd0e359e4b9
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.2.11		294b6183729240bb5fea9b319ba71c58ce1a7786
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.2.12		275c5b23b582faf71a85da9cf83f6962c5676eb5
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.2.13		bd505b61780b527f052e50e61e4e3e81882f42d6
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.2.2		11af66f6de6c5ec37137dddd6a3fd1e774988298
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.2.3		8648965a047c91b51ad2bf174aa663e4ee119de4
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.2.4		88b5f9015ce2c12ce6a094c454ab6eb5808bd312
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.2.5		51b82c3e40770750d404e00867cb1ac04bc506b3
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.2.6		a392d67e84108f88e397115f7b6e76ab607b0d72
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.2.7		c6aa618ae6203964ebf471f2d91fde73fa89a115
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.2.8		a6fd7a7828d18a3d9332f774d784961ba39eb7b7
com.softwaremill.sttp.tapir	tapir-server_sjs1_3	1.2.9		bc3f2c740451409aa22c317147b0bf661974e234
