church.i18n	spring.webmvc.platform	0.3.0		N/A
io.miragon.miranum	user	0.1.0		N/A
io.miragon.miranum	user	0.2.0		N/A
io.miragon.miranum	user	0.3.0		N/A
io.miragon.miranum	user	0.4.0		N/A
io.miragon.miranum	user	0.5.0		N/A
io.quarkus	quarkus-config-yaml	1.1.0.CR1		46d46bec76339ca8381fd7512e3b7f5ff0a2b9c3
io.quarkus	quarkus-config-yaml	1.1.0.Final		4a145ce73d3038e3ae7fc16ab8a9aecf9177aedd
io.quarkus	quarkus-config-yaml	1.1.1.Final		b1e6d48009d24b695f817b27cdfffdcf37d20e8d
io.quarkus	quarkus-config-yaml	1.10.0.CR1		6442f039686997ddb728d143f3fd265e3d45f9e4
io.quarkus	quarkus-config-yaml	1.10.0.Final		eb86eb07c8ab0c0532836741e8cbaf388561504f
io.quarkus	quarkus-config-yaml	1.10.1.Final		0249974be1bff2acdc11af8988ab4ed0d6c07174
io.quarkus	quarkus-config-yaml	1.10.2.Final		2e5827af8a3b3658e9174e202dfbaea269a0ada8
io.quarkus	quarkus-config-yaml	1.10.3.Final		4a0964ad80bd3ce41c17c2da78512077e576ddbc
io.quarkus	quarkus-config-yaml	1.10.4.Final		242b68d1fe6cdd696742ae4898d5eef2e6abfda1
io.quarkus	quarkus-config-yaml	1.10.5.Final		3b66adf5c5c50bd6c4cad4839a34ceb7ea8af4ef
io.quarkus	quarkus-config-yaml	1.11.0.Beta1		cf604dc50933d905fc172b1d7cb5cddd216c07ad
io.quarkus	quarkus-config-yaml	1.11.0.Beta2		024053157b3b20430ba243122fe4081ccad7ac41
io.quarkus	quarkus-config-yaml	1.11.0.CR1		ef4f3f717e1ddc529605d2d1a67b50d6befccfe0
io.quarkus	quarkus-config-yaml	1.11.0.Final		fe276ad3cfe19d803b277fdb49cdbcade8fa8372
io.quarkus	quarkus-config-yaml	1.11.1.Final		bc7eb041b8a19196921543771a1b0be24295c145
io.quarkus	quarkus-config-yaml	1.11.2.Final		972994cd5c660e2d75cec5021f01e7bc099e91e4
io.quarkus	quarkus-config-yaml	1.11.3.Final		1f2eecdb0880e2101cf4ab44e3a67ae05d74059f
io.quarkus	quarkus-config-yaml	1.11.4.Final		95080a7a452456b67244952b7da2675391372de2
io.quarkus	quarkus-config-yaml	1.11.5.Final		77dd94d32461138150cb413e48881ca2b54ab916
io.quarkus	quarkus-config-yaml	1.11.6.Final		058adff571050ff3d3aa4d42635726c0524961f1
io.quarkus	quarkus-config-yaml	1.11.7.Final		9c17f2a9a3b9a5972652b6feadde5685beb6bf2a
io.quarkus	quarkus-config-yaml	1.12.0.CR1		a6b72c35ccf3790bf022feb12b58305a300ad7aa
io.quarkus	quarkus-config-yaml	1.12.0.Final		62a0687a8b82ceebdd56180cccaede14c813e832
io.quarkus	quarkus-config-yaml	1.12.1.Final		ede2f8d3d2332a12edbd3fd15bcf70e5acbbf107
io.quarkus	quarkus-config-yaml	1.12.2.Final		fb3788cac9a4027175705c66342e407fe422e588
io.quarkus	quarkus-config-yaml	1.13.0.CR1		737fecf8082561eb8e44d0d55819c04e108c4c28
io.quarkus	quarkus-config-yaml	1.13.0.Final		9f806638a211734a2151670bcb7d4881fae19e11
io.quarkus	quarkus-config-yaml	1.13.1.Final		0e325a94f3a0025d864e6d344c4629fab387f700
io.quarkus	quarkus-config-yaml	1.13.2.Final		95b781a7ee726a33690bead9ca3ada8ca3ee23d8
io.quarkus	quarkus-config-yaml	1.13.3.Final		3adaed480d7dc5227d7609f7cb671411eb2e65a1
io.quarkus	quarkus-config-yaml	1.13.4.Final		c2e784b7f2a07dc9baf44e354f2a00fed01f111e
io.quarkus	quarkus-config-yaml	1.13.5.Final		bf726fdea18fe3852554e623ccf6c0f25e28d5a8
io.quarkus	quarkus-config-yaml	1.13.6.Final		bbdd2a6fcc9e9889978897c1a06391b8a2512bce
io.quarkus	quarkus-config-yaml	1.13.7.Final		9fc798b1542b068cfe8ff761aaa2300c2dfa4431
io.quarkus	quarkus-config-yaml	1.2.0.CR1		4d5fdce9256ac732061662d781e32f8737b17dfc
io.quarkus	quarkus-config-yaml	1.2.0.Final		44de36798d22325595dd308fc5d4aef636b7b5a3
io.quarkus	quarkus-config-yaml	1.2.1.Final		b5025ac618a26634f7cb463dde0e06c38375cf2c
io.quarkus	quarkus-config-yaml	1.3.0.Alpha1		d02f9e481c22319a13a5786b1391d11c6673f868
io.quarkus	quarkus-config-yaml	1.3.0.Alpha2		900d877f463c072934fc165f420c9d14be13532d
io.quarkus	quarkus-config-yaml	1.3.0.CR1		41a0ecabf5b96d55ca6cb14f106010ba4ad85e72
io.quarkus	quarkus-config-yaml	1.3.0.CR2		4c3f31746f0c338b108f1ab1a1479659be8ca8d5
io.quarkus	quarkus-config-yaml	1.3.0.Final		0b74a45b13892bfb6d60e7ca35d146dc9ce6006e
io.quarkus	quarkus-config-yaml	1.3.1.Final		da1bff81312b4bf8e0f778bab3466dd0e75b2ecb
io.quarkus	quarkus-config-yaml	1.3.2.Final		4214b6f86b51b32d7c471857c20c4692a887bf15
io.quarkus	quarkus-config-yaml	1.3.3.Final		ae90367bb701100c9eec1fc19baa97abfab1397b
io.quarkus	quarkus-config-yaml	1.3.4.Final		872638efed4447e14f28c55776c22a1c9a8e7fb6
io.quarkus	quarkus-config-yaml	1.4.0.CR1		43e5be3bf5133d166538fc5bf02b2f3a09afcfd4
io.quarkus	quarkus-config-yaml	1.4.0.Final		e371402b37b3f22aa357d69b2850e5a59061f36a
io.quarkus	quarkus-config-yaml	1.4.1.Final		93c4dad9f458f2a9c639e5afb4a45ed5ef0c5f34
io.quarkus	quarkus-config-yaml	1.4.2.Final		2c7652d941c84aa6862008e8351751f3cc56a852
io.quarkus	quarkus-config-yaml	1.5.0.CR1		b774754c72eb417c0f309a606bf6cd07e95eeb6f
io.quarkus	quarkus-config-yaml	1.5.0.Final		87956f47093f14b735dc85956f1fbb853653c156
io.quarkus	quarkus-config-yaml	1.5.1.Final		3505af655d7d5fa3624e0e1cdd03aa61354ef99b
io.quarkus	quarkus-config-yaml	1.5.2.Final		5464fb1f21e8402444372b01373be83948114bcb
io.quarkus	quarkus-config-yaml	1.6.0.CR1		fbd5b5673187022dbef780897e99782932170946
io.quarkus	quarkus-config-yaml	1.6.0.Final		b1232212ff21ae84e03669f2f53d5cd4d67ecc7b
io.quarkus	quarkus-config-yaml	1.6.1.Final		dd66f3ce3625185acc7b3744980e923101147e64
io.quarkus	quarkus-config-yaml	1.7.0.CR1		f8f2c54dd1781fb46b3a051c2d05c3dff51bd7c8
io.quarkus	quarkus-config-yaml	1.7.0.CR2		2854a1a01c671252e368aa75fc602ec176ededdb
io.quarkus	quarkus-config-yaml	1.7.0.Final		e27a8c6ec6a3f96c57965bf4ac6a3f2099b05462
io.quarkus	quarkus-config-yaml	1.7.1.Final		63d0ae0d26260ceeb2e71aa455d566fbec48f91e
io.quarkus	quarkus-config-yaml	1.7.2.Final		82d161d8a1ee24a43e022e0c20e15734342dc967
io.quarkus	quarkus-config-yaml	1.7.3.Final		4fe0c45a39051d5e6cfab1f54b3588fc51f2888e
io.quarkus	quarkus-config-yaml	1.7.4.Final		eb05cb836f234358f98961858106231f3b569c26
io.quarkus	quarkus-config-yaml	1.7.5.Final		907395a06d6c86c7d3f340a6e1656d4d540751a8
io.quarkus	quarkus-config-yaml	1.7.6.Final		86d6e72dc775737347a0ac74a934b80dcdd2190a
io.quarkus	quarkus-config-yaml	1.8.0.CR1		ea940c7ca900d1380bc8c1374dd03bd1b9f44685
io.quarkus	quarkus-config-yaml	1.8.0.Final		70be92faced3f8fd9a5aa9578cee74cac32bf4e6
io.quarkus	quarkus-config-yaml	1.8.1.Final		e555afaa4ff78518335bfd1b7be9c3021571bb0d
io.quarkus	quarkus-config-yaml	1.8.2.Final		6d693c3ed4e0a87110da70a2cc4ed0ca6a11600a
io.quarkus	quarkus-config-yaml	1.8.3.Final		f731c294fd478315654905f83e6a44a051db2976
io.quarkus	quarkus-config-yaml	1.9.0.CR1		9880b2265eed752607637c77ecc6d8498a93b237
io.quarkus	quarkus-config-yaml	1.9.0.Final		08bbe94396faef52e81acd9930663240c03e6608
io.quarkus	quarkus-config-yaml	1.9.1.Final		5f0ae059adbd643091417c7f2466aad122ad41a3
io.quarkus	quarkus-config-yaml	1.9.2.Final		d1328b1221e701a30995ae1b22ee74543feaf7ec
io.quarkus	quarkus-config-yaml	2.0.0.Alpha1		017eb1c8b73e24a819e8a807bc18f77c6b0a787a
io.quarkus	quarkus-config-yaml	2.0.0.Alpha2		0a4b1fb25b0b617705b82f0232fe684618fc2927
io.quarkus	quarkus-config-yaml	2.0.0.Alpha3		3c402a0836dde116a417d71524c133818b526dbe
io.quarkus	quarkus-config-yaml	2.0.0.CR1		3c4a709b64f68e68d583fc2900ba892dfc4bc449
io.quarkus	quarkus-config-yaml	2.0.0.CR2		d7e8fb62f92ea4ae0e3e078b088bf355cf7af712
io.quarkus	quarkus-config-yaml	2.0.0.CR3		bdb6a1124d070198ba74d62ea5d4ce090468cb5a
io.quarkus	quarkus-config-yaml	2.0.0.Final		01191551520a3fca38bb2eaa2f0a448438b53885
io.quarkus	quarkus-config-yaml	2.0.1.Final		8e68f3da170c993f09ccc7464c03a0c8addd739c
io.quarkus	quarkus-config-yaml	2.0.2.Final		3da17c95cb0cd6a0fa9becc0568742bbca647600
io.quarkus	quarkus-config-yaml	2.0.3.Final		b5d20b712366b29fc0f446743131a452620b59f5
io.quarkus	quarkus-config-yaml	2.1.0.CR1		6a7197d734bf8d0bc225b1a31e37902aa4d3c8d0
io.quarkus	quarkus-config-yaml	2.1.0.Final		d84427887a65c6d9f64b6f8a8b5955eae361988f
io.quarkus	quarkus-config-yaml	2.1.1.Final		a12c6a15a4c66962c93b9a99a46ce258b0c5c56c
io.quarkus	quarkus-config-yaml	2.1.2.Final		d7b123eea4ee7b5cc57b6be238fafd557a83aeb1
io.quarkus	quarkus-config-yaml	2.1.3.Final		f2bdf4bddcc8372a706617c1d216b209aa497af4
io.quarkus	quarkus-config-yaml	2.1.4.Final		8843ae2d4f7957e56f6bae26ac8871297630e288
io.quarkus	quarkus-config-yaml	2.10.0.CR1		be6918ff4ab1c4d82cc69a6fde88d58c38b5da84
io.quarkus	quarkus-config-yaml	2.10.0.Final		b314a73a654d276a91cbccfdcc3b573d9a9808c5
io.quarkus	quarkus-config-yaml	2.10.1.Final		1bbe8c2cf2ff4dc3dd3fbaf8483fed416996f341
io.quarkus	quarkus-config-yaml	2.10.2.Final		0bbaf244a5e60b8225f69078c91f0bc5205f1b98
io.quarkus	quarkus-config-yaml	2.10.3.Final		a6c0bf2c1e55dd4cb02315a35197e9342d7a0a5a
io.quarkus	quarkus-config-yaml	2.10.4.Final		7a6b048147557dbfaa0f78499cea447400c8b79d
io.quarkus	quarkus-config-yaml	2.11.0.CR1		bf87bccd4e79d2514c4d11abe5ef2e0f8df00e0b
io.quarkus	quarkus-config-yaml	2.11.0.Final		78aaadeb16bb55263c1782889b895badb8239520
io.quarkus	quarkus-config-yaml	2.11.1.Final		6295900fc963216dc59540d8ced51f6cae095fa2
io.quarkus	quarkus-config-yaml	2.11.2.Final		8f1f05b362bea61c643bb88023433a392764fda6
io.quarkus	quarkus-config-yaml	2.11.3.Final		1802414fd5cadd4af13c3e2a42d81a187f8aee2c
io.quarkus	quarkus-config-yaml	2.12.0.CR1		ff7658785bf64b7fae79451bf003047393f1e509
io.quarkus	quarkus-config-yaml	2.12.0.Final		d4a48f515ae3f708f01d567b5634baae6a4656cd
io.quarkus	quarkus-config-yaml	2.12.1.Final		7a399a12f7e0e7704732b7dd1ff3d0d8a277bce2
io.quarkus	quarkus-config-yaml	2.12.2.Final		d125c27733d490f43b256d6c7d54fb2f3ee0fa88
io.quarkus	quarkus-config-yaml	2.12.3.Final		021033d85830db324a3fa3e75f2649d8e1ba51c9
io.quarkus	quarkus-config-yaml	2.13.0.CR1		269a5cd855c2dfd8a53281eea6578b5fc7966739
io.quarkus	quarkus-config-yaml	2.13.0.Final		cd38221c7e57e8ff05f80d7b548769ed693a1a06
io.quarkus	quarkus-config-yaml	2.13.1.Final		c8038e876cbbd9c479578d940ebfdcc0aa42d17e
io.quarkus	quarkus-config-yaml	2.13.2.Final		2a0e591a1e2cb93639735768c0cf49b5e72be6fb
io.quarkus	quarkus-config-yaml	2.13.3.Final		6d6ffbe8ff536ef742ac8a746bf1610edbbf0f2c
io.quarkus	quarkus-config-yaml	2.13.4.Final		6fa8186e895ed1e1c4149180a2aa8832fbbd14d2
io.quarkus	quarkus-config-yaml	2.13.5.Final		6722dcef196b33c880dd09e037e5752b3ba96f78
io.quarkus	quarkus-config-yaml	2.13.6.Final		45d36f673b26fd92038e3f06bae87cc48b26a77c
io.quarkus	quarkus-config-yaml	2.13.7.Final		8f9da0b26386521e44e869429f66de879cac19ce
io.quarkus	quarkus-config-yaml	2.13.8.Final		fa04a3d88e50a53b5b9565d3f9bfd2871dc4f4bf
io.quarkus	quarkus-config-yaml	2.13.9.Final		8ad33ee1546f40c07c2eedb080cd700bbd87984f
io.quarkus	quarkus-config-yaml	2.14.0.CR1		02be888d77e7ba5e4b7457b2190665383431f5e8
io.quarkus	quarkus-config-yaml	2.14.0.Final		19111f65f7a47fc65131969c69864a74c8dc749a
io.quarkus	quarkus-config-yaml	2.14.1.Final		69b8157ed427d793f6ea554c6731c64b2f4d1aa9
io.quarkus	quarkus-config-yaml	2.14.2.Final		e515efe2699393d067114f60047761e5faaf089f
io.quarkus	quarkus-config-yaml	2.14.3.Final		0ac3bda0d4f83087c5bc12d5684727d687064bf1
io.quarkus	quarkus-config-yaml	2.15.0.CR1		07c099dc239e314d21fb7e23c3f55fd2501842c5
io.quarkus	quarkus-config-yaml	2.15.0.Final		1991165ac58cd374509b0ca89464a61ba30280bc
io.quarkus	quarkus-config-yaml	2.15.1.Final		159f38fc20ae24612b247269ab5836dd7addec48
io.quarkus	quarkus-config-yaml	2.15.2.Final		63b8d6d489d0ee388f30b567b1e8702ee849e7ed
io.quarkus	quarkus-config-yaml	2.15.3.Final		7e5d447cf74239185de98abe655c83c1d26c1afb
io.quarkus	quarkus-config-yaml	2.16.0.CR1		b72fba239fd98ec93c200efc18b3c6561b179bcc
io.quarkus	quarkus-config-yaml	2.16.0.Final		e43e467cc9444e6487143c67b98ff3910f199222
io.quarkus	quarkus-config-yaml	2.16.1.Final		3e0692382e44a268284c4637636f7fcf7f355bdf
io.quarkus	quarkus-config-yaml	2.16.10.Final		6fd116f2d01e3ccded81cec81ae8cdb861536e64
io.quarkus	quarkus-config-yaml	2.16.11.Final		0a873ce69084200a80b1f56df9b94c90fac4d843
io.quarkus	quarkus-config-yaml	2.16.12.Final		5e88525460c35ad13c55eefd29dad8aeff7bc996
io.quarkus	quarkus-config-yaml	2.16.2.Final		666840a5994ac4ae29eda64b8a50283499179b3a
io.quarkus	quarkus-config-yaml	2.16.3.Final		a482f0692cb4fc32550c4549be6de6bce85e0ddb
io.quarkus	quarkus-config-yaml	2.16.4.Final		8487897ad5ff0ee3992e6bde59df83467a3091dd
io.quarkus	quarkus-config-yaml	2.16.5.Final		dde9917125b624c89ba0bb87704e438bf70b0706
io.quarkus	quarkus-config-yaml	2.16.6.Final		8bce5b6edc91600929f823b4cf7e4f5cbb24672c
io.quarkus	quarkus-config-yaml	2.16.7.Final		b94e71862afd4043a7684e756b776db5798f7f6d
io.quarkus	quarkus-config-yaml	2.16.8.Final		f33e3aedfcedad6b36fb187827ff75347a1df3b5
io.quarkus	quarkus-config-yaml	2.16.9.Final		f6681838ef886849bbe631591bda2b8ca9ec2f6c
io.quarkus	quarkus-config-yaml	2.2.0.CR1		ceb8d0260a46cde0b9d90a9d7c1c4c7cbcd89b55
io.quarkus	quarkus-config-yaml	2.2.0.Final		2724e1d68dd3567ad4313b055b8feb87e398c0d2
io.quarkus	quarkus-config-yaml	2.2.1.Final		02ad4697f3f4cd1c69c539bbf1bc955711ce4df4
io.quarkus	quarkus-config-yaml	2.2.2.Final		180106b0f3c3c6fb2c3d9206c7ad834e474806aa
io.quarkus	quarkus-config-yaml	2.2.3.Final		804f92c01c24c9fccc0434067ec6291b57121416
io.quarkus	quarkus-config-yaml	2.2.4.Final		7dc2911b7113d5a65059ac23c193b235d35dd3c8
io.quarkus	quarkus-config-yaml	2.2.5.Final		b86a5f78ee93eea1a6f79a42dc04c00913abf9ad
io.quarkus	quarkus-config-yaml	2.3.0.CR1		3691ef8a2ff99a823d03dafb418bf132fbd8344f
io.quarkus	quarkus-config-yaml	2.3.0.Final		8ec045373a17cc5b2a484bdf17c484a7a7c12204
io.quarkus	quarkus-config-yaml	2.3.1.Final		f4063d46c2464da3b42ba5f2a8008a665ff028c6
io.quarkus	quarkus-config-yaml	2.4.0.CR1		0bbdb34b50fd4e2650281bedaf1e2e91c5234464
io.quarkus	quarkus-config-yaml	2.4.0.Final		43536a78cfb9a1d0ba4d5de2e2dbb01d98c1819a
io.quarkus	quarkus-config-yaml	2.4.1.Final		eaed933d8af4f3508bdb9e66e59d16a906a4d482
io.quarkus	quarkus-config-yaml	2.4.2.Final		b9f5f8902b4693d8888dc74cb284478c8ae4b140
io.quarkus	quarkus-config-yaml	2.5.0.CR1		84569a0f2413159aaa00a74d1ce7602cd984ee72
io.quarkus	quarkus-config-yaml	2.5.0.Final		cd497023e309b499c3ebfeddc5be44f06719fe6a
io.quarkus	quarkus-config-yaml	2.5.1.Final		8db8581e2dbdd2e7cc7bc2426a25e31ae5f72f99
io.quarkus	quarkus-config-yaml	2.5.2.Final		f2584241f115173e857013bf38a15696be0bc389
io.quarkus	quarkus-config-yaml	2.5.3.Final		adb3ac9517ce80191cbc952ca54e9dd292886b11
io.quarkus	quarkus-config-yaml	2.5.4.Final		4ed9e24e16e442525847a5a6bdcebb80d701f5db
io.quarkus	quarkus-config-yaml	2.6.0.CR1		04d511cb1305721056ebc0b20a6dbc0c79b5112f
io.quarkus	quarkus-config-yaml	2.6.0.Final		481abf9d7167d89e21a28349fd0f30380279d2b4
io.quarkus	quarkus-config-yaml	2.6.1.Final		c0fded410d781ff4146ee13cc6d01d6cbef818d0
io.quarkus	quarkus-config-yaml	2.6.2.Final		534b656d80914a693cf62633fe69a8425776d0a0
io.quarkus	quarkus-config-yaml	2.6.3.Final		3041c20aee54d0c1989ad90b3d51bbd079020d8c
io.quarkus	quarkus-config-yaml	2.7.0.CR1		5d3da975fd30a4066f6d7b9d3aa2ed542d7c69ac
io.quarkus	quarkus-config-yaml	2.7.0.Final		d213811280b6850d973328e38a7f36ec1839678a
io.quarkus	quarkus-config-yaml	2.7.1.Final		25ab8c321f453625ae3237242edc0c7fc46d3c42
io.quarkus	quarkus-config-yaml	2.7.2.Final		028e1916a92e93479b8f265894271dfc4689002a
io.quarkus	quarkus-config-yaml	2.7.3.Final		c855835dcd1850d7e9e548e412a56d7499d48b09
io.quarkus	quarkus-config-yaml	2.7.4.Final		a83b048797faca62b87581620a75a2e5b268b792
io.quarkus	quarkus-config-yaml	2.7.5.Final		19619ccb478c1af5e481a07b363580485942c52e
io.quarkus	quarkus-config-yaml	2.7.6.Final		ef70d7132de31c7e30ee38e870d5b577def18ee9
io.quarkus	quarkus-config-yaml	2.7.7.Final		40c918daf5b7fc883d822cf1971c3bd1151e34c8
io.quarkus	quarkus-config-yaml	2.8.0.CR1		f769c78496cccb27052b00693ed9befbe366a701
io.quarkus	quarkus-config-yaml	2.8.0.Final		aa22da5c63e773965827b200050f1598577c157c
io.quarkus	quarkus-config-yaml	2.8.1.Final		ee22675ea26988880cbe58fecc99369e037a354e
io.quarkus	quarkus-config-yaml	2.8.2.Final		c11c2baf52a2c52c6be3505e14d7f28bee33818a
io.quarkus	quarkus-config-yaml	2.8.3.Final		1ee3292c1b26d3b98b4b37f42bbff5f08019f88e
io.quarkus	quarkus-config-yaml	2.9.0.CR1		624b231092a754e72c706868fe033fd7505318ec
io.quarkus	quarkus-config-yaml	2.9.0.Final		b5b5e0bebd4f77573ba0233eb65cc73cbfe75cda
io.quarkus	quarkus-config-yaml	2.9.1.Final		3d64b766980234f7ff5e4464e1130b29cca7f1db
io.quarkus	quarkus-config-yaml	2.9.2.Final		18aa16174c10945cee3386565127cd3be6b45c80
io.quarkus	quarkus-config-yaml	3.0.0.Alpha1		51a301f8524118f5ec15a8e7446b5e20389dd7ae
io.quarkus	quarkus-config-yaml	3.0.0.Alpha2		54a774d5b89cdde656aa061e9166f42fa5de1550
io.quarkus	quarkus-config-yaml	3.0.0.Alpha3		40f5c625e1eaa4c739cb3f12a2d8dad0cbe9a374
io.quarkus	quarkus-config-yaml	3.0.0.Alpha4		72039165047d7965161f9d3653472a456f026f01
io.quarkus	quarkus-config-yaml	3.0.0.Alpha5		95fe753841385d807ee772e2fae9c7089f3a3cea
io.quarkus	quarkus-config-yaml	3.0.0.Alpha6		ede5e502919c8e19caffaad36a74c8fa8a20ba5c
io.quarkus	quarkus-config-yaml	3.0.0.Beta1		0d3430a813cabecc5c0f06f3296008047fa988a9
io.quarkus	quarkus-config-yaml	3.0.0.CR1		2d21715323d0a3f6ac775efa93005c2c6ce6bbc9
io.quarkus	quarkus-config-yaml	3.0.0.CR2		8c3ce2f0d43884fc8614a5c519115bbc13d91ef5
io.quarkus	quarkus-config-yaml	3.0.0.Final		5214c0b2df2c739b99e6752885a814360527ec01
io.quarkus	quarkus-config-yaml	3.0.1.Final		871ca883f3bb40177c1e3c9db7d8b9b8bbdaf439
io.quarkus	quarkus-config-yaml	3.0.2.Final		33d2682ec22ee90397172722969cdb60b38cb4d8
io.quarkus	quarkus-config-yaml	3.0.3.Final		8c1280013e6df4a9f4a84010c1ab8888304035c3
io.quarkus	quarkus-config-yaml	3.0.4.Final		ce552fce276477750d23c1593166953249810c13
io.quarkus	quarkus-config-yaml	3.1.0.CR1		bc248208b27fad1db944aa0a9b5fb333fb57c1e2
io.quarkus	quarkus-config-yaml	3.1.0.Final		e84952ddcff42d8800d5ab84fb250d6f6cbd953e
io.quarkus	quarkus-config-yaml	3.1.1.Final		57d5a49549ead98e4efa61b10d08071b9bbbbaa8
io.quarkus	quarkus-config-yaml	3.1.2.Final		d79d3e28ca5dc97a045134bf1032822a19337109
io.quarkus	quarkus-config-yaml	3.1.3.Final		06a46833c9c6baa53ec55867e02eeb63ff4b0b35
io.quarkus	quarkus-config-yaml	3.10.0		48cae1782807f7042244c681bd794b351207b2ba
io.quarkus	quarkus-config-yaml	3.10.0.CR1		15dadb6c6b83c19eb5d3a68f06853db485ffbd8c
io.quarkus	quarkus-config-yaml	3.10.1		6126f44e5dac6bbed4ec29a9dab81ccc1b22175d
io.quarkus	quarkus-config-yaml	3.10.2		26e1446020940aa5087dce23299a59f7175d0293
io.quarkus	quarkus-config-yaml	3.11.0		e6509d192b6a902a51818bafd333ba22a35d5deb
io.quarkus	quarkus-config-yaml	3.11.0.CR1		6e483e205bf6590d8451ba82ab788346c8a31fb1
io.quarkus	quarkus-config-yaml	3.11.1		0b9d8a767b4541173aaddb7629a13ec5b7c3f8f1
io.quarkus	quarkus-config-yaml	3.11.2		33008b6812baf235f508469363070b99e4394b13
io.quarkus	quarkus-config-yaml	3.11.3		9b15f3bf6ee4866c82d9ef7c27bcb390f9afac62
io.quarkus	quarkus-config-yaml	3.12.0		b606edadb3435e18abfb2aee8ff6e7527ec5378e
io.quarkus	quarkus-config-yaml	3.12.0.CR1		124760bea73fc62c3d7de6cf10c05b94719c8c8c
io.quarkus	quarkus-config-yaml	3.12.1		1303bc71894a98a6ce617082a07aaeb4b5a55d18
io.quarkus	quarkus-config-yaml	3.12.2		10bf0aa12972b88f020a75fccfc7b8ea8e66a0f1
io.quarkus	quarkus-config-yaml	3.12.3		12c9eb1373ccf8adcfc160752eb7441a339ecb15
io.quarkus	quarkus-config-yaml	3.13.0		e2a84cffc65f6647b40ba6ee90d4f72733599acd
io.quarkus	quarkus-config-yaml	3.13.0.CR1		cc7901171b1b598343d4ab04af1846b1d1ba44a7
io.quarkus	quarkus-config-yaml	3.13.1		b7dfa56aa4bba002a99d7f6c0826f51367387cc1
io.quarkus	quarkus-config-yaml	3.13.2		a73c14f815f50166d2891948a2c17b292cd7588c
io.quarkus	quarkus-config-yaml	3.13.3		ca574c3e7d7d07cb923b8c0cc9656a19c022f2eb
io.quarkus	quarkus-config-yaml	3.14.0		c9b31651ac7ecdee2e01cb661c6ef1b1852773aa
io.quarkus	quarkus-config-yaml	3.14.0.CR1		7e39ba273d4959ec85fb6aadd77c1aad14e7f078
io.quarkus	quarkus-config-yaml	3.14.1		ce62c6a0b623d027cef15cee0b0bbc5146d9ef8d
io.quarkus	quarkus-config-yaml	3.14.2		98cad9d9e5f2173395fcb87e04445742527f3a07
io.quarkus	quarkus-config-yaml	3.14.3		859eb9c2cb1e5b39b8753c72fb035416a19ba6c3
io.quarkus	quarkus-config-yaml	3.14.4		d52349e97fe766b827bd561dbce5c559346af0c8
io.quarkus	quarkus-config-yaml	3.15.0		124cb4dbbe2211b13bc901309c766ea2fff7b1b2
io.quarkus	quarkus-config-yaml	3.15.0.CR1		44f0bfd9bd42cf7187dc40dda3d56980ec888665
io.quarkus	quarkus-config-yaml	3.15.1		f9b9cb5ad10fb2730864eb390276fef2ea412a13
io.quarkus	quarkus-config-yaml	3.15.2		557b7ff92a288c38e6b59d7348210a0576dd7fa7
io.quarkus	quarkus-config-yaml	3.15.3		491ed5d2b701a5a6a22d1f35e034e4c80a0d7550
io.quarkus	quarkus-config-yaml	3.15.3.1		5f950558b275c8d13f070ac799413dc06c204ec8
io.quarkus	quarkus-config-yaml	3.15.4		f87b8e41cac5b74015c7c86d47e476fbcc7f40b5
io.quarkus	quarkus-config-yaml	3.15.5		8604c6d0af2c2c55b7c2b9fe77998b35bd77b0ae
io.quarkus	quarkus-config-yaml	3.16.0		35c666bb1d2702cbd2a46b9a6cc6fefe974490e8
io.quarkus	quarkus-config-yaml	3.16.0.CR1		64a9ec2c2092a4f40b94bc01bc2ebf9138862fda
io.quarkus	quarkus-config-yaml	3.16.1		a2716299e506690487ca5554b39ee0babc6795c5
io.quarkus	quarkus-config-yaml	3.16.2		5abdd922d333a3ae4569569d20add0a9202b02ec
io.quarkus	quarkus-config-yaml	3.16.3		06a36cc053bfe946c673ceebfbf8b1b8fa437d52
io.quarkus	quarkus-config-yaml	3.16.4		54045b2f39323eb7211071df88909144d1aac781
io.quarkus	quarkus-config-yaml	3.17.0		11e84641a1887a693d08e1382d24716e324b2ad7
io.quarkus	quarkus-config-yaml	3.17.0.CR1		11e2756eba66b6ce7073e7b30619cfa52ffb1395
io.quarkus	quarkus-config-yaml	3.17.1		8dfc2ad60e80f4027afaa1d6649b68bfc1cb5d03
io.quarkus	quarkus-config-yaml	3.17.2		0aaef58c177ddeb843d733e5d0e229c52ad2c755
io.quarkus	quarkus-config-yaml	3.17.3		94f32cd885fa5c96f68b689d4d3e035628117ac4
io.quarkus	quarkus-config-yaml	3.17.4		614e7edab22d7b724c54d40bbbc0ffee9dbcece6
io.quarkus	quarkus-config-yaml	3.17.5		dac872462709a1d3bde2df9f7594df1f79104747
io.quarkus	quarkus-config-yaml	3.17.6		ebf7c602ac40c5050b3370e2972b786c452040a3
io.quarkus	quarkus-config-yaml	3.17.7		421384ef903dd93a0cd75a00775e643623b1e24b
io.quarkus	quarkus-config-yaml	3.17.8		592d5ca3d800a83561454497ec11da2ab167ae73
io.quarkus	quarkus-config-yaml	3.18.0		48cf0c73d4e286515f12ba32b113a2ec6fa7b73a
io.quarkus	quarkus-config-yaml	3.18.0.CR1		d93e3560cb77ba061dd5874bb325910d04262d24
