at.crea-doo.flexdock	flexdock	1.3		N/A
io.github.valdemargr	gql-client-http4s_2.13	0.2.8-99-1d88358		b8ecd9d70b2eed2619ae28baa04658e2c7aab271
io.github.valdemargr	gql-client-http4s_2.13	0.3-e03b5af		bed534fdd4e155e894a8066f6a2ebf8d518fcf05
io.github.valdemargr	gql-client-http4s_2.13	0.3.0		dd9f170fd73a02bb2bd74b555b72cb548ade9dd8
io.github.valdemargr	gql-client-http4s_2.13	0.3.0-1-c3b1ee8		c9370383a1da67b445f58bc6f3c1f53e00a80bbd
io.github.valdemargr	gql-client-http4s_2.13	0.3.0-11-f220bfc		78f070455d8ab39b757a9c4b9748201911ba1685
io.github.valdemargr	gql-client-http4s_2.13	0.3.0-2-251fb03		bda8e6885bf37b69c0a7e3a406c02f75b87ce670
io.github.valdemargr	gql-client-http4s_2.13	0.3.1		9843372f46a54cfbf261306aeb455a9f2740a35f
io.github.valdemargr	gql-client-http4s_2.13	0.3.1-1-58f86b1		9bc8ebeed7000f05701fb282542d6e35986d1c96
io.github.valdemargr	gql-client-http4s_2.13	0.3.1-10-e720887		c8bc0bfbb8a7f9f1067b99907ac3a11a18b78878
io.github.valdemargr	gql-client-http4s_2.13	0.3.1-11-b01c108		c04a65a1c9e7e905b85534c2b3edb31a0364f1be
io.github.valdemargr	gql-client-http4s_2.13	0.3.1-12-2002b05		49d52ad0f6951e4bfaac2fc76fdbba04228a5b34
io.github.valdemargr	gql-client-http4s_2.13	0.3.1-13-c3940f2		c8aa0f940c1e57cf61b57d38954131a149a0737d
io.github.valdemargr	gql-client-http4s_2.13	0.3.1-15-1db1c62		26bb7ed958fe556abba5b781a81e88fd9cf2e3c7
io.github.valdemargr	gql-client-http4s_2.13	0.3.1-17-3401237		a0fa3177484f17ce037315ffdc8e239b1ef5cf34
io.github.valdemargr	gql-client-http4s_2.13	0.3.1-2-9c85b30		dc66c12d4fcf3047beb646d7b0e5230b074e8e8c
io.github.valdemargr	gql-client-http4s_2.13	0.3.1-20-9bc58f4		58b117ae7dfa9b2b7a27717b600dfa4a0a76664b
io.github.valdemargr	gql-client-http4s_2.13	0.3.1-21-25c69af		51aa0dc4b5079b65bccab5dee53d937fc59a9d5c
io.github.valdemargr	gql-client-http4s_2.13	0.3.1-23-720fbad		bfb15d0fd2769702491c0381d121d62474d2bea0
io.github.valdemargr	gql-client-http4s_2.13	0.3.1-24-d594295		151f3ac363874f74866254e399d4cd7a4c58c71f
io.github.valdemargr	gql-client-http4s_2.13	0.3.1-28-66bc82c		734cc0f5d2ebde6f950a07ae08754daa8ef3a5f4
io.github.valdemargr	gql-client-http4s_2.13	0.3.1-3-5c769c6		ad5db5e41f443708cc2ca10011ff2968cc198344
io.github.valdemargr	gql-client-http4s_2.13	0.3.1-4-7077b55		20c2b64757f3764d7ed916f4805c7e0e1aca473a
io.github.valdemargr	gql-client-http4s_2.13	0.3.2		7957f90b7af164252a95d4659f3638f9e73b6449
io.github.valdemargr	gql-client-http4s_2.13	0.3.2-1-d335d1f		97b653e1014e0f23f0840a8e690916ff3ba06912
io.github.valdemargr	gql-client-http4s_2.13	0.3.2-10-d9e52b3		80be34390987634ecb34892e03ce1a4815f4a2c0
io.github.valdemargr	gql-client-http4s_2.13	0.3.2-2-393fd4c		432a5bf495ef2d38fafa45ae4f3a5a493a6b3636
io.github.valdemargr	gql-client-http4s_2.13	0.3.2-5-0222660		1a0599d8ff10002ad5f0474037a9b6a0bfeb8ee7
io.github.valdemargr	gql-client-http4s_2.13	0.3.2-8-2767041		10e31eb4b9af5a82d26061d7649af870fe930ab1
io.github.valdemargr	gql-client-http4s_2.13	0.3.2-9-3b06382		d9a8b2bdb8ecdedd2357776980e7c611061a78bc
io.github.valdemargr	gql-client-http4s_2.13	0.3.3		ef514cecc75ad704237c62d0c22618e8eccaff81
io.github.valdemargr	gql-client-http4s_2.13	0.3.3-21-7376fe8		5b0dee377e10c2086edfafe92e2c0562ceeef094
io.github.valdemargr	gql-client-http4s_2.13	0.3.3-23-49b2087		1a38b9faac94e91939e0e4015e65ae8db723dad2
io.github.valdemargr	gql-client-http4s_2.13	0.3.3-29-ff668db		9be0b12624ba555c25ee78b6d2f71b26941c70a8
io.github.valdemargr	gql-client-http4s_2.13	0.3.3-30-d3df509		fca3b93f21d1d702ddd688d54c1f7de4c91c1923
io.github.valdemargr	gql-client-http4s_2.13	0.3.3-33-682c449		e62f8792341288496f90e13501bf10bb647beca4
io.github.valdemargr	gql-client-http4s_2.13	0.3.3-34-0b3956a		2bb992a293d2b6f06a5be1f18b3ebe5bfbceec24
io.github.valdemargr	gql-client-http4s_2.13	0.3.3-4-8093754		530093f4d4214c2f36b67bc67d7d86e5c4eb2a5b
io.github.valdemargr	gql-client-http4s_2.13	0.3.3-47-2694bce		f0f895d241070aa74e556b51d2d3ccb96462fc18
io.github.valdemargr	gql-client-http4s_2.13	0.3.3-48-811c4d0		5cc5e059633fab77c3d1ed94a2b928359f29df54
io.github.valdemargr	gql-client-http4s_2.13	0.3.3-50-5b48be4		36efe751704d6796c8e9417ecfd358f86ff0d6aa
io.github.valdemargr	gql-client-http4s_2.13	0.3.3-52-318283a		06eecee2ac5dd07aaafc4ee4fda3507ef269053b
io.github.valdemargr	gql-client-http4s_2.13	0.3.3-54-e3e16b7		0f303956b55823021e50469e51852751188f0abf
io.github.valdemargr	gql-client-http4s_2.13	0.3.3-57-8177b27		a9b94b906b35b202f39b7fc89973d5dd7513774f
io.github.valdemargr	gql-client-http4s_2.13	0.3.3-71-516a95d		52666bfa46bbace7146fdf4df2596e75ab46657c
io.github.valdemargr	gql-client-http4s_2.13	0.3.3-74-83a9a59		2af395d1c4c535bd48a41458cb288d81eee4ee94
io.github.valdemargr	gql-client-http4s_2.13	0.3.3-76-1844c45		e323ca64f3b9efa85525c288d8c64a67b55c640c
io.github.valdemargr	gql-client-http4s_2.13	0.3.3-77-3eefea4		832bca076da2b541e4c9f84d511fa2580faeea27
io.github.valdemargr	gql-client-http4s_2.13	0.3.4-23-a35db31		81dc4ef3d0984babcae9fdc1dc589e0f7aec7dee
io.github.valdemargr	gql-client-http4s_2.13	0.3.4-27-49b9298		7df50d81dfcf592918a265d2fafc69a739430e0c
io.github.valdemargr	gql-client-http4s_2.13	0.3.4-28-fa5c5ec		995f7e05c8d02ea780005c50f691f08ab5053e2b
io.github.valdemargr	gql-client-http4s_2.13	0.3.4-31-bb430c1		f776467ffac7be76f289a42c06c9345578fbf2b2
io.github.valdemargr	gql-client-http4s_2.13	0.3.4-35-3eaa0b1		20bf324f01565326bce1606f46192c057fe2810a
io.github.valdemargr	gql-client-http4s_2.13	0.3.4-37-630a19e		400d2ffd792699416c12fa97f3e8609cc1022340
io.github.valdemargr	gql-client-http4s_2.13	0.3.4-38-12af7cb		2828ec27fe99a362684517c3681ff06a6b3a37a0
io.github.valdemargr	gql-client-http4s_2.13	0.3.4-53-ab31f56		b6ef9edbf83193a26cceae0d79ec75b88218d88c
io.github.valdemargr	gql-client-http4s_2.13	0.3.4-58-c15da40		9beb7c24c88f106484c0fb88dbd3663dae56a4f4
io.github.valdemargr	gql-client-http4s_2.13	0.3.4-61-f75847e		dcc41ead6f593ddd8d78328fa2fa832655fc5af1
io.github.valdemargr	gql-client-http4s_2.13	0.3.5		3deb507ad5ae2fc05f909a95e02b7485431313b7
io.github.valdemargr	gql-client-http4s_2.13	0.3.5-1-a0cbbfd		1348e2e0caa723616c49e72570afa6ae16f1e4c1
io.github.valdemargr	gql-client-http4s_2.13	0.3.5-13-bc16186		f087ea1bbf4451d5a128c4af14a14bf5855ad65a
io.github.valdemargr	gql-client-http4s_2.13	0.3.5-15-06471a0		5d3976630a104ca0ba96cdef0cb25a5820c31b52
io.github.valdemargr	gql-client-http4s_2.13	0.3.5-19-241f189		1ec6bd8309bab7ab3bf0c848384ad15413d6af25
io.github.valdemargr	gql-client-http4s_2.13	0.3.5-2-05b2dc6		79ee3b2be4290d990ae1eaab9a64817a8df9c229
io.github.valdemargr	gql-client-http4s_2.13	0.3.5-21-a9402f5		422a315b08841f1cc83fe201b431724fe462f09d
io.github.valdemargr	gql-client-http4s_2.13	0.3.5-23-ef7dcf4		13df073c7f7876c5e0740e8ccd197d5e4112f83e
io.github.valdemargr	gql-client-http4s_2.13	0.3.5-25-6114239		fdb0d829fc82663ef74e481f02129e9ccf8c75ba
io.github.valdemargr	gql-client-http4s_2.13	0.3.5-26-347c8a7		a10997b2410a28ac08ce90a7fd14674230b25ba4
io.github.valdemargr	gql-client-http4s_2.13	0.3.5-27-6c4a6c0		57db33dc0b424dc3e01e82fa2bb318d4c66af5a0
io.github.valdemargr	gql-client-http4s_2.13	0.3.5-29-555f367		dedb2c9dd851d9dd75834b2eae9e3b8ac9579780
io.github.valdemargr	gql-client-http4s_2.13	0.3.5-3-d2edd7f		8df5c649e141f76ba898a927782e77175de0b796
io.github.valdemargr	gql-client-http4s_2.13	0.3.5-31-46b3227		2d6ff0d3b9dcab65056f707e686252944006254e
io.github.valdemargr	gql-client-http4s_2.13	0.3.5-32-7fc9c04		72f00a7f7fd90acb24695b1cc93b0fb38e678c38
io.github.valdemargr	gql-client-http4s_2.13	0.3.5-34-2566465		28e7179bed90d828aec1d0e5b8c7ca6f64ec1db2
io.github.valdemargr	gql-client-http4s_2.13	0.3.5-4-358da28		907a0739cf87ffbc46431fd24432462c43da02c2
io.github.valdemargr	gql-client-http4s_2.13	0.3.5-5-d29cfe4		75569c1cf77f97d74e0d86dc8dae66429bbf9be1
io.github.valdemargr	gql-client-http4s_2.13	0.3.5-6-7f7cb82		29efcd6dcf3ed7a794da5373dc47909e61ec7eba
io.github.valdemargr	gql-client-http4s_2.13	0.3.5-7-502febc		8abaa0e663e2d61ead947b06a46e0b6d6c36e012
io.github.valdemargr	gql-client-http4s_2.13	0.3.6		685c252222e5ed54eb1429dfb962bd4e25f024c0
io.github.valdemargr	gql-client-http4s_2.13	0.3.6-31-5d99e2d		43be6e45be11c4932a7d281a13024f7436432e06
io.github.valdemargr	gql-client-http4s_2.13	0.4.0		c88f69ce34ec791738d4489e93fc36ceb1fed241
io.github.valdemargr	gql-client-http4s_2.13	0.4.0-2-a5aeb50		d707dcac17979ef7d378c897ed50e1281aecb32a
io.github.valdemargr	gql-client-http4s_2.13	0.4.1		df1f1f17fa1332908d08896c81c3a908bfc808bb
io.github.valdemargr	gql-client-http4s_2.13	0.4.1-10-dda617a		0453881ef8cd91510e7b692e5bdf2fe8a5d3ebb3
io.github.valdemargr	gql-client-http4s_2.13	0.4.1-12-ba86bbd		eb414770a16d68a2f760f8a8217aae36f9dc59d8
io.github.valdemargr	gql-client-http4s_2.13	0.4.1-2-a6f47f9		390cec24f05fdd0573aa40723cf15fcd941df9a4
io.github.valdemargr	gql-client-http4s_2.13	0.4.1-25-e67b1a4		eb0e0ab4d1c9aa502cadce216513ec3308a4f36b
io.github.valdemargr	gql-client-http4s_2.13	0.4.1-4-348043d		864d6664dc679ff2c58e889e48955dfb26b2357d
io.github.valdemargr	gql-client-http4s_2.13	0.4.2		1535edb0251ea4c3b1e53102f1d2f690c3e573d9
io.github.valdemargr	gql-client-http4s_2.13	0.4.2-1-e0d30e0		201c575e0802296ed18c99d015948195ab78d9be
io.github.valdemargr	gql-client-http4s_2.13	0.4.2-16-a793d26		1e866f81a1e35fa98668534f7cda8e8c78ce284b
io.github.valdemargr	gql-client-http4s_2.13	0.4.2-18-eba8697		bfb8d7758e350d9b54f94a41c6b39b3672628d2e
io.github.valdemargr	gql-client-http4s_2.13	0.4.2-2-9903894		c71d361fcb073ae7b0fb86ab999ecc08edf85f00
io.github.valdemargr	gql-client-http4s_2.13	0.4.2-20-ef3b262		f955e3f2b7774102d3b3e2ca65596f569d68b42f
io.github.valdemargr	gql-client-http4s_2.13	0.4.2-21-6b77051		5bf47e1f6c02bce092797e6ca9106e208d19bfab
io.github.valdemargr	gql-client-http4s_2.13	0.4.2-4-b417105		c01fdb07b545b0ec8efe0aaa72033b2b29c1ed5d
io.github.valdemargr	gql-relational-doobie_3	0.3-e03b5af		aacca8e825ed7a2ad74f2e3560aaf39697920cf8
io.github.valdemargr	gql-relational-doobie_3	0.3.0		221de60e356f08077912360e09b4238efefa7d7a
io.github.valdemargr	gql-relational-doobie_3	0.3.0-1-c3b1ee8		c90815bebbc02840a7dbd10bcb1037f765b01826
io.github.valdemargr	gql-relational-doobie_3	0.3.0-11-f220bfc		27d5407501d14157cf933c7713383fdc988d3ad3
io.github.valdemargr	gql-relational-doobie_3	0.3.0-2-251fb03		3aed8d622cc87d4effa46913b3a1fb2bca0e2bb2
io.github.valdemargr	gql-relational-doobie_3	0.3.1		03002850ed0096e2b92ea0fd49d7eda1e30dcccb
io.github.valdemargr	gql-relational-doobie_3	0.3.1-1-58f86b1		02fa8f406eb2d2d2682a455e4918bb1862f235e3
io.github.valdemargr	gql-relational-doobie_3	0.3.1-10-e720887		1830793d118737d6fe45a4a3bc2389bcbf06d927
io.github.valdemargr	gql-relational-doobie_3	0.3.1-11-b01c108		fb280a005f26c8bac3faecba65b5d09b1c1a187a
io.github.valdemargr	gql-relational-doobie_3	0.3.1-12-2002b05		25fab4eec712eb1b0512048055b457dbab0063ab
io.github.valdemargr	gql-relational-doobie_3	0.3.1-13-c3940f2		ae2c5241c27a71a64bbfe055bf0761bcea7cc5a0
io.github.valdemargr	gql-relational-doobie_3	0.3.1-15-1db1c62		3959ab3a6c62e3b289a753eca8f8c01fd7a5656f
io.github.valdemargr	gql-relational-doobie_3	0.3.1-17-3401237		e6f13efeb6fbfc7c70676234d67e065f2cc9688e
io.github.valdemargr	gql-relational-doobie_3	0.3.1-2-9c85b30		5bcfd99c34c0401c2714743caefdca8694475d82
io.github.valdemargr	gql-relational-doobie_3	0.3.1-20-9bc58f4		070ea0b5f02d3a05bdd76e40754e0984f7ae7365
io.github.valdemargr	gql-relational-doobie_3	0.3.1-21-25c69af		49f743cdf46e87b0111604d20f292a580de44e18
io.github.valdemargr	gql-relational-doobie_3	0.3.1-23-720fbad		39d734bb9c16e470dca30d2e87a13f593a326c6a
io.github.valdemargr	gql-relational-doobie_3	0.3.1-24-d594295		bc17a40ff95292f838556ac007b7d98287ae42b5
io.github.valdemargr	gql-relational-doobie_3	0.3.1-28-66bc82c		b2d4c79331b8f687e1576bc003bb180ed8efeeb4
io.github.valdemargr	gql-relational-doobie_3	0.3.1-3-5c769c6		2a8c3db011753735277633138bdde160489c4a94
io.github.valdemargr	gql-relational-doobie_3	0.3.1-4-7077b55		2302bafb89d4366257ef504906c933bc7b36ebcd
io.github.valdemargr	gql-relational-doobie_3	0.3.2		eab5ad2d4b96795a631266e61e752b8bbf0e5c89
io.github.valdemargr	gql-relational-doobie_3	0.3.2-1-d335d1f		724a9e7daa0301fb3b54676ed24069d2cdae258c
io.github.valdemargr	gql-relational-doobie_3	0.3.2-10-d9e52b3		00e3c2a3ddfee43d782f2e5d36de0f929f7e033d
io.github.valdemargr	gql-relational-doobie_3	0.3.2-2-393fd4c		66e31f591aa992bcf3debe20e79d3592d87b4255
io.github.valdemargr	gql-relational-doobie_3	0.3.2-5-0222660		e089665f9ce6ca13ec0b7fa2fd7eb546b71e4d99
io.github.valdemargr	gql-relational-doobie_3	0.3.2-8-2767041		dc1188de2b28f0327d2a094128b3d5d739ce9373
io.github.valdemargr	gql-relational-doobie_3	0.3.2-9-3b06382		49e2d317ebbbf706b13704190971b532d88aab91
io.github.valdemargr	gql-relational-doobie_3	0.3.3		15fd69e606ef3be6936750c1c53cbae25089b277
io.github.valdemargr	gql-relational-doobie_3	0.3.3-21-7376fe8		d027a4d2681225ca29add60742563c26d5ce0eed
io.github.valdemargr	gql-relational-doobie_3	0.3.3-23-49b2087		e6799276c1396e8cdbc9398890b291926ca07822
io.github.valdemargr	gql-relational-doobie_3	0.3.3-29-ff668db		71ce5384f607147f3d9ac33cfed164b4bc0fc3b2
io.github.valdemargr	gql-relational-doobie_3	0.3.3-30-d3df509		e575c6fd32be6929adf2358c2b996cbd7dfc0ead
io.github.valdemargr	gql-relational-doobie_3	0.3.3-33-682c449		c188368291f0e15f46c76785fef47a19a8835455
io.github.valdemargr	gql-relational-doobie_3	0.3.3-34-0b3956a		ffd9fc5a9961c22b72778c9b444bd5e909795590
io.github.valdemargr	gql-relational-doobie_3	0.3.3-4-8093754		3276572a47bc329b78eec53af87b41524387b706
io.github.valdemargr	gql-relational-doobie_3	0.3.3-47-2694bce		572ef7bbd6121110490abfebcc2244fd9c7b67b3
io.github.valdemargr	gql-relational-doobie_3	0.3.3-48-811c4d0		cd5d0699d1c8fef7d94918922f2c77d97c4d320d
io.github.valdemargr	gql-relational-doobie_3	0.3.3-50-5b48be4		6fe33fb1bbb0543c1e36c70cf1e3fe1408dd9259
io.github.valdemargr	gql-relational-doobie_3	0.3.3-52-318283a		37d3a538d99098471cc6f5c24aa424e38d3c6b8f
io.github.valdemargr	gql-relational-doobie_3	0.3.3-54-e3e16b7		3e2e84897a8bdf4a906bd16d41f8079915b0070a
io.github.valdemargr	gql-relational-doobie_3	0.3.3-57-8177b27		622a688edca3c6cefd7b2e77b2bbf404ca1c8d09
io.github.valdemargr	gql-relational-doobie_3	0.3.3-71-516a95d		528904103070f81107ed8bb7f04bd036ca32df73
io.github.valdemargr	gql-relational-doobie_3	0.3.3-74-83a9a59		558ecb677a994421e43dc1f4c31214d2988d998a
io.github.valdemargr	gql-relational-doobie_3	0.3.3-76-1844c45		81c2149e6c5d1e5685030e8c9a2d7dafdf5a4e84
io.github.valdemargr	gql-relational-doobie_3	0.3.3-77-3eefea4		12bd6abc8b7f6cf572751332edf8656632fb0172
io.github.valdemargr	gql-relational-doobie_3	0.3.4-23-a35db31		d7b9d0b93fdfe7a5926bab07c89d92afff90634b
io.github.valdemargr	gql-relational-doobie_3	0.3.4-27-49b9298		4055ce27a63eeec28db5d3505b43fc5d851a252a
io.github.valdemargr	gql-relational-doobie_3	0.3.4-28-fa5c5ec		4bb92c649b2cbbfa59f38fb62e4b776c1e18fe4f
io.github.valdemargr	gql-relational-doobie_3	0.3.4-31-bb430c1		3bd12f3ce25866bc7c1468c1834c672411e65c4f
io.github.valdemargr	gql-relational-doobie_3	0.3.4-35-3eaa0b1		6e149ab242e87a585f5e1e102a1d95ad9a52cee4
io.github.valdemargr	gql-relational-doobie_3	0.3.4-37-630a19e		074026632c5f4909fbc17073709acd3470c1a493
io.github.valdemargr	gql-relational-doobie_3	0.3.4-38-12af7cb		3647f6a9b14b6bd2e9c65f2e6e5872303289a876
io.github.valdemargr	gql-relational-doobie_3	0.3.4-53-ab31f56		e633d577cbf7ea57c84325897da57be4deb52f55
io.github.valdemargr	gql-relational-doobie_3	0.3.4-58-c15da40		dba02221a72c6fd5d5997c242d3586157d2b450a
io.github.valdemargr	gql-relational-doobie_3	0.3.4-61-f75847e		9cd2ae988280c0511e1f992e7e470b5cf4cfdbed
io.github.valdemargr	gql-relational-doobie_3	0.3.5		a70e9ccb82b4ae823181412b4b7609269af6b474
io.github.valdemargr	gql-relational-doobie_3	0.3.5-1-a0cbbfd		d47b58c803967c73186308c146386c9fb93d62c0
io.github.valdemargr	gql-relational-doobie_3	0.3.5-13-bc16186		0d42904384aa011b2e62a1628a25e25684165403
io.github.valdemargr	gql-relational-doobie_3	0.3.5-15-06471a0		23ab8ea900846f91591eb1ca9d95f4546a017891
io.github.valdemargr	gql-relational-doobie_3	0.3.5-19-241f189		cf7ce996b6b5ed1bddc4be54b7da8eee5a07c39c
io.github.valdemargr	gql-relational-doobie_3	0.3.5-2-05b2dc6		f0df502b2a434b7f9f6f2430ee240dbf5c8037f8
io.github.valdemargr	gql-relational-doobie_3	0.3.5-21-a9402f5		25a8e36c1a0d380b9a7a971d28baf8465cef2d6a
io.github.valdemargr	gql-relational-doobie_3	0.3.5-23-ef7dcf4		4b8b94f8946cd4e9193504f9ca0df9ff3ee0c09e
io.github.valdemargr	gql-relational-doobie_3	0.3.5-25-6114239		4af5d63126ac36c08074a73fa3d0863a28bc786c
io.github.valdemargr	gql-relational-doobie_3	0.3.5-26-347c8a7		748898cb25eccdb84081749b330db09a09355c7e
io.github.valdemargr	gql-relational-doobie_3	0.3.5-27-6c4a6c0		324ab09b5fc2a520df478506f646d720ea1788ff
io.github.valdemargr	gql-relational-doobie_3	0.3.5-29-555f367		ce287f2bc69c0297d1c901b00da716cde6f485c9
io.github.valdemargr	gql-relational-doobie_3	0.3.5-3-d2edd7f		57260843e4d2aeb5c124a007716069523b8d641c
io.github.valdemargr	gql-relational-doobie_3	0.3.5-31-46b3227		5e92fdd6e5a77d6982343a7b3ebdf090c0aa9534
io.github.valdemargr	gql-relational-doobie_3	0.3.5-32-7fc9c04		6d7335f48790b692f387e62bc93617c7c4215a99
io.github.valdemargr	gql-relational-doobie_3	0.3.5-34-2566465		32d620a7eb2f6af424c7084e5d5a99dc854bb10d
io.github.valdemargr	gql-relational-doobie_3	0.3.5-4-358da28		5513e0bfb726777e5a5f793a3adb2cbd2934c0dd
io.github.valdemargr	gql-relational-doobie_3	0.3.5-5-d29cfe4		30548a72f63c062c080c2f2ea8aeef024c2db877
io.github.valdemargr	gql-relational-doobie_3	0.3.5-6-7f7cb82		8b0c1fa2b3343907fad3619b3f032dba0fc17a72
io.github.valdemargr	gql-relational-doobie_3	0.3.5-7-502febc		d0caa8176d86334cf453a8f7593992672ee1c158
io.github.valdemargr	gql-relational-doobie_3	0.3.6		253df415689f2beba7da9c7ce895fa986bc7c04f
io.github.valdemargr	gql-relational-doobie_3	0.3.6-31-5d99e2d		ddeb51afac194448c415b6eeab1e31780d3db5f7
io.github.valdemargr	gql-relational-doobie_3	0.4.0		3a2133022fd8916a631f21920d2fd28f7e5f417a
io.github.valdemargr	gql-relational-doobie_3	0.4.0-2-a5aeb50		9967eabd63aa9e967113e8baed754bed7754d355
io.github.valdemargr	gql-relational-doobie_3	0.4.1		4797783fb618a6bced36748c9ac8e62d1c54484c
io.github.valdemargr	gql-relational-doobie_3	0.4.1-10-dda617a		b8101ade1a9d42d78f8a55527b935101233ad996
io.github.valdemargr	gql-relational-doobie_3	0.4.1-12-ba86bbd		36b7057fba3b9405a9b354ffb93a17c19d87755d
io.github.valdemargr	gql-relational-doobie_3	0.4.1-2-a6f47f9		829e820eff1448ad0989aafaabb23486e21e7743
io.github.valdemargr	gql-relational-doobie_3	0.4.1-25-e67b1a4		b00e8b7e752122b86e24c3da5b631ed516b72ad7
io.github.valdemargr	gql-relational-doobie_3	0.4.1-4-348043d		be9d94cabfb86c33ae1411b71fd2f8c15b0cc14f
io.github.valdemargr	gql-relational-doobie_3	0.4.2		5d234f04e17d430e114a7d84ce1c183be04412b7
io.github.valdemargr	gql-relational-doobie_3	0.4.2-1-e0d30e0		10d58c386b5d18af2e938996e9e70710511a7dbd
io.github.valdemargr	gql-relational-doobie_3	0.4.2-16-a793d26		23c900130013d6cda8114a3790e2901ca3b59f92
io.github.valdemargr	gql-relational-doobie_3	0.4.2-18-eba8697		3c9c0860669ab6a25166e075bf262214d78c9d1e
io.github.valdemargr	gql-relational-doobie_3	0.4.2-2-9903894		438187da4e7d93244932127cca9177f059d918a0
io.github.valdemargr	gql-relational-doobie_3	0.4.2-20-ef3b262		b590a301d2173a3047257282890a08a6195f287c
io.github.valdemargr	gql-relational-doobie_3	0.4.2-21-6b77051		1be102ca9ccb6abfcb7624410bb59edbe36e580a
io.github.valdemargr	gql-relational-doobie_3	0.4.2-4-b417105		896911e2d0c5d641dc01c7123d3f9b31a5af6b57
io.openliberty.features	io.openliberty.internal.versionless.wasJmsServer-3.0	24.0.0.10		N/A
io.openliberty.features	io.openliberty.internal.versionless.wasJmsServer-3.0	24.0.0.11		N/A
io.openliberty.features	io.openliberty.internal.versionless.wasJmsServer-3.0	24.0.0.12		N/A
io.openliberty.features	io.openliberty.internal.versionless.wasJmsServer-3.0	24.0.0.8		N/A
io.openliberty.features	io.openliberty.internal.versionless.wasJmsServer-3.0	24.0.0.9		N/A
io.openliberty.features	io.openliberty.internal.versionless.wasJmsServer-3.0	25.0.0.1		N/A
io.openliberty.features	io.openliberty.internal.versionless.wasJmsServer-3.0	25.0.0.2		N/A
io.openliberty.features	io.openliberty.internal.versionless.wasJmsServer-3.0	25.0.0.3		N/A
io.openliberty.features	io.openliberty.internal.versionless.wasJmsServer-3.0	25.0.0.4		N/A
io.openliberty.features	jsonp-1.1	18.0.0.2		N/A
io.openliberty.features	jsonp-1.1	18.0.0.3		N/A
io.openliberty.features	jsonp-1.1	18.0.0.4		N/A
io.openliberty.features	jsonp-1.1	19.0.0.1		N/A
io.openliberty.features	jsonp-1.1	19.0.0.10		N/A
io.openliberty.features	jsonp-1.1	19.0.0.11		N/A
io.openliberty.features	jsonp-1.1	19.0.0.12		N/A
io.openliberty.features	jsonp-1.1	19.0.0.2		N/A
io.openliberty.features	jsonp-1.1	19.0.0.3		N/A
io.openliberty.features	jsonp-1.1	19.0.0.4		N/A
io.openliberty.features	jsonp-1.1	19.0.0.5		N/A
io.openliberty.features	jsonp-1.1	19.0.0.6		N/A
io.openliberty.features	jsonp-1.1	19.0.0.7		N/A
io.openliberty.features	jsonp-1.1	19.0.0.8		N/A
io.openliberty.features	jsonp-1.1	19.0.0.9		N/A
io.openliberty.features	jsonp-1.1	20.0.0.1		N/A
io.openliberty.features	jsonp-1.1	20.0.0.10		N/A
io.openliberty.features	jsonp-1.1	20.0.0.11		N/A
io.openliberty.features	jsonp-1.1	20.0.0.12		N/A
io.openliberty.features	jsonp-1.1	20.0.0.2		N/A
io.openliberty.features	jsonp-1.1	20.0.0.3		N/A
io.openliberty.features	jsonp-1.1	20.0.0.4		N/A
io.openliberty.features	jsonp-1.1	20.0.0.5		N/A
io.openliberty.features	jsonp-1.1	20.0.0.6		N/A
io.openliberty.features	jsonp-1.1	20.0.0.7		N/A
io.openliberty.features	jsonp-1.1	20.0.0.8		N/A
io.openliberty.features	jsonp-1.1	20.0.0.9		N/A
io.openliberty.features	jsonp-1.1	21.0.0.1		N/A
io.openliberty.features	jsonp-1.1	21.0.0.10		N/A
io.openliberty.features	jsonp-1.1	21.0.0.11		N/A
io.openliberty.features	jsonp-1.1	21.0.0.12		N/A
io.openliberty.features	jsonp-1.1	21.0.0.2		N/A
io.openliberty.features	jsonp-1.1	21.0.0.3		N/A
io.openliberty.features	jsonp-1.1	21.0.0.4		N/A
io.openliberty.features	jsonp-1.1	21.0.0.5		N/A
io.openliberty.features	jsonp-1.1	21.0.0.6		N/A
io.openliberty.features	jsonp-1.1	21.0.0.7		N/A
io.openliberty.features	jsonp-1.1	21.0.0.8		N/A
io.openliberty.features	jsonp-1.1	21.0.0.9		N/A
io.openliberty.features	jsonp-1.1	22.0.0.1		N/A
io.openliberty.features	jsonp-1.1	22.0.0.10		N/A
io.openliberty.features	jsonp-1.1	22.0.0.11		N/A
io.openliberty.features	jsonp-1.1	22.0.0.12		N/A
io.openliberty.features	jsonp-1.1	22.0.0.13		N/A
io.openliberty.features	jsonp-1.1	22.0.0.2		N/A
io.openliberty.features	jsonp-1.1	22.0.0.3		N/A
io.openliberty.features	jsonp-1.1	22.0.0.4		N/A
io.openliberty.features	jsonp-1.1	22.0.0.5		N/A
io.openliberty.features	jsonp-1.1	22.0.0.6		N/A
io.openliberty.features	jsonp-1.1	22.0.0.7		N/A
io.openliberty.features	jsonp-1.1	22.0.0.8		N/A
io.openliberty.features	jsonp-1.1	22.0.0.9		N/A
io.openliberty.features	jsonp-1.1	23.0.0.1		N/A
io.openliberty.features	jsonp-1.1	23.0.0.10		N/A
io.openliberty.features	jsonp-1.1	23.0.0.11		N/A
io.openliberty.features	jsonp-1.1	23.0.0.12		N/A
