am.ik.tsng	tsng	0.1.0		73ba4e1b65c13440b14ac1082e69b7e710c2271c
io.qtjambi	qtjambi-xml-debuginfo-linux-x64	6.6.2		e395f446fed7993f016211d58b674222b315fc15
io.qtjambi	qtjambi-xml-debuginfo-linux-x64	6.6.3		f427f401048a55eed6237fb620afd30db4b0fd42
io.qtjambi	qtjambi-xml-debuginfo-linux-x64	6.7.0		bdbd7314611f479868d2976ec29a20a62fd5e89d
io.qtjambi	qtjambi-xml-debuginfo-linux-x64	6.7.1		ab9530496a3adf09a70911be45288b6333a75f7b
io.qtjambi	qtjambi-xml-debuginfo-linux-x64	6.7.2		9ac4a80066be6baea9fc50fac6bf3e6d3abb9235
io.qtjambi	qtjambi-xml-debuginfo-linux-x64	6.7.3		9b341e3d0611c96e8dee0d226d0a794ef1d05930
io.qtjambi	qtjambi-xml-debuginfo-linux-x64	6.8.0		5fb4f98f8b6c0f2131973bde0526082274b5926e
io.qtjambi	qtjambi-xml-debuginfo-linux-x64	6.8.1		5a97167513d7f5c4b8f3aab2d56806d05cb70352
io.qtjambi	qtjambi-xml-debuginfo-linux-x64	6.8.2		bb097d5813eef29d3ead632a3bdb866cb880ec27
io.qtjambi	qtjambi-xml-debuginfo-linux-x64	6.8.3		a77ac8638fc8492bec1605ac1582b83f787cd763
io.qtjambi	qtjambi-xml-debuginfo-linux-x64	6.9.0		a985fff07342996d082e4368f6d38eaa09538f7c
io.quarkiverse.mavenresolver	quarkiverse-maven-resolver-deployment	0.0.1		ff255252c790959b2eef75b55bcc03de5faf59a1
io.teknek	graphite-reporter	0.0.1		e8abfc77cdcbcec61c7c240871954cbf39550a77
kr.jadekim	jext-exposed-koin	2.0.0		b14ba6bfd08de3e05a5cb9992cc649b4a51e398a
kr.jadekim	jext-exposed-koin	2.0.0	all	4cd0ef3a65a38a4b0711a8e543fdcd62714aaede
kr.jadekim	jext-exposed-koin	2.0.1-alpha1		b6291321eef20d24018f90d7b9a93b4e971aa0ca
kr.jadekim	jext-exposed-koin	2.0.1-alpha1	all	52d814f02f753d01748acd6338092e9314bdecf9
kr.jadekim	jext-exposed-koin	2.0.1-alpha2		d20d11ea1ebc9b84a15699aa8894e28c0e5aef2b
kr.jadekim	jext-exposed-koin	2.0.1-alpha2	all	de3f132002b8c936356d2336995523c80efa5478
kr.jadekim	jext-exposed-koin	2.0.1-alpha5		f24e3781bae779c55829cc0c28a4d57b41f9d665
kr.jadekim	jext-exposed-koin	2.0.1-alpha6		4e9f9df373d40da38dd10d8456aa75b83cfd5600
kr.jadekim	jext-exposed-koin	2.0.1-alpha7		08b8115648a5f94432725a9e65f92d3650a45c82
kr.jadekim	jext-exposed-koin	2.0.1-alpha8		4d3123921e9c597f3bf82f30c72bfb2129a89a28
kr.jadekim	jext-exposed-koin	2.0.1-alpha9		079906bed6979f9482e736324fdcd187879f3ad5
kr.jadekim	jext-exposed-koin	2.0.1-beta1		53efaf11a956c592c2bb00cd7d0c79230b9bcdba
kr.jadekim	jext-exposed-koin	2.0.1-beta2		e1acaec41817e877970912f0b802611ca5cc4c6a
kr.jadekim	jext-exposed-koin	2.0.1-beta3		51ec55daaca13297f8652610212b881e1a715d43
kr.jadekim	jext-exposed-koin	2.0.1-beta4		73b2f424d98e8df5697097e17b0c4fa5e5d04fce
kr.jadekim	jext-exposed-koin	2.0.2		6e3f589acb28d12b9cb2964db69882b34ca43a52
kr.jadekim	jext-exposed-koin	2.0.3		6e3f589acb28d12b9cb2964db69882b34ca43a52
kr.jadekim	jext-exposed-koin	2.0.3-alpha1		6e3f589acb28d12b9cb2964db69882b34ca43a52
kr.jadekim	jext-exposed-koin	2.0.4		6e3f589acb28d12b9cb2964db69882b34ca43a52
kr.jadekim	jext-exposed-koin	2.0.5-alpha1		6e3f589acb28d12b9cb2964db69882b34ca43a52
kr.jadekim	jext-exposed-koin	2.0.5-alpha2		6e3f589acb28d12b9cb2964db69882b34ca43a52
kr.jadekim	jext-exposed-koin	2.0.5-alpha5		6e3f589acb28d12b9cb2964db69882b34ca43a52
kr.jadekim	jext-exposed-koin	2.0.5-alpha6		6e3f589acb28d12b9cb2964db69882b34ca43a52
kr.jadekim	jext-exposed-koin	2.0.5-alpha7		6e3f589acb28d12b9cb2964db69882b34ca43a52
kr.jadekim	jext-exposed-koin	2.0.5-alpha8		6e3f589acb28d12b9cb2964db69882b34ca43a52
kr.jadekim	jext-exposed-koin	2.0.7		c074d956789fe5a7dbf386b9ddb7e34d1618dbab
kr.jadekim	jext-exposed-koin	2.1.0		b94fe605ea8ff0f68f3feab065ae0b7d67860964
kr.jadekim	jext-exposed-koin	2.1.1		b94fe605ea8ff0f68f3feab065ae0b7d67860964
kr.jadekim	jext-exposed-koin	2.1.3		b94fe605ea8ff0f68f3feab065ae0b7d67860964
kr.jadekim	jext-exposed-koin	2.1.4		b94fe605ea8ff0f68f3feab065ae0b7d67860964
net.ju-n.benchmark	mock-webapp	1.0.0-alpha-1		N/A
net.ju-n.benchmark	mock-webapp	1.0.0-alpha-1	classes	a976cc595c20b2b3cc0a2e38ad1d1da6cf015eef
net.ju-n.benchmark	mock-webapp	1.0.0-alpha-2		N/A
net.ju-n.benchmark	mock-webapp	1.0.0-alpha-2	classes	5652267c5f4816684f3d0415aae2653d3e0d0439
net.ju-n.benchmark	mock-webapp	1.0.0-alpha-3		N/A
net.ju-n.benchmark	mock-webapp	1.0.0-alpha-3	classes	0e08afc3e4e347c4ce24a722966f02df7f3bc039
net.sansa-stack	sansa-inference-flink_2.11	0.1.0		0eaf3f8132f62f404bb333d4278d8add1d72b08c
net.sansa-stack	sansa-inference-flink_2.11	0.2.0		f0d651510351e146b75178cbdc62e84bffdf0efc
net.sansa-stack	sansa-inference-flink_2.11	0.3.0		65274a0346dce0faa9d37a1c9137133528194186
net.sansa-stack	sansa-inference-flink_2.11	0.4.0		46e457195fa335f0687379d69e4cb3fb1b262237
net.sansa-stack	sansa-inference-flink_2.11	0.5.0		9b5cb1a09ec1fed25615b472c99e23280ac0fdec
net.sansa-stack	sansa-inference-flink_2.11	0.6.0		e7d033f5d7b282a1b7d10c2151fc666be7d8fa71
net.sansa-stack	sansa-inference-flink_2.11	0.7.1		0fc0dd8c399561ed2116862716ada4e62f7d1ab2
org.apache.camel.karaf	camel-snmp	4.10.3		da130c49f9c3ebe80ea67bdfc0b0014d201e8bca
org.apache.camel.karaf	camel-snmp	4.7.0		3c169c894110fa56275c7da9aac7f05baeac9d13
org.apache.camel.karaf	camel-snmp	4.8.1		1526bf10132c513d0a9486e57c45cfdb495e056c
org.apache.camel.karaf	camel-snmp	4.8.2		d2f1c5f646f32e054c5cbf4210111c2e6a014c3b
org.apache.camel.karaf	camel-snmp	4.8.5		02f262cf4e78cec85b9e1303bab266f41885e5a2
org.apache.camel.karaf	camel-snmp	4.8.6		504a8d87796111f9329f93b43197295917c686dd
org.apache.camel.karaf	camel-snmp	4.9.0		379b12067ccb4f5b3fb829c545841f373b27ecb8
org.apache.camel.quarkus	camel-quarkus-snmp	1.1.0		97dda6fe9f06b1154b4ddb069fc7696c8ea0f5a5
org.apache.camel.quarkus	camel-quarkus-snmp	1.2.0		61743fa89de8f7f05c6b1e2ddc3f8188068cc4b3
org.apache.camel.quarkus	camel-quarkus-snmp	1.3.0		49ce768ef6e974d1ffcb7c2082b51eb40a828483
org.apache.camel.quarkus	camel-quarkus-snmp	1.4.0		717ad4e7abe893304111e32983337b22aa852ebe
org.apache.camel.quarkus	camel-quarkus-snmp	1.5.0		2bc46c2aba05001d5187ae93e410b3424442e043
org.apache.camel.quarkus	camel-quarkus-snmp	1.6.0		2e4bd3d053c700e5f8c77fe1b7b535b8e902ddf9
org.apache.camel.quarkus	camel-quarkus-snmp	1.7.0		4ecee13e6379d6a456ec3ce3a7a1b1e22fa5200a
org.apache.camel.quarkus	camel-quarkus-snmp	1.8.0		e8197e97bbe43f57bdb9b928f13039b88ac3d49f
org.apache.camel.quarkus	camel-quarkus-snmp	1.8.1		273926fdc3de8549781e0f9160ce119f78d262dd
org.apache.camel.quarkus	camel-quarkus-snmp	2.0.0		cbfe1521e137e4f00bab340f122fabc1dd9d6ef4
org.apache.camel.quarkus	camel-quarkus-snmp	2.0.0-M1		96744e27f3c0e8b0d2f4291999981a32fe8b18b8
org.apache.camel.quarkus	camel-quarkus-snmp	2.0.0-M2		1fea2aabee9a92ca8df20e9c9303460576d1ef60
org.apache.camel.quarkus	camel-quarkus-snmp	2.1.0		55d8bcc14160ede1ec9d709121910ab4e3a8508f
org.apache.camel.quarkus	camel-quarkus-snmp	2.10.0		531bfdf4a9e8c807ed44cc87e372c553771f624b
org.apache.camel.quarkus	camel-quarkus-snmp	2.11.0		9213135ea7f475f8919bff2d55f144b6cc879ab5
org.apache.camel.quarkus	camel-quarkus-snmp	2.12.0		e52f5f736b34277c2cfdeaaf1cf6fdf5828b360c
org.apache.camel.quarkus	camel-quarkus-snmp	2.13.0		a43d18d31b02265ca78ff4c3b76caaece58f53bf
org.apache.camel.quarkus	camel-quarkus-snmp	2.13.1		9e06e8af9d2b36246aeeed09d7873b767f5fe3e8
org.apache.camel.quarkus	camel-quarkus-snmp	2.13.2		a50dedb2aaca97ffd98b7e2cf020f59b975713ed
org.apache.camel.quarkus	camel-quarkus-snmp	2.13.3		0a6c0ce6c7be86f41571ea63a73978c4ddc0ccfc
org.apache.camel.quarkus	camel-quarkus-snmp	2.14.0		2de031797cf880c202e7f8dd9a095bb8f1baf510
org.apache.camel.quarkus	camel-quarkus-snmp	2.15.0		4c24e2f26064207cf1751f6bfab3ad6d2d780686
org.apache.camel.quarkus	camel-quarkus-snmp	2.16.0		edda7ec48c6cf0caf4bb6df05eea3bc07bade06d
org.apache.camel.quarkus	camel-quarkus-snmp	2.2.0		1c321bd6a85ea2fc05265ec02c9492bf2ab83e8c
org.apache.camel.quarkus	camel-quarkus-snmp	2.2.1		b3b41fa94eb4e628227d254699f4bc9f7e4c9c88
org.apache.camel.quarkus	camel-quarkus-snmp	2.3.0		188026ee61708114538a597b915f4faffadf9d80
org.apache.camel.quarkus	camel-quarkus-snmp	2.4.0		badbcd43faba10cf5091efbeff820508288ece59
org.apache.camel.quarkus	camel-quarkus-snmp	2.5.0		91559012c753f31797e5922be4e7ff4e927d7b2e
org.apache.camel.quarkus	camel-quarkus-snmp	2.6.0		62a28bba52b635ea7bd6c8e47c56ec5a984c9707
org.apache.camel.quarkus	camel-quarkus-snmp	2.7.0		7083e205117637a00b7741c652c0c8ed5e67bb13
org.apache.camel.quarkus	camel-quarkus-snmp	2.7.1		924b2b342e7260cd0d082a197bb838a7f73dcd3b
org.apache.camel.quarkus	camel-quarkus-snmp	2.7.2		934b61417b6d1873e73d0dd85a03d05781b6a1bc
org.apache.camel.quarkus	camel-quarkus-snmp	2.8.0		0c68cc1087c751a5329721db0076a73b4548d8c0
org.apache.camel.quarkus	camel-quarkus-snmp	2.8.0-M1		9e1dd091568439a3a97091497b7b0fff42875dc2
org.apache.camel.quarkus	camel-quarkus-snmp	2.9.0		3a7765276884707fef6a06350d4c408d02fb3c7e
org.apache.camel.quarkus	camel-quarkus-snmp	3.0.0-M1		2139078baa3aed568aae7f7634db5b3536ad05c2
org.apache.camel.quarkus	camel-quarkus-snmp	3.0.0-M2		4df6151a1d9f09327356c35da6cfe2b6b2d0f289
org.apache.camel.quarkus	camel-quarkus-snmp	3.0.0-RC1		f52ad7e64468020bcee2c96ff037796539d83fd5
org.apache.camel.quarkus	camel-quarkus-snmp	3.0.0-RC2		caf57e87b8b93d8d12d8bd3a4f33296dee839622
org.apache.camel.quarkus	camel-quarkus-snmp	3.10.0		a8fff7eefaa5ae6bd85a4a951ac6161d092ee868
org.apache.camel.quarkus	camel-quarkus-snmp	3.11.0		684e0870af1125bd758b9bef9c6838b25e4a04b2
org.apache.camel.quarkus	camel-quarkus-snmp	3.12.0		83a0a5f09240069736bda7587a9414f6ba7dcbf0
org.apache.camel.quarkus	camel-quarkus-snmp	3.13.0		b8d5843a535dcb166c853845bc1c50250a2beef8
org.apache.camel.quarkus	camel-quarkus-snmp	3.14.0		41037c3c345333cbc4fdf6673e1ba065b427ce8e
org.apache.camel.quarkus	camel-quarkus-snmp	3.15.0		75cfcdae0c953f1d870da1b5e1be661fd99f3da3
org.apache.camel.quarkus	camel-quarkus-snmp	3.15.1		4ecc27e91409b5951efcddc2bcee090f3a3be592
org.apache.camel.quarkus	camel-quarkus-snmp	3.15.2		658eac4319cbd18ee4ae4b8350bbcadb273172cf
org.apache.camel.quarkus	camel-quarkus-snmp	3.15.3		797f8672e1bbb77a53e61d60c1480aae6ff14d19
org.apache.camel.quarkus	camel-quarkus-snmp	3.16.0		bb373a37cabf1083f5452ffd515f208b13dce9ca
org.apache.camel.quarkus	camel-quarkus-snmp	3.17.0		b639ed3da48c26fd55a6d5e4f52d4d7a15fefa5c
org.apache.camel.quarkus	camel-quarkus-snmp	3.18.0		53cedbb874b49dbc03c7fed30090f3ec058df95b
org.apache.camel.quarkus	camel-quarkus-snmp	3.19.0		d10fcab8f619502c19ae6b545d83aa070b6fdb74
org.apache.camel.quarkus	camel-quarkus-snmp	3.2.0		d40d9c0ac0f209c74c63e215a1368922b1d5c2c4
org.apache.camel.quarkus	camel-quarkus-snmp	3.2.1		fd063e3e50c976ccabf532a7bf958d919aaabee1
org.apache.camel.quarkus	camel-quarkus-snmp	3.2.2		8972a98ad7a7748067634b8f5719a5c7cf3ae332
org.apache.camel.quarkus	camel-quarkus-snmp	3.2.3		2927c2c996f9d8faf23089ba48e1ad1c9f341580
org.apache.camel.quarkus	camel-quarkus-snmp	3.20.0		9314b913d5fa5bc644dd05065625a045bba31f2a
org.apache.camel.quarkus	camel-quarkus-snmp	3.20.1		20ce493508421c802addbd5e30b3a3c1bcad593c
org.apache.camel.quarkus	camel-quarkus-snmp	3.22.0		ec686f8d1080a8cc33899091d5fceb5f5ebc86ed
org.apache.camel.quarkus	camel-quarkus-snmp	3.4.0		6b29e46e0b106057ef75e91a1b02d72f8c155da7
org.apache.camel.quarkus	camel-quarkus-snmp	3.5.0		fd667060faf1f093f1652fbddf6583aaaa1f0030
org.apache.camel.quarkus	camel-quarkus-snmp	3.6.0		9552cfa996f5054f6916c3158fdec1cf8e974ef0
org.apache.camel.quarkus	camel-quarkus-snmp	3.7.0		70e9654633441132adbea75d63719f50dd3e37fc
org.apache.camel.quarkus	camel-quarkus-snmp	3.8.0		9007a855b4f72b5b24124bb2f857e381b298b0cd
org.apache.camel.quarkus	camel-quarkus-snmp	3.8.1		4ae5797194c9b9141c3f0addf73402fbd741ce6a
org.apache.camel.quarkus	camel-quarkus-snmp	3.8.2		fefe17395c2f4ad5b857bc6ec6f6f011aac2ea29
org.apache.camel.quarkus	camel-quarkus-snmp	3.8.3		30a95e06cca4981549d88e10657853d16d3725b3
org.apache.camel.quarkus	camel-quarkus-snmp	3.8.4		1f726c18a2e2becb79f77bac11a60cb19443b4c4
org.apache.camel.quarkus	camel-quarkus-snmp	3.9.0		a9a6fee5462744e5913ba5a12fc5bdf00dd1adf5
org.apache.commons	commons-math4-neuralnet	4.0-beta1		ff51f85426176505f4a2d6f70344bf290b0a671e
org.apache.flink	flink-metrics-statsd	1.1.0		13cb424180f2d0c99d8af83f2ad1f99cd3cec015
org.apache.flink	flink-metrics-statsd	1.1.1		d49e8f78f0b904241dd279926f0763ddf2507561
org.apache.flink	flink-metrics-statsd	1.1.1-hadoop1		5f281babe1c2e330e5549227a5b3e040506abe20
org.apache.flink	flink-metrics-statsd	1.1.2		c295a07f6d855855e66bc78b7040d6cb05de420e
org.apache.flink	flink-metrics-statsd	1.1.2-hadoop1		b3e6d2caf0b6389c62229ae7a540b626212991b5
org.apache.flink	flink-metrics-statsd	1.1.3		e0f6fe53437c2173f1ff070d40b1ff6cd608520a
org.apache.flink	flink-metrics-statsd	1.1.3-hadoop1		9aabfef575b218c65d21dbfb62357843db448a25
org.apache.flink	flink-metrics-statsd	1.1.4		8332002e80ae1d2d9ba9035290ad0cb612f71900
org.apache.flink	flink-metrics-statsd	1.1.4-hadoop1		2f601da1094bcc275694c7187f333e11035c5229
org.apache.flink	flink-metrics-statsd	1.1.5		95264feba8f83acc5374657614fcba8a2b5f7a76
org.apache.flink	flink-metrics-statsd	1.1.5-hadoop1		4b2ba832e4aeb926d5fb41461846c941ec3bf553
org.apache.flink	flink-metrics-statsd	1.10.0		7a1d9a8068c90af7e7f3042bf23c8e90fca87e8c
org.apache.flink	flink-metrics-statsd	1.10.1		94e9496b33daaa9f4405afc6a96a14ddcbb9bae3
org.apache.flink	flink-metrics-statsd	1.10.2		faa011f1755ee0e12e434ec8c563b09f23c1ac41
org.apache.flink	flink-metrics-statsd	1.10.3		59073f7f89b9060741aa4773ca3600dca46fc398
org.apache.flink	flink-metrics-statsd	1.11.0		6eea1b23501d3da1568708d03b41806802704adc
org.apache.flink	flink-metrics-statsd	1.11.1		dbcd3b378b80c3e8c3f9571a9fe90352666db104
org.apache.flink	flink-metrics-statsd	1.11.2		bbe2d0fbc500f13fc5ff58dddb55afe27aa90a53
org.apache.flink	flink-metrics-statsd	1.11.3		4b0701fc94c9ff45a71708bf9472feb38520b3c7
org.apache.flink	flink-metrics-statsd	1.11.4		3c6cf886c98dd374b085ca11a58b02b90e1555ee
org.apache.flink	flink-metrics-statsd	1.11.5		2de3c11afaee12c7c49f9ad1360f8335f49be349
org.apache.flink	flink-metrics-statsd	1.11.6		8dd5985cc8551a905f79b4ce3ed3e173bfd6a46c
org.apache.flink	flink-metrics-statsd	1.12.0		b3944a552da7e85a5c9a5fc43b4a81a5561d87cc
org.apache.flink	flink-metrics-statsd	1.12.1		2d21713b6a30e6a715a8ee08c050bba0d1f015f9
org.apache.flink	flink-metrics-statsd	1.12.2		6e928c1aaef7390705580849903567165c75c252
org.apache.flink	flink-metrics-statsd	1.12.3		b6c04268f13a8d6ac9018d52521938035182e65e
org.apache.flink	flink-metrics-statsd	1.12.4		b5863a5e199392e51120b5cc04f1c143afd0b9b6
org.apache.flink	flink-metrics-statsd	1.12.5		35f3c644c81778f56112da78d3d9dba591876b51
org.apache.flink	flink-metrics-statsd	1.12.6		23503b8f59d6e79ab6fbe7a3ffd7edf955d5478c
org.apache.flink	flink-metrics-statsd	1.12.7		f0d73062c9a7e8800a707b5e78dd4577537e120f
org.apache.flink	flink-metrics-statsd	1.13.0		d967d188130c14dec183c29a2809786e17afe7f0
org.apache.flink	flink-metrics-statsd	1.13.1		d742de2a531d0c922e3f09c23c8e4021b1f266ee
org.apache.flink	flink-metrics-statsd	1.13.2		3ec4da38d0bf058df62462973e4bc75d8173b485
org.apache.flink	flink-metrics-statsd	1.13.3		da4231019e535cee09325e086baf15854fbc197e
org.apache.flink	flink-metrics-statsd	1.13.4		7e6df95ab8fa3428ae60d068b7172d129726b100
org.apache.flink	flink-metrics-statsd	1.13.5		5f979226c6b84a3fff67d49e852220131e485cb7
org.apache.flink	flink-metrics-statsd	1.13.6		252297a2d2ec4bf9d2a776947eb0b1032f1a2c9c
org.apache.flink	flink-metrics-statsd	1.14.0		613965de4f2c35f75b278edc659531e10800fcf9
org.apache.flink	flink-metrics-statsd	1.14.1		1204f91c7e3e45baab4d6e805d18c09a6cba5f0f
org.apache.flink	flink-metrics-statsd	1.14.2		3c8f8bf7b019021dd7a75f9eb598c018e28c4866
org.apache.flink	flink-metrics-statsd	1.14.3		8d6eaa68e6b1e70a3eaa53c470a5efa96fce6f4c
org.apache.flink	flink-metrics-statsd	1.14.4		b5934f20f125c71f134fb7c1854dce45bcd80eca
org.apache.flink	flink-metrics-statsd	1.14.5		ee076661ec80bd767bb09847d3112a5d56966ac9
org.apache.flink	flink-metrics-statsd	1.14.6		61b8aa8896b9b11e5bbefb2e2e65f9600a0d29fa
org.apache.flink	flink-metrics-statsd	1.15.0		b203edadf43d10099a78d2c4a5e3f8873cee2623
org.apache.flink	flink-metrics-statsd	1.15.1		a25dd6037af8a21c024d4e8089b07d9650b055f2
org.apache.flink	flink-metrics-statsd	1.15.2		ac8322e08876cd67438d6a5c7b20a9b346b6a7e0
org.apache.flink	flink-metrics-statsd	1.15.3		0824045a95dfa4f71fda67731fba2c076b6c5edb
org.apache.flink	flink-metrics-statsd	1.15.4		fe4689bd6cb06754d8f2ca94b83a8cb03e5874c3
org.apache.flink	flink-metrics-statsd	1.16.0		05386c55aea7030de62c8844ba3900bd9f6a04bd
org.apache.flink	flink-metrics-statsd	1.16.1		01dd6e4acf9647ab6294fab0faca809673ac0456
org.apache.flink	flink-metrics-statsd	1.16.2		8c3b2f6eb8befb294e70bb5990618556c792de51
org.apache.flink	flink-metrics-statsd	1.16.3		a42d8d40cc8db777247650d4a82e635ad848b583
org.apache.flink	flink-metrics-statsd	1.17.0		bd60c7c1f8e8b2a82e0a246baf541fc8fdbd8a50
org.apache.flink	flink-metrics-statsd	1.17.1		a5de7bdfbc01acfe432ebc8ab3d21c629cf83b66
org.apache.flink	flink-metrics-statsd	1.17.2		82fce111587a9813cb9c59b4153a3121d505fc32
org.apache.flink	flink-metrics-statsd	1.18.0		7be33ecde9f327e61421e4c95bdf52a5e407da98
org.apache.flink	flink-metrics-statsd	1.18.1		7a7e48cffdde8b1b36484f28518ccda03d7bf050
org.apache.flink	flink-metrics-statsd	1.19.0		3e6ac6e952bada1c0aedbc42b9be414dbc705d6f
org.apache.flink	flink-metrics-statsd	1.19.1		e80819b96d0cf78ab7eead7c9d860e9f41555d19
org.apache.flink	flink-metrics-statsd	1.19.2		0089ad50f9118eefae3abe509871c00f0d6befdb
org.apache.flink	flink-metrics-statsd	1.2.0		e324e781da93c51f9f6998f3e4a96bb93272070d
org.apache.flink	flink-metrics-statsd	1.2.1		8ae7353bd5295b2c452317d55e24e57e125aef80
org.apache.flink	flink-metrics-statsd	1.20.0		eddecc6dfe787f0a246153e4962a8f2c027e8c2c
org.apache.flink	flink-metrics-statsd	1.20.1		08c80bd8aeac844351196f960d74a309839d7e16
org.apache.flink	flink-metrics-statsd	1.3.0		04d06bcc5e809cf898d0408f086c41ad56f496ed
org.apache.flink	flink-metrics-statsd	1.3.1		c12ccbe6d2ea443a1b6f8369ac7970778b8ab681
org.apache.flink	flink-metrics-statsd	1.3.2		0a5ed0aac9c9f7480c03b7487a03f27dd51958ac
org.apache.flink	flink-metrics-statsd	1.3.3		ef290acfeacbf8f1d99354bbbaafd7a5f7671fe5
org.apache.flink	flink-metrics-statsd	1.4.0		91acc535dce4afae1e05e613edea361760f52f50
org.apache.flink	flink-metrics-statsd	1.4.1		f3b435b1aa4a0bbddb39864945d0707c141a35bf
org.apache.flink	flink-metrics-statsd	1.4.2		eb966c0d26e0ee2524ce5a5714e5e5a22dfa35cb
org.apache.flink	flink-metrics-statsd	1.5.0		704d44780a3bdc4a657ce962a8ec80214024398f
org.apache.flink	flink-metrics-statsd	1.5.1		20be4cd084735629f363c02a747034c77ba12c33
org.apache.flink	flink-metrics-statsd	1.5.2		2cf7bf4bd944e01074f3b0170420ca94f8e2a27d
org.apache.flink	flink-metrics-statsd	1.5.3		a919d1f8484b987012ffd7515b00d1c3c87d2f27
org.apache.flink	flink-metrics-statsd	1.5.4		5c73a6cef3e89a2c4b49bbf61e1fed07c8d45c1a
org.apache.flink	flink-metrics-statsd	1.5.5		134f8c776264fdd66be03add77106384cbbc7c6d
org.apache.flink	flink-metrics-statsd	1.5.6		015e8138848ff9f9010de43c33442b9be4bf1d50
org.apache.flink	flink-metrics-statsd	1.6.0		43e5444dea58ac8cae6959ec878d8b5ff51bcc73
org.apache.flink	flink-metrics-statsd	1.6.1		0c9bb7e83c44091f3ca3aed022f6a4d8c46b3335
org.apache.flink	flink-metrics-statsd	1.6.2		2f296cbfb4fdb658e3fe3a50cb9a24e57d89a13b
org.apache.flink	flink-metrics-statsd	1.6.3		61dc58fd82dc5856263b25c5329e49f913d5cf68
org.apache.flink	flink-metrics-statsd	1.6.4		400e2fdbbdae24cfe18aa409517110a170c97171
org.apache.flink	flink-metrics-statsd	1.7.0		d6bc83ac722a8b8c4e2676f77a1d11a9c96953b3
org.apache.flink	flink-metrics-statsd	1.7.1		079a6d554cd414a8f3610431d999a807be83f8e2
org.apache.flink	flink-metrics-statsd	1.7.2		68cddf18f88f47c35ffcc9cad406bb834eed593c
org.apache.flink	flink-metrics-statsd	1.8.0		b6a18d4b284eed924e566525b6f3c38d08b43ebb
org.apache.flink	flink-metrics-statsd	1.8.1		8b1b4465cd4a9064d44d460a1b4f978d51162d12
org.apache.flink	flink-metrics-statsd	1.8.2		f8c08a8a7a7dbd4b72be7b3ec47e9027a44f8a19
org.apache.flink	flink-metrics-statsd	1.8.3		ca854ca3447271ce99325c036d9c9ae664876e5f
org.apache.flink	flink-metrics-statsd	1.9.0		ef4bd3ba09926e12c4e4ddf60a7fb13d43e3d324
org.apache.flink	flink-metrics-statsd	1.9.1		cf4ed1945ffb39755087e73b1e1e96caea0357fb
org.apache.flink	flink-metrics-statsd	1.9.2		c622e09c1b6bb108cf1086610ae1bbe735e8560c
org.apache.flink	flink-metrics-statsd	1.9.3		5df20a75b9104b4a769453622440578f8c0bcfed
org.apache.flink	flink-metrics-statsd	2.0-preview1		74642bb9638f927d6318b7d971b98c013b7135cc
org.apache.flink	flink-metrics-statsd	2.0.0		4623d8a6654b3a23c3e964f9e40abb4051cf76db
org.apereo.cas	cas-server-support-generic	5.0.0		1c95d83b5793b9a02bacedb57dd4dac85e129978
org.apereo.cas	cas-server-support-generic	5.0.0	resources	d665fa1044c82460f519211761994bc334622e51
org.apereo.cas	cas-server-support-generic	5.0.0.M1		a455cb8eabaf7873d5f13750ee3d0d49c895bf6b
org.apereo.cas	cas-server-support-generic	5.0.0.M1	resources	3489634b28c6de2115aa425c439b71fbe956bfc9
org.apereo.cas	cas-server-support-generic	5.0.0.M2		f3257736870793a021bdeaddc190be56c64e8c1e
org.apereo.cas	cas-server-support-generic	5.0.0.M2	resources	e89cdbaeadc590ad7f3cfbb98826b3630d44a22b
org.apereo.cas	cas-server-support-generic	5.0.0.M3		78a22db2bb007d55334fb2bef97dfc6121461cdd
org.apereo.cas	cas-server-support-generic	5.0.0.M3	resources	5aabe2db941f45d4be97cf9fdbd149ea30b3cc34
org.apereo.cas	cas-server-support-generic	5.0.0.RC1		56dd2adacb0dd55a546d1da9eeb2964e48511b95
org.apereo.cas	cas-server-support-generic	5.0.0.RC1	resources	0fd2d3aa4924cd5396c69ee89b074ee766c737bc
org.apereo.cas	cas-server-support-generic	5.0.0.RC2		c3f4030d6a232131f539e262c968bc96c31fcb4c
org.apereo.cas	cas-server-support-generic	5.0.0.RC2	resources	f5201f29380d1a2bde7ffe983fb1f6b7d823c948
org.apereo.cas	cas-server-support-generic	5.0.0.RC3		3408e9c604f38d1f7ce012c1a803ac19fa38c309
org.apereo.cas	cas-server-support-generic	5.0.0.RC3	resources	6459532fa2a3a944cb820a4f7571ae067bc5e959
org.apereo.cas	cas-server-support-generic	5.0.0.RC4		35b3db7006d47a686829b4694a8f993b926de02b
org.apereo.cas	cas-server-support-generic	5.0.0.RC4	resources	18ca4bbe52a762a97bdcfaae40c59507ddbd8443
org.apereo.cas	cas-server-support-generic	5.0.1		25916d3b637b3920e0df9d3fc3532fc37d1f8470
org.apereo.cas	cas-server-support-generic	5.0.1	resources	e196a5ac6c43f8d5ac1d51520471578cd9a632a8
org.apereo.cas	cas-server-support-generic	5.0.10		e59966234e93b81c93e74bb221dc781282710ebf
org.apereo.cas	cas-server-support-generic	5.0.10	resources	1708d9feadb845986fd39a189aa0da22cd33403f
org.apereo.cas	cas-server-support-generic	5.0.2		288be7487ae4fb92edd3e084f7d2ea94609fbe16
