ai.wanaku	core-runtime-camel	0.0.4		ac44d7cabd200008b8d23fdd833cf78f223e3a21
com.twosigma.webtau	webtau-open-api	1.18		60b2dc343d794041567412d7e3be0294b5ee99ed
com.twosigma.webtau	webtau-open-api	1.19		9c997d82c2c675e64027f4c6c81fd228d54669a4
com.twosigma.webtau	webtau-open-api	1.2		293f17905f6cb060be9698a4c689a05b79d9ad3a
com.twosigma.webtau	webtau-open-api	1.20		8e7772c9a9231c1dbca44c4657fc3848de892fab
com.twosigma.webtau	webtau-open-api	1.3		b318fd35b63af188d43d0d8ce93be539dd427249
com.twosigma.webtau	webtau-open-api	1.4		fed5cb5888b7eba235a2b8e9b6bff9cf353b5be6
com.twosigma.webtau	webtau-open-api	1.5		858f407afb4f47a83b612564c3e72d9d7e569fd7
com.twosigma.webtau	webtau-open-api	1.6		27d9411482b836c1efc060c2a867fe7e8cc51257
com.twosigma.webtau	webtau-open-api	1.7		970e295629ff5fff5ddd9bec043dc31069d91ec0
com.twosigma.webtau	webtau-open-api	1.8		9ae0c0e5eb601123c94238d67b594cd6cd7b1e5e
com.twosigma.webtau	webtau-open-api	1.9		3d149009c5404319eb093426f154cd43ec19e5b6
com.wustfly.wult	cardTab	1.0.1		N/A
de.adorsys.sts	sts-spring	0.10.0		a8c288df7c81ad76f25d64691faad4cc1636de57
de.adorsys.sts	sts-spring	0.11.0		41818f6af2dfe52382cb82e9ea78b1aeb67e4b08
de.adorsys.sts	sts-spring	0.12.0		bff3e2e1303a8c47b8518d3fbbc42079e61b6ecb
de.adorsys.sts	sts-spring	0.13.0		1f3ee11631bb072b6183eaa03a96e7d04cd4d2e0
de.adorsys.sts	sts-spring	0.15.0		9525813ca3e4d525a55b4acc2ace8312866274f5
de.adorsys.sts	sts-spring	0.15.1		f246b82de30cebf5ae4591cde7682e4a737bd9db
de.adorsys.sts	sts-spring	0.16.0		818948817469a7ecaaf37471511ca984150eded4
de.adorsys.sts	sts-spring	0.16.0-1		d4586b4b8bb0180294acca2e20d4981909b71413
de.adorsys.sts	sts-spring	0.17.0		477f64f6f049a0d503ad83119452cd9bf3313404
de.adorsys.sts	sts-spring	0.18.0		42d9d0a21b7839f342b1681fdeea87f31448ac7b
de.adorsys.sts	sts-spring	0.18.1		e11356c02c4e1bc7732933f7389cb827f94544c9
de.adorsys.sts	sts-spring	0.19.0		8fa7868d0ecf0dd3bc623416287f40ea057da975
de.adorsys.sts	sts-spring	0.19.1		b9c4711ff5b3d9c923a26b372fcb0bdcdb37ff6b
de.adorsys.sts	sts-spring	0.19.2		0e6575aeaf75f6cef344fd46c67b8c224959e7ff
de.adorsys.sts	sts-spring	0.20.0		c33624de5a1674e246cc56ab55c7039aea1541f8
de.adorsys.sts	sts-spring	0.21.0		0bb95cb44696295d2ba0e52351b9aaf0ced5c3ae
de.adorsys.sts	sts-spring	0.22.0		de9ffc3a3d47a5954b1e249e47b4df97205f7e6c
de.adorsys.sts	sts-spring	0.23.0-0		7aef43670c947689b6dcd57b93b8093c5b5e078d
de.adorsys.sts	sts-spring	0.23.1		91af4453f5c5f0685c31b486e2923e27ba63cf62
de.adorsys.sts	sts-spring	0.23.2		ae01e5619fc6002235f8e519832d63423202fde5
de.adorsys.sts	sts-spring	0.24.0		4f565b1734cc23c8c69fc8effb8ee84cbdfb1226
de.adorsys.sts	sts-spring	0.25.0		70733a40a053ca3084dc837677d218c3bc3039ca
de.adorsys.sts	sts-spring	0.25.1		280071ec6de5414a1151179cec6b6d4d70214215
de.adorsys.sts	sts-spring	0.26.0		2cfc7761fa1f8e6017b95ba52d57c7be219ae18c
de.adorsys.sts	sts-spring	0.26.1		6d443799b2d32f8a9b918dd1ed50b240580223aa
de.adorsys.sts	sts-spring	0.26.2		f9c33e02bd63782f2a92d0c50c15aa041f161258
de.adorsys.sts	sts-spring	0.26.3		87b442516e259459cd0346fa0d2a044e9bdb4924
de.adorsys.sts	sts-spring	0.26.4		f82c3df955b92985f22253408e8f0f2b68615ea4
de.adorsys.sts	sts-spring	0.27.0		6fe8e660f4735ef82e3e123c65edfb1b76610d6f
de.adorsys.sts	sts-spring	0.27.1		3a3982670b76044c9681a779ddd7f68d3ed6810d
de.adorsys.sts	sts-spring	0.27.2		ebdee506bccd80df6eb000690b285749877adfe7
de.adorsys.sts	sts-spring	0.27.3		8ac687df93fb12314bee7b4ea707e077cec45893
de.adorsys.sts	sts-spring	0.28.0		3e8bef7e0c212ecf85fa25b1ddc70722005bb33d
de.adorsys.sts	sts-spring	0.28.1		ac5d7f6b596fb7dd3dd4349ba29a3d38a166e816
de.adorsys.sts	sts-spring	0.29.0		68407e16ee18b71c9dd0d655168b15a25cb909ba
de.adorsys.sts	sts-spring	0.29.1		6dbc0745807977655ad2436652c60822f991be6a
de.adorsys.sts	sts-spring	0.29.10		0fc666ddbc5ff34fb5e1cb6e8582ba316f637650
de.adorsys.sts	sts-spring	0.29.2		e986e6270adfc0c039949fb01aa8ee03004a374d
de.adorsys.sts	sts-spring	0.29.3		3d811b673f710881f57b885cb01fdc9bf036252f
de.adorsys.sts	sts-spring	0.29.4		0b1383205dff16ce0c1cae06ba27c1ebbc2112d6
de.adorsys.sts	sts-spring	0.29.5		1673e158a6f4fc11461188ead0f5ad6ac3a98a6e
de.adorsys.sts	sts-spring	0.29.5-1		8ac930f1fc3aa7919f5bbd45ace14ed75fe0acba
de.adorsys.sts	sts-spring	0.29.5-2		d38d92ad243a7b4e2df370db92764b5cb3e33ced
de.adorsys.sts	sts-spring	0.29.6		a7037692c29a3ed40b96ebaa9043c83798db5234
de.adorsys.sts	sts-spring	0.29.7		bf2c73d53470b8ac6592897e1a32c89b69e500f0
de.adorsys.sts	sts-spring	0.29.8		c578186d9cc425e4850c63a93a1dc4aa3dbb7ec1
de.adorsys.sts	sts-spring	0.29.9		cce6c850f866b833f6ea02080f125a499e8e5bc2
de.adorsys.sts	sts-spring	0.30.0		d3eb233ba8bd3d4b67405d61bb51e045801e66f7
de.adorsys.sts	sts-spring	0.30.1		2797f1679e80ab8dcb9716fe47760eb143db74c9
de.adorsys.sts	sts-spring	0.8.0		b74a2b17a5c53d705d7f491291ee73a865865565
de.adorsys.sts	sts-spring	0.8.1		d6d78d05e7140c33ce42b851f2420949a5d0bd44
de.adorsys.sts	sts-spring	0.8.1-6		1ffd272d3aa19bd5de350c5a7a0a8563aab0bf4e
de.adorsys.sts	sts-spring	0.8.2		28036afacde67de8db5839b12bb1ad0a66871822
de.adorsys.sts	sts-spring	0.9.0		5aafd6ec186362c776ea75195eca0a3342cac382
de.adorsys.sts	sts-spring	1.0.0		5164dcb4cc2a3186983f2ba29ba495b62a1a22b3
de.adorsys.sts	sts-spring	1.0.1		f1ea231785bb92d52ff18b10a571e9cc3feea0c2
de.adorsys.sts	sts-spring	1.0.2		c4e6204cc193fb1db9a68c56e9ffa0c8880508d1
de.adorsys.sts	sts-spring	1.0.4		a4f93d24cfb92a8fd1db3feb26b16a203edbe2aa
de.adorsys.sts	sts-spring	1.0.5		43e8cd12d6c08bbcc701c3f5eb95dee6f5948279
de.adorsys.sts	sts-spring	1.1.1		070b228a764f8702d5b2c1e2fd16fde79431d1a4
de.adorsys.sts	sts-spring	1.1.12		754330f24aa9c67e6978b70a7687cad0353018b5
de.adorsys.sts	sts-spring	1.1.13		10d6352a36e39a627ffa4991613083f5cf38e2e4
de.adorsys.sts	sts-spring	1.1.14		196ca464ecfa0403602223a26855bc6817a9c1fa
de.adorsys.sts	sts-spring	1.1.15		f4d22ccca711a1c98ced6f54da3f8c1e80ee5bba
de.adorsys.sts	sts-spring	1.1.16		9ac8823ca0ca319d6138ae569ac6bee523169f7e
de.adorsys.sts	sts-spring	1.1.17		6ae1f013a79eeffca082b8f389bb82e12d0b7f34
de.adorsys.sts	sts-spring	1.1.18		54a301b3ff4deeb69161caa296ab9d2edff96c7f
de.adorsys.sts	sts-spring	1.1.19		95c555b8c218ccbec6192d177f59c8fe13046c43
de.adorsys.sts	sts-spring	1.1.2		58ccbc912ea0c7b22a826510ee70865291e8a279
de.adorsys.sts	sts-spring	1.1.20		33211da115011207dc111341a2fba3ed9c783849
de.adorsys.sts	sts-spring	1.1.21		d894a7977906818fb719f9192dd038092ecde546
de.adorsys.sts	sts-spring	1.1.22		772a6b9aa902faab735bf16e6f222cf9227eb853
de.adorsys.sts	sts-spring	1.1.23		952b92a48940802f9fa93db987581de4e094d47d
de.adorsys.sts	sts-spring	1.1.24		e127d1122241c1f6171cfc20e88ea887d8d575a5
de.adorsys.sts	sts-spring	1.1.25		1404f10733c5b5dae2e69b0002c1e705c6c991a6
de.adorsys.sts	sts-spring	1.1.27		c09f07fba41743710895464315fdb0ad4ba9b7e3
de.adorsys.sts	sts-spring	1.1.28		530410800d4e15614719564549921a8886582032
de.adorsys.sts	sts-spring	1.1.3		19ae2ac594018b72c4f12509a48a1af2c92faed2
de.adorsys.sts	sts-spring	1.1.7		de786b3d8f7c945c79602e716a0ced6b1a435ee7
de.adorsys.sts	sts-spring	1.1.8		ffb3b6666e2e80e38a900a4929929c669d2d9357
de.adorsys.sts	sts-spring	1.1.9		228837360ebd73b044ee1cf6bb0a35386f7223a8
de.adorsys.sts	sts-spring	1.2.0		18e2d8fda64f8341260e2cc266dd9a57fdcb68ce
de.adorsys.sts	sts-spring	1.2.1		39f582cdcb4292b6a42aef696cbe051acfb4c9a3
de.adorsys.sts	sts-spring	1.2.2		48e8ccea4c515fcf4ce39154108bdbb7138f41f8
de.adorsys.sts	sts-spring	1.2.3		388899eaad7930c79aca30d73cd056750941345f
de.adorsys.sts	sts-spring	1.2.4		02f638e4ba18561c4bb9d5ca70de8ed2ca992f0f
de.holisticon.annotationprocessortoolkit	testhelper	0.3.0		e744feb0db1a998880876875ec3be5d61938de1e
de.holisticon.annotationprocessortoolkit	testhelper	0.3.1		b8fb4193e368aa019b4224f43bff4f8fe4cc00ef
de.holisticon.annotationprocessortoolkit	testhelper	0.4.0		15cf96993688c54d37491271de905bd5cab71832
de.holisticon.annotationprocessortoolkit	testhelper	0.5.0		f33e6d5f9c8cb4cc011780de15165878822787d9
de.holisticon.annotationprocessortoolkit	testhelper	0.6.0		47606b64350d6231846238e056fb8029a703f4b3
de.holisticon.annotationprocessortoolkit	testhelper	0.6.1		e49fde66574ebae9eb722740be097b23423c891d
de.holisticon.annotationprocessortoolkit	testhelper	0.6.2		4629d18abc2d5d60a10fbeeb766c5450d9b8c676
de.holisticon.annotationprocessortoolkit	testhelper	0.6.3		3594d342d6243e2ea935597a9cf6ba434463c687
de.sciss	patterns-core_2.13.0-RC2	0.12.0		198b7aa79c00d2b96ccdf7a0261292e563804468
de.sciss	patterns-core_2.13.0-RC2	0.12.1		625105601d76c0d0d84c5fad68efcb75e229b8ba
de.sciss	scalariform_2.13.0-RC2	0.2.8		4694638a68f7c476157af9168d6390bb28981dd3
ink.lodz	core	2.2.0		N/A
io.github.boiledeggg	boiled-calendar-core	1.0.5		N/A
io.github.cdklabs.cdk_cloudformation	newrelic-agent-configuration	1.1.0-alpha.7		f4c2d9a581fd730dba3e4a7a1bf4e179711427a2
io.github.darkokoa	pangu-js	0.1.0		N/A
io.github.darkokoa	pangu-js	0.2.0		N/A
io.github.guymers	foobie-munit_2.13	0.14.0		cb0841608db325094debfc2891b5a6069f273164
io.github.guymers	foobie-munit_2.13	0.14.1		7930765a86a4916998bc143d3e9afbe2f5d5ab9f
io.github.guymers	foobie-munit_2.13	0.14.2		dbabad7d28d660ec7c0897b8d0d383339d4968c2
io.github.guymers	foobie-munit_2.13	0.14.3		22c316f77c0e4e48780283834f595b2b60455c1e
io.github.guymers	foobie-munit_2.13	0.14.4		ff3e9d0ada5618d43f518d9d03a4c634d38d4acd
io.github.guymers	foobie-munit_2.13	0.14.5		853905438dfb5d8b2caaecacf9d9b05155495da7
io.github.guymers	foobie-munit_2.13	0.14.6		ea6184b694b0089bb71e4c5aaa4bbe1138b56cab
io.github.guymers	foobie-munit_2.13	0.14.7		42be6f0a8667054fa6d6d3fdb26b4faace7d339f
io.github.guymers	foobie-munit_2.13	0.14.8		b95969c17d6353b78b42096770719face080a003
io.github.guymers	foobie-munit_2.13	0.14.9		423d93fcf87996a648a2a502506f8b71affea173
io.github.guymers	foobie-munit_2.13	0.15.0		4f49e987fc42c82886520ea084094a3032678311
io.github.guymers	foobie-munit_2.13	0.15.1		438419b9461b7e9f89e3d9f57713d2c5a668b065
io.github.penguin418	message-template	0.0.1		5375263f3c026f1eec66cb77a3aecb4a12c6f4be
io.github.penguin418	message-template	0.0.2		4d17411cdc8d9a7e26e172251c52e1ff677bb7e9
io.github.penguin418	message-template	0.0.3		444cf064b242053591706724856a64cfc40483db
io.github.penguin418	message-template	0.1.0		e94e9314a201e5811b06f8a58976767b1f2396c0
io.github.penguin418	message-template	0.2.0		7d208f1e512beb68c0f57ae5002f5aace99134d5
io.github.penguin418	message-template	0.2.1		ff9f5b2af29a66c28fcd58592152ee97da2bb164
io.github.penguin418	message-template	0.2.2		ad0be8a47dfd708447c07e459fcfbecc191fe735
io.github.reporting-solutions.nl	org.eclipse.birt.report.data.oda.xml.nl1	4.8.0		8276aa5fab956686ae0acdeb886c94fe718537c2
io.github.tweener	chartopia-iossimulatorarm64	1.3.1		N/A
io.github.tweener	chartopia-iossimulatorarm64	1.3.1	metadata	21e8a25c6cb76b68fccd68254777ffe32be5edc0
io.github.tweener	chartopia-iossimulatorarm64	2.0.0		N/A
io.github.tweener	chartopia-iossimulatorarm64	2.0.0	metadata	20534a82864d5d3a178803b51aee090cf080dc78
io.github.tweener	chartopia-iossimulatorarm64	2.0.1		N/A
io.github.tweener	chartopia-iossimulatorarm64	2.0.1	metadata	277c1535f234b9ad0eef3545aa8fda942afcdfba
io.github.tweener	chartopia-iossimulatorarm64	2.0.2		N/A
io.github.tweener	chartopia-iossimulatorarm64	2.0.2	metadata	98de0fcaaea491641b15070da37ae73013ce96b7
io.github.tweener	chartopia-iossimulatorarm64	2.0.3		N/A
io.github.tweener	chartopia-iossimulatorarm64	2.0.3	metadata	ac5398ef1001f5e2eab02dc4448df5d2b10c0a3c
io.github.tweener	chartopia-iossimulatorarm64	2.0.4		N/A
io.github.tweener	chartopia-iossimulatorarm64	2.0.4	metadata	62b0e90406da249cfe6dae6a25341f24a1b0a509
io.github.tweener	chartopia-iossimulatorarm64	2.0.5		N/A
io.github.tweener	chartopia-iossimulatorarm64	2.0.5	metadata	ec086b7b6ee0c42889cdbb4eb16645a26b8db311
io.github.viniciosromano	MvnRepository	0.0.1		faa18d3b192e59a6862555907a400dc3555639ce
io.honeycomb.beeline	example-spring	2.3.0		248dc37972e3933a4762f274c4ed68f9e67efbf6
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.0.0		1a21deb77a6a5d7d0c3067d2101b049c176851ed
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.0.0-M10		f0a247610f220b4261bf685ecce15a64dec7cd4c
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.0.0-M11		0e19d4d711fa8473fc083f76fbc099a925e51625
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.0.0-M12		3ec9c1a1dfae8514f1c88248c19a6aa4031ac619
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.0.0-M13		fbb556a063947b03a178c25ec31d511b9dd6aae8
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.0.0-M14		5a5c6ed7bb2135c712d9185639f202c17bf5aa08
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.0.0-M3		476fe7992b0afe8b34cffb73428a6e64acfa6e58
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.0.0-M4		9b4ac8e8d1c55b48ae2fdf3ba3b85c0948cbb14c
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.0.0-M5		83976a1c4e793ebf28ee3d5a1b0b823d6b05922a
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.0.0-M6		0a3fd6f616283d3466badc735edbf9fea1954c3d
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.0.0-M7		e6161f9e8cc470643dfa77f45e1b9e2fe635a892
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.0.0-M8		1028e59d6dd19cf3bad3677d66cb8dbbcb00fb3b
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.0.0-M9		633c320b2961a53d0b978ea7c58a4c115d5c6e8f
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.0.1		c488d90a9cc23aeb4b26a96aaa301568551ba173
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.0.2		9a2c8d40350a3e2de3ae058e715c7226ece86ff4
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.0.3		96b0b862f4f3730d70ce6dbabb48a7cb848202da
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.0.4		845bc71e447fdc5b4fa077fcde2bbc4412eaa398
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.0.5		ea26beb3335f7f06a33cde88bb006fbd9c9ef371
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.0.6		ff6e467ece432fa8dbeb4321583131d3c4e4af81
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.0.7		b5fa728308a5a00ca8885bc72d101216ff72e86e
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.1.0		66fd5ed8e90eaeb2108cae23cea3afa01e09f3ad
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.2.0		fef3a30a4b4cdfa2efbff9c6110a5c42dc218002
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.3.0		cb5c550f3bc1b8f8b98db1173d44b2f62b541f3f
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.4.0		e26d2b83680f175424187b760691b3c64f3b391a
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.5.0		5c4c56e7ea0dc6a6a122ff0476f558cbad46db95
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.5.1		624fa2e93dff18fb3d5a8661a1a781c3c4af3e4d
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.6.0		0b39daeea56ef4dcf416ff2d38e47c89518f72ec
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.6.1		0162012145c218284d2212f9dbf3908836870cec
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.6.2		d6ebf346537b34702beea51242ffd7271ff9e904
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.7.0		e82b99cd94f2bab798fe81f4bd43b621aa738a35
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.7.1		0175cf42292228a935c2e9ed7c50bc2bd5f2fae0
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.7.2		78b61189dc4c16fa1f237f319d8617ccb0b1c3e0
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.8.0		177d5ff306ff878a240c954e2907a07c05e0c590
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.9.0		74a3eb01255641401c455d0254050ce8c8ca3e77
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	3.9.1		2b5ac787ca7b2bd83771e5040edbcdffa4aa89f9
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	4.0.0		6bdf7fa1220893ffb63e3ba92bb2a396e62ed5fa
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	4.1.0		ce01add0520b0fb78082d0e98515cf0cae999601
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	4.1.1		b7ba32f5f8243357187df26a6efca6ca5ab516fc
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	4.2.0		6849762125f99add372a640d0c7c548e50321b58
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	4.2.1		1d3eecd2e812f0c41422b6b039424832220123e3
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	4.3.0		5da2ea21199dc50134d87aefb9fff3097bfb5051
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	4.3.1		18ef942466d53d7ce68d541e4923c5de9bedbb5b
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	4.3.10		f6f433b1e04eee68a44a85e0a9fcb70d4a7d1c00
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	4.3.11		aa9b7cd5dbdc87be272eaafffe0b6bc7b28774ca
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	4.3.2		69be422d5799a66e4c1bde2960dd8c7a63918a50
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	4.3.3		8450d3e3ae51efa83ec7bd2a5530cecabb4b65ca
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	4.3.4		d55f9b4550dd919ae11550d545c434b579308ba8
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	4.3.5		7eb7d7ebe722e57d68bc9876b3e9da3254f463e0
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	4.3.6		795bc2964378d1cb865b8f08a8c3bc3086c77d76
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	4.3.7		8ef39e50fc309708fa7eb38e9af33cca19a34c3a
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	4.3.8		67fe3678de38ca7ceb8153d198c5a7f2a4849e02
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	4.3.9		5629c3aa565d24d67e40c9bb2cd34d3c4e0f3cb5
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	5.0.0		8aef2514dbe9104337588793eb39c20c8f8acfea
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-loggingsearch	5.0.1		1e474111312eaee1330197b7a017ec54067e0f42
io.smallrye	smallrye-context-propagation-resteasy	1.0.1		4628f32628d7dea1277063e3c37b78cc18e496f6
io.smallrye	smallrye-context-propagation-resteasy	1.0.4		27f6dfd1ca13ff81e9dfface7ba5e0abd5ddfa48
io.smallrye	smallrye-context-propagation-resteasy	1.0.7		04f40d80cb93a8af19aaa5da7bafebcdb235a0a6
io.thorntail.testsuite	testsuite-javafx	2.0.0.Final		210b57dd4dd981e4bc65094a1e5e653a7356bd7f
io.thorntail.testsuite	testsuite-javafx	2.1.0.Final		7688f3c2b2db94c5d45e733ffd066436a2c079f1
io.thorntail.testsuite	testsuite-javafx	2.2.0.Final		19f004c0b8420dd76e2693bbb38ec03f899140fb
io.thorntail.testsuite	testsuite-javafx	2.2.1.Final		4477debee3ff0a58c826ac38a6cca24a6d7d2b70
net.liftmodules	fobo_3.0_2.11	1.4		67a7b5406d488e02c53d056c02ef3fc68a196af6
net.liftmodules	fobo_3.0_2.11	1.5		b9432dc93a30630b26b843c596cebe776a233b92
net.liftmodules	fobo_3.0_2.11	1.5.1		e652ac5ebe82caf79ee0f73903161b9a6c250f3d
net.liftmodules	fobo_3.0_2.11	1.6		ce1aa385c39f18f9c5e8547f7aeb95dfe18ee534
net.liftmodules	fobo_3.0_2.11	1.7		c76c5532da23bc3d985f89f5254127db72b90252
net.oneandone.mockrunner	mockrunner	3.0.1		N/A
org.akhikhl.wuff	wuff-plugin	0.0.1		2c798cbd718d746db3969f2570f40e3e08a25fa8
org.akhikhl.wuff	wuff-plugin	0.0.10		7263d351f728c7e584a39f4643c63889f6cd139d
org.akhikhl.wuff	wuff-plugin	0.0.11		64ee20fddb95ce325caa7b59e4dd8bde03137d47
org.akhikhl.wuff	wuff-plugin	0.0.12		a42900d164d1b0966a4715d69261e07b85fac988
org.akhikhl.wuff	wuff-plugin	0.0.13		43a4ba0ed7739c8a9c064756aa4557741bb91ee0
org.akhikhl.wuff	wuff-plugin	0.0.14		26815df110e2d168dfae58bb5429cd64875d9c97
org.akhikhl.wuff	wuff-plugin	0.0.15		a2ca5b376d0cb1487146cd0efcf1fbe85636e28d
org.akhikhl.wuff	wuff-plugin	0.0.16		2aebc29a3d3bc60149d593d55dd0ef8d8f6b2a6c
org.akhikhl.wuff	wuff-plugin	0.0.17		4d9b23f30f7404f6c0fa7a5d808720342d2314e7
org.akhikhl.wuff	wuff-plugin	0.0.19		c8da4214bd4d1e6df51de5e229da611741d2c095
org.akhikhl.wuff	wuff-plugin	0.0.2		bea21a54f5f91fd77cd9c7ecb5e812c437bda269
org.akhikhl.wuff	wuff-plugin	0.0.20		7d64cc54ac099a4662c4bb073487cba0c4bc79ac
org.akhikhl.wuff	wuff-plugin	0.0.3		25918b5b702266ca40d950d0e91775d1fe4e8e85
org.akhikhl.wuff	wuff-plugin	0.0.4		9db2861fa332f31bf4b2e736137073ba39487cf5
org.akhikhl.wuff	wuff-plugin	0.0.5		4d09c9abd80e988fad58feb5c07947ba040926ab
org.akhikhl.wuff	wuff-plugin	0.0.6		035e804efbf52fbf909b5400db5c0b61b11c84a5
org.apache.geode	geode-core	1.0.0-incubating		028ed9510a84bfd48f1f01ac4bb6f2d5717fc01f
org.apache.geode	geode-core	1.0.0-incubating.M2		6c8c7da9cc0fdca7e4a635b0485d124f2b604204
org.apache.geode	geode-core	1.0.0-incubating.M3		76464e633160132ff9dff3a6d09333f17635ae6b
org.apache.geode	geode-core	1.1.0		5e920cbf22352f3f33b72eb12f1d560c058fafab
org.apache.geode	geode-core	1.1.1		28cbc629c60f9ad2cd97e46194854a0232c2ef50
org.apache.geode	geode-core	1.10.0		81f925c18827b980a841224e0a93848f4d85c8f4
org.apache.geode	geode-core	1.11.0		be4a949affc0f2c08d6f35207110f932c9ee8ac4
org.apache.geode	geode-core	1.12.0		bfec9700eb2bee8bfa88787adc2d61605fad41c7
org.apache.geode	geode-core	1.12.1		3a21d7f2e5e436d6f93cb62a9b679da72f1ccf00
org.apache.geode	geode-core	1.12.2		de667264f0a591dcd282e7d04ff760ba1a876ae6
org.apache.geode	geode-core	1.12.3		bd64e9a00b2ce99c94260fe058dff4a5ca5a6156
org.apache.geode	geode-core	1.12.4		eadffb83669319b3bb315055260fd13d36da454b
org.apache.geode	geode-core	1.12.5		febd552cd3f32c44d2ba8e140a0941e43294d283
org.apache.geode	geode-core	1.12.6		8cc20b337939c38e8720f807992b0be2d8bf3fa2
org.apache.geode	geode-core	1.12.7		1c96eab9000f6f6c1117c55adad34981f82f1a6b
org.apache.geode	geode-core	1.12.8		a0c6984ede0e6d015e720169ae26c77995f30229
org.apache.geode	geode-core	1.12.9		4861317ab97e940d8f66fe34321cf16a181604df
org.apache.geode	geode-core	1.13.0		3e54ab9f560dc9dac965cfff0b658284e66f08d9
org.apache.geode	geode-core	1.13.1		bb09e5da3633d7a16e66b43df7530c36a8c9e91d
org.apache.geode	geode-core	1.13.2		b1e955babc642553afd8d81e11ab15c94f98636b
org.apache.geode	geode-core	1.13.3		771971c78e13b58b581f994f304fe284da7bd314
org.apache.geode	geode-core	1.13.4		ddd7da7fe7bfc408478ce414ab541a9b0dc45b8f
org.apache.geode	geode-core	1.13.5		70a72c5c93bfd201524271a1066cef7c0887f134
org.apache.geode	geode-core	1.13.6		6009fae8583626193bf1450f6597940c477b2173
