at.released.cassettes	cassettes-common-xdg-wasm-js	0.1-alpha01		N/A
com.liferay	com.liferay.site.browser.web	6.0.24	jspc	beda41ecb8d8d351f00d1e333041a9e3db2fb6e9
com.liferay	com.liferay.site.browser.web	6.0.25		a9e4ad410538861e956e51a5cbd05f2bf7115748
com.liferay	com.liferay.site.browser.web	6.0.25	jspc	7567df88854c3f098c9843cd2ff18b4b0a83702f
com.liferay	com.liferay.site.browser.web	6.0.26		e0f578ac5b690e3de2bd5f1ed4b66132e4ed24d6
com.liferay	com.liferay.site.browser.web	6.0.26	jspc	25b67dde0214ff56dc2908d43df24261c50535b7
com.liferay	com.liferay.site.browser.web	6.0.27		a18bee2b93b4a3e2bb1e97641766891f5d1dc2ea
com.liferay	com.liferay.site.browser.web	6.0.27	jspc	1a1879427222fc7b81d2fbc8ba979caeb01ce5c5
com.liferay	com.liferay.site.browser.web	6.0.28		291f7e355e3df9d58c77d8569153eae3f66d307e
com.liferay	com.liferay.site.browser.web	6.0.28	jspc	3486f970f24fdafa64f1b0f95870e57d106e8433
com.liferay	com.liferay.site.browser.web	6.0.29		3900e0fcdcfcf190f41f4a66b82afe0a909718f9
com.liferay	com.liferay.site.browser.web	6.0.29	jspc	040c7b00494f3d0ac8a8a401498418f646a0f1a9
com.liferay	com.liferay.site.browser.web	6.0.3		fdca2ad0e4d426d7af8b3a0062a2ee86a15f10b0
com.liferay	com.liferay.site.browser.web	6.0.3	jspc	478c2ceaa41e6ac1638ddb730f15c3ffffaa9f40
com.liferay	com.liferay.site.browser.web	6.0.30		f1a643127296d08f7763aa38426fe3e8c088ab5a
com.liferay	com.liferay.site.browser.web	6.0.30	jspc	f46e6d0d39edad2544cfd3a741488ac744ee5433
com.liferay	com.liferay.site.browser.web	6.0.31		befcec492571e87b7585e115609beae56534cf56
com.liferay	com.liferay.site.browser.web	6.0.31	jspc	5faa96502909ae39ea3ca03854e0339352036cef
com.liferay	com.liferay.site.browser.web	6.0.4		c6e7a5dd856f3cd74c9484888bd7fa3eb098f06c
com.liferay	com.liferay.site.browser.web	6.0.4	jspc	9c7e686e52655a47a6d6990906b53f1e2f77c6c0
com.liferay	com.liferay.site.browser.web	6.0.5		9c1242dc384300b4cf8b502514e4a322a27e1cbc
com.liferay	com.liferay.site.browser.web	6.0.5	jspc	6777898ef9fff4252acaa279ec8bad0becd0150f
com.liferay	com.liferay.site.browser.web	6.0.6		ffe80241c11238b973c06663bcaccd61a580538e
com.liferay	com.liferay.site.browser.web	6.0.6	jspc	a3077bdcfd3bb0fce54ca7e5b16c7c97208180cb
com.liferay	com.liferay.site.browser.web	6.0.7		f19db246753b6ab610be0d2bb4750bde9def8da2
com.liferay	com.liferay.site.browser.web	6.0.7	jspc	7b0fb82a5e7bd4bc47d7f3ab5580560b90698b53
com.liferay	com.liferay.site.browser.web	6.0.8		f200937b6756fdab1f92b6ca15a68b4b02949764
com.liferay	com.liferay.site.browser.web	6.0.8	jspc	65843abb85fc118f6c36f7a31a0023811e561a69
com.liferay	com.liferay.site.browser.web	6.0.9		16ae19787613f95a9b9b9ae1080b744f09d28c7e
com.liferay	com.liferay.site.browser.web	6.0.9	jspc	62f184c28ecbe40324597e41d7b91de4f99c3d0e
com.rnkrsoft.platform	interface-platform-client4j-sdk	1.0.0		359ccfe583ff5688c2daaa3dbda99f718d2ccb52
com.rnkrsoft.platform	interface-platform-client4j-sdk	1.0.1		d26b2c0703b59cd3204a5469534ffaf65a887b66
com.rnkrsoft.platform	interface-platform-client4j-sdk	1.0.2		81a9f4054c68abc651a9942c1fc06076a91d740e
com.rnkrsoft.platform	interface-platform-client4j-sdk	1.0.3		dbda90abb90703388dd4dad859c8ff9e6bfd04bb
com.rnkrsoft.platform	interface-platform-client4j-sdk	1.0.3-fix1		bde1de16023f60502ef3d8257f2cf0a67e178694
com.saveourtool.save	save-cli-jvm	0.3.10		d29a009974588f13578cac63f6d84715b1409bc2
com.saveourtool.save	save-cli-jvm	0.3.2		b7844f507f7ecef85bd81ae3000f48480f9e6661
com.saveourtool.save	save-cli-jvm	0.3.3		9938e238816779d9eea2552d264c8107825094cf
com.saveourtool.save	save-cli-jvm	0.3.4		beac40bebf8307970fc5a9b97d0e54e79b5a94c5
com.saveourtool.save	save-cli-jvm	0.3.5		f13a27f55f0497e6b7bda37e882bd2c71bfbdfbb
com.saveourtool.save	save-cli-jvm	0.3.6		f13a27f55f0497e6b7bda37e882bd2c71bfbdfbb
com.saveourtool.save	save-cli-jvm	0.3.7		445fe6e3ee172bdce7cd4ec321f701466ea899de
com.saveourtool.save	save-cli-jvm	0.3.8		3494c5bb45663dbe597b1949d5296c8e6c4e5f34
com.saveourtool.save	save-cli-jvm	0.3.9		3494c5bb45663dbe597b1949d5296c8e6c4e5f34
com.sdklite	sphere-hybrid	1.0.0		N/A
com.sqality.scct	sbt-scct_2.10_0.13	0.2.2		10c42b5f402ed07f095b58a57be3350c944cf62c
com.sqality.scct	sbt-scct_2.10_0.13	0.3		20fa56bbacaede803adfc8b47ec3ec6c6aabdfb4
com.typesafe.akka	akka-http-scala-experimental_2.10	1.0-RC1		d39cc28a279719367f6c247ef6cc27ecb99d7b7f
com.typesafe.akka	akka-http-scala-experimental_2.10	1.0-RC2		c3ff8126803852fa510a3c03d79784a0a368ed4d
com.walmartlabs.concord.runner	parent	1.21.0		N/A
com.walmartlabs.concord.runner	parent	1.22.0		N/A
com.walmartlabs.concord.runner	parent	1.23.0		N/A
com.walmartlabs.concord.runner	parent	1.24.0		N/A
com.walmartlabs.concord.runner	parent	1.24.1		N/A
com.walmartlabs.concord.runner	parent	1.24.2		N/A
com.walmartlabs.concord.runner	parent	1.25.0		N/A
com.walmartlabs.concord.runner	parent	1.26.0		N/A
com.walmartlabs.concord.runner	parent	1.27.0		N/A
com.walmartlabs.concord.runner	parent	1.28.0		N/A
com.walmartlabs.concord.runner	parent	1.28.1		N/A
com.walmartlabs.concord.runner	parent	1.29.0		N/A
com.walmartlabs.concord.runner	parent	1.30.0		N/A
com.walmartlabs.concord.runner	parent	1.31.0		N/A
com.walmartlabs.concord.runner	parent	1.31.1		N/A
com.walmartlabs.concord.runner	parent	1.32.0		N/A
com.walmartlabs.concord.runner	parent	1.33.0		N/A
com.walmartlabs.concord.runner	parent	1.34.0		N/A
com.walmartlabs.concord.runner	parent	1.34.1		N/A
com.walmartlabs.concord.runner	parent	1.34.2		N/A
com.walmartlabs.concord.runner	parent	1.34.3		N/A
com.walmartlabs.concord.runner	parent	1.35.0		N/A
com.walmartlabs.concord.runner	parent	1.35.1		N/A
com.xemantic.ai	xemantic-ai-file-magic-macosx64	0.1		N/A
com.xemantic.ai	xemantic-ai-file-magic-macosx64	0.1	html-doc	647826c7c6acc393ca538b4d1f0587d0b051e8d0
com.xemantic.ai	xemantic-ai-file-magic-macosx64	0.1	metadata	7662715bdd5b15fe032c671c6a054e3572b21b73
com.xemantic.ai	xemantic-ai-file-magic-macosx64	0.2		N/A
com.xemantic.ai	xemantic-ai-file-magic-macosx64	0.2	html-doc	f67867be77c9ae826008a19bba4239e91b42d869
com.xemantic.ai	xemantic-ai-file-magic-macosx64	0.2	metadata	7459e62a450a69970c3e7dd2f95100a00925b002
com.xemantic.ai	xemantic-ai-file-magic-macosx64	0.3		N/A
com.xemantic.ai	xemantic-ai-file-magic-macosx64	0.3	html-doc	6476695d32ea3b269ef3cc642af028bc5882be25
com.xemantic.ai	xemantic-ai-file-magic-macosx64	0.3	metadata	3e4639f100cca5d967d421b9b60866da6e94c1e9
com.xemantic.ai	xemantic-ai-file-magic-macosx64	0.3.1		N/A
com.xemantic.ai	xemantic-ai-file-magic-macosx64	0.3.1	metadata	8a2404fb1c9ebdf1878b57f077492ba67f90f9c0
com.xzchaoo.commons	commons-cooldown	1.1.0		056bded32e30d8cf3b6ea0616a665aeca28943b1
com.xzchaoo.commons	commons-cooldown	1.10.0		85fef69cc5cbaba663d82eecaa36e6f787eb5944
com.xzchaoo.commons	commons-cooldown	1.10.1		326e1612b019f2f7898f5b3755bef7a442ed3c86
com.xzchaoo.commons	commons-cooldown	1.11.0		4bbf8eac9979a4418c226def1e61ca7d673e8670
com.xzchaoo.commons	commons-cooldown	1.11.1		6f595848c227706c1d5ed3756c7fef3a66cb782c
com.xzchaoo.commons	commons-cooldown	1.12.0		567f8b23147ec0d52887e3eae2e51e2e3ef8ae28
com.xzchaoo.commons	commons-cooldown	1.12.1		58f01ebace7fb8a607e27e5f2ac84d34c3f02448
com.xzchaoo.commons	commons-cooldown	1.13.0		d3639f3175e160395c06fae4970995d5c5f235db
com.xzchaoo.commons	commons-cooldown	1.2.0		09df7f000ac725a46686bd8a75968fb6fde3a583
com.xzchaoo.commons	commons-cooldown	1.3.0		ce3e273f69c55908e8901d5191fee46fa1df9dce
com.xzchaoo.commons	commons-cooldown	1.4.0		1d52ac4ca0a26a0ce392e4b9b1db328b9b25efb3
com.xzchaoo.commons	commons-cooldown	1.5.0		34175ce65c17e4b32397707c8b16673d978ece8e
com.xzchaoo.commons	commons-cooldown	1.5.1		7702f04d84c6749a6e1fae50ddc8b63b9a1b42c7
com.xzchaoo.commons	commons-cooldown	1.5.2		ffd946eb4f97ecdb1357c9c1ff8929ccde44051b
com.xzchaoo.commons	commons-cooldown	1.5.3		775ae4d8ec60893143aa643a5c673a6b36622e5e
com.xzchaoo.commons	commons-cooldown	1.5.4		650bcc5ae39f5dfc94ad6460f9bbbd5e14f50a10
com.xzchaoo.commons	commons-cooldown	1.5.5		c95adb53e884e614293e19b90bf6b05993a97ea2
com.xzchaoo.commons	commons-cooldown	1.5.6		24712e4c4bc2f1b0857da9c9ae8ea1ef480b806d
com.xzchaoo.commons	commons-cooldown	1.5.7		b0e4fed3629b0da55a868ab73a39cb8b8a5238c3
com.xzchaoo.commons	commons-cooldown	1.5.8		c8e858a6c4971d2d13f71fdb5ff421312fdf8551
com.xzchaoo.commons	commons-cooldown	1.5.9		12d58a3c8a037f011abb775f6938bd54e7e0e5f6
com.xzchaoo.commons	commons-cooldown	1.6.0		7034b5ada03d0e469a1aea655d2376ca5976d0ea
com.xzchaoo.commons	commons-cooldown	1.7.0		0896aae30b6292b7dd951ceb2ed3856837ec2cef
com.xzchaoo.commons	commons-cooldown	1.8.0		e2be8fd195161914f382a9f2e7b735b2b165774f
de.wiejack.kreator	api	0.9.0		5a158639d1d533ac51722ac87da37aded57f756e
de.wiejack.kreator	api	0.9.1		52d2548daa0964057e665a1fa1735906ba0b7548
de.wiejack.kreator	api	0.9.2		1211e77853e9a87bc741a69398373a11d6763613
de.wiejack.kreator	api	0.9.3		4cb18014f22ee0e9c76e8abdcf307aad8facd16b
de.wiejack.kreator	api	0.9.4		63e226b2871e6573cdb3badb4108aa93d0917378
de.wiejack.kreator	api	0.9.5		990285162055b859d32c64d16048f08a71813b58
de.wiejack.kreator	api	0.9.6		7dcd098d3f14d3f2f57c6b2687ba11596b71c3c2
de.wiejack.kreator	api	0.9.7		37145ebbcb112f6c48929d80e9738d9a5b0085b5
edu.washington.cs.knowitall.nlptools	nlptools-parse-clear_2.10	2.4.1		41a7b167fdea2379e12cf1a326317340bcea6125
edu.washington.cs.knowitall.nlptools	nlptools-parse-clear_2.10	2.4.2		95fce0046a183091d16db3abb627fe90950bee98
edu.washington.cs.knowitall.nlptools	nlptools-parse-clear_2.10	2.4.3		c767ae00ca1629818e3623afbf4c39affbb71209
edu.washington.cs.knowitall.nlptools	nlptools-parse-clear_2.10	2.4.4		7ac737674ac3396294e087c0b2f72b424f420151
edu.washington.cs.knowitall.nlptools	nlptools-parse-clear_2.10	2.4.5		62b189c7f37e92349cbd4439320586bb74966400
eu.timepit	refined-scalacheck_3.0.0-M3	0.9.20		0d9db8b88ae92a8773734975045f6de0d6f7bb1a
eu.timepit	refined-scalacheck_3.0.0-M3	0.9.21		b474096e461a7a208f9c7a2298e45f7cd7945a2a
io.arkitik.radix	radix-dependencies	v1.0.0		N/A
io.arkitik.radix	radix-dependencies	v1.0.1		N/A
io.arkitik.radix	radix-dependencies	v1.1.0		N/A
io.arkitik.radix	radix-dependencies	v1.1.1		N/A
io.arkitik.radix	radix-dependencies	v1.2.0		N/A
io.arkitik.radix	radix-dependencies	v1.3.0		N/A
io.arkitik.radix	radix-dependencies	v1.4.0		N/A
io.arkitik.radix	radix-dependencies	v1.4.1		N/A
io.arkitik.radix	radix-dependencies	v1.5.0		N/A
io.arkitik.radix	radix-dependencies	v1.6.0		N/A
io.arkitik.radix	radix-dependencies	v2.0.0		N/A
io.arkitik.radix	radix-dependencies	v2.1.0		N/A
io.arkitik.radix	radix-dependencies	v2.2.0		N/A
io.arkitik.radix	radix-dependencies	v2.3.0		N/A
io.arkitik.radix	radix-dependencies	v2.3.1		N/A
io.arkitik.radix	radix-dependencies	v2.4.0		N/A
io.arkitik.radix	radix-dependencies	v2.4.1		N/A
io.arkitik.radix	radix-dependencies	v2.4.2		N/A
io.arkitik.radix	radix-dependencies	v2.4.3		N/A
io.arkitik.radix	radix-dependencies	v2.4.4		N/A
io.awspring.cloud	spring-cloud-aws-starter-metrics	3.0.0		544b664295d4c85708f9c172bd839ab1dcc82557
io.awspring.cloud	spring-cloud-aws-starter-metrics	3.0.0-M2		2aeabab6064dbd17d0730111869ea063a6a29fd1
io.awspring.cloud	spring-cloud-aws-starter-metrics	3.0.0-M3		616e4a0d7793570b88e6d59fb9882d01d7b6405e
io.awspring.cloud	spring-cloud-aws-starter-metrics	3.0.0-RC1		5d55bcc4488a566179ef051b8279d915a4eacaba
io.awspring.cloud	spring-cloud-aws-starter-metrics	3.0.0-RC2		8a3f081764c97962906f6edd45184d79a80c8cbd
io.awspring.cloud	spring-cloud-aws-starter-metrics	3.0.1		0249996326d471a9c804cf0ced603dca1419476d
io.awspring.cloud	spring-cloud-aws-starter-metrics	3.0.2		bfa2455d7b5d65afc67f82298a13e72ba022c54d
io.awspring.cloud	spring-cloud-aws-starter-metrics	3.0.3		3df19b70e5a8fe25c455dd985872bac73c176cb6
io.awspring.cloud	spring-cloud-aws-starter-metrics	3.0.4		6f5dbb667e4c15c258d930dbec1c7741a5b69fe3
io.awspring.cloud	spring-cloud-aws-starter-metrics	3.0.5		3f8094d640717f27adef9b44147ce64a9a7c5c94
io.awspring.cloud	spring-cloud-aws-starter-metrics	3.1.0		783d703fb19aff78d80b4c5d106d0f377aa4d14f
io.awspring.cloud	spring-cloud-aws-starter-metrics	3.1.1		b886035b0f3d8e47cc11be16a2314a7aa855c3f2
io.awspring.cloud	spring-cloud-aws-starter-metrics	3.2.0		594005e4ae23c85267592ad4ed60155bbd6ec191
io.awspring.cloud	spring-cloud-aws-starter-metrics	3.2.0-M1		0ce222a4f1096475dcb465cbb097fe3fb13ed57f
io.awspring.cloud	spring-cloud-aws-starter-metrics	3.2.1		2f4b47fd80c731cd68942c5db4d5c5d5135f10cb
io.awspring.cloud	spring-cloud-aws-starter-metrics	3.3.0		dad75798f975f536408384bc1a1f53536306f6e6
io.awspring.cloud	spring-cloud-aws-starter-metrics	3.3.0-M1		b1a5be54642ed39e5d10245060b44dd88afd9e4b
io.awspring.cloud	spring-cloud-aws-starter-metrics	3.3.0-RC1		cdba4bc2ff3f4fcb016b31bf579bd3d109e7ce26
io.featurehub.sdk.tiles	tile-java8	1.1		N/A
io.github.alexarchambault.libdaemon	libdaemon_2.12	0.0.1		0424b8c0a385c0cc6cc61bd8066c4a7cc6204497
io.github.alexarchambault.libdaemon	libdaemon_2.12	0.0.10		d21d881e36ad1db8546f01b2648434031f2bc20d
io.github.alexarchambault.libdaemon	libdaemon_2.12	0.0.11		8642554e3005c3313b09387789666b1d728e9f87
io.github.alexarchambault.libdaemon	libdaemon_2.12	0.0.2		af7fcd02d1884aea42276d5600bd275175e405b0
io.github.alexarchambault.libdaemon	libdaemon_2.12	0.0.3		2857a7e79222dd2336a16a9185459f1c560d1b7f
io.github.alexarchambault.libdaemon	libdaemon_2.12	0.0.4		54b2bd45dd6c5472382fa5d2099c95d8f764cc9a
io.github.alexarchambault.libdaemon	libdaemon_2.12	0.0.5		c8bc2555c580315c504ac69e58e759ba70064b70
io.github.alexarchambault.libdaemon	libdaemon_2.12	0.0.6		b9e0c0a174cc344f27217e9ba825019ca3de9dc0
io.github.alexarchambault.libdaemon	libdaemon_2.12	0.0.7		66d365b0f43fbc2068d20aa0c668dcfcb7bdbd09
io.github.alexarchambault.libdaemon	libdaemon_2.12	0.0.8		2660ee95fcfee56dcc0362b127452a6d37a13552
io.github.alexarchambault.libdaemon	libdaemon_2.12	0.0.9		8faa3c4bc53892fd946c4546c98286818322d273
io.github.buginspector	javainspector	0.0.25		N/A
io.github.buginspector	javainspector	0.0.26		N/A
io.github.damirdenis-tudor	ktor-service-discoverer	1.0.0		c7bf4424027c93a463c99f6c7a16aec17d2b71b2
io.github.damirdenis-tudor	ktor-service-discoverer	1.0.0	all	d9336f975d6aea8582656e30a7efe0021b6c3054
io.github.damirdenis-tudor	ktor-service-discoverer	1.0.1		6fd1aad090f6e84dbfb4bf2416766d7d99ae8b57
io.github.damirdenis-tudor	ktor-service-discoverer	1.0.1	all	ae7104f127c1a942fa3a9863518a4d0c8a82c1c6
io.github.damirdenis-tudor	ktor-service-discoverer	1.0.2		f57656c6d556123fc34a985a72f01f90dd2fcdec
io.github.damirdenis-tudor	ktor-service-discoverer	1.0.2	all	d55f3429963b0e0b142a1c065dee0a9cc6f724bc
io.github.damirdenis-tudor	ktor-service-discoverer	1.1.0		3ea76cdb41bcf5d4bc59adc1d34c675240b9872c
io.github.damirdenis-tudor	ktor-service-discoverer	1.1.0	all	ea4ff4fa3fcb7ec8dccc5d40613c5f67e89c033d
io.github.damirdenis-tudor	ktor-service-discoverer	1.1.1		1c5d7008a9c12c07e4920abdad2a25ae18b17f11
io.github.damirdenis-tudor	ktor-service-discoverer	1.1.1	all	1175978f3418337c3fdb6caad210b78f9bac9cef
io.github.damirdenis-tudor	ktor-service-discoverer	1.1.2		10fc038b65260fbaf954126dbaddec04732a339d
io.github.damirdenis-tudor	ktor-service-discoverer	1.1.2	all	bd9b2514df72c72fe6e48899c14ac7450eced547
io.github.damirdenis-tudor	ktor-service-discoverer	1.1.3		6e154e76f440a53a84c7ce85922312a942164dee
io.github.damirdenis-tudor	ktor-service-discoverer	1.1.3	all	f9adc3567cb70ed7dcc9b9303a8ce8e7b51fb2fd
io.github.damirdenis-tudor	ktor-service-discoverer	1.1.4		0e76c34356282cf48c98778d172a311002b8d61d
io.github.damirdenis-tudor	ktor-service-discoverer	1.1.4	all	a188e5b29f947e8e45aa23ef0a055e0237e692d7
io.github.g42cloud-sdk	g42cloud-sdk-ces	0.0.10-beta		bde441fffeb7e9376dcf16dea53892508dca70d7
io.github.g42cloud-sdk	g42cloud-sdk-ces	0.0.2-beta		f0b05cc6d8c4214a88c890f3a95ffd5f59fcc6d6
io.github.g42cloud-sdk	g42cloud-sdk-ces	0.0.3-beta		464f6c79c70999813b564a6ff9a03be4c620caee
io.github.g42cloud-sdk	g42cloud-sdk-ces	0.0.4-beta		482bb5a9227507b78749e7f5baf1ddd5b527b4ea
io.github.g42cloud-sdk	g42cloud-sdk-ces	0.0.5-beta		888d55e412cedde3a05bcdba6da932666b956806
io.github.g42cloud-sdk	g42cloud-sdk-ces	0.0.6-beta		f371c229f50aaf9ca09c3ba48755fafc0bca4b01
io.github.g42cloud-sdk	g42cloud-sdk-ces	0.0.7-beta		555c2146c489dfa880a1c9b4d6f86c1241bbd187
io.github.g42cloud-sdk	g42cloud-sdk-ces	0.0.8-beta		462b1ea53a27c50c9454dbbf603fa0473e76d054
io.github.g42cloud-sdk	g42cloud-sdk-ces	0.0.9-beta		34d7eafac2be7e8451eaeff896aa4f2736452de9
io.github.huangziy	dynamic-tp-spring-boot-starter	1.0.1-RELEASE		790eaccbd750ec342f6b3bd52457fcd7e5528a5a
io.github.icodegarden	nutrient	3.0.0		N/A
io.github.icodegarden	nutrient	3.0.1		N/A
io.github.icodegarden	nutrient	3.0.2		N/A
io.github.microsphere-projects	microsphere-build	0.0.1		N/A
io.github.microsphere-projects	microsphere-build	0.0.10		N/A
io.github.microsphere-projects	microsphere-build	0.0.11		N/A
io.github.microsphere-projects	microsphere-build	0.0.12		N/A
io.github.microsphere-projects	microsphere-build	0.0.13		N/A
io.github.microsphere-projects	microsphere-build	0.0.14		N/A
io.github.microsphere-projects	microsphere-build	0.0.15		N/A
io.github.microsphere-projects	microsphere-build	0.0.17		N/A
io.github.microsphere-projects	microsphere-build	0.0.18		N/A
io.github.microsphere-projects	microsphere-build	0.0.19		N/A
io.github.microsphere-projects	microsphere-build	0.0.2		N/A
io.github.microsphere-projects	microsphere-build	0.0.20		N/A
io.github.microsphere-projects	microsphere-build	0.0.21		N/A
io.github.microsphere-projects	microsphere-build	0.0.22		N/A
io.github.microsphere-projects	microsphere-build	0.0.23		N/A
io.github.microsphere-projects	microsphere-build	0.0.3		N/A
io.github.microsphere-projects	microsphere-build	0.0.4		N/A
io.github.microsphere-projects	microsphere-build	0.0.5		N/A
io.github.microsphere-projects	microsphere-build	0.0.6		N/A
io.github.microsphere-projects	microsphere-build	0.0.7		N/A
io.github.microsphere-projects	microsphere-build	0.0.8		N/A
io.github.microsphere-projects	microsphere-build	0.0.9		N/A
io.github.microsphere-projects	microsphere-build	0.1.0		N/A
io.github.microsphere-projects	microsphere-build	0.1.1		N/A
io.github.microsphere-projects	microsphere-build	1.0.0		N/A
io.github.nafg.scala-phonenumber	scala-phonenumber_sjs1_3	0.4.0		196f94a6ff6c8153f20875539ac53662eeb1b80f
io.github.nafg.scala-phonenumber	scala-phonenumber_sjs1_3	0.5.0		b8d89552dad8ad06136336c8d20ef9b3e8d23f89
io.github.nafg.scala-phonenumber	scala-phonenumber_sjs1_3	0.5.1		adb1a06d12c66e23eeb8559e1b0a9a8234a35a0c
io.github.qsy7.java.modules.queue	providers	0.1.0		N/A
io.github.qsy7.java.modules.queue	providers	0.1.2		N/A
io.github.qsy7.java.modules.queue	providers	0.3.1		N/A
io.github.qsy7.java.modules.queue	providers	0.3.2		N/A
io.github.qsy7.java.modules.queue	providers	0.3.3		N/A
io.github.qsy7.java.modules.queue	providers	0.3.4		N/A
io.github.september669	Reduks	0.1.3		18ffdc0b0d55a24fe806cbb02daa0174339d3a56
io.github.september669	Reduks	0.1.4		51409f8b74a32f3dc18647f590d824359facb0f8
io.github.september669	Reduks	0.1.5		e62e1ad816a0269ae2bfad163e206fd452230a40
io.github.september669	Reduks	0.1.6		1a80311c77c38fa88795dd9519485f8f3d46b711
io.github.september669	Reduks	0.1.6	all	12dad88b22e33730d2e6aa27f37346c4034111d3
io.github.september669	Reduks	0.1.7		b223abb9f2a5834c072dd3fe77f925779ceab2eb
io.github.september669	Reduks	0.1.7	all	9a175de0a599ef5acfc70c3b0c0e32f28f74c5ee
io.github.september669	Reduks	0.1.8		4a30efca4bcb4615045a26cbcc267d9a9ea3c356
io.github.september669	Reduks	0.1.8	all	9a122bf0b49b26d09128b7b956630e00b6bca718
io.github.valtechmobility	gradle-credentials-onepassword	0.0.4		a93d1ac2beda5d3a6f36aa8e61de88781c3442af
io.github.valtechmobility	gradle-credentials-onepassword	0.0.5		63d51f6057b3c2d794aa1668873269bebb733acb
io.github.valtechmobility	gradle-credentials-onepassword	0.0.6		65b4e920e53ed8f7bd2790c8a74326512fbaad6b
io.github.valtechmobility	gradle-credentials-onepassword	0.0.7		dce72d1df73123d4cfaea96cc6eb020c557b514a
io.github.valtechmobility	gradle-credentials-onepassword	0.0.8		9ee6e295ed20bee7a91fa30a69f0b88f9ebe514e
io.github.valtechmobility	gradle-credentials-onepassword	0.1.0		00d09bb71f2f5e7be3c38d8d9d2656b19fa7b57b
io.kestros.cms	kestros-basic-components-core	0.0.1		ddc0615a90516d8662856cb2e8d876817e1b6573
io.kestros.cms	kestros-basic-components-core	0.1.0		14f027e5ece9cf179d06fb96b5f57577cc2440cb
io.ks3	ks3-core-tvosx64	0.3.1		N/A
io.ks3	ks3-core-tvosx64	0.3.1	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.ks3	ks3-core-tvosx64	0.4.0		N/A
io.ks3	ks3-core-tvosx64	0.4.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.ks3	ks3-core-tvosx64	0.5.0		N/A
io.ks3	ks3-core-tvosx64	0.5.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.ks3	ks3-core-tvosx64	0.6.0		N/A
io.ks3	ks3-core-tvosx64	0.6.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.ks3	ks3-core-tvosx64	1.0.0		N/A
io.ks3	ks3-core-tvosx64	1.0.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.snappydata	gemfirexd-hibernate	1.5.0-BETA		7b1bc53b118305dd210cdbcb58a14dddc2dafc78
io.snappydata	gemfirexd-hibernate	1.5.0-BETA.3		bb88a8c3308c57a138b510ea9521ee959bb61ea3
io.snappydata	gemfirexd-hibernate	1.5.0-BETA.4		8de24d2d2393bc8875da451456005d1d3f912b0d
io.snappydata	gemfirexd-hibernate	1.5.0-BETA2		914f399bb38ead823834deecfc8f4a91ef8f48ef
io.snappydata	gemfirexd-hibernate	2.0-BETA		974e946c56bf3b9bdf4e809583f77a668fdf1652
io.snappydata	snappy-spark-network-yarn_2.11	2.0.1-1		e883799b9159abbab843f3b4e60d9a0e0a313c78
io.snappydata	snappy-spark-network-yarn_2.11	2.0.1-2		0ae0dba0344f796355ea2a4b239d468e03c7c037
io.snappydata	snappy-spark-network-yarn_2.11	2.0.1-3		af0c9a17eef9d4aa2802f4ab492dad9da5f607f6
io.snappydata	snappy-spark-network-yarn_2.11	2.0.2.3		35a68b46c7c554f0d2429fcba5942b192d894bc5
io.snappydata	snappy-spark-network-yarn_2.11	2.0.2.5		fbf0d37b022a3f4ed6d2185f6b2493659499d667
io.snappydata	snappy-spark-network-yarn_2.11	2.0.3-2		4ad2b141c9f1d3b6714c9f7efed7f75ea5454ab8
io.snappydata	snappy-spark-network-yarn_2.11	2.1.1.1		8fbf671e31c07a4562b6ba4c2f74eea0e4beb271
io.snappydata	snappy-spark-network-yarn_2.11	2.1.1.1-rc1		d274ea8359747eda067cab0011a035770bf7079b
io.snappydata	snappy-spark-network-yarn_2.11	2.1.1.2		0f5fe563b89e021d5808a60791354fea20dc5700
io.snappydata	snappy-spark-network-yarn_2.11	2.1.1.3		033414009d2e2767510381fcbb35ba33219e7e20
io.snappydata	snappy-spark-network-yarn_2.11	2.1.1.3-RC1		6ec51137e3e943f1347b00ad2dc54b50b0e45a3d
io.snappydata	snappy-spark-network-yarn_2.11	2.1.1.4		1092ab01a73ca8520af8b80848ce8d1557798d1b
io.snappydata	snappy-spark-network-yarn_2.11	2.1.1.5		d25fe4e2d3d30d8b13b514e913c48f67e665bc8f
io.snappydata	snappy-spark-network-yarn_2.11	2.1.1.6		b76e5dc9f3b49ffd00ccb27fdc29cd1a4b2d7837
io.snappydata	snappy-spark-network-yarn_2.11	2.1.1.7		e13e782c799ee574b8ff9e34429c4bbf6e4e56aa
io.snappydata	snappy-spark-network-yarn_2.11	2.1.1.8		2add90d30bd268a8552ce38307d3da56821bb431
io.snappydata	snappy-spark-network-yarn_2.11	2.1.3.1		250efc89ca995325a6b271706e35e2cc6d3e678a
io.snappydata	snappy-spark-network-yarn_2.11	2.1.3.2		16fa7fc60912cade507aa74efab6628d25b246e8
io.stargate.core	core	0.0.12		b837d9fd42c248e1ccfbf4c1fa6493f50a782e29
io.stargate.core	core	0.0.13		94007a327563dc7e6fc9e692368b4c0bd8c951d3
