ch.exense	distribution	3.6.1		N/A
com.google.auth	google-auth-library-bom	0.16.0		N/A
com.google.auth	google-auth-library-bom	0.16.1		N/A
com.google.auth	google-auth-library-bom	0.16.2		N/A
com.google.auth	google-auth-library-bom	0.17.0		N/A
com.google.auth	google-auth-library-bom	0.17.1		N/A
com.google.auth	google-auth-library-bom	0.17.2		N/A
com.google.auth	google-auth-library-bom	0.18.0		N/A
com.google.auth	google-auth-library-bom	0.19.0		N/A
com.google.auth	google-auth-library-bom	0.20.0		N/A
com.google.auth	google-auth-library-bom	0.21.0		N/A
com.google.auth	google-auth-library-bom	0.21.1		N/A
com.google.auth	google-auth-library-bom	0.22.0		N/A
com.google.auth	google-auth-library-bom	0.22.1		N/A
com.google.auth	google-auth-library-bom	0.22.2		N/A
com.google.auth	google-auth-library-bom	0.23.0		N/A
com.google.auth	google-auth-library-bom	0.24.0		N/A
com.google.auth	google-auth-library-bom	0.24.1		N/A
com.google.auth	google-auth-library-bom	0.25.0		N/A
com.google.auth	google-auth-library-bom	0.25.1		N/A
com.google.auth	google-auth-library-bom	0.25.2		N/A
com.google.auth	google-auth-library-bom	0.25.2-sp.1		N/A
com.google.auth	google-auth-library-bom	0.25.3		N/A
com.google.auth	google-auth-library-bom	0.25.4		N/A
com.google.auth	google-auth-library-bom	0.25.5		N/A
com.google.auth	google-auth-library-bom	0.26.0		N/A
com.google.auth	google-auth-library-bom	0.27.0		N/A
com.google.auth	google-auth-library-bom	1.0.0		N/A
com.google.auth	google-auth-library-bom	1.1.0		N/A
com.google.auth	google-auth-library-bom	1.10.0		N/A
com.google.auth	google-auth-library-bom	1.11.0		N/A
com.google.auth	google-auth-library-bom	1.12.0		N/A
com.google.auth	google-auth-library-bom	1.12.1		N/A
com.google.auth	google-auth-library-bom	1.12.2		N/A
com.google.auth	google-auth-library-bom	1.13.0		N/A
com.google.auth	google-auth-library-bom	1.14.0		N/A
com.google.auth	google-auth-library-bom	1.15.0		N/A
com.google.auth	google-auth-library-bom	1.16.0		N/A
com.google.auth	google-auth-library-bom	1.16.1		N/A
com.google.auth	google-auth-library-bom	1.17.0		N/A
com.google.auth	google-auth-library-bom	1.18.0		N/A
com.google.auth	google-auth-library-bom	1.19.0		N/A
com.google.auth	google-auth-library-bom	1.2.0		N/A
com.google.auth	google-auth-library-bom	1.2.1		N/A
com.google.auth	google-auth-library-bom	1.2.2		N/A
com.google.auth	google-auth-library-bom	1.20.0		N/A
com.google.auth	google-auth-library-bom	1.21.0		N/A
com.google.auth	google-auth-library-bom	1.22.0		N/A
com.google.auth	google-auth-library-bom	1.23.0		N/A
com.google.auth	google-auth-library-bom	1.24.0		N/A
com.google.auth	google-auth-library-bom	1.24.1		N/A
com.google.auth	google-auth-library-bom	1.25.0		N/A
com.google.auth	google-auth-library-bom	1.26.0		N/A
com.google.auth	google-auth-library-bom	1.27.0		N/A
com.google.auth	google-auth-library-bom	1.28.0		N/A
com.google.auth	google-auth-library-bom	1.29.0		N/A
com.google.auth	google-auth-library-bom	1.3.0		N/A
com.google.auth	google-auth-library-bom	1.30.0		N/A
com.google.auth	google-auth-library-bom	1.30.1		N/A
com.google.auth	google-auth-library-bom	1.31.0		N/A
com.google.auth	google-auth-library-bom	1.32.0		N/A
com.google.auth	google-auth-library-bom	1.32.1		N/A
com.google.auth	google-auth-library-bom	1.33.0		N/A
com.google.auth	google-auth-library-bom	1.33.1		N/A
com.google.auth	google-auth-library-bom	1.34.0		N/A
com.google.auth	google-auth-library-bom	1.4.0		N/A
com.google.auth	google-auth-library-bom	1.5.3		N/A
com.google.auth	google-auth-library-bom	1.6.0		N/A
com.google.auth	google-auth-library-bom	1.6.1		N/A
com.google.auth	google-auth-library-bom	1.7.0		N/A
com.google.auth	google-auth-library-bom	1.8.0		N/A
com.google.auth	google-auth-library-bom	1.8.1		N/A
com.google.auth	google-auth-library-bom	1.9.0		N/A
com.kochava.base	tracker-location	3.10.0		N/A
com.kochava.base	tracker-location	3.10.1		N/A
com.kochava.base	tracker-location	3.6.0		N/A
com.kochava.base	tracker-location	3.6.1		N/A
com.kochava.base	tracker-location	3.6.2		N/A
com.kochava.base	tracker-location	3.6.3		N/A
com.kochava.base	tracker-location	3.7.0		N/A
com.kochava.base	tracker-location	3.7.1		N/A
com.kochava.base	tracker-location	3.7.2		N/A
com.kochava.base	tracker-location	3.7.3		N/A
com.kochava.base	tracker-location	3.8.0		N/A
com.kochava.base	tracker-location	3.9.0		N/A
com.microsoft.azure	spring-integration-eventhubs	1.1.0		c03edf53053ebec37fdb22208c89e5e37502f433
com.microsoft.azure	spring-integration-eventhubs	1.1.0.M4		2040fce388cbbbf9795dccb380d33ca20bd326cb
com.microsoft.azure	spring-integration-eventhubs	1.1.0.M5		10933989f1a558e979421df52b7f21280df77fb9
com.microsoft.azure	spring-integration-eventhubs	1.1.0.M6		4bb3aa1b5d25fbabe47529b127cda7f616b25df0
com.microsoft.azure	spring-integration-eventhubs	1.1.0.RC2		2ee7bbdc4fc536566500bece0b1004c11503ff3b
com.microsoft.azure	spring-integration-eventhubs	1.1.0.RC3		58d96fad4386e7e193f153a040504a484750404b
com.microsoft.azure	spring-integration-eventhubs	1.1.0.RC4		17efd770285b00dc78af236d448e3de38f2bff4a
com.microsoft.azure	spring-integration-eventhubs	1.1.0.RC5		27ff664e93a0b82cbcce5dcd1420fd4ca477d833
com.microsoft.azure	spring-integration-eventhubs	1.1.1		62d7d067bf6be1c93f8540881222fddb7d0d667b
com.microsoft.azure	spring-integration-eventhubs	1.1.2		7130e560f808141d06f7b2cde6c9d41bc2ff5a81
com.microsoft.azure	spring-integration-eventhubs	1.1.3		ff4fbaaa67a05574e4e776b6da285fbf2df4d0a3
com.microsoft.azure	spring-integration-eventhubs	1.1.4		65fa4a1182b0d2e337f66661cf6c6bfe4d38fc87
com.microsoft.azure	spring-integration-eventhubs	1.1.5		d96fb281d92b523377424fb444ccaafb1c8af773
com.microsoft.azure	spring-integration-eventhubs	1.2.0		056d49d70bfc45849973174d5d11d0ae600e9300
com.microsoft.azure	spring-integration-eventhubs	1.2.1		72ae085e3cbb19bd829dbfa58d303cd7a24148b6
com.microsoft.azure	spring-integration-eventhubs	1.2.2		890e08a184fb10b7eef3b226b0b628f497e28c6f
com.microsoft.azure	spring-integration-eventhubs	1.2.3		4778bad6390225d6c2b437c86ec62a5a34b3a065
com.microsoft.azure	spring-integration-eventhubs	1.2.4		f5cef69bbbc51d928da3c657d64129db32f1616c
com.microsoft.azure	spring-integration-eventhubs	1.2.5		9782806899975dc8deb3517e901276105baaf39e
com.microsoft.azure	spring-integration-eventhubs	1.2.6		a86d3f72fa4df3699a5a2566dd74c7c815d02e27
com.microsoft.azure	spring-integration-eventhubs	1.2.7		a53c38ea8727ff021020991c67b6de6fd987f1f9
com.microsoft.azure	spring-integration-eventhubs	1.2.8		388cc4f3e8e2658e29fc4bfdd83ed30e36cb65c6
com.microsoft.azure	spring-integration-eventhubs	2.0.0-beta.1		1c7ce26aacf7a802410d86efedda34040ad2683a
com.mohamedrejeb.ksoup	ksoup-html-linuxx64	0.1.0		N/A
com.mohamedrejeb.ksoup	ksoup-html-linuxx64	0.1.1		N/A
com.mohamedrejeb.ksoup	ksoup-html-linuxx64	0.1.2		N/A
com.mohamedrejeb.ksoup	ksoup-html-linuxx64	0.1.3		N/A
com.mohamedrejeb.ksoup	ksoup-html-linuxx64	0.1.4		N/A
com.mohamedrejeb.ksoup	ksoup-html-linuxx64	0.2.0		N/A
com.mohamedrejeb.ksoup	ksoup-html-linuxx64	0.2.1		N/A
com.mohamedrejeb.ksoup	ksoup-html-linuxx64	0.3.0		N/A
com.mohamedrejeb.ksoup	ksoup-html-linuxx64	0.3.1		N/A
com.mohamedrejeb.ksoup	ksoup-html-linuxx64	0.3.2		N/A
com.mohamedrejeb.ksoup	ksoup-html-linuxx64	0.4.0		N/A
com.mohamedrejeb.ksoup	ksoup-html-linuxx64	0.4.1		N/A
com.mohamedrejeb.ksoup	ksoup-html-linuxx64	0.5.0		N/A
com.mypurecloud	mock-kinesis-maven-plugin	1.0.1		27b90c4d8bfc3c87e588c1c333a8f1a27f671a1f
com.mypurecloud	mock-kinesis-maven-plugin	1.0.2		1fbc9e4eb7b3f901698578847d2abfcc6ba506af
com.mypurecloud	mock-kinesis-maven-plugin	1.1.0		577bca712e84bff80640e0f95e5beaa575d27c6d
com.mypurecloud	mock-kinesis-maven-plugin	1.1.1		a07956b1000c0ac3acc16db72bf42331a2490263
com.mypurecloud	mock-kinesis-maven-plugin	1.2.0		fdbe904563df579fbd43158bd51c40a325d9d039
com.nrinaudo	kantan.regex-generic_sjs0.6_2.13	0.5.1		8fcdfa35e16193d60f5eb84e05dd548525890512
com.russhwolf	multiplatform-settings-no-arg-android-debug	0.6		N/A
com.russhwolf	multiplatform-settings-no-arg-android-debug	0.6-1.4-M2		N/A
com.russhwolf	multiplatform-settings-no-arg-android-debug	0.6-1.4-M3		N/A
com.russhwolf	multiplatform-settings-no-arg-android-debug	0.6-1.4.0-rc		N/A
com.russhwolf	multiplatform-settings-no-arg-android-debug	0.6.1		N/A
com.russhwolf	multiplatform-settings-no-arg-android-debug	0.6.2		N/A
com.russhwolf	multiplatform-settings-no-arg-android-debug	0.6.3		N/A
com.russhwolf	multiplatform-settings-no-arg-android-debug	0.7		N/A
com.russhwolf	multiplatform-settings-no-arg-android-debug	0.7.1		N/A
com.russhwolf	multiplatform-settings-no-arg-android-debug	0.7.2		N/A
com.russhwolf	multiplatform-settings-no-arg-android-debug	0.7.3		N/A
com.russhwolf	multiplatform-settings-no-arg-android-debug	0.7.4		N/A
com.russhwolf	multiplatform-settings-no-arg-android-debug	0.7.5		N/A
com.russhwolf	multiplatform-settings-no-arg-android-debug	0.7.6		N/A
com.russhwolf	multiplatform-settings-no-arg-android-debug	0.7.7		N/A
com.russhwolf	multiplatform-settings-no-arg-android-debug	0.8		N/A
com.russhwolf	multiplatform-settings-no-arg-android-debug	0.8.1		N/A
com.russhwolf	multiplatform-settings-no-arg-android-debug	0.9		N/A
com.russhwolf	multiplatform-settings-no-arg-android-debug	1.0.0		N/A
com.russhwolf	multiplatform-settings-no-arg-android-debug	1.0.0-RC		N/A
com.russhwolf	multiplatform-settings-no-arg-android-debug	1.0.0-alpha01		N/A
com.russhwolf	multiplatform-settings-no-arg-android-debug	1.1.0		N/A
com.russhwolf	multiplatform-settings-no-arg-android-debug	1.1.1		N/A
com.russhwolf	multiplatform-settings-no-arg-android-debug	1.2.0		N/A
com.russhwolf	multiplatform-settings-no-arg-android-debug	1.3.0		N/A
com.soulwarelabs.jparley	jparley-core	1.0.0-alpha		43b93b8aded1c0f8917b18d5d1372d4fc2dfbf1a
com.soulwarelabs.jparley	jparley-core	1.0.0-beta		085637a2bed5a9805317aa20de9d6bdddbeddd01
com.soulwarelabs.jparley	jparley-core	1.0.0-beta1		8e2dbdfd63dfbafd422d6461ef2934453866a92b
com.sun.jini	jarwrapper	2.1		c2c7e2666a295089c0ef2918494c7724ed4192c9
com.sun.jini	jarwrapper	2.1-beta2		7b7c32b31f2cc232fb516c4afd727e7186cf3af0
com.taptap.sdk	open-image	4.6.0-beta.1		N/A
com.taptap.sdk	open-image	4.6.0-beta.2		N/A
com.taptap.sdk	open-image	4.6.1-beta.1		N/A
com.taptap.sdk	open-image	4.6.1-beta.3		N/A
com.taptap.sdk	open-image	4.6.1-beta.4		N/A
com.taptap.sdk	open-image	4.6.1-beta.5		N/A
com.taptap.sdk	open-image	4.6.1-beta.6		N/A
com.taptap.sdk	open-image	4.6.1-beta.7		N/A
com.taptap.sdk	open-image	4.6.1-beta.9		N/A
com.treblle	treblle-aws-lambda	1.0.1		1daa99e33bfb68118f05f7f07a03785e0295eddd
com.treblle	treblle-aws-lambda	1.0.2		d5b74c3693dd9df2ed0d6080f0139fda6c8edc5a
com.treblle	treblle-aws-lambda	1.0.3		4f0a9900a101978386fd14e06b0e975e73d6ffd4
com.treblle	treblle-aws-lambda	1.0.4		99e8759fa00c012ae87647978a39dc6a751f2c68
com.treblle	treblle-aws-lambda	1.0.5		ee137d58eb021012e2fadf072b63b1152da40d04
com.vaadin	com.vaadin.spring.roo.addon	0.9.0		520e928a1fe52cee4432cfd3d5342721e86d0898
com.vaadin	com.vaadin.spring.roo.addon	0.9.3		ae66f8a46e30c9827f1cd3ea8379f7ec81657754
com.vaadin	com.vaadin.spring.roo.addon	0.9.4		9e11248c49f6cbe34fac570d99b4ad2ef3a5660a
com.vaadin	com.vaadin.spring.roo.addon	1.0.0		684c377ab067a38d474605855dee0e2429f82426
com.vaadin	com.vaadin.spring.roo.addon	1.0.1		4a05d6bfb8720b6e094ecfc734d37798be26cea9
com.vaadin	com.vaadin.spring.roo.addon	1.1.0		ec95b7befe77e5a6639e901b558d29d7d5fb4ae4
com.vaadin	com.vaadin.spring.roo.addon	1.1.1		39662d9f7025f9c48a17dac77ff7ccaeb69f226c
com.yurique	embedded-files-macro_sjs1_3.0.0-RC3	0.2.3		9457a62b95756bc619984063cca9d2643f9d5330
dev.jonpoulton.alakazam	android-ui-appcompat	3.6.0		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	3.7.1		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	3.8.0		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	3.8.1		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	3.8.2		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	3.8.3		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	3.9.0		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	3.9.1		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	3.9.2		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	3.9.3		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	3.9.4		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	3.9.6		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	4.0.1		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	4.0.2		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	4.0.3		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	4.0.4		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	4.0.5		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	4.1.0		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	4.2.0		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	4.3.0		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	4.4.0		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	4.4.1		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	4.5.0		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	4.5.1		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	4.5.2		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	4.5.3		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	4.5.4		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	4.5.5		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	4.5.6		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	4.5.7		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	4.6.0		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	4.6.1		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	4.7.0		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	4.7.1		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	5.0.0		N/A
dev.jonpoulton.alakazam	android-ui-appcompat	6.0.0		N/A
dev.programadorthi.routing	status-pages-watchosarm64	0.0.10		N/A
dev.programadorthi.routing	status-pages-watchosarm64	0.0.10	metadata	a27066a9991ac896c2609e45dec5c256f2cc7327
dev.programadorthi.routing	status-pages-watchosarm64	0.0.11		N/A
dev.programadorthi.routing	status-pages-watchosarm64	0.0.11	metadata	d6506faedd770518e123059f83978382b99d3973
dev.programadorthi.routing	status-pages-watchosarm64	0.0.12		N/A
dev.programadorthi.routing	status-pages-watchosarm64	0.0.12	metadata	b72f075d896c49ff27402fd2833be97dbf884dde
dev.programadorthi.routing	status-pages-watchosarm64	0.0.13		N/A
dev.programadorthi.routing	status-pages-watchosarm64	0.0.13	metadata	e89b1fd0c4bde3ca5503d0d03365b2b393061078
dev.programadorthi.routing	status-pages-watchosarm64	0.0.14		N/A
dev.programadorthi.routing	status-pages-watchosarm64	0.0.14	metadata	e55b5d6481070ee51b7ef33fe8a3527577b2e741
dev.programadorthi.routing	status-pages-watchosarm64	0.0.15		N/A
dev.programadorthi.routing	status-pages-watchosarm64	0.0.15	metadata	b7b7715dd8e0f3d7d3de0ba0a6c52936e6c8ea6e
dev.programadorthi.routing	status-pages-watchosarm64	0.0.16		N/A
dev.programadorthi.routing	status-pages-watchosarm64	0.0.16	metadata	7f79f487d271f407153e23a166fc2646d5a6c898
dev.programadorthi.routing	status-pages-watchosarm64	0.0.17		N/A
dev.programadorthi.routing	status-pages-watchosarm64	0.0.17	metadata	8a470f1615c3c38a8d913ad4de71f7dc406a9554
dev.programadorthi.routing	status-pages-watchosarm64	0.0.18		N/A
dev.programadorthi.routing	status-pages-watchosarm64	0.0.18	metadata	1d7b58872f8594ee73ee377b64902464a7207e21
dev.programadorthi.routing	status-pages-watchosarm64	0.0.19		N/A
dev.programadorthi.routing	status-pages-watchosarm64	0.0.19	metadata	fead1cdb3533fc76f445656d8640e6da294e61b5
dev.programadorthi.routing	status-pages-watchosarm64	0.0.2		N/A
dev.programadorthi.routing	status-pages-watchosarm64	0.0.2	metadata	e4daa6b35bbfa2af2dff1d97a39524f7b3dd9dcd
dev.programadorthi.routing	status-pages-watchosarm64	0.0.20		N/A
dev.programadorthi.routing	status-pages-watchosarm64	0.0.20	metadata	5e01aa7f02e36be6f2cc1bdff07961334e47e13e
dev.programadorthi.routing	status-pages-watchosarm64	0.0.21		N/A
dev.programadorthi.routing	status-pages-watchosarm64	0.0.21	metadata	1831b1211fd09bb15cc547137297690db2278b4c
dev.programadorthi.routing	status-pages-watchosarm64	0.0.3		N/A
dev.programadorthi.routing	status-pages-watchosarm64	0.0.3	metadata	678308100c8205ebd5adcf78daca92fd523291de
dev.programadorthi.routing	status-pages-watchosarm64	0.0.4		N/A
dev.programadorthi.routing	status-pages-watchosarm64	0.0.4	metadata	12572e5b2d36083d213e54b0b480cabde74d2233
dev.programadorthi.routing	status-pages-watchosarm64	0.0.5		N/A
dev.programadorthi.routing	status-pages-watchosarm64	0.0.5	metadata	03c813e5eb96933206fa5c5b991b58d3efb91d76
dev.programadorthi.routing	status-pages-watchosarm64	0.0.6		N/A
dev.programadorthi.routing	status-pages-watchosarm64	0.0.6	metadata	fd051e2350da06a7ecac510cabe7c3e678f3c210
dev.programadorthi.routing	status-pages-watchosarm64	0.0.7		N/A
dev.programadorthi.routing	status-pages-watchosarm64	0.0.7	metadata	85360050dc0d04f7c34fa7a6628761a2258c90c9
dev.programadorthi.routing	status-pages-watchosarm64	0.0.8		N/A
dev.programadorthi.routing	status-pages-watchosarm64	0.0.8	metadata	a64f8052eea249eb652f0172b3058175f7ba9f02
dev.programadorthi.routing	status-pages-watchosarm64	2.0.0-alpha01		N/A
dev.programadorthi.routing	status-pages-watchosarm64	2.0.0-alpha01	metadata	3aee90bef16d1918cdce072eaeb5cb07537ca40e
dev.programadorthi.routing	status-pages-watchosarm64	2.0.0-alpha02		N/A
dev.programadorthi.routing	status-pages-watchosarm64	2.0.0-alpha02	metadata	a484ccfa6794c4ff8b01de1232c29e2739d777f6
dev.programadorthi.routing	status-pages-watchosarm64	2.0.0-alpha03		N/A
dev.programadorthi.routing	status-pages-watchosarm64	2.0.0-alpha03	metadata	ab9d59512d800642a7e2c9a045a9636c6bd4d270
dev.programadorthi.routing	status-pages-watchosarm64	v0.0.1		N/A
dev.programadorthi.routing	status-pages-watchosarm64	v0.0.1	metadata	5a5d48a6bdfb3d522f8da5a5d193a0cc79b0fa4a
edu.washington.cs.knowitall.nlptools	nlptools-parse-malt_2.9.3	2.4.2		95cc97fef80e2a29b81f7d384d07c902b954af7e
edu.washington.cs.knowitall.nlptools	nlptools-parse-malt_2.9.3	2.4.3		6d120cd1f4e13daf2fe777afbb9a889a6e7ae04d
eu.timepit	refined-scodec_2.12.0-RC2	0.6.0		c6c4fb8b80f85f0288a4c4416531a1279791131c
hu.blackbelt.epsilon	kar	1.2.0		N/A
hu.blackbelt.epsilon	kar	1.2.1		N/A
hu.blackbelt.epsilon	kar	1.2.2		N/A
hu.blackbelt.epsilon	kar	1.2.3		N/A
hu.blackbelt.epsilon	kar	1.2.4		N/A
hu.blackbelt.epsilon	kar	1.5.0		N/A
io.bitbucket.supportomateinc.commons	commons-parent	2.0.147		N/A
io.codearte.accurest	stub-runner-root	1.0.4		05e6173cadcf90bb1f310a3e2dea3931cd00b757
io.codearte.accurest	stub-runner-root	1.0.5		a2d9412da1a2015395635aa0a0e2559218b5981d
io.codearte.accurest	stub-runner-root	1.0.6		b44fecec9cbbdb054e071a6264c7cef2d2442365
io.codearte.accurest	stub-runner-root	1.0.7		c630b28f6b271b324493a8c69d977bef00ab828f
io.codearte.accurest	stub-runner-root	1.1.0		6850e29f0400254690d7ab0b6ae8450e48495f5e
io.codearte.accurest	stub-runner-root	1.1.0-M1		12f75ef876f5510db1d48d3286f5c76dbd9eb698
io.codearte.accurest	stub-runner-root	1.1.0-M2		535004bda2c3ddb0cdcbb8613d04a60462af07e8
io.codearte.accurest	stub-runner-root	1.1.0-M3		c5f2a24d74985ce58b5ff6b8fc509f3d9c468df2
io.codearte.accurest	stub-runner-root	1.1.0-M4		6643269098a633dd212f981eb320e3ad39cf913a
io.codearte.accurest	stub-runner-root	1.1.0-M5		3b9abfbb8f39836742eca4bf9903c1cbf3adfed8
io.codearte.accurest	stub-runner-root	1.1.0-M6		0cfb1cc7abf5bd721c2db67aad919737aea4feb4
io.codearte.accurest	stub-runner-root	1.1.0-M7		6b22e4e319909943771403f90835ed825234ed82
io.codearte.accurest	stub-runner-root	1.1.0-M8		b1d22393622139880b2cb56d57eb56be1ecfa244
io.codearte.accurest	stub-runner-root	1.1.1		7b572c46f393fa1a8f7e7992ec997efeec56d072
io.fabric8.archetypes	jboss-fuse-camel-rest-sql-archetype	2.2.162		1c7b9d7219c36f308c0dbe496a1276620eba8c3a
io.fabric8.archetypes	jboss-fuse-camel-rest-sql-archetype	2.2.163		61ae08003856348808f9177047c9e1376d1d9e05
io.fabric8.archetypes	jboss-fuse-camel-rest-sql-archetype	2.2.164		b4661849632a9e26171005cf545fc58f5fc4815e
io.fabric8.archetypes	jboss-fuse-camel-rest-sql-archetype	2.2.166		102b4587bb46a26dc5ee85e06ea36d49abea37b4
io.fabric8.archetypes	jboss-fuse-camel-rest-sql-archetype	2.2.167		2908bb7047e575e453ec59ecfdb178c2762ac2c0
io.fabric8.archetypes	jboss-fuse-camel-rest-sql-archetype	2.2.168		bea6d75c5a1c697f32339c7b804700aa4251c305
io.fabric8.archetypes	jboss-fuse-camel-rest-sql-archetype	2.2.169		b1bd747cd6cf406773ce79c01562d696a0b409f0
io.github.afalabarce	jetpackcompose-applovin	1.5.8		N/A
io.github.afalabarce	jetpackcompose-applovin	1.6.4		N/A
io.github.afalabarce	jetpackcompose-applovin	1.7.4		N/A
io.github.filesystem-watcher	filesystem-watcher	0.2.0		3e3f52b795fbb9bce010f348ca4fd786d5f8ddc7
io.github.filesystem-watcher	filesystem-watcher	0.3.0		a31d580568ad56ef5983cb0ac259e0cbe941808f
io.github.knowstack	kf-elasticsearch-client	1.0.0		01158b1b62c865bc06092d58b7fe548c5725db7d
io.github.knowstack	kf-elasticsearch-client	1.0.1		33c735a46395ad395f8e4db090a1ea062227634f
io.github.koalaplot	koalaplot-core-js	0.1.0		N/A
io.github.koalaplot	koalaplot-core-js	0.1.2		N/A
io.github.koalaplot	koalaplot-core-js	0.2.0		N/A
io.github.koalaplot	koalaplot-core-js	0.2.1		N/A
io.github.koalaplot	koalaplot-core-js	0.3.0		N/A
io.github.koalaplot	koalaplot-core-js	0.4.0		N/A
io.github.koalaplot	koalaplot-core-js	0.4.0-dev1		N/A
io.github.koalaplot	koalaplot-core-js	0.4.0-dev2		N/A
io.github.koalaplot	koalaplot-core-js	0.5.0		N/A
io.github.koalaplot	koalaplot-core-js	0.5.1		N/A
io.github.koalaplot	koalaplot-core-js	0.5.2		N/A
io.github.koalaplot	koalaplot-core-js	0.5.3		N/A
io.github.koalaplot	koalaplot-core-js	0.5.4		N/A
io.github.koalaplot	koalaplot-core-js	0.6.0		N/A
io.github.koalaplot	koalaplot-core-js	0.6.1		N/A
io.github.koalaplot	koalaplot-core-js	0.6.2		N/A
io.github.koalaplot	koalaplot-core-js	0.6.3		N/A
io.github.koalaplot	koalaplot-core-js	0.6.4		N/A
io.github.koalaplot	koalaplot-core-js	0.7.0		N/A
io.github.koalaplot	koalaplot-core-js	0.7.1		N/A
io.github.koalaplot	koalaplot-core-js	0.8.0		N/A
io.github.scru128	scru128	0.2.0		7799c75b3c9b973aaf97d1f06a4176a65ed79ecb
io.github.scru128	scru128	0.2.1		9fc7c0a4eb1e168f54ab2dbec2c203ea8c0909e4
io.github.scru128	scru128	0.3.0		96de230b1935220d8abf1ee8bb841ddb82e12b75
io.github.scru128	scru128	0.4.0		137d7b7641890f995a96fe8e40ce438139d2be3a
io.github.scru128	scru128	0.4.1		4119a6134bfb78c0431636dfa67c9ef54bc3182e
io.github.scru128	scru128	0.5.0		c83d98a37b7ba07a31ff341763149f4938a5b42b
io.github.scru128	scru128	0.6.0		23ce3e32d1eda91a495573ad9051f0605971ef42
io.github.scru128	scru128	0.7.0		15318713c50c383812452a74adc0c1d1248facc0
io.github.scru128	scru128	0.7.1		be58acd8af3242c9a8e283afbbcc52bf0e84869c
io.github.scru128	scru128	0.7.2		8b5e5f7f89146b3d050811e7a23e57b42171072b
io.github.scru128	scru128	1.0.0		fef5bf4958fe86fbe264591346bb71c25ee59ee4
io.github.scru128	scru128	2.0.0		3a12f7ef85402bf7450fa96a138afd5229b1711d
io.github.scru128	scru128	2.1.0		71f3d7502328f141d035eba204d47958be4e0667
io.github.scru128	scru128	2.1.1		8b0db2646f05cc31675d16d9f8404f8394f6788f
io.github.scru128	scru128	2.1.2		a9f8bdbfd2b8ba74c0eb71f22798ccefabcefedc
io.github.scru128	scru128	2.2.0		5284c80e4c4b68802d6fbb973e70424cfa18c693
io.github.scru128	scru128	2.2.1		02139a2cfd6fd55b6b8f1b284234f2050eb4a6a2
io.github.scru128	scru128	2.3.0		73a2c7eba4990bfe232bc95b044d3915e3f23ef6
io.github.scru128	scru128	2.3.1		cec4f89844cce2001297d85fdbf1929eae20b71d
io.github.scru128	scru128	2.3.2		7418a544ac49a6c372eab43df210fb904ec288dd
io.github.scru128	scru128	3.0.0-rc1		f3fe861d1a3ff32f1f1f8c15a2eca688e34e5aa9
io.github.scru128	scru128	3.0.1		904da6359964c53a3e389f2877e35004d71008d7
io.github.scru128	scru128	3.0.2		81cf46acdbdc99ab55c97bbe7ffc6e65a949f5ac
io.github.sunny-chung	grpc-netty	1.59.1-patch1		7a3d35b9f9b3b50af5b1bbd4fd86ade510422e1b
io.github.thediscprog	simex-cluster-caching_2.13	0.10.0		30a84f67d2e2d25c43c4c30326649e034cd77b9d
io.github.thediscprog	simex-cluster-caching_2.13	0.10.1		27d1e13279f775dd9db1bec5d009be4eab5496b0
io.github.thediscprog	simex-cluster-caching_2.13	0.9.2		6fe5d205b7e9e643d4dbef20b5af8a8a256f840d
io.github.thediscprog	simex-cluster-caching_2.13	0.9.3		f5ecb93c3c74c61681b48cd10a2672b5559a810c
