au.net.causal.shoelaces	shoelaces-assorted-integration-tests-container	2.0		44a0e2813586047b264e16fdb63ecfa7366d40b9
com.sourcepoint	core-iossimulatorarm64	0.0.4	metadata	8169891c30cc021490e2f791fec26e6c43d44fdb
com.sourcepoint	core-iossimulatorarm64	0.0.5		N/A
com.sourcepoint	core-iossimulatorarm64	0.0.5	metadata	9e56b8ac29c7936af744a1562bca20f34fd2d644
com.sourcepoint	core-iossimulatorarm64	0.0.6		N/A
com.sourcepoint	core-iossimulatorarm64	0.0.6	metadata	032ad165f173ff172c38f319593017caa76e8d89
com.sourcepoint	core-iossimulatorarm64	0.0.7		N/A
com.sourcepoint	core-iossimulatorarm64	0.0.7	metadata	d529a5a23a59600f9456dd50c54e562e0689b1ad
com.sourcepoint	core-iossimulatorarm64	0.0.8		N/A
com.sourcepoint	core-iossimulatorarm64	0.0.8	metadata	fb627b3d1edd508b07693e0d8b85055aef71afbb
com.sourcepoint	core-iossimulatorarm64	0.0.9		N/A
com.sourcepoint	core-iossimulatorarm64	0.0.9	metadata	d97d9d197cb28da66dea4f882a401b7e9bdf6867
com.sourcepoint	core-iossimulatorarm64	0.1.0		N/A
com.sourcepoint	core-iossimulatorarm64	0.1.0	metadata	547bccdb6d5382eb830c647efd698bf354ad34b6
com.sourcepoint	core-iossimulatorarm64	0.1.1		N/A
com.sourcepoint	core-iossimulatorarm64	0.1.1	metadata	9beea5bd41ae27bd311c98ad6fb0b404b138ad14
com.sourcepoint	core-iossimulatorarm64	0.1.2		N/A
com.sourcepoint	core-iossimulatorarm64	0.1.2	metadata	d932f049857d9e27909fba374a7cafa508962ed1
com.sourcepoint	core-iossimulatorarm64	0.1.3		N/A
com.sourcepoint	core-iossimulatorarm64	0.1.3	metadata	1541b627dc44fb68359e1b0269f15bb667fefdad
com.sourcepoint	core-iossimulatorarm64	0.1.4		N/A
com.sourcepoint	core-iossimulatorarm64	0.1.4	metadata	1230caa76d8861bd578fba232ceca5d00f97545f
com.soywiz	korinject-common	0.0.1		c67e2d8aa0a94e6676f3a3ff0965328ae0333fce
com.soywiz	korinject-common	0.3.0		079014857a2b0ca3bb905ffbb4e650362c7cb6bf
com.soywiz	korinject-common	0.3.1		0808804a0966b07f50b9ce6c7ef181ab641e2251
com.soywiz	korinject-common	0.5.0		2a69585fc0e1a20aebdd5f5807908f5aed4210e0
com.tencent.bk.devops.ci.websocket	api-websocket	1.1.10-RELEASE		ba8cad302eac85f4a0bc2b3f7240107d4473d5ef
com.tencent.bk.devops.ci.websocket	api-websocket	1.1.2-RELEASE		ee0061a71f94a60b587fb6309335ac0038a43836
com.tencent.bk.devops.ci.websocket	api-websocket	1.13.0		f06dfb13e4256be14b92aeccb9e2b22bcf23f060
com.tencent.bk.devops.ci.websocket	api-websocket	1.13.0-rc.2		e9c6b55b72ce8c161ec76bf8a3345d9564e52bb4
com.tencent.bk.devops.ci.websocket	api-websocket	1.14.0-rc.1		7d03e6fad7e39e490a659df078ae80f47b2605af
com.tencent.bk.devops.ci.websocket	api-websocket	1.2.0-rc.7-RELEASE		844052fc24e028b0456b8681cfa968e564f92fe2
com.tencent.bk.devops.ci.websocket	api-websocket	1.3.0-rc.15-RELEASE		b16115ec329f0ad546fd15e560937bbd4edc08d5
com.tencent.bk.devops.ci.websocket	api-websocket	1.3.0-rc.16-RELEASE		7d4a7e8689583b4d69225433cdb35a59668080c9
com.tencent.bk.devops.ci.websocket	api-websocket	1.3.0-rc.17-RELEASE		64f2d291b4c8418745c96bbaa9ebf8e37fca72e6
com.tencent.bk.devops.ci.websocket	api-websocket	1.3.0-rc.7-RELEASE		3dc1cf2245fc75b2024026e93d89d3f41322796e
com.tencent.bk.devops.ci.websocket	api-websocket	1.3.1-RELEASE-RELEASE		12c5c15794f3124a83d38370502a2a2891c0d1d2
com.tencent.bk.devops.ci.websocket	api-websocket	1.4.0-RELEASE		abc9d7fb9ddc3605a441b854e4eebb77e871b088
com.tencent.bk.devops.ci.websocket	api-websocket	1.5.0-RC.2-RELEASE		07d88961faa4850fe4370979d1a56f1285746a86
com.tencent.bk.devops.ci.websocket	api-websocket	1.5.0-alpha.1-RELEASE		d3e92d91d91e7f6a89c45499e89f45302da5e85f
com.tencent.bk.devops.ci.websocket	api-websocket	1.5.0-alpha.3-RELEASE		afa5edd3df371fbb82c82bc8b1b18e496279a804
com.tencent.bk.devops.ci.websocket	api-websocket	1.5.0-alpha.5-RELEASE		3ad712997237cac7e688e959012033e11b46685c
com.tencent.bk.devops.ci.websocket	api-websocket	1.5.2-RELEASE		98fa6666fe1e7bb9a92c8a25c22b34020d7f9d2a
com.tencent.bk.devops.ci.websocket	api-websocket	1.5.21-RELEASE		c7e94692300a599d4b934dc88c3f5e76d49c7a35
com.tencent.bk.devops.ci.websocket	api-websocket	1.5.31-RELEASE		f35f0541ff03938922f2ad3caab81d44d6a30326
com.tencent.bk.devops.ci.websocket	api-websocket	1.5.32-RELEASE		62c2d2873d18d16e015f564f01a8bf965952b81c
com.tencent.bk.devops.ci.websocket	api-websocket	1.5.33-RELEASE		a359ca620cf7ca98894cae04af408f0cefda8f75
com.tencent.bk.devops.ci.websocket	api-websocket	1.5.34-RELEASE		6d78aa7b9cc03cda8a4628054d682d2ceb816be5
com.tencent.bk.devops.ci.websocket	api-websocket	1.5.37-RELEASE		6393676f942599b23e0e2aa286423aeea320f832
com.tencent.bk.devops.ci.websocket	api-websocket	1.5.7-RELEASE		ca6a2dfd71e12f4d91ae0c0633d8e562c5a27d72
com.tencent.bk.devops.ci.websocket	api-websocket	1.5.8-RELEASE		64d6f97c72ba1b79198b56c235c6f768a9830c95
com.tencent.bk.devops.ci.websocket	api-websocket	1.6.0-RC.11-RELEASE		b31bd9f91045181cabb1b8b1d50c6df8fdf0aa05
com.tencent.bk.devops.ci.websocket	api-websocket	1.6.0-RC.9-RELEASE		dfa103fe5b1229e74e10ab584a00c452e5a1b80d
com.tencent.bk.devops.ci.websocket	api-websocket	1.7.23-RELEASE		27b89f61ae5c0ec323dca7e6edfdea56c74afc81
com.tencent.bk.devops.ci.websocket	api-websocket	1.7.24-RELEASE		b2f5a17600853fbac8dbee3eafcfacdeb96c2635
com.tencent.bk.devops.ci.websocket	api-websocket	1.7.26-RELEASE		816e78e0da82c916f77c0b32c6258f0a8cff8020
com.tencent.bk.devops.ci.websocket	api-websocket	1.7.31-RELEASE		aa993e1f7b74fd73064b9b59bbe7e9463443e090
com.tencent.bk.devops.ci.websocket	api-websocket	1.7.35-RELEASE		1221f4350d69c16104f7dc70317bb50c7a862f63
com.tencent.bk.devops.ci.websocket	api-websocket	1.7.36-RELEASE		0088d8170ab080d9eb1ae0470f6304bbfe9b556c
com.tencent.bk.devops.ci.websocket	api-websocket	1.7.37-RELEASE		acf9f4ae20b3f2702f744aca5de8c62e2b96145a
com.tencent.bk.devops.ci.websocket	api-websocket	1.7.40-RELEASE		f5382fec0f129920803003346a7c6cb2e635218d
com.tencent.bk.devops.ci.websocket	api-websocket	1.7.43-RELEASE		a7e68b1dad19fe94acc8f7231a96a8050c554208
com.tencent.bk.devops.ci.websocket	api-websocket	1.8.0-RC.2-RELEASE		87a7fc32679f637b18997f066687243da04e2a6c
com.tencent.bk.devops.ci.websocket	api-websocket	1.8.0-RC.3-RELEASE		b41aa58700821cd96cf118cf6a9aef0ad0887ec0
com.tencent.bk.devops.ci.websocket	api-websocket	1.8.0-RELEASE		a6538e08ff6a05ddbce14be5edeae2d22cd076aa
com.tencent.bk.devops.ci.websocket	api-websocket	1.8.0-alpha.1-RELEASE		c5d9d07fc449cbb1421f474dab6444b3e5e86f7f
com.tencent.bk.devops.ci.websocket	api-websocket	1.8.0-alpha.26-RELEASE		bb3ffd176909c58823f055489973c82032bb63f7
com.tencent.bk.devops.ci.websocket	api-websocket	1.8.1-RELEASE		059552fa6ce228a71ad70d88ebe4c9188b131f88
com.tencent.bk.devops.ci.websocket	api-websocket	1.9.1-RELEASE		ee83f969c8d69ceac08b5bb3e433f11a27fb2493
com.tencent.bk.devops.ci.websocket	api-websocket	1.9.16-RC.1-RELEASE		b06adbbb870216bf36ec2c91082596a78814317b
com.tencent.bk.devops.ci.websocket	api-websocket	1.9.2-RELEASE		49d22fa4edacb2584a1271dee347fe8ad91cb9e6
com.tencent.bk.devops.ci.websocket	api-websocket	1.9.7-RC.1-RELEASE		6d2a826db8262e3b7f4fbebc0655e82aa9e5f166
com.tencent.bk.devops.ci.websocket	api-websocket	2.0.0-beta.31		b6af4ac21fb29130145672f79972bc0d5b411002
com.tencent.bk.devops.ci.websocket	api-websocket	2.0.0-beta.32		c4d3b0f8ab17c50500fbccdaebc867e2585281c5
com.tencent.bk.devops.ci.websocket	api-websocket	2.1.0		c6208abcfacaec5884a6817b30bfb52233faa4f3
com.tencent.bk.devops.ci.websocket	api-websocket	2.1.0-rc.2		95418a5a5ad79a1770a089ae0a20718ae3f4981b
com.tencent.bk.devops.ci.websocket	api-websocket	2.1.3		e7d482a5af730b04b5bb6958da59e06dd1588ca0
com.tencent.bk.devops.ci.websocket	api-websocket	3.0.0		cfba7cb8a547c7e343e2d362146ea8cea0bbac70
com.tencent.bk.devops.ci.websocket	api-websocket	3.0.0-rc.1		a077626a33540d667289d0ee7d26f1ae002dd02d
com.tencent.bk.devops.ci.websocket	api-websocket	3.0.12		a8497fbbadf653a02bfe7c1e882dcc15713b706b
com.tencent.bk.devops.ci.websocket	api-websocket	3.0.13		940fa4ecc6f2f8b2ab391b1fb01075c89f659383
com.tencent.bk.devops.ci.websocket	api-websocket	3.1.0		f63c218e5b324ca5a0c4593586b20d98c72fe878
com.tencent.bk.devops.ci.websocket	api-websocket	3.1.0-rc.3		0245323e806be4cdc5a8b9b8cb4df470f3b13c23
com.tencent.bk.devops.ci.websocket	api-websocket	3.1.0-rc.4		4150166d73f785de1ef1b71e7193bbbd2302629c
com.tencent.bk.devops.ci.websocket	api-websocket	3.1.0-rc.5		9d77064019e47f33f0dc7a5c381e1a4b3269365b
com.tencent.bk.devops.ci.websocket	api-websocket	3.1.0-rc.6		c0f73912bb857e65b95a213916c11cdb5c12e06e
com.tencent.bk.devops.ci.websocket	api-websocket	3.2.0		1ef92de54c63bd22303895db325564d96511a9f3
com.tencent.bk.devops.ci.websocket	api-websocket	3.2.0-rc.1		9f5dc6be9414c85434c01009ff55b6485891c7ef
com.tencent.bk.devops.ci.websocket	api-websocket	3.2.0-rc.2		5a7c79e874663a78119d6ba21660973d788cbced
com.tencent.bk.devops.ci.websocket	api-websocket	3.2.0-rc.4		b5fa613f7e04c6302e455b13cec45c7c386bc770
com.torodb.mongowp.bson	bson-netty	0.50.1		9832f266261e549c00c7bc040db4b37854268258
com.torodb.mongowp.bson	bson-netty	0.50.2		f9e7a40df4921422d51fddc88355299c2ded8182
com.walterjwhite.java.infrastructure.inject.modules.web.providers	guice	0.0.17		f7cd3f83be571e09fc6ad13b5c5e78a7de88cf21
com.xiachufang	shc-core	1.1.0-2.0-s_2.11		e987450015ddba4dd9d23cb0a638ed8a96e24902
de.alpharogroup	wicket.bootstrap3	6.15.0		57c224072f2f5900b079b8e9aed324eb6658f213
de.alpharogroup	wicket.bootstrap3	6.18.0		75eaae49e6d8944c73d28292a1808a5e0af4d8dc
de.alpharogroup	wicket.bootstrap3	6.20.0		17871d1bc2200967f6f4b55cb44edcd0a3c3c092
de.alpharogroup	wicket.bootstrap3	6.20.1		909e8c49929e071109dc066f199141c472f05941
de.alpharogroup	wicket.bootstrap3	6.21.0		7a4853eb292f3d9b9d13961a668b511e5a44fd1a
de.alpharogroup	wicket.bootstrap3	7.1.0		1576e4414295f95a75045b5bb8b601e9b082a1ab
de.alpharogroup	wicket.bootstrap3	7.3.0		aaaaf67e8fabbc0dafccb8a3c6eae8b1cbfc21b4
de.pirckheimer-gymnasium	jbox2d-testbed-javafx	2.3.1		615999f1afe1561479d1496589cab8c80cb6f5de
de.pirckheimer-gymnasium	jbox2d-testbed-javafx	3.0.0		c8c1ead6abf8ed0989d587f65d1d16d65fefde74
de.pirckheimer-gymnasium	jbox2d-testbed-javafx	3.1.0		a0a6999840f615858acf77d39cb7daac2250f7cc
de.pirckheimer-gymnasium	jbox2d-testbed-javafx	3.1.0	jar-with-dependencies	f8c94e486b6d4fa6f5cfcce2e61b11b1587467ef
edu.jhuapl.ses.jsqrl	jsqrl	1.0.0		2b48f83170fe530a6c19a10977ea09b69af512a5
io.extremum	extremum-shared-models	2.1.19		f4e1918fdb70442e539a00d3fa706a2440cd197e
io.extremum	extremum-shared-models	3.0.0		25496ea32f1b218e3b820c60fc4aa15fb3095d1a
io.extremum	extremum-shared-models	3.2.0-rc.1		d9c32beda4a35b5fdf947b8409a7277e8fccd3aa
io.fluidsonic.graphql	fluid-graphql-language-iosarm32	0.10.0		N/A
io.fluidsonic.graphql	fluid-graphql-language-iosarm32	0.10.0	metadata	6b4401b8ca55047aaca28c97ebde46880a094957
io.fluidsonic.graphql	fluid-graphql-language-iosarm32	0.10.1		N/A
io.fluidsonic.graphql	fluid-graphql-language-iosarm32	0.10.1	metadata	9906efa92070825ef5f783d414498746b4b3a63f
io.fluidsonic.graphql	fluid-graphql-language-iosarm32	0.11.0		N/A
io.fluidsonic.graphql	fluid-graphql-language-iosarm32	0.11.0	metadata	12b736cec3e6875fdd41f347ecfedf3ffb07e712
io.fluidsonic.graphql	fluid-graphql-language-iosarm32	0.11.1		N/A
io.fluidsonic.graphql	fluid-graphql-language-iosarm32	0.11.1	metadata	6de5387ab0b51582dae2f9196f93c59e0e18fa2a
io.fluidsonic.graphql	fluid-graphql-language-iosarm32	0.12.0		N/A
io.fluidsonic.graphql	fluid-graphql-language-iosarm32	0.12.0	metadata	9462d7727aed478747a3d6ce48e68a6f64fd72b3
io.fluidsonic.graphql	fluid-graphql-language-iosarm32	0.13.0		N/A
io.fluidsonic.graphql	fluid-graphql-language-iosarm32	0.13.0	metadata	e7e5cb8c419c3db4302e84f72f9fbd5dc0e08675
io.fluidsonic.graphql	fluid-graphql-language-iosarm32	0.14.0		N/A
io.fluidsonic.graphql	fluid-graphql-language-iosarm32	0.14.0	metadata	5bba2f94ae1172f2fe593915005d87a58a134060
io.fluidsonic.graphql	fluid-graphql-language-iosarm32	0.15.0		N/A
io.fluidsonic.graphql	fluid-graphql-language-iosarm32	0.15.0	metadata	b9000c311f221d7ba151bda08eb300414b80dc05
io.fluidsonic.graphql	fluid-graphql-language-iosarm32	0.9.7		N/A
io.fluidsonic.graphql	fluid-graphql-language-iosarm32	0.9.7	metadata	b8614a1e7be8f142750fa19a377de755bc5cb77b
io.fluidsonic.graphql	fluid-graphql-language-iosarm32	0.9.8		N/A
io.fluidsonic.graphql	fluid-graphql-language-iosarm32	0.9.8	metadata	8a05b39d4e9228262972d4d2c999d713cfd948a8
io.gitee.z-trip	openapi-sdk	0.0.1		285deea9eb460a1f6013eb0571df53f10e89e04f
io.gitee.z-trip	openapi-sdk	0.0.2		94fcc21c18aab01c9d0a03d3aba75fd78bcd0a20
io.gitee.z-trip	openapi-sdk	0.0.3		f31b3e1ab2294ca1164a8d0068d76a1f24372502
io.github.alexzhirkevich	compottie-dot-desktop	2.0.0-beta01		6fe584832c5515817928bb8681d601c4dfa752b2
io.github.alexzhirkevich	compottie-dot-desktop	2.0.0-beta02		d68912f858b4636d865aa57ac9acfd170fa816db
io.github.alexzhirkevich	compottie-dot-desktop	2.0.0-rc01		cf8e790482404397b9817a16e40a3fe98763f6f5
io.github.alexzhirkevich	compottie-dot-desktop	2.0.0-rc02		311e5f65a9369f63f23ff243e977a8c94ec621b0
io.github.alexzhirkevich	compottie-dot-desktop	2.0.0-rc03		84eedb88aa28495cd5d4ec4689a3770fb9f9ad2d
io.github.alexzhirkevich	compottie-dot-desktop	2.0.0-rc04		84eedb88aa28495cd5d4ec4689a3770fb9f9ad2d
io.github.easyretrofit	spring-boot-starter-parent	1.0.0		N/A
io.github.easyretrofit	spring-boot-starter-parent	1.1.0		N/A
io.github.easyretrofit	spring-boot-starter-parent	1.1.1		N/A
io.github.easyretrofit	spring-boot-starter-parent	1.1.2		N/A
io.github.easyretrofit	spring-boot-starter-parent	1.1.3		N/A
io.github.easyretrofit	spring-boot-starter-parent	1.1.4		N/A
io.github.easyretrofit	spring-boot-starter-parent	1.1.5		N/A
io.github.pandulapeter.kubriko	engine-iosarm64	0.0.1		N/A
io.github.pandulapeter.kubriko	engine-iosarm64	0.0.1	metadata	d4515184ea9598b4ba655930a77ee744822981d8
io.github.pandulapeter.kubriko	engine-iosarm64	0.0.2		N/A
io.github.pandulapeter.kubriko	engine-iosarm64	0.0.2	metadata	7675dbed2da1191c1136a2d7e2000aa9cc447e89
io.github.pandulapeter.kubriko	engine-iosarm64	unspecified		N/A
io.github.pandulapeter.kubriko	engine-iosarm64	unspecified	metadata	32f5d06629be1b91db644b70aec6a5de665fea46
io.github.pandulapeter.kubriko	tool-scene-editor-desktop	0.0.1		694eaae58a6abcfa684237cc8837a9740e30d006
io.github.pandulapeter.kubriko	tool-scene-editor-desktop	0.0.2		4eae0f77afbde3fbd2a4e28d93eed4f6a74e5b35
io.github.pandulapeter.kubriko	tool-scene-editor-desktop	unspecified		694eaae58a6abcfa684237cc8837a9740e30d006
io.github.thearchitect123	appInsights-jvm	0.7.7		0fb695a764ca3635b7bbf894694e6cbc3c7b19c5
io.github.thearchitect123	appInsights-jvm	0.8.0		0fb695a764ca3635b7bbf894694e6cbc3c7b19c5
io.komune.cccev	cccev-concept-domain-js	0.15.0		N/A
io.komune.cccev	cccev-concept-domain-js	0.16.3		N/A
io.komune.cccev	cccev-concept-domain-js	0.16.4		N/A
io.komune.cccev	cccev-concept-domain-js	0.16.5		N/A
io.komune.cccev	cccev-concept-domain-js	0.17.0		N/A
io.komune.cccev	cccev-concept-domain-js	0.18.0		N/A
io.komune.cccev	cccev-concept-domain-js	0.19.0		N/A
io.komune.cccev	cccev-concept-domain-js	0.20.0		N/A
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.0.0		6a1b704a818895f5a3d7e88a89762ddaa4228916
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.0.0	metadata	fba5b53da075120294fd1846b21c9dea8cc86927
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.0.0-beta-1		eb1ff3d5a4bed401ac6ef9aa4b79de8c5bfc609b
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.0.0-beta-1	metadata	21a87c40998926482803823344e07c8f172b7db0
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.0.0-rc-1		7c33c0024d01a2a22bad44a414682c732122fa13
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.0.0-rc-1	metadata	a8e9cd6673a348661e69f37bd4066a7934c0d788
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.0.1		e78ccfb264ebec1dc9c25f1ca8c1e1e3eaa438eb
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.0.1	metadata	9249d8873e1642c9ceb94be0fe25fc8aee978027
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.0.2		3e35c9dfa6ab1d84455074cc442b981bf417277a
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.0.2	metadata	f20544abb4ddf9a4b5bf9ef566b3c521324b10f1
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.0.3		2cf5070036eb4503e28403575653afbd6debca40
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.0.3	metadata	7ebe62c7a0556f1d2c34286e0ff00c2669cf3b0e
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.1.0		26c49685163fc87f688c0f2bdf2d80776f6c06b7
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.1.0	metadata	19f155005cc665eec33f0ac0b23fd458a59d8367
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.1.1		cc30791a046d5b748b53b3b2e9edc5dce084ae0b
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.1.1	metadata	dc5d60665e8fae9731a388add0d0040c7c118cbd
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.1.2		4447cc72bdf08e21edd0c14967237dbc141ce3b1
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.1.2	metadata	e99fde2a4753ecfd0377d37af2d0f82d76e1dceb
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.1.3		d2339b14399ce67b33bb806895f6d6bdd6296147
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.1.3	metadata	83d3d47bffebafb8f248a6e2c3fa73c4a9ba8ce8
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.2.0		97a4cadf01b869ac54a835d7fca69c93d6f01871
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.2.0	metadata	6024c94e34b23a0510ce7bfadda97c709fad2988
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.2.1		0498010af7c9ac9751e0c7b31c6ad256ce38be27
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.2.1	metadata	98b248c2811d99c15a6d9601b9a417394587d5b1
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.2.2		9b04dbb0e71eb12cbe1f4837254005a884199dc2
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.2.2	metadata	2c17c0b60f3a783db413024ac757d97c9cab3055
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.2.3		5a45960bd557fafb5aeeac0195947a717796b4d8
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.2.3	metadata	72346e583ec1f291c8508df735d21b0e6d5c280a
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.2.4		13f4ec1de76bc49ec397e4edfcc7c35ea1e7ab58
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.2.4	metadata	264571ab313ded42014cad3b9701f771f2cb4f48
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.3.0		613b4ab177ceaebcbb0a61603407240191dd52b7
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.3.0	metadata	865124f0e185f992bc4ae911e2b0c6e5cca2dbb1
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.3.1		35d0cf50d7ba9c0d70d41c362c962bfc1f0711e3
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.3.1	metadata	388adf3db1e4914421136bfbdb3fc5ab8957f6a5
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.3.10		85975b28fceefb82c9d77320f8f00a09f9b4e8ff
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.3.10	metadata	ea38c86c64d1e556647602454cafa13cac823737
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.3.11		d6e02f9a769d5cbfb520546914dc4d6935b25b5e
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.3.11	metadata	50ec613cfda7e21f3786d644198a3c2a09605d81
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.3.12		dfcecd03b08e74e7f19dc44f830c7f9a73cd90f8
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.3.12	metadata	c001057f8c0043bbb090d87a4b6937c071934b73
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.3.13		e94f4aec9613482b50b5e4c1a0f627837c5775f4
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.3.13	metadata	40d75544544458ddee37a1d60651ab6a01ed9bc6
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.3.2		c2e26e49a05b8aaa05d19d00fadcba94a8446f4f
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.3.2	metadata	42ee7ad6e941b4a4ebb9048f46357d80c68ebead
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.3.3		c1699da3589b0266a8938c43e4dc275ef78ace26
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.3.3	metadata	d6ad72c1f3c3b3cd49b8de5ef8ab9f5852e880f6
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.3.4		8d0f25dccef8b0c768a490392c3622e24ed8f455
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.3.4	metadata	c199aacb8d07509c80d0eaf3e8c7d04df8b632f2
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.3.5		e18d05ad1ee2dffb74a9ba89f567c453e4d10086
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.3.5	metadata	eb77ad735ee6fd1c9881822c0e91462c2f0c9086
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.3.6		0129c41bdbfb35616ac22aeca222f2f8c2c4599b
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.3.6	metadata	86f0a7bd62d57c2f9315b4d1b76bca474f577411
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.3.7		8034d53e4a76142eee57f217dcd5ded4788aa8d6
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.3.7	metadata	8be3b4c2a633f36b47deabf94f6fac13b1082e22
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.3.8		94e60f0526af30746a2dd6355d4bae27284c7bcc
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.3.8	metadata	fd5c07f94bd8bec47229bf4e8ecbed00e16d7f8a
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.3.9		2c28106b94d061ed01ccf485685497583066ae1c
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	2.3.9	metadata	46cfaaaefcc29cd03fa200d9d27a79293e02341b
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	3.0.0		45c2e06ff9c08629a891c2db115238708957f6c4
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	3.0.0	metadata	e43ec391dd40746e7e72d55d9391cd11dc27820e
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	3.0.0-beta-1		a1984584d502a9611d068ad9cd461e4b5107bcd0
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	3.0.0-beta-1	metadata	6e2efd4b826731b9ff2340eee43a02df93541e92
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	3.0.0-beta-2		7351373697134104d796ee4da2b2d0fd926ccbf6
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	3.0.0-beta-2	metadata	187e5eb3a6ccba4e1f57bd8a40e795ae4d61c02e
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	3.0.0-rc-1		91e46abf8769acaee58ad14ee1bb60b9769f7ed4
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	3.0.0-rc-1	metadata	fa833393629895633e2bc96e6ac86e6ce8aa9de9
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	3.0.0-rc-2		7571758e31f838d42e6a90ffdc3847aba90368e9
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	3.0.0-rc-2	metadata	4a0be45eb2296713a99eefddca477b05ea2eb1e9
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	3.0.1		ee212f8b739aef1480693849c2f87bb537046590
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	3.0.1	metadata	2ce57a0347affc58b1b350581c10e9a53d025035
io.ktor	ktor-serialization-kotlinx-json-tvossimulatorarm64	3.0.2		dbe385785b577d2c1721f2c574b646e3da3caf09
