ba.sake	kalem-core_2.12	0.0.1		9cc2848bfa1f804a422726c70ab5fef31abe446e
com.paypal.android.sdk	data-collector	3.17.2		N/A
com.paypal.android.sdk	data-collector	3.17.3		N/A
com.paypal.android.sdk	data-collector	3.17.4		N/A
com.paypal.android.sdk	data-collector	3.18.0		N/A
com.paypal.android.sdk	data-collector	3.18.1		N/A
com.paypal.android.sdk	data-collector	3.19.0		N/A
com.paypal.android.sdk	data-collector	3.2.0		N/A
com.paypal.android.sdk	data-collector	3.20.0		N/A
com.paypal.android.sdk	data-collector	3.20.1		N/A
com.paypal.android.sdk	data-collector	3.21.0		N/A
com.paypal.android.sdk	data-collector	3.21.1		N/A
com.paypal.android.sdk	data-collector	3.3.0		N/A
com.paypal.android.sdk	data-collector	3.4.0		N/A
com.paypal.android.sdk	data-collector	3.4.1		N/A
com.paypal.android.sdk	data-collector	3.4.2		N/A
com.paypal.android.sdk	data-collector	3.5.0		N/A
com.paypal.android.sdk	data-collector	3.6.0		N/A
com.paypal.android.sdk	data-collector	3.7.0		N/A
com.paypal.android.sdk	data-collector	3.7.1		N/A
com.paypal.android.sdk	data-collector	3.7.2		N/A
com.paypal.android.sdk	data-collector	3.8.0		N/A
com.paypal.android.sdk	data-collector	3.9.0		N/A
com.prezi.spaghetti	gradle-spaghetti-typescript-plugin	1.4.3		43f0373c3817b35a903300cedca4e2c5349a2f4b
com.prezi.spaghetti	gradle-spaghetti-typescript-plugin	1.4.4		6384215fa4060527fe2fc9513d403f69642b3ed7
com.prezi.spaghetti	gradle-spaghetti-typescript-plugin	1.4.5		380a8f017e201ce137e3bde5d9922a0af4ebb338
com.prezi.spaghetti	gradle-spaghetti-typescript-plugin	1.4.6		257975a66e27950ad82ccea22d45180335493a44
com.prezi.spaghetti	gradle-spaghetti-typescript-plugin	1.4.7		91c192b3939da81263a52bfcb5b373bfa3bd1689
com.prezi.spaghetti	gradle-spaghetti-typescript-plugin	1.4.8		1fa70624a1711363ea09d7db51a483828d5ff408
com.prezi.spaghetti	gradle-spaghetti-typescript-plugin	1.4.9		0c4c16c285ef1764acfd418a9c4b6dbe88da6d4a
com.prezi.spaghetti	gradle-spaghetti-typescript-plugin	2.0		d642487a61d9bb950d58b0a060f974f76e636afc
com.prezi.spaghetti	gradle-spaghetti-typescript-plugin	2.0-rc4		cacc63f39bcfc10edf0e8bd018830e51f659afc8
com.prezi.spaghetti	gradle-spaghetti-typescript-plugin	2.0-rc7		b00a5a4d9cf76f7e7be67ebd6989db3dba6569b0
com.prezi.spaghetti	gradle-spaghetti-typescript-plugin	2.0-rc8		5b5909d47797dc191a61e617a6fda736eeb44071
com.prezi.spaghetti	gradle-spaghetti-typescript-plugin	2.1		56126ea1dbe54bf3dea6e87c70d2a797535216ed
com.prezi.spaghetti	gradle-spaghetti-typescript-plugin	2.1-alpha-1		084ee730fb81b815260a60c2b3c415f3942aef3a
com.prezi.spaghetti	gradle-spaghetti-typescript-plugin	2.1-alpha-2		80dd7c5992d4a86836edfc56f125d466445e781b
com.prezi.spaghetti	gradle-spaghetti-typescript-plugin	2.1-rc-1		dea5b1226da4dbeb321e3901a35d04a67a2c41d2
com.ratutech.ratudb.janusgraph	cassandra-hadoop-util	1.0.0		3a8b96d6258a465575e4e7815d3ad19f2867366c
com.ratutech.ratudb.janusgraph	cassandra-hadoop-util	1.0.1		562c7b3fac5892084b7712ea1c5c06d677f1be8a
com.ratutech.ratudb.janusgraph	cassandra-hadoop-util	1.0.2		67e45a6b1ac8bcce8b6a14434b4321b63fdd4d01
com.ratutech.ratudb.janusgraph	cassandra-hadoop-util	1.0.3		dd24fd5d232255aed0132e92c4e882eb960ff94f
com.ratutech.ratudb.janusgraph	cassandra-hadoop-util	1.0.4		0e0cac954f66c5d4999d9635b968550fe72f580b
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.0.0		83edd90490c88f149e29eb593640566336145e91
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.0.0-RC10		2ebc9b97cb3d8915411c26afb207723a20d98541
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.0.0-RC11		53fc7becfae424b264201c32058589bb39aee717
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.0.0-RC13		eee1e57095f868ca2fa9a498a9dda322b13c7026
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.0.0-RC14		09b72bd9259f90a7cbe85f68f8754eea1ca495ed
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.0.0-RC15		b85335f5d14ac139653ab574a0b245871f4a37ea
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.0.0-RC4		a5b86298b05b2e31460770b7a7413d0706ade0e4
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.0.0-RC5		89b260bd1c7117a020adb478da487c813160ddff
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.0.0-RC6		13983728871697ed12297a67da123481f646a9dc
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.0.0-RC7		e8e9b646165f311f5beb9afdddcaaf9fac66e1f6
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.0.0-RC8		89f8aab92d5b97ac8d7707445c5544578bb4167a
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.0.0-RC9		57591c969518fde583f303472052573a41c0724b
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.1.0		08d3e4606870c982c60139fbd158ef6943655000
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.1.1		b27abdb3dd50c65ba7b3e9a8430dc937119265b3
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.1.2		f71490696701345da3999f412f70eeda7538b6eb
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.1.3		15f14f62021d24156bf0e53bfbea89eaab5efd00
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.1.5		6d7d67bdd79e23e3d1b723b1f579a3315d003b8a
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.1.6		8b954004e1301f1358302c3a592bec184fc1fbd6
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.1.7		fe4bf0060bcbb739b085a640a4573a4f5bdfca36
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.1.9		0b663d9f8244fa1e6a6381642f07a1c32b79a2ef
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.10.0		5abc4a1c06beb5cd7e3b57c1ab3e860b61fc52af
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.10.1		42c242e5b05b23e149612a74fbccc22131ebada8
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.10.2		47a17df4e2f4a52c49cd456da579dfc9aeb23539
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.10.3		bcd3afaf4144cf41efadea117688ccf86836b95e
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.11.0		a9d465cd8995df7fd486399c62530c2d5f762e3f
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.2.0		f83273784e8f4d60428999a7310d96dc19df00e5
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.2.3		efccfbc40b8e85b97fee6df874084b94a1b3a99f
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.3.0		db5a1b559a2078cf7a9e8b5cdeeb576265ba1314
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.3.0-RC1		577906fed473deb609cb8766ac27dffe0a6248e7
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.3.0-RC2		561bfb2d5404b09b1aeb61ec21ccea3a0b6f8d76
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.3.0-RC3		a7e8dbe2e78224a32d29c96548f03683cb65f268
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.3.0-RC4		5f61ab807da0c4b966d9e7004cfa85a9c92fb7b1
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.3.0-RC5		cc9f91af47c4f500961f04981df21067e3515cd3
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.3.1		485603810a0ae2ce50d1681285af5b3cabfc3d75
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.3.11		5d63e185b7fc9621baa3207305233d277af664cc
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.3.12		85d4a3b848b882e504525e648b532de8cd23a0d5
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.3.13		b986656418620acb7cf5783683fb5ccda6f01821
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.3.14		769f977f14babad4dd3640c990be8d5aa8fec828
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.3.15		5ba3619dbc2758486654cf3843609ca4e0df5b05
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.3.16		0cd8f136a2c90264577db676a9b24201860ada0c
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.3.17		2ea1d7dd03df21e23c9c9ae06bf095915bbbafa5
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.3.18		63141697458c36d35f146626f0b8b12d63eabeda
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.3.2		a73d250dde1f1581b8d9a41e8ce0d07d02fb2b83
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.3.3		88ec79d494cda4add0dbc698d0e6a8dcaeb0e500
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.3.4		da9856f0dbbd55f2ac00f1c6628d5b878a08124b
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.3.5		bcb6f5432fc9d26a2d2a32638a4b732981a8b95d
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.3.6		9553b06929b324f24d028ebbdf342c64d6db9c30
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.3.7		5572ef0df32f8c98bd333f6835033788c9429af9
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.3.9		bd086eaf1fc17570c77100bc21bbea9e75df3f54
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.4.0		2b8ff0865ddf5f2adfdec686c6c53413933c0f90
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.4.1		5b72cc42d72a8a2d478d92d342ab0480219b3db6
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.4.2		2d1e902c44bc4435cd9b817dc971a73be7a51567
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.5.0		a04593081fd7854a1d6c00ced352228cc4d06504
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.5.1		824ecd256718630011e6ceeed9be4da6bfa1b8d0
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.5.2		294d2335c53fb17b6b0146c3dafdb2d838b67601
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.6.0		3ad2d1adeda2cc0f12357a10d602d4599071b1a9
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.6.1		0fd1c8b827240f57a423b985d0ddddbad623109c
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.6.2		15ee6bb5c07db0da3d25e6c98e734a593c425776
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.7.0		2fe87adcbac49254aaa288f89112eaf417a0ac7a
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.7.1		0f43ac4e1267af5be743d58cf9fe8461d7f4342d
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.7.2		a6e9774e7ec04953a58ce3c2da9821a52b502e73
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.7.4		11bdb6ae3cf135994204bbc985603bd4d3ee1e1a
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.7.5		306ef28fd21f05c0e653b8cc5917149a8ec4a520
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.7.6		aaf864b3ffd838ccc52b173ffad4f37ba0124c5c
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.8.0		bccb8d6d847506be34c528cbb573d37b0f474ebb
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.8.1		57009abd64528e2cca8cf6cce0696b7096759dfc
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.8.10		213a6a8210180ad5d521234000ab05fdde5d18d3
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.8.11		03ca4d9f41af75b2a8d0f506d507c9684dfaf4ce
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.8.12		5807fa209f65b9fec59bffaae565785d7c272cc8
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.8.13		3bc4ae3bca77904251da1c1eb2806200ee96c8c2
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.8.14		a8961330309edc017f6951afc81f9b4ab2746242
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.8.15		9d5c10d887c27f7f915010d4cdfe8dba01522ec0
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.8.16		69ff906eb123cb39b0d6f0d46634025640b51484
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.8.2		bc546367ee44ab9ac67782dabcae0a73fdcaf193
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.8.3		780e60f07570627980d404aeff97f4a33f0204f9
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.8.5		d5852ba0e5ef57e0370eba373a335e9943380444
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.8.6		d3598c6154c25397fcb8bf0f95c09cd469fb3c33
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.8.7		488a1f86f9a63832dd597c341108ba0a5d9962e1
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.8.8		e5866291e499337683abf191df91a1a238f6e8a3
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.8.9		fd6a82674b446484dc7e832b7b9dbf2e7fd8acb8
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.9.0		c1efa8323be7aa5aa0a0b89bb363a76424255163
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.9.1		d7415514f737bc5c380a9e0f004b71ef1bd258c2
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.9.2		2554bde6afb723a2b76c02ede8e278163c7c2413
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.9.3		254410d6930726b80d247f6d4b0d52bc5caf57bf
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.9.4		4efe5c9811c17fa8a49fbea6ed63bdca3b5bba4d
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.9.5		02aaae8bc13345add0277cc88398f7944d76108b
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.9.6		f67da3a167dcbf00ec690aa571f6bca6dc8236fc
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.9.7		7217a665ed2a4635b58c053152a65c7b640729a4
com.softwaremill.sttp.client3	akka-http-backend_2.12	3.9.8		63177732d9508ed3fb1f70c52f4b35df0bb473f6
com.tourapp.thin	com.tourapp.thin.tour.acctrec	0.8.0		1fb318ac0fd8060f48246d97bbc4aeac357e350c
com.tourapp.thin	com.tourapp.thin.tour.acctrec	0.8.1		15c5262082f7f3d8bd221b88bf653c363d90ff7f
com.uzabase	playtest-browser	0.1.0		6b8446c298f9b962162089df1c0bad8078b48e3a
com.uzabase	playtest-browser	0.1.1		40823535311931b158a023943311cc27d2d7ed63
com.uzabase	playtest-browser	0.2.0		33a4c03320bdb566a15857e0b454ff0ff93666a7
com.walterjwhite.java.modules.download.providers.commons-io	providers	0.0.17		N/A
com.wuyushuo	spring-payment-boxes-boot-starter	2.0.1		fe00c68dec240e0d154562346c4de31d5168084e
com.wuyushuo	spring-payment-boxes-boot-starter	2.0.2		503b86aa2e3bbad85af94b77adbeb1a8c957aeed
com.wuyushuo	spring-payment-boxes-boot-starter	2.0.3		c5a2df6690eba17a376887e5863b0582e7e3fa49
com.wuyushuo	spring-payment-boxes-boot-starter	2.0.4		d83c655f47c532cf1c090a147335a17d6382cdfd
com.wuyushuo	spring-payment-boxes-boot-starter	2.0.5		608f765448a6dc57747ca1c66bed4de67f6c7f49
com.wuyushuo	spring-payment-boxes-boot-starter	2.0.6		f3b60d3a048f9f1653b5138fff92cc3628a5fd9c
com.wuyushuo	spring-payment-boxes-boot-starter	2.0.7		b1d1976ceeebf86f654a2319cf619aa1a85b653c
com.wuyushuo	spring-payment-boxes-boot-starter	2.0.8		d33d5282c8922c80b21b1d56b0d73ac440086ac4
de.borisskert	java-observable-properties	0.1.0-17		ed7f87d2ff760cfeb2c24f3f15b516ae27f8acbd
de.lhns	scala-commandline_sjs1_2.13	0.4.0		ca273bd26b9621804ff3b41da9e6232d72ecdaf5
dev.mattramotar.storex.pager	compose-android	0.0.3		N/A
dev.mattramotar.storex.pager	compose-android	0.0.4		N/A
dev.mattramotar.storex.pager	compose-android	0.0.5		N/A
dev.zio	zio_sjs0.6_2.13	1.0.0-RC10-1		2e7c0ed886845ff52e06f6ae912edb910bc3ae5f
dev.zio	zio_sjs0.6_2.13	1.0.0-RC11		2c16642be0ec182412978977921087a1d8e85a84
dev.zio	zio_sjs0.6_2.13	1.0.0-RC11-1		ebb83e44d5c169176e301878124c273d3ac420b2
dev.zio	zio_sjs0.6_2.13	1.0.0-RC12		3f2f98be52e4926326510e0608c8e23375a304b6
dev.zio	zio_sjs0.6_2.13	1.0.0-RC12-1		aaf19f2e7a64364b7ad013515c49606358adf88a
dev.zio	zio_sjs0.6_2.13	1.0.0-RC13		5035daa5e242cf4edeb98a679391597471e24944
dev.zio	zio_sjs0.6_2.13	1.0.0-RC14		ffdf150da41d466bb8de8733f081b8f9182e2a60
dev.zio	zio_sjs0.6_2.13	1.0.0-RC15		7ab4df07b823171c3fd6c8a9fdcc725a814e418c
dev.zio	zio_sjs0.6_2.13	1.0.0-RC16		948098d88f4dd64ffb33879b43d15ea22642e83e
dev.zio	zio_sjs0.6_2.13	1.0.0-RC17		eec4d89431df08e245ecc92930a3baf78fb06bfe
dev.zio	zio_sjs0.6_2.13	1.0.0-RC18		215936994bf100c4f94285cb984f5c7fcf0250e5
dev.zio	zio_sjs0.6_2.13	1.0.0-RC18-1		16e4203309657d2e2917a4132c872fd7d2f2b1b9
dev.zio	zio_sjs0.6_2.13	1.0.0-RC18-2		d7f2e87a8206455159484fe21e918d79823d3526
group.rxcloud	vrml-cloudruntimes-metric	1.0.1		37bb6b94dab0f068463402f1b1e22b24c424619b
group.rxcloud	vrml-cloudruntimes-metric	1.0.2		4fa0d8009cd60cee866675b1b081c5158643ffb5
group.rxcloud	vrml-cloudruntimes-metric	1.0.3		31eac5fa6c81b821f3c5610cd7c6ec6f0bffe75b
group.rxcloud	vrml-cloudruntimes-metric	1.0.4		58f6679106e833ca10729e967ed562839ab44ff5
group.rxcloud	vrml-cloudruntimes-metric	1.1.4		22716ba1ecdf7338479104dcbe9f16ab93d34cb9
io.github.aresxue.boot	ares-boot-starter-test	1.0.0		a59d26e70d4fe2df8e8be665c52d921a7de2f86c
io.github.aresxue.boot	ares-boot-starter-test	1.0.2		bad486c4e13b215061c6798c9e83a8fb45a0e5e8
io.github.burukeyou	uniapi-test	0.0.1		N/A
io.github.burukeyou	uniapi-test	0.0.2		N/A
io.github.burukeyou	uniapi-test	0.0.6		N/A
io.github.burukeyou	uniapi-test	0.0.7		N/A
io.github.burukeyou	uniapi-test	0.0.8		N/A
io.github.chethann	network-monitor-android	0.0.1-alpha1		N/A
io.github.chethann	network-monitor-android	0.0.1-alpha2		N/A
io.github.chethann	network-monitor-android	0.0.1-alpha3		N/A
io.github.chethann	network-monitor-android	0.0.1-alpha4		N/A
io.github.josecarlosbran	LogsJBSupport	0.1		3fa688f859ceae36cfd059894842f0665ee762e4
io.github.josecarlosbran	LogsJBSupport	0.2		ccf1b34cbe6a4f3667c4e822799be13a45310dcf
io.github.josecarlosbran	LogsJBSupport	0.3		fc5e50368389c6c66ca75782f41474e6b9e06291
io.github.josecarlosbran	LogsJBSupport	0.4		4071086cf426696aea522c636ce83c73b61c09bc
io.github.josecarlosbran	LogsJBSupport	0.5		de954f6de9415061ed0b09df2944aac54094a41c
io.github.josecarlosbran	LogsJBSupport	0.5.1		05da079b4ec95ad44502ec1e42002eab6862b399
io.github.josecarlosbran	LogsJBSupport	0.5.2		ba5b384946255ee0662ae93f8ae9c72a4160f6b2
io.github.josecarlosbran	LogsJBSupport	0.5.3		e34445069b193df0f0f90fa62c1f8792b6ad08b4
io.github.josecarlosbran	LogsJBSupport	0.5.4		8fe118d77357ebdc04805f3a58a727e74c26a3eb
io.github.josecarlosbran	LogsJBSupport	0.5.5		cb7bd1a5a0af8abda1871681c53096ec2c2daa55
io.github.josecarlosbran	LogsJBSupport	0.5.6		5f25a4db17248dd31476dd7bb5d33e777ead6d30
io.github.llewvallis	command-builder	1.0.0		7b89ded55e656b5cda367e01ce30cb57e35d00d4
io.github.llewvallis	command-builder	2.0.0		a886a74236d78bf253fea1bde8ed18ed70e6fb0a
io.github.llewvallis	command-builder	2.1.0		de44bd64154817729acd709c0ad29a8b5c5259c9
io.github.llewvallis	command-builder	2.2.0		95eb1bab3cd18be39f714970c121964f0c5d3ee2
io.github.optimumcode	karacteristics-wasm-wasi	0.0.1		N/A
io.github.optimumcode	karacteristics-wasm-wasi	0.0.2		N/A
io.github.optimumcode	karacteristics-wasm-wasi	0.0.3		N/A
io.github.optimumcode	karacteristics-wasm-wasi	0.0.4		N/A
io.github.optimumcode	karacteristics-wasm-wasi	0.0.5		N/A
io.github.rejeq	ktobs-ktor-tvosx64	0.1.0		N/A
io.github.rejeq	ktobs-ktor-tvosx64	0.1.0	metadata	67cea374a04c2229ad994523daa56b0dd50dfe07
io.github.rejeq	ktobs-ktor-tvosx64	0.2.0		N/A
io.github.rejeq	ktobs-ktor-tvosx64	0.2.0	metadata	b62741039a01c6c304e10ee5009ceffa2f255e97
io.github.rejeq	ktobs-ktor-tvosx64	0.3.0		N/A
io.github.rejeq	ktobs-ktor-tvosx64	0.3.0	metadata	3d5c250b9cbc8b4063b0da8227e60f8147e31aa8
io.github.rzo1.org.apache.cxf	cxf-rt-security-saml	4.1.0-tomee-M1		90f6e038140dfb58fa97864ae229d9a31d4e4ab2
io.github.rzo1.org.apache.cxf	cxf-rt-security-saml	4.1.0-tomee-M2		6b195bb7b1547f3e49c81d8a69d1633de2df33c8
io.github.telxs	demo-api	1.0.0		3c5a85e32a86c2d83e03eff5411cf8f0d4a7236d
io.github.telxs	demo-api	1.0.1		547eca53579d7b9faa7b1ebe455a924c9eabb90b
io.github.vigoo	zio-aws-drs_2.12	3.17.102.4		550385668a33c3ebc8274ce613961e8fb1faadc3
io.github.vigoo	zio-aws-drs_2.12	3.17.102.5		72a8394ed08ef88709d23f8b4db0b4ff12997bce
io.github.vigoo	zio-aws-drs_2.12	3.17.102.6		d10114beb88fc2ade3cef2a94f3f67e534b7a2e2
io.github.vigoo	zio-aws-drs_2.12	3.17.103.1		503730243e8379a56197cff2993e825085eeea8e
io.github.vigoo	zio-aws-drs_2.12	3.17.104.1		7dd0ab70e8cb1c989bd22c234035e1aab9ce3d69
io.github.vigoo	zio-aws-drs_2.12	3.17.104.2		ed21b1622c1b2b3526f4e8c712991998e8296b9b
io.github.vigoo	zio-aws-drs_2.12	3.17.104.3		9b65850fd3a61c4692b5c1070c095a653d054462
io.github.vigoo	zio-aws-drs_2.12	3.17.104.4		3dcfb190772c9ea7f75ab6887b09d0c6efe33231
io.github.vigoo	zio-aws-drs_2.12	3.17.104.5		2a63a1164da53cf4aa335a51339bf963cb5054de
io.github.vigoo	zio-aws-drs_2.12	3.17.104.7		33248228efba5af6e05dd3dff7b704882206ae40
io.github.vigoo	zio-aws-drs_2.12	4.17.104.1		1d1e1077502342ec39b2d5a2c9029ce30b1d06f3
io.github.vigoo	zio-aws-drs_2.12	4.17.104.2		41529c786b4b504e5d62e4b32507ac16417627d7
io.github.vigoo	zio-aws-drs_2.12	4.17.280.4		454e45c23c335981fef4ed9a7c8c76c6bf688c3a
io.github.vooft	pg-kueue-log-jdbc	0.5.1		bd8848d30b3ef39dfb182dbf2a2a021ae627be68
io.github.vooft	pg-kueue-log-jdbc	0.5.2		2936e85c6e435aecee2f80b402879ffe9be46c01
io.github.vooft	pg-kueue-log-jdbc	0.5.3		5123847d96713743f5f7daf17c00adb0ac1ad9e5
io.github.vooft	pg-kueue-log-jdbc	0.5.4		99a7aa014fff90b17d4908d8aa908e28ce336f1c
io.polyapi	library	0.10.0		921f414ae2acfeec385a8440b542d0abd1748e82
io.polyapi	library	0.10.1		0511c48da8fa95fc109ff04aa00f545df19cf586
io.polyapi	library	0.11.0		0aaec3c955a66a069e521f7eaa8303aa5054d102
io.polyapi	library	0.12.0		0a440a56da716a4eae606b6af89463845d631d33
io.polyapi	library	0.13.0		3f1772be520c243584b3b1e05cde110ad130da0b
io.polyapi	library	0.13.1		d9652afeea785f14f75f3d39abcbe36369ecc9e0
io.polyapi	library	0.14.0		ce5bc7f181d636be32152a11e867038f9c33863c
io.polyapi	library	0.14.1		c02658d7042d45482029dfbd1de66e1266b275ba
io.polyapi	library	0.14.2		93262d56398bd4471713c24a383f7567d38da36b
io.polyapi	library	0.14.3		53d4816b12bca319d532bc6ec6c3e53b1a5916dd
io.polyapi	library	0.15.0		948820ecd2406f6bb847af770984d8ccb67fbfaa
io.polyapi	library	0.15.1		602fa1e3a15986ef7a176219601b8caec7aa4d50
io.polyapi	library	0.15.2		ec7dd2986364bd4fd0e3312a5376803e4ad101f5
io.polyapi	library	0.15.3		a1982d856e7673f5fde76cce1324d7001cc988e3
io.polyapi	library	0.2.0		f540c94a9729937e6d0e5f7656761292f2a960cd
io.polyapi	library	0.2.1		283d14f4dc44f55be5b06501b22ce3107815432b
io.polyapi	library	0.2.2		98b4b79afd8727c0af2c3d9835dc2c45c6392261
io.polyapi	library	0.2.3		df69f95094856d368c134129216e6e473864aefe
io.polyapi	library	0.2.4		f8d47bd29176713aadd118cd61c617815f636397
io.polyapi	library	0.2.5		71466f172dc36fcd7b40339ab0d4bf9275fb8cd6
io.polyapi	library	0.2.6		168f8697ce26211a54239f4adcc7bb5346c2a373
io.polyapi	library	0.2.7		6ca0a7676a132dddbdaf96bdb3a6dec05aa0d8b9
io.polyapi	library	0.3.0		3483ce57c835953a7b55e9b14376f88f558668e8
io.polyapi	library	0.3.1		e9df1f93a76876bf7421cbe4069de62dfdded3e8
io.polyapi	library	0.3.2		53b30725720e547278867bff763a6f947af83653
io.polyapi	library	0.3.3		5bb58d4923b31f91bc9a4178494f84364b589ae9
io.polyapi	library	0.3.4		ce6c5aa4582799967cdb4471d6fe079cd3066f07
io.polyapi	library	0.3.5		60011c96664c8461d6c4439a73ee299116373781
io.polyapi	library	0.3.6		d4042c34d063004a3aee63c95c284153d417e124
io.polyapi	library	0.4.0		737f121e8f5f0d04a9755d8aa00d463f97588182
io.polyapi	library	0.4.1		66fb2bbeeb3d175add798b89c6f980bf99a5b975
io.polyapi	library	0.4.2		a031a61f204e72c766a1785845a9d54080b52c9d
io.polyapi	library	0.5.0		15c54e21223cceb0a80977f6a82dac9f8521a990
io.polyapi	library	0.6.0		8dc810533d78112d91d82b5eab15df263e48aa74
io.polyapi	library	0.7.0		bcbe3677022e2cdbd43d81712629db0d31308979
io.polyapi	library	0.7.1		889ac381a41c4d861f81d51a1f9b9c0c345f60e0
io.polyapi	library	0.7.2		6ca5705124973b0d6fad51a8285c33b9fd990ef8
io.polyapi	library	0.8.0		506efc3e644b48fd339cfb680345ea04a8957da0
io.polyapi	library	0.8.1		1ca113228e04330ad08d3232effee1b61a35227e
io.polyapi	library	0.8.2		628a7ccf39b04d0e555e5a0eafab5b089b7c11d6
io.polyapi	library	0.9.0		e0f81bd9e8bfacb0afd2c26a1a32ed3845f6bc8d
io.polyapi	library	0.9.1		c722f36c59ab73fafa08ffdfdfd60d455a568f81
io.polyapi	library	0.9.2		1746a13ca648e9adbee1c607bda3d3f520e1d933
io.polyapi	library	0.9.3		16742567d65504ea1ece92208aa152787504f1d1
io.quarkus	quarkus-funqy-server-common-parent	1.10.0.CR1		N/A
