br.com.objectos	aws-rds-maven-plugin-it	0.1.0		02e28fb8201c46c8764c6ceda30f7b343c25ffbc
com.gilt	lib-newrelic-logback_2.11	0.0.17		35c26df444d8480b9baafdc35b714e8d6e672a1c
com.gilt	lib-newrelic-logback_2.11	0.0.5		510cb2edf2978d6988a0f5002b89579f7ac683cd
com.gilt	lib-newrelic-logback_2.11	0.2.0		059564b968de202aefd904ff1d148122522b0030
com.gilt	lib-newrelic-logback_2.11	0.3.0		fd836f4be672d7e7facb457d1efe579434dbbd34
com.gilt	lib-newrelic-logback_2.11	0.3.1		76aefe58e8891e00cb389c2223238a927ce4d89c
com.gilt	lib-newrelic-logback_2.11	0.3.2		011db0d734d306e8d32104f2a1da215682079564
com.gilt	lib-newrelic-logback_2.11	0.4.0		31a77cc8a9a2562e045530fe4e59c0e2e45ef771
com.gilt	lib-newrelic-logback_2.11	0.4.1		9e8499db3f4e5ac797d2b925c9f9cde905c59e2c
com.gilt	lib-newrelic-logback_2.11	0.6.0		eb2063b9d2c7c2d2e51b35674c7521cf5ed36990
com.gilt	lib-newrelic-logback_2.11	0.6.1		96b5a404e8a2346563a3ce637193ba4e34fedde2
com.github.binarylei	mybatis-plus-spring-boot-starter-test	0.1.2-beta		035be8148c11877c502194587fa6de230deb1aae
com.github.codeframes	hal-tooling-link-bindings	1.0.0		94c92f066f836e631863536779ed6f1d938d77b3
com.github.codeframes	hal-tooling-link-bindings	1.1.0		10e0db3157ec2b7c65c15f984ebf420de2500aa2
com.github.codeframes	hal-tooling-link-bindings	1.1.1		859a0daf1c75043d7399b4d46a93989d7bc49484
com.github.codeframes	hal-tooling-link-bindings	1.2.0-alpha-1		f53feea619bfd68231fa17178d59073917ba5119
com.github.sarxos	webcam-capture-driver-opencv	0.3.12		d471d8b465b085538206ea2ae1056f6f0c5f816c
com.github.ulisesbocchio	spring-boot-security-saml-demo-dsl	1.0		63c2cb727de8f7e761a252175e87aa81bb29d32a
com.github.ulisesbocchio	spring-boot-security-saml-demo-dsl	1.1		fc014d231a111d8efd77cdca76fc040cd833e87c
com.github.y-yu	excel-reads-core_3	0.4.2		3bcbbdfa12c344becfacdf2e6500c8ae07cb117e
com.google.cloud	google-cloud-recommendations-ai-parent	0.1.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.1.1		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.10.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.10.1		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.10.2		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.10.3		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.10.4		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.11.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.12.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.13.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.14.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.15.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.16.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.17.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.18.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.19.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.2.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.20.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.21.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.22.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.23.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.24.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.25.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.26.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.27.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.28.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.29.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.3.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.3.1		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.3.3		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.3.4		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.3.5		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.3.6		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.3.7		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.30.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.31.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.34.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.35.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.36.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.37.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.38.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.39.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.4.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.4.1		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.40.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.41.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.42.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.43.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.44.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.45.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.46.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.47.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.48.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.49.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.5.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.50.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.51.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.52.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.53.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.54.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.55.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.56.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.58.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.59.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.6.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.6.1		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.60.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.61.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.62.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.63.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.64.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.65.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.66.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.67.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.68.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.7.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.7.1		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.7.2		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.8.0		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.8.1		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.8.10		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.8.2		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.8.3		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.8.4		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.8.5		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.8.6		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.8.7		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.8.8		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.8.9		N/A
com.google.cloud	google-cloud-recommendations-ai-parent	0.9.0		N/A
com.icasue	icasue-tools-dynamic-compile	1.0		369f25e6171a94fec6a51eb0f6589c6145989f26
com.icasue	icasue-tools-dynamic-compile	1.1		90ae347c89a0aa1d80561b0ff9009f833be7069e
com.icasue	icasue-tools-dynamic-compile	1.2		42b1956d0a823c51f1ca1b7343c866e28a54230f
com.icasue	icasue-tools-dynamic-compile	1.2.01		ede27068c749f8a64bc9fa5f94f9065bc736714f
com.jtransc.media	jtransc-media-libgdx	0.1.0		6ac04081d59f863cb427e414f7b887497f299dff
com.jtransc.media	jtransc-media-libgdx	0.1.1		857211dbbe82b99fa85c2f5d9a8c96a53b178554
com.jtransc.media	jtransc-media-libgdx	0.1.2		d681c8ceed5e201d001795256e6cface158a3f2e
com.jtransc.media	jtransc-media-libgdx	0.1.3		0789e9103e651275ef4bce47a29ac4f93f914f27
com.jtransc.media	jtransc-media-libgdx	0.1.4		1b61ed11e50af9a5a32dc0c6121be1e039567337
com.jtransc.media	jtransc-media-libgdx	0.1.5		2c37324e2708160630561656ef0171cad96873cc
com.jtransc.media	jtransc-media-libgdx	0.2.0		0453463c00cc4654940d8591a620bf5b818a8566
com.jtransc.media	jtransc-media-libgdx	0.2.1		917d8225d94ed81069c86e88bb28fc11426ed8e7
com.jtransc.media	jtransc-media-libgdx	0.2.2		e4509d54381e71bc26a8392521607e498a689702
com.jtransc.media	jtransc-media-libgdx	0.2.3		daeb212b3391bd103cc6103bade265bfc558ec02
com.jtransc.media	jtransc-media-libgdx	0.2.4		944a6afd4dc011bda144a55286cb982542a37994
com.jtransc.media	jtransc-media-libgdx	0.2.5		64ee8bb1c80542c1f8647d5db9ff1078f1576057
com.jtransc.media	jtransc-media-libgdx	0.2.6		dab27ad4111c9505017bf8440a6b78fdd1326d31
com.jtransc.media	jtransc-media-libgdx	0.2.7		fcc7094ab9addd7dd6e2e200f1fca2aba402ea3f
com.jtransc.media	jtransc-media-libgdx	0.2.8		aa2aa19b1ea6ad5cabf65cceb7bc35b5c57abfda
com.jtransc.media	jtransc-media-libgdx	0.3.0		be529d439523eef22ace2697950390af79589cbc
com.jtransc.media	jtransc-media-libgdx	0.3.1		e57ad3fa28c939e19c9a2a359182be287c8154bd
com.jtransc.media	jtransc-media-libgdx	0.3.2		6f7f30320be3ec181c49e99aa2419a144d2cf7ef
com.jtransc.media	jtransc-media-libgdx	0.3.3		652984deec3eea760ff5c7a66dd55b1eced3d53c
com.jtransc.media	jtransc-media-libgdx	0.5.0		1240a06c39aabd35bd40e2b6cde30a9a78714a19
com.kkmcn.kbeaconlib2	kbeaconlib2	1.0.1		N/A
com.kkmcn.kbeaconlib2	kbeaconlib2	1.0.2		N/A
com.kkmcn.kbeaconlib2	kbeaconlib2	1.0.3		N/A
com.kkmcn.kbeaconlib2	kbeaconlib2	1.0.4		N/A
com.kkmcn.kbeaconlib2	kbeaconlib2	1.0.5		N/A
com.kkmcn.kbeaconlib2	kbeaconlib2	1.0.6		N/A
com.kkmcn.kbeaconlib2	kbeaconlib2	1.0.7		N/A
com.kkmcn.kbeaconlib2	kbeaconlib2	1.0.8		N/A
com.kkmcn.kbeaconlib2	kbeaconlib2	1.0.9		N/A
com.kkmcn.kbeaconlib2	kbeaconlib2	1.1.1		N/A
com.kkmcn.kbeaconlib2	kbeaconlib2	1.1.2		N/A
com.kkmcn.kbeaconlib2	kbeaconlib2	1.1.3		N/A
com.kkmcn.kbeaconlib2	kbeaconlib2	1.1.4		N/A
com.kkmcn.kbeaconlib2	kbeaconlib2	1.1.5		N/A
com.kkmcn.kbeaconlib2	kbeaconlib2	1.1.7		N/A
com.kkmcn.kbeaconlib2	kbeaconlib2	1.1.8		N/A
com.kkmcn.kbeaconlib2	kbeaconlib2	1.1.9		N/A
com.kkmcn.kbeaconlib2	kbeaconlib2	1.2.1		N/A
com.kkmcn.kbeaconlib2	kbeaconlib2	1.2.2		N/A
com.kkmcn.kbeaconlib2	kbeaconlib2	1.2.3		N/A
com.kkmcn.kbeaconlib2	kbeaconlib2	1.2.4		N/A
com.kkmcn.kbeaconlib2	kbeaconlib2	1.2.5		N/A
com.kkmcn.kbeaconlib2	kbeaconlib2	1.2.6		N/A
com.kkmcn.kbeaconlib2	kbeaconlib2	1.2.7		N/A
com.kkmcn.kbeaconlib2	kbeaconlib2	1.2.8		N/A
com.kkmcn.kbeaconlib2	kbeaconlib2	1.2.9		N/A
com.kkmcn.kbeaconlib2	kbeaconlib2	1.3.0		N/A
com.kkmcn.kbeaconlib2	kbeaconlib2	1.3.1		N/A
com.komoju.mobile.sdk	shared-android	0.0.1		N/A
com.komoju.mobile.sdk	shared-android	1.0.0		N/A
com.liferay	com.liferay.document.library.repository.authorization.api	1.0.0		fa720fb2b913ed1698eb1119a3d1b72d2642a77c
com.liferay	com.liferay.document.library.repository.authorization.api	1.0.1		71f1b19fd4c9388e9da8d1311cdcb467e70812c0
com.liferay	com.liferay.document.library.repository.authorization.api	1.0.10		96825854396e24cda91bcb99dfd7caeebdc60365
com.liferay	com.liferay.document.library.repository.authorization.api	1.0.2		71117647585b7e0702a417b5e1e774d9048e1a22
com.liferay	com.liferay.document.library.repository.authorization.api	1.0.3		67c9e34caa7863935f1f9e00f0df1885ec2d9830
com.liferay	com.liferay.document.library.repository.authorization.api	1.0.4		7a29314e52a6e854775bb605fed54cc2511f2472
com.liferay	com.liferay.document.library.repository.authorization.api	1.0.5		3dd3436ee35e6fa95fc8dfd108edd40917fb09ce
com.liferay	com.liferay.document.library.repository.authorization.api	1.0.6		b88fe00e68ee3657392045558d4adb46e170b9c6
com.liferay	com.liferay.document.library.repository.authorization.api	1.0.7		bec5f0a1664cd1581e6b0211a99419371c3420e8
com.liferay	com.liferay.document.library.repository.authorization.api	1.0.8		717f054212b1fecf01498e0284cb9cc7b2f4708c
com.liferay	com.liferay.document.library.repository.authorization.api	1.0.9		81161a5a4ccf9cf3ba92874d5817780afd16bb73
com.liferay	com.liferay.document.library.repository.authorization.api	2.0.0		e59a9865d3d8bef4a372dd79b96c065051c464e9
com.liferay	com.liferay.document.library.repository.authorization.api	2.0.1		905277512b8d01505cb2c682d6ace4495c90e196
com.liferay	com.liferay.document.library.repository.authorization.api	2.0.2		e2b0cfde70592a8bfcf5a83df9ff1143aee3c80a
com.liferay	com.liferay.document.library.repository.authorization.api	2.0.3		a4d49a4d4c383cf1ff591a2c6adad6896bf57caf
com.liferay	com.liferay.document.library.repository.authorization.api	2.0.4		cd1258e71103edfb05f238c38475673b6fc410c1
com.liferay	com.liferay.document.library.repository.authorization.api	2.0.5		615e6d837ebd84d1831eae0ce165b200a7397652
com.liferay	com.liferay.document.library.repository.authorization.api	2.0.6		fc1dab2c385a558f56341b0f2bc3d6e1180e934a
com.liferay	com.liferay.document.library.repository.authorization.api	2.0.7		fbaa2a91712c6ce23f67f01aabd9e2554f05355d
com.liferay	com.liferay.document.library.repository.authorization.api	2.0.8		1bb247518b62681836b1aa919e799d6cceee164b
com.liferay	com.liferay.document.library.repository.authorization.api	2.0.9		96edbb11616de02b3dc26323e5ba61ff034fc6bd
com.liferay	com.liferay.document.library.repository.authorization.api	3.0.0		5f031a1f91bb65d750b381c9fa880988a3eb295b
com.liferay	com.liferay.document.library.repository.authorization.api	3.0.1		fb814079a97feb63caf914365036068e2e26c5d5
com.liferay	com.liferay.document.library.repository.authorization.api	3.0.10		1791a8a8bc7c46eda93cfdc67d874d9992d1af7a
com.liferay	com.liferay.document.library.repository.authorization.api	3.0.11		e9610f11f4620d53c27a537e5ff4e03380e68cac
com.liferay	com.liferay.document.library.repository.authorization.api	3.0.2		2d43fd957ad7524bfd3102da375ea6a98072d3bc
com.liferay	com.liferay.document.library.repository.authorization.api	3.0.3		1e704bc9f890ebf5e8d3985335de7257a828e36d
com.liferay	com.liferay.document.library.repository.authorization.api	3.0.4		78cbc1bb0dbdfde39965148ee7ed29b3b55b840e
com.liferay	com.liferay.document.library.repository.authorization.api	3.0.5		c19664cd24a402ff7986229644a8410aa788c5d0
com.liferay	com.liferay.document.library.repository.authorization.api	3.0.6		fc47869f79481d84bfe10ad79760ebda30132a77
com.liferay	com.liferay.document.library.repository.authorization.api	3.0.7		de940e0fea21ac22d711ea0584ebcd4737e59df0
com.liferay	com.liferay.document.library.repository.authorization.api	3.0.8		e7d01ff8df56fa86677513bcacbe1fb1808685c9
com.liferay	com.liferay.document.library.repository.authorization.api	3.0.9		d0b7a17a57a71ddf84ef5d45975904be564c96bb
com.liferay	com.liferay.document.library.repository.authorization.api	4.0.0		116579485143b21bf6729a9b5dd29b6573936174
com.liferay	com.liferay.document.library.repository.authorization.api	4.0.1		03e37ec5bf89c2d42a9a3769f5e172e46ad76a2b
com.liferay	com.liferay.document.library.repository.authorization.api	4.0.10		3bbb3c2447da5548bf3fd7302400c8f51a31d9a1
com.liferay	com.liferay.document.library.repository.authorization.api	4.0.2		08cded2bc0565b5c279e25f3cc5f3147ac296b5a
com.liferay	com.liferay.document.library.repository.authorization.api	4.0.3		d04a97f5c568a33217c64b357a377b5b9ca8b57c
com.liferay	com.liferay.document.library.repository.authorization.api	4.0.4		2742f20a22064535b299ab67e45dae247bc9ac19
com.liferay	com.liferay.document.library.repository.authorization.api	4.0.5		905be8113b5b8218f1cdca4b613c6f4fc55ee771
com.liferay	com.liferay.document.library.repository.authorization.api	4.0.6		75de673734ad3d5d7f2aa7b46dc3fb0bc734c53c
com.liferay	com.liferay.document.library.repository.authorization.api	4.0.7		1f012756cd32703ecfb9b4ceb94342ea76ba952d
com.liferay	com.liferay.document.library.repository.authorization.api	4.0.8		2ecff4a402e78b6c45f7977e0c97e7c3cf5ab8f8
com.liferay	com.liferay.document.library.repository.authorization.api	4.0.9		15d2f4259dd4f20136da09f321175acb90fc4dcd
com.liferay	com.liferay.document.library.repository.authorization.api	5.0.0		ab8abb8fb6f299e761547a70d32fd3706c6d3ddf
com.liferay	com.liferay.document.library.repository.authorization.api	5.1.0		cfe6f545bb1db4ccf40831f95d068db4992442db
com.liferay	com.liferay.document.library.repository.authorization.api	5.1.1		c3dd6eeefdf73dc8bc0abe6769882b30bfa6765d
com.liferay	com.liferay.document.library.repository.authorization.api	5.1.2		55b6251391f6494bf8a3191562abdf9a8ed639f0
com.liferay	com.liferay.document.library.repository.authorization.api	5.1.3		b2ce277a6588e869532b3e840e1ac40e4889bdd2
com.liferay	com.liferay.document.library.repository.authorization.api	5.1.4		bf2793f92513ef2d9560018bd1d37a0076170249
com.liferay	com.liferay.document.library.repository.authorization.api	5.1.5		beb124dac1a42ed17b95a1645d9e6861b1a759bc
com.liferay	com.liferay.document.library.repository.authorization.api	5.1.6		7036396568f84a3afa88c4d66b53bcf584cab431
com.liferay	com.liferay.ruby-gems	1.00		97585989c4b2523b736a39147cac4ac2db713887
com.lightbend.akka	journal_2.12	0.1-M0		97fb0b1cf7c262ffc1ffeae0ab8f09aeb2a70dd2
com.microsoft.azure.eventgrid.v2019_06_01	azure-mgmt-eventgrid	1.0.0-beta		0ef735fba3fbc6515a90d86ed348c1abea616264
com.ovoenergy	meters4s-prometheus_3	1.3.2		606b45a6fd18f8ef3cbb81085ff359211cf84e23
com.ovoenergy	meters4s-prometheus_3	2.0.0		7614bd6e4bbf2fdc6db7a2460447110ea2d29dc2
com.portto.ethereum	sign	0.1.0		45576992ded317562eb7e32a4dc12ec94f783f47
com.qwazr	qwazr-library-pdfbox	1.2.0		a33e92aa81f7b6836e394b5265121c90fbe44e43
com.qwazr	qwazr-library-pdfbox	1.3.0		94101c5b09738034856bb9e7b39f0c2be6acdcc6
com.qwazr	qwazr-library-pdfbox	1.4.0		9d3a2e9e296641a625815ec0c0dd3bde8b3de768
com.qwazr	qwazr-library-pdfbox	1.4.1		46b10e3f549788b459e542fea994c0726e5a8c42
com.qwazr	qwazr-library-pdfbox	1.5.0		7c8b35e1ac3252537655c6a89dd25c554484c0fb
com.qwazr	qwazr-library-pdfbox	1.5.1		4a4aa2b3c08a067cff1963e54fef4da7b06ed9fe
com.rbkmoney	bender-proto	1.12-093837b		491195569eec6f32e3324b601551fdffb1a0bea6
com.rbkmoney	bender-proto	1.12-093837b	v12	044010814fc96843f2693b6526098dd1c15efdc5
com.rbkmoney	bender-proto	1.13-1418138		99e9ab9c0b331d56b09efe922eba17fd6ad4046a
com.rbkmoney	bender-proto	1.13-1418138	v13	368ea2cec0b83d591331d3691e5ef86be3583b01
com.rbkmoney	bender-proto	1.14-df5bedd		3dacd6335e2f235851e768dd05fa81856a0315dd
com.rbkmoney	bender-proto	1.14-df5bedd	v14	41b1c784dcdf27884e395c6591a0d38c6382e63e
com.rbkmoney	bender-proto	1.15-0d5813b		a973edf3aa9f05f3088371a02c45b3fc8b2cd722
com.rbkmoney	bender-proto	1.15-0d5813b	v15	d8ec907a9bcb932bf717473ff9e3fe07461c4c0d
com.rbkmoney	bender-proto	1.16-dfe271b		9be29addcd9a194959074978388060062d8f4289
com.rbkmoney	bender-proto	1.16-dfe271b	v16	dacebaebd7ebab433d199cbcc0864cb7697b4087
com.rbkmoney	bender-proto	1.17-75be941		7b7745ac634f7ef496cce7e3a8cf4e5c8bfaa548
com.rbkmoney	bender-proto	1.17-75be941	v17	b346d7c2f61270de1558101da4e14f3556adfbfe
com.segment.analytics.android	analytics-core	3.0.0		2118aea0d7d9a2c0eaad6aed8183b2b07cf95be6
com.segment.analytics.android	analytics-core	3.0.1		N/A
com.segment.analytics.android	analytics-core	3.0.2		N/A
com.segment.analytics.android	analytics-core	3.1.0		1e6493b8749b40ba52a5408e56fc2bed52397e02
com.segment.analytics.android	analytics-core	3.1.1		e606467457580045afd5171127473cf424d90a30
com.segment.analytics.android	analytics-core	3.1.2		ed025af0822d555eff02d1b00cfa6b17886cfa13
com.segment.analytics.android	analytics-core	3.1.3		5dcbcad13ae0d0ddd0bd26a3997c5d1843c7a715
com.segment.analytics.android	analytics-core	3.1.4		55192f7f1f8ec3eed58eae26c6a39a4f2ee4fd01
com.segment.analytics.android	analytics-core	3.1.5		8139a32a427f9a4915c72e990d512c2dea7e4f03
com.segment.analytics.android	analytics-core	3.1.6		8b571cc505add55f851de9e3f30fef786e344386
com.segment.analytics.android	analytics-core	3.1.7		0b4fc3d8519f54faafa43cd1b57eb4edc4ebd26a
com.segment.analytics.android	analytics-core	3.1.8		1c8d43d067519702551af09369d8323025fc9c1f
com.segment.analytics.android	analytics-core	3.1.9		63de05e78467c912780b3f23c0341b05daa1c002
com.segment.analytics.android	analytics-core	3.2.0		8cd2a7b8a86b9518bb500de7349bcb6c327bf9cb
com.segment.analytics.android	analytics-core	3.2.1		7232627d988cff1e17706bbd5fce5c07c415e3f7
com.segment.analytics.android	analytics-core	3.3.0		26b7a21ebad8db2475f7230d0f8619cedb3cf0a4
com.segment.analytics.android	analytics-core	3.3.1		954a09c229f28626be55c0cd0351a44c3f65c1c1
com.segment.analytics.android	analytics-core	3.3.3		3d6d1249ce793b783325830483768df5efd67546
com.segment.analytics.android	analytics-core	3.4.0		f42c9d9a926d610e6e5f082204e59322978cfee4
com.tecacet	jtemplates	1.0.0		e47fdad2b13e3fe4e6224967a624c1bacaaf6417
com.testerum	report-server-frontend	1.1-pre-alpha-21		4cf9730ee8ee9f5c9868c528030a343b4f74ff20
com.testerum	report-server-frontend	1.1-pre-alpha-21	dist	e6212e7f9db4b7ab5628905b4d6bdc89d9d11865
com.testerum	report-server-frontend	4.0.1		14ea3c398042ea194f142e1ed55000b5e02a9a39
com.testerum	report-server-frontend	4.0.2		75da8e537cbd3643f1031a85508b9b33cdf99a4f
com.testerum	report-server-frontend	5.0.2		0cb31142298cc4a5d29da7448d541ccf45096c7d
com.testerum	report-server-frontend	5.0.3		52acc74a933022ce2f6fabef517427f184d25665
com.testerum	report-server-frontend	5.0.5		f634d465f20bba1d365194b216a8b8e5a48eee91
com.testerum	report-server-frontend	5.0.6		f4606afc5cae4184483df9e88a9fdfb6a22059b7
com.testerum	report-server-frontend	5.0.6	dist	b27e3a6bbd0f07dfca40f900c198a8553fd084e5
com.testerum	report-server-frontend	5.0.7		540495e54910109ce86c8992d05cd7968137eac4
com.testerum	report-server-frontend	5.1.0		9912ee7ee85bb256685dd77c7e6b27fd3093ef76
com.testerum	report-server-frontend	5.1.1		558b369bf40b70377e009d0d20f997a8ddc00c4d
com.testerum	report-server-frontend	5.2.0		0c5467a3d701a35d59c1b0ea8b8760320ce3ee09
com.testerum	report-server-frontend	5.2.0	dist	f401e735967e20b09d3a39ce862d8e53b654d3f8
com.testerum	report-server-frontend	5.2.1		4df17ae365ea1bf1c53b5c307159901d0d860a3d
com.testerum	report-server-frontend	5.2.1	dist	351dd5ae49dc6551a1db4c565435437aceaf5195
com.testerum	report-server-frontend	5.2.2		53822e489d17f4ede97488cfd22bae24b4b1a536
com.testerum	report-server-frontend	5.2.2	dist	02c0e8ef3bd39bf444731e539379d45c96f46f55
com.testerum	report-server-frontend	5.2.3		d28f7ca61a8e4adee500c6cee7b8d286131dd926
com.testerum	report-server-frontend	5.2.3	dist	8909e663e8f68f944bd283aa71fd72e42115b218
com.testerum	report-server-frontend	5.3.3		93af5508128580c40bbf04013a1ae98b0250ebcb
com.testerum	report-server-frontend	5.3.3	dist	b7ecae410dec3352dbd4b428bbdd16b983c7b1bd
com.testerum	report-server-frontend	5.3.5		478fa78ae9211c1abfbc088e4a5b450dd05b48f6
com.testerum	report-server-frontend	5.3.5	dist	ec26b70c4526c2f79a248dc7020b91d52d971da8
com.upcwangying.cloud.see	spring-cloud-see-auth	1.0.3		db090f65b5ff58cebf5668761a326670fc8464c6
com.walterjwhite.java.modules.file.modules.tar-directory-copier	impl	0.0.17		5f495d0175205656d6715fab30ca62e32772c644
com.xuxueli	xxl-sso-core	0.1.0		aef2f2cbdfff3c2fdd0fbfaa8a704730f34d6c3a
com.xuxueli	xxl-sso-core	1.1.0		8c923a9cd864d753539fd3432f0faa4d9ef59dbb
de.alpharogroup	dating-system-business	3.11.0		5944157d2d5747ba0c2d1a06d9d0f5cda31192c1
de.alpharogroup	dating-system-business	3.6.0		3712f666f13e653f30877f9d77c680743decbee8
de.otto.edison	edison-togglz	0.45.0		715d385981b65eec9ba4af22b17f103ec8741955
de.otto.edison	edison-togglz	0.45.1		abd4d55376c664558947334363b0f11285d6cc5d
de.otto.edison	edison-togglz	0.45.2		a40b21928b076723ff636e37efd3a086de547acc
de.otto.edison	edison-togglz	0.45.3		1ef4363e2f6e66d25fa3a65f28d7c024933ab95f
de.otto.edison	edison-togglz	0.46.0		ab5b62b123162db3602129515821fc493005294f
de.otto.edison	edison-togglz	0.46.1		1ef27cfbd226571270c57167bffd8a544f73290e
de.otto.edison	edison-togglz	0.46.2		53acab69d22e48322b97a58d31a9acb497eb803c
de.otto.edison	edison-togglz	0.47.0		9880ce9b250aded408a2d459ec53ea293cd53e64
de.otto.edison	edison-togglz	0.47.1		5caef1852ecca06686b455d5098af57f004beffb
de.otto.edison	edison-togglz	0.47.2		b470f57b17f343407f639796e67ca244fe9d7bda
de.otto.edison	edison-togglz	0.48.0		d88024159f90662bd4dffce2582e92a3500372cd
de.otto.edison	edison-togglz	0.49.0		e4ad9e86be0c6b5a6c4041243b09b0718d04186f
de.otto.edison	edison-togglz	0.49.1		62406598ad4f31f0dbf6ccaf772e6cf8cb86c2c5
