at.released.wasm-sqlite-driver	sqlite-binary-api	0.7		a31eaf44cea1975b7a4b49dfbf78ddd6dfcce1a6
dev.binis	code-generator-spring	1.2.8		fd5046e5aa273c72f8968112cb9a6ac1eeeb0883
dev.binis	code-generator-spring	1.2.9		4b78d2684e2f6bf8cca001e0188b7676fb5bc7dd
hu.webarticum.miniconnect	impl	0.1.0		e91ab9906f1a80300d8bb760083ce40b4a3e1db6
hu.webarticum.miniconnect	impl	0.2.0		69b1b8cb32c64bb440c64803a281456024943b46
hu.webarticum.miniconnect	impl	0.3.0		51a0ee042b95fdbaa3e11dd61b40e6a065d726ec
hu.webarticum.miniconnect	impl	0.4.0		ef7a9dd82bb0f1c187d21a82129da3018e33a12b
hu.webarticum.miniconnect	impl	0.5.0		1193c6aac148a482a94e4618a2ffc38d072c5c8b
hu.webarticum.miniconnect	impl	0.6.0		d268f2583c1314b294f4d9c12096dead56fe76d9
io.chrisdavenport	circuit_2.12	0.1.0-M1		02ceda4c571ed041beaf4877a151e057e967056b
io.chrisdavenport	circuit_2.12	0.2.0		3da235545f443c8b499e2c225305e61b521a383e
io.chrisdavenport	circuit_2.12	0.2.1		e00ec7cd2487e148a4b2809605a3aaf29ab9baea
io.chrisdavenport	circuit_2.12	0.2.2		17cc3e49b65c8a91cc6c3eeb9f676a582ba79357
io.chrisdavenport	circuit_2.12	0.2.3		663dfe7f2ac98510b5d421b252261b1a6cb6df4f
io.chrisdavenport	circuit_2.12	0.3.0		160ee2d79b2346f338e25948daaf6165cd1d487c
io.chrisdavenport	circuit_2.12	0.3.0-M1		0e210167f3a39e4792d46cc47a41a20ba8f7c416
io.chrisdavenport	circuit_2.12	0.3.1		f87cbb90b0067f9682d9126213f9f61b6acfba09
io.chrisdavenport	circuit_2.12	0.4.1		44ca9e9aca7989fe6bb69bd94e78eac0f42c7742
io.chrisdavenport	circuit_2.12	0.4.3		9656beb479b05f524d7e936efa81a4ce6e51284c
io.chrisdavenport	circuit_2.12	0.4.4		117230823b64ce3b9a8f8faffdb19bf8955dbb48
io.chrisdavenport	circuit_2.12	0.5.0		be950471c4934086db25b09abb8d2b3da3d63136
io.chrisdavenport	circuit_2.12	0.5.0-M1		3f5db453455a2edcb24d4acf1a817093fd47b8d4
io.chrisdavenport	circuit_2.12	0.5.0-M2		c0f10882851e906670478b7649fb98ccdede199b
io.chrisdavenport	circuit_2.12	0.5.1		bff78a85da2d4dd8ab8817e9eb5be3060a994743
io.fabric8.jube.images.quickstart	karaf-cxf-soap	2.0.0		673ac1a67226fe57d0ebfa5049615854e305f0ec
io.foodtechlab	auth-integration-restapi-feign-authorization	4.0.1.3		f652dd614f839c41e3da98f9179c9204c3b5580b
io.foodtechlab	auth-integration-restapi-feign-authorization	4.0.1.4		df268416af3fecae7ef18ed2256a865fe926f0d7
io.foodtechlab	auth-integration-restapi-feign-authorization	4.0.2		cb3978f3da85f2b4a09f043ac1cb2fc125754fe4
io.foodtechlab	auth-integration-restapi-feign-authorization	4.0.3		2861a4a94576c2e97f16e5d47031043203ec337b
io.foodtechlab	auth-integration-restapi-feign-authorization	4.0.4		12bf54c1072b5be79f0611b0eb2bc7742da57d74
io.foodtechlab	auth-integration-restapi-feign-authorization	4.0.7		9b23831b0b707f65f6ed4d552b09aa162280ba0c
io.foodtechlab	auth-integration-restapi-feign-authorization	4.1.0		4f6be851b265a24009ae987b44edd4021c69ce5f
io.getquill	quill-util_3	3.15.0		afe05b16a7a07d5ca2e2e585b711df3132cba035
io.getquill	quill-util_3	3.16.0		3b421fec474ab4afda713fd4ba95899e19543da6
io.getquill	quill-util_3	3.16.1		612e2b917002ef8ea36273edaf6dcc87d567ae09
io.getquill	quill-util_3	3.16.2		e19a4fdea30f17a5f82eeefb1e5a59b9358f4a89
io.getquill	quill-util_3	3.16.3		ee29c9fe66028c530d9c750eea259c5273c294e1
io.getquill	quill-util_3	3.16.4		5796540342ede05b0648161d13f94f43b4bf2803
io.getquill	quill-util_3	3.16.5		b5846cda3d167d0dd57a26d3dcdf58793d79165f
io.getquill	quill-util_3	3.17.0-RC1		f096711129e551a7dae459e6ab71e03bed564404
io.getquill	quill-util_3	3.17.0-RC2		a4ac8bafacbfac6c34f8d0a07fdd942001e80df5
io.getquill	quill-util_3	3.17.0-RC3		dc12d5b26c7f9b2ba00d270cbacd54bccdb8022a
io.getquill	quill-util_3	3.17.0-RC4		d5f67f6b0bd9f210d8d15eecd8a8f0bb7baf146d
io.getquill	quill-util_3	3.18.0		3a7ecbf8caecf5951a177f48c5cf6e0a3fec7f12
io.getquill	quill-util_3	3.19.0		746701a104df46242362e41004e6affe361f4da8
io.getquill	quill-util_3	4.0.0		85e711ca5acd305b1806409c43426c9720054ea2
io.getquill	quill-util_3	4.0.0-RC1		0992d1f848b721ed1da089d47af5863f35081031
io.getquill	quill-util_3	4.0.0-RC2		efbdfee75a879d63ea414fe08c46a0e8bdcef848
io.getquill	quill-util_3	4.1.0		0de2cf1886820353d1c8fab97f247020ab974dbc
io.getquill	quill-util_3	4.2.0		7dc301c31233003c2a1774b9fd05c896560f84e1
io.getquill	quill-util_3	4.3.0		307d1efef0cf930c623c4846bca425f6e52b6310
io.getquill	quill-util_3	4.4.0		48d6d4fea0ab9d64ea9d4d834048e0d8210943b3
io.getquill	quill-util_3	4.4.1		dbae9d0544dc3e70e69ac525b6293f02df095310
io.getquill	quill-util_3	4.5.0		d49cf0784285cb9c0d5e6066d1b7156cffaa7b52
io.getquill	quill-util_3	4.6.0		8583f229e067b7d2524b45824fe129c34b075094
io.getquill	quill-util_3	4.6.1		f0f9b49d144bd90231c36d67d976704731ca75cc
io.getquill	quill-util_3	4.7.0		8da70bca70e321a1e2401d6147d17496e0c59c39
io.getquill	quill-util_3	4.7.3		1fa6a0d8bf84fd7ea1c6f4ec14b37136fc7916f6
io.getquill	quill-util_3	4.8.0		43754c262654feee320e5a1c9004e3b14501e45c
io.getquill	quill-util_3	4.8.1		bfe6e07d4c0e8bb6d16c523a7b99288bd3590e86
io.getquill	quill-util_3	4.8.3		b97872a2a94bdda9935e48543181b6db1195d19f
io.getquill	quill-util_3	4.8.4		4be778e7ef56f43dc6f75fc0c24d42aa0c1531f2
io.getquill	quill-util_3	4.8.5		88bc697fa4d9acc2fdd6c26a2d9222bf8eba912e
io.gitee.aeizzz	nacos-encryption-plugin	2.4.1		5e5d180e265975f3a7defffc25c063a5ebe91be3
io.gitee.aeizzz	nacos-encryption-plugin	2.4.1-OEM		37d810890b19cbf432801bcf7ba80b8ea600081a
io.github.jaredmdobson	concentus	1.0.1		1ae2125d0a472835043e114eb4e3f5f5540981b1
io.github.jaredmdobson	concentus	1.0.2		3658ef53df76c1fb635617c03320cd56dfdd49f3
io.github.mrexplode	propertyexporter-maven-plugin	1.0.0		06e6948ff559dbded90d148c615f07f0f276bb1b
io.github.mrexplode	propertyexporter-maven-plugin	1.0.1		65f5d9a776e834867d5df0bcb0037de14bb03b4d
io.github.padreati	rapaio-core	5.0.0		73a7524e920d6220d16f79ec25c0cddd3d3d966e
io.github.padreati	rapaio-core	5.1.0		da38add79bc48f4b96d1fe67ad7f59f66b16e7f9
io.github.padreati	rapaio-core	6.0.0		f9489bbc9a9b6945f148db6e1cb1f4dffc115d54
io.github.padreati	rapaio-core	6.1.0		6479d20ead207c71af6002c462e850ab6e92b496
io.github.slince	expression	0.0.1-RELEASE		8b4ba4a7c980efc0a54d2b255cbec9ffd2fea50c
io.github.slince	expression	0.0.2-RELEASE		9f7ce0c9ba4e2e78770bcb69aa336b7f478a44b9
io.github.xrfzh.cn	xr-file	2.0.0-RELEASE		db1aa347965f3bd915f43a5399970e5de590a465
io.github.xrfzh.cn	xr-file	2.0.0-RELEASE	execute	34b51d6a61931ef6275ffb4ab2f3c57bd13d7310
io.github.xrfzh.cn	xr-file	2.0.1-RELEASE		37ffa16182c251535ab311f3a157e979770a1980
io.github.xrfzh.cn	xr-file	2.0.2-RELEASE		716fe394c92088a43f52c9e66a7665138a2bf27e
io.rocketbase.commons	commons-auth-api	0.0.2		6e681488d3b00cffce4ab1e7519be5eae79600db
io.rocketbase.commons	commons-auth-api	0.1.0		e111cbcfb928d316c8a811656461f78e6b1931a4
io.rocketbase.commons	commons-auth-api	0.1.1		3ee1c56a1189c30c6701f055f7efae01ac78d0e2
io.rocketbase.commons	commons-auth-api	0.2.0		06e9c75b6fb37d09c5f7b9cf613c2602ac742a0f
io.rocketbase.commons	commons-auth-api	0.3.0		a73d695318f4c829eb3d57c04cb5df3ee422e767
io.rocketbase.commons	commons-auth-api	1.0.0		c5044100a185215e114b172a7e8d44617ac5141e
io.rocketbase.commons	commons-auth-api	1.0.1		d0d0f032ac2f31f07dfe68dda7a27f8f7e96d2ce
io.rocketbase.commons	commons-auth-api	1.0.2		f03b9bbefd1fea91ec1ee325950450f563593ec2
io.rocketbase.commons	commons-auth-api	1.1.0		724a7b460d36fc091f7b8493905e46ed8e200e6d
io.rocketbase.commons	commons-auth-api	1.2.0		8131961d36ddcd5784ef312b1e9f3ab9291f6c55
io.rocketbase.commons	commons-auth-api	1.3.0		0126fef9e274de5bf3e729b4fbc3f939db0cc6c4
io.rocketbase.commons	commons-auth-api	1.3.1		23115712498f9c62da5c4ef9c0f092d6e7ae50a9
io.rocketbase.commons	commons-auth-api	1.4.0		499590908c9dcb1e0f9312f71d8a853cad7be79a
io.rocketbase.commons	commons-auth-api	1.4.1		20e9dc028b9aa264ac59ba129c6cfa7f4487716e
io.rocketbase.commons	commons-auth-api	1.4.2		7af11136d4c51007a07f36472cc04ffb00ae7e69
io.rocketbase.commons	commons-auth-api	1.5.0		75793f08bf35ef23302b70048616a4352688be28
io.rocketbase.commons	commons-auth-api	1.5.1		38635b5653ad31d0f8ab1215a7fa8dee422e8d78
io.rocketbase.commons	commons-auth-api	1.6.0		07cfdc1165f425247c02a439da72add5baef37ca
io.rocketbase.commons	commons-auth-api	1.6.1		4799537038e056fd14b63bdb834cbe3aafe43d73
io.rocketbase.commons	commons-auth-api	1.6.2		ac361e30cbd98274e542c99e52ce69ce8c97f4ca
io.rocketbase.commons	commons-auth-api	1.6.3		454d6928286229a35b55dbef5923b1e9fcfcaa16
io.rocketbase.commons	commons-auth-api	1.6.4		bd7037b351b0cd88dcaf6eeacc1fc670d105bf71
io.rocketbase.commons	commons-auth-api	2.0.0		ea2623b3dc3f520a873755d9295a6428742f6802
io.rocketbase.commons	commons-auth-api	2.0.0.Beta1		2edc6b0ff118fabfcbd8f59786b2ea08af8bae52
io.rocketbase.commons	commons-auth-api	2.0.0.Beta2		5062dd9d7132c3a155e3c48938ef62cd8c32211e
io.rocketbase.commons	commons-auth-api	2.0.1		31b5838177ac258c97867b52ac6381ef3b75c3a6
io.rocketbase.commons	commons-auth-api	2.1.0		0c098b7ae9eb7093b52139c1ba934d620a909f4d
io.rocketbase.commons	commons-auth-api	2.1.1		84e1c1bbd29c254d8de3b031b7f63c3937d783c3
io.rocketbase.commons	commons-auth-api	2.1.2		d97bbd89e696ae952dad1fe7af737b4925a822d3
io.rocketbase.commons	commons-auth-api	2.1.3		c9040d7fca640fe2ced96fb29290cd2373da06bc
io.rocketbase.commons	commons-auth-api	2.1.4		6f4a11f3996f97bde148e834b1d48be777b0466e
io.rocketbase.commons	commons-auth-api	2.2.0		e9d03ce1fe31b79412d7d98f3a956356cb37f858
io.rocketbase.commons	commons-auth-api	2.2.1		dccbcc07dd61065669e5d0ed7e692dd6139e57a5
io.rocketbase.commons	commons-auth-api	2.3.0		e753f087713e29d11fadc35dc0518506c0e0ac85
io.rocketbase.commons	commons-auth-api	2.4.0		14d5c27cfd37379e552c0d257255424da4d9f159
io.rocketbase.commons	commons-auth-api	2.4.1		572c14910774fb4e6a1629d0dcad7b079477ab79
io.rocketbase.commons	commons-auth-api	2.4.2		44bd7f0997038288fb29a652a83bffe46f0bfcfa
io.rocketbase.commons	commons-auth-api	2.4.3		a84facc1e235f845af1d18f8d6a545854b5e091b
io.rocketbase.commons	commons-auth-api	2.5.0		05a3f35dc0ca4b47fb38c6574a4191356c65c0cf
io.rocketbase.commons	commons-auth-api	2.5.1		4392d79df25fde6b4781d748f0eb284c92cf6c34
io.rocketbase.commons	commons-auth-api	2.5.2		e122353f73c072bde93f0eca3d779fd075b82722
io.rocketbase.commons	commons-auth-api	2.5.3		c9cebcccaa09d08659a10e0db2e8e646f3da5bd2
io.rocketbase.commons	commons-auth-api	2.5.4		c81c22374126ba70acdf55c13dceda6f278044c5
io.rocketbase.commons	commons-auth-api	2.5.5		d8d1ee97cd8f35ad05f5ecf7eaa75dfd08c37de9
io.rocketbase.commons	commons-auth-api	2.6.0		59b2b5aecfcdf96cc420feb8c5b006ef7e12afd7
io.rocketbase.commons	commons-auth-api	2.6.1		787da1100f7ef200474158c1aa77eea66f6acbd7
io.rocketbase.commons	commons-auth-api	2.7.0		4b7adc47a705d5c37c45d8009b33d8c89bc8cb79
io.rocketbase.commons	commons-auth-api	2.7.1		c7e75775b802b40177a45b47caf8123b053b62d0
io.rocketbase.commons	commons-auth-api	2.7.2		017aed9beb0190ade75e31b5aaab34f2a1ccadbb
io.rocketbase.commons	commons-auth-api	2.7.3		6c25d6bd430a28d293fc49a5e08b1f32604c6ceb
io.rocketbase.commons	commons-auth-api	2.7.4		eb962de2d24073cdab0f430fd751f24bf172e4fd
io.rocketbase.commons	commons-auth-api	2.7.5		af139b66689c277fe5751ac657aedb75f2a9b24d
io.rocketbase.commons	commons-auth-api	2.7.6		6aee647e16f2fb611e0acbbf99b008936583941b
io.rocketbase.commons	commons-auth-api	3.0.0		a46d01b3d08d7bee874a7f6a90e0933b10f64f2d
io.rocketbase.commons	commons-auth-api	3.0.1		2d30076998f3817ded8038ab92d69a3fe6ac9f46
io.rocketbase.commons	commons-auth-api	3.0.2		206e94dc202efff901be615aa17c07d6b599622e
io.rocketbase.commons	commons-auth-api	3.1.0		4efd3292450c09d396aa28baf897b18880b67d57
io.rocketbase.commons	commons-auth-api	3.2.0		3fb848891e57c6d0f44d47f83f4de271afb60748
io.rocketbase.commons	commons-auth-api	3.2.1		8bd76ea2a84ac948b32dfc678dd8bc374212c0df
io.rocketbase.commons	commons-auth-api	3.3.0		a52a4c23efe788d4bece8a65363c7e97af56ba22
io.rocketbase.commons	commons-auth-api	3.3.1		8f0e12f67fca10bf0cb41ac1393115dc80cdd170
io.rocketbase.commons	commons-auth-api	3.3.2		db87d05691ca4212db76c502d43536b11df3b89a
io.rocketbase.commons	commons-auth-api	3.3.3		2209b287f735f966c993cf1bf62b5cecf327af06
io.rocketbase.commons	commons-auth-api	3.3.4		297e77da0e389c38deea0fe7b817860e7becf46c
io.rocketbase.commons	commons-auth-api	3.3.5		a636d610d00b8acf6fa5063f87f3583308f45955
io.rocketbase.commons	commons-auth-api	4.0.0		b3e9df4457054823a55eecb06d6845316444a4e2
io.rocketbase.commons	commons-auth-api	4.0.0-RC1		2200f67f33d81ccba848b9276b4771dd77157baf
io.rocketbase.commons	commons-auth-api	4.0.0-RC2		f8f1dd310e21417b8522c1db35804a007ede0292
io.rocketbase.commons	commons-auth-api	4.0.0-RC3		c112fbadfe0f8ddd4e72c1d596ea70655652dc47
io.rocketbase.commons	commons-auth-api	4.0.0-RC4		4f1f9a33743d5cdfb86dae80ef1d8d20085f582c
io.rocketbase.commons	commons-auth-api	4.0.1		fd0fe40eecb70ff956649bc3b2f298de036e84d8
io.rocketbase.commons	commons-auth-api	4.1.0		c838b9c1820fbaf403f9720c831b7015ace46583
io.rocketbase.commons	commons-auth-api	4.1.1		a8a8a591def532452212b1ba78d9f683c6655749
io.rocketbase.commons	commons-auth-api	4.2.0		d695959c620b9691b882ac88b6003cd036eb7a43
io.rocketbase.commons	commons-auth-api	4.2.1		171be0f9c9d545ef0aed0df49d13e84d5eec1d38
io.rocketbase.commons	commons-auth-api	4.3.0		37e8eca1ed11877b9cabd2d26d92edf119595ac4
io.rocketbase.commons	commons-auth-api	4.3.1		484e4daa9c8be8a8fd8ce5612e26326721809f14
io.rocketbase.commons	commons-auth-api	4.4.0		7cd3c12d140cc57e8ce95ea257b09599931c0df5
io.rocketbase.commons	commons-auth-api	4.4.1		17bc4e2cd12bc3a9ec83ba5a4b3b991ac0a50dec
me.goudham	MyClipboard	0.1.0		86e18ae7b18cffdda1457db6ed12ec3f559402f9
me.goudham	MyClipboard	0.2.0		1fd367aa36e4e486249b62f8c218681bc9ca8f7e
me.goudham	MyClipboard	0.3.0		1a63e2ed48af9c40f693f2eaf8aad893965e562d
me.goudham	MyClipboard	0.3.1		9c3828f6325e2ad8774220db67f922dfdb4bab90
net.hycube	hycube	1.0.1		d91efe9c1e10c394bcbfb33e1555137848367701
net.hycube	hycube	1.0.1	jar-with-dependencies	8e0dfc41b6d894b41b28f19fcefe797103a4580d
net.hycube	hycube	1.0.1	shaded	81f9c238733089c9376562664d2ef77ccb797b15
net.hycube	hycube	1.0.2		accc8ee0c1d471fce8b42bfb2f527b9581125372
net.hycube	hycube	1.0.2	jar-with-dependencies	fb303371d496c438e07cefbb56757a7d943f4f39
net.hycube	hycube	1.0.2	shaded	e45c28e38e025fb840ffcac39c9dfb53501ae681
net.hycube	hycube	1.0.3		ebe3ad2d4949e3b673cccfae7c05ab42451c9905
net.hycube	hycube	1.0.3	jar-with-dependencies	4c9efac65b68d1d5f76d2d8b5d4e7cb39ed4b6ca
net.hycube	hycube	1.0.4		dfb95fd80b8439e050f56b175e3102c610982dbc
net.hycube	hycube	1.0.4	jar-with-dependencies	7e6ca5c459ee07de025ca3892eb7d0b5a350a37b
net.hycube	hycube	1.0.5		8dff77a3e3d218fdcfe1b45334d4894a2e45870b
net.hycube	hycube	1.0.5	jar-with-dependencies	ce96f94983c90e036f40326ffffe0063e65e175a
net.mamoe	kotlin-jvm-blocking-bridge-watchosx86	1.10.0-mc-4		N/A
net.mamoe	kotlin-jvm-blocking-bridge-watchosx86	1.10.0-mc-5		N/A
net.mamoe	kotlin-jvm-blocking-bridge-watchosx86	1.10.0-mc-6		N/A
net.mamoe	kotlin-jvm-blocking-bridge-watchosx86	1.10.1		N/A
net.mamoe	kotlin-jvm-blocking-bridge-watchosx86	1.10.2		N/A
net.mamoe	kotlin-jvm-blocking-bridge-watchosx86	1.10.3		N/A
net.mamoe	kotlin-jvm-blocking-bridge-watchosx86	1.10.3-dev-2		N/A
net.mamoe	kotlin-jvm-blocking-bridge-watchosx86	1.10.4		N/A
net.mamoe	kotlin-jvm-blocking-bridge-watchosx86	1.10.6		N/A
net.mamoe	kotlin-jvm-blocking-bridge-watchosx86	1.10.6-1530		N/A
net.mamoe	kotlin-jvm-blocking-bridge-watchosx86	1.10.6-1530.2		N/A
org.apache.skywalking	apm-feign-default-http-9.x-plugin	5.0.0-GA		f9d2d05564f912242bad36848f8d26ea44731b9e
org.apache.skywalking	apm-feign-default-http-9.x-plugin	5.0.0-RC2		055413f2d9f0afde39a37c860bcf687740ffd5d9
org.apache.skywalking	apm-feign-default-http-9.x-plugin	5.0.0-alpha		da7afd8dadc8540992b6396045aa8ed475a629e4
org.apache.skywalking	apm-feign-default-http-9.x-plugin	5.0.0-beta		832b690e4874f42c00324aaedc0e14af50d80185
org.apache.skywalking	apm-feign-default-http-9.x-plugin	5.0.0-beta2		969d04aeb3edd1aa9d1baa5ea244b7c877a6068d
org.apache.skywalking	apm-feign-default-http-9.x-plugin	6.0.0-GA		3b70ad6adc5e21c85d99c509216e91624331193a
org.apache.skywalking	apm-feign-default-http-9.x-plugin	6.0.0-alpha		f7ec795852cb4d883b35acac949a09b40996630b
org.apache.skywalking	apm-feign-default-http-9.x-plugin	6.0.0-beta		9a59b65125d1b6285a5f01a90a23e60912a8aa62
org.apache.skywalking	apm-feign-default-http-9.x-plugin	6.1.0		765b6379781dde6077daffd1921dd155b0385510
org.apache.skywalking	apm-feign-default-http-9.x-plugin	6.2.0		ad5baf147bde1d59ade93b117d91de5c9713b5c9
org.apache.skywalking	apm-feign-default-http-9.x-plugin	6.3.0		a3b7d0959c2606e66307fc4cedce5288aea0866c
org.apache.skywalking	apm-feign-default-http-9.x-plugin	6.4.0		b4d70b0146ca6db9ef42602e8797696cdb98dfbe
org.apache.skywalking	apm-feign-default-http-9.x-plugin	6.5.0		ad09e7e6847925d657aaaba91c037a1c858e75cf
org.apache.skywalking	apm-feign-default-http-9.x-plugin	6.6.0		1967dc312e150299a75c28b95d4cc67bc088aa1d
org.apache.skywalking	apm-feign-default-http-9.x-plugin	7.0.0		138fec5424d4ccb3c7ec47515b4dbfccfcaeef32
org.apache.skywalking	apm-feign-default-http-9.x-plugin	8.0.0		850e26985fd3e217f4762d17b41314d3c82a22bf
org.apache.skywalking	apm-feign-default-http-9.x-plugin	8.0.1		09f26d8a45b889f60a89c7d5376fcfa54b9b82f6
org.apache.skywalking	apm-feign-default-http-9.x-plugin	8.1.0		a38fde25c6f606445728001b3218b59789d0e541
org.apache.skywalking	apm-feign-default-http-9.x-plugin	8.10.0		2d4150e2ac87d447d1e071a261cd4a7cc1edff55
org.apache.skywalking	apm-feign-default-http-9.x-plugin	8.11.0		c10736307a8933bac001b67005353733fc0ddbae
org.apache.skywalking	apm-feign-default-http-9.x-plugin	8.12.0		f1b77a5b9f162bb77cbb073f8a8c564b020d6d9a
org.apache.skywalking	apm-feign-default-http-9.x-plugin	8.13.0		54becd29a371ad8a6e2d60ee122d563c497f7ee4
org.apache.skywalking	apm-feign-default-http-9.x-plugin	8.14.0		07e6031d620e330e1b9167dffb1643a99c5d8923
org.apache.skywalking	apm-feign-default-http-9.x-plugin	8.15.0		ee633b183242ffd77eec4ba3ceb290055af650fb
org.apache.skywalking	apm-feign-default-http-9.x-plugin	8.16.0		9f441a61f4b021517f8d43d0ebd401bc86f35d83
org.apache.skywalking	apm-feign-default-http-9.x-plugin	8.2.0		ac382cb86986ece4482733fc4576e82751af661c
org.apache.skywalking	apm-feign-default-http-9.x-plugin	8.3.0		676313b86dd2d1dcfb909b84072b8b52cab04051
org.apache.skywalking	apm-feign-default-http-9.x-plugin	8.4.0		30ac2d1f04ad9b1d05f5e1515d7251c4a4cc68e2
org.apache.skywalking	apm-feign-default-http-9.x-plugin	8.5.0		db0bad1d8ce1a838d9229a99cd2dd557d00612f2
org.apache.skywalking	apm-feign-default-http-9.x-plugin	8.6.0		035e55754352b45e20626124e3c2c4b92da65d4c
org.apache.skywalking	apm-feign-default-http-9.x-plugin	8.7.0		cd48817085502df6568eb8b623f91f634cfffef5
org.apache.skywalking	apm-feign-default-http-9.x-plugin	8.8.0		bf7613541cd6a53930bb4147c98fffa968a4f681
org.apache.skywalking	apm-feign-default-http-9.x-plugin	8.9.0		08f37ea668afed2e153771c605474288778e1efa
org.apache.skywalking	apm-feign-default-http-9.x-plugin	9.0.0		97bbe099ca35b6ea0d3166ac98a32354d7472166
org.apache.skywalking	apm-feign-default-http-9.x-plugin	9.1.0		09e0be59a632176830858a487d4c9bbc1948c112
org.apache.skywalking	apm-feign-default-http-9.x-plugin	9.2.0		6fb671f25ce22eee183b6cf9b207640210722fa9
org.apache.skywalking	apm-feign-default-http-9.x-plugin	9.3.0		e788e440bd57de3dfe47f57ab4b135c05c0baf1c
org.apache.skywalking	apm-feign-default-http-9.x-plugin	9.4.0		cb5b2175f8eff51d754e64638c97bc3146d2d289
org.arquillian.cube	arquillian-cube-kubernetes-reporter-ftest	1.0.0.Alpha16		80262e7bff8336c73104e019ad6b2852647f6f02
org.arquillian.cube	arquillian-cube-kubernetes-reporter-ftest	1.0.0.Alpha17		bdeae43a1166b77c0cb0679f23b49ad7fe643c4f
org.boofcv	sfm	0.16		fdf01a47654017291b740b2fff59a15cacadbb70
org.boofcv	sfm	0.17		de508a730997d96fd6a27046a060d8824f59a625
org.boofcv	sfm	0.18		f1219801dced6ff9c4b47130d50a09e14ece8461
org.boofcv	sfm	0.19		d5c5d1bf0962a96d6ded25e156c7117f702063e7
org.boofcv	sfm	0.20		45b29315f50c83d2d92aaff4cc3db0564290dbe3
org.boofcv	sfm	0.21		ce015a4a6f52e5225808bf4ce091d1562e3f2c04
org.boofcv	sfm	0.22		e184f69679e210c02debac041622a9f08a92820a
org.boofcv	sfm	0.23		dd41a337348b21f6fce4f686add9026f4fff37f3
org.boofcv	sfm	0.24		40f8f604600e0dbe05fb6f01c02c45d3c17235e6
org.boofcv	sfm	0.24.1		39f038557decace5de59541a0e15a92c0223097b
org.boofcv	sfm	0.25		d646ed5a29b3df6b639b2f7879701155fe1c7bc3
org.boofcv	sfm	0.26		702cb4df92924b8ebec6df38c5077cdd2c606fa4
org.codehaus.fabric3	fabric3-http-provisioning	0.5		9f71168b6afa37eddd32e518503188664172e7fc
org.codehaus.fabric3	fabric3-http-provisioning	0.5.1		44878b333f71b283abc067bd9e967538b07ccc71
org.codehaus.fabric3	fabric3-http-provisioning	0.5BETA1		8f1e4537b22f0629aa48ed1a4d066c71726a1d82
org.codehaus.fabric3	fabric3-http-provisioning	0.6		f3106f45bfaabf823c0de0330d9597b16a0138a4
org.codehaus.fabric3	fabric3-http-provisioning	0.6.5		cfd20d42de6d54e43d73ac3d52a46f1b692935a0
org.codehaus.fabric3	fabric3-http-provisioning	0.7		4bfb527fb7ec35ced306173146ec38dfd8a5ea6a
org.codehaus.fabric3	fabric3-http-provisioning	1.0		782344c48244b3c822193078032c63a21546a212
org.codehaus.fabric3	fabric3-http-provisioning	1.1		9722df332d0420cdfc3fd46b9ea87d1285a63de7
org.codehaus.fabric3	fabric3-http-provisioning	1.2		1e6073a7794af824dd85cc100ffa33ab84052f85
org.codehaus.fabric3	fabric3-http-provisioning	1.3		185d30fee42fe25fdf8405b77cd114d89a38e71e
org.codehaus.fabric3	fabric3-http-provisioning	1.4		0b9788c4018012ab7abb4b6c7acfa8084a9115a6
org.codehaus.sonar-plugins.xml	xml-squid	1.0.1		fbbb5f220c514064cca50e3492c0b586627c52f8
org.codehaus.sonar-plugins.xml	xml-squid	1.1		24610e4d7dba16b4c54afd7fea1ab2083a898617
org.codehaus.sonar-plugins.xml	xml-squid	1.2		39877037d644046dad312fe9a7f431383ab73de8
org.drombler.commons	drombler-commons-action-fx-context	0.11		0e09dee4445048917db188e4740935dd9e1a3a38
org.drombler.commons	drombler-commons-action-fx-context	0.12		b6f13973af34e1832022c4f00b556cf2b2ff3e0f
org.drombler.commons	drombler-commons-action-fx-context	0.13		d7886d58bfc848af4ce9fd9fe69e464e727cecd3
org.drombler.commons	drombler-commons-action-fx-context	0.14		f09f0fe446f14a7255b63d334c50aa16fd36402b
org.drombler.commons	drombler-commons-action-fx-context	0.15		4123466cd61ff2aaa1c39c6d51b8983dd758585b
org.drombler.commons	drombler-commons-action-fx-context	1.0		11847074bf40e5909b19d70cfc9db07534f1ce50
org.ehcache.modules	ehcache-integration-test	3.0.0.Alpha		05191a5662efe616006305e2a505251876682513
org.ehcache.modules	ehcache-integration-test	3.0.0.m1		2c1d9016cba6368452495d79b95cfda5ea9fd7d6
org.ehcache.modules	ehcache-integration-test	3.0.0.m2		94e10d0e24b5fc090ad36614201330dc7a442757
org.ehcache.modules	ehcache-integration-test	3.0.0.m3		a90b6461b38418b279b092b651d2129fbc0ad4bc
org.guppy4j	io	0.0.4		6e32599ccb4a695af2930e1ecd6ba59f01ef5248
org.guppy4j	io	0.0.5		c78287f7fd35ded0bbbb234f91ed0fa195eb49ed
org.guppy4j	io	0.0.6		f843cc26972eed529728b60d3993186d177f80fa
org.guppy4j	io	0.0.7		0f7650b5bd327f9dfd1d03b24e0ae6aa2dc860b4
org.hdiv	hdiv-struts-2.0.6	2.0.3		ab67b04cc22472501b03944dfd093f1eab691421
