ch.dvbern.oss.commons-logging-mdc	dvb-commons-logging-mdc-parent	0.0.2		N/A
com.io7m.idstore	com.io7m.idstore.protocol.admin	0.0.7		97f2eb4dab338e8738114ded3cdbe18bd57e1ee4
com.io7m.idstore	com.io7m.idstore.protocol.admin	0.0.8		22d9062c44739a9689ae152ac0b0b1ab8c4e00cb
com.io7m.idstore	com.io7m.idstore.protocol.admin	0.0.9		0e92d8b87688f7df3e4e3ae0a3047f833f358d20
com.io7m.idstore	com.io7m.idstore.protocol.admin	1.0.0		9e4a03fbf2e55091d4b716d2ea7fcd9dcadbacab
com.io7m.idstore	com.io7m.idstore.protocol.admin	1.0.0-beta0001		4aae97b5fc7d87c0f208576f92b1892884b4e0ef
com.io7m.idstore	com.io7m.idstore.protocol.admin	1.0.0-beta0002		b9735a02bafb3d99d4b2fcd220dcae0e13544494
com.io7m.idstore	com.io7m.idstore.protocol.admin	1.0.0-beta0003		58d4ca9fb36af7e75ec8aed841fb43bce959168b
com.io7m.idstore	com.io7m.idstore.protocol.admin	1.0.0-beta0004		151a2ee561575797d80d47d7f907fd7cccf6f02c
com.io7m.idstore	com.io7m.idstore.protocol.admin	1.0.0-beta0005		909b15e84e4d79e2e6c199f78ed90d1f60464f1e
com.io7m.idstore	com.io7m.idstore.protocol.admin	1.0.0-beta0006		7e55ebcf0de7884df8ab31a27d2b62e762fca01b
com.io7m.idstore	com.io7m.idstore.protocol.admin	1.0.0-beta0007		c9467728310b1d103120567bb7cc6ba608e4f71c
com.io7m.idstore	com.io7m.idstore.protocol.admin	1.0.0-beta0008		d5606e123f0f56eba9554e418003bfedf3401493
com.io7m.idstore	com.io7m.idstore.protocol.admin	1.0.0-beta0009		e96278ce08b9e700e38d19e676c711aa44a1adda
com.io7m.idstore	com.io7m.idstore.protocol.admin	1.0.0-beta0010		09a883fa013e4074133537aee804a9e222c85d76
com.io7m.idstore	com.io7m.idstore.protocol.admin	1.0.0-beta0011		ea710b5b048afea4dbc1a22dfe1596b6af3f369f
com.io7m.idstore	com.io7m.idstore.protocol.admin	1.0.0-beta0013		1adff880ab2e450606d793da179bc6024f3b70f7
com.io7m.idstore	com.io7m.idstore.protocol.admin	1.0.0-beta0014		9d97a88515897537959deb2b81c578bb9dbf1d37
com.io7m.idstore	com.io7m.idstore.protocol.admin	1.0.0-beta0015		ba07f0561184751b7cb3cfdf9d9b0fdb5ae47814
com.io7m.idstore	com.io7m.idstore.protocol.admin	1.0.0-beta0016		700cec5b94539839043db5f19d5f084fd341e9a5
com.io7m.idstore	com.io7m.idstore.protocol.admin	1.0.0-beta0017		380c9281afe1b3b897013c52a436b7e5547d8558
com.io7m.idstore	com.io7m.idstore.protocol.admin	1.0.0-beta0018		95286b842b41cea04205244736da4090a9755420
com.io7m.idstore	com.io7m.idstore.protocol.admin	1.0.0-rc0001		21d948a7c028ab7d26dd8d8aa39d7680bbf8ab30
com.io7m.idstore	com.io7m.idstore.protocol.admin	1.0.0-rc0002		a13c89aa1e31c8d1bc66865bc3fc65fe92e53b95
com.io7m.idstore	com.io7m.idstore.protocol.admin	1.0.0-rc0003		01d15b15df29c8547485b5ce18e1d29690582e95
com.io7m.idstore	com.io7m.idstore.protocol.admin	1.0.0-rc0004		d7f5a3e44ce2ec7204acdcfd36a8e4f873f2769e
com.io7m.idstore	com.io7m.idstore.protocol.admin	1.0.0-rc0005		1c95db55b08b704a3334513b67c7adbb4eb21fd7
com.io7m.idstore	com.io7m.idstore.protocol.admin	1.0.0-rc0006		3d367514f86862e6e4d571805805ef800423fc5c
com.io7m.idstore	com.io7m.idstore.protocol.admin	1.1.0		8aaae7fd53b121237cd716ddd8be83d1de4e7cdd
com.io7m.idstore	com.io7m.idstore.protocol.admin	1.2.0		b687b3a0d3a24f56b5a9c3b49c8c1511f919146f
com.io7m.idstore	com.io7m.idstore.protocol.admin	1.2.1		3c73ef837e82ebe29eea3d247b5a14182a8d7783
com.io7m.idstore	com.io7m.idstore.protocol.admin	2.0.0		ef41ab6c605d1de521cdedcc19cb1d4acd64bf6c
com.io7m.idstore	com.io7m.idstore.protocol.admin	2.0.0-beta0001		4b88854ef1a1866b3fe2dbae1a2ab1a273b4caab
com.io7m.idstore	com.io7m.idstore.protocol.admin	2.0.1		ba6312fe0e5aca0691bab536a9dfd25c2b38d520
com.jslsolucoes	ee	1.0.10		N/A
com.jslsolucoes	ee	1.0.11		N/A
com.jslsolucoes	ee	1.0.12		N/A
com.jslsolucoes	ee	1.0.13		N/A
com.jslsolucoes	ee	1.0.14		N/A
com.jslsolucoes	ee	1.0.16		N/A
com.jslsolucoes	ee	1.0.17		N/A
com.jslsolucoes	ee	1.0.18		N/A
com.jslsolucoes	ee	1.0.19		N/A
com.jslsolucoes	ee	1.0.2		N/A
com.jslsolucoes	ee	1.0.20		N/A
com.jslsolucoes	ee	1.0.21		N/A
com.jslsolucoes	ee	1.0.22		N/A
com.jslsolucoes	ee	1.0.23		N/A
com.jslsolucoes	ee	1.0.24		N/A
com.jslsolucoes	ee	1.0.25		N/A
com.jslsolucoes	ee	1.0.26		N/A
com.jslsolucoes	ee	1.0.27		N/A
com.jslsolucoes	ee	1.0.28		N/A
com.jslsolucoes	ee	1.0.29		N/A
com.jslsolucoes	ee	1.0.3		N/A
com.jslsolucoes	ee	1.0.30		N/A
com.jslsolucoes	ee	1.0.31		N/A
com.jslsolucoes	ee	1.0.32		N/A
com.jslsolucoes	ee	1.0.33		N/A
com.jslsolucoes	ee	1.0.34		N/A
com.jslsolucoes	ee	1.0.4		N/A
com.jslsolucoes	ee	1.0.5		N/A
com.jslsolucoes	ee	1.0.6		N/A
com.jslsolucoes	ee	1.0.7		N/A
com.jslsolucoes	ee	1.0.9		N/A
com.namics.oss.spring.support.i18n	spring-i18n-support-samples	1.0.0		N/A
com.namics.oss.spring.support.i18n	spring-i18n-support-samples	1.0.1		N/A
com.namics.oss.spring.support.i18n	spring-i18n-support-samples	1.1.0		N/A
com.namics.oss.spring.support.i18n	spring-i18n-support-samples	1.1.1		N/A
com.namics.oss.spring.support.i18n	spring-i18n-support-samples	1.1.2		N/A
com.netflix.conductor	conductor-postgres-persistence	2.21.0		2e198e01bcc3054dcf3cb4613028742500d689d7
com.netflix.conductor	conductor-postgres-persistence	2.21.0-alpha		0a6753df762fa3ac74c32e77d5cebc97d9a33d07
com.netflix.conductor	conductor-postgres-persistence	2.21.0-hotfix		c59eda1a1e8fdc44959882c453f869797a4e99e5
com.netflix.conductor	conductor-postgres-persistence	2.21.1		0288545b3a5e9bf46e833e903295f3db1270cdc8
com.netflix.conductor	conductor-postgres-persistence	2.21.2		563513ace5feaaad99ef29c4d9c4eeec8b7c72a4
com.netflix.conductor	conductor-postgres-persistence	2.22.0		1481036abf7e9d5a2295990862f60f84998d9404
com.netflix.conductor	conductor-postgres-persistence	2.22.1		cf3703b0299b209947dada3ec300216e88e1756d
com.netflix.conductor	conductor-postgres-persistence	2.22.2		d417f69a78813aaf593b53244060c767a942bddf
com.netflix.conductor	conductor-postgres-persistence	2.22.2-alpha		72f478d3030ea6e6e0c3fe3c8d9040752eb0e2c6
com.netflix.conductor	conductor-postgres-persistence	2.22.3		f62375289700d9766827a2605d7dcfe211758a3e
com.netflix.conductor	conductor-postgres-persistence	2.22.4		6b3453868da42d5838015b978d321a63cdf8098c
com.netflix.conductor	conductor-postgres-persistence	2.22.5		78fe70048d4758e982dc063df3a938e4c2405e1c
com.netflix.conductor	conductor-postgres-persistence	2.22.5-alpha		21353ffd517d0aa70e164b147ae964e2479ad07a
com.netflix.conductor	conductor-postgres-persistence	2.22.6		1ed8c99b31216f65ca2a1a4b0ad0aff0093fc339
com.netflix.conductor	conductor-postgres-persistence	2.22.6-alpha		52317a382347906ca2f426e92cda22d40b263c33
com.netflix.conductor	conductor-postgres-persistence	2.23.0		d35ec24e0815f02e86ec8e6bdece484b15f04538
com.netflix.conductor	conductor-postgres-persistence	2.24.0		11ac6be5b949137782191515e98ca7d9811617f1
com.netflix.conductor	conductor-postgres-persistence	2.24.5-alpha.1		33a37d77d1457f1ab720ae6d35d1a57bd5239fc4
com.netflix.conductor	conductor-postgres-persistence	2.24.5-alpha.2		0b94cf65ae3614ff0ddd3cd5b456d81ff7af134e
com.netflix.conductor	conductor-postgres-persistence	2.25.0		e2234d78936084b9e21abd93a4d89b784650d6f8
com.netflix.conductor	conductor-postgres-persistence	2.25.1		4ccb0b53489bf9241d3c1bac4d230770cfa8c4e2
com.netflix.conductor	conductor-postgres-persistence	2.25.1-alpha		63eda40819479fff54105d758514096a4af40627
com.netflix.conductor	conductor-postgres-persistence	2.25.10		94ed04e53f7382e44719667403a929a696f56461
com.netflix.conductor	conductor-postgres-persistence	2.25.11		88bddfe58bd8c6a9b0a9100aa22f729eca113fd5
com.netflix.conductor	conductor-postgres-persistence	2.25.2-alpha		c30e3f28e4993581c4998931dcffc575e2e9cd8a
com.netflix.conductor	conductor-postgres-persistence	2.25.2-alpha.2		ed3925306aa26642eb33c0784e72f9f14b96209c
com.netflix.conductor	conductor-postgres-persistence	2.25.3		d01ebba1d1af46421c7c438b699e2a95d218bd52
com.netflix.conductor	conductor-postgres-persistence	2.25.4		0bf7e090c4c4ffbf17f35c72f65deae053c16a24
com.netflix.conductor	conductor-postgres-persistence	2.25.5		1ca34fb7ad48fe33cdf152a5c347a7852ae52e0a
com.netflix.conductor	conductor-postgres-persistence	2.25.6		ba3ac0803cce27ff2ee4fc5e5a201c9bb4c662b8
com.netflix.conductor	conductor-postgres-persistence	2.25.7		ce65004679a247cbe360fd174e88ae2a5a563f4e
com.netflix.conductor	conductor-postgres-persistence	2.25.8		3c811f909f6a8934179290060ef29352784875c6
com.netflix.conductor	conductor-postgres-persistence	2.25.8-beta		e198ee25bacff467a802d0b18a0e04af1da060db
com.netflix.conductor	conductor-postgres-persistence	2.25.8-beta.2		b42f71babbd763d11eff9a426d6009d34396149e
com.netflix.conductor	conductor-postgres-persistence	2.25.8-beta.3		4c3beed37b1844a1103c6f2a6dfa3dcdcee6fd2e
com.netflix.conductor	conductor-postgres-persistence	2.25.9		068fa9bf2219c78371c281eaebf73ad2386d8e17
com.netflix.conductor	conductor-postgres-persistence	2.26.0		f96b66de70d28008ce23d95a9bbe0c8f63efe98c
com.netflix.conductor	conductor-postgres-persistence	2.26.0-beta		7919f1c44272b86a1521959718b06a99d08e0b4f
com.netflix.conductor	conductor-postgres-persistence	2.26.0-beta.1		9cbeb0d5b416827462779cd5433912c3c1723666
com.netflix.conductor	conductor-postgres-persistence	2.26.1		54f4a7b3f89e791b984f60eb698c8a45454ae5c1
com.netflix.conductor	conductor-postgres-persistence	2.26.1-beta		64bdf45a5ba003af04a0f9124a837eb2459967fd
com.netflix.conductor	conductor-postgres-persistence	2.26.2-beta		9eaee0db5a947b8cbef7cfffc8d0deef44fe8617
com.netflix.conductor	conductor-postgres-persistence	2.26.2-beta.1		0353937bcf41e85560f21695457f711c1b1ea05d
com.netflix.conductor	conductor-postgres-persistence	2.26.2-beta.2		ce697c798d74457a633f21312883efa702bf30af
com.netflix.conductor	conductor-postgres-persistence	2.27.0		83012161730f143c64218f804c343eedc1d79e71
com.netflix.conductor	conductor-postgres-persistence	2.27.0-beta		ee3458d73fca273489b17386244336b4ec60aa96
com.netflix.conductor	conductor-postgres-persistence	2.27.0-beta.1		96d80420e6dd9b7340180124e3368048ea0203b1
com.netflix.conductor	conductor-postgres-persistence	2.27.0-beta.2		675662d3170e65c39cdd7fd5d710ec4be2827f4e
com.netflix.conductor	conductor-postgres-persistence	2.27.1		813907dd78e700061e7fa64b71346a2c755fbdb9
com.netflix.conductor	conductor-postgres-persistence	2.27.2		2180c04a0bdc310df80293b967ed5ce38a91b91f
com.netflix.conductor	conductor-postgres-persistence	2.27.3		035df77b8bcdb0f51593972854b5468494ee2536
com.netflix.conductor	conductor-postgres-persistence	2.27.4		57012ee3fa8701c8d7ce7af7e8684c51b3f052a2
com.netflix.conductor	conductor-postgres-persistence	2.27.5		9c338860c8ee6e9a9c229ecb92aa4980a6ddfd42
com.netflix.conductor	conductor-postgres-persistence	2.27.6		73f2c3e4f1258057e5fb78d888c9b1e042b158e1
com.netflix.conductor	conductor-postgres-persistence	2.28.0		9ab6352c85192a7a65789e95fd0f2d76bc88e2ab
com.netflix.conductor	conductor-postgres-persistence	2.28.1		d6b8676d75ddac1ae6ea98e584e7ebcdcf8431ff
com.netflix.conductor	conductor-postgres-persistence	2.28.2		e36ac4d9980e449ff3a5ac9049ce25ebd4cf902f
com.netflix.conductor	conductor-postgres-persistence	2.28.3		01b244680d51d15fd97a50eed78fa7e3340218c3
com.netflix.conductor	conductor-postgres-persistence	2.28.4-alpha		7179473c37be4be95c8c77ff99630b015ed72993
com.netflix.conductor	conductor-postgres-persistence	2.28.4-alpha.3		f1a4b9fe2c8f109a447c2f5d00e9026fbef06197
com.netflix.conductor	conductor-postgres-persistence	2.28.4-alpha.4		6bb22501e602dab589035838cccfa4e33f982f2f
com.netflix.conductor	conductor-postgres-persistence	2.29.0		28a7d76f18c1e1dff2f198762cc5d7466122fe40
com.netflix.conductor	conductor-postgres-persistence	2.29.1		27a552afc92ea0ec7f8a44e1bc4966b87143381b
com.netflix.conductor	conductor-postgres-persistence	2.29.2		ea7c847879f4551bc15bf675b55565421645d1d7
com.netflix.conductor	conductor-postgres-persistence	2.29.3		818d82b260a101f606be058d31745796cb798fa0
com.netflix.conductor	conductor-postgres-persistence	2.30.1		63db967bd7d8e70a39bb9146b4abab5e179987c9
com.netflix.conductor	conductor-postgres-persistence	2.30.2		eebf39e85d64a782c08212742ad6fda959902a0b
com.netflix.conductor	conductor-postgres-persistence	2.30.3		1983db1e72f906eb6fa22cf77e9c06fbe32a2995
com.netflix.conductor	conductor-postgres-persistence	2.30.4		8f5f228db91f06c9430b76767611d3702c488801
com.netflix.conductor	conductor-postgres-persistence	2.31.0		1e805eb56840acdff13e0384dcd97c2abf62b9a5
com.netflix.conductor	conductor-postgres-persistence	2.31.1		fa28c536b3a804f52c3ce43a4d733f791256c8b0
com.netflix.conductor	conductor-postgres-persistence	2.31.2		8807d5c0d945f0da6cd0abee9cddef57d10adc6f
com.netflix.conductor	conductor-postgres-persistence	2.31.3		785371b14dbe2403073a47c678c6a3fdd94c53e0
com.netflix.conductor	conductor-postgres-persistence	2.31.4		0b8b495266860bf3d049790a9919016df5be7d09
com.netflix.conductor	conductor-postgres-persistence	2.31.5		736e8b298282ad1d9965f7b7a26bd67d2c3aa876
com.netflix.conductor	conductor-postgres-persistence	2.31.6		c1da5dd8cd970caad58cb0565db680a104a73010
com.netflix.conductor	conductor-postgres-persistence	2.31.7		78f917a8c161d555688b87ec9a59f31f9ff5afba
com.netflix.conductor	conductor-postgres-persistence	2.31.8		1bc01e23a09923275aaddc8878d19c71474ffa4b
com.netflix.conductor	conductor-postgres-persistence	2.31.9		883c60dd4e7eb42bb624c2a397a4e4f2706030bb
com.netflix.conductor	conductor-postgres-persistence	3.0.0		5919e47679af145594e7693c6af8b93c816e5a99
com.netflix.conductor	conductor-postgres-persistence	3.0.1		e66905fe25590c5a4d0876d997fdefa10195cce5
com.netflix.conductor	conductor-postgres-persistence	3.0.2		8d62f4533e592093271ceb5b41bec1435645b68e
com.netflix.conductor	conductor-postgres-persistence	3.0.3		4602cde20275c45b4f54fc936312f047ae9885fb
com.netflix.conductor	conductor-postgres-persistence	3.0.4		d923954f3b77617ddde3932d4d74c9ad7d79d7e3
com.netflix.conductor	conductor-postgres-persistence	3.0.5		0f8efe7ad24717b0e2258a86f1dd1115777fe78f
com.netflix.conductor	conductor-postgres-persistence	3.0.6		02a256614e66db1060ad015fa2418e99e4fce302
com.netflix.conductor	conductor-postgres-persistence	3.1.0		cd52d8303034de6b59016f1b408ce1735d132c24
com.netflix.conductor	conductor-postgres-persistence	3.10.0		55fb56c77c81503aafe49f4f3dfadb5fc0db3255
com.netflix.conductor	conductor-postgres-persistence	3.10.2		e171eb2a8ba0d459785f9210348ea9ac7629d0e6
com.netflix.conductor	conductor-postgres-persistence	3.10.3		a59353239aac657b2d1f83ea577f4201f52ea95f
com.netflix.conductor	conductor-postgres-persistence	3.10.4		0eb26d246555820f0e63b6e6838152e8df8d3bac
com.netflix.conductor	conductor-postgres-persistence	3.10.5		804d431813a6bd343aec3a73355f952c75eb09f9
com.netflix.conductor	conductor-postgres-persistence	3.10.6		12608e06754aea56461c5c179dc2abb4503b40a7
com.netflix.conductor	conductor-postgres-persistence	3.10.7		5c42add6eadfa78326f142b5b7773f993f5ae51d
com.netflix.conductor	conductor-postgres-persistence	3.11.0		166f70c4575c4007ab19fbabdc3975141b97732c
com.netflix.conductor	conductor-postgres-persistence	3.11.1		d2ec4e313ecb25ae9250c39e7096ac51dfc58877
com.netflix.conductor	conductor-postgres-persistence	3.11.3		b1f8b8a358148307798251e2475bb05e9d60666c
com.netflix.conductor	conductor-postgres-persistence	3.13.2		b604b7a6bb5c489a68330fc75c47fe52db85f928
com.netflix.conductor	conductor-postgres-persistence	3.13.3		1eaa0b77ab1d5535fcfe6f73d3ca928ce94b3b60
com.netflix.conductor	conductor-postgres-persistence	3.13.5		b3c6471292b270b7c9962ca866d72139765a9214
com.netflix.conductor	conductor-postgres-persistence	3.13.6		716794a96ac4ac36c5d3791d881e3febfb36c397
com.netflix.conductor	conductor-postgres-persistence	3.13.7		7b61c1c124f5a4f904351c657db98df90201b563
com.netflix.conductor	conductor-postgres-persistence	3.13.8		3bd67d8bfa31ddc9faa8a80de6ea2a92f11c08cb
com.netflix.conductor	conductor-postgres-persistence	3.14.0		44049891ff749d369fc4f386293e618b388ae396
com.netflix.conductor	conductor-postgres-persistence	3.15.0		67f0d0befe22e6a36fd0816f968eaba0aebc0f2b
com.netflix.conductor	conductor-postgres-persistence	3.2.0		197215d7ee190e9b5d53f2e8fb4117045e5bb407
com.netflix.conductor	conductor-postgres-persistence	3.2.1		24c1c6cfcff7b16f18f1e406c4e970f137edbb99
com.netflix.conductor	conductor-postgres-persistence	3.3.0		5fba52bc1907d3ec2dd1993aa38e6c0876eb2bb4
com.netflix.conductor	conductor-postgres-persistence	3.3.1		7d6c2d6169a3916c14083fba2f8e68c3e021824f
com.netflix.conductor	conductor-postgres-persistence	3.3.2		6023f3654e058637cca2f24eb809097eeef7db61
com.netflix.conductor	conductor-postgres-persistence	3.3.3		cb6f278978b4a68186932cb41159f88b1e1a9022
com.netflix.conductor	conductor-postgres-persistence	3.3.4		8d8fadce3edc30039ec81a34169533ccc0dc57a0
com.netflix.conductor	conductor-postgres-persistence	3.3.5		09241e056beaa2adea1a6950a5ac76b96f378f9b
com.netflix.conductor	conductor-postgres-persistence	3.3.6		c4803d5ed9678acabb492e970a0f6ffe28998fd5
com.netflix.conductor	conductor-postgres-persistence	3.4.1		6b8cde50d2194a6facd822d91cafed1c1d9eea48
com.netflix.conductor	conductor-postgres-persistence	3.4.2		cefed189763c92021504456379886fb715008e22
com.netflix.conductor	conductor-postgres-persistence	3.5.0		c159e593ad14623dba07dc161ddd26e65c0a8415
com.netflix.conductor	conductor-postgres-persistence	3.5.1		85a837638b844ca3cff8fa19aa51f8fdb71bda6e
com.netflix.conductor	conductor-postgres-persistence	3.5.2		2fdc0ee91023e04c9f1a70f53770d6bec72ddc01
com.netflix.conductor	conductor-postgres-persistence	3.5.3		4c6007d3d4a2d9796865d478f78cb7f96462462c
com.netflix.conductor	conductor-postgres-persistence	3.6.0		405ec699fb6aff1d7669483b98aa0c2f72707320
com.netflix.conductor	conductor-postgres-persistence	3.6.1		d0dbeb67d3532e34082c8e77629b7e1056cdbf09
com.netflix.conductor	conductor-postgres-persistence	3.7.0		eac2a663a9be2d767881dce0d25588239f32a50c
com.netflix.conductor	conductor-postgres-persistence	3.7.2		124c8dd2820296e839eacf987f711d6907281f45
com.netflix.conductor	conductor-postgres-persistence	3.7.3		af07999197a1862d42b99c640a5972fc1928bfdb
com.netflix.conductor	conductor-postgres-persistence	3.8.0		0768907c1b837a2349f2d93cff92338a145cc868
com.netflix.conductor	conductor-postgres-persistence	3.8.1		ad11905aa8d7e3c37a7db46d73d2ec9c2a59108f
com.netflix.conductor	conductor-postgres-persistence	3.8.2		6229a4ac2b58dae01a46ee7af91bb9158b0c826d
com.netflix.conductor	conductor-postgres-persistence	3.8.3		c0c43797c31a31de7778469dc5bc012bd806db17
com.netflix.conductor	conductor-postgres-persistence	3.9.0		8f2d8ae27bd54235de192200d52ff5d3000ba235
com.netflix.conductor	conductor-postgres-persistence	3.9.1		2d2f3e2e794a6db6ccfa02d52ce2527b04308499
com.netflix.conductor	conductor-postgres-persistence	3.9.2		4fe276cb4af27a947454623adda17b39d397ccca
com.nostra13.universalimageloader	universal-image-loader-sample	1.7.0		a6eb5d64fc371538578ff06ab15b069d3f35615b
com.nostra13.universalimageloader	universal-image-loader-sample	1.7.1		5b7d6d2f57fff2c6bc3992566283146c37c832d8
com.nostra13.universalimageloader	universal-image-loader-sample	1.8.0		5a158f39f21db3c9fc6a14f887e6901a868a2b65
com.nostra13.universalimageloader	universal-image-loader-sample	1.8.1		5284529ee3cb8cb4b9a025cae1bf9b89615d499a
com.nostra13.universalimageloader	universal-image-loader-sample	1.8.2		e3a54d7aa2f55b3896cb7bf8a6df28b24c8b4973
com.nostra13.universalimageloader	universal-image-loader-sample	1.8.3		9d8a8c818808c96de9de5ecc0c9631c6be26a035
com.nostra13.universalimageloader	universal-image-loader-sample	1.8.4		fce5a7ae9ab76f1ec9029c3a99c0be64aac4e591
com.nostra13.universalimageloader	universal-image-loader-sample	1.8.5		28c7fd56c027d47275e1a57188c4b78240746f88
com.nostra13.universalimageloader	universal-image-loader-sample	1.8.6		eb905c4d293e3644284c078aca95a73ae78a666a
com.nostra13.universalimageloader	universal-image-loader-sample	1.9.0		54a6baf3228372bbfb5955af40b4620770c83fbb
com.nostra13.universalimageloader	universal-image-loader-sample	1.9.1		522c5c4bc93db68617390d7df187f40d91fd9e37
com.nostra13.universalimageloader	universal-image-loader-sample	1.9.2		7b312b2b6317d0339206ec449f3f86875fe6e326
com.nostra13.universalimageloader	universal-image-loader-sample	1.9.3		0c9c7bcf2d41a89f83665572c9b01cf234cbd971
com.nostra13.universalimageloader	universal-image-loader-sample	1.9.4		55177a892d8605d13f0ad7a9c195a3a528fb5e9a
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.10.0		9aec7554f54327d700f6500ba7e244de795a4733
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.11.0		0d688131120edf4c7771f4c4a78e569f00eaeaad
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.11.1		0d6e837a270a748623168e1752cb3e778876eeec
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.11.2		e5f099e7a09677437b32e71ac14666aaa2cabdff
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.12.0		ba0ba5ae915e78c3ecb1f300d482007344b672ed
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.13.0		d20f7dd15c817870e8a6cf70a10565bb33b8064a
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.14.0		eaa95e552bd33cb8bc1690481453dd937873a6d1
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.14.1		6e6c88ebb964446f403a1bc98b440aca752ea6fa
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.14.2		1042bc3c0e85f783d6f917990505c1b1f3db45f5
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.14.3		c5852b39aa7bb29bdb3394412662507aee88335f
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.14.4		49727809f2ea7dc8f12df0778fe90fa5b4bea528
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.14.5		ae9cf56ca7ecc4a898f1bc60ade70ddae2f1f589
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.14.6		2d63bd39b319b7300bccb9596bfde7a43e803232
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.14.7		5877d0991cc8d39cc3043f57f48a23b235841517
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.3.1		c52d32525788373ca3c9f1172feaed8e4402fe79
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.3.2		256406a28876439d7f0642783de66c2fd9b00bbd
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.4.0		ab8e6be1feafb6a5daa0a984c93be8b3149ca996
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.4.1		50e111a565c045a5c8a0ecf33f4ce8df74242d61
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.5.0		5e2687dc89ad39bfd93c50cf2a920b9fa13052e9
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.5.1		2703c9e89f78d3741488ef407ea8d82ab477f13a
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.6.0		d55192b15119add7c95fd1116374896178219edf
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.6.1		ce4a4ec35f62a2fd10874e0eb7b49aacacb63102
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.7.0		058233767e323f92dd8361847049297ac5a469d3
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.7.1		6b4c15884cdb81cf0933c8048fec740764359dd8
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.8.0		b0bb622f3764f322936eb643ff9f888f2b571d0a
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.8.1		7d774f261dfa74f68affcbc55872f77a78bc59f8
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.9.0		f0f54c5de21f772bd9857feba2a5cf684eeffa5f
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.9.1		55e16b81f9f340ea50bd18663a79ddccc37c30fe
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.9.2		ec532ce02a91eac13da45ca1c29458bc34f5e073
com.sap.prd.mobile.ios.mios	xcode-maven-plugin	1.9.3		d5f43dc3ad99b3d9b8d3ffb90d8743c8b95b6258
com.siashan	toolkit-sms-baidu-spring-boot-starter	1.2.0		f5718d26a20fb1b13d25b295ba8711e757602a03
com.siashan	toolkit-sms-baidu-spring-boot-starter	1.2.1		c764d8a79e84fdf10a8566c1c49feda583e9d0d9
com.siashan	toolkit-sms-baidu-spring-boot-starter	1.2.2		c2f3fc6c31409330b3fada808439e6035500bc9b
com.siashan	toolkit-sms-baidu-spring-boot-starter	1.2.3		de09e57036c08a386bf1301bb2f239b033b5f5f6
com.siashan	toolkit-sms-baidu-spring-boot-starter	1.2.4		8c657d1dff033de9f430e38bbb89a293f364b168
com.siashan	toolkit-sms-baidu-spring-boot-starter	1.2.5		0356d8d943c5d1ebfa4be9ffcf122833c009ac42
com.spotify	magnolify-bigtable_2.11	0.1.6		bb23b0c8e78039182510342009e5007e5dcf20b5
com.spotify	magnolify-bigtable_2.11	0.1.7		582c28a2248b90341ff40d64eaf2c5b4b47b9ec0
com.tencent.imsdk	imsdk-plus-pro	6.8.3374		N/A
com.tencent.imsdk	imsdk-plus-pro	6.9.3557		N/A
com.tencent.imsdk	imsdk-plus-pro	7.0.3754		N/A
com.tencent.imsdk	imsdk-plus-pro	7.0.3771		N/A
com.tencent.imsdk	imsdk-plus-pro	7.1.3925		N/A
com.tencent.imsdk	imsdk-plus-pro	7.2.4123		N/A
com.tencent.imsdk	imsdk-plus-pro	7.2.4146		N/A
com.tencent.imsdk	imsdk-plus-pro	7.3.4358		N/A
com.tencent.imsdk	imsdk-plus-pro	7.4.4643		N/A
com.tencent.imsdk	imsdk-plus-pro	7.4.4655		N/A
com.tencent.imsdk	imsdk-plus-pro	7.4.4661		N/A
com.tencent.imsdk	imsdk-plus-pro	7.5.4852		N/A
