au.csiro	elk-util-hashing	0.5.0		fca700d9793d6c515dad47bb12f139b924760ee2
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	20.0.0.6		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	20.0.0.7		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	20.0.0.8		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	20.0.0.9		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	21.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	21.0.0.10		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	21.0.0.11		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	21.0.0.12		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	21.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	21.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	21.0.0.4		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	21.0.0.5		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	21.0.0.6		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	21.0.0.7		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	21.0.0.8		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	21.0.0.9		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	22.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	22.0.0.10		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	22.0.0.11		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	22.0.0.12		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	22.0.0.13		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	22.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	22.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	22.0.0.4		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	22.0.0.5		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	22.0.0.6		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	22.0.0.7		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	22.0.0.8		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	22.0.0.9		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	23.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	23.0.0.10		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	23.0.0.11		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	23.0.0.12		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	23.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	23.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	23.0.0.4		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	23.0.0.5		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	23.0.0.6		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	23.0.0.7		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	23.0.0.8		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	23.0.0.9		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	24.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	24.0.0.10		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	24.0.0.11		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	24.0.0.12		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	24.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	24.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	24.0.0.4		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	24.0.0.5		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	24.0.0.6		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	24.0.0.7		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	24.0.0.8		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	24.0.0.9		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	25.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	25.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	25.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.org.eclipse.microprofile.faulttolerance-2.0	25.0.0.4		N/A
it.unibo.apice.scafiteam	scafi-commons_2.12	0.1.0+195-72ae81ba		df79f13f7367a64831848e471f440df3240f1a63
it.unibo.apice.scafiteam	scafi-commons_2.12	0.3.1		93367ce101ff2ffdc263f14a24c41d1190cf0481
it.unibo.apice.scafiteam	scafi-commons_2.12	0.3.2		c2c8de67523b7db390b5d4716ab77d52400afcc7
it.unibo.apice.scafiteam	scafi-commons_2.12	53ddebd1		bddae20c84509894a389d7b3082490f396ec6cb6
it.unibo.apice.scafiteam	scafi-commons_2.12	94e06d43		afc382e846ee77d53cb1013b88135fdc1e75327e
it.unibo.apice.scafiteam	scafi-commons_2.12	v0.3.3		350817f3ad3ee85ad5b2022a0b47f9497eadb33f
love.forte	kron	0.0.1		820858ac183ca0d110bc6c3cdf69735be4b829ed
love.forte	kron	0.0.1	all	b56f8752b9982cadcc007cb127dcb96c83de6851
me.ehp246	auf-kafka	1.0.0		630b8883598da358d51bca3b030780d0ffd06bed
me.ehp246	auf-kafka	1.0.1		730bbf8091e19c8dd898df2df35316754686e941
me.ehp246	auf-kafka	2.0.0		b5b114c06e2c1901029af8ef7720323deed51efa
me.ehp246	auf-kafka	2.0.1		9acdbd74d018300cbd14fba263e3abb6a8e767b3
me.gulya.sqldelight	async-extensions-androidnativearm32	2.0.2-wasm-web-worker-1		N/A
me.gulya.sqldelight	async-extensions-androidnativearm32	2.0.2-wasm-web-worker-2		N/A
me.gulya.sqldelight	async-extensions-androidnativearm32	2.0.2-wasm-web-worker-3		N/A
me.gulya.sqldelight	async-extensions-androidnativearm32	2.1.0-wasm		N/A
net.rossonet	bottegaio-manage-web-api	0.0.2		ca3cac17fb934f6abd8154813fd98d1ab3edd459
net.seedboxer	ftp-common	0.6		631681ec7f3064c1e47613612aa63956c0f3120f
org.actframework	act-starter-ebean-all-java7	1.8.11.0		7b0355595d1dbecd20a90b1c173962f94c8eef33
org.actframework	act-starter-ebean-all-java7	1.8.12.0		3539687d41038a4d5f009c1a0869773b16b5444a
org.actframework	act-starter-ebean-all-java7	1.8.13.0		e70ac325a7707cf6bb2e9becaf000d289b142ca1
org.actframework	act-starter-ebean-all-java7	1.8.14.0		d88d8656c10f9c9cea3816511d5636b33f4bad6e
org.actframework	act-starter-ebean-all-java7	1.8.15.0		e6f31df5eac761c437c5e7499bcd52a884ce1e79
org.actframework	act-starter-ebean-all-java7	1.8.16.0		c50961bda96e0a3bd6cdd38fc239a91667055ba9
org.actframework	act-starter-ebean-all-java7	1.8.16.1		f81b8088fad3026f034a1533da4e8c3fe8987f47
org.actframework	act-starter-ebean-all-java7	1.8.17.0		bff505da33c6691f90427d0b4054f0cbd023730b
org.actframework	act-starter-ebean-all-java7	1.8.17.1		65fe1712c481df946e9a9b8b9fed3325e75987c0
org.actframework	act-starter-ebean-all-java7	1.8.18.0		942575bad3257f4ccdd1139cb03c0a7c6b9f6ae3
org.actframework	act-starter-ebean-all-java7	1.8.19.0		932e88ef31bcf7c83dc5f1b5f75df2322da79998
org.actframework	act-starter-ebean-all-java7	1.8.20.0		6d533681f9365d2b7acb7e5846a4ca2029d7612b
org.actframework	act-starter-ebean-all-java7	1.8.20.1		e885ee961ba246460b655cd695009c4199fc689a
org.actframework	act-starter-ebean-all-java7	1.8.21.0		7b7e55309fe8d0708425a86d2a3bf2b9a88b11e6
org.actframework	act-starter-ebean-all-java7	1.8.22.0		1d7606c4f8424ab245493381e654bea395a26254
org.actframework	act-starter-ebean-all-java7	1.8.22.1		fab2193cb7720bc435ff072d21f796a829bc6e02
org.actframework	act-starter-ebean-all-java7	1.8.23.0		488d5f48333ffec376c32ac6d2bf5a16acdb3b21
org.actframework	act-starter-ebean-all-java7	1.8.23.1		f25ea95502613166742a405837b8ca597c04be18
org.actframework	act-starter-ebean-all-java7	1.8.23.2		3ebd810c5e5daa1c256a30ece7971bfaea342445
org.actframework	act-starter-ebean-all-java7	1.8.24.0		a0599bc28ffa0df82bdf6a2ee2ec17ea3bec014f
org.actframework	act-starter-ebean-all-java7	1.8.25.0		b19d3eeb4c3dcda669fb0f3f8609335e524cfced
org.actframework	act-starter-ebean-all-java7	1.8.26.0		907f9dfc133e9854feb3da71044dbddeb7bad8bd
org.actframework	act-starter-ebean-all-java7	1.8.27.0		af065b81e18a3b07c40160878c9ffa3418915eb6
org.actframework	act-starter-ebean-all-java7	1.8.28.0		5a5f3c556ef08519d7ad866487a728d4582683c8
org.actframework	act-starter-ebean-all-java7	1.8.28.1		d5b83ffb5354e8cf150cdc8c14575cb939104afa
org.actframework	act-starter-ebean-all-java7	1.8.29.0		d496d771e2eecf251a913c308912b08d6f8df7f2
org.actframework	act-starter-ebean-all-java7	1.8.3.0		8316ae81f1a606055a792afad9d4ad03bb3728d0
org.actframework	act-starter-ebean-all-java7	1.8.30.0		4ea5ad3bb2b6de082c1aad06f59f0a6d8be82f38
org.actframework	act-starter-ebean-all-java7	1.8.30.1		b59d1453515ade0a9c5ed8c2458cf3b6cc1ac45c
org.actframework	act-starter-ebean-all-java7	1.8.31.0		584720360db2715bf9fe08bcfb54764bf174a833
org.actframework	act-starter-ebean-all-java7	1.8.32.0		8fa260a31f762481b6cd9e72467501c5af7cd934
org.actframework	act-starter-ebean-all-java7	1.8.4.0		9f36d27f350f5cf7ee9a8fdfdf790ae715137909
org.actframework	act-starter-ebean-all-java7	1.8.5.0		f17bae3d6380dca4b97bacb9460a731ccdc54285
org.actframework	act-starter-ebean-all-java7	1.8.6.0		0f2f791d26c8e9e31a6cba76e45301bd73cb579e
org.actframework	act-starter-ebean-all-java7	1.8.7.0		2f3d854eeb35efc50075cc2ad59c7a93cf647d9c
org.actframework	act-starter-ebean-all-java7	1.8.7.1		6005b33e7f791bd4a0ea378cd7a00e272684e24a
org.actframework	act-starter-ebean-all-java7	1.8.8.0		58608c85aa85b5a606a5e790e7bc334066de25fd
org.actframework	act-starter-ebean-all-java7	1.8.8.1		3d2b0d23210009b1b5a4bfec4b9c80f018363c12
org.actframework	act-starter-ebean-all-java7	1.8.8.2		c590ce822ab39fd6ca32b98418f1f906e596e293
org.actframework	act-starter-ebean-all-java7	1.8.8.3		c2b417c559f4526b1b10fc1cdca343bf0d8ad750
org.actframework	act-starter-ebean-all-java7	1.8.8.4		e35a0f2240f198c31ac0cace5dfcbfa3aa680f28
org.actframework	act-starter-ebean-all-java7	1.8.8.5		f5cc541eab6d2e2965d11766d7d0a9af12e044c8
org.actframework	act-starter-ebean-all-java7	1.8.8.6		073113a0dfdf10cc45b2502ab694302a64fa0142
org.actframework	act-starter-ebean-all-java7	1.8.8.8		5572e2471ef6afd64c718fc7ab1ab838faa322ba
org.actframework	act-starter-ebean-all-java7	1.8.8.9		b83cfab86d2d09f4887b38076713a3614c575c6e
org.apache.directory.studio	ldapservers.feature	2.0.0.v20120111		bf50703420f5bb2536549c14b9890547e90ceaad
org.apache.directory.studio	ldapservers.feature	2.0.0.v20120127		ec25db650cc0ae307eb3472b0f051fa644bcc228
org.apache.directory.studio	ldapservers.feature	2.0.0.v20120224		af712fdd835f7778e3e76e0604d2ac3beb9b0051
org.apache.directory.studio	ldapservers.feature	2.0.0.v20130125		87c21c83a25b9b75ca5859fbcd2b9800093cd086
org.apache.directory.studio	ldapservers.feature	2.0.0.v20130131		1ae50e66e36f472549336142bc00c5c1763f2261
org.apache.directory.studio	ldapservers.feature	2.0.0.v20130308		a20c6ffd243ecbf75a68d0c09bf8b4688d7610b1
org.apache.directory.studio	ldapservers.feature	2.0.0.v20130517		1175e99b1278d06fc0860719e9d6bba87a6a1803
org.apache.directory.studio	ldapservers.feature	2.0.0.v20130628		091485f3b2cf80602aca37520055bec1c161b524
org.apache.flink	flink-metrics-slf4j	1.10.0		767fdb5b92ebea371c7a7c9c671e94a455c31329
org.apache.flink	flink-metrics-slf4j	1.10.1		2700c20129ca3a57be074d12ace993540ade31df
org.apache.flink	flink-metrics-slf4j	1.10.2		79092d11f52ab4d45ffd900df98be40d4005ac26
org.apache.flink	flink-metrics-slf4j	1.10.3		eee54c2fc5218aeca23a83d444f209d44819c01a
org.apache.flink	flink-metrics-slf4j	1.11.0		fb7d770fc68bf9d0863633f98d1ec4acf98f7075
org.apache.flink	flink-metrics-slf4j	1.11.1		fc16930ddba5866870b1078a1aea02922830d84a
org.apache.flink	flink-metrics-slf4j	1.11.2		ef664a9615360c9777483811e6bb9eaa30a8b629
org.apache.flink	flink-metrics-slf4j	1.11.3		f4b8c17174f226e32b412747988cae2daa6ca8e7
org.apache.flink	flink-metrics-slf4j	1.11.4		d03c11307c59d9d4f41398ff65e235946a672e02
org.apache.flink	flink-metrics-slf4j	1.11.5		998f94ad9872b08096d4a3c930c59ea8e3aa097b
org.apache.flink	flink-metrics-slf4j	1.11.6		a2ea41e8761bd397f617ad565cd46aeb3d9ac159
org.apache.flink	flink-metrics-slf4j	1.12.0		26447d20ec1b61d1e7afbe64a667a5c19e95bd08
org.apache.flink	flink-metrics-slf4j	1.12.1		75914660f550c9f4a1f9c51a33aa83af3c31c127
org.apache.flink	flink-metrics-slf4j	1.12.2		7b18a453d66fe49d3f4d5a545737ec11167a92de
org.apache.flink	flink-metrics-slf4j	1.12.3		7dfba90c04d6e6151801ed1cb24ad1c6d9e5a05d
org.apache.flink	flink-metrics-slf4j	1.12.4		278381adb6e19d5eee16fafad0cdefe4fbe7cefc
org.apache.flink	flink-metrics-slf4j	1.12.5		b8be9171a61d6b8b303732fc8ce386d937a8e2e4
org.apache.flink	flink-metrics-slf4j	1.12.6		7a01b6a1718bc2dd531b5199f1e9a5db7787db32
org.apache.flink	flink-metrics-slf4j	1.12.7		bcbe9ff6811f1cde2f56e02820fc5f8f0b185c63
org.apache.flink	flink-metrics-slf4j	1.13.0		934a3d4be349919881f75cbdd03d3b47007ddb7a
org.apache.flink	flink-metrics-slf4j	1.13.1		bf8d877e602121335290aee7afda4cc087c14b69
org.apache.flink	flink-metrics-slf4j	1.13.2		b2fe5a0a59e75512a3c7169a3e0852ad21409982
org.apache.flink	flink-metrics-slf4j	1.13.3		5ae74a96c59496b1d81b4685a90e22bed6aa4fec
org.apache.flink	flink-metrics-slf4j	1.13.4		479fa060792366d2bc67e6443052f0e46ecd8852
org.apache.flink	flink-metrics-slf4j	1.13.5		abb348b5e33459f2db8b0866214b6c2955b3818f
org.apache.flink	flink-metrics-slf4j	1.13.6		27424b5c53e368765c896abbf83f0d1132ffee1e
org.apache.flink	flink-metrics-slf4j	1.14.0		b6d7d365fec3fb8d80cf00564e64cf4617a8c0bd
org.apache.flink	flink-metrics-slf4j	1.14.1		1875c9588bbe06f3e62ce915f26887a689f5e75f
org.apache.flink	flink-metrics-slf4j	1.14.2		418f6a50b688160f8f9da62a0085a2b130192827
org.apache.flink	flink-metrics-slf4j	1.14.3		85f145469efa42a1ffb9552f9a44f540ecd8e997
org.apache.flink	flink-metrics-slf4j	1.14.4		0d9d165dce17ab096f7567fafb79fbbe5d97e2eb
org.apache.flink	flink-metrics-slf4j	1.14.5		59977ccc03b93dfe75c7cd26d325958d2d339c53
org.apache.flink	flink-metrics-slf4j	1.14.6		b439229141189fb0bf9e7a0d012a81abe685211c
org.apache.flink	flink-metrics-slf4j	1.15.0		f6caf93f781ac95a33794d08e82f061596f859d3
org.apache.flink	flink-metrics-slf4j	1.15.1		6fcd2b78f5cf9f0b3a6978a727f5882817a0291a
org.apache.flink	flink-metrics-slf4j	1.15.2		347413fdd72153720f562ec705ca882f95995d8b
org.apache.flink	flink-metrics-slf4j	1.15.3		0c36dd441a9c3791db8c6ca3b5218c8bf86eca85
org.apache.flink	flink-metrics-slf4j	1.15.4		cff72e022f3225170ca9b5ff6bdbf3d715da5570
org.apache.flink	flink-metrics-slf4j	1.16.0		bfc32fdb437485e98693c075718b418fd55a6108
org.apache.flink	flink-metrics-slf4j	1.16.1		21aa28a401559037aa52897b10338958948ff913
org.apache.flink	flink-metrics-slf4j	1.16.2		4aac42b02ea34bb51b30122296c99002c5c8396d
org.apache.flink	flink-metrics-slf4j	1.16.3		1932a570ecb9feb2164c1c0ff65eb8d8e4c8121f
org.apache.flink	flink-metrics-slf4j	1.17.0		9f9ad463800404db17c9304a443690710d56c6b1
org.apache.flink	flink-metrics-slf4j	1.17.1		e3d45676510d68545b78d28813e9483a7acb9164
org.apache.flink	flink-metrics-slf4j	1.17.2		5a2fe6df215526cc7c339a4dd3955c4a6ab56c54
org.apache.flink	flink-metrics-slf4j	1.18.0		a6772699f119c7d15dc94fabaeeb1d6be36aa8a5
org.apache.flink	flink-metrics-slf4j	1.18.1		80c90d3b30d6c063c7ba084032fdf3301de96c93
org.apache.flink	flink-metrics-slf4j	1.19.0		e2c2f0836fd1044fbc0e5cb9735411c375c17bfb
org.apache.flink	flink-metrics-slf4j	1.19.1		187eaa065a9e898340ac086f5fac0599a3688fb9
org.apache.flink	flink-metrics-slf4j	1.19.2		eb241ac59c25153851482f9bca2fa65952cc5321
org.apache.flink	flink-metrics-slf4j	1.20.0		3d6bc326744b7486cc7f6e97759687c61cd1ff94
org.apache.flink	flink-metrics-slf4j	1.20.1		892fa91355faf0e100f495af2ecee320bd1c6082
org.apache.flink	flink-metrics-slf4j	1.4.0		abea720284864ef6e7b12b2fa2c5711614ff8be3
org.apache.flink	flink-metrics-slf4j	1.4.1		cf2012a56cc60a090aaaaf1af83a5cafa3c95720
org.apache.flink	flink-metrics-slf4j	1.4.2		490dd137d353b331a22aadbf04de3ffe67e5d5a3
org.apache.flink	flink-metrics-slf4j	1.5.0		a6155a23f9399f55e9fc0027c3e071684d193022
org.apache.flink	flink-metrics-slf4j	1.5.1		7d3d421b59c0a4e5a95fedbf7c4a169cfcb8d3c3
org.apache.flink	flink-metrics-slf4j	1.5.2		4f905767581c10dd09279d2009e7e5d86ca80ea0
org.apache.flink	flink-metrics-slf4j	1.5.3		bd7e78203d079fb71824f89fb1476d1a99260e0b
org.apache.flink	flink-metrics-slf4j	1.5.4		a367e6196734c02ac857673240873788f2a56d57
org.apache.flink	flink-metrics-slf4j	1.5.5		45928665226b80842177ffe5c1229fd894457716
org.apache.flink	flink-metrics-slf4j	1.5.6		8cc2cf7d2ae4433455ee60ada7dafee601f9fac8
org.apache.flink	flink-metrics-slf4j	1.6.0		7a37cce65b9d2d2e8d8dc14fd18d6ac78bf1de04
org.apache.flink	flink-metrics-slf4j	1.6.1		53ff5758e0219a7e12af5b85d63cc1c4c2e01c9c
org.apache.flink	flink-metrics-slf4j	1.6.2		900244f1ea1a6e719352d14fb34b3eb6a3ab96bf
org.apache.flink	flink-metrics-slf4j	1.6.3		e6c836e3f6a29fd3f727f0c52858b20707e9f544
org.apache.flink	flink-metrics-slf4j	1.6.4		4e0f4cc4af372e08c3e97d83c7324b2f6ea16068
org.apache.flink	flink-metrics-slf4j	1.7.0		b6de60228293cc40817700c1664acc14d9bfd479
org.apache.flink	flink-metrics-slf4j	1.7.1		915b2a16124e005c867e896b30288f30ef7953d9
org.apache.flink	flink-metrics-slf4j	1.7.2		7fc0698d26573ef7cf08064bb8c3e0c48584fbf7
org.apache.flink	flink-metrics-slf4j	1.8.0		7f7b1d2795d78e6802b1bf411162d10ef033e125
org.apache.flink	flink-metrics-slf4j	1.8.1		b41fd0179c4c637b76b3fc1245d69983f0af4cb9
org.apache.flink	flink-metrics-slf4j	1.8.2		66109e2d44f3a547f36af54bde399740cbf9d9f1
org.apache.flink	flink-metrics-slf4j	1.8.3		b78ebc0317ae29dd83ebd420506e608420efe05d
org.apache.flink	flink-metrics-slf4j	1.9.0		d54cb19a88517b5c9685334ae1194fcf5f824bc9
org.apache.flink	flink-metrics-slf4j	1.9.1		f18fc4b2a9c7246e33cd3ac7907ffb37d46b1276
org.apache.flink	flink-metrics-slf4j	1.9.2		6c778893b9b5778b6b1389bce25a1df8a26617d4
org.apache.flink	flink-metrics-slf4j	1.9.3		e8cc7856885e52a8f6394c18fe90b4076db0bbf3
org.apache.flink	flink-metrics-slf4j	2.0-preview1		11f6b30fd78dcb09139ea23037ac1f464aa36b7f
org.apache.flink	flink-metrics-slf4j	2.0.0		6b21ddf697bd781a8bc09a4b5bb250b48934c48f
org.apache.karaf.cellar	org.apache.karaf.cellar.event	2.2.4		176e543f355e09c18807cf294d50904f4dedcfcb
org.apache.karaf.cellar	org.apache.karaf.cellar.event	2.2.5		c2ceb710da5a57fdf4e0276074e9175a7d014665
org.apache.karaf.cellar	org.apache.karaf.cellar.event	2.2.6		bfdedd8b09d09f3931ec92cb5c9895d5389dea94
org.apache.karaf.cellar	org.apache.karaf.cellar.event	2.3.0		97b6b5767f5a621ebf13f6494b3e742472ef8270
org.apache.karaf.cellar	org.apache.karaf.cellar.event	2.3.1		0af43110f60bf3ae54fbe352c82f1b905e701f4b
org.apache.karaf.cellar	org.apache.karaf.cellar.event	2.3.2		be4406b2d1aa5c4b21c42557dbe65c2f0ab67aaa
org.apache.karaf.cellar	org.apache.karaf.cellar.event	2.3.3		838436030e0168d69b3f89714b314962698cc656
org.apache.karaf.cellar	org.apache.karaf.cellar.event	2.3.4		4226e3581c44656adba52312ab5663dfb9bd8b70
org.apache.karaf.cellar	org.apache.karaf.cellar.event	2.3.5		cfe01d80c0619175ed21df2d4539c5d6391f0a08
org.apache.karaf.cellar	org.apache.karaf.cellar.event	2.3.6		8ef28ff43b0fca2663265452956f71aa43ae74ab
org.apache.karaf.cellar	org.apache.karaf.cellar.event	3.0.0		aa9fb0a5eb47deecf81c71faf48605fd87719576
org.apache.karaf.cellar	org.apache.karaf.cellar.event	3.0.1		bf70568cd84a1162ce48f663dbada7459647ac9e
org.apache.karaf.cellar	org.apache.karaf.cellar.event	3.0.2		b38dca9c73fd2b25328a88586df0657a60d030a6
org.apache.karaf.cellar	org.apache.karaf.cellar.event	3.0.3		a792a03bfaa716a16f355605c23892a49ec345cc
org.apache.karaf.cellar	org.apache.karaf.cellar.event	4.0.0		439fd80ec53e36b04f8178705c6a79c583f286bc
org.apache.karaf.cellar	org.apache.karaf.cellar.event	4.0.1		3e1c74b0fe88f648505f3f0ed3fa6eaf8aaf2c95
org.apache.karaf.cellar	org.apache.karaf.cellar.event	4.0.2		74d313b4d2516816ff8e6646f7e1149a3cfad022
org.apache.karaf.cellar	org.apache.karaf.cellar.event	4.0.3		cfcc35db338875b4e53252d4d069f6623d440aa8
org.apache.karaf.cellar	org.apache.karaf.cellar.event	4.0.4		23b1b9d277a27e6ca4210358aa8a0e767a001395
org.apache.karaf.cellar	org.apache.karaf.cellar.event	4.0.5		ae0b1f8940133ea23425766a1692d1f093db4080
org.apache.karaf.cellar	org.apache.karaf.cellar.event	4.1.0		4ba0e92d7ed8b8fa16caae3942906815d81314e5
org.apache.karaf.cellar	org.apache.karaf.cellar.event	4.1.1		da85eff6d7c7f84cc6012dcba4b38dac897aa231
org.apache.karaf.cellar	org.apache.karaf.cellar.event	4.1.2		225f2ae5448adba3f5c44e8927bb7e5bd33035d9
org.apache.karaf.cellar	org.apache.karaf.cellar.event	4.1.3		810307b06d2578974bd0279dccf6d13d0e0c5caa
org.apache.karaf.cellar	org.apache.karaf.cellar.event	4.2.0		d7b3b7657ec9dc1dec6a34749d126cd3c3410e67
org.apache.karaf.cellar	org.apache.karaf.cellar.event	4.2.1		8ec25be22be7def68363522dfd45d8dec0104420
org.apache.pdfbox	pdfbox-examples	1.7.0		a7014c1d2389a4a39fc39e8f61f94451cdd5cba1
org.apache.pdfbox	pdfbox-examples	1.7.1		1e69353014a9f0376d7df6a4442346ebcbaf60f8
org.apache.pdfbox	pdfbox-examples	1.8.0		52b39f9d915de2424fb3fd2368acc80e983f5977
org.apache.pdfbox	pdfbox-examples	1.8.1		10a625b5acd7a4d581040fdbdf5bd402e60cc0ee
org.apache.pdfbox	pdfbox-examples	1.8.10		fbc463702ea3c041f9d0b85970e8dde182d56dca
org.apache.pdfbox	pdfbox-examples	1.8.11		99badf32a3a1b681d9ba8f2675a49aeeccd7d13e
org.apache.pdfbox	pdfbox-examples	1.8.12		ab7fe1b4c2eaef8fd59799140601fcfcd517b406
org.apache.pdfbox	pdfbox-examples	1.8.13		0ba9893436c698e7b345d04314ba957c15d78c42
org.apache.pdfbox	pdfbox-examples	1.8.14		1482a689709abbb081c0a71e5eb76f00c6362519
org.apache.pdfbox	pdfbox-examples	1.8.15		8b7a541ca972ab3b23ff80a01610ec2542278bd3
org.apache.pdfbox	pdfbox-examples	1.8.16		b715fecc36a197aed1eac072c1687d6ff563c2ab
org.apache.pdfbox	pdfbox-examples	1.8.17		1328528af6e62ecaa274964a98e3840d96a66f7e
org.apache.pdfbox	pdfbox-examples	1.8.2		dee263bfa37076a192856c3af5eb2e9a71c5b2cd
org.apache.pdfbox	pdfbox-examples	1.8.3		4e14a4b4fada52ed3d8ea898517b32647a995a87
org.apache.pdfbox	pdfbox-examples	1.8.4		e0aa1dd8259d4d64705777e686fbb22306c0d331
org.apache.pdfbox	pdfbox-examples	1.8.5		817efb5eb9afc0567434f0e2763f9250f28ddc49
org.apache.pdfbox	pdfbox-examples	1.8.6		927be835bcb0ab6196fd01e5e76a50f33afdc04f
