au.com.dius	pact-consumer-jvm_2.10	1.0		b7d9accbd3ea21d13f940a066a11142387948e88
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.11.2		72468b7cd706653927c2cf08292dcc191368e00e
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.11.3		737d109ce84d60acb2700aae4f3a3aa74a5f1193
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.11.4		bbd311537decc223d8af13565b1e7f9b66cc5655
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.11.5		1c513b98d3585665917738bcd0e6826d734cf123
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.11.6		0791e165c8152cc7192ed8b084e973908d1c69b7
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.11.7		ff0cf4b72b8f9d8d89d152e569f04fff07653c3e
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.11.8		6d4fce2a024065ea274a1f9971ce5c7c95b8cd75
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.11.9		c78dd76fb01dccaa0781ac304774dd31326a794c
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.2.0		3833315b7311df8dc8f93bc1d007be57f0751209
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.2.1		2bd2d232aad1a94a55094b5868fec2b027830904
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.3.0		ed4651cac9eeedd9175e8d13c038b6cef87be3b3
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.3.1		87fe30c21bd77128bbb7f89088ca8fdb841bf865
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.3.2		301c7ae256a72259ee192f3d37fcc2dbdf769f11
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.4.0		17b2efabeaf65346ed3b53d639a88cb4bda02853
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.5.0		9ace07753129cdfc770301907ff427c82d6d0256
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.5.1		0191fc5bd739b3638b2d8864d424a4ac20c1a011
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.5.2		136a6dc7bf2c6cc7b5c718cfc9bbb7926a0a3ef7
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.5.3		e0da2539114d9bd51c6b67c57751835b599c1820
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.6.0		d96ef3d8107d63de156eab67927b4a37431bc5c4
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.6.1		04feb171ebccdeaf7e21146d21a1351d7fc85e86
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.6.2		7f73c3d3b731d739ac44e071f27f03c479935da5
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.6.3		5dacd455efe73ff048abcdcf6cad20370540a180
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.7.0		91c719dd2a19232387ccb4f250367dbcd25d0ef2
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.7.1		00efeb9e572c37d6e81ab0de1fb6220923589b96
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.7.2		00858fa3587b3cadfcbc474375a05e65cfb7a5d8
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.7.3		b24422fcbace50c7a0987a139bc4f03db851b7af
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.7.4		ded916b25dd4ea0582bc9f6165052d8a6b7165d2
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.8.0		ce0f6b71445158143bb3aba15a34ea6eb730feb1
com.softwaremill.sttp.apispec	openapi-circe_sjs1_3	0.9.0		bdaf55d24d8558e3003db64e26aba0f143c0e140
com.softwaremill.sttp.shared	core_sjs1_2.12	0.4.1		62bd8f3245cce878151228c15b099bba89ec9f41
com.softwaremill.sttp.shared	core_sjs1_2.12	0.4.2		c0d308a4b3d8f101307acb720231bf893575d2cb
com.softwaremill.sttp.shared	core_sjs1_2.12	1.0.0		57d2e29dbccf9b92cb418ac2d9d0678665b4e588
com.softwaremill.sttp.shared	core_sjs1_2.12	1.0.0-RC1		5ad206ffa1327a43b0a3e707438aa3c3746345e5
com.softwaremill.sttp.shared	core_sjs1_2.12	1.0.0-RC11		768e40bad2850ccdd79c88802a8ab2130a64869b
com.softwaremill.sttp.shared	core_sjs1_2.12	1.0.0-RC12		8fc7961007c37788d4d4c1fe794ed44056119eba
com.softwaremill.sttp.shared	core_sjs1_2.12	1.0.0-RC13		a1ab799d6530635da52c0d69d2101a5250e8fb0b
com.softwaremill.sttp.shared	core_sjs1_2.12	1.0.0-RC2		32a8ed98d1787b91aa54c669c078dd9510980aaa
com.softwaremill.sttp.shared	core_sjs1_2.12	1.0.0-RC3		07605e6289eb389bba49fa596d1c7735b612a451
com.softwaremill.sttp.shared	core_sjs1_2.12	1.0.0-RC4		60d5b4b7e608c41272a5695a048b2a7b1f4e52e7
com.softwaremill.sttp.shared	core_sjs1_2.12	1.0.0-RC5		2ab304cb91b2e378b1a718989694d9e63edf5353
com.softwaremill.sttp.shared	core_sjs1_2.12	1.0.0-RC6		bc65e9d567387e91b83f4e9b83293b872bb1c893
com.softwaremill.sttp.shared	core_sjs1_2.12	1.0.0-RC7		a4c0dc43586e5a4087cc0e2c94ddf96dde741383
com.softwaremill.sttp.shared	core_sjs1_2.12	1.0.0-RC8		583ee9d0ff1def4ade83570a452f50a8ac5e3678
com.softwaremill.sttp.shared	core_sjs1_2.12	1.0.0-RC9		e73fa0c3ab7cb897f192b9e8cff0f2eaa335c3a9
com.softwaremill.sttp.shared	core_sjs1_2.12	1.1.0		b9f4369d670dff40ac4f8b3e15d9c88c50d01d13
com.softwaremill.sttp.shared	core_sjs1_2.12	1.1.1		97fbae49ae9efe014510755339a4c9bd6938841d
com.softwaremill.sttp.shared	core_sjs1_2.12	1.2.0		c8b3ec8a9123d2736629bdfa599d46a70435069c
com.softwaremill.sttp.shared	core_sjs1_2.12	1.2.1		ef4c61eb050943e16f3b6dcd51950618ae95ae67
com.softwaremill.sttp.shared	core_sjs1_2.12	1.2.2		aaa9e175a4bd7bbb658e0380e45bb3d7dccccb62
com.softwaremill.sttp.shared	core_sjs1_2.12	1.2.3		139f5b6feeff5fc843cad4ec5139215b66b4efcb
com.softwaremill.sttp.shared	core_sjs1_2.12	1.2.4		c1c7d685300337522b3b7ab0031cbb057d946182
com.softwaremill.sttp.shared	core_sjs1_2.12	1.2.5		b2e04d8a729af1322397ac60ee70ed9e91b312f4
com.softwaremill.sttp.shared	core_sjs1_2.12	1.2.6		f962e22ae1903874157130b929635af457e2a297
com.softwaremill.sttp.shared	core_sjs1_2.12	1.2.7		08060a45d81605fd5794c1a9de89ab978369d179
com.softwaremill.sttp.shared	core_sjs1_2.12	1.3.0		1fe3240811a6b398b475c5f67dbba09a0af55355
com.softwaremill.sttp.shared	core_sjs1_2.12	1.3.1		fff28e240a9a1098765c5da2f792e09613a8e13a
com.softwaremill.sttp.shared	core_sjs1_2.12	1.3.10		84bf0419210649f058900fc8ff6d910cecb15ccc
com.softwaremill.sttp.shared	core_sjs1_2.12	1.3.11		5b83651545365e2119b7baa2defd1d3015973771
com.softwaremill.sttp.shared	core_sjs1_2.12	1.3.12		746345f750cfb62786ee5166fd23d4209726aa15
com.softwaremill.sttp.shared	core_sjs1_2.12	1.3.13		49d686a9e1645c8d9ff9e164d8ef50dde2f97c25
com.softwaremill.sttp.shared	core_sjs1_2.12	1.3.14		715c9af9387edfd3f18a747db7a9994751cec91f
com.softwaremill.sttp.shared	core_sjs1_2.12	1.3.15		85ab0c9343c8924d61732af8119fd98fdbe4013a
com.softwaremill.sttp.shared	core_sjs1_2.12	1.3.16		708cc785d71c6f48741e9b9a988a9a5c95f6d18a
com.softwaremill.sttp.shared	core_sjs1_2.12	1.3.17		70bfd66d10342d6f7b03d66b92f4813d34a89557
com.softwaremill.sttp.shared	core_sjs1_2.12	1.3.18		006e623d802aab0d3043bb5100ad8d5a6e1d9b3e
com.softwaremill.sttp.shared	core_sjs1_2.12	1.3.19		d56b8d30ab4ec6e9b62497e512a7a9fb72eebf45
com.softwaremill.sttp.shared	core_sjs1_2.12	1.3.2		20954710ad7620dcbeaa020850b42855a34abac8
com.softwaremill.sttp.shared	core_sjs1_2.12	1.3.20		a759e7fd2a616660aa196c71d87f5354ce2d85c9
com.softwaremill.sttp.shared	core_sjs1_2.12	1.3.21		16006989565c9bcde5d61a48db4003c1a278f5ed
com.softwaremill.sttp.shared	core_sjs1_2.12	1.3.22		6b29b8fd3dc6cad56fadad430303813a530ad74d
com.softwaremill.sttp.shared	core_sjs1_2.12	1.3.3		a8c4beb560eebd87544d3b61c50a79afa2dd27ba
com.softwaremill.sttp.shared	core_sjs1_2.12	1.3.4		e844fa5eda9d54f38ec0f72faf95cf7b19762f41
com.softwaremill.sttp.shared	core_sjs1_2.12	1.3.5		c7057f5e9d17c1cea1d94403cbb6000375955f1b
com.softwaremill.sttp.shared	core_sjs1_2.12	1.3.6		58fe8e53d7e7937baa53994da509c70beaef2b2b
com.softwaremill.sttp.shared	core_sjs1_2.12	1.3.7		7449db78f9232c1595d38079f8e105dcb44f142e
com.softwaremill.sttp.shared	core_sjs1_2.12	1.3.8		ced2464b605650fa4ca438bea0451e0303947114
com.softwaremill.sttp.shared	core_sjs1_2.12	1.3.9		4b56b74d1c5d7043b55d0210c127e8ae31bcb7a0
com.softwaremill.sttp.shared	core_sjs1_2.12	1.4.0		6e79b385a7817d07e130cdc7c707047be61207ad
com.softwaremill.sttp.shared	core_sjs1_2.12	1.4.1		b95fe20ca3bb2afe3a3d12c9b2df08eebfb736dc
com.softwaremill.sttp.shared	core_sjs1_2.12	1.4.2		fb9261c05f58fa37a01c8342aed9a62d02f849a5
com.softwaremill.sttp.shared	core_sjs1_2.12	1.5.0		56731fdaf2ba0fec3b0e30eee4c4197f2715274e
com.soywiz	korlibs-serialization-json-wasm-js	6.0.0-alpha2		N/A
com.strumenta.kolasu	emf	1.3.0		d95957715d085fc815f6849b1943eda4236d55ce
com.wuyushuo	spring-jwt-auth-boot-starter	1.0.7		4dccf1c7ac68c95f025f98a02f0c66c744974f6d
com.wuyushuo	spring-jwt-auth-boot-starter	1.0.8		aa037780a74ea42eeecbb51da65809a797ee921b
com.wuyushuo	spring-jwt-auth-boot-starter	1.0.9		bb16a68a1f9cbd62b46226196a83392ca9e3a75c
com.wuyushuo	spring-jwt-auth-boot-starter	1.1.0		4c29e7a58cbd8371218e586f980b9300f2d344a1
com.wuyushuo	spring-jwt-auth-boot-starter	1.1.1		c2725f25b7a0b8ca30c450b0892f913eefe56695
com.wuyushuo	spring-jwt-auth-boot-starter	1.1.2		5bce02a0c100c79d196b488cdf4faccc5036c88d
com.zaneschepke	droiddns	1.0.0		N/A
com.zaneschepke	droiddns	1.0.1		N/A
com.zaneschepke	droiddns	1.0.2		N/A
com.zaneschepke	droiddns	1.0.3		N/A
com.zaneschepke	droiddns	1.0.4		N/A
com.zaneschepke	droiddns	1.0.5		N/A
com.zaneschepke	droiddns	1.1.0		N/A
com.zaneschepke	droiddns	1.1.1		N/A
com.zaneschepke	droiddns	1.1.2		N/A
com.zaneschepke	droiddns	1.1.3		N/A
com.zaneschepke	droiddns	1.1.4		N/A
com.zaneschepke	droiddns	1.1.5		N/A
de.dentrassi.kura.addons	de.dentrassi.kura.addons.drools.kie-pmml	0.5.1		074f9211336c616b8ce6645fd2ac1fa1b5bd39c0
de.dentrassi.kura.addons	de.dentrassi.kura.addons.drools.kie-pmml	0.6.0		55260bb1843703403a58121a8d02a2e0dff57500
de.dentrassi.kura.addons	de.dentrassi.kura.addons.drools.kie-pmml	0.6.1		4d70c27b0753363672eeedd42d4ce6c5cbaffcfc
de.dentrassi.kura.addons	de.dentrassi.kura.addons.drools.kie-pmml	0.6.2		ca0a2562f44bbab8d88a8c80ec829d2ffaa89731
de.dentrassi.kura.addons	de.dentrassi.kura.addons.drools.kie-pmml	0.6.3		0e574f5ce0d29f26139cba19c184c3ed4950b747
de.dentrassi.kura.addons	de.dentrassi.kura.addons.drools.kie-pmml	0.7.0		afa70f534c7711fd7056f43123cf1716c1863f6c
de.dentrassi.kura.addons	de.dentrassi.kura.addons.drools.kie-pmml	0.8.0		fc3ba07e70adec1a18ae5a14e1230cb3940dbc7d
de.dentrassi.kura.addons	de.dentrassi.kura.addons.drools.kie-pmml	0.8.2		a00234e1939e1aea786e8ff7d695a42136aeb6f2
de.dentrassi.kura.addons	de.dentrassi.kura.addons.drools.kie-pmml	0.8.3		9f1d3648fbcc10593b20c094a0e477f270e6caaa
de.jaide	courier	1.6.2		7eea971a4a96c039b5d16927e87517bb85f702f5
dev.zt64	dearrow-kt-iossimulatorarm64	1.0.0		N/A
dev.zt64	dearrow-kt-iossimulatorarm64	1.0.0	metadata	ce0c67f65fe292df81edbd7915973e333a85a26f
dev.zt64	dearrow-kt-iossimulatorarm64	1.1.0		N/A
dev.zt64	dearrow-kt-iossimulatorarm64	1.1.0	metadata	35799d36848e95cb585b7d6fabec84c17a3403c6
dev.zt64	dearrow-kt-iossimulatorarm64	1.2.0		N/A
dev.zt64	dearrow-kt-iossimulatorarm64	1.2.0	metadata	bf88f63f1006764e4d1792145a852afadc48af7f
gnu.getopt	java-getopt	1.0.13		bb29ac2c2ab8b92945f01706de4b56c97989c6a9
io.backchat.inflector	scala-inflector_2.10.0-M7	1.3.5		de959189e3ac2c423ec063158f8fb85057bdfb09
io.burkard	aws-cdk-scala-efs_3	0.1.2		5dcf04e415f8cbf7ab4a63403cef14bfca855428
io.burkard	aws-cdk-scala-efs_3	0.1.3		da48a15ddcf1be5765bab09df510aa0f6dd3f5ea
io.burkard	aws-cdk-scala-efs_3	0.1.4		64ffaa254c7ed885c020434afa627bf98fcb6eac
io.burkard	aws-cdk-scala-efs_3	0.1.5		652b884878acf56c9298da2827e92c9192b6ec87
io.burkard	aws-cdk-scala-efs_3	0.1.6		6924bf1901b1d38e10893cd3bd17be19e8cc713a
io.burkard	aws-cdk-scala-efs_3	0.1.7		914bd040abba66ee32a2abceb163d6a9efa7f17e
io.burkard	aws-cdk-scala-efs_3	0.2.0		3c46863d74b2f43e336a2a86509812e947d53dba
io.burkard	aws-cdk-scala-efs_3	0.3.0		291885b51f9aaee71fb606bc6379ee5531052947
io.burkard	aws-cdk-scala-efs_3	0.4.0		7ad1ce39b6f2acf62a606a1b497f795a3f84b251
io.burkard	aws-cdk-scala-efs_3	0.4.1		ad0a2b6cf32be94e3821affb51401bf77b667471
io.burkard	aws-cdk-scala-efs_3	0.5.0		d28d791a1039487f9da6cc3af346520bd060a152
io.github.duckie-team.sugar	sugar-hosted-visitor	2.0.0-alpha01		ba67f431c1c176eb765dc61508d20e691539986f
io.github.greycode	shardingsphere-db-discovery-mysql	5.3.1.1		661d72ece14c95728caf68aa2e8384b850cf0733
io.github.greycode	shardingsphere-db-discovery-mysql	5.3.1.2		c8fe5892d609cf48ad376fc2525c182db56a2aed
io.github.greycode	shardingsphere-db-discovery-mysql	5.3.1.3		fe16adf7a1bab049c5e2d4108d86b111068d8d12
io.github.greycode	shardingsphere-db-discovery-mysql	5.3.2.1		c65c36d1fb98053d3ee6a6192ce995f3935618e8
io.github.greycode	shardingsphere-db-discovery-mysql	5.3.2.2		4ef8cdae0e767fd6171d38f068666a0b823b57aa
io.github.greycode	shardingsphere-db-discovery-mysql	5.3.2.3		f4fe62f2d189abda34f2eba5bc329b85a264fa75
io.github.greycode	shardingsphere-db-discovery-mysql	5.3.2.4		41b726a127df573d09868b9ad130cbeb66ed2dd1
io.github.ma1uta.matrix	bot-impl	0.10.0		fd52dc68a0ceced6388f81097758a46a19b7448f
io.github.ma1uta.matrix	bot-impl	0.10.1		81d6f89a8a3d8f6935d4924254969f466f377870
io.github.ma1uta.matrix	bot-impl	0.11.0		09bc31cb5e95f00d6bcbf98184c62a91f0d5adcf
io.github.ma1uta.matrix	bot-impl	0.11.1		a789b744853462f832e40b15db307645ea1dc8a8
io.github.ma1uta.matrix	bot-impl	0.11.2		404d7a70ffe04fe9f8571d5ac8bc2ac7bf983349
io.github.ma1uta.matrix	bot-impl	0.11.3		c33427c1cc3d110fbf8765b4c861763d54683912
io.github.ma1uta.matrix	bot-impl	0.12.0		1bd4f71970578038d80a7dca35f4b8d9ab6583d9
io.github.ma1uta.matrix	bot-impl	0.13.1		9274247b49f73f3dcabd3f3996ea49a178105dce
io.github.ma1uta.matrix	bot-impl	0.3.0		a93197ec11d293e908ce357c297bbd65d589ada4
io.github.ma1uta.matrix	bot-impl	0.3.0-beta2		79bc4ab68aba70a6315b98e62560fb5549616e8e
io.github.ma1uta.matrix	bot-impl	0.4.0-rc1		8cb88fcf775019fb8ed6ca7a11191532eaf77b85
io.github.ma1uta.matrix	bot-impl	0.9.0		b1a3f13f44a4648f4e45259b8378ac8fcc655342
io.github.ppio-make	ppiocloud-sdk-java	1.0.1		0d0b951261667b396008fe3c124f26d0ed379002
io.github.ppio-make	ppiocloud-sdk-java	1.0.2		beb2a28e2f5531a051d275d0c2d9937b9bd6c8a4
io.github.ppio-make	ppiocloud-sdk-java	1.0.3		4ea82f9ec402f3d07f9f3bc782344b33c02d0e7c
io.github.ppio-make	ppiocloud-sdk-java	1.0.4		bb0fcf749ccff7f838dee3921e432b766b1e73fe
io.github.ppio-make	ppiocloud-sdk-java	1.0.5		382eab69acabbb4aa5cccefc16bc11725abcef82
io.github.zawn	converter-scalars	2.10.0		44e88533af371a1e6566929621ddea1460b22592
io.github.zawn	converter-scalars	2.10.1		5fbc57f9575d5fd839366a901736a442efe5f53d
io.github.zawn	converter-scalars	2.10.2		d93f5910d80c171f017fa57a347902c1b507ccbe
io.github.zawn	converter-scalars	2.7.3		a862d82d42e33f1e98ea40aec514c93550839325
io.kinoplan	utils-reactivemongo-bson-refined_2.13	0.0.26		ecd3f4f36a1d8c206e69d889953d3beb3628b07d
io.kinoplan	utils-reactivemongo-bson-refined_2.13	0.0.27		b15315c9ccbdb4516d9579235fdd8526cd218156
io.kinoplan	utils-reactivemongo-bson-refined_2.13	0.0.28		79e4388ae10f2354843d7c5c22ce43bb42769cf4
io.kinoplan	utils-reactivemongo-bson-refined_2.13	0.0.29		df8af34a6be8cc9100b422a923f9565864992efb
io.kinoplan	utils-reactivemongo-bson-refined_2.13	0.0.30		8e40a1a9e423a3a4e05cdb911753f3e2e46b3003
io.kinoplan	utils-reactivemongo-bson-refined_2.13	0.0.31		bac2199658ff2dc221c13b02c10d6ecc89aeb233
io.kinoplan	utils-reactivemongo-bson-refined_2.13	0.0.32		43789bdd104d66e62dd901865d16b42128b6662a
io.kinoplan	utils-reactivemongo-bson-refined_2.13	0.0.33		74fbfc73e698a42d4449d089a3f0204dc144a87c
io.kinoplan	utils-reactivemongo-bson-refined_2.13	0.0.34		e458719e0f8d4a72337c9cd3b537070221c5fe8f
io.kinoplan	utils-reactivemongo-bson-refined_2.13	0.0.35		6b99c14450f06c7136c75fc198ed506d3739592a
io.kinoplan	utils-reactivemongo-bson-refined_2.13	0.0.36		afb5849f082f662225ebe1fcba76a700ba51e1b3
io.kinoplan	utils-reactivemongo-bson-refined_2.13	0.0.37		ee8fa53d9cf108533ff7ce0050361a263fbb442c
io.kinoplan	utils-reactivemongo-bson-refined_2.13	0.0.38		25c0f511c27677ce3d948cc6c0fc27fd28870401
io.kinoplan	utils-reactivemongo-bson-refined_2.13	0.0.39		42fb405b2f4de51df7699673517d2e9c41124990
io.kinoplan	utils-reactivemongo-bson-refined_2.13	0.0.40		d9a7c87ead1ffc07f0ed168606b92159f1517052
io.kinoplan	utils-reactivemongo-bson-refined_2.13	0.0.41		9899ed81337ff4c4cbc1cb416984e0a123ee9252
io.kinoplan	utils-reactivemongo-bson-refined_2.13	0.0.42		ef4558521cba5c8efab0022714a5116cfa148d01
io.kinoplan	utils-reactivemongo-bson-refined_2.13	0.0.43		c0318bea9a7344e6bd5a7dd8960413af2723edbe
io.kinoplan	utils-reactivemongo-bson-refined_2.13	0.0.44		8d4e4a2b0fa00da6a6379b88f48a4eea933bac5f
io.kinoplan	utils-reactivemongo-bson-refined_2.13	0.0.45		91a85910aa5bff09020e35a31b8706d32a709ca8
io.kinoplan	utils-reactivemongo-bson-refined_2.13	0.0.46		b10c4e42e445608b3616cda84b613a8d9912f151
io.scalecube	scalecube-config-examples	0.4.16		a98faa00a6f2a3460ba929ef2c333ed782250688
io.scalecube	scalecube-config-examples	0.4.17		d34611f0574fb9b444d9064b6f6adadedbc66f9e
io.scalecube	scalecube-config-examples	0.4.18		cff6e5e279343523bb431b6325371d016661cdc7
io.scalecube	scalecube-config-examples	0.4.18.RC3		68fa47e0cf5b848a20cc61f9174ec43ad3a13946
io.scalecube	scalecube-config-examples	0.4.19		47de692060e8c158ea69eea3be50cb04825afe05
io.scalecube	scalecube-config-examples	0.4.20		3efcb3129291aaf3036bcec4527452cf54d7ccd8
io.scalecube	scalecube-config-examples	0.4.21.RC1		2fb5d61b9bc4f43e62943285301fc01b19ef48ed
io.scalecube	scalecube-config-examples	0.4.21.RC2		bdcfbb8dd7d6d3aee78772a03d57acc8e308a819
io.scalecube	scalecube-config-examples	0.4.21.RC3		e09e9ec06dee260e8116eb4dfc69e9c6781fac9d
io.scalecube	scalecube-config-examples	0.5.0		c0005994b6b30d561f93b03307d9a4adf9471e45
io.scalecube	scalecube-config-examples	0.5.0.RC1		6c095e54477e2cbd63835133e2e0e33b8b531cf1
io.scalecube	scalecube-config-examples	0.5.0.RC2		80b99e8c8e90c680a03761d89277f68b33dc5dec
io.scalecube	scalecube-config-examples	0.5.1		4b1a424dd6e3d125c09ccd5f77a006db52165dcf
net.databinder.spde	spde-core_2.7.4	1.0.3__0.1.0		1f0a82dd8d62e50a9e88014c782c6ac5ec22c4d5
net.databinder.spde	spde-core_2.7.4	1.0.3__0.1.1		20df94f229c142e7734133521194f10056cc8a65
net.databinder.spde	spde-core_2.7.4	1.0.3__0.1.2		688bec1e5c1f288f8659c7263f894f58c6508dc0
net.databinder.spde	spde-core_2.7.4	1.0.3__0.1.3		e97bc8973b726f8344ead740f4b3833074b01778
net.mamoe	mirai-core-utils-androidDebug	2.15.0		N/A
net.mamoe	mirai-core-utils-androidDebug	2.15.0-RC		N/A
net.mamoe	mirai-core-utils-androidDebug	2.16.0		N/A
net.mamoe	mirai-core-utils-androidDebug	2.16.0-RC		N/A
net.s_mach	validate_2.11	1.0.0		88a11d1782b116fe69f7691aae3b9ccc0ba4dacc
org.apache.fulcrum	fulcrum-mimetype	1.0.5		eb5023cbf5d72e04c68428ce9e2f4ebbaaa3f7f6
org.apache.fulcrum	fulcrum-mimetype	1.0.6		0a771f139c3ebf89b848a388f7660e62fe7f5f10
org.cleartk	cleartk-berkeleyparser	0.2.1		7fcab397cd3795d29b1c8bbbb161806183ea6d3d
org.cleartk	cleartk-berkeleyparser	0.2.2		b05dd5c2ba4dd16a0f5ba3ca143dfa3868406d7b
org.cleartk	cleartk-berkeleyparser	0.3.0		a9027c8080d2e479bb35b74ef55d375c01a4e048
org.cleartk	cleartk-berkeleyparser	2.0.0		6b501b3d72ee207f41b5d1d52dc131127cf8be9b
org.cleartk	cleartk-berkeleyparser	3.0.0		a11dc27314603b0485fd210581887e61a3f112de
org.epos-eu.ics-c	router-framework	0.0.1		e909680f7d45d94c173b10972a162d6d20803606
org.epos-eu.ics-c	router-framework	0.0.2		b3c00d1091026409200c028257b4aeefc8d70465
org.epos-eu.ics-c	router-framework	0.0.2-a		e3e1a3a5bca52e4173fce10fde7151e2a7aa701b
org.epos-eu.ics-c	router-framework	0.0.3		fc19a26e10de65ac2698d399eb131d909ad1bbcc
org.epos-eu.ics-c	router-framework	0.0.4		ed599e26ac5ee45c50c7fbb7777b3c08057171e5
org.epos-eu.ics-c	router-framework	0.0.5		400de514d16db6ed1f17dc4082148db33e1740f2
org.epos-eu.ics-c	router-framework	0.0.6b		3de8fb64fdf485af1d57aeceebe38f70f4a74504
org.epos-eu.ics-c	router-framework	0.0.6c		5c85cc6fe86e00f95adb086457ee898f68fe21a8
org.epos-eu.ics-c	router-framework	0.0.6d		88215823e2ef43083cf90ea7798733a7ee4eceaa
org.epos-eu.ics-c	router-framework	0.0.6e		9c7e4dd22b3b334dc9e3eae6b9426e1b91ee0d81
org.epos-eu.ics-c	router-framework	0.0.7		6fcad5c73dabd893a1e8f9d796a4455c2271c67b
org.epos-eu.ics-c	router-framework	0.0.8		22468d76b4ebe129a1b245f120888ade5d384c9c
org.epos-eu.ics-c	router-framework	0.0.8b		a14466948c7f4ca6a8a1366051f16c1df04638fe
org.epos-eu.ics-c	router-framework	0.0.9		3f0bc8f9223c72a35ce9a80d1dc3482abbceb19b
org.epos-eu.ics-c	router-framework	0.1.0		26f21931874a282c5e9b5999b9ab4e23afc0d64f
org.epos-eu.ics-c	router-framework	0.1.1		2f96b2be4d42b91165c3f3e16822f6f4be09048d
org.epos-eu.ics-c	router-framework	0.1.2		157ff645f67bc0abe2791746cf763fb6cc6ded36
org.epos-eu.ics-c	router-framework	0.1.3		b768b2b36c101c1b47c001a277e2627327cfb404
org.epos-eu.ics-c	router-framework	0.1.4		cf55089f8e0de7016ff2e8f4feb15fe95668be14
org.epos-eu.ics-c	router-framework	0.1.5		48aae51e389ccb6ac0dd797021bb22db70a42d05
org.epos-eu.ics-c	router-framework	0.1.6		7ae2ba252d8d414233488036dc8fe12fb13b48f8
org.epos-eu.ics-c	router-framework	0.1.7		4b09e07d3bb78078eb95932000031c4f7f9fcf65
org.epos-eu.ics-c	router-framework	0.1.8		de211246517137d8bfdb6cc5796a1d7640747343
org.epos-eu.ics-c	router-framework	1.0.0		c0539db023c0f54d3e0256af84d7a96a8cbe3e00
org.epos-eu.ics-c	router-framework	1.0.1		755e6fa7f9140620b79a3746b82eaaa5ea64afe3
org.epos-eu.ics-c	router-framework	1.0.2		d5cc8f16bdeba94ef8ebcf16a215666d548b977f
org.epos-eu.ics-c	router-framework	1.0.3		f3200e94bb7021e9d949a802a136094bc38ba324
org.finos.legend.pure	legend-pure-m3-dsl-path	0.0.8		165fa922f74e06bcd62fc6df6de52c8535d2abe0
org.finos.legend.pure	legend-pure-m3-dsl-path	1.0.0		0e13d30dddb52fb0a56165d275953ddbadb364af
org.finos.legend.pure	legend-pure-m3-dsl-path	1.1.0		3f3c1918098c67eb596e5f92c94e20699dfce8d9
org.finos.legend.pure	legend-pure-m3-dsl-path	1.1.1		13db71d8cbbe79397167e441c5df67f6c129ed5d
org.finos.legend.pure	legend-pure-m3-dsl-path	1.10.0		3229167a860cd7debe8393e02729b0f94a355c6c
org.finos.legend.pure	legend-pure-m3-dsl-path	1.11.0		57485ce966fcf2be0cbb57b1d6c561a804991774
org.finos.legend.pure	legend-pure-m3-dsl-path	1.12.0		80b63d962db2dcbf25f9877bdec33bab9d93cbb7
org.finos.legend.pure	legend-pure-m3-dsl-path	1.13.0		c5b825ffe53e4928fb9ffd864f0438b44f526f35
org.finos.legend.pure	legend-pure-m3-dsl-path	1.13.1		6ec15ac65e121004bdfe70181dc68e50a149d365
org.finos.legend.pure	legend-pure-m3-dsl-path	1.14.0		a685249da75d49f904c4130ade099184cf516671
org.finos.legend.pure	legend-pure-m3-dsl-path	1.15.0		75af8c9ba6a310a836545b95972bf4747f2c02df
org.finos.legend.pure	legend-pure-m3-dsl-path	1.15.1		5210554a1f877117d1b926134febc1ed55f5ee13
org.finos.legend.pure	legend-pure-m3-dsl-path	1.16.0		0b9689324e80e0fcc9c1da4d85391e397c8aa0be
org.finos.legend.pure	legend-pure-m3-dsl-path	1.17.0		463b16a4cba30eab73e114dc34d58fe6bbfba630
