bouncycastle	bcpg-jdk15	140		6fdf17321df065223be5e73a0916a8c6dc383140
io.toolisticon.cute	extension-plainjava	1.0.1		87425369c4329206a4610a059366c11cb7ab20ef
io.toolisticon.cute	extension-plainjava	1.1.0		afb3a7305c6d63a1507d7cb445d84917fa617d47
io.toolisticon.cute	extension-plainjava	1.2.0		ddea9a8adeaf24b0f7476cc1fb8b6e1edc22f992
io.toolisticon.cute	extension-plainjava	1.3.0		092da7c2c9af9eb77eec8b64ea9a7b5c8c967534
io.toolisticon.cute	extension-plainjava	1.3.1		38a7aebd50d26b5badbf50618c88a7c0f022fc9d
io.toolisticon.cute	extension-plainjava	1.4.0		42eb13bcf6fb227894c836b37ec3d1a934923930
io.toolisticon.cute	extension-plainjava	1.5.0		07fd10e7175e5348439b610bde10310bf5183e03
io.toolisticon.cute	extension-plainjava	1.5.1		9372d25369a0ab3c78a06290fab9e43238c5bace
io.toolisticon.cute	extension-plainjava	1.6.0		c287e53284d64f0f4eab99e94a84c46925a9f19b
io.toolisticon.cute	extension-plainjava	1.7.0		c9ae92ff684c594ed090e9cc919aa55bb94a57b4
jp.t2v	play2-pager_2.10	0.1.0		b0fc884a178163baeb5fac39f532479648c370f0
me.matsumo.fankt	fanbox-iosarm64	0.0.10		N/A
me.matsumo.fankt	fanbox-iosarm64	0.0.10	metadata	e9e05fa2b425c208db6c19a4503b01fc9c57bf4d
me.matsumo.fankt	fanbox-iosarm64	0.0.11		N/A
me.matsumo.fankt	fanbox-iosarm64	0.0.11	metadata	d1f4e5f5a6b7069c15320342eb497377f26ce6dd
me.matsumo.fankt	fanbox-iosarm64	0.0.12		N/A
me.matsumo.fankt	fanbox-iosarm64	0.0.12	metadata	a909d7e959921ad18e05fcf4724ee81020fffd51
me.matsumo.fankt	fanbox-iosarm64	0.0.13		N/A
me.matsumo.fankt	fanbox-iosarm64	0.0.13	metadata	57436dd1aea1d2e3f9df9da60bf94822adfee5bf
me.matsumo.fankt	fanbox-iosarm64	0.0.3		N/A
me.matsumo.fankt	fanbox-iosarm64	0.0.3	metadata	27df0e8fef709c4311c11d2226dde58c3316a7ba
me.matsumo.fankt	fanbox-iosarm64	0.0.4		N/A
me.matsumo.fankt	fanbox-iosarm64	0.0.4	metadata	d5da49dcfba8a3356685031d07dcac24eb5941c5
me.matsumo.fankt	fanbox-iosarm64	0.0.5		N/A
me.matsumo.fankt	fanbox-iosarm64	0.0.5	metadata	bec4824b606fbacde152df62a901a73a8b0372c9
me.matsumo.fankt	fanbox-iosarm64	0.0.6		N/A
me.matsumo.fankt	fanbox-iosarm64	0.0.6	metadata	eb4ffa05afbd5e7f5e51edeb8db99b2847703ada
me.matsumo.fankt	fanbox-iosarm64	0.0.7		N/A
me.matsumo.fankt	fanbox-iosarm64	0.0.7	metadata	3ebb7427e9d12b5bed335cc68666980a3264a640
me.matsumo.fankt	fanbox-iosarm64	0.0.8		N/A
me.matsumo.fankt	fanbox-iosarm64	0.0.8	metadata	37996be4f435195d73a865a3439fdc8180249570
me.matsumo.fankt	fanbox-iosarm64	0.0.9		N/A
me.matsumo.fankt	fanbox-iosarm64	0.0.9	metadata	65c9273fea78385141f157b373afca61db9b0b73
me.sujanpoudel.mputils	platform-identifier-tvosarm64	0.1.0		N/A
me.sujanpoudel.mputils	platform-identifier-tvosarm64	0.1.0	metadata	6ff5c009717da9066c032e4d01a2f7fc54b5a329
me.sujanpoudel.mputils	platform-identifier-tvosarm64	0.1.1		N/A
me.sujanpoudel.mputils	platform-identifier-tvosarm64	0.1.1	metadata	b65c32216fdfeaa56ad0a4a2d7a209fc8d2dc5de
net.corda.plugins	cordapp-cpk2	7.0.0		6f33a437c4d495b7ea488c0a2a8971c407c90383
net.corda.plugins	cordapp-cpk2	7.0.0-DevPreview-2		02cf042d929d7de62b334d2b599b25d6db271881
net.corda.plugins	cordapp-cpk2	7.0.1		076d761803692a647483b814572d1fa090f9d49f
net.corda.plugins	cordapp-cpk2	7.0.2		39538d584f3f811edfb8dbf26d033de3b3078003
net.corda.plugins	cordapp-cpk2	7.0.3		1f29f62372c22f5c1efece6b0fcbb5ac9dfd8869
net.corda.plugins	cordapp-cpk2	7.0.4		35d9bab7c373e8963492b36546e2b04149a49987
net.dragonshard	dragonshard-data-mybatis	1.0.1		62feea54fac313cf36ca05783dc181a21f524dd8
net.dragonshard	dragonshard-data-mybatis	1.1		bbe7fd44583106bb5e062dcd2aa14e78d9c8ae52
net.dragonshard	dragonshard-data-mybatis	1.1.1		d41007ac9a813d36d8730bb28de3f27375c9360a
net.dragonshard	dragonshard-data-mybatis	1.1.2		70e81f09b1f2f9c34b33979dc7f029f752274d8a
net.dragonshard	dragonshard-data-mybatis	1.2.0		ead4b114401980de265565f4d09b7859501fb2fb
net.dragonshard	dragonshard-data-mybatis	1.2.1		3503450c763c293a2aab3daaeff877b0f208f4dc
net.liftmodules	imaging_2.5_2.9.1-1	1.2		d4908079948aef3f440cb383f1784ebebb759a87
net.liftmodules	imaging_2.5_2.9.1-1	1.3		1fa35199b2066ca65e3dfbb76b2fbfa380274dbc
org.apache.camel.quarkus	camel-quarkus-csv-deployment	0.2.0		c79754555458294664ccf5351bcfd634e531c158
org.apache.camel.quarkus	camel-quarkus-csv-deployment	0.3.0		e61c3c85af7cd23f763a3e665daa09b6ad960f1d
org.apache.camel.quarkus	camel-quarkus-csv-deployment	0.3.1		f67fef1907cc72952649162e69f1d4901d43dd43
org.apache.camel.quarkus	camel-quarkus-csv-deployment	0.4.0		b502432fc2a5659c68fc5b8bb85c6b9444051524
org.apache.camel.quarkus	camel-quarkus-csv-deployment	1.0.0		a95c0e3f5f4f2371b8825a02bc6fdb971218b6d5
org.apache.camel.quarkus	camel-quarkus-csv-deployment	1.0.0-CR2		3f6dbb2ff5f69675080982ac39531955c8f48859
org.apache.camel.quarkus	camel-quarkus-csv-deployment	1.0.0-CR3		47b27a2f58ebfbe95b7e39ae804863d7f14266e9
org.apache.camel.quarkus	camel-quarkus-csv-deployment	1.0.0-M1		0b1226e5314f642b5d54c779812a7217f54ae576
org.apache.camel.quarkus	camel-quarkus-csv-deployment	1.0.0-M2		14d7184346ce69e158ad5c51cffaa901e0744912
org.apache.camel.quarkus	camel-quarkus-csv-deployment	1.0.0-M3		df321392fa54be038e5d2127093d66c146bf9da1
org.apache.camel.quarkus	camel-quarkus-csv-deployment	1.0.0-M4		a4d8a39d3559aa910d851383b2805597b5ab84e7
org.apache.camel.quarkus	camel-quarkus-csv-deployment	1.0.0-M5		2be110338850b829da219ac126255149d26da523
org.apache.camel.quarkus	camel-quarkus-csv-deployment	1.0.0-M6		8cad58a3eeda4e2d03ca69b6cfc01da6fa826fb3
org.apache.camel.quarkus	camel-quarkus-csv-deployment	1.0.0-M7		50b2ab6ff7913c1bff57b5ae37e3e3ad61b48ea7
org.apache.camel.quarkus	camel-quarkus-csv-deployment	1.0.1		2967f7a204bf91e9f10869519220dfed9c35152e
org.apache.camel.quarkus	camel-quarkus-csv-deployment	1.1.0		321f2b5f1392f0cec324433baeb2ea288a805a72
org.apache.camel.quarkus	camel-quarkus-csv-deployment	1.2.0		2a17aa16ef0203aa7b26da1729fa7681eee2cfd8
org.apache.camel.quarkus	camel-quarkus-csv-deployment	1.3.0		c0b9c9540f677507c8953252ea495f85c98d981b
org.apache.camel.quarkus	camel-quarkus-csv-deployment	1.4.0		ebdadb70fcadb43190c04d5fc1506be3d600092c
org.apache.camel.quarkus	camel-quarkus-csv-deployment	1.5.0		0e4efa610fe09cc2b29abcdee62b3e7e523c0fa0
org.apache.camel.quarkus	camel-quarkus-csv-deployment	1.6.0		b9ae5d2729827ce4f7c7b289d5433e88810be6ad
org.apache.camel.quarkus	camel-quarkus-csv-deployment	1.7.0		17150b9ff83187a61f479fedba6e2279dd3eab95
org.apache.camel.quarkus	camel-quarkus-csv-deployment	1.8.0		681528faf255c4c31259595ca233b256fd01f10a
org.apache.camel.quarkus	camel-quarkus-csv-deployment	1.8.1		fb54c759662ac5e460b8faa6b3354140fa09c4e2
org.apache.camel.quarkus	camel-quarkus-csv-deployment	2.0.0		db024853f382c6c7c1799f18b697e95a23c9da0d
org.apache.camel.quarkus	camel-quarkus-csv-deployment	2.0.0-M1		a04403e61536ee6cd43bbc33ab6e0abfde813000
org.apache.camel.quarkus	camel-quarkus-csv-deployment	2.0.0-M2		821eabbff319998b465d1d321808ef17c57437bb
org.apache.camel.quarkus	camel-quarkus-csv-deployment	2.1.0		ec71de5cbe18ec65710db476866e2a5ba6d693d9
org.apache.camel.quarkus	camel-quarkus-csv-deployment	2.10.0		7d05eddea3da9f50dea6085f3333f2bf4c0e36c7
org.apache.camel.quarkus	camel-quarkus-csv-deployment	2.11.0		145871bd916fed28901e54d56b8188b7b5a7c621
org.apache.camel.quarkus	camel-quarkus-csv-deployment	2.12.0		7657e418cd182e062378273fe7ef78e418d69fc5
org.apache.camel.quarkus	camel-quarkus-csv-deployment	2.13.0		aa5b4cafdaea67975da7bf6c89c29d99dd7c74fb
org.apache.camel.quarkus	camel-quarkus-csv-deployment	2.13.1		b199bdaa06a736a0516a6c6e83f3776e7ac6e124
org.apache.camel.quarkus	camel-quarkus-csv-deployment	2.13.2		bffa20cb936b90c475fc3d1480c56929c07db0c2
org.apache.camel.quarkus	camel-quarkus-csv-deployment	2.13.3		03297b1100815a9557deda51498b501c383166d7
org.apache.camel.quarkus	camel-quarkus-csv-deployment	2.14.0		8bc340ef2272228feaa5377f6e85abc26969961e
org.apache.camel.quarkus	camel-quarkus-csv-deployment	2.15.0		481090da9567d4542413b7521edb28be445399d3
org.apache.camel.quarkus	camel-quarkus-csv-deployment	2.16.0		1ab44b554720ab85517ad1eec6db995fdb22c9e6
org.apache.camel.quarkus	camel-quarkus-csv-deployment	2.2.0		aef3cf44b2d01f9309c18a5fbaa74c802f057ec0
org.apache.camel.quarkus	camel-quarkus-csv-deployment	2.2.1		40f731cee0d2633b8e20975dc6db33e38ad619d1
org.apache.camel.quarkus	camel-quarkus-csv-deployment	2.3.0		fec4bcc8c365817b7faa1afac50920105896e9b0
org.apache.camel.quarkus	camel-quarkus-csv-deployment	2.4.0		50a218a8d7dbfbccb2313084e90d5f3a34481a18
org.apache.camel.quarkus	camel-quarkus-csv-deployment	2.5.0		b72bb02fb2e7abcc1de0067b4cded9498489ff77
org.apache.camel.quarkus	camel-quarkus-csv-deployment	2.6.0		15bd507b668ffd2acc1aec89d73a7b8ccc499e31
org.apache.camel.quarkus	camel-quarkus-csv-deployment	2.7.0		e158a95e9e55c6f9fcb9fb8b3016a65c2025c025
org.apache.camel.quarkus	camel-quarkus-csv-deployment	2.7.1		ebe2d50e36f127e15cf6ff4c797e941f6920e429
org.apache.camel.quarkus	camel-quarkus-csv-deployment	2.7.2		119209f9c748f1e5418c6f2422a40ad4ce8752c6
org.apache.camel.quarkus	camel-quarkus-csv-deployment	2.8.0		9832823f612485846367cfb5ac3b116232aef28b
org.apache.camel.quarkus	camel-quarkus-csv-deployment	2.8.0-M1		e7725b5da3a72ab9b7a8db989ba2cb73cbcd3725
org.apache.camel.quarkus	camel-quarkus-csv-deployment	2.9.0		a6837a6a3059fc3f72ea6ae97fc73c4a9c5c095e
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.0.0-M1		5327ec46313cd8bf40706586ca457470b04a824f
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.0.0-M2		f28b699957021f0420257b53c1010a7f65bb473d
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.0.0-RC1		b9f06f0ddb6d9bfb94b778ad48aa903e193cad4d
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.0.0-RC2		749a5791a7edeac3605e7a3fbf9f5691496578c0
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.10.0		be7c0e8cc9fc7dc1e49457e278114463194be384
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.11.0		2b56beb8e26ba588f321a7473766977b01a2ff66
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.12.0		b751c2ae5ad95588548793b34a6e20d50d586754
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.13.0		a9848f955b242a932f8d800e4540ae84a42160ec
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.14.0		cd0b809de8f77e1dd56d6ffc8fce21146c730808
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.15.0		2ca2d4b6607a50febf4bf865ce0dc8f7fa66aac3
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.15.1		38d85c19d2de398b884299164767d750e5568312
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.15.2		dfbf9b1e7131e54a45e4e9b873d6d27afd6d2641
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.15.3		4bbca9275e313b9e88e9f42522c6a1049b8e9d80
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.16.0		ac412137db8dbe24f16f40462f797eb629c6168c
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.17.0		bbf5911a900f4ebef909a3666c2b1b3581270cfd
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.18.0		e039f695ae112ffa0da2955d8172f7eba1908416
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.19.0		98bf959e713ccb16266e910d0529a62d53fa2d2c
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.2.0		8358f1eb64e8182302080da62eccf8f02d484b4d
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.2.1		2f79d84fd663b7715a4ffff009d35712adc7f212
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.2.2		4946f2fd5522605a489dfd2679b4919b9a26951d
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.2.3		67b9d1f5327a1fa16cda5b30c94e819a533fa5d3
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.20.0		1d2e5d3da59987832fe030739166592cdcfc1551
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.22.0		04ba8b6085bcab724bf83f7da5f146d7b2091255
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.4.0		97b6917f3ab28f79902e9fb1e745047143e02079
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.5.0		82923a1691860ff53216207c244397f55234292f
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.6.0		138a342f95dc8fe841c9596f34bdcaf6344cbd62
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.7.0		7fd45667ab18b48231c3799a0ea12f5c6ea031a1
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.8.0		0fac4c31dd493932503919284bff66174dafb3ba
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.8.1		5bad25be88aaa0432e22510c1d97a2b35104b2c5
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.8.2		628a6e7bdcdd80bbe3d172deafb62c8e62b9130a
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.8.3		0f3c031d6cab0cefdb68ce63a697188d6f69a26d
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.8.4		90d3fe8080c42414944943452eadc7310b503757
org.apache.camel.quarkus	camel-quarkus-csv-deployment	3.9.0		4881570101c223e64a64b42f411b16a54efe8362
org.apache.shardingsphere	shardingsphere-sql-parser-spi	4.0.0		0da3e99b9093f1315f7993a472b46e89498195c6
org.apache.shardingsphere	shardingsphere-sql-parser-spi	4.0.1		9f1a6112042cfec6728b97b070d4795d4812fd28
org.apache.shardingsphere	shardingsphere-sql-parser-spi	4.1.0		4d2238346568d9838c661b86de53d2f0fd9d346f
org.apache.shardingsphere	shardingsphere-sql-parser-spi	4.1.1		bac5dd35961f9fe5deaea599f7643d26daa81858
org.apache.shardingsphere	shardingsphere-sql-parser-spi	5.0.0		40f1a6b1b13dc2246b70411691f3b3e9c6f5ce58
org.apache.shardingsphere	shardingsphere-sql-parser-spi	5.0.0-alpha		2a40d32ae7904178c9852b9456181715a12bc8ba
org.apache.shardingsphere	shardingsphere-sql-parser-spi	5.0.0-beta		32799bdb3e8389c2a5678c8b0406803663d03c90
org.apache.shardingsphere	shardingsphere-sql-parser-spi	5.1.0		381b247fadffa21b9bba3ede919f256171136a70
org.apache.shardingsphere	shardingsphere-sql-parser-spi	5.1.1		7f723c2edefec0fd00b47bff3122691fd3c1a64d
org.apache.shardingsphere	shardingsphere-sql-parser-spi	5.1.2		e1d2ebb061aec08519e3c3af93cac23652c1ecbf
org.apache.shardingsphere	shardingsphere-sql-parser-spi	5.2.0		85ec8b58bf2ad9c8c85bc06958e1a0c97653c970
org.apache.shardingsphere	shardingsphere-sql-parser-spi	5.2.1		fc5313f624ead2eb48f52162c5914583b9f0c1a1
org.apache.shardingsphere	shardingsphere-sql-parser-spi	5.3.0		d18c83fcc923d29e856e60b7ee83ad8818f770f2
org.apache.shardingsphere	shardingsphere-sql-parser-spi	5.3.1		638a78156fe55f89c22e6558d45aa61580549201
org.apache.shardingsphere	shardingsphere-sql-parser-spi	5.3.2		b963d5c5160c5e2a2e554be70eab4bdfb8586fbd
org.apache.shenyu	shenyu-client-core	2.4.0		e0e3fce323397845aeb5214345dc48c328aa7796
org.apache.shenyu	shenyu-client-core	2.4.1		5973775e123130e3cd6e8e1361cff0043baada02
org.apache.shenyu	shenyu-client-core	2.4.2		ad8ffee201cef08900add1f07cf4a3cf15d7fad0
org.apache.shenyu	shenyu-client-core	2.4.3		31f1856b7eafe5c08d73f513f68a7b0a89a1056e
org.apache.shenyu	shenyu-client-core	2.5.0		c3a03a5d9819c0a6eac82efc0a64226c17b0bd73
org.apache.shenyu	shenyu-client-core	2.5.1		2472eb9e7400f85f94a45ba295688ae59b0dd921
org.apache.shenyu	shenyu-client-core	2.6.0		bd64a334f2bf11f7a407f370fb8d2b154ca37ff4
org.apache.shenyu	shenyu-client-core	2.6.1		69fbf67eb6a7ec9a625611e16740fdea95b742a7
org.apache.shenyu	shenyu-client-core	2.7.0		50029a1a6c5d61c537038b504df2af8592434483
org.apache.shenyu	shenyu-client-core	2.7.0.1		1d47e031a5f1b762889841cbab3957dec8b88715
org.apache.tapestry	tapestry-kaptcha-jakarta	5.9.0		bfccae6769c10092529a6164ae8a65e13f7eabf4
org.apache.tapestry	tapestry-kaptcha-jakarta	5.9.0-preview-2		c4aae3872920cba2696a02a5793f898247994620
org.commandmosaic	commandmosaic-aws-lambda-springboot	1.0.0		f8a611762f36d668c8e847eb37097c01e5f92e7a
org.commandmosaic	commandmosaic-aws-lambda-springboot	2.0.0		12ecd52086346bbbe46ea942ed27e78ac27a1b76
org.drewcarlson	mobiuskt-core-iosx64	0.1.9		N/A
org.drewcarlson	mobiuskt-core-iosx64	0.1.9	metadata	f4b6695a90ca2b34c1e030eb7f0b4bff58b2e978
org.drewcarlson	mobiuskt-core-iosx64	0.2.0		N/A
org.drewcarlson	mobiuskt-core-iosx64	0.2.0	metadata	0cd64ad36f829dcc6cf79d9769b90367e46d4fa4
org.drewcarlson	mobiuskt-core-iosx64	0.2.1		N/A
org.drewcarlson	mobiuskt-core-iosx64	0.2.1	metadata	1cb51f310b9bc983705f41e47e408c3b99f85e07
org.drewcarlson	mobiuskt-core-iosx64	0.3.0		N/A
org.drewcarlson	mobiuskt-core-iosx64	0.3.0	metadata	aeea5a11e69d01a8632dc49a6b3cedac75db484a
org.drewcarlson	mobiuskt-core-iosx64	0.3.1		N/A
org.drewcarlson	mobiuskt-core-iosx64	0.3.1	metadata	3e297a20d164ac00cafb36eb924ac20e5fb233cb
org.drewcarlson	mobiuskt-core-iosx64	0.4.0		N/A
org.drewcarlson	mobiuskt-core-iosx64	0.4.0	metadata	ad82bfe387cc139647fdddd16402debae9468709
org.drewcarlson	mobiuskt-core-iosx64	0.4.1		N/A
org.drewcarlson	mobiuskt-core-iosx64	0.4.1	metadata	5777822407903407c0c8808b2945b797f782f143
org.drewcarlson	mobiuskt-core-iosx64	0.4.2		N/A
org.drewcarlson	mobiuskt-core-iosx64	0.4.2	metadata	790e2fe59b2697900cf74bb87a27fe5274bb1eaf
org.drewcarlson	mobiuskt-core-iosx64	0.4.3		N/A
org.drewcarlson	mobiuskt-core-iosx64	0.4.3	metadata	b17af8227dfc94965a1eec0feb5f84f83a2acd51
org.drewcarlson	mobiuskt-core-iosx64	0.5.0		N/A
org.drewcarlson	mobiuskt-core-iosx64	0.5.0	metadata	64ddd0dec4069936387e68f156fa9ed8333c4a0e
org.drewcarlson	mobiuskt-core-iosx64	0.5.1		N/A
org.drewcarlson	mobiuskt-core-iosx64	0.5.1	metadata	11963be9fcff2a56c646f7bfddc2a0ac349d0711
org.drewcarlson	mobiuskt-core-iosx64	0.5.2		N/A
org.drewcarlson	mobiuskt-core-iosx64	0.5.2	metadata	d63df814e9f50bcffdc46da96e2000c8da0ac4e1
org.drewcarlson	mobiuskt-core-iosx64	0.6.0		N/A
org.drewcarlson	mobiuskt-core-iosx64	0.6.0	metadata	387d986fa4ad86c2b16cf8e8d1d4376e31a8ae17
org.drewcarlson	mobiuskt-core-iosx64	1.0.0-rc01		N/A
org.drewcarlson	mobiuskt-core-iosx64	1.0.0-rc01	metadata	93ccad7adf4564727df2bd64382c19e28533ee52
org.drewcarlson	mobiuskt-core-iosx64	1.0.0-rc02		N/A
org.drewcarlson	mobiuskt-core-iosx64	1.0.0-rc02	metadata	fe977d674b73bbba5cb8d6ad304d3fe0b535c1bb
org.drewcarlson	mobiuskt-core-iosx64	1.0.0-rc03		N/A
org.drewcarlson	mobiuskt-core-iosx64	1.0.0-rc03	metadata	eb1d6e42c61a512f8cc696929214c3e58d9432da
org.drewcarlson	mobiuskt-core-iosx64	1.0.0-rc04		N/A
org.drewcarlson	mobiuskt-core-iosx64	1.0.0-rc04	metadata	a10859af5c208e33015c4308c2440a2a44d40230
org.drewcarlson	mobiuskt-core-iosx64	1.0.0-rc05		N/A
org.drewcarlson	mobiuskt-core-iosx64	1.0.0-rc05	metadata	e44c6400db7c5b532cd7df5f4b5ba1c03c1938c4
org.drewcarlson	mobiuskt-core-iosx64	1.0.0-rc06		N/A
org.drewcarlson	mobiuskt-core-iosx64	1.0.0-rc06	metadata	73c51eafbe79d2ae7b2b5483b478fe235e1778d8
org.drewcarlson	mobiuskt-core-iosx64	1.1.0		N/A
org.drewcarlson	mobiuskt-core-iosx64	1.1.0	metadata	7f73af7d6b50b94ee08f8f6b771c1384ff042ca7
org.drewcarlson	mobiuskt-core-iosx64	1.2.0		N/A
org.drewcarlson	mobiuskt-core-iosx64	1.2.0	metadata	177e4b3b061bd5802a4a632cdabc005f076d9961
org.drewcarlson	mobiuskt-core-iosx64	1.2.1		N/A
org.drewcarlson	mobiuskt-core-iosx64	1.2.1	metadata	36ebcc6935d3d27d928d188960581336de0ee0f2
org.drewcarlson	mobiuskt-core-iosx64	1.3.0		N/A
org.drewcarlson	mobiuskt-core-iosx64	1.3.0	metadata	2f1187deba91797cab0ad4a4f2289d202be8c3d7
org.drewcarlson	mobiuskt-core-iosx64	1.3.1		N/A
org.drewcarlson	mobiuskt-core-iosx64	1.3.1	metadata	174a7a4fa63e1c6e15e3a96f4ae229da1086e6f3
org.drewcarlson	mobiuskt-core-iosx64	v0.2.0		N/A
org.drewcarlson	mobiuskt-core-iosx64	v0.2.0	metadata	1211f617ecc9701da2f91e018087cd0a01d1e48d
org.easygson	easygson	1.0.0		5961c113650e9eed21c38860c70ed403f541c8fd
org.easygson	easygson	1.1.0		93ffe007ec8c5ceee701ea8faa6cc9c8207b646c
org.easygson	easygson	1.2.0		17c37d0b366632507483f289eaad50285faff40c
org.easygson	easygson	1.3.0		0d423a162f378e8b14d481c526ed53ddcaacbf93
org.easygson	easygson	1.3.1		a16cf494c78f57a035a7f63ab4ab1a9c562998a6
org.eclipse.ditto	ditto-thingsearch-model	2.0.0		f311d2f25feec3ffa070dee052a58f4ed23d0048
org.eclipse.ditto	ditto-thingsearch-model	2.0.1		d4a03ded6eacf764cd8e59dd880cf4673e0bc747
org.eclipse.ditto	ditto-thingsearch-model	2.1.0		dfed1b40f7ecc2213f4f38ca78575143974ddcd9
org.eclipse.ditto	ditto-thingsearch-model	2.1.0-M1		095440e7c195c9c6b0176bf11c128dfe30eacaff
org.eclipse.ditto	ditto-thingsearch-model	2.1.0-M2		f2ac74bb4baca29c4ae8aa8bc486a2204116c62f
org.eclipse.ditto	ditto-thingsearch-model	2.1.0-M3		57a64f0107007c4a162f02671b6620a3a1be1c04
org.eclipse.ditto	ditto-thingsearch-model	2.1.1		7578f087ab98998a235e53603dff460a81e1a2cc
org.eclipse.ditto	ditto-thingsearch-model	2.1.2		d727389724c25c8710f61a70683da31f97eaabd0
org.eclipse.ditto	ditto-thingsearch-model	2.1.3		8d1ea1d7e41b231e769aefb23b7e39111e68fd1c
org.eclipse.ditto	ditto-thingsearch-model	2.2.0		346a8ea4300f33129cb23f8506d361985bd574eb
org.eclipse.ditto	ditto-thingsearch-model	2.2.1		065684631fbd4ff7c45a8aa9dc89655c0af20f67
org.eclipse.ditto	ditto-thingsearch-model	2.2.2		f69188090656a00b18116afba9dc4c0c59994f1b
org.eclipse.ditto	ditto-thingsearch-model	2.3.0		8b28a5140057ed79638da1855e0c17240d0ce2bc
org.eclipse.ditto	ditto-thingsearch-model	2.3.1		997434e35dd0dd920e527d3c262147404d93aebb
org.eclipse.ditto	ditto-thingsearch-model	2.3.2		c61cd3e37b22f08e2ec4f0dfeee2a1637ffdd566
org.eclipse.ditto	ditto-thingsearch-model	2.4.0		5fd13fba3e7b7649a1ca117e54c4387947d6dad6
org.eclipse.ditto	ditto-thingsearch-model	2.4.0-M1		cebfceff5f4355842b06e8d875fa04caab057610
org.eclipse.ditto	ditto-thingsearch-model	2.4.1		35b62a9e3a16271b7ebf17b364174fd0454b1d4f
org.eclipse.ditto	ditto-thingsearch-model	2.4.2		2d313be7b23707f4aa4e9f739fd1d414c4dd5459
org.eclipse.ditto	ditto-thingsearch-model	3.0.0		332abbccacf975373ef7c0b7f59573f402e61901
org.eclipse.ditto	ditto-thingsearch-model	3.1.0		0d20b150bc99ca88316c61dfaceb431fce968343
org.eclipse.ditto	ditto-thingsearch-model	3.1.0-M1		3e5b4d5081be90ee8fae80a16dfe7522c5c773ad
org.eclipse.ditto	ditto-thingsearch-model	3.1.1		b3a56e5122a69a70af5efb4b232ac5234d4f0ff6
org.eclipse.ditto	ditto-thingsearch-model	3.1.2		c9cf59d3b87abb33479145164899da1718a92773
org.eclipse.ditto	ditto-thingsearch-model	3.2.0		7fbed482d15abe8f5befd15c5ed6a07b2478babd
org.eclipse.ditto	ditto-thingsearch-model	3.2.1		b017509fa8af85f0d2d0b682cdadde9c8401bcf6
org.eclipse.ditto	ditto-thingsearch-model	3.3.0		0c9d2579f52db0c1303aa9eb00f764435262c31b
org.eclipse.ditto	ditto-thingsearch-model	3.3.1		c3867d9b60d2f9cb7ee4f3dcb9d6841e704baae0
org.eclipse.ditto	ditto-thingsearch-model	3.3.2		50b1c86ad7f30672a7e94c13504fa8b0ba9fed0b
org.eclipse.ditto	ditto-thingsearch-model	3.3.2-M1		7ceae75e0e2e0db3d75503346bcff2f8d1a6e7d1
org.eclipse.ditto	ditto-thingsearch-model	3.3.3		d017a6c45c2ae50c8ed3aadac300af3cd6dfc24e
org.eclipse.ditto	ditto-thingsearch-model	3.3.4		9ee21fab8b5ecc31f47ed6894db623186307ec73
org.eclipse.ditto	ditto-thingsearch-model	3.3.5		aaa775e7255926a264a83dab6e148ff806888ec2
org.eclipse.ditto	ditto-thingsearch-model	3.3.6		4cd2d9705543b188e46bb197c8c0a3403ff199d0
org.eclipse.ditto	ditto-thingsearch-model	3.3.7		5d5351fa48ea3ec2b2b498ac67a5a5e788de70d3
