app.cash.treehouse.schema	app.cash.treehouse.schema.gradle.plugin	0.1.0		N/A
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk17-20240808		5f4fc8352e95c91f5806338236b6093272b8c686
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk17-20240809		40d98fa7133b39b4bbf419fed28f353c80c974f3
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk17-20240815		14018abcd9bb75231df99d926899cb066b26e8e5
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk17-20240819		73fe397f81df6b63a9c998977a394eba60352bd3
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk17-20240827		14846aeb24d3822ff46dc1a244096f4d7f365795
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk17-20240830		12200ecc1f49e78c13946c961e13c77752de07d0
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk17-20240902		39dc3d129493da897211bf894f03b8174715525b
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk17-20240911		9aaf64bc8480536139d525cdc4bae16db377e1ad
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk17-20240912		10acb70fbb7a162f9af6c56640cdcfee7e6f4bfb
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk17-20240919		e2ddfdb66938cb42da2a69c89501391aa1dc1b61
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk17-20240920		5cd05cfe40071f1dcce276c23aa0e217c9a74406
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk17-20240925		5717e0457b3a665fea7a106932b9c9b636d824fb
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk17-20240930		e865163c8a43056d610b965efd1c3a567dca1e91
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk17-20241015		21c43a27bb9d895c7d680959ff040f85fa3f7d25
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk17-20241022		2c9a0b79433c9ab86f5c4b9e8c6e95d932098666
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk17-20241125		a2595050a34ab3dc168c5d67f1070be61fb4d9ae
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk17-20241231		467ede1d8e587eb8e8c5e8788c013b34f178e820
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk17-20250101		c1feae64e55c79a205e4d285c72648edb5fb8537
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk17-20250102		4dca81509194aa0dd47ff466b90297a938272b31
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk17-20250108		b2d233a594e0a6cc8af5f46ee40ce9721ddf3599
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk17-20250109		118bc1b3c7743327b6fe3bfc5c463741c1e3b3c7
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk17-20250212		5ef06ff8446786e5041071985f3e26f23edde665
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk17-20250312		02fb44a3c76bafa03249e0db11a031e416a88e76
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk17-20250404		3d7b8040bd350cb46deca4f0894fbc66d70f4e93
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240501		abc7dbb54646461cc74e9887b0983daf0caf7837
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240505		9f11fe393adecec00b0eaa8ef235823db61372c4
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240506		2a46c6ee66e5f197a96bd66c561a373b3124f53b
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240507		19530b246ddecf79f74698242564b2ec6bbd223b
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240508		5b361afea79adbbca0858db1a0fbe83a9c1a3209
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240509		ab2eecb18302ae5a844fd5ea137e1dc55efd948b
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240511		3d78b53d2ea34de7e1eae4c54163ebced68c65b2
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240515		52bcdc30b3788c95799724e6f12f7443f0c2e521
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240516		68ff8d3d390c1e2e8cdf621bd2ee0099e04ffe4a
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240517		e7d2ea6b61a62b89247df5c0dcfb98176275b89b
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240518		d5dc44373dd3865e94a11283b69e00506437ca2c
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240520		ee0aa5951ad12874c9a1ebcabedab521d79eb722
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240521		fc6a57a0b5620c0620fc72ec488e7d3fa7652bb1
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240522		d24fc45a856f519bb7634d73161dbe4a725caba7
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240523		033cbf099750aeff83c79d2559b2aadafe70df90
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240525		ebe2da7e9175a15423ca7a51915075761a744b1c
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240528		63952bd35405398d6a808d2ccaf7d93c63dd0055
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240530		bccf09a2cc4ec0107a58a1120b1e166407024a2d
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240606		f9bdf50d3497d33db927cf457366a1a4879591c5
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240607		126a36dbd9abbaad8b603bebd42c8741a48e5a1f
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240611		eaa1f29b101ae921da5c1d2dd3df40ebbc663bd1
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240612		643eb44c6f69fa321421de3f4d6973fd6df12f45
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240613		9154bbfcd7780a30a93b68089a8b2325a0e094aa
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240616		199871c29ec326e3b699f95834f2a9e2afdf5450
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240617		4fccd9ed25d1d48ada9fce2496209c577fb23c87
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240618		a6a14e334780d1e8044fbe6671c1e695c8be4cbc
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240619		314e05ef8deaf4596ad15646042d54c1e764a8cf
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240621		87c0eb7887d8e9598e1107471bfd0594b57a3496
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240623		cdd2473a2ad4cfb9ce1b8e20b31819cbfaaad476
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240626		a82cbd7536edfe047f9286362df0474229fca60e
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240627		4ae02fe4736a7e4479844d725a551291a95037a0
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240701		49fcb33c8242321acd1aa308b555a51b5022d344
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240702		9ad2a9d77973baa4dd2329023c71edb95de621e4
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240705		aff54b40170ac9beacfb083ffe8539c11ff58cba
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240706		ff5668f8f34c66c4e7389fa63ebeff62ff93c03b
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240707		7ffee747e651059122f80ca3497de7cc48c04dc8
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240708		eebfdc3a3279b5be9c1c00097302a0d82971ffeb
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240709		6568c10989c8ee32f554b33046d701c64fbe51b1
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240710		fcefc14fbc98383c85624bc210a33cb499c60000
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240712		301bdcbd4de185b46b4602c27906227ef8977a15
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240715		f1452d1d90742a5bd1cf30a693b1673e1b91948a
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240716		5bb1a590b2760b2bf878ebd613ef388396edf351
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240717		f04676e25addb6209513934201b0843575bfcf0e
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240718		176b90d3d7dd47dd4ca9e41524b83c8de3194c69
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240719		94f2db005ddaba9370eb8d9b974f61be322f7bcb
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240720		65c33cc5950726663dc1608f36c935a9f677827f
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240722		e8ccbd9a69752f635178bec020c9e55fb9a7f54c
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240726		c0f996b812eee5e82dac384216fd9f8aa5f1f642
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240727		5633dc85416b80d2ee1e2d9619d325009acb3122
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240728		22bf3c5dca9ec498c1a771055ef3e5313e1cdf69
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240730		05c4fd1fd91d4d5cf088b3c4478366cf22ccd0ea
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240801		91795a9dcf689db57eda4e6c014f70412f9711eb
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240805		c393fd2477eeb30c3d664ab62836565af1bdb6c8
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240807		a9dc4d0bd29c5c1ab144d4214ca49c13b1912bad
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240808		2fc1f9f2faec4833a70189acc613a620fbfe96fc
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240809		2ff88207834dc688ea2704610bfba3c94e709ef9
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240815		110b4f38b6258dd8c4a7a294b55c75107a5add11
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240819		dac19929b096f3517488b584a9e3dba12e84fc56
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240827		851a792109543a33fa6cfc94cdfd26eb3cb92336
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240902		4748a8cbb3f0bb8b6c67866da1a8e3baaa7140b8
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240911		fcf82527c941c44c0a948400f7102b8ca31d8f6a
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240912		b87d48c1878bbd09b160fe1bec4bb5534db0e346
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240916		17a3322986de3ac0080e15ef69384cf5c2553d87
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240925		58c4e0cb429fa1d03164d89bdf04249a8b7e07f9
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20240930		9f4796785d3e4c1fd29b64a2f5a179bc783f98d9
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20241009		4ee375f36a8e00e993dd1e59e7909dda198311c2
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20241010		3c3ffc88a4733a6c69c2e827aa9d6f5c4c24efe8
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20241015		c4a74f4691a5cbd5d56320339149fd971142520d
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20241016		caf3818df00a69bb064b665c23fa491d6043e24e
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20241018		6fd7a5c41f94ef38e962053ae76f749b484cd3db
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20241022		e7c8c910dad36289772a006bfe553d6dabc3cc9a
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20241025		66470e1536e5a2adadf29cfef033e7460046224c
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20241125		6249e98b350f7f331c7a66ad166de537eac4025b
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20241203		e705961141395c6044b7e33df6e6abd864249fd9
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20241231		df176bd211a14f16a583eb3791ce5bf16a363720
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20250101		777f947a3231c195bd77682fd93df344543d7255
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20250102		8498d0e5b7a5541a8fb61a7b5dd55e66d808a449
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20250108		3982af7b54cbfbedf61b5b55f0ffd919aaad4822
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20250109		ff3d92159c1f212979185909766a07775770b0c6
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20250212		3549a3441a91759c52093170e59c850006b0b78a
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20250312		fb552bfba72bfe35e9cea70342928470d468bc41
org.anyline	anyline-data-jdbc-citus	8.7.2-jdk21-20250404		e7dd4508bb44c56cc2179eff0e752c9d1e48fc0c
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	1.0.0		0dabe1d3cc5340b7380ec5773d3557085c748f30
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	1.0.0-CR2		b258370a3aadeb0de086d6533efaddba7a4898c3
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	1.0.0-CR3		956f380ee9e740dee5cb1010ef5dc6d7c5b4bb1e
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	1.0.0-M4		fa1c4dfc43c85a61ed63521ab1ee5137e50ead7e
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	1.0.0-M5		3eb79fe641d47d7958bae0e440efe41e55e71e9b
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	1.0.0-M6		20d6dc9fe21916352a98d2fe17dd415530dfe616
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	1.0.0-M7		2fdfee2121084487677d136aa4f8c8f1430beea5
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	1.0.1		2f5160d16da5c89507dde7dd54b0f04b352ed91c
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	1.1.0		b3b550b625a1964b88d97fe4bd84baf57076df3e
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	1.2.0		9cb28d8101835d0376ab3fb0a7f2879f0d6265cc
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	1.3.0		c3ab6274eef8e5daa28e29b998cd1fdb1a7a02da
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	1.4.0		c0bb489b0e80f26214f8d47140a95361f14f793d
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	1.5.0		7b65857906b46648549b05c0db4d5a85700bf95f
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	1.6.0		0722d8c4744bd9013d92066848149d0fe1a7e5e3
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	1.7.0		451af982cde94ab58ed5c18e4387e156f565848a
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	1.8.0		c7126ff14cee6f15449bf10256330b5b714e561b
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	1.8.1		42da5043eb6e9251d42b06b51563e10c4a39726c
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	2.0.0		3d6c69b1f8210d2d3d9b087a81bd855c24a82cd0
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	2.0.0-M1		e72fa193b18e6b62f9abf80f45246f8492c15b5d
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	2.0.0-M2		3e7b8ddf8cf9f7d88f7d7b63e29537c1c3ead375
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	2.1.0		58a3987abdcab99645a3fc52c468b30648e8559a
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	2.10.0		678961e92341beb18c5159f48a66773d42c24791
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	2.11.0		431399d60b98c4a01a0a0adf8cb49973ea300561
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	2.12.0		7e662135f01d187ec2ced2adb017b54b79459100
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	2.13.0		11162b3e92a5ef4bd9a63a6e0ebfe563e87c0756
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	2.13.1		1d60d6a0f806949673236e690362073a5fe82807
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	2.13.2		74304bce3e9cd4bf7a1f6eadeb011dbd013ff986
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	2.13.3		ab1bc33acb8c687533d0942db341dc7fa8f5a257
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	2.14.0		d510ca2c6e3563d5e7e77c11a66496ef29747f37
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	2.15.0		e25689e27bda2e3f528c2c741961f57cabe1b2ac
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	2.16.0		be9d588520ff6d0002b37be6844db078d3f69f55
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	2.2.0		72a3af53eebcbf41d0b5f455ef91e00e368de7a2
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	2.2.1		3b32435a8e2542f7c11c36c839241aaa4a354b5e
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	2.3.0		bccfec1f77e919d4dd71609b2adfd91f0b743ac3
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	2.4.0		0f8816e982eca9c31e8b66ca7ccf11e7801990f5
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	2.5.0		e67063db1353a19c1a82d9b9226ada076ca547e2
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	2.6.0		aa39af64f837dde2762337489646dfb01e6cb6b5
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	2.7.0		f0568a824323b63a121ccdbd3e74c9244b072282
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	2.7.1		bbf449e9003973f1845ccdab8266b2c5410fba33
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	2.7.2		f4982e7999fbb0920f60ae72ca0ab4a725040dff
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	2.8.0		9a4daa45245372c039ab1acf618e6bb1df2b7fc9
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	2.8.0-M1		07746090c39222b8d012a07cee4eabfa81a2b59e
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	2.9.0		e33227634edfa0e8d07f0c30a8969515b99756f2
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.0.0-M1		6f2b62ee4be79012aa26dcdd81c3aaa67f71c49b
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.0.0-M2		e1d18dcd90f9b66db1e93baa649427f5db427c22
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.0.0-RC1		4ea53aad2e9bc1e00447614a80137d87df31f092
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.0.0-RC2		1184d29168f8baba9508d14901c8353b09d13c9e
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.10.0		073f27f28e95efdca1c679ce6f6c6d13953d5b6f
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.11.0		bde6c5b43bd74ee4f65c7dfbae5f0d0ebd9d1a65
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.12.0		9a7a4adaec191a6d252633c1ebe7fa6758047561
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.13.0		57e0f81b07d12304d015574695ef5350772045ee
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.14.0		16d1bbe37d8150ace93fdce809c0f3c9db9b9f76
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.15.0		dddaf1d01f12bb56c5f1a7052a2b2b305a043b84
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.15.1		77ffde15a48b47b56479b2df20c52d7db135d93f
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.15.2		24d146e0beef67b3fc6092bd83bc573d316a9e91
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.15.3		b2fdd4cc8f3183b0ea9fa1b501edacc07d98e026
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.16.0		2c1b83af38019940f056b21a6e2d1161c2d3d8c6
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.17.0		927141d7f95ab43b90ad1240e94601326b410648
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.18.0		46f0edc4cfc64b856794e0cae559e886c2350e8f
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.19.0		50caa9d07987e687c777cc0383843b0129fb4277
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.2.0		5460a70e06f30998b3aee3b4533932e4f1ed5187
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.2.1		575f69b213c805291103ddd1ae739bddd732e47f
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.2.2		8534863de0cce08490fde07bfd61da13026bb3d8
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.2.3		dfc2eee9a14354092c8952b3cf18555ea9807a0a
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.20.0		e473232db5e88337a29aadad62e2379038317913
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.22.0		c958b4474dc5a73343611091479067ac8c0beb7d
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.4.0		0c316e5b8ebb57c15fa5934827af1e25d60dd712
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.5.0		15ec0abbf8ae30d0a294e92bac90fee353cbbe81
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.6.0		2cab8b21b8a573a713e160edaee241b8fb5f9c55
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.7.0		c25de9710032c894d059412c73ac0de0ed918be7
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.8.0		7c84ae769ccd5521e144510ce7145e05e4a1356f
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.8.1		7040254f00b8082b4a060eedf37e681fc6976a42
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.8.2		e582917da33e7f9b6ef6a73640ce66b9ebf68045
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.8.3		da9b0cfe30ec607d7cccb1e586c08a8704c4319d
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.8.4		2ae2e218ae5d0e8b00bfe2e7cd9d0bc4e8ab0385
org.apache.camel.quarkus	camel-quarkus-braintree-deployment	3.9.0		a7f6bc1709b650dfbdfb200c736b6021d04aae97
org.apache.servicecomb.saga.discovery	saga-discovery-servicecenter	0.3.0		ce69c3d4f18b8fe09e6bca0db28473ebed20ae95
org.apache.skywalking	apm-mongodb-4.x-plugin	8.10.0		f13a21617d11b8b861653a4c5205266c4167d30a
org.apache.skywalking	apm-mongodb-4.x-plugin	8.11.0		3336fd2ab4663d4f2cfae1171b089d6190d90298
org.apache.skywalking	apm-mongodb-4.x-plugin	8.12.0		309fbf091f53805ae3146d5ca9911b49b95e420d
org.apache.skywalking	apm-mongodb-4.x-plugin	8.13.0		bf916837b816f5018225dcc56cf2468aded19751
org.apache.skywalking	apm-mongodb-4.x-plugin	8.14.0		baf37349c16c4dc0f636a6df5fc3af0ca67eda9b
org.apache.skywalking	apm-mongodb-4.x-plugin	8.15.0		fb07a129463a165cd0e838223c96d38db2d4155b
org.apache.skywalking	apm-mongodb-4.x-plugin	8.16.0		558958544fabcfd8629e141bd3cdeabb9867ac57
org.apache.skywalking	apm-mongodb-4.x-plugin	8.2.0		ecd19be36bc7e61bb550badbb48efb9b80452a71
org.apache.skywalking	apm-mongodb-4.x-plugin	8.3.0		ed0956c19d15450f2ef60c73c9d386a5270351c2
org.apache.skywalking	apm-mongodb-4.x-plugin	8.4.0		7ba4a10c87ec969056d5cf00c95e99fd9e1f824e
org.apache.skywalking	apm-mongodb-4.x-plugin	8.5.0		01f134c43fdfba5aa9ccd1ac7e5b3f5a52f238bc
org.apache.skywalking	apm-mongodb-4.x-plugin	8.6.0		66984fd9d0d068c26c3e99d05c03717c5c3428c8
org.apache.skywalking	apm-mongodb-4.x-plugin	8.7.0		b1296ef463d15f9ec50d06fb538ce773fa613203
org.apache.skywalking	apm-mongodb-4.x-plugin	8.8.0		2860a4b4d974a0fe59cccbf26b69d0a6bdf05100
org.apache.skywalking	apm-mongodb-4.x-plugin	8.9.0		b0fda7ba754e5275b0ed4eb755e92c291a5a73a4
org.apache.skywalking	apm-mongodb-4.x-plugin	9.0.0		664eb94db8a6be9911896fc0c4a43282818c122c
org.apache.skywalking	apm-mongodb-4.x-plugin	9.1.0		b4e654c130293adfd224f162c0cb484cbd02deb2
org.apache.skywalking	apm-mongodb-4.x-plugin	9.2.0		e99721db5f14902e0860056f529db4f54c21bd00
org.apache.skywalking	apm-mongodb-4.x-plugin	9.3.0		e5aecdae686ed0a986a54e3beb58c63fd60d8eab
org.apache.skywalking	apm-mongodb-4.x-plugin	9.4.0		7b45912e1d4d65bdc2fa4b510d6467e015f5c061
org.bidib.com.thoughtworks.paranamer	paranamer-ant	2.9		ad54e7bd7df1586802f8128a7c4b682d5ca9066a
org.freehep	freehep-chartable-converter-plugin	2.0.1		128aab4b8509e40edabf523ed0626dcc1d21eb34
org.freehep	freehep-chartable-converter-plugin	2.0.2		b9b47d1970af945ba76387e81a6342d9aa5bf22f
org.freehep	freehep-chartable-converter-plugin	2.1		98aa5a3a7525d7df4880a9f2e9d6a339b2f437dd
org.freehep	freehep-chartable-converter-plugin	2.2		11335a3fcc7ed3896455a8ca6027202470127c3e
org.freehep	freehep-chartable-converter-plugin	2.2.1		8b368a27947909f50f756a40d14c426c2ea3959c
org.jboss.arquillian	arquillian-bom	1.0.0.Beta1		N/A
org.jboss.arquillian	arquillian-bom	1.0.0.Beta2		N/A
org.jboss.arquillian	arquillian-bom	1.0.0.CR1		N/A
org.jboss.arquillian	arquillian-bom	1.0.0.CR2		N/A
org.jboss.arquillian	arquillian-bom	1.0.0.CR3		N/A
org.jboss.arquillian	arquillian-bom	1.0.0.CR4		N/A
org.jboss.arquillian	arquillian-bom	1.0.0.CR5		N/A
org.jboss.arquillian	arquillian-bom	1.0.0.CR6		N/A
org.jboss.arquillian	arquillian-bom	1.0.0.CR7		N/A
org.jboss.arquillian	arquillian-bom	1.0.0.CR8		N/A
org.jboss.arquillian	arquillian-bom	1.0.0.Final		N/A
org.jboss.arquillian	arquillian-bom	1.0.1.Final		N/A
org.jboss.arquillian	arquillian-bom	1.0.2.Final		N/A
org.jboss.arquillian	arquillian-bom	1.0.3.Final		N/A
org.jboss.arquillian	arquillian-bom	1.0.4.Final		N/A
org.jboss.arquillian	arquillian-bom	1.1.0.Final		N/A
org.jboss.arquillian	arquillian-bom	1.1.1.Final		N/A
org.jboss.arquillian	arquillian-bom	1.1.10.Final		N/A
org.jboss.arquillian	arquillian-bom	1.1.11.Final		N/A
org.jboss.arquillian	arquillian-bom	1.1.12.Final		N/A
org.jboss.arquillian	arquillian-bom	1.1.13.Final		N/A
org.jboss.arquillian	arquillian-bom	1.1.14.Final		N/A
org.jboss.arquillian	arquillian-bom	1.1.15.Final		N/A
org.jboss.arquillian	arquillian-bom	1.1.2.Final		N/A
org.jboss.arquillian	arquillian-bom	1.1.2.Final-wildfly-1		N/A
org.jboss.arquillian	arquillian-bom	1.1.2.Final-wildfly-2		N/A
org.jboss.arquillian	arquillian-bom	1.1.3.Final		N/A
org.jboss.arquillian	arquillian-bom	1.1.4.Final		N/A
org.jboss.arquillian	arquillian-bom	1.1.5.Final		N/A
org.jboss.arquillian	arquillian-bom	1.1.6.Final		N/A
