br.com.zup.beagle	beagle-yoga-proguard	1.19.0		ffb299a6a971c38706814ff7a283ee322d2d68b2
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.15		004c8dcb26c0f9312ef77abe8ad95380c6da1763
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.16		ae0a365f068578dfa0d0715480c3c0f42776995d
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.17		d74233c1e4c596f60a5fa0062ea65f088ce880de
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.18		d5f6f49a5602bf055b083785a54afa3965d3d1c3
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.19		3b42c0bc56a44764c5bc0ad7050766b6613fdf90
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.2		142a153ba9ba2a21260b8e25cf27733b4ae9d4a5
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.20		7980b5ad563534e9512e227757a5eba32b6ab693
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.21		9ebb7cbf308c92812deab512e0ba9426c0502b4c
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.22		0f1f0e44414f67feae9fb8389b48204d3a32fe67
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.22	jsdoc	377a8b7c7fdda0aafd836b49c6d986c1407ba8bf
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.23		05db29aaf11aa9a7d7ed68c56b08de03cb99eb9b
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.23	jsdoc	cee516ccb4972997983612208e6351bf7c19aa55
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.24		2e122841c99cb208e065405eba96858612a4ab1c
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.24	jsdoc	a053f12f2d2637b39fad0fad38db7b2b330d6b13
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.25		22464f09e3fdd64dcc3ace66ed4feac4fac818f4
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.25	jsdoc	d211eeb666e4ca5deca830eedc8a03d411fd6dfa
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.26		c7180524be99f5749e6d907a87bc8c15f82349e7
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.26	jsdoc	cb034cd9e7106251b254212b6ae33fe51db9bc99
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.27		0bc8f15ce082f39a533f6515f31bf00b8059b87b
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.27	jsdoc	72115f79ac3187b00bb2fc9284f1d72be331a790
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.28		84646b9fef96f6da3597c39918e9fbdb9163cf8d
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.28	jsdoc	0e0e48835483c281a4961a3d9aa50e68676cf566
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.29		0dfe788910ec536456dfa1df049dae1646dc567a
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.29	jsdoc	cc3d6dbdd106ab216b6c431c22bab3064c3e8b46
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.3		48fb20e73efd47cb11b09b44decb98532fa576d5
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.30		850e2743ad5d78a00a0940a7d04998627105ca1b
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.30	jsdoc	e75b124c020d5d45ff4f859f255e93f9545c5ce5
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.31		d91ba0ad12b48fdfb4af739f88a644293e43f60f
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.31	jsdoc	5971842161024226d885bb34860cf2c54753124e
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.32		fbdfaf0838394ad37ea9db014c1240f07ba6f603
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.32	jsdoc	3b2cd995a082cff26c1c3cb3e0e46886d9fc8aab
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.33		ab7da0904d8ed631b40f5da2686435b9e3dd5a3b
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.33	jsdoc	dfaa2753291e199f6d3013b9c4325bb6f88c4993
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.34		c6000cf6d56b6af6897c9fe5f58a3d24a171cc63
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.34	jsdoc	563951947957e939a67c9c64e1170ca863641407
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.35		332f183aa63c262a0fcb4aef59222c2041e8a59c
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.35	jsdoc	0b815e8c3a6411398ea83798226d10816aaac8fc
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.36		508d3c21723a2a2ecf7ac11b427bd9fcaf4d35de
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.36	jsdoc	8ad3ed44d8ec9876204bce71648ed75e41f206b0
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.37		a47ff48ff2e6a4308d881d305e9264568452c4a3
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.37	jsdoc	27724b40d78b0755a8523b4f027f148f07c8daa6
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.38		f5b6313b0af69f1cf366438d3217b58317eda57d
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.38	jsdoc	72d6889ee81305b208ec69e242b4172633e57073
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.39		030e9df903c63338ad45253fb43ee5861167f5c0
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.39	jsdoc	e14d177f7f82ea379e97c44ebcc161ca5590dd21
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.4		0bca38ad93eebcece05476b8e05dbe4871440425
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.40		ff15604d063e12d8ac96d378cc99b05499765ebc
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.40	jsdoc	223a354001263e5d0c2670ab9ee1954526347800
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.5		0653c3f057276a66bac7cd39730fd29d36a48405
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.6		1f70ec06b319f7fdb0a6204a95f5ebe1ed54d346
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.7		55356f35c2eabd61f3070368791bbd8cea2be4cd
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.8		159dda0828c3bd226444ce923b2224aa547ae937
com.liferay	com.liferay.frontend.image.editor.capability.contrast	1.0.9		1f35b69c2c952eb6b00a36a08222f79958af3533
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.0		b5d257180cb169a4c409d2103c8a1a30457c451b
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.1		3c556a72f7a68abc2416c3007169d9ddcfa970fe
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.10		b4e96aed65dbec76a0caa591a2b7c5bf3d4d4442
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.10	jsdoc	757c601a8bee01672f119a58294a9e579fdf56b4
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.11		e995df972f66f52765dfcf806bf55272f5b30ee7
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.11	jsdoc	bceeff72f06033759437a0d7e2de3169d52c123c
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.12		2ede365cd2858373809f9652e24f50c9cabd6470
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.12	jsdoc	ea531a352384fd9886bb99bd7f6efdd7e8121fe4
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.13		e1638368c036149efa378db2afc4b6c8ca0ab192
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.13	jsdoc	5cbc7ab2804d85aa3a4934aeff83b3aa5a5ce2fb
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.14		70160d7fe159b0dac4b1e78173010dbdfbb76031
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.14	jsdoc	7723a03e998c934e2d8ede6fb39515fbafe5d491
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.15		85a456311381a96a81d7c8e89a136f1cae359ea1
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.15	jsdoc	656105f9470d37c64fff684f206418eed8f4edac
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.16		f87ddadbaa3419de60791322b7927e7e237abd92
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.16	jsdoc	19f1657163ad4557c6b973c4970c85bed7f9c89e
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.17		f64cb7ff2c4215bdb34be34ca1ebdcfc63ec835a
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.17	jsdoc	07253899e033507c111724da22e7b15620ab5165
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.18		ba94c244c1364f9bc740c75edc768b17470426a8
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.18	jsdoc	85950ff982d2e02c587ce1bdcd12ca656fd06785
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.19		425ebfb53ed251371dda3bdb2b69ca0e98c8ce4d
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.19	jsdoc	d069bc48b89eaf3150dbc2051336dd404d7ce552
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.2		7d5f7afef290533388e7ed6ea0336392d33f1f3c
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.20		741edcd8c905a7d32e75da11e0efbcd1ab3c6013
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.20	jsdoc	0b42d21e83663e22ff4d1519e64e109c3bf858d4
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.21		03b77d7fcfa14e13cb95d04e51128a0a99424f47
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.21	jsdoc	c6c059afc25c07995946fd0f55f51ea8323fa2d0
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.22		22dda59a2232363380e58f0874d138ca54094b14
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.22	jsdoc	20c21114841cea253bc848d410b6722d92ed1c1b
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.23		4aebb81ecad6456afded93db47adf7978510687e
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.23	jsdoc	0de708bd3aca4581943c68559f9142a85f08b49e
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.24		ae8f7b7b0c7184a2e54457a5942977317156950b
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.24	jsdoc	57f25b56211ff131cc68f048f60a235cb915ab47
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.25		75461a130ba7d8cb98b446f151bab9a68a23fbcb
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.25	jsdoc	89733e432922847ff1304077bef97802d6dad60c
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.26		df98fc4533b334e5097a66d947e8c2ad64baaafd
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.26	jsdoc	b9659c02f794e0fd71a1baa9d3def9d477b1d7df
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.27		0a658e346698e7bcf5a62532d2030625588c38ce
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.27	jsdoc	b6bfece7b823d4cb32bebe94ec66f0277e252e84
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.28		55d14df3512ba46bedeb5fb1c5781eb43c354c0b
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.28	jsdoc	1cbd565d605b48c8bc588af08766a7d1cc505f09
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.3		92d0b4a32f224802243bdfd23ce663f4c84987df
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.4		862e3436d943b6de71343da46550524c170e9875
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.5		2bf9558adcd4ace59a84e5def0360443fe858c36
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.6		6792a1bcb82f7c49cb5c0ff55e64464f08d51654
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.6	jsdoc	d286d401b50d5e3489a36749b6febd12f7ae4d0c
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.7		1907c05ba079060bbed7b3be860a505a0fe19b65
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.7	jsdoc	b8c482a5a9769cf17c08b4adbac3c95201cfb1ee
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.8		a9e306d327d33e36d51c0feadc371bd9fe63cf3e
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.8	jsdoc	901e50c3cc8cef105732fdca79927035b52f6073
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.9		59cfea61dda34ea622a2774a2140c1777d2c4903
com.liferay	com.liferay.frontend.image.editor.capability.contrast	2.0.9	jsdoc	4783a4f4a2a6ff61f4462bc41526edceed7e3bc2
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.0		81e473c7511c09c085b27167990e938c16342554
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.1		5c7fb1e3cccd65c94245e2b3110b33103e7fb278
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.10		8b05e4fca5fad7bcb43b50c0ac0c80e79fb59d42
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.10	jsdoc	8566e53925611fb520eb43b89dabab019752e59f
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.11		c7274640a10af55f9a80f59662a96fc254857fdb
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.11	jsdoc	ea7525290f7b29f9ac55673fec813f11dcf5eb3d
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.12		b749a398e642487d2e2d9089650fb8c765952866
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.12	jsdoc	d1dc793123380975b6382df4922ec919226729b0
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.13		2bd2719ef5e1cec2d7655c8975a1d9e82c92aeea
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.13	jsdoc	ff7700dc65c986ffb4ed451d55427636f8af5d96
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.14		8cac41b508810ff2eb323cae747f2ca5222766d4
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.14	jsdoc	aea844644c5b7d9450b6f424abf03ff711b4157e
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.15		761ad121e0510c31722d62dc0e7622924bc02a42
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.15	jsdoc	8fe23c5e95cc3b8bf32cdf6663b70fab3174f1ee
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.16		c41ac39d04af21a4b338ef1d4b9e8169b9000f7b
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.16	jsdoc	80f24c9dc63b299a16f7f9cb13aca576d1243ca2
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.17		dfeb7c47d4e145bad78e8edec9fbe3990bd17d56
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.17	jsdoc	c15fcb619eb1b85169bed14f68314ef65810eb1e
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.18		cdfe4394be25bfa0eb749337c7d2767390484584
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.18	jsdoc	5790c13cd1b5b6d04ae4154e2303b622292fbbd7
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.19		0f050b6a307010a4da382a42c93c1921d50b1ee9
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.19	jsdoc	eab9d92bd8482c46d3d77c92bc381c7dd7b1179d
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.2		22ecb168dff93c4de17385fe408aa58260c0455e
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.2	jsdoc	55a166cb8413e66a0fb6f9aff157ed1db2c8d313
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.20		66a7e20a035802320ca50f941a83fe18f735da1a
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.20	jsdoc	7fd53e26fbe3693fdcf67f4d90340fd1332ca91b
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.21		abe545bff5a366a0bfaf086bc1ae7d6a5b53fc92
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.21	jsdoc	89aeae14a2b10fadc29f00abf60237f745554fdb
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.22		d1d74d2c796eb5626e291ae33c3c8245b29f743e
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.22	jsdoc	04e5e63d22062706e273beca269fb12fe3558bbc
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.23		1560f82067047ac10af1f3aa88ddc20a3fff18c8
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.23	jsdoc	670c7b71db8a95342d44cd03de13ab549b179818
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.24		8a6bcb833b5e289db6c4a87551f0efd0613b1946
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.24	jsdoc	aef998fbd26ed480d6048fa6462af0d2496bbe1e
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.25		f203eb2717f0f65c405aa20c748b8f1bf82abe16
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.25	jsdoc	39da48b3978b6536943bbfb2f9f6a68c84262ad9
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.26		ceb9876fc07eaf690989ed7ddeff00f2e2a22878
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.26	jsdoc	9eb0f998e4d77f265c31ad9796579d29a09fe1f8
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.27		5334bf739e35d6066f29dd6781a42bdc3df73e71
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.27	jsdoc	0cffbce94a6826eec92eda6149971b95e50bc17e
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.28		21ef45229edc632a8fbc5aa2e80d1d0e2f0de512
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.28	jsdoc	ad2d74020c801c88e43e0a4d402f8697b9f992f1
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.29		d41a5fee07456369ada0421584294c19c0dd629e
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.29	jsdoc	535af1de82549f4f32944301bc02aac245b36e39
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.3		ebbba63f5b933780dfafceae2b0b287b8a1cd5f9
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.3	jsdoc	b60f7e3e19b0921910fc27fd01daebf9a791afbd
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.30		c367229260e6e503ba85573e18aa54b672c08c29
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.30	jsdoc	1fb1d3c398b262dcf778aa6854d3746226ea2fe5
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.4		bb8bed7455757352a43a0a79b9044748d3fabd66
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.4	jsdoc	5017f44ba7bb8780b80e550b816f5aa4e6bca430
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.5		f77e238b7aed5c0a9ab28504ee75f574360822aa
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.5	jsdoc	5c806ed671bf259de498226d852415db29b911ff
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.6		277c025b9ba7fc29d7d52466dcb2aa9ad37e5592
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.6	jsdoc	6bca686308963676158e5b24821cccf2d285ff9e
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.7		054ea318dd0da25742a9003f7a533201c936eba6
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.7	jsdoc	76100355e829b8befcd14c04f11192e617a376b0
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.8		4f3d0f04dc6140cd8ae1574b63070824371bd201
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.8	jsdoc	31b2bcace218cc9cba2984a3a0353ee1874a9a4a
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.9		96ad97cc36ee4ceef853e5dc7b5cf1063ba73072
com.liferay	com.liferay.frontend.image.editor.capability.contrast	3.0.9	jsdoc	cebb4fa479495ed83c269693e56d416dac6d5972
com.liferay	com.liferay.frontend.image.editor.capability.contrast	4.0.0		44f662bb32b5d18263ca08dba2f8cd52d160bc54
com.liferay	com.liferay.frontend.image.editor.capability.contrast	4.0.0	jsdoc	86ab63dd3a6e51d4943b282535b33bf0fc59d048
com.liferay	com.liferay.frontend.image.editor.capability.contrast	4.0.1		3297d992c2f5a449f56bb4bb2b0d85d7215af121
com.liferay	com.liferay.frontend.image.editor.capability.contrast	4.0.1	jsdoc	f372a55b3709d9ff1776858d84d81f687c84a44d
com.liferay	com.liferay.frontend.image.editor.capability.contrast	4.0.2		83c63d0a2eeb4bb5a7a64912d3229fbc3ba5d723
com.liferay	com.liferay.frontend.image.editor.capability.contrast	4.0.2	jsdoc	72f2fc7346462b56dd27c16553d92f9e54a9784d
com.liferay	com.liferay.frontend.image.editor.capability.contrast	4.0.3		6c7615306acf37c1744db8bdd92ad2f5a019b045
com.liferay	com.liferay.frontend.image.editor.capability.contrast	4.0.3	jsdoc	904fac61a3f98683abde2614ecd51516e82e2516
com.liferay	com.liferay.frontend.image.editor.capability.contrast	4.0.4		1c6279d399258e7789037c8a854c538d1f1dc145
com.liferay	com.liferay.frontend.image.editor.capability.contrast	4.0.4	jsdoc	2654e168cb7dbe53ac5a528b5f5b5960012c10d2
com.lightbend.lagom	lagom-kafka-client_2.13	1.6.0		7fde8083aacbf57f6e72e0a356b65d7d0973d1db
com.lightbend.lagom	lagom-kafka-client_2.13	1.6.0-M4		bb29a22b7a90daa0993d400c7273ea008bceb830
com.lightbend.lagom	lagom-kafka-client_2.13	1.6.0-M5		9f2eb2d1e9fc93a8a223e0a77f5146dac148aab4
com.lightbend.lagom	lagom-kafka-client_2.13	1.6.0-M6		a7d198e088429b712934baa825850456f0f36a9f
com.lightbend.lagom	lagom-kafka-client_2.13	1.6.0-M7		50b12d8b8a35966efd0c42c2e6d11744db54113f
com.lightbend.lagom	lagom-kafka-client_2.13	1.6.0-RC1		2d95eb6ac9e4cbe1db492f1dae8785bd2f1c5f1b
com.lightbend.lagom	lagom-kafka-client_2.13	1.6.0-RC2		d7f944ee5bf8d2df4698b52235bd58ce6ca772af
com.lightbend.lagom	lagom-kafka-client_2.13	1.6.0-RC3		6929007e331902be60df4f447ca83907d8991ef0
com.lightbend.lagom	lagom-kafka-client_2.13	1.6.1		ad7967f62d4a621cacccacbfc54b8b6c9e90feef
com.lightbend.lagom	lagom-kafka-client_2.13	1.6.2		a0f06e05304dc27a9659b75b81f5aaeeefdc68b8
com.lightbend.lagom	lagom-kafka-client_2.13	1.6.3		5fabb98ca0cf1a2609e26276f08a9afc2b465634
com.lightbend.lagom	lagom-kafka-client_2.13	1.6.4		0844fa35da4e385fb5d38361e66d694992b0623b
com.lightbend.lagom	lagom-kafka-client_2.13	1.6.5		e552e1b4047b08b6223bcefce84da5bf9a32c7a3
com.lightbend.lagom	lagom-kafka-client_2.13	1.6.5-RC1		1548fd44251b31a0b26a31198f725dad5df03471
com.lightbend.lagom	lagom-kafka-client_2.13	1.6.5-RC2		fbb23933b436d83df6059aa38646922cc880100c
com.lightbend.lagom	lagom-kafka-client_2.13	1.6.6		43fb95d6de91fc1a3aa280e32eb350fd2a711d6b
com.lightbend.lagom	lagom-kafka-client_2.13	1.6.7		6a45769b8a11c6527c4879dc4255e834912fd1da
com.lightbend.lagom	lagom-kafka-client_2.13	1.6.8-RC1		c8efde43aab9bd09437c4eb5337a9b2ba8dd0600
com.modernmt	modernmt-java	1.0.0		c3e542d559a366027203d2cdc1d1b4f0ce98094f
com.modernmt	modernmt-java	1.0.1		40a9a663fc2945ebd6bdef997fda27af3e895642
com.modernmt	modernmt-java	1.0.2		2bb8de5e966b0712b710bf4948c77359b705d9b6
com.modernmt	modernmt-java	1.0.3		190bc048d7d6df12d9c018a87caabccd5c5109da
com.modernmt	modernmt-java	1.0.4		e9cce18327e3ff563118a13e6188b212b1a09142
com.modernmt	modernmt-java	1.0.5		5b4ad122576230620e21b3ce21828447b4606b30
com.modernmt	modernmt-java	1.0.6		ed0d04e6380046a5b307329d0a8f495daea86e6d
com.modernmt	modernmt-java	1.1.0		e319b4a232f5135edf1fac4c2d53973f379360ac
com.modernmt	modernmt-java	1.2.0		828b19866c3182522efb3a7be4f1f3b2acbb9c4a
com.modernmt	modernmt-java	1.3.0		755cf687f69e64c56e3d3a9718d39d1d3d7bc6f3
com.modernmt	modernmt-java	1.4.0		357af9b1e1a513f4ecc309c162a2a6e62d60a6aa
com.modernmt	modernmt-java	1.5.0		d2fffeac0680f1b74479b851e90682133531dc36
com.modernmt	modernmt-java	1.5.1		c410def9ddcc564bc783af8d4b6a2fae3d0a900d
com.modernmt	modernmt-java	1.5.2		3417dddfc0b2bfc30474ae1247462b628bcc4c7d
com.modernmt	modernmt-java	1.5.3		c19a14c25030368a35855b6124e520bf2f264a36
com.rabbitmq	amqp-client	1.3.0		6cca03c979fd04b1591cd015eef22268c585ccff
com.rabbitmq	amqp-client	1.5.4		7f67bf2cbca646f2298310d541132c9a66198fd9
com.rabbitmq	amqp-client	1.5.5		3f75ea7e1d29f3f2be385af3f800bd9bea4a26b6
com.rabbitmq	amqp-client	1.6.0		b96756a8f5c367df54debbf003a3ca50f2d77ce7
com.rabbitmq	amqp-client	1.7.2		c9f2e14266b04946037e7eacae7d88dcad75e345
com.rabbitmq	amqp-client	1.8.0		07ead5a464b9fbdca2d1b0c14c0452b04e5ad06c
com.rabbitmq	amqp-client	1.8.1		e7c3ed184f749b68377909bd05b0e1658dd938ca
com.rabbitmq	amqp-client	2.0.0		1bd9c1fce90e4753112627175eadc7be3c481448
com.rabbitmq	amqp-client	2.1.0		9ca505ae1f41215086450aa37d876d6aa1aaf3b9
com.rabbitmq	amqp-client	2.1.1		7b5522d9469f1cbb1df9abc05838ac21cc330adc
com.rabbitmq	amqp-client	2.2.0		ae7c0312614999958368b1b480b67e3bc0564ca5
com.rabbitmq	amqp-client	2.3.0		fcf6f2e965b666e1b2bb17cec26534f547966641
com.rabbitmq	amqp-client	2.3.1		1b44c91a8593e4dde47407b950d21814ec19992c
com.rabbitmq	amqp-client	2.4.1		7156d3fcb973ed28300df5e9701290945c84e686
com.rabbitmq	amqp-client	2.5.0		d48e9ca15b881515c6e15dc3d5f29be91b503c73
com.rabbitmq	amqp-client	2.5.1		37f24297b3b18fc7a928d9e2c364e608de9f02f7
com.rabbitmq	amqp-client	2.6.0		bc4135b5135a3a9d04cb2fcb03262cd244ad6848
com.rabbitmq	amqp-client	2.6.1		5bec2050eda6eb00e6b842f3816869fbdf1a4f0b
com.rabbitmq	amqp-client	2.7.0		54ac2d32f5f992abe6883cd5ae3c256bccc0117a
com.rabbitmq	amqp-client	2.7.1		0bf683a72214ac79af3bd34149b973f4bf768f27
com.rabbitmq	amqp-client	2.8.0		e8f7e028f7a80a38404fff04553755372a4e8d56
