activespace	activespace	1.0	-	bdcb8c8d5283884b24f6a237303100bd52d4bdea
com.liferay	com.liferay.asset.publisher.web	4.0.112	4.0.112-sources-commercial	f3e4af809ef750d047663f7ba130d36ab2a35d0b
com.liferay	com.liferay.asset.publisher.web	4.0.113	-	48eb1210ca2f870c4e9aca65d81f7cd5dff3ae98
com.liferay	com.liferay.asset.publisher.web	4.0.113	4.0.113-jspc	59f9b716d99add0fd66667af034dc66456a0322c
com.liferay	com.liferay.asset.publisher.web	4.0.114	-	1d91bbef78e58ae433f1718ab049a41dd551bce4
com.liferay	com.liferay.asset.publisher.web	4.0.114	4.0.114-jspc	779717337568ae4d615698147cae549b8c8fb6ff
com.liferay	com.liferay.asset.publisher.web	4.0.115	-	eb11c27ff7426049f183b0064004cb3a55ff5124
com.liferay	com.liferay.asset.publisher.web	4.0.115	4.0.115-jspc	17c6dc239e4e36cba110686d1505956365f1d30b
com.liferay	com.liferay.asset.publisher.web	4.0.116	-	85d1efb095e7d0d10bcefc2c87ee1bad7c936854
com.liferay	com.liferay.asset.publisher.web	4.0.116	4.0.116-jspc	57d38e4b606b6e96b2c4dae6e3eae44d187bf6be
com.liferay	com.liferay.asset.publisher.web	4.0.117	-	b073bf4b40ee8ce43ba17898b51768d7b9043a10
com.liferay	com.liferay.asset.publisher.web	4.0.117	4.0.117-jspc	ae5ac3f019a5991913ca47579dbff50f7d9faaa9
com.liferay	com.liferay.asset.publisher.web	4.0.118	-	bb3d6ddc69f4d0ba6940a3eb8268376fa0a2d79d
com.liferay	com.liferay.asset.publisher.web	4.0.118	4.0.118-jspc	32d6ad8dc2a0ef9f9fd42fceb0ff79e8d04d6c66
com.liferay	com.liferay.asset.publisher.web	4.0.119	-	f2fd9cb88537e919706cc1497705c3cc7855627c
com.liferay	com.liferay.asset.publisher.web	4.0.119	4.0.119-jspc	cd46e63efbd49c6dde5d51ed5bc7c2f2607cf5c5
com.liferay	com.liferay.asset.publisher.web	4.0.12	-	3eb9ad66974474409bf34ebe5eda911c70d2cc9a
com.liferay	com.liferay.asset.publisher.web	4.0.12	4.0.12-jspc	59012c3ca2068a7b09e15069713375aa75b7ea0c
com.liferay	com.liferay.asset.publisher.web	4.0.12	4.0.12-sources-commercial	19ff74332c5ee99acd397039e24454f7a235c756
com.liferay	com.liferay.asset.publisher.web	4.0.120	-	f140ba7319541da3287aa2471fd6bf590fdbd92a
com.liferay	com.liferay.asset.publisher.web	4.0.120	4.0.120-jspc	db5128b0ba7a802923ae4dc0125f8788a4817b1a
com.liferay	com.liferay.asset.publisher.web	4.0.121	-	964e1aebe58052334220dfe0fc711a0c52e53645
com.liferay	com.liferay.asset.publisher.web	4.0.121	4.0.121-jspc	1061e7d05b15c215527db9995d40a246091e408b
com.liferay	com.liferay.asset.publisher.web	4.0.122	-	2d5cd7a8d544b5f43564b05b63bfb3361a907254
com.liferay	com.liferay.asset.publisher.web	4.0.122	4.0.122-jspc	21abb7ca7cfc41c90dc6e8b768d4f065554b313a
com.liferay	com.liferay.asset.publisher.web	4.0.123	-	739b8fae05632be8f16025f0b66db88e1b51a887
com.liferay	com.liferay.asset.publisher.web	4.0.123	4.0.123-jspc	87094d72440b8746fe0a54fb7aea20176c8dcba1
com.liferay	com.liferay.asset.publisher.web	4.0.124	-	f1666b218393dd47c9b2aced7f8b59fe70058cac
com.liferay	com.liferay.asset.publisher.web	4.0.124	4.0.124-jspc	7131db58ba592e4b4bb09d56bbc2f878d02c0f06
com.liferay	com.liferay.asset.publisher.web	4.0.13	-	30909ae12f5c43b5d84cfff6a3b60e3021b27a81
com.liferay	com.liferay.asset.publisher.web	4.0.13	4.0.13-jspc	dca1cecd73966c129a77bd8d1f26eac947ff01c2
com.liferay	com.liferay.asset.publisher.web	4.0.13	4.0.13-sources-commercial	4951a84a4be4c20a35ec3ed0f00493df3a891893
com.liferay	com.liferay.asset.publisher.web	4.0.14	-	64f57c5d15b70d469075bd648bb4f2b539ff07f1
com.liferay	com.liferay.asset.publisher.web	4.0.14	4.0.14-jspc	cdfc0f94b0d1c30c8088be4f2c69c935066b4f13
com.liferay	com.liferay.asset.publisher.web	4.0.14	4.0.14-sources-commercial	9a282e65fab366baefe92fc15d490665fe70f915
com.liferay	com.liferay.asset.publisher.web	4.0.15	-	5e618a6d5b5a6c342afc943238652b35b2824aca
com.liferay	com.liferay.asset.publisher.web	4.0.15	4.0.15-jspc	2db84f5bddbaeb1b43af7c3f4080bcec59500130
com.liferay	com.liferay.asset.publisher.web	4.0.15	4.0.15-sources-commercial	e080111fea8055a59b9d0a32ad02695aa38cbc3a
com.liferay	com.liferay.asset.publisher.web	4.0.16	-	f29fa63ed0c7a9b88a6d510e917f543dacddf215
com.liferay	com.liferay.asset.publisher.web	4.0.16	4.0.16-jspc	8a20337387d841ba9ba06c4ffd2f95cb57e972b6
com.liferay	com.liferay.asset.publisher.web	4.0.16	4.0.16-sources-commercial	bae04a999795590a2cdebcfe183a1e9f5aac724b
com.liferay	com.liferay.asset.publisher.web	4.0.17	-	b2f7d1bdc6fe56e2442ef2acb5e417a2c8a6a311
com.liferay	com.liferay.asset.publisher.web	4.0.17	4.0.17-jspc	d3c05b1c8c82f6dc1f3eea347a02e4a9e3b70923
com.liferay	com.liferay.asset.publisher.web	4.0.17	4.0.17-sources-commercial	bba12fdbf2e883f8c2b2a3f5775c5e61b3abfc9a
com.liferay	com.liferay.asset.publisher.web	4.0.18	-	8b43b10d2557a32218a29ce8561398a448382fd0
com.liferay	com.liferay.asset.publisher.web	4.0.18	4.0.18-jspc	a2032516a7b0153462f7116f254c038744ea2ada
com.liferay	com.liferay.asset.publisher.web	4.0.18	4.0.18-sources-commercial	e2d423561dd9da40ff89a94935278b312e64bb38
com.liferay	com.liferay.asset.publisher.web	4.0.19	-	e3d74e01704a0e46d5c1253fd4230b151ca9a2ed
com.liferay	com.liferay.asset.publisher.web	4.0.19	4.0.19-jspc	8c2caea6ab4b57a0e3fedee9405e8b3923868e1f
com.liferay	com.liferay.asset.publisher.web	4.0.19	4.0.19-sources-commercial	60f5081f5ca6825e4bf867a42da9ad8f4a31d347
com.liferay	com.liferay.asset.publisher.web	4.0.2	-	fdfc255e859621a953750853660feab65c1f9631
com.liferay	com.liferay.asset.publisher.web	4.0.2	4.0.2-jspc	1ed8e704567b8d0ca4f5431edfec0d0014bba716
com.liferay	com.liferay.asset.publisher.web	4.0.2	4.0.2-sources-commercial	de0049876b305f5fdc88eba0f017be72a0dfd307
com.liferay	com.liferay.asset.publisher.web	4.0.20	-	5eb27c2be8987f9711207dabec9b39efd655281d
com.liferay	com.liferay.asset.publisher.web	4.0.20	4.0.20-jspc	39eb680bac6d9d0a0a57e6560c20a46329319c7c
com.liferay	com.liferay.asset.publisher.web	4.0.20	4.0.20-sources-commercial	7bc5a5181709c0871b3dddfb04dc89f17e2551f5
com.liferay	com.liferay.asset.publisher.web	4.0.21	-	45ed90a901f5be623e7e819adfb92fe0a7718cad
com.liferay	com.liferay.asset.publisher.web	4.0.21	4.0.21-jspc	7a789db1c35f4d0157c9435744a291171574d67c
com.liferay	com.liferay.asset.publisher.web	4.0.21	4.0.21-sources-commercial	6d1e37d1cbf18552d61c2fb009131b41082d0449
com.liferay	com.liferay.asset.publisher.web	4.0.22	-	775a177ece073077d40569b23587830a962f6a57
com.liferay	com.liferay.asset.publisher.web	4.0.22	4.0.22-jspc	24881b81b0f55d89de1b670caddce5da9963f1aa
com.liferay	com.liferay.asset.publisher.web	4.0.22	4.0.22-sources-commercial	8013a2d776533c005618142eed8f68f763a98681
com.liferay	com.liferay.asset.publisher.web	4.0.23	-	dabad5d020569cb0f94634bfff31a4e278c7a2af
com.liferay	com.liferay.asset.publisher.web	4.0.23	4.0.23-jspc	dc2d117ffd360fd0b4fb7a6ec0692e8dc6e75495
com.liferay	com.liferay.asset.publisher.web	4.0.23	4.0.23-sources-commercial	74e95a469b329a2d09d50bc974ec30610f7e6228
com.liferay	com.liferay.asset.publisher.web	4.0.24	-	7e4c8f06a492b8be5d26d1d7a0f8c696d6e5da3f
com.liferay	com.liferay.asset.publisher.web	4.0.24	4.0.24-jspc	71b24fb73175c4ad9cd27edee8a5ce49cfe85c33
com.liferay	com.liferay.asset.publisher.web	4.0.24	4.0.24-sources-commercial	d6d6a0186e265957ba6f30fa3579aaff5d7c35fd
com.liferay	com.liferay.asset.publisher.web	4.0.25	-	b9d833524671fd2e3d85de0890e386f4a7220721
com.liferay	com.liferay.asset.publisher.web	4.0.25	4.0.25-jspc	4ef9f92f444fd865c206f55e13b93cb50f15310e
com.liferay	com.liferay.asset.publisher.web	4.0.25	4.0.25-sources-commercial	3d57d5fe4a085431bd8e9572af9c8af468b156f1
com.liferay	com.liferay.asset.publisher.web	4.0.26	-	fb81d04c4ef46a340779db7d3d26f477bdab9903
com.liferay	com.liferay.asset.publisher.web	4.0.26	4.0.26-jspc	2e8de059b1c7b944544447419ed319471f11a8d9
com.liferay	com.liferay.asset.publisher.web	4.0.26	4.0.26-sources-commercial	5c41812f16c5ad6494841032a370c1260917c494
com.liferay	com.liferay.asset.publisher.web	4.0.27	-	97c138741c9958ebd4c982fbd13f4d77b9902583
com.liferay	com.liferay.asset.publisher.web	4.0.27	4.0.27-jspc	5a7aed2fbbd2a11c824aafe6ee9ed79625b19482
com.liferay	com.liferay.asset.publisher.web	4.0.27	4.0.27-sources-commercial	c02c09661ff4904cb2211b96df8daad921ce5f5f
com.liferay	com.liferay.asset.publisher.web	4.0.28	-	0d80fa4a11cf6977fff7b8bfdea82041d2d48720
com.liferay	com.liferay.asset.publisher.web	4.0.28	4.0.28-jspc	47b02c05297d78270981ba223b25fa977c789bdf
com.liferay	com.liferay.asset.publisher.web	4.0.28	4.0.28-sources-commercial	9fc60f6259a25acc8dd20f9ab9768eb14b38ccdb
com.liferay	com.liferay.asset.publisher.web	4.0.29	-	6dc5a266073c803437deb14936234921d845fa0f
com.liferay	com.liferay.asset.publisher.web	4.0.29	4.0.29-jspc	ec65cf2623fe7c8cfbec441e5120bba3321e1cad
com.liferay	com.liferay.asset.publisher.web	4.0.29	4.0.29-sources-commercial	fcef62bb77a7d12e4b27d8c96359e1c33b249c5a
com.liferay	com.liferay.asset.publisher.web	4.0.3	-	2e71a4cefd9d8baf31c3b817e5ffaca3ca36cc5f
com.liferay	com.liferay.asset.publisher.web	4.0.3	4.0.3-jspc	361699ac8deea4d86185c1c697667c1f1c1c7b5b
com.liferay	com.liferay.asset.publisher.web	4.0.3	4.0.3-sources-commercial	348ad352b6d695a9cf45a3bfc6c1c5bbd2d11947
com.liferay	com.liferay.asset.publisher.web	4.0.30	-	0f9b533c1b1878123e86949d6208fb0b52935058
com.liferay	com.liferay.asset.publisher.web	4.0.30	4.0.30-jspc	184f355f99aa801e807b579691c491aecea7e87c
com.liferay	com.liferay.asset.publisher.web	4.0.30	4.0.30-sources-commercial	82df075584b1bac8701a18c331a25c8e2340aade
com.liferay	com.liferay.asset.publisher.web	4.0.31	-	8518fb690d0c3c2594e75c0119a1f4c89c12c6dc
com.liferay	com.liferay.asset.publisher.web	4.0.31	4.0.31-jspc	eaee51ea7a6363819590d889fd54af6fe7ccf636
com.liferay	com.liferay.asset.publisher.web	4.0.31	4.0.31-sources-commercial	7196f2f37133f61bdce742f25c20a672a5c0a391
com.liferay	com.liferay.asset.publisher.web	4.0.32	-	fbfd62af44b57a896b1e8b65f45e2dcfa9531fa1
com.liferay	com.liferay.asset.publisher.web	4.0.32	4.0.32-jspc	50e8113e576ebcfb8ab0553e5d5660ed38da3b27
com.liferay	com.liferay.asset.publisher.web	4.0.32	4.0.32-sources-commercial	e0511cbf6b4457d8ada986f4152a018b5d222fa2
com.liferay	com.liferay.asset.publisher.web	4.0.33	-	95fd2bbd3538739e0de8986736785e4c364abeca
com.liferay	com.liferay.asset.publisher.web	4.0.33	4.0.33-jspc	cf2c809545a05dc6b612b53d8daf3b56eac3b003
com.liferay	com.liferay.asset.publisher.web	4.0.33	4.0.33-sources-commercial	c82ff299e2ff4d13efa1647ea48dad53e694958e
com.liferay	com.liferay.asset.publisher.web	4.0.34	-	d86237bbba06f9ef903e869165bf482f5cfb4b0e
com.liferay	com.liferay.asset.publisher.web	4.0.34	4.0.34-jspc	f923e559d398a29fab1c1b650773ba096688437d
com.liferay	com.liferay.asset.publisher.web	4.0.34	4.0.34-sources-commercial	5b57ae7fee64849b9dd69f3fa67873c3044ab7cb
com.liferay	com.liferay.asset.publisher.web	4.0.35	-	25ff220a52d0faeae284e11fc33a097da79e850f
com.liferay	com.liferay.asset.publisher.web	4.0.35	4.0.35-jspc	7b2e322a08f09c957895de13116eefad7f50d112
com.liferay	com.liferay.asset.publisher.web	4.0.35	4.0.35-sources-commercial	902275c8565c6608243f3a7f26c044da8d04ccbf
com.liferay	com.liferay.asset.publisher.web	4.0.36	-	1d0439e679c5cb02a9f6ad8ab8f65e97ac645e28
com.liferay	com.liferay.asset.publisher.web	4.0.36	4.0.36-jspc	6e59cc59a98280c83cfffa575f918f009595b5da
com.liferay	com.liferay.asset.publisher.web	4.0.36	4.0.36-sources-commercial	3048c321e01775e65858a2554a4006e6c623ceef
com.liferay	com.liferay.asset.publisher.web	4.0.37	-	551a92a0f35168b30756ab016daa940ce6b13316
com.liferay	com.liferay.asset.publisher.web	4.0.37	4.0.37-jspc	f381bad3642aaf7bd8e2458c26eec947e3f1bf75
com.liferay	com.liferay.asset.publisher.web	4.0.37	4.0.37-sources-commercial	dbc5780d61445c632370a2c20165e2eae4bf7d90
com.liferay	com.liferay.asset.publisher.web	4.0.38	-	07d2038b6d8c6687e36cb299418c47b2e04b2139
com.liferay	com.liferay.asset.publisher.web	4.0.38	4.0.38-jspc	faca305890f80b327de9299836c22fd6cce65b69
com.liferay	com.liferay.asset.publisher.web	4.0.38	4.0.38-sources-commercial	5b7893293fc87e702d835ce68f4363912a69585f
com.liferay	com.liferay.asset.publisher.web	4.0.39	-	40e3b1b8545df9d3fb8cac8f486e895db1d7b24d
com.liferay	com.liferay.asset.publisher.web	4.0.39	4.0.39-jspc	5c3818febd6818678ef17ac286db96617613095e
com.liferay	com.liferay.asset.publisher.web	4.0.39	4.0.39-sources-commercial	2ee4d8b85693e263493027d342deb3073aff36dd
com.liferay	com.liferay.asset.publisher.web	4.0.4	-	a2efa097117bd9e2e7354b0a404c4dd73ace902d
com.liferay	com.liferay.asset.publisher.web	4.0.4	4.0.4-jspc	bcb2b8352eceafdfd39506fe655758762b701bb5
com.liferay	com.liferay.asset.publisher.web	4.0.4	4.0.4-sources-commercial	e5d9000c5dc346f8754368aa76e2aad1cb2912fb
com.liferay	com.liferay.asset.publisher.web	4.0.40	-	c14b16083a60f64a0219e3d97c3391edab2d7033
com.liferay	com.liferay.asset.publisher.web	4.0.40	4.0.40-jspc	d3a52b7af89449bb17a4a278d46b0168d4e88e72
com.liferay	com.liferay.asset.publisher.web	4.0.40	4.0.40-sources-commercial	066687d334b5a5321fb149b6a98ba0d452010eb2
com.liferay	com.liferay.asset.publisher.web	4.0.41	-	09602eeb9a3f945dd7ee82e75910cd637b847b54
com.liferay	com.liferay.asset.publisher.web	4.0.41	4.0.41-jspc	36f95ed6ce18167caaa400a949538313e9c3af22
com.liferay	com.liferay.asset.publisher.web	4.0.41	4.0.41-sources-commercial	e1819173c04d9ae84c1567aea934124db921ea5d
com.liferay	com.liferay.asset.publisher.web	4.0.42	-	c546a22a94885d64831b72a62e1e397db8b43f9c
com.liferay	com.liferay.asset.publisher.web	4.0.42	4.0.42-jspc	024b1bb832b45dc777697f0cb2351240c978deb3
com.liferay	com.liferay.asset.publisher.web	4.0.42	4.0.42-sources-commercial	9fee415cb84f7e63db90504c71ba8ca332840fe7
com.liferay	com.liferay.asset.publisher.web	4.0.43	-	91f299dba7c189c4d2c6cd686b3a91ce497619e9
com.liferay	com.liferay.asset.publisher.web	4.0.43	4.0.43-jspc	35ef7927be67ef114ad712b3047c2b2896d6e429
com.liferay	com.liferay.asset.publisher.web	4.0.43	4.0.43-sources-commercial	128eaad9f1edfdf5de251e9baf55b5276f01647d
com.liferay	com.liferay.asset.publisher.web	4.0.44	-	8315a028425c79e1bc8c2d000bd14968e3f9f062
com.liferay	com.liferay.asset.publisher.web	4.0.44	4.0.44-jspc	2daafee04df90247b050b6450013fd8414b6060d
com.liferay	com.liferay.asset.publisher.web	4.0.44	4.0.44-sources-commercial	d7f9b7963a66117efaada60c4d1370c00c729802
com.liferay	com.liferay.asset.publisher.web	4.0.45	-	980c19bfcbabdeecb2ca58d71aa87aa0aefd1b1c
com.liferay	com.liferay.asset.publisher.web	4.0.45	4.0.45-jspc	3ecc2bd630ea4d6277a289e266519d4ae86156fe
com.liferay	com.liferay.asset.publisher.web	4.0.45	4.0.45-sources-commercial	a89b6a89e8fc1eae8c57f84cb5de8019048cb39b
com.liferay	com.liferay.asset.publisher.web	4.0.46	-	8ccd4e7f488758ca59480641cd8d26262bece9c1
com.liferay	com.liferay.asset.publisher.web	4.0.46	4.0.46-jspc	5fe8b753a65417e8f05bb49930f406a49bcf6964
com.liferay	com.liferay.asset.publisher.web	4.0.46	4.0.46-sources-commercial	b85a9b742b2722f0084b59b0a37644dc95cb765a
com.liferay	com.liferay.asset.publisher.web	4.0.47	-	8b1e1c130d05477492a01abc27224c71769047a6
com.liferay	com.liferay.asset.publisher.web	4.0.47	4.0.47-jspc	f11376f5505a771f89686cdc48489cbd0ad7f034
com.liferay	com.liferay.asset.publisher.web	4.0.47	4.0.47-sources-commercial	57e83930de9b421609c542d6792beb9b1cdddf70
com.liferay	com.liferay.asset.publisher.web	4.0.48	-	a41b6ace5034768c2fedb3c8a11440de945a089c
com.liferay	com.liferay.asset.publisher.web	4.0.48	4.0.48-jspc	b0d99914322aaa758cdc9aab3b54f74e2275da75
com.liferay	com.liferay.asset.publisher.web	4.0.48	4.0.48-sources-commercial	eb0e35a1ca890a0b91f9f9411708c504c3622fbf
com.liferay	com.liferay.asset.publisher.web	4.0.49	-	8c525399b6562c138986a22bc42c163548167dca
com.liferay	com.liferay.asset.publisher.web	4.0.49	4.0.49-jspc	2b292fc1e09d80fa59c1310cba447cb7cfe2bf83
com.liferay	com.liferay.asset.publisher.web	4.0.49	4.0.49-sources-commercial	bad4ade3283065a5a8ae5c528be8679db92e99e2
com.liferay	com.liferay.asset.publisher.web	4.0.5	-	2b92da9614c3c21b9ba67523bd76cfadd21d9657
com.liferay	com.liferay.asset.publisher.web	4.0.5	4.0.5-jspc	9821c02d37c0e129949713fae31f0c74aec15b3f
com.liferay	com.liferay.asset.publisher.web	4.0.5	4.0.5-sources-commercial	4cdb7c8569d067b108aee2d949548e5f033b0494
com.liferay	com.liferay.asset.publisher.web	4.0.50	-	43305a6165c4d23e976d5da00a0d215d139ecf95
com.liferay	com.liferay.asset.publisher.web	4.0.50	4.0.50-jspc	ad268aee638d3b75ae77ac32660084175fdacad9
com.liferay	com.liferay.asset.publisher.web	4.0.50	4.0.50-sources-commercial	aa866d78cce1fc63c9aed0bdd20dc1d37301e3b1
com.liferay	com.liferay.asset.publisher.web	4.0.51	-	73f5ea33dce522c515799c540dce57467761f278
com.liferay	com.liferay.asset.publisher.web	4.0.51	4.0.51-jspc	bf0a4f68db1117a5ce06af057e2a34c4eb7c3ac5
com.liferay	com.liferay.asset.publisher.web	4.0.51	4.0.51-sources-commercial	8f156550e8687db37dfed3996f7f838074e13a7c
com.liferay	com.liferay.asset.publisher.web	4.0.52	-	bc8ba7e146a69c7e361ee1d80e057cafcb847e9c
com.liferay	com.liferay.asset.publisher.web	4.0.52	4.0.52-jspc	6c47c3e8f10ac65091b240cc31a759945ba83ae4
com.liferay	com.liferay.asset.publisher.web	4.0.52	4.0.52-sources-commercial	fab01551157aae625dff30e5bd8c56c66ce80f0f
com.liferay	com.liferay.asset.publisher.web	4.0.53	-	6f29c1a918e812f91da5f447c78635d4bce337bf
com.liferay	com.liferay.asset.publisher.web	4.0.53	4.0.53-jspc	91be03a139813e0e2668af0fb20a68105a17a2e0
com.liferay	com.liferay.asset.publisher.web	4.0.53	4.0.53-sources-commercial	5451fc46770862b62fb2c6d408f2b595ecde34c3
com.liferay	com.liferay.asset.publisher.web	4.0.54	-	077acfd0028e5c4eba611922e6c17bd8d5abbe32
com.liferay	com.liferay.asset.publisher.web	4.0.54	4.0.54-jspc	62eeb223ec2c0836a15019b9c39ef77178554c90
com.liferay	com.liferay.asset.publisher.web	4.0.54	4.0.54-sources-commercial	064337b2d18288cb03d8629583f689545ac49836
com.liferay	com.liferay.asset.publisher.web	4.0.55	-	1c4b2786c35ee04258966e718ecb3936828d98e9
com.liferay	com.liferay.asset.publisher.web	4.0.55	4.0.55-jspc	c9f1b5ee4251168b2b4ac47184204a64ad53562a
com.liferay	com.liferay.asset.publisher.web	4.0.55	4.0.55-sources-commercial	da930c99c0c17b29b32d9485f89f713d795d97be
com.liferay	com.liferay.asset.publisher.web	4.0.56	-	7f0aee02d7932f3c0638c254c7743677c9e5145d
com.liferay	com.liferay.asset.publisher.web	4.0.56	4.0.56-jspc	9e7f5ce670af2c824850cd330ff4dedefa4c3981
com.liferay	com.liferay.asset.publisher.web	4.0.56	4.0.56-sources-commercial	d9db48577274fb88886d8ce70ecdaef26ae41979
com.liferay	com.liferay.asset.publisher.web	4.0.57	-	a76d2f382cc0700a0f88c6d10ec46e964a822b6d
com.liferay	com.liferay.asset.publisher.web	4.0.57	4.0.57-jspc	08a59bbd6707da91702f107006f28727c3b8f30b
com.liferay	com.liferay.asset.publisher.web	4.0.57	4.0.57-sources-commercial	dc347713aeea8fc7122cf50c454cda49854b7b68
com.liferay	com.liferay.asset.publisher.web	4.0.58	-	aef6c0990c76edabeef17918a5f91209c95dc704
com.liferay	com.liferay.asset.publisher.web	4.0.58	4.0.58-jspc	0a37816668f5257a0b28982b65ff1d0960b68e68
com.liferay	com.liferay.asset.publisher.web	4.0.58	4.0.58-sources-commercial	443c00e482bac15e67d9ed54f223ccde3efbdd37
com.liferay	com.liferay.asset.publisher.web	4.0.59	-	78ad9aadb1b8322c782f7624401cd7b927de1c68
com.liferay	com.liferay.asset.publisher.web	4.0.59	4.0.59-jspc	5f3c2be6b8cf3d0f808a96c3d39ba6291aacf03c
com.liferay	com.liferay.asset.publisher.web	4.0.59	4.0.59-sources-commercial	2dad5f4cc7f717610ae813a816f5e0c84c2d9c20
com.liferay	com.liferay.asset.publisher.web	4.0.6	-	1b3f9d2da1a1cfe7d8383ea322d22889e69d3893
com.liferay	com.liferay.asset.publisher.web	4.0.6	4.0.6-jspc	fd62f55c53a8de7ba4d45df9ca661bed5e3570c4
com.liferay	com.liferay.asset.publisher.web	4.0.6	4.0.6-sources-commercial	0e7c4745bc75d9e275beb1d5b7ddde90b00fe0e8
com.liferay	com.liferay.asset.publisher.web	4.0.60	-	b3824739e9aa867ed4fcad4dee0c2200949bca45
com.liferay	com.liferay.asset.publisher.web	4.0.60	4.0.60-jspc	8ddd9771403049120b54a071b24dbd401fdbe832
com.liferay	com.liferay.asset.publisher.web	4.0.60	4.0.60-sources-commercial	8de44ad8ca37e3c6ea2c1bcbf2ce41b397b49656
com.liferay	com.liferay.asset.publisher.web	4.0.61	-	b58848296de965894e51e4c259802ba37ef03f3c
com.liferay	com.liferay.asset.publisher.web	4.0.61	4.0.61-jspc	007f8cb05c6de6435dc3ef63aae4545e1323de48
com.liferay	com.liferay.asset.publisher.web	4.0.61	4.0.61-sources-commercial	6dc5430598f2629937e52f96c97623c69ef70f32
com.liferay	com.liferay.asset.publisher.web	4.0.62	-	d4934d4cd7830c5cbd2c10598f681a478fe86adc
com.liferay	com.liferay.asset.publisher.web	4.0.62	4.0.62-jspc	c038ffafba08f7c65668af3ab45f96ec08d478f0
com.liferay	com.liferay.asset.publisher.web	4.0.62	4.0.62-sources-commercial	66ea2a5134f4d7bc14b5bb29e32e538f886e2d1b
com.liferay	com.liferay.asset.publisher.web	4.0.63	-	9a63225595d7e56f5e2a7ad2f78dcaaab72aa253
com.liferay	com.liferay.asset.publisher.web	4.0.63	4.0.63-jspc	cb81a38d504ddcdf8a40e72d165450ac5bac0362
com.liferay	com.liferay.asset.publisher.web	4.0.63	4.0.63-sources-commercial	bcec0cd3dc19030e7c65d72d0e30b7b1f56591ae
com.liferay	com.liferay.asset.publisher.web	4.0.64	-	105e85bcf846b952a47fbddf9ff14e6b251fdc0a
com.liferay	com.liferay.asset.publisher.web	4.0.64	4.0.64-jspc	cfcb1a07f4cf0cb5d4da9e6c032b42b731a3d027
com.liferay	com.liferay.asset.publisher.web	4.0.64	4.0.64-sources-commercial	baa4e1c323658d555bdd7ae76b0451f2efa4e922
com.liferay	com.liferay.asset.publisher.web	4.0.65	-	bef886adecc6dfb14cb21adbea6771dcb5c5b197
com.liferay	com.liferay.asset.publisher.web	4.0.65	4.0.65-jspc	8549a07cef934ae1e798c307dfa78ce1a0b3121a
com.liferay	com.liferay.asset.publisher.web	4.0.65	4.0.65-sources-commercial	cf8220f703982bf8c7fa13c7be9bd78e34752937
com.liferay	com.liferay.asset.publisher.web	4.0.66	-	20217875df14846c9647bd4d823ebe825e9f070a
com.liferay	com.liferay.asset.publisher.web	4.0.66	4.0.66-jspc	6e5b36775be3b7fa5708649ba8244d26de903a5c
com.liferay	com.liferay.asset.publisher.web	4.0.66	4.0.66-sources-commercial	29aa134c64406ce4779889cb13ed09d82e9eccde
com.liferay	com.liferay.asset.publisher.web	4.0.67	-	bee13318b8748d20879a0723f28e140bd8c7b64a
com.liferay	com.liferay.asset.publisher.web	4.0.67	4.0.67-jspc	1ccfe38a8336f8b2923de058933bf75271e06f5b
com.liferay	com.liferay.asset.publisher.web	4.0.67	4.0.67-sources-commercial	2a71b129160129612a7ed13fbe97776621cdd531
com.liferay	com.liferay.asset.publisher.web	4.0.68	-	16bba4f8d7ee8407dfb9d2b8eb39c5b2ece1ac1e
com.liferay	com.liferay.asset.publisher.web	4.0.68	4.0.68-jspc	bfccd4caaec6841712fb976545230df8831a55e2
com.liferay	com.liferay.asset.publisher.web	4.0.68	4.0.68-sources-commercial	67357ed2eac975ff3de308a1c9c028ab13012a45
com.liferay	com.liferay.asset.publisher.web	4.0.69	-	7a809002ed8e035f254f0cc9120a4bdfd9ed8544
com.liferay	com.liferay.asset.publisher.web	4.0.69	4.0.69-jspc	22494025f180ca4a4d78d7bd9c334cc67da2ce67
com.liferay	com.liferay.asset.publisher.web	4.0.69	4.0.69-sources-commercial	26b679052a60ec522c2e8401f71781a4bb34caba
com.liferay	com.liferay.asset.publisher.web	4.0.7	-	7b02c2c6e9c33e9a8a7834def08d6e400af8a2b9
com.liferay	com.liferay.asset.publisher.web	4.0.7	4.0.7-jspc	468db78fc53293127c930b8503c998506b64fab0
com.liferay	com.liferay.asset.publisher.web	4.0.7	4.0.7-sources-commercial	d75e651d2b4551eee29c0e7267516a0cf4c5654c
com.liferay	com.liferay.asset.publisher.web	4.0.70	-	808d02913382812b3c3de60b061679051f78f71c
com.liferay	com.liferay.asset.publisher.web	4.0.70	4.0.70-jspc	77df92465a0c5dc288e580226275abcc85a28162
com.liferay	com.liferay.asset.publisher.web	4.0.70	4.0.70-sources-commercial	91eff2d674211bbf068a0896e984eccc533a931c
com.liferay	com.liferay.asset.publisher.web	4.0.71	-	fc7882531484ccfd946b65aa83a23e768546547f
com.liferay	com.liferay.asset.publisher.web	4.0.71	4.0.71-jspc	fb248ab30131a857d67caaf469a1644df2b37180
com.liferay	com.liferay.asset.publisher.web	4.0.71	4.0.71-sources-commercial	db73421e9dd6795ec8bff8b8bf9bc22e035a746e
com.liferay	com.liferay.asset.publisher.web	4.0.72	-	7ab12b94d364504b8d127f948c98f6c346a093be
