au.net.causal.shoelaces	shoelaces-jdbc-integration-tests-customcredentials	2.0		66728a12021d02454b08f4341636dbc5de976670
com.stratio.crossdata.connector	crossdata-cassandra	1.2.1		badad574f328814bb307544a7c3710c9f2e3daa2
com.stratio.crossdata.connector	crossdata-cassandra	1.2.2		710c846799a30bb796c4247410332f0f7532a8a4
com.stratio.crossdata.connector	crossdata-cassandra	1.2.2	jar-with-dependencies	f66852928a2cc1ce752417cda167203c9cfa2f89
com.twitter	scalding-serialization_2.11	0.15.0		7cbb69c0eb353c54d8174340d170a815b1ce682c
com.twitter	scalding-serialization_2.11	0.15.1-RC13		ad04118473c250e602588303eed3f250da72b82b
com.twitter	scalding-serialization_2.11	0.15.1-RC9		5d53514d665fe04abaab8a64092fc2bd4c451d7d
com.twitter	scalding-serialization_2.11	0.16.0		afbb7c80c02689ee69b1ec4cebe22f5271f7420d
com.twitter	scalding-serialization_2.11	0.16.0-RC1		cfb29ae1d25dcc369b4ce8be22e1d32cc077c71a
com.twitter	scalding-serialization_2.11	0.16.0-RC2		9eaf9dab08df39959a267a23135a11e32bd7139a
com.twitter	scalding-serialization_2.11	0.16.0-RC3		2fbdd77af1217c30dcdc300af7db9506b2fed06b
com.twitter	scalding-serialization_2.11	0.16.0-RC4		5b4f4f9b9106f29f83bf6ed3f2f67b8e7bca4a20
com.twitter	scalding-serialization_2.11	0.16.0-RC5		88f01e29b0fcfb485d7e7ea4fd4f189b7bfad614
com.twitter	scalding-serialization_2.11	0.16.0-RC6		9367559af0eeb4b29cfbf5a4b985b4af5a8f6b41
com.twitter	scalding-serialization_2.11	0.16.1-RC1		a031935551a083daf5964930e1181d9884041eb6
com.twitter	scalding-serialization_2.11	0.16.1-RC2		574543660ddcd8585841f7726d64e60598d022a9
com.twitter	scalding-serialization_2.11	0.16.1-RC3		3f74659645865ffc7f769964b8ebb466d18f7a34
com.twitter	scalding-serialization_2.11	0.16.1-cascading3-RC1		73468c0101f692a17f3de98eea33786834fb8f53
com.twitter	scalding-serialization_2.11	0.16.1-cascading3-RC2		751c5316219e6d114f35727ef2d724ccaf7b61ab
com.twitter	scalding-serialization_2.11	0.16.1-cascading3-RC3		7b68f799280477c94f32b8529da12d3c1a757bae
com.twitter	scalding-serialization_2.11	0.17.0		8ef1f1f2670ea4790ee0c324aae37c41f3731229
com.twitter	scalding-serialization_2.11	0.17.1		1ab3316444a8fd6c3ffd1455f19aed7e661de28f
com.twitter	scalding-serialization_2.11	0.17.2		829ecf21f2af2b504835cac95538e4406d32f806
com.twitter	scalding-serialization_2.11	0.17.3		f1c2e1839bb27cdd3d7cf1fd0f8d5940f9aa2d0c
com.twitter	scalding-serialization_2.11	0.17.4		352c7cc833d684b1c3c85665cd8f82b26a7fa70c
com.twitter	scalding-serialization_2.11	0.18.0-RC1		b283c1cee25a16f2292ed4ff8e680314b07fe8cc
com.vladmihalcea.flexy-pool	flexy-micrometer-metrics	2.1.0		5450f1323888fc2d54e20ae49dedfb61b14fe6db
com.vladmihalcea.flexy-pool	flexy-micrometer-metrics	2.1.1		8d2087b0eb75b26944c626afe59c8edb2d6ea59b
com.vladmihalcea.flexy-pool	flexy-micrometer-metrics	2.1.2		f0ad333d00d8c308ceddbb702fc10ae877cf35bf
com.vladmihalcea.flexy-pool	flexy-micrometer-metrics	2.2.0		fb7ae70d6c942e99f0701e471822835de7d931e5
com.vladmihalcea.flexy-pool	flexy-micrometer-metrics	2.2.1		caf3a4f7b8f073523ae3ba2fc11be61c2e37a6e9
com.vladmihalcea.flexy-pool	flexy-micrometer-metrics	2.2.2		aa55599589e116da6f25c3114b7f52024b04f003
com.vladmihalcea.flexy-pool	flexy-micrometer-metrics	2.2.3		b57e3fc97efa9253d0b05b2e66ac63774cbfbcb1
com.vladmihalcea.flexy-pool	flexy-micrometer-metrics	3.0.0		9b8fb6ddebec705da3287a12f3970a4db41e71d4
com.vladmihalcea.flexy-pool	flexy-micrometer-metrics	3.0.1		c3fc241b770a6dc294eb12cfd4543b8c3e29b799
com.vladmihalcea.flexy-pool	flexy-micrometer-metrics	3.0.2		a0a27b1b8eed47ce673d0d47b971fa37561ec7c8
com.weirddev	scalalock-api_2.12	1.0.4		c4912ad4f91dbd6e2c7faa6a7b93a87885192213
com.weirddev	scalalock-api_2.12	1.0.5		a9320e84465fe4daf410e6cd6f7f69190885e811
com.weirddev	scalalock-api_2.12	1.0.6		0a4401acbbc9020be102de0d77598226d52a3ace
com.wix.fax	libfax-interfaxsl-core	1.0.0		bbf7150a08f46632515ee4b314dc0f139e4e5422
com.wix.fax	libfax-interfaxsl-core	1.1.0		e95c56a3229b68104e5430b50f77e30354916104
com.xenoamess.metasploit.java-external-module	parent	0.1.0		43c40ad84f3d9a75b97e84fecbea273047a2782a
de.adorsys.aspsp	integration-tests	1.10-RC1		ff0cdbef5d84aa57d781258ba7f3a2d977b58c06
de.adorsys.aspsp	integration-tests	1.3		3c31ae5f82d8447525442fe7cbf54f1d4a5201ed
de.adorsys.aspsp	integration-tests	1.4		843b86ccba1749420a556b9546aeb54e42c53eea
de.adorsys.aspsp	integration-tests	1.5		2db6fc6304566d3bb2f21b27ab83f7f3ba1921c8
de.adorsys.aspsp	integration-tests	1.6		98bf85630e10691f6f2585bef895809c516409c5
de.adorsys.aspsp	integration-tests	1.7		e96ba9041086ae9623a7601ee5a59a6a01cd39f0
de.adorsys.aspsp	integration-tests	1.7.1		45a2ca189b2290e69373e2c7e128771e4f7dc10e
de.adorsys.aspsp	integration-tests	1.8		d11793f399268a6eff79c224811da7c142604e72
de.adorsys.aspsp	integration-tests	1.9		216ac4d069f20fc55dfe7d4fe1088029be184f9c
dev.entao.app	inst	0.3.0		N/A
dev.entao.app	inst	0.5.1		N/A
dev.entao.app	inst	0.6.0		N/A
dev.entao.app	inst	0.6.1		N/A
dev.entao.app	inst	0.7.0		N/A
dev.entao.app	inst	0.7.2		N/A
dev.entao.app	inst	0.7.3		N/A
dev.entao.app	inst	1.0.0		N/A
dev.inmo	kroles.roles	0.0.1		f7941d078db17ac5ec67966b551402cdc3043a70
dev.whyoleg.sweetspi	sweetspi-runtime-macosx64	0.1.0		N/A
dev.whyoleg.sweetspi	sweetspi-runtime-macosx64	0.1.0	metadata	44ea2048c74bd56d4453b787fc8ace20e2ac9dc0
dev.whyoleg.sweetspi	sweetspi-runtime-macosx64	0.1.1		N/A
dev.whyoleg.sweetspi	sweetspi-runtime-macosx64	0.1.1	metadata	429f84453c14fedb2c134b3b15d62382b809746c
dev.whyoleg.sweetspi	sweetspi-runtime-macosx64	0.1.2		N/A
dev.whyoleg.sweetspi	sweetspi-runtime-macosx64	0.1.2	metadata	7bb9f91784e8c450e5fafb3f7671d268cde1133c
eu.europa.ec.grow.espd	exchange-model3	3.0.0		0ef4928178b0ae21c92b22ffd0f045dacfa02125
fr.braindead	websocket	1.0.1		39d4bf3ceffc3572ceb1bc4afd68a1b626f526fc
fr.braindead	websocket	1.0.1	jar-with-dependencies	f573e256629fb6664636245e626bc81c66d7f350
io.eliez	joda-time-mybatis	2.0.2		cfddf2131467264bfe29e5b8bef618ba57826738
io.fabric8	servicecatalog-client	4.10.0		68fca428b50bd3180100cbe49e423ecb21ddbbb4
io.fabric8	servicecatalog-client	4.10.1		43012f220207b4fc100742c0fcca8dda2ac00810
io.fabric8	servicecatalog-client	4.10.2		011e278fedd5d562897bd50796536f84d8aeca06
io.fabric8	servicecatalog-client	4.10.3		856669b860264aeff07fa523aed7de078bdb86b2
io.fabric8	servicecatalog-client	4.11.0		a44b30f95d125a5bc5f24abb1311e37f9a349271
io.fabric8	servicecatalog-client	4.11.1		be517a539b97970117dbaf5752d6425d24ab4a72
io.fabric8	servicecatalog-client	4.11.2		c91a7f5e8d5bce828d5b60499fcb2b2a5bad3b48
io.fabric8	servicecatalog-client	4.12.0		2652bc8c4092b4ff9140eb899fed994ed64db257
io.fabric8	servicecatalog-client	4.13.0		060337151b524b1bc9ba94ea6d9d825cd2b8b653
io.fabric8	servicecatalog-client	4.13.1		f8482976b11a4234ee2149de68f2af463d8bc452
io.fabric8	servicecatalog-client	4.13.2		267f2aba9a311a614612b0bbf34665b5cd48e828
io.fabric8	servicecatalog-client	4.13.3		5a0e81e85b177b27007f26eb913a68e97e191a83
io.fabric8	servicecatalog-client	4.4.2		6e8785d88a77ec0780b1b3493fdfc5aeebc54ccc
io.fabric8	servicecatalog-client	4.5.0		db50cb516d7b250bdf3cb6229268a5b672ce7d78
io.fabric8	servicecatalog-client	4.5.1		fbe20b71083d00d015cfd5cf6a19f2565b4c27ca
io.fabric8	servicecatalog-client	4.5.2		304e6432e5eb90184f027c307795b35f1c65dc9a
io.fabric8	servicecatalog-client	4.6.0		23be41735fcadc7f91a2f35e273a5e438e3a2297
io.fabric8	servicecatalog-client	4.6.1		fc86312cf123af3863eaf63e6b0d18148ab1fd62
io.fabric8	servicecatalog-client	4.6.2		65a211d3e364e65148bd95ed4201274bd1165ac8
io.fabric8	servicecatalog-client	4.6.3		dd7eaaf54ffff5e831e8362cc7affd7c094fb575
io.fabric8	servicecatalog-client	4.6.4		85a8aa4eb58f2629bb8db81ee0b0638eb6ba4dd8
io.fabric8	servicecatalog-client	4.7.0		74e9460d2e04c465c4bc4fa7f1ce29e21ec51f14
io.fabric8	servicecatalog-client	4.7.1		0eda97fecfa84ca3be68a391897c02d7b4827589
io.fabric8	servicecatalog-client	4.7.2		06d3df39cdc71eda032f8c7baa5700376dc40ae6
io.fabric8	servicecatalog-client	4.8.0		7941a338d60f9528dc2abdea9e8217c3bcbb64a6
io.fabric8	servicecatalog-client	4.9.0		2703edaffea50c9a1f1b51227b7b877f2c6d27d2
io.fabric8	servicecatalog-client	4.9.1		46e4df20528d91a74f4826298d9544205723cde7
io.fabric8	servicecatalog-client	4.9.2		f93dbd9403ff2de7efd24afd0463c67d8f0579d0
io.fabric8	servicecatalog-client	5.0.0		538e03f62881585319e221bb48bca1cadf82941b
io.fabric8	servicecatalog-client	5.0.0-alpha-1		162ab8956582f91af1444eff2f6888a5b12ba9a0
io.fabric8	servicecatalog-client	5.0.0-alpha-2		5780e73f107814e202395cccab2629c09ef0a81f
io.fabric8	servicecatalog-client	5.0.0-alpha-3		b787d6a8839ed35b1f374894d16d450ae64f9159
io.fabric8	servicecatalog-client	5.0.0-beta-1		1caedab1d3471922df93a121da7cfef42f79007f
io.fabric8	servicecatalog-client	5.0.1		f5aeb9f80e26fc45e6e7ef3967c88f24d5d1533b
io.fabric8	servicecatalog-client	5.0.2		1075bf200705e1b9f983f67432b6bb898cd9e974
io.fabric8	servicecatalog-client	5.0.3		12116af245a5f76f5099237b17d9072aee14830b
io.fabric8	servicecatalog-client	5.1.0		c17ccee79e2983706faa99403bba6f769dcdf4b4
io.fabric8	servicecatalog-client	5.1.1		89c6504d616a0a9e895c9fefb27bf202f05c25c5
io.fabric8	servicecatalog-client	5.1.2		800f04a674246744dc6095696a354b72b31ed40c
io.fabric8	servicecatalog-client	5.10.0		846af21cfa0d4fca2676d07444be35bec1185174
io.fabric8	servicecatalog-client	5.10.1		06e180f23ece9449f2d70692dde62baa06ebbd46
io.fabric8	servicecatalog-client	5.10.2		0026e353561c9de7cc7099f905794907dadc5205
io.fabric8	servicecatalog-client	5.11.0		096749ed3a16c0f04d97203bba051f0061ebbf69
io.fabric8	servicecatalog-client	5.11.1		ce3d9fc151e59927b594c935c9daffc170fe65e7
io.fabric8	servicecatalog-client	5.11.2		45e0fff919b6e9eaeb5253b073a5657d35d6d1e2
io.fabric8	servicecatalog-client	5.12.0		def37f71c279dfef30343025f61dcac103fc74a9
io.fabric8	servicecatalog-client	5.12.1		d9a51b2ba5ac69d62fe57fa8e9a60ee973ff3dab
io.fabric8	servicecatalog-client	5.12.2		f668d8de6a59f43918a13b0f11d2baaf271b80c2
io.fabric8	servicecatalog-client	5.12.3		a24382fdd866e7c4fab3c5d12a317860f8332322
io.fabric8	servicecatalog-client	5.12.4		978b36632b78a6a735f3f1be03bb5fc4670c34fa
io.fabric8	servicecatalog-client	5.2.0		b0df7b7b22a19308129847cb1980f5d1e9542964
io.fabric8	servicecatalog-client	5.2.1		6981e5979d47981025c43c6875f7ed8b340f168d
io.fabric8	servicecatalog-client	5.3.0		b81ce33486e485d0514c3ea1f99afadddf821c93
io.fabric8	servicecatalog-client	5.3.1		bdaa2e5c097699ccc6e6d02cda46626fc28c3642
io.fabric8	servicecatalog-client	5.3.2		bf900f5fcddd4872f727213c7a416cfb6ddddd23
io.fabric8	servicecatalog-client	5.4.0		b60e1648621707e53764f0df74c064d31f4038a1
io.fabric8	servicecatalog-client	5.4.1		23cf35de11be4188e0489dd4682f8b1a2002d03a
io.fabric8	servicecatalog-client	5.4.2		a66085a76794c4635f440610b428f095f4491b55
io.fabric8	servicecatalog-client	5.5.0		2559918e82121b0f3ac55be94afaa1f0d159996f
io.fabric8	servicecatalog-client	5.6.0		ae0a3c61965b0ec3fb73cc04534351dbab464f7b
io.fabric8	servicecatalog-client	5.7.0		236f6e9ad07ee7a56cedf4812d91e0eff9e03ce1
io.fabric8	servicecatalog-client	5.7.1		b0c5d64b2c2d7e477235432b87fb7d7c5b4528c2
io.fabric8	servicecatalog-client	5.7.2		1442e6fd15e5cc9fa274d663ad3e4e9b450c27f6
io.fabric8	servicecatalog-client	5.7.3		4f2d100dea792aaae90c307b8edc5908117e30a3
io.fabric8	servicecatalog-client	5.7.4		e00049d4217149aa28352a9ebb81d3c735c0579d
io.fabric8	servicecatalog-client	5.8.0		eaf85bcbd01f4e1732e43c8dfc860b1be1dc55e2
io.fabric8	servicecatalog-client	5.8.1		abda2d770801405a119b75572f4c4cb0728c253b
io.fabric8	servicecatalog-client	5.9.0		8f9dfe3b0a5b3b09b4924727303e3e85d68878f8
io.fabric8	servicecatalog-client	6.0.0		15754c3fab90be4c90548f3972f1f1778ae61a80
io.fabric8	servicecatalog-client	6.0.0-RC1		b2285d49ba10a54563aea0615f130ddccacd27c3
io.fabric8	servicecatalog-client	6.1.0		8fa41bbfae09a2ccfb7f143588448e3311cb8fda
io.fabric8	servicecatalog-client	6.1.1		d9a29bf9e137f48c26fdcd7f1739ad5caaf7c003
io.fabric8	servicecatalog-client	6.10.0		4d956d55613bc6503c85a95adcb6ff8bccc83c1c
io.fabric8	servicecatalog-client	6.11.0		16ad80c12158bba4090558799480bf2c022bbd06
io.fabric8	servicecatalog-client	6.12.0		8eda280ad4ea156a407bd70477f8e19354d09479
io.fabric8	servicecatalog-client	6.12.1		c469cc87d272daac4090c0da25f6ce97867f013d
io.fabric8	servicecatalog-client	6.13.0		1a87c791d81be429a05a53070adadcceb8acab01
io.fabric8	servicecatalog-client	6.13.1		044cee556cbcd188524145622117d59627021d32
io.fabric8	servicecatalog-client	6.13.2		f9ebfe423d05946dad86d69217025a1d3151fedc
io.fabric8	servicecatalog-client	6.13.3		4f3f56eca74e95aaee747bfeb656d7c4537f0d73
io.fabric8	servicecatalog-client	6.13.4		8a875104a4a450e6d4ff0e94df58c8aef056a268
io.fabric8	servicecatalog-client	6.13.5		582c881b38fe5cde49cb2d37e0bd0402e9f736ec
io.fabric8	servicecatalog-client	6.2.0		f2128ae9c00abc7458e2bd4dd7164b8cc812b851
io.fabric8	servicecatalog-client	6.3.0		b5f64e7eaceba90df57ed466786fb50b0cdbb2d2
io.fabric8	servicecatalog-client	6.3.1		1aa5d292dca209b802e27e77e248d88ceea28008
io.fabric8	servicecatalog-client	6.4.0		b353433aaf3311ec0b91bbaf886ab58ebec7007e
io.fabric8	servicecatalog-client	6.4.1		29d586dff0dfac998083f5cd8f087d385c78b1ff
io.fabric8	servicecatalog-client	6.5.0		5f4fae6caac485c8ad58955768c514aef58c9018
io.fabric8	servicecatalog-client	6.5.1		3b823e8f9149a01e61afebc17c24d409b548475d
io.fabric8	servicecatalog-client	6.6.0		841da108d6672f32e5cc91c01592fa48f40c8f94
io.fabric8	servicecatalog-client	6.6.1		6d227b2adafbec93dcf1b10d5e30cedf4036a19f
io.fabric8	servicecatalog-client	6.6.2		ccfbad7a7cc8f989055dc6da574819d0bd9cbd7d
io.fabric8	servicecatalog-client	6.7.0		851bbb189e3ddb6c114516e113e392332145474a
io.fabric8	servicecatalog-client	6.7.1		047e29f67f12354446752d402d95ab7cefa92c83
io.fabric8	servicecatalog-client	6.7.2		c55139c0c7a9bd67b085a5be2d7348bd3d054fd0
io.fabric8	servicecatalog-client	6.8.0		0f9f63e6610db1a9479afbda16f39a6c4b597add
io.fabric8	servicecatalog-client	6.8.1		2ddd0654aa026b96a47b0079399aff442227c821
io.fabric8	servicecatalog-client	6.9.0		ab0694aa7af213b4d848f102732a443e50a3f25c
io.fabric8	servicecatalog-client	6.9.1		f02313ecab3c353bab2c8118c03955f5b26a3dec
io.fabric8	servicecatalog-client	6.9.2		02dae5f9de78256ca97282cf616ba4f158189135
io.fluidsonic.graphql	fluid-graphql-js	0.10.0		N/A
io.fluidsonic.graphql	fluid-graphql-js	0.10.1		N/A
io.fluidsonic.graphql	fluid-graphql-js	0.11.0		N/A
io.fluidsonic.graphql	fluid-graphql-js	0.11.1		N/A
io.fluidsonic.graphql	fluid-graphql-js	0.12.0		N/A
io.fluidsonic.graphql	fluid-graphql-js	0.13.0		N/A
io.fluidsonic.graphql	fluid-graphql-js	0.14.0		N/A
io.fluidsonic.graphql	fluid-graphql-js	0.15.0		N/A
io.fluidsonic.graphql	fluid-graphql-js	0.9.7		N/A
io.fluidsonic.graphql	fluid-graphql-js	0.9.8		N/A
io.gitee.kotle	module-android-dependencies	0.0.1		N/A
io.gitee.kotle	module-android-dependencies	0.0.10		N/A
io.gitee.kotle	module-android-dependencies	0.0.11		N/A
io.gitee.kotle	module-android-dependencies	0.0.12		N/A
io.gitee.kotle	module-android-dependencies	0.0.13		N/A
io.gitee.kotle	module-android-dependencies	0.0.14		N/A
io.gitee.kotle	module-android-dependencies	0.0.15		N/A
io.gitee.kotle	module-android-dependencies	0.0.16		N/A
io.gitee.kotle	module-android-dependencies	0.0.17		N/A
io.gitee.kotle	module-android-dependencies	0.0.18		N/A
io.gitee.kotle	module-android-dependencies	0.0.19		N/A
io.gitee.kotle	module-android-dependencies	0.0.2		N/A
io.gitee.kotle	module-android-dependencies	0.0.20		N/A
io.gitee.kotle	module-android-dependencies	0.0.21		N/A
io.gitee.kotle	module-android-dependencies	0.0.22		N/A
io.gitee.kotle	module-android-dependencies	0.0.23		N/A
io.gitee.kotle	module-android-dependencies	0.0.24		N/A
io.gitee.kotle	module-android-dependencies	0.0.25		N/A
io.gitee.kotle	module-android-dependencies	0.0.26		N/A
io.gitee.kotle	module-android-dependencies	0.0.27		N/A
io.gitee.kotle	module-android-dependencies	0.0.28		N/A
io.gitee.kotle	module-android-dependencies	0.0.29		N/A
io.gitee.kotle	module-android-dependencies	0.0.30		N/A
io.gitee.kotle	module-android-dependencies	0.0.32		N/A
io.gitee.kotle	module-android-dependencies	0.0.34		N/A
io.gitee.kotle	module-android-dependencies	0.0.35		N/A
io.gitee.kotle	module-android-dependencies	0.0.36		N/A
io.gitee.kotle	module-android-dependencies	0.0.37		N/A
io.gitee.kotle	module-android-dependencies	0.0.38		N/A
io.gitee.kotle	module-android-dependencies	0.0.39		N/A
io.gitee.kotle	module-android-dependencies	0.0.4		N/A
io.gitee.kotle	module-android-dependencies	0.0.40		N/A
io.gitee.kotle	module-android-dependencies	0.0.41		N/A
io.gitee.kotle	module-android-dependencies	0.0.42		N/A
io.gitee.kotle	module-android-dependencies	0.0.43		N/A
io.gitee.kotle	module-android-dependencies	0.0.44		N/A
io.gitee.kotle	module-android-dependencies	0.0.45		N/A
io.gitee.kotle	module-android-dependencies	0.0.46		N/A
io.gitee.kotle	module-android-dependencies	0.0.47		N/A
io.gitee.kotle	module-android-dependencies	0.0.48		N/A
io.gitee.kotle	module-android-dependencies	0.0.49		N/A
io.gitee.kotle	module-android-dependencies	0.0.5		N/A
io.gitee.kotle	module-android-dependencies	0.0.50		N/A
io.gitee.kotle	module-android-dependencies	0.0.51		N/A
io.gitee.kotle	module-android-dependencies	0.0.52		N/A
io.gitee.kotle	module-android-dependencies	0.0.53		N/A
io.gitee.kotle	module-android-dependencies	0.0.54		N/A
io.gitee.kotle	module-android-dependencies	0.0.55		N/A
io.gitee.kotle	module-android-dependencies	0.0.6		N/A
io.gitee.kotle	module-android-dependencies	0.0.7		N/A
io.gitee.kotle	module-android-dependencies	0.0.8		N/A
io.gitee.kotle	module-android-dependencies	0.0.9		N/A
io.github.astrapi69	ent-core	2.1		cd68e7f64ea7d3805dfd6af4e5d5bf280dd3ecdc
io.github.astrapi69	ent-core	2.2		3fc15ffe098e4ceb7d13820fee8a518ff264bc78
io.github.astrapi69	ent-core	2.3		e6e4070c52a9cdc275850b43236057a500b7a8c7
io.github.astrapi69	ent-core	3		392647611733195fbbf0097f8ecb625b8ed8f416
io.github.astrapi69	ent-core	3.1		708afd072a505fa84ee5e02dfec07b37f7762933
io.github.astrapi69	ent-core	3.2		bd1e3201f3186fa7c1de49ee74b0c469c9eb1f1e
io.github.astrapi69	ent-core	4		b05626ffeed5f05cb0e860854d1b57e23466568b
io.github.astrapi69	ent-core	4.1		88fb3c73a44522a323b95f1547f787f5787693ba
io.github.astrapi69	ent-core	5		5f6f282f0490554730147a9688530543ada1d5a6
io.github.astrapi69	ent-core	5.1		cd10eb7cf96b269aa35a97454f8d81cd7f27eb28
io.github.dmitriy1892.kmm	mvi-kmm-mvvm	0.0.1		a26a991474b185fa74f0c546d76b4c1f748af641
io.github.dmitriy1892.kmm	mvi-kmm-mvvm	0.0.2		240f1ddb0f8cc8f9f716a70fd4a0e4ab1836622e
io.github.dmitriy1892.kmm	mvi-kmm-mvvm	0.0.3		240f1ddb0f8cc8f9f716a70fd4a0e4ab1836622e
io.github.dmitriy1892.kmm	mvi-kmm-mvvm	0.0.4		240f1ddb0f8cc8f9f716a70fd4a0e4ab1836622e
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.1		be9b56a76e2bf3a545cebc77a33c792b2d416bd0
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.10		bfc3065072fc73322ed5a253d613223e8cf39708
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.11		ed87ef3a2e010f17b3a7aafeae0471f44218304a
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.13		a68933d229512f991c770d438bb2f7451280a2f5
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.14		2d0b3d7dda5cf8219edd95bf99052ed168ed45d4
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.15		74ae6d8bb8c7fe303d591dc635eaab001c0e41a7
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.16		0fb429d3f6d06e0d8b5004bfa02775d2b13df3d9
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.17		30c77c450b937c824bd0dbdf67ae7d927a02cb41
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.18		83918b807582dcddaa3141115e043154a547c7ea
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.19		2257a918279318bc6e92acbdd8d7676c03b4ef4f
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.2		ba4203d964d63653a2a42460d9373fc54f446a41
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.20		5cdc333b7e2632cb79eb9c92ca529b3251bea717
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.21		1f64362800b50c996cef1cd990257cec4deee713
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.22		55c72713ed25c7c2626e5c790d777e41990d41e1
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.23		d9a80539de4869d59c34416743a5d99ca7daf071
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.24		f97a6e4788758c4f969c03f5c6fc6251946bc584
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.25		cd524af57bc36350ccc8c0bce98599a500062ab7
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.26		cdc92bb0a2782b6aeac32a7a73091ceff20707c2
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.27		3b5ad14caade5403ec51f5b58b46d895d4f27e19
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.28		d49217923f511c4e3b98167611ab19762a7c90c5
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.29		2817b1c0cd31e0503be2506ec648ee39b3a4ab85
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.3		e4354e740eba7ad30d8175ecb5198f4805338563
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.30		f756e1fcffb20b51a57029c969c6d9e29c47d270
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.32		20ea76fea69f02d3498d3e6a0a3b682a068fdff9
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.33		7e62c9ec48143a1ff03a9d7fb3e039f857b6a140
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.4		86eae54745a9be47aba70dad218020d4adb4842c
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.5		b7ae2e948d1adace6bfb4a90757ea28bcee3f2ae
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.6		6eb65ff5ac2d61854f13cde2c76fdbff4f2d74d5
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.7		3a6f3759d331bbc7df0c70805e44853b678baa69
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.8		f3845a8ac7c0534e6fcf828a10103bcc42e33b25
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.0.9		7ee9ee0d9ffc8d2e1a8b5866e86ca0836151e9a9
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.1.0		d20ce8853f265d809cc4f9f5ed9ca505276ba7b4
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.1.1		147e646496edb03a1d5c1a4f289528278244a356
io.github.etspaceman	kinesis4cats-aws-v2-localstack_2.13	0.1.2		836d808f4772679585879b5cbc7630bb695fd1fa
io.github.etspaceman	kinesis4cats-smithy4s-client-fs2_sjs1_3	0.0.3		ad8718eea2b7bd6b455fb66a549d8f44a77bcb0a
io.github.ilpanda.teemo	teemo-java-base	1.0.0		575834bb683f83b17e6e42dd75311f92a98e6cc2
io.github.ilpanda.teemo	teemo-java-base	1.0.1		2ea93bd06ca65c54015e8419b4a707ae31585d58
io.github.ilpanda.teemo	teemo-java-base	1.0.2		25a9859b90dcb17604e614f36cd8bdbccb0e6a6c
io.github.ilpanda.teemo	teemo-java-base	1.0.3		e85a35475fb1a2dfcf8f8eca558befd4ce42e7d0
io.github.interestinglab.waterdrop	plugin-spark-transform-json	2.0.2		eb56fe895d3ba875fc3f559e2f3af6cc8b8c6ab8
io.github.kyay10	prettify-kotlin-annotation-jvm	1.0		3721808211c6fea1ee230781a72fb00600dc112a
io.github.martinjelinek	golemiokotlin-android	0.1.0		N/A
io.github.mavenreposs	royalcms-component-bean	0.0.1		6797dab0cddb12a4ae7e197e07f6a91de1bd98a1
io.github.mavenreposs	royalcms-component-bean	0.0.2		0a3698029b0d5de9331ade21b9f2130758862ec4
io.github.mflisar.lumberjack	extension-composeviewer	7.0.0		2a48fb99c93492a46bd175c40fc2ac44b16058f5
io.github.mflisar.lumberjack	extension-composeviewer	7.0.0-test05		2a48fb99c93492a46bd175c40fc2ac44b16058f5
