app.tulz	laminext-util_sjs1_2.13	0.1.0		54200e4c28873dc32e68ff0a58deb9ab07fb88e8
de.cketti.unicode	kotlin-codepoints-native	0.1.0		N/A
de.codecamp.vaadin	vaadin-base-annotations	5.0.0		6d79821d16b7d331cdea74574aa1dad9baf15c39
de.codecamp.vaadin	vaadin-base-annotations	5.1.0		d25f80449dd16400666d64bfc0f826b1518d3daf
dev.forkhandles	ropes4k	2.20.0.0		67544a340975d3f99ee8ccf1f10ae65afee4c067
dev.forkhandles	ropes4k	2.22.0.0		3a4e01cb29590abb231bab728c2cc378a00e9d75
dev.forkhandles	ropes4k	2.22.1.0		13175c1a8617a27c5ef0113827ded64b73dbc5f8
dev.forkhandles	ropes4k	2.22.2.0		a0fbb93d08e14e72059df98fdb6ff762b703a522
dev.forkhandles	ropes4k	2.22.2.1		88bc20b54badce49ccdd999ea68235f460f424fe
dev.forkhandles	ropes4k	2.22.3.0		e85eb0135a0e0fd80622d8deb14bc0fdf40a3dcd
dev.inmo	micro_utils.android.recyclerview-wasm-js	0.25.5		N/A
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.10.0		2804e9f0168f6e7ef2566469eed584d4f2da04fc
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.10.2		4951db1a82953600bb334e5dcd09163cb328158f
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.10.3		c57e6ecba6e32498d8a6593c093e210497474e8c
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.11.0		571db5637481d6448833c38e91a992cecfdf5a1e
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.11.1		4021154c2090c571f4407a82c7d0cb6ff8458134
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.11.2		d5d5b3aef5c336662273b5bb44e9f70120e0810a
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.11.3		a9eb0310239c67eadc0753183755f1f3585f5713
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.11.4		c81b52e4a5345dc6e434e74248f3c4d9708bff88
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.11.5		6c8c250d751d8f91bd7b3420091b164e3b329059
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.12.0		f61e6b7fe1e4d15e7e7c3bcf93817ebeeceb3a01
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.12.1		9ca2dfe56d1dd850eb18d1829c9859796cbb5fde
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.12.2		eeb1389f7ae8a630f3c77bd208a8158d976790fe
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.12.3		5fe02cfc6f5a93bafdc4eb5df51180dcc6959dea
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.13.0		fc988c284e27fdacda72319b8d0d8af47f9cf6a9
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.13.1		cd5d15caff9eae658a1e29b418bef4eab8713d62
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.13.2		b7ccd28dbe7238d1588b4006594a16c72873dd1e
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.13.3		1f78e04458cfa23fbe5fe3de5bbadfa0018b40e5
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.14.0		2160c6afac570115ef2e338cf3cf7e7a301f3ea6
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.14.1		6e7c2e1c250bc385747c63d95a3204007bbc9242
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.14.2		b4248949a8192af060ca8f52bff253b796de737d
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.14.3		bb7f27047339946cd01a16fffd8bd097a80c4a26
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.14.4		0029ce44c75023723febd3bc1ef9a410dde62c64
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.15.0		956c220b63b6c7768f9e9169a4677bfede55d711
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.15.1		cf28906b636778cd244edfaa190348d45d60d955
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.15.2		c6240d263b065140ab2d5a709e13cdff3245eec2
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.15.3		f1bf531c555e58fc8cec621a5ec1be3531c9febb
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.16.0		ab8c0ddf90b439e28702364612bb1c63e705b08d
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.16.1		95197d2bf15671a4ed77a450ce3f13e3c5e98ed8
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.16.2		44eb91ff640a95953c1aafb62791d1026799eec2
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.16.3		47ecd04d69e091d8bf9567de3eee07cd0f2aa1a3
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.3.0		1741de9f2920d6ae1317d399d44abd8234272758
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.4.0		fb45286010c9fbc303d3d0fb301e0ffac4b892a9
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.5.0		bc31138fd5fd5e1206d7858a9697caa63c4682f4
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.6.0		756954e483107a50e51977dc829f8b5ce86de79b
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.7.0		3f9e4cd37edf59175d693bf9cbe84464fb31e01f
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.7.1		f28a180692e277fa8acff1bbcadb71d12ce37332
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.9.0		04f4bf0d62c55b1c41b44dffc5f8e79cfeec837b
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.9.1		4207595649549068840905f9d772791c7231e5d8
es.prodevelop	es.prodevelop.pui9.elasticsearch.impl	1.9.2		3c53a249767be1cc813b6469256cd2d77c0a30a6
eu.timepit	crjdt-core_2.11	0.0.3		d95ca54412f080bf7d1f166d8b5cba6e141e2963
eu.timepit	crjdt-core_2.11	0.0.4		8621fed5da1db711a6683a00800b2d0e8d964ce8
eu.timepit	crjdt-core_2.11	0.0.5		98f81b61861c677ffa66658a36198ebf204f2dd5
eu.timepit	crjdt-core_2.11	0.0.6		109277a3cfb36a60e62d605c95a3ca821cf61707
eu.timepit	crjdt-core_2.11	0.0.7		672f5b10ee9b51990d69e1aaa5777217f71c7d4e
fr.velossity.osgi	ServiceAPI4WBStep4	1.0.10		5e0446c83d7e9d516d9b2d68a37f5d4e246675fd
fr.velossity.osgi	ServiceAPI4WBStep4	1.0.11		7eb3f3dfc9c82bc0340a87453c35530fb4855d4c
fr.velossity.osgi	ServiceAPI4WBStep4	1.0.12		251d41808621533175e5cde6d4131ea0941ac6fe
fr.velossity.osgi	ServiceAPI4WBStep4	1.0.14		05a5136e521fa1f4f9a77378f5257260a0c84cad
fr.velossity.osgi	ServiceAPI4WBStep4	1.0.8		21cea3b4cac97e1ba8cc5012ca6ab9da71b39ef1
fr.velossity.osgi	ServiceAPI4WBStep4	1.0.9		a8923ec14ed8e40dc85575a7020b983778792dfe
io.chrisdavenport	fuuid-circe_2.12	0.1.0		639bb0f6459506bab1bef07069ebf03fc24ace84
io.chrisdavenport	fuuid-circe_2.12	0.1.0-RC1		5ba0bdc7509d7bbbe6deff348a3a36b475c9ad4a
io.chrisdavenport	fuuid-circe_2.12	0.1.0-RC2		acbbe302ee0ed2b0a3073a334c6903c138c44690
io.chrisdavenport	fuuid-circe_2.12	0.1.1		8bc8888472e045305fd0de02337e327b8ee12110
io.chrisdavenport	fuuid-circe_2.12	0.1.2		64334a5048477abd5c349c97e7505f7f33e32b69
io.chrisdavenport	fuuid-circe_2.12	0.2.0		ce5a7b44771bee3bdf1fc71d090e8aae6465a2bf
io.chrisdavenport	fuuid-circe_2.12	0.2.0-M1		c625a144808744a966194751bd67063256972331
io.chrisdavenport	fuuid-circe_2.12	0.2.0-M2		a79f9db46e6ce397ad58ded4d332e8030aaf0184
io.chrisdavenport	fuuid-circe_2.12	0.2.0-M3		8cb96b03c15f8bb18958d939f8bc10c7f518de2c
io.chrisdavenport	fuuid-circe_2.12	0.2.0-M4		c62f8b1f489c0725fce6d6bf15c2ad44ced78c51
io.chrisdavenport	fuuid-circe_2.12	0.2.0-M5		89e762d8baecf199e3a3ad3cc7561203f4e75023
io.chrisdavenport	fuuid-circe_2.12	0.2.0-M6		f56f954f7392abeda6ff3327752fce5766d40d0e
io.chrisdavenport	fuuid-circe_2.12	0.2.0-M7		af0ff738cef89013e77ddb7aab3f1386e7d07b74
io.chrisdavenport	fuuid-circe_2.12	0.2.0-M8		db3281eae90ea42270d29caa69ce762c494b343b
io.chrisdavenport	fuuid-circe_2.12	0.2.0-RC1		2feb3202623e17a4028b27b0de2a58a5182548d6
io.chrisdavenport	fuuid-circe_2.12	0.2.0-RC2		4f531cdad344bc7a716fe6dd886e3811a01f1d07
io.chrisdavenport	fuuid-circe_2.12	0.3.0		fec73cd08272b20f54aa59c2b08001fbb8ac5ce6
io.chrisdavenport	fuuid-circe_2.12	0.3.0-M1		a5961bcdebadf37ca488b7708ca96d6fa10f8e75
io.chrisdavenport	fuuid-circe_2.12	0.3.0-M2		f1e5ea92d6ee5d1b74109582d059600a875d9f5c
io.chrisdavenport	fuuid-circe_2.12	0.3.0-M3		068cca990c07ac553f6c312e5d01ae5b2bb46e79
io.chrisdavenport	fuuid-circe_2.12	0.3.0-M4		51d9ad2de3c4094d58d25b66e467aa57e47e07dd
io.chrisdavenport	fuuid-circe_2.12	0.3.0-M5		6980283b103c31016ae045ab41109d5651221285
io.chrisdavenport	fuuid-circe_2.12	0.3.0-RC1		969966930764dbd360f877236c9f34d8768b36e6
io.chrisdavenport	fuuid-circe_2.12	0.3.0-RC2		4bca29d09103af700b3796d9c9373564082e825a
io.chrisdavenport	fuuid-circe_2.12	0.4.0		05aa8fa0868eb3c292b3ccf6a197cc4350ed1c4d
io.chrisdavenport	fuuid-circe_2.12	0.5.0		f1a548df05e9a3cd2ee4faef9d36e0a8e6288294
io.chrisdavenport	fuuid-circe_2.12	0.5.0-M1		fcbaf37a45040ed877d9e56570b0665900b24ae4
io.chrisdavenport	fuuid-circe_2.12	0.6.0		93e43ee25172b5bcf068ae8c61c24dba11cdfaed
io.chrisdavenport	fuuid-circe_2.12	0.6.1		ecdee23ffb2194451ef86dca7f920ee903ecf1c9
io.chrisdavenport	fuuid-circe_2.12	0.7.0		b569e75aecaae659ddaaaff7c45dc53ebaddfba6
io.chrisdavenport	fuuid-circe_2.12	0.7.0-M1		9fb8775d71c1aec912e4dc9668773e5e40c62cd0
io.chrisdavenport	fuuid-circe_2.12	0.8.0-M1		fadfac6c3346f4b834cf29a43ab0676476a24686
io.chrisdavenport	fuuid-circe_2.12	0.8.0-M2		dbc05622fa01d025386c168b10d5869b8f317b87
io.fabric8.funktion.connector	connectors	1.1.20		N/A
io.fabric8.funktion.connector	connectors	1.1.21		N/A
io.fabric8.funktion.connector	connectors	1.1.22		N/A
io.fabric8.funktion.connector	connectors	1.1.23		N/A
io.fabric8.funktion.connector	connectors	1.1.24		N/A
io.fabric8.funktion.connector	connectors	1.1.27		N/A
io.fabric8.funktion.connector	connectors	1.1.28		N/A
io.fabric8.funktion.connector	connectors	1.1.29		N/A
io.fabric8.funktion.connector	connectors	1.1.30		N/A
io.fabric8.funktion.connector	connectors	1.1.31		N/A
io.fabric8.funktion.connector	connectors	1.1.36		N/A
io.fabric8.funktion.connector	connectors	1.1.37		N/A
io.fabric8.funktion.connector	connectors	1.1.39		N/A
io.fabric8.funktion.connector	connectors	1.1.41		N/A
io.fabric8.funktion.connector	connectors	1.1.42		N/A
io.fabric8.funktion.connector	connectors	1.1.44		N/A
io.fabric8.funktion.connector	connectors	1.1.53		N/A
io.fabric8.funktion.connector	connectors	1.1.55		N/A
io.fabric8.funktion.connector	connectors	1.1.9		N/A
io.gitee.chming7	data-converter-fst	1.0.0		cccda7e8e5f387ccef46f776796f480116be05d6
io.gitee.chming7	data-converter-fst	1.0.1		1e26299df45f3d4a35e17c4b6acd1b2fa418b8c1
io.gitee.chming7	data-converter-fst	1.0.10		a8570a7b97feb5050b47673d210d6bbf62d6bc4a
io.gitee.chming7	data-converter-fst	1.0.11		8010d30915aad9089be61f83d005414c4aaf32ad
io.gitee.chming7	data-converter-fst	1.0.12		c418a79b7f553596333564d32bdb21734cd2ab62
io.gitee.chming7	data-converter-fst	1.0.13		8818b4557679c0660b57b42ec324ad2284cae779
io.gitee.chming7	data-converter-fst	1.0.14		6c97830bf8f7779db594be35ad1ad444ec8bbe78
io.gitee.chming7	data-converter-fst	1.0.15		48489053c40b55742fd4053eae5804a69cab4652
io.gitee.chming7	data-converter-fst	1.0.16		89f68705b5d58334a3426c3416d21ff7208eeb75
io.gitee.chming7	data-converter-fst	1.0.17		351d655fd7060c1982d9463f668a46e4a116963a
io.gitee.chming7	data-converter-fst	1.0.18		b1508b790acfc69b8794f81954b61f9356d327d8
io.gitee.chming7	data-converter-fst	1.0.2		99910c721dd0b6fa80420147c01f18bcfb0b7b97
io.gitee.chming7	data-converter-fst	1.0.3		ff5ad529bdc81f08620f2265004fb4d271fc9e21
io.gitee.chming7	data-converter-fst	1.0.4		d563407681eea46f2fe5a9f9316ef649653d92a8
io.gitee.chming7	data-converter-fst	1.0.5		48eee663f40c6bcf80f83c140b6197f0db024ab5
io.gitee.chming7	data-converter-fst	1.0.6		4dcd9035134a5a79fa479c148d3cd3228b541918
io.gitee.chming7	data-converter-fst	1.0.7		0932dc0033e408f512054de5cd9ff8108ed164cb
io.gitee.chming7	data-converter-fst	1.0.8		6ccc729db0c064d862bf698bc576b318a338e51c
io.gitee.chming7	data-converter-fst	1.0.9		154465bd18ed540c0189297b58d6be63bce806dc
io.github.Strive357	catapi-client-sdk	0.0.2		9a5724ab078076ea172ea14eeca138b7600678d3
io.github.Strive357	catapi-client-sdk	0.0.3		642fc078d9ac7186ed191b35b9276568759d8b02
io.github.Strive357	catapi-client-sdk	0.0.4		a0e51400791d162d53eb10b01c91e1fcaed0cec0
io.github.helium-cloud	helium-framework	1.0.0-release		a15692764c8343e0db7bc06851971ba75888d4f8
io.github.lubase	core	0.9.0		c0d1586106d913bd0594a9121c00036dd4c8a36f
io.github.starmoon1617	starmie-generator-core	0.0.1		ae381530c612fd6f82dee413ed09b644c638a71b
io.github.starmoon1617	starmie-generator-core	0.0.2		30aaac7b0246c2dac49a14a61a6318bcbb8efaeb
io.github.starmoon1617	starmie-generator-core	0.0.3		23f1eb5e70b8eb0b100b12bddd125c85d0d42b65
io.github.starmoon1617	starmie-generator-core	0.0.4		a1d3fa0bd8bbc3c1157a8ad5996711b708d1ef76
io.github.vigoo	zio-aws-controltower_3	4.17.280.4		b3928081164f627b89a2719c45eba30611bd1571
io.github.yogboot	deploy-api	1.0.1		0ee3acd241d34e48d9950e7f79be3e3fe02a2935
io.github.yogboot	deploy-api	1.0.2		4ee25a94add40d4f0e8cb9c44d7da014eb782f86
io.github.yogboot	deploy-api	1.0.3		5754174434f463682d43ed8891c0973daca8b481
io.janstenpickle	trace4cats-meta_2.13	0.0.0+1-7a9df181		5c2ba3ee1bdcad0fddfd4c67c379f7ed213b18f1
io.janstenpickle	trace4cats-meta_2.13	0.10.0		c693dccd1d0c7602d5ec0612907668d398ae5324
io.janstenpickle	trace4cats-meta_2.13	0.10.0+1-3f1d2c52		9656ed24723e414942a578c4ca2cb706b2d3b463
io.janstenpickle	trace4cats-meta_2.13	0.10.0+10-653d3274		bc74e0db165132e9fe8d6b0c54a46d62bb041c3f
io.janstenpickle	trace4cats-meta_2.13	0.10.0+14-805c2bd1		9b894c8bc857b44444b71d6a74a29bf84c1b5a01
io.janstenpickle	trace4cats-meta_2.13	0.10.0+16-0db5d26e		e91c5860f29bf5ca946919d4bbc4d4b78258c67c
io.janstenpickle	trace4cats-meta_2.13	0.10.0+18-d13b28ec		d870025c2af925d671c07d28ee8cec5cff412ef1
io.janstenpickle	trace4cats-meta_2.13	0.10.0+20-fa514d80		3111edb7ec0b1d88e02845fbfe061843c789aa2e
io.janstenpickle	trace4cats-meta_2.13	0.10.0+22-95c7020c		458353822346cc2a8e15b626f263f591987b0559
io.janstenpickle	trace4cats-meta_2.13	0.10.0+23-42f59057		116e55f97d7081688ebb6991a2e44b5248cd0c1b
io.janstenpickle	trace4cats-meta_2.13	0.10.0+3-d01f175d		d1e3e8ea3d83b0382ff81eb666ca70bdfafc19d4
io.janstenpickle	trace4cats-meta_2.13	0.10.0+8-ee0fd53c		d752bf1d85b4b61892b7a55d994145d5de4ab377
io.janstenpickle	trace4cats-meta_2.13	0.10.1		a450d701b31e2964954c9f6fb6040f037fa7e346
io.janstenpickle	trace4cats-meta_2.13	0.10.1+101-a3f5d661		d2429eceb141b4545b9556eb5148a68b42e7475a
io.janstenpickle	trace4cats-meta_2.13	0.10.1+107-a33acc5b		c60aab369b96946d67eba128e5cbc1c6af3bec49
io.janstenpickle	trace4cats-meta_2.13	0.10.1+110-22ef803b		53ce486f752b831aabbfb030c409d1ba14cb891c
io.janstenpickle	trace4cats-meta_2.13	0.10.1+114-e293f4ff		a8e883dbf95fd192ab9d1f3993f5be6174e5a7b1
io.janstenpickle	trace4cats-meta_2.13	0.10.1+116-447ea1ed		498eaaf5c7c03a8b7305af273a50ae201a16ad0d
io.janstenpickle	trace4cats-meta_2.13	0.10.1+118-e2d5332f		0b24aaa5e422f881e2a7d50b8132fefa1c769578
io.janstenpickle	trace4cats-meta_2.13	0.10.1+12-b896ec8e		078aa1965f752420fda77fd1515309b0c9286b1e
io.janstenpickle	trace4cats-meta_2.13	0.10.1+120-2d990a81		697a457ea8636a060c0cbb700d24e15d430d0dad
io.janstenpickle	trace4cats-meta_2.13	0.10.1+122-e0518758		123375d5cbd01b87bba1190474bd3773e5caa574
io.janstenpickle	trace4cats-meta_2.13	0.10.1+126-38d1e9a4		4a483b758c874fe4223405c973a46c2e792aa851
io.janstenpickle	trace4cats-meta_2.13	0.10.1+132-7116a4a3		699a4e3826ae230680e80707a3bb6331d22365b2
io.janstenpickle	trace4cats-meta_2.13	0.10.1+133-e720a24d		fa9cd8133cf5b2729a189a139477a410a034758a
io.janstenpickle	trace4cats-meta_2.13	0.10.1+134-fd264fc8		ad33b2108113bb5bf610065664cc363a3cda6df0
io.janstenpickle	trace4cats-meta_2.13	0.10.1+136-caf318e4		35e891dc413a43916ac7dbcd2132f12d4478a997
io.janstenpickle	trace4cats-meta_2.13	0.10.1+138-1fb11d87		e1dc984362107c171a0d668ed59d048260cab775
io.janstenpickle	trace4cats-meta_2.13	0.10.1+14-55694849		1d167cb92e5c7a0bafdf7b34384ce50ea3e35879
io.janstenpickle	trace4cats-meta_2.13	0.10.1+19-06bc6c85		f1312e2f303d5441e00928a595cc3d1299ed0eaf
io.janstenpickle	trace4cats-meta_2.13	0.10.1+2-1f4d95e3		15300f5c9eb23e0d36c71e9932c64eff32c61f27
io.janstenpickle	trace4cats-meta_2.13	0.10.1+23-7d2d2e54		1a15d2a87386199dbcf058fd56cb2e31f511ae4e
io.janstenpickle	trace4cats-meta_2.13	0.10.1+25-4568de1c		4101131db106201b323d10b6a3504a2f3b7303b4
io.janstenpickle	trace4cats-meta_2.13	0.10.1+27-dbccb29c		73049b5ee551630d68131f0dca46e22525b6bee7
io.janstenpickle	trace4cats-meta_2.13	0.10.1+29-2bf77144		779b0660bfbae271561bbb0cc241a91702cb5b08
io.janstenpickle	trace4cats-meta_2.13	0.10.1+31-871b7f1e		96d2092dff2623f23d83428ddbb21892706debe8
io.janstenpickle	trace4cats-meta_2.13	0.10.1+32-1a5bb66b		f77cc354e075e04ecdcf65ab0f1d19978df55754
io.janstenpickle	trace4cats-meta_2.13	0.10.1+34-61a70c85		43847fdcd10c751b3b3b31f72ecb51281ff419dc
io.janstenpickle	trace4cats-meta_2.13	0.10.1+36-ea0b8523		6e0a27202ff34f323d5622bb528dc3f11c044812
io.janstenpickle	trace4cats-meta_2.13	0.10.1+38-d0a4e8cd		f82508fe77cec0d4c830975edacd5afb9b61d6cd
io.janstenpickle	trace4cats-meta_2.13	0.10.1+4-13fcb2cb		cbd8ae6193537d602e481e4519e60f39371e8255
io.janstenpickle	trace4cats-meta_2.13	0.10.1+40-cd5c5e27		ab0951d1277cdaab4ed4f2f51c37b0e9c8f86d5d
io.janstenpickle	trace4cats-meta_2.13	0.10.1+42-33038cb3		b60d70d2309f50e6e4b84e3de14b1713b5a77068
io.janstenpickle	trace4cats-meta_2.13	0.10.1+45-1e1112d5		ecf7b602f0e34323145231168b2cb26206e0003b
io.janstenpickle	trace4cats-meta_2.13	0.10.1+47-49a7b7b5		54740d2ee8d35bf5f2c462666f260b76d1d9bcbe
io.janstenpickle	trace4cats-meta_2.13	0.10.1+49-aff7b7b8		00c07fbfc3343a9fa56296f336cc0b4e328441c2
io.janstenpickle	trace4cats-meta_2.13	0.10.1+50-3de3b4de		c8028bd9560215839f99eb7b712a7c487cd62252
io.janstenpickle	trace4cats-meta_2.13	0.10.1+52-00303923		48aa2e108a60fcb157128ae14e2c2f5f049333a6
io.janstenpickle	trace4cats-meta_2.13	0.10.1+54-5b03c67e		c43c172ae3452a0ea997f4c392e5d2406dc57263
io.janstenpickle	trace4cats-meta_2.13	0.10.1+56-57c0868e		43af7548ddf61a631ec9a8921add27134255989d
io.janstenpickle	trace4cats-meta_2.13	0.10.1+58-7d9a813e		3d5746fdec7179dbfde8832df411081bc6e4e02a
io.janstenpickle	trace4cats-meta_2.13	0.10.1+61-97dc1216		d42b23eb1ffecd011f6a09f5935b4713dfcf75bb
io.janstenpickle	trace4cats-meta_2.13	0.10.1+63-ed6b7230		623ce2fb4971d085ea918c64187b721b61bdbf0b
io.janstenpickle	trace4cats-meta_2.13	0.10.1+65-2474740a		b46bc97f6c6c55bdf8f7f2b62f9b53bf5003ae40
io.janstenpickle	trace4cats-meta_2.13	0.10.1+67-47c00a3b		4f7cf6937f2c176f3e974a0f5daf997e8ce8a07d
io.janstenpickle	trace4cats-meta_2.13	0.10.1+69-76dd49b8		257a27b36b29b03e5cfe552559674e8ca53e515d
io.janstenpickle	trace4cats-meta_2.13	0.10.1+71-a57fa933		f34ecf1439042d906239d8a6c1a0b2b104f2abda
io.janstenpickle	trace4cats-meta_2.13	0.10.1+75-3b48d622		ae2ec0e8ed135af177f31ff852794bf454ef1024
io.janstenpickle	trace4cats-meta_2.13	0.10.1+77-f6db83c2		ff836ee6e3346113be3818dccd4ac34b84b4b0d6
io.janstenpickle	trace4cats-meta_2.13	0.10.1+79-5e549eff		355ca62bc653269f9b0a3f651c89387e271a4ab7
io.janstenpickle	trace4cats-meta_2.13	0.10.1+8-41dd19ce		204fdd4e9ab5db8c441591ef8eb7b58ab27138aa
io.janstenpickle	trace4cats-meta_2.13	0.10.1+81-94fa5817		4840339bdf507e90f092768fb89acb8d097e3a2a
io.janstenpickle	trace4cats-meta_2.13	0.10.1+83-b026f7bf		5f754c8ff98fa11f5b3598e39ea5d5756cf69f7f
io.janstenpickle	trace4cats-meta_2.13	0.10.1+85-94ce71d2		cb543648a28c7fd0cbbf895de69e8c5cc1db9e1a
io.janstenpickle	trace4cats-meta_2.13	0.10.1+86-da0bcdf0		27aab83b324253d5c6679bd1180814e36e2cabfa
io.janstenpickle	trace4cats-meta_2.13	0.10.1+88-895adf24		97b5b257678778bd461d94e155cb07d590c1c0af
io.janstenpickle	trace4cats-meta_2.13	0.10.1+90-cd417bb3		38b20536dc0e53d228aa7875150cc40e755f1e74
io.janstenpickle	trace4cats-meta_2.13	0.10.1+92-6add905f		d92c691db0b22862fbf9deed8b1be050429ef45d
io.janstenpickle	trace4cats-meta_2.13	0.10.1+94-78a47e5e		504d1fd7d141cb9b40de1e5ad1c77d201a085fc4
io.janstenpickle	trace4cats-meta_2.13	0.10.1+96-506a5de4		c85cd06a5a674b9bea8aa6e6af5ce33d51739a97
io.janstenpickle	trace4cats-meta_2.13	0.10.1+99-e293587b		bb3880f0b504fbf4ec292292f57689f8d5d4329d
io.janstenpickle	trace4cats-meta_2.13	0.11.0		ebddb043f1c8f8a6aa9b703c63d41f66d5a5980e
io.janstenpickle	trace4cats-meta_2.13	0.11.0+79-d21ea0df		b21e0a1cbed6f6692f6c9b8db70459f16db8a7b1
io.janstenpickle	trace4cats-meta_2.13	0.11.0+80-21dd59d7		32f9b3a7fc2b5565f86abfabe4bf0fc2d36ea232
io.janstenpickle	trace4cats-meta_2.13	0.11.1		f8ef9ba8f165a350fd3400ed97d964ef07251658
io.janstenpickle	trace4cats-meta_2.13	0.12.0		e6ca364f01db8d8277f7143c7ad103a90e187cdd
io.janstenpickle	trace4cats-meta_2.13	0.12.0+111-8d6ea03c		ca6bafc8cfe8c5bb04558594ba2d32ff04a1f352
io.janstenpickle	trace4cats-meta_2.13	0.12.0+65-90737804		c324bb47e049793e3ae81f262d8352b189b67360
io.janstenpickle	trace4cats-meta_2.13	0.12.0-RC1		89ca1bc5829ff832e1ffc4f54dff989f9f181636
io.janstenpickle	trace4cats-meta_2.13	0.12.0-RC1+10-1acfba3a		b3b003764dfd01d32545ce40040d0cd981615871
io.janstenpickle	trace4cats-meta_2.13	0.12.0-RC1+104-bbf8a8bd		b5318af20bcb4d34019be6a239ebbdf0279b0129
io.janstenpickle	trace4cats-meta_2.13	0.12.0-RC1+12-57ed71f7		8afaa816b2bdc0b7667b937e989a5aef4ff84237
io.janstenpickle	trace4cats-meta_2.13	0.12.0-RC1+125-f68e01bd		29e17b18f6ef7244a7ffc814760de5ebe2060b50
io.janstenpickle	trace4cats-meta_2.13	0.12.0-RC1+128-9e36e321		ba56f38571db0f4a9f4fa03e54cb9520aef85863
io.janstenpickle	trace4cats-meta_2.13	0.12.0-RC1+14-556dcbc9		fc2f9bf2ff75c8301f9e2fb8ebafc8982e474716
io.janstenpickle	trace4cats-meta_2.13	0.12.0-RC1+144-2e5fe5eb		f43dcee8bf13b2812e90ad9cdde9bac3d6f4f55e
io.janstenpickle	trace4cats-meta_2.13	0.12.0-RC1+146-d193db1e		398d21c3c1315efe9a0ebc87f901e138eb559b71
io.janstenpickle	trace4cats-meta_2.13	0.12.0-RC1+148-ffc89c33		e3399deec5ffb814658bcd5923e5d5050f2739a0
io.janstenpickle	trace4cats-meta_2.13	0.12.0-RC1+150-44d78e6d		9d4ad7f9c74cca6eb2bb5becefff519f811ddf9d
io.janstenpickle	trace4cats-meta_2.13	0.12.0-RC1+152-e3a578e1		a34245763a4afe388ffe75e57974c76c60443f96
io.janstenpickle	trace4cats-meta_2.13	0.12.0-RC1+156-7ea07b63		3cb3d974aa91f563317c5ee58d5e62dd3e9264a6
io.janstenpickle	trace4cats-meta_2.13	0.12.0-RC1+159-1f006820		f2443fc0ed6918b004da9e2684fc5d3791c8ec92
io.janstenpickle	trace4cats-meta_2.13	0.12.0-RC1+16-4a628e17		4ea097766d7d7fbc3b315e17949157147ea2cb21
io.janstenpickle	trace4cats-meta_2.13	0.12.0-RC1+162-70070fb2		0303091ac02c277fcaa6812203ec0107a00300dc
io.janstenpickle	trace4cats-meta_2.13	0.12.0-RC1+18-85264314		39527dabf3b5756b76fde7cb95765e3db9f9cd31
io.janstenpickle	trace4cats-meta_2.13	0.12.0-RC1+187-ac987cd2		701cb944b7d1c63940683ec0e20916eb8b7731aa
io.janstenpickle	trace4cats-meta_2.13	0.12.0-RC1+188-05746b3c		96fed85f303ac0f01927fcc6745f19d78d6c1174
io.janstenpickle	trace4cats-meta_2.13	0.12.0-RC1+191-347e4fc7		5c65184b541036730efe62a1765ebdd71933dda3
