br.com.bluesoft.guardian	guardian-faker	1.8		b935911d0ef1d9e0f1884a3018a1a717a1f6777c
com.flowlogix.depchain	unit-test	56		ebd265c00197696429f7e19e0fa04d4b5e6061ac
com.flowlogix.depchain	unit-test	6		N/A
com.flowlogix.depchain	unit-test	7		N/A
com.flowlogix.depchain	unit-test	8		N/A
com.flowlogix.depchain	unit-test	9		N/A
com.github.cb372	alleycats-retry_2.11	1.0.0		b384fdec102831114b32237e8ad60119528a484e
com.github.cb372	alleycats-retry_2.11	1.1.0		4e5af764538791b1cd8190b2f8c0ae81eb601d58
com.github.cb372	alleycats-retry_2.11	1.1.1		633abcce466563f31c8ede336a62ef9de630c2ec
com.github.clarkstore	os-parent	0.1.10		N/A
com.github.clarkstore	os-parent	0.1.11		N/A
com.github.clarkstore	os-parent	0.1.12		N/A
com.github.clarkstore	os-parent	0.1.4		N/A
com.github.clarkstore	os-parent	0.1.6		N/A
com.github.clarkstore	os-parent	0.1.7		N/A
com.github.clarkstore	os-parent	0.1.8		N/A
com.github.clarkstore	os-parent	0.1.9		N/A
com.github.clarkstore	os-parent	0.2.0		N/A
com.github.clarkstore	os-parent	0.2.1		N/A
com.github.clarkstore	os-parent	0.2.10		N/A
com.github.clarkstore	os-parent	0.2.11		N/A
com.github.clarkstore	os-parent	0.2.12		N/A
com.github.clarkstore	os-parent	0.2.13		N/A
com.github.clarkstore	os-parent	0.2.14		N/A
com.github.clarkstore	os-parent	0.2.15		N/A
com.github.clarkstore	os-parent	0.2.16		N/A
com.github.clarkstore	os-parent	0.2.2		N/A
com.github.clarkstore	os-parent	0.2.3		N/A
com.github.clarkstore	os-parent	0.2.4		N/A
com.github.clarkstore	os-parent	0.2.5		N/A
com.github.clarkstore	os-parent	0.2.6		N/A
com.github.clarkstore	os-parent	0.2.7		N/A
com.github.clarkstore	os-parent	0.2.8		N/A
com.github.clarkstore	os-parent	0.3.0		N/A
com.github.clarkstore	os-parent	0.3.1		N/A
com.github.clarkstore	os-parent	0.3.10		N/A
com.github.clarkstore	os-parent	0.3.11		N/A
com.github.clarkstore	os-parent	0.3.12		N/A
com.github.clarkstore	os-parent	0.3.13		N/A
com.github.clarkstore	os-parent	0.3.14		N/A
com.github.clarkstore	os-parent	0.3.15		N/A
com.github.clarkstore	os-parent	0.3.16		N/A
com.github.clarkstore	os-parent	0.3.17		N/A
com.github.clarkstore	os-parent	0.3.18		N/A
com.github.clarkstore	os-parent	0.3.19		N/A
com.github.clarkstore	os-parent	0.3.2		N/A
com.github.clarkstore	os-parent	0.3.20		N/A
com.github.clarkstore	os-parent	0.3.21		N/A
com.github.clarkstore	os-parent	0.3.24		N/A
com.github.clarkstore	os-parent	0.3.25		N/A
com.github.clarkstore	os-parent	0.3.27		N/A
com.github.clarkstore	os-parent	0.3.3		N/A
com.github.clarkstore	os-parent	0.3.4		N/A
com.github.clarkstore	os-parent	0.3.5		N/A
com.github.clarkstore	os-parent	0.3.6		N/A
com.github.clarkstore	os-parent	0.3.7		N/A
com.github.clarkstore	os-parent	0.3.8		N/A
com.github.clarkstore	os-parent	0.3.9		N/A
com.github.clarkstore	os-parent	0.4.0		N/A
com.github.clarkstore	os-parent	0.4.1		N/A
com.github.clarkstore	os-parent	0.4.10		N/A
com.github.clarkstore	os-parent	0.4.11		N/A
com.github.clarkstore	os-parent	0.4.12		N/A
com.github.clarkstore	os-parent	0.4.13		N/A
com.github.clarkstore	os-parent	0.4.15		N/A
com.github.clarkstore	os-parent	0.4.16		N/A
com.github.clarkstore	os-parent	0.4.17		N/A
com.github.clarkstore	os-parent	0.4.18		N/A
com.github.clarkstore	os-parent	0.4.19		N/A
com.github.clarkstore	os-parent	0.4.2		N/A
com.github.clarkstore	os-parent	0.4.3		N/A
com.github.clarkstore	os-parent	0.4.4		N/A
com.github.clarkstore	os-parent	0.4.5		N/A
com.github.clarkstore	os-parent	0.4.6		N/A
com.github.clarkstore	os-parent	0.4.7		N/A
com.github.clarkstore	os-parent	0.4.8		N/A
com.github.clarkstore	os-parent	0.4.9		N/A
com.github.clarkstore	os-parent	0.5.0		N/A
com.github.clarkstore	os-parent	0.5.1		N/A
com.github.clarkstore	os-parent	0.5.2		N/A
com.github.clarkstore	os-parent	0.5.3		N/A
com.github.clarkstore	os-parent	0.5.4		N/A
com.github.shijingsh	common-web	1.6.0		b5e3e14976c10b6d7ea2a37588934739584b973e
com.github.shijingsh	common-web	1.6.1		3d8483c9d50d94939371b7cb74493b514d3b174b
com.google.appengine	appengine-api-legacy	2.0.0		707691fea81f61a92b2a33ee03469eaeff762808
com.google.appengine	appengine-api-legacy	2.0.1		0be303b3053afcbebdb90380872dd94419de0ec2
com.google.appengine	appengine-api-legacy	2.0.10		7fcb15b36fd387e242d29753628a270b428a7949
com.google.appengine	appengine-api-legacy	2.0.11		81fe5b4ce17e9e949a5a8165bea65a4ae26be284
com.google.appengine	appengine-api-legacy	2.0.12		6f9b73785b30b3f04a996de9e15bed6b05817763
com.google.appengine	appengine-api-legacy	2.0.13		865274544af7ed24b20e3cfb9ae23190f052769b
com.google.appengine	appengine-api-legacy	2.0.14		0df2c81afd5fa6c02ccff537b419a87bbffc77fe
com.google.appengine	appengine-api-legacy	2.0.15		f0bfb826d30ae0449a0a042081e39bb7e8c2dd9a
com.google.appengine	appengine-api-legacy	2.0.16		a093f985620e7d8f5af6ba26a8b7b74bf2047c63
com.google.appengine	appengine-api-legacy	2.0.17		325895f1ce0a244c88463417f149cbdb7db45f52
com.google.appengine	appengine-api-legacy	2.0.19		599f0aff91c9d3f77a51034c713265ee3e6a46cd
com.google.appengine	appengine-api-legacy	2.0.2		f3000e616f45554f5043cd73cadfdd9aae5838a4
com.google.appengine	appengine-api-legacy	2.0.20		51f6c25dbfa7bcfe2c9a60914b02b202c6fdd4a6
com.google.appengine	appengine-api-legacy	2.0.21		087a34d01c4c1790bea483a6d3700a6925beb12e
com.google.appengine	appengine-api-legacy	2.0.22		9ce23924ec6197f6c5ea514b155f0f986978ddf5
com.google.appengine	appengine-api-legacy	2.0.23		61845f72e1b85737292919be1502a5688ec911d2
com.google.appengine	appengine-api-legacy	2.0.24		3a9581325f4cf4693b3f62c03743ef1438762bfd
com.google.appengine	appengine-api-legacy	2.0.25		b49346db8d72e1c4020d97d8c2227e86dc144251
com.google.appengine	appengine-api-legacy	2.0.26		8ea22fb93c3982225855d15678920a7b46d49937
com.google.appengine	appengine-api-legacy	2.0.27		1b00415679b613e597ce2a8a68c8ff14e3fb01d6
com.google.appengine	appengine-api-legacy	2.0.28		58984c3e4af73a3065a25dfb1f1cb3d7ec2ece09
com.google.appengine	appengine-api-legacy	2.0.29		48a34c90d8b3b6b16e792ab3138662ee9b1126a0
com.google.appengine	appengine-api-legacy	2.0.3		b09cab745f524882817f39ec1b99ef4f137642e2
com.google.appengine	appengine-api-legacy	2.0.30		91aa07cebebfcfcc5173fbb362042b1b9daa82a0
com.google.appengine	appengine-api-legacy	2.0.31		0f00b55782e7058152ae09f58957db3424688319
com.google.appengine	appengine-api-legacy	2.0.32		78f3672481fdc040ba495ae33704a8c20eb1a30c
com.google.appengine	appengine-api-legacy	2.0.33		478cc55e81e605319357c677848e9820bf5df1bd
com.google.appengine	appengine-api-legacy	2.0.34		50fedcd6178ff3587c3be09dfe475add71dd6d9c
com.google.appengine	appengine-api-legacy	2.0.35		c46a0516b9ae3f5bafe4fe4f0e16820dbc6aa403
com.google.appengine	appengine-api-legacy	2.0.36		139b39c60b2c8034089a5118fcd1c0a26cc4cd14
com.google.appengine	appengine-api-legacy	2.0.4		67ecaf2fa53ef7e0d5ae648c17fc444086dfb9d7
com.google.appengine	appengine-api-legacy	2.0.5		11008dc941475e8e95cde5c6d92830d6c147f096
com.google.appengine	appengine-api-legacy	2.0.6		89bbf1bc1f212d38c12a78b344622ad96e440cfa
com.google.appengine	appengine-api-legacy	2.0.7		42fa23bc3ff78413c423ff3aca4a18a3a3308336
com.google.appengine	appengine-api-legacy	2.0.8		69e36c99f47ed60d728051183d0eeb16009a622f
com.google.appengine	appengine-api-legacy	2.0.9		7087caa1eedbdb25f8bbca0f742fcb6f36acc647
com.google.closure	parent	1.0.0		N/A
com.google.closure	parent	1.1.0		N/A
com.google.closure	parent	1.2.0		N/A
com.googlecode.proxy4j	proxy4j-core	1.0.0		22b50b738c095d08079944cbe8bc139095fbdece
com.googlecode.proxy4j	proxy4j-core	1.1.0		1f9253872c4cff1a0658605c6b18e2d87b2efe89
com.hazelcast.jet.examples	hazelcast-jet-examples-spring	3.2		c0e5a267188fa7c9975d048e523f042f0c47d5ae
com.hazelcast.jet.examples	hazelcast-jet-examples-spring	3.2.1		032035997879a6971c99da18bc1d76e481b9e7b3
com.hazelcast.jet.examples	hazelcast-jet-examples-spring	3.2.2		bfc23f4524e30edfd274814ca04dc41a40a0d8dd
com.hazelcast.jet.examples	hazelcast-jet-examples-spring	4.0		fa905bf82989fabed979d37edd0c8a3000f8ed74
com.hazelcast.jet.examples	hazelcast-jet-examples-spring	4.1		4e4e099c15e4fb3ddd48028e285d1eaf90e94bb1
com.hazelcast.jet.examples	hazelcast-jet-examples-spring	4.1.1		3308597d38e9cff41d50c115c58f3a4648cbae7b
com.hazelcast.jet.examples	hazelcast-jet-examples-spring	4.2		61f2616bac501dbb4f15fc04b3428eff1ec0d5b4
com.hazelcast.jet.examples	hazelcast-jet-examples-spring	4.3		5d62db8b8856d51967d76e587d01d9dbbedcc0ac
com.hazelcast.jet.examples	hazelcast-jet-examples-spring	4.3.1		8300c7c621f03ae6c964061a43e8d4ea7a514433
com.hazelcast.jet.examples	hazelcast-jet-examples-spring	4.4		95b043ffa64de218543d20df9b39699ad37dd319
com.hazelcast.jet.examples	hazelcast-jet-examples-spring	4.5		fb9f636dd002169b838cf511be22b21a4feca570
com.hazelcast.jet.examples	hazelcast-jet-examples-spring	4.5.1		a8a65757e32b7ee81fdfb0256beda7ab92772d39
com.hazelcast.jet.examples	hazelcast-jet-examples-spring	4.5.2		77006c8cbabba7a27d6f04a9d1fe52750ac32574
com.hazelcast.jet.examples	hazelcast-jet-examples-spring	4.5.3		a1054115952dd033e30d1762ad5ff22acff8aa0e
com.hazelcast.jet.examples	hazelcast-jet-examples-spring	4.5.4		82fe5890bee6316880338ca85321a4d8e3585eaa
com.heimuheimu	mysql-jdbc	1.0		5b491486415bf8b9e992c22b5567928dbfbf4c2a
com.ing.baker	baker-http-client_2.13	3.6.2		68a0b7481adaad736666799deb9db90d9e2f807a
com.ing.baker	baker-http-client_2.13	3.6.3		6da91795699e13025bd036ab043a81c06430fa82
com.ing.baker	baker-http-client_2.13	4.1.0		f31435f7875843247b67bc7c8acaae0fbdd71e93
com.ing.baker	baker-http-client_2.13	4.1.0-RC3		194d2ede72075d9b6640d51242688374620aeba4
com.isotrol.impe3	impe3-idx-feedburner-api	2.9.192		af4a119f09f7b3e28366d1037aaf7b16a99e1ad8
com.isotrol.impe3	impe3-idx-feedburner-api	2.9.193		693023d1b6639977d1b035e3dabe022836a6b3d4
com.isotrol.impe3	impe3-idx-feedburner-api	2.9.194		7cd33025a822510952d096af2da30ae946f1f083
com.isotrol.impe3	impe3-idx-feedburner-api	2.9.195		7ffb153ce01ce211fa03a9f9027b7bfa1360da91
com.isotrol.impe3	impe3-idx-feedburner-api	3.0.0		7ff00b3b0901c6a33405688d57f0b2fe34683f0f
com.isotrol.impe3	impe3-idx-feedburner-api	3.0.3		558963e669a91b2abda05a3efe279972d28dbbce
com.isotrol.impe3	impe3-idx-feedburner-api	3.0.4		bdf5c6bca9bc4f3417dc7f55ce37d16eeb939ba9
com.isotrol.impe3	impe3-idx-feedburner-api	3.0.5		3a305b1b2104aeffa1f8bc3b702d5325dcda8830
com.isotrol.impe3	impe3-idx-feedburner-api	3.1.0		39db07f9d68db668bffef521870cd260479b9a3e
com.isotrol.impe3	impe3-idx-feedburner-api	3.1.1		f132c216fe9c2654bc1a62bf2169614c078e4a49
com.jmuscles	jmuscles-spring-datasource	1.0		e69fd04a5d8ceb18f3e1f26777bb8cf7921f3289
com.kotlinizer	injection	1.0.0		7c197e9c9f186d9cffc290e2cebd6799c9cce8ed
com.kotlinizer	injection	1.0.1		e999e9a8bee3a22aa395d22b6050c510b1bcf216
com.kotlinizer	injection	1.0.2		4aed869f499ed5264ce20a49efe2132abd46db26
com.kotlinizer	injection	1.0.3		b5b7ef43d3c6b938c55c7b3270b4054075fb4bd1
com.kotlinizer	injection	1.0.3	jar-with-dependencies	f5d38728b51ff30f3b3f30f3d05f74fc8f451d5a
com.kotlinizer	injection	1.0.4		e079e59da0e5a6d8a831a30b27aaecf1af21a7a9
com.kotlinizer	injection	1.0.4	jar-with-dependencies	9f80b621cecafb780f8cebb5359126799557937a
com.kount	sdk-integration-tests	7.3.8		fe284c827bda744b8debbac453d4dbb9bb620469
com.liferay	com.liferay.bookmarks.test.util	1.0.0		66a0b634234cfca62ffb0937b7ad1ea98ff651d5
com.liferay	com.liferay.bookmarks.test.util	1.0.1		741ea36f5d5057e986a5574bb8cf90bb7ba500e7
com.liferay	com.liferay.bookmarks.test.util	1.0.2		b585d07d079d8c839fa7f6e6c53aa820772e462d
com.liferay	com.liferay.bookmarks.test.util	1.0.3		61e662c5d8d278fbb8a404eb6131bb21593be442
com.liferay	com.liferay.bookmarks.test.util	1.0.4		a1912ed4c1e8ea2b80535459a2e907ff8c01b028
com.liferay	com.liferay.bookmarks.test.util	2.0.0		317a187fa5c317dcfa88a29175ca9c198a7f5e7c
com.liferay	com.liferay.bookmarks.test.util	2.0.1		b83a5fc349f1d37fd611fa341d3a735123ba2a3c
com.liferay	com.liferay.bookmarks.test.util	2.0.2		7c1c7ddb5232cfb741d26c01e05799b04d27fb0a
com.liferay	com.liferay.bookmarks.test.util	2.0.3		f4cabc4a71865d50bcbf58e1c337bcf4b01a6419
com.liferay	com.liferay.bookmarks.test.util	2.0.4		928e82812ef1090f2774d2e3b9358e6ae9c4078b
com.liferay	com.liferay.bookmarks.test.util	3.0.0		09a3678d1aec48dd471baf2315a4f751f3c740f5
com.liferay	com.liferay.bookmarks.test.util	3.0.1		37aadb6bdfb2860388bfccd244d64cf1a752103e
com.liferay	com.liferay.bookmarks.test.util	3.0.2		60669710a80621f5f6f38357314b1568abce69f4
com.liferay	com.liferay.bookmarks.test.util	3.0.3		91fa0db846f9d8abdd65172096caba784750ff7f
com.liferay	com.liferay.bookmarks.test.util	3.0.4		674c944ea32179fb37e1e1bccd1ea81ab49f8c79
com.liferay	com.liferay.bookmarks.test.util	3.0.5		5bc59331345fdb76d95e1bdf19b1aea29c6fa3cf
com.liferay	com.liferay.bookmarks.test.util	4.0.0		ef60b67ffd3a3dc2e7349b548c106beb9216f441
com.liferay	com.liferay.bookmarks.test.util	4.0.1		47916e36fe7f7e98dd93eef850cc3aeb3cbfbae9
com.liferay	com.liferay.bookmarks.test.util	4.0.10		b445f595d0c72af8f3107345d25e676f973dbe38
com.liferay	com.liferay.bookmarks.test.util	4.0.2		ef704718b26102a20fa52e87fbcc9948a06c273b
com.liferay	com.liferay.bookmarks.test.util	4.0.3		9e0e20b05c3bc0b3367488397240e3c96301fd15
com.liferay	com.liferay.bookmarks.test.util	4.0.4		089cd675ac1433ff51d7a65b251b15e7384f3400
com.liferay	com.liferay.bookmarks.test.util	4.0.5		be4452562bb6534babefde6bb59a174405db72b6
com.liferay	com.liferay.bookmarks.test.util	4.0.6		030d8bc9b9713b350212bf8fda6260f902a3f18b
com.liferay	com.liferay.bookmarks.test.util	4.0.7		2298870f8d94cdf3d1b699c3ee0eb4062466cfdf
com.liferay	com.liferay.bookmarks.test.util	4.0.8		0a517a42053efb14047dcd784b63389abb522d27
com.liferay	com.liferay.bookmarks.test.util	4.0.9		cd5631a4296d375850814a5b9724b0e4953927d1
com.liferay	com.liferay.bookmarks.test.util	5.0.0		cca633f9f56a9ff771157019aa838e67ef12c6c9
com.liferay	com.liferay.bookmarks.test.util	5.0.1		79ec68eafa433d1453c386db5d3a9676a5e8d9cf
com.liferay	com.liferay.bookmarks.test.util	5.0.2		ec7c99fc322b3b8a0cb7ab9dc6bedb5cd93717cb
com.liferay	com.liferay.bookmarks.test.util	5.0.3		68cb138571b4241b5b7916c7b933b3e1fef56b26
com.liferay	com.liferay.bookmarks.test.util	5.0.4		3848d1a61025921aace27764ccc983ebf354fbdc
com.liferay	com.liferay.bookmarks.test.util	5.0.5		825c8415ad3e80aef9b4816c5da0041c8cac23ab
com.lsnju.tp3	tp-domain-default	3.1.0		251d7e734a06a564487d55aed25e7ef8ecfff714
com.lsnju.tp3	tp-domain-default	3.1.1		d2f70a2a6e421a47f598dc75cd5dd1857d30f2fe
com.lsnju.tp3	tp-domain-default	3.1.10		fcc9c28b2f27736453c13dd9b9016f19caff9b2b
com.lsnju.tp3	tp-domain-default	3.1.11		488c8dde4671570631f44e3fac9935ce09ba7462
com.lsnju.tp3	tp-domain-default	3.1.2		6567bf5e19e0c78dc146ff81e72e8f06bc5353e3
com.lsnju.tp3	tp-domain-default	3.1.3		5a3242c9967f8f743ae1859248e154b290084f86
com.lsnju.tp3	tp-domain-default	3.1.4		603c81ea7998113530a83271a35a6bd3553ae36d
com.lsnju.tp3	tp-domain-default	3.1.5		2c03e6556cfb8f6fa3a0fe4b71857f06c5ed1754
com.lsnju.tp3	tp-domain-default	3.1.6		2e76b2d051693ccd7971fa4ad434eaa70f70d3d4
com.lsnju.tp3	tp-domain-default	3.1.7		71a6b72259192dfae0d3533785ec9c8db48929cc
com.lsnju.tp3	tp-domain-default	3.1.8		42d7b81424641186bd0c55d75a12df66725a9fa8
com.lsnju.tp3	tp-domain-default	3.1.9		068901975cb5ed1868d4dcfc08943135b4c728b5
com.luzi82.hakase	hakase-asyn	0.0.0		cc72feb9eeaf989984510fb1e381e4bba4aab922
com.ryinex.kotlin	compose-data-table-iosarm64	1.0.0		N/A
com.ryinex.kotlin	compose-data-table-iosarm64	1.0.0	metadata	9ed58466e9cf2a16b5390491a1462a7558ff1622
com.ryinex.kotlin	compose-data-table-iosarm64	1.0.1		N/A
com.ryinex.kotlin	compose-data-table-iosarm64	1.0.1	metadata	3158eeacdbf5bf220faac86d508c17858351d405
com.ryinex.kotlin	compose-data-table-iosarm64	1.0.2		N/A
com.ryinex.kotlin	compose-data-table-iosarm64	1.0.2	metadata	01ba61e4730a1009f97a00bfb7ab957addab31ec
com.ryinex.kotlin	compose-data-table-iosarm64	1.0.3		N/A
com.ryinex.kotlin	compose-data-table-iosarm64	1.0.3	metadata	a92d28c058cd54d43c7b3ef7f4fd2630aeba7324
com.ryinex.kotlin	compose-data-table-iosarm64	1.0.4		N/A
com.ryinex.kotlin	compose-data-table-iosarm64	1.0.4	metadata	761d3d1a9d3a571873ffe31f96f81f5920f600f9
com.ryinex.kotlin	compose-data-table-iosarm64	1.0.5		N/A
com.ryinex.kotlin	compose-data-table-iosarm64	1.0.5	metadata	8efbc1fc8ccfd1658b1db6e2f109cc5bde8e9ebe
com.safelayer.test.rap	server	1.0.3		aeee1a9b1081c947dfce893be1f858b87662ac74
com.shazam.tocker	tocker-core	0.0.10		b63c3e697724b15bccf537947970f8e422cb7f4a
com.shazam.tocker	tocker-core	0.0.9		c90b0ca87e845b4f6bb69863574876e732396c34
com.softwaremill.sttp.tapir	tapir-zio_native0.5_3	1.11.10		67edad60544be5217ce803f03fb3a763f09c76f0
com.softwaremill.sttp.tapir	tapir-zio_native0.5_3	1.11.11		70ddbdfc42a41ad0a6639c910d1c315604e728de
com.softwaremill.sttp.tapir	tapir-zio_native0.5_3	1.11.12		cdaca769af389e8cf38e9213432ebf480643de98
com.softwaremill.sttp.tapir	tapir-zio_native0.5_3	1.11.13		a5c8a5f7922b5fc10e3dc6701878218889bf33f1
com.softwaremill.sttp.tapir	tapir-zio_native0.5_3	1.11.14		42ffc426c691e4270f8bdd86648f794afa4c1056
com.softwaremill.sttp.tapir	tapir-zio_native0.5_3	1.11.15		d5d31f087c466e3641ea6e20fe4daab1d8c3d9b1
com.softwaremill.sttp.tapir	tapir-zio_native0.5_3	1.11.16		516b3919515f656e24ae3bdd9e9eed6ad4ca839f
com.softwaremill.sttp.tapir	tapir-zio_native0.5_3	1.11.17		84fa0ac73ef8095c96e031d60162ba89c1265e72
com.softwaremill.sttp.tapir	tapir-zio_native0.5_3	1.11.18		e1b4ceb1bc0dd0a4a412a8af1ee6b7938464e9ec
com.softwaremill.sttp.tapir	tapir-zio_native0.5_3	1.11.19		08438c522a2d4a569ed950a2edd0af8604e60309
com.softwaremill.sttp.tapir	tapir-zio_native0.5_3	1.11.20		b6c7bcb80a92d8d55b2f64ed3ef58776088a839c
com.softwaremill.sttp.tapir	tapir-zio_native0.5_3	1.11.21		8897caa7763a274905406835232eafb9bfe35b6e
com.softwaremill.sttp.tapir	tapir-zio_native0.5_3	1.11.22		6e731ab0a477e090d78aceff685862447116f215
com.softwaremill.sttp.tapir	tapir-zio_native0.5_3	1.11.23		d8ad9534d0ebca59e8656c54cf3d0609dbde14bf
com.softwaremill.sttp.tapir	tapir-zio_native0.5_3	1.11.24		845ed63d9a4c90d311c46e4744351fce333ceea8
com.softwaremill.sttp.tapir	tapir-zio_native0.5_3	1.11.25		5358114d8fb282b4fdf87736f05eb07961601ea2
com.softwaremill.sttp.tapir	tapir-zio_native0.5_3	1.11.3		76894a475ef8790fc744233bc84bfd5846ad2140
com.softwaremill.sttp.tapir	tapir-zio_native0.5_3	1.11.4		715cf49af077dd8fe6bc71dedf2ae89053b17892
com.softwaremill.sttp.tapir	tapir-zio_native0.5_3	1.11.5		9869f6cfcf8b886377f9f278718bc85ebfff19de
com.softwaremill.sttp.tapir	tapir-zio_native0.5_3	1.11.6		470b77797958b9d625714745c7dc5b94b0e2ee2e
com.softwaremill.sttp.tapir	tapir-zio_native0.5_3	1.11.7		ba508d73b3a732686bd7235ef6fe0a5a7e199d27
com.softwaremill.sttp.tapir	tapir-zio_native0.5_3	1.11.8		6b2b995c817859fb59fb8ee1aaffdeeed5545407
com.softwaremill.sttp.tapir	tapir-zio_native0.5_3	1.11.9		ddbc69cda1b11c97fad7aacf7524d39d5f895428
com.stimulsoft	reports-swt	2017.1.0.3		1fba9300fc8decbca37f97b5bfd0564fe95a8e95
com.stimulsoft	reports-swt	2017.1.0.3a		458d8073b0bce1a315700ad9c0c5de2cac01a133
com.stimulsoft	reports-swt	2017.1.0.3b		2c903a93df791b9177c663a56eea80764a7026fd
com.stimulsoft	reports-swt	2017.1.0.3d		2348a2400d72586d3d391e483966af2a821cf0fa
com.vaadin	vaadin-classic-components-flow-parent	23.0.0		N/A
com.vaadin	vaadin-classic-components-flow-parent	23.0.1		N/A
com.vaadin	vaadin-classic-components-flow-parent	23.0.2		N/A
com.vaadin	vaadin-classic-components-flow-parent	23.2.0		N/A
com.vaadin	vaadin-classic-components-flow-parent	23.3.0		N/A
com.vaadin	vaadin-classic-components-flow-parent	23.3.1		N/A
com.vaadin	vaadin-classic-components-flow-parent	23.3.2		N/A
com.vaadin	vaadin-classic-components-flow-parent	23.3.3		N/A
com.vaadin	vaadin-classic-components-flow-parent	24.0.0		N/A
com.vaadin	vaadin-classic-components-flow-parent	24.1.0		N/A
com.vaadin	vaadin-classic-components-flow-parent	24.2.0		N/A
com.vaadin	vaadin-classic-components-flow-parent	24.2.1		N/A
com.vaadin	vaadin-classic-components-flow-parent	24.2.2		N/A
com.vaadin	vaadin-classic-components-flow-parent	24.2.3		N/A
com.vaadin	vaadin-classic-components-flow-parent	24.2.4		N/A
com.vaadin	vaadin-classic-components-flow-parent	24.2.5		N/A
com.websudos	phantom-testing_2.10	0.9.11		c305da0921c8dd90ed0edf079b5027633187de07
com.websudos	phantom-testing_2.10	1.0.0		e7cef0a87ce77853be73c5c16c26541b01d4f85a
com.websudos	phantom-testing_2.10	1.1.0		96538f62aa630941a0f73d89c8655b9b7df1d363
com.websudos	phantom-testing_2.10	1.2.0		9708732016e94d1f280fc83854807be925c58c2e
com.websudos	phantom-testing_2.10	1.2.2		02dad01ea292589a839724d9f599aeea269e800e
com.websudos	phantom-testing_2.10	1.4.0		c2391712e38ead72c1dbcb2ffccec555210ee532
com.websudos	phantom-testing_2.10	1.5.0		9176b3d956f148e6d7db6f67fc30fed8f6c847cf
com.websudos	phantom-testing_2.10	1.6.0		86d46539d6d3648ac14d9e2f8b9f000abff7ace5
com.yodo1.suit.pay	lib	6.1.10		N/A
com.yodo1.suit.pay	lib	6.1.11		N/A
com.yodo1.suit.pay	lib	6.1.15		N/A
com.yodo1.suit.pay	lib	6.1.2		N/A
com.yodo1.suit.pay	lib	6.2.0		N/A
com.yodo1.suit.pay	lib	6.3.0		N/A
com.yodo1.suit.pay	lib	6.3.1		N/A
com.yodo1.suit.pay	lib	6.3.4		N/A
com.yodo1.suit.pay	lib	6.3.5		N/A
com.yodo1.suit.pay	lib	6.3.7.0		N/A
cornerstone-scheduler	cornerstone-scheduler-impl	1.0		d7d4d775082f0a030c16692a7a5ef6a126860898
cornerstone-scheduler	cornerstone-scheduler-impl	2.1		e15adbeaff22bb8f851f1e930b5ca15b10091960
de.carne	java-mcd-default	0.2.1		fda6ac67b4a125d222adde9b1d2949e00deca5ea
de.carne	java-mcd-default	0.2.2		88ab5c9160edf83bfc23c3969627e5da8c169d2f
de.sciss	scalacolliderswing-core_3.0.0-RC3	2.6.3		d5dad5fb5d4afffd0d21780c96a1c0cc96e9894b
de.xn--ho-hia.maven.boms	maven-boms-aspect	2016.05.29-203016		N/A
de.xn--ho-hia.maven.boms	maven-boms-aspect	2016.06.12-133344		N/A
de.xn--ho-hia.maven.boms	maven-boms-aspect	2016.06.19-200824		N/A
de.xn--ho-hia.maven.boms	maven-boms-aspect	2016.06.19-211242		N/A
de.xn--ho-hia.maven.boms	maven-boms-aspect	2016.07.02-120434		N/A
de.xn--ho-hia.maven.boms	maven-boms-aspect	2016.08.20-000508		N/A
de.xn--ho-hia.maven.boms	maven-boms-aspect	2017.02.18-211726		N/A
de.xn--ho-hia.maven.boms	maven-boms-aspect	2017.02.18-221020		N/A
de.xn--ho-hia.maven.boms	maven-boms-aspect	2017.02.18-221905		N/A
de.xn--ho-hia.maven.boms	maven-boms-aspect	2017.02.18-223022		N/A
de.xn--ho-hia.maven.boms	maven-boms-aspect	2017.02.18-223330		N/A
de.xn--ho-hia.maven.boms	maven-boms-aspect	2017.03.12-094744		N/A
de.xn--ho-hia.maven.boms	maven-boms-aspect	2017.03.12-095204		N/A
de.xn--ho-hia.maven.boms	maven-boms-aspect	2017.03.12-095554		N/A
de.xn--ho-hia.maven.boms	maven-boms-aspect	2017.03.19-141943		N/A
de.xn--ho-hia.maven.boms	maven-boms-aspect	2017.03.19-175304		N/A
de.xn--ho-hia.maven.boms	maven-boms-aspect	2017.03.19-175909		N/A
de.xn--ho-hia.maven.boms	maven-boms-aspect	2017.10.15-192228		N/A
de.xn--ho-hia.maven.boms	maven-boms-aspect	2017.10.15-193334		N/A
de.xn--ho-hia.maven.boms	maven-boms-aspect	2017.11.05-164804		N/A
de.xn--ho-hia.maven.boms	maven-boms-aspect	2017.12.03-181922		N/A
dev.getelements.elements	sdk-guice	3.0.49		82e886895f5bcfa6088bb91380435ce96e5a9b5e
dev.getelements.elements	sdk-guice	3.0.52		4122a8557b50f660febe25d881cfa0ef8b9efd09
dev.getelements.elements	sdk-guice	3.0.54		103aaa08c9916bb5b73338b8a91a86e42dd41104
dev.getelements.elements	sdk-guice	3.1.4		3a5a7c762f848d634c828bdf7d2eafe1701d53e7
dev.getelements.elements	sdk-guice	3.1.9		f35b2244b9a96fbe1103bf3bb0202eb5f6978cbb
io.atomix.catalyst	catalyst-parent	1.0.0		N/A
