au.net.causal.shoelaces	shoelaces-apphome-integration-tests-custom-apphome	2.0		c91e51a5a05c0de2452b7fa81b11d4288d8cff95
io.github.jsoagger	jsoagger-manager	1.0.0	sb	7d68614828d40ecaa403448d613082357380c2de
io.github.karols	units-spire_2.11	0.2.0		cf4fedebc33c76678c3d4fbda48ded10432e2eec
io.github.karols	units-spire_2.11	0.2.1		19b4ed65f02328cbd27cf9bc26276e44a4f3dbe2
io.github.linus87	ebaysdkcore	1065		aa876b6354160248263543117621014305cab46a
io.github.linus87	ebaysdkcore	1131		ab4d33e62fce07822a4715ed1ef45a4559aec435
io.github.linus87	ebaysdkcore	1131.1		67909a69bbb2c4347b5461f08e43a7a953c65cd5
io.github.nomisrev	Saga-tvossimulatorarm64	0.1.1-alpha.18		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	0.1.1-alpha.18	metadata	d92199a6a719dc684b491fd90e09224f6e0d0daf
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0	metadata	00bb5b1202f569ab5dcaff46564326e373074e32
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.1		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.1	metadata	23756656b07c6922ea8cd2ae4dfab2257e449185
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.10		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.10	metadata	f708136f58c4cf1f1a55c2bdcda44c528f1ced94
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.11		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.11	metadata	698dc7f20c1017a6ab509694cbea38ecb5c56362
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.13		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.13	metadata	5d643584c6c5400262e6313f7acbdc9b8b821c3a
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.14		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.14	metadata	a2c2bacd9cf49489cd4a379ccdbd9ad9358e8984
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.15		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.15	metadata	7f8034987d6d5915a9c69c7bc58b9c130d210da1
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.16		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.16	metadata	8d97afdbfaa270c758867d89b8cf78e9454bffc1
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.18		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.18	metadata	ef6b6c8e8fa04b40fb84c8ae5e95dc32419815c3
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.19		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.19	metadata	98bde2074dab0e53fa14c502b58f5afa79101d03
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.2		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.2	metadata	45d28140fab01d03059527dce49357c31ce97ea6
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.20		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.20	metadata	9e6eb9545feb5a1f2c153a1ac4e01b846d169844
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.21		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.21	metadata	7279bed6e801c2ade08e8f79c2e9c062afcf999b
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.22		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.22	metadata	793f588b4eb68c34ecbe741caf3782f10af121cf
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.23		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.23	metadata	52d340393ead928f3e6a7448ece27da728a174ca
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.24		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.24	metadata	422f911c610abc9bc87fdf4b6b28814948056834
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.25		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.25	metadata	581d23c81ae77c66ab53889c9fa29920509df468
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.26		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.26	metadata	686373b70a7ccf3030414a3dc898fd65cc74ec8e
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.30		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.30	metadata	4b1466dafa2e2f4eb24d729d0b480591d052a365
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.31		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.31	metadata	6727e7946792e08cb398d593228a946863bf4e4b
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.32		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.32	metadata	01ab4cc56eefcf9d4ff92f85c32782e343bb491c
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.33		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.33	metadata	90c3f46d35b694b4721642fbf4f0cb0557104369
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.34		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.34	metadata	8514bc95032de5f2d28e02a96ac3dd3a057e4135
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.4		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.4	metadata	3832df3e98729fa8f14a43c3ba9f849783156b55
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.5		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.5	metadata	bf4299068db7c7ca43f82596533b036f8b284329
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.6		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.6	metadata	27f236592fdbba1625ecc3a878ef76fe481d38f3
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.7		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.7	metadata	0fa056125d83f7eee61859e18aae8654044b9dcb
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.8		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.8	metadata	9a2ce29bfd0efe1bc017a2e58f880d92b646e9d2
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.9		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-alpha.9	metadata	fe650719d65820d54ed624db08e8642766153f96
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-rc.1		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.0-rc.1	metadata	60ae538582541be5c1fb5de28139fc974ce1f0db
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.1		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.1	metadata	49ab506208cda825f8445f25627568d95e6d904d
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.1-alpha.1		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.1-alpha.1	metadata	18e4eb9e851ed34f94c309dec359fe2f03bf1ab0
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.1-alpha.2		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.1-alpha.2	metadata	f74a18de623b1b4072a704715c3a381e5345b569
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.1-alpha.3		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.1-alpha.3	metadata	6c145c3d33aa1e036cf10b5c65bf21823d6e525a
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.1-alpha.4		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.1-alpha.4	metadata	9958474e34d0c6e18c7b231318ea17f7bdcb0b3b
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.1-alpha.5		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.1-alpha.5	metadata	b92265792f540fe3d13046949987d03e6a4ccac5
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.1-alpha.6		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.1-alpha.6	metadata	9cba7c18f610050b281de62475c0476b304e52f3
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.1-alpha.7		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.1-alpha.7	metadata	9098c99e230b1ecf077803d2d51f37cc863a6840
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.2-alpha.1		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.2-alpha.1	metadata	63f2bc4b057e80a25dfc0718efdc93bca89d3810
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.2-alpha.10		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.2-alpha.10	metadata	129942dcac7e8f1488bbffec9a5be2729e6ac4ff
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.2-alpha.2		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.2-alpha.2	metadata	28369a9ccb3ec3d3a80e1b6358b04dad4fd5cc07
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.2-alpha.3		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.2-alpha.3	metadata	7f9e5e939220cb045cd5172b060adc58b4b6e11e
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.2-alpha.6		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.2-alpha.6	metadata	06abb81bec8e0e122940e8d4338129e13273f51f
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.2-alpha.7		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.2-alpha.7	metadata	61fa0ab18fbb901874671a2e61e2a1d360992b88
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.2-alpha.8		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.2-alpha.8	metadata	65bced8515dc3accc70aea06f5f31a710381e4e0
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.2-alpha.9		N/A
io.github.nomisrev	Saga-tvossimulatorarm64	1.0.2-alpha.9	metadata	c29c69ba9e1664904333e905adc789235e4a7846
io.github.novakov-alexey	flink-clients-scastie_2.13	1.18.1		336b333924d7fb5f64b369509ec78c8c7274e5b5
io.github.novakov-alexey	flink-clients-scastie_2.13	1.19.1		adc26a80dab9f2a48b2021536157dbb7a761034f
io.github.sergeshustoff.dikt	dikt-internal-iosx64	1.1.0		N/A
io.github.sergeshustoff.dikt	dikt-internal-iosx64	1.1.0	metadata	c25bf84b7f666c11adde959496b98871568751bb
io.github.sergeshustoff.dikt	dikt-internal-iosx64	1.1.0-alpha4		N/A
io.github.sergeshustoff.dikt	dikt-internal-iosx64	1.1.0-alpha4	metadata	175ea7389e77176b04cb5eefbd6600cf27dddf1f
io.github.sergeshustoff.dikt	dikt-internal-iosx64	1.1.0-alpha5		N/A
io.github.sergeshustoff.dikt	dikt-internal-iosx64	1.1.0-alpha5	metadata	072a698dab42cf1b6994f28948fac72d4c231621
io.github.sergeshustoff.dikt	dikt-internal-iosx64	1.1.0-alpha6		N/A
io.github.sergeshustoff.dikt	dikt-internal-iosx64	1.1.0-alpha6	metadata	d638a275223c521353fb47143537923d13113ec2
io.github.sergeshustoff.dikt	dikt-internal-iosx64	1.1.0-kotlin-1.7.21		N/A
io.github.sergeshustoff.dikt	dikt-internal-iosx64	1.1.0-kotlin-1.7.21	metadata	c48a2b0db68f25616e0490c7d93d5adbd792fcf1
io.github.sergeshustoff.dikt	dikt-internal-iosx64	1.1.0-kotlin-1.8.10		N/A
io.github.sergeshustoff.dikt	dikt-internal-iosx64	1.1.0-kotlin-1.8.10	metadata	8de1b71c5541e70248189afa81af99a2c6cdcec6
io.github.sergeshustoff.dikt	dikt-internal-iosx64	1.1.0-kotlin-2.0.0		N/A
io.github.sergeshustoff.dikt	dikt-internal-iosx64	1.1.0-kotlin-2.0.0	metadata	b23a908ece20770e9822cf30927682a8e354657a
io.github.sergeshustoff.dikt	dikt-internal-iosx64	1.1.0-kotlin-2.0.20		N/A
io.github.sergeshustoff.dikt	dikt-internal-iosx64	1.1.0-kotlin-2.0.20	metadata	57f07bd0c81df84e3e79c9641af17ac5620a00d9
io.github.sergeshustoff.dikt	dikt-internal-iosx64	1.1.0-kotlin_2.0.0		N/A
io.github.sergeshustoff.dikt	dikt-internal-iosx64	1.1.0-kotlin_2.0.0	metadata	de743b930a015944044a09c2b82f82e5a2aea1f1
io.github.sumuve	room-extension	0.0.1		N/A
io.github.sumuve	room-extension	1.0.0		N/A
io.github.thiagolvlsantos	specrunner-webdriver	1.5.18		e804d265f02ae33444622cbf2b1063318d875020
io.github.tomwindels	tesserakt-rdf-mingwx64	0.1.0		N/A
io.github.tomwindels	tesserakt-rdf-mingwx64	0.1.1		N/A
io.github.tomwindels	tesserakt-rdf-mingwx64	0.1.2		N/A
io.joyfill	api-watchosx64	1.1.10		N/A
io.joyfill	api-watchosx64	1.1.10	metadata	f01e51f0e2f10998d27820566308aa33f0ac5f98
io.joyfill	api-watchosx64	1.1.11		N/A
io.joyfill	api-watchosx64	1.1.11	metadata	e46f1048e4902c52699f8834991acb3580758012
io.joyfill	api-watchosx64	1.1.12		N/A
io.joyfill	api-watchosx64	1.1.12	metadata	a1cfb41f2a358fc01b79e29ad86f33c3579e9414
io.joyfill	api-watchosx64	1.1.13		N/A
io.joyfill	api-watchosx64	1.1.13	metadata	cfe11ec90a49393b86aa1bbf1bd75d1d7c06356b
io.joyfill	api-watchosx64	1.1.14		N/A
io.joyfill	api-watchosx64	1.1.14	metadata	74a078468e45d42f08a01ba42dfa1fa6a8324640
io.joyfill	api-watchosx64	1.1.8		N/A
io.joyfill	api-watchosx64	1.1.8	metadata	92b42d2aeb79ccba1ccaabf025539e7bf06502d2
io.joyfill	api-watchosx64	1.1.9		N/A
io.joyfill	api-watchosx64	1.1.9	metadata	5c598b6e806e0ae446b0443cd8180d3ac56956e8
io.joyfill	api-watchosx64	2.0.0-Beta01		N/A
io.joyfill	api-watchosx64	2.0.0-Beta01	metadata	22b10e521e0125f08428609a61537d63f4956fd6
io.joyfill	api-watchosx64	2.0.0-Beta02		N/A
io.joyfill	api-watchosx64	2.0.0-Beta02	metadata	7db25178a4af45f3af870d52ba5ade7001a0f045
io.joyfill	api-watchosx64	2.0.0-Beta03		N/A
io.joyfill	api-watchosx64	2.0.0-Beta03	metadata	8c47ad1d680e9ee3065400347ca6d393d54c4349
io.vilt.minium.developer	minium-developer-bundle	1.5.0		9fc5ee19217d0a4c405fbf19892bea649f952eb0
io.vilt.minium.developer	minium-developer-bundle	1.6.0		24b3d2043fc46b4834fb0c1d31fedabd97959d93
io.vilt.minium.developer	minium-developer-bundle	1.6.0-RC2		607fdaa3eecc49ddf08db92b37cb65eafee2a5f7
io.vilt.minium.developer	minium-developer-bundle	1.7.0		ef82bf01c65b9bb8001a334fa9982606ff52d864
io.vilt.minium.developer	minium-developer-bundle	1.8.0		ef90b54531a47dad97506302e00944a3f7cb9d9e
io.vilt.minium.developer	minium-developer-bundle	1.9.0		46c76c77bca11445ceb4f0d7cac0f9daa340bf32
io.vilt.minium.developer	minium-developer-bundle	1.9.1		a887bff6893bbff270f5a9194031360f67339e10
io.vilt.minium.developer	minium-developer-bundle	1.9.5		f5949a3c51def83529f6231f93ade8d3af69bdcd
io.vilt.minium.developer	minium-developer-bundle	1.9.8		12fca41f28e8e9d078914cddb38778c6ed311070
io.vilt.minium.developer	minium-developer-bundle	2.0.0		c1883ce892dfd01034330f907a06c1e8c5166d5b
io.vilt.minium.developer	minium-developer-bundle	2.0.1		df61868beb92be377f1ffaa4a13c70c82c668616
io.vilt.minium.developer	minium-developer-bundle	2.3.0		d98089c6086f4058f4be50d2794d45a70b2637b7
io.vilt.minium.developer	minium-developer-bundle	2.5.3-RC1		f1f10a5f817448f42ae7ab8f6468924712e00c7f
io.vilt.minium.developer	minium-developer-bundle	2.5.3-RC2		cf8c1721551f1843a240ae7ddbd7d5537ee069b7
io.vilt.minium.developer	minium-developer-bundle	2.5.3-RC3		5d235bf3f6ad3e89008c395de800d0df856eac24
io.vilt.minium.developer	minium-developer-bundle	2.5.3-RC4		4b0b539085086abf13a88c7cff37ae9e980e97e3
io.vilt.minium.developer	minium-developer-bundle	2.5.3-RC5		949371a1b23501d9fcceeedde0cb896273abff90
io.vilt.minium.developer	minium-developer-bundle	2.6.0		ecd38f955c831c36fc49cff074231a7d4ebf7575
io.vilt.minium.developer	minium-developer-bundle	2.6.0-RC1		b05c3b5ce81c696834028a29fd5d9dcab3dcd14c
io.wcm	io.wcm.sling.models	1.0.0		d207ad75a605c5277c4f1e2c2538d5b5b2c631d3
io.wcm	io.wcm.sling.models	1.1.0		35f2ee1c717f6f155ae95961064e7a32742d7095
io.wcm	io.wcm.sling.models	1.1.2		17ab1db6c29758a595e53b41ffcef1a4277809a7
io.wcm	io.wcm.sling.models	1.2.0		845c5995e1fbc6b9e0cdaab7ed5ef76ccffa4937
io.wcm	io.wcm.sling.models	1.2.2		d8d14c0ea47c26b38f89954f557530c867f4a1d7
io.wcm	io.wcm.sling.models	1.3.0		0e0864fc607bc6beadcd42313d5eebe21f9d65f4
io.wcm	io.wcm.sling.models	1.4.0		015360efd11713c71f6cddab3a169c5c2b2406e7
io.wcm	io.wcm.sling.models	1.5.0		7ef8e9fd0be4f160c00fd3a1043b00878c350e56
io.wcm	io.wcm.sling.models	1.6.0		06a9483c7502638bc25552917a20cdfb904c34bb
io.wcm	io.wcm.sling.models	2.0.0		18b7f08d2a3314aba86080c7661a7c5bb41edea9
javax.servlet.jsp	javax.servlet.jsp-api	2.2.1		9d0dbbc445b3d8f83d837622a4e0c824679b40a7
javax.servlet.jsp	javax.servlet.jsp-api	2.3.0		3795334f4306b194003e16dfba4111a0467a49bd
javax.servlet.jsp	javax.servlet.jsp-api	2.3.1		95c630902565feda8155eb32d46064ef348435fc
javax.servlet.jsp	javax.servlet.jsp-api	2.3.2-b01		070de11e93085f225d04803e14ee76b93744f5f4
javax.servlet.jsp	javax.servlet.jsp-api	2.3.2-b02		0287387015b38bb4fc5d5f085c938ab51bf82b00
javax.servlet.jsp	javax.servlet.jsp-api	2.3.3		81191ab80e342912dc9cea735c30ff4eddc64de3
net.boreeas	riotapi.spectator	1.0.0		39dba51793d371883d7150f692b30ecdf9dbcf65
net.boreeas	riotapi.spectator	1.1.0		49482c41ada9fef450f35e6a7227a95adf6e56c4
net.boreeas	riotapi.spectator	1.2.0		998edf12dd7d8ca21690f4c13363137b72aecc3b
net.boreeas	riotapi.spectator	1.3.0		d8f7056c523992cdfade7c4e1dcd4bc368d11e2e
net.boreeas	riotapi.spectator	1.4.0		84f05e2bf47fd6ef1afa87f65097c4d33caf3014
net.boreeas	riotapi.spectator	1.5.0		ea8a44d267ccb89ee4d572f3913c8f0794ed17de
net.boreeas	riotapi.spectator	1.5.1		37cb3e9f715f7ecd478ae03830817adb62f87daf
net.boreeas	riotapi.spectator	1.5.3		8c7359918d056ebbbfa6e24225443c1a2bc771cf
net.boreeas	riotapi.spectator	1.5.4		560df0ded613807f96a482be302c17982ef392f7
net.boreeas	riotapi.spectator	1.5.5		7f7cf56025d30a60f1fa9fc1680dca4ded2e0a3d
net.boreeas	riotapi.spectator	1.5.6		12f349d5cb438a421aac5facb49bdab243491321
net.boreeas	riotapi.spectator	1.5.7		fd48a8ad80058cdf8d7029265f94e41f70bae16a
net.boreeas	riotapi.spectator	1.6.0		f636f4182cccd66fc39b3892fa76bfda3b896b34
net.boreeas	riotapi.spectator	2.0.0		6f45097ff692de9b14e212fbaf40f6c001aa0d6a
net.boreeas	riotapi.spectator	2.0.2		fab1977e6040b504fad8e9e167d1639c539add92
net.boreeas	riotapi.spectator	2.0.3		c01d9ef812c73d7603efeca067fde6962ea566ed
net.boreeas	riotapi.spectator	2.0.4		73846fb37fc33fa03f1f9a8d91ed214e36d6faa4
net.sf.testngdatabind	testng-databinding-text	2.0		0dd48bc7642d40d290292fde2fd4591a2d4bdc0a
no.nav.tjenestespesifikasjoner	nav-innsynJournal-v2-tjenestespesifikasjon	1.2019.02.06-20.03-9acde4111245		342972de88a9d397e61f64107075747b6da072cb
no.nav.tjenestespesifikasjoner	nav-innsynJournal-v2-tjenestespesifikasjon	1.2019.02.21-15.06-0d69fb1f3278		420411f560bcce2decc1aa0bee16467c8ca8a676
no.nav.tjenestespesifikasjoner	nav-innsynJournal-v2-tjenestespesifikasjon	1.2019.02.28-12.52-e0a79af1ccde		bf014a4ad5216a180b4820e559f7a8871467fe97
no.nav.tjenestespesifikasjoner	nav-innsynJournal-v2-tjenestespesifikasjon	1.2019.02.28-20.22-e0a79af1ccde		9d626988293bffac3c0defcbe0f795408c71cba3
no.nav.tjenestespesifikasjoner	nav-innsynJournal-v2-tjenestespesifikasjon	1.2019.03.03-19.34-397915678050		e7f8acc82566cd4f6085e506d99293b2fb080b09
no.nav.tjenestespesifikasjoner	nav-innsynJournal-v2-tjenestespesifikasjon	1.2019.03.04-09.22-880557851723		c96ccf88e39402beeee10c1547d54f511fc273a2
no.nav.tjenestespesifikasjoner	nav-innsynJournal-v2-tjenestespesifikasjon	1.2019.03.04-09.26-1e4b0c19c0be		f20cca7fb66da5c5193bddb9d1e3c15d5000b093
no.nav.tjenestespesifikasjoner	nav-innsynJournal-v2-tjenestespesifikasjon	1.2019.03.05-14.13-d95264192bc7		0fae090fb9cfeb50f2febd35ffa638e8873fc8b5
no.nav.tjenestespesifikasjoner	nav-innsynJournal-v2-tjenestespesifikasjon	1.2019.03.05-14.15-99dc7babdf21		4d28d971576440baaed3748fa633e7f6d9ea71b1
no.nav.tjenestespesifikasjoner	nav-innsynJournal-v2-tjenestespesifikasjon	1.2019.03.26-11.06-58bc24a56f8e		ef32f42457763c7d5643b1ba1c94d7b16540eed3
no.nav.tjenestespesifikasjoner	nav-innsynJournal-v2-tjenestespesifikasjon	1.2019.04.01-14.11-bd945ca760ae		7e001ea25faa6b06fd7b9caab366ba34bfec3505
no.nav.tjenestespesifikasjoner	nav-innsynJournal-v2-tjenestespesifikasjon	1.2019.04.03-23.09-56488320520a		5d48a9d0fa64d4e4d0a3fd64892dddae9e7baabd
no.nav.tjenestespesifikasjoner	nav-innsynJournal-v2-tjenestespesifikasjon	1.2019.04.04-09.14-c6cea90b8e95		dfe649608150bb496a32d843dd36f89f80d2b7f2
no.nav.tjenestespesifikasjoner	nav-innsynJournal-v2-tjenestespesifikasjon	1.2019.04.05-09.36-fbdf6a084578		ecb205d9c398e00b1cf66d1b82444fdd48e84738
no.nav.tjenestespesifikasjoner	nav-innsynJournal-v2-tjenestespesifikasjon	1.2019.05.23-08.28-c9a2c8477f7d		bc09706b76f0e50d742f8ab21b7886f860da6a54
no.nav.tjenestespesifikasjoner	nav-innsynJournal-v2-tjenestespesifikasjon	1.2019.05.31-14.28-6627afa127a2		96215380bae486b7a861170681c5166de22cfef3
no.nav.tjenestespesifikasjoner	nav-innsynJournal-v2-tjenestespesifikasjon	1.2019.06.04-10.12-7ca179183512		1ab00fc3034a0e0046bd01af0727f25b1e7a22e9
no.nav.tjenestespesifikasjoner	nav-innsynJournal-v2-tjenestespesifikasjon	1.2019.06.04-12.36-7ca179183512		f15440a5ba4aebeb4a8d38b9859bece630ecdb68
no.nav.tjenestespesifikasjoner	nav-innsynJournal-v2-tjenestespesifikasjon	1.2019.06.11-13.36-786a4cec3151		c2b34a5954be7eaf0e7f9125441eb778a8d4ad66
no.nav.tjenestespesifikasjoner	nav-innsynJournal-v2-tjenestespesifikasjon	1.2019.07.10-10.57-b55f47790a9d		4e559ba6c56343e272e1a180173354d4b915d143
no.nav.tjenestespesifikasjoner	nav-innsynJournal-v2-tjenestespesifikasjon	1.2019.07.10-12.21-b55f47790a9d		11da6bcccf5ce05b972b48e7e794b77b7230bdb7
no.nav.tjenestespesifikasjoner	nav-innsynJournal-v2-tjenestespesifikasjon	1.2019.07.11-06.47-b55f47790a9d		950310f7d017b4185365007dfeffcaad204d0e68
no.nav.tjenestespesifikasjoner	nav-innsynJournal-v2-tjenestespesifikasjon	1.2019.08.12-12.12-4258f3dded02		62a934ddac474154239be8d487e859431f2469f7
no.nav.tjenestespesifikasjoner	nav-innsynJournal-v2-tjenestespesifikasjon	1.2019.08.16-13.46-35cbdfd492d4		35083019ceef863c0fd9635696e2bba5f774c750
no.nav.tjenestespesifikasjoner	nav-innsynJournal-v2-tjenestespesifikasjon	1.2019.09.25-00.21-49b69f0625e0		c1a14efae1e86b6ecb4586a25a2061e14dff192d
org.apache-extras.beanshell	bsh	2.0b5		11636d7023dad5bd5a84b6f22188b5ae29c7e170
org.apache-extras.beanshell	bsh	2.0b6		fb418f9b33a0b951e9a2978b4b6ee93b2707e72f
org.apache.cocoon	cocoon-jcr-sample	2.3.0		0580ea32af9a4a30deb7be04771f40758420c87e
org.apache.pekko	pekko-slf4j_2.13	1.0.0		f83634c4c3b0e60d3ff376b4a594585a8bfa4fba
org.apache.pekko	pekko-slf4j_2.13	1.0.1		009ea6aae291caeb8eb35bbab9eeeca6362d2759
org.apache.pekko	pekko-slf4j_2.13	1.0.2		993a1604b3026a72835c091d85ffd0e757c217a6
org.apache.pekko	pekko-slf4j_2.13	1.0.3		9193e7e901f68ce3908af978f146cacb6ab5e0d2
org.apache.pekko	pekko-slf4j_2.13	1.0.3-M1		096945520b284c72d235aebe44186c16e5fbf45b
org.apache.pekko	pekko-slf4j_2.13	1.1.0		26d49d5886e04992994b21665107475177a3a9ad
org.apache.pekko	pekko-slf4j_2.13	1.1.0-M1		ef4515cc69fe58f6c4ea7673a1f69b2091317079
org.apache.pekko	pekko-slf4j_2.13	1.1.1		599d2bf977aed649aa6cc473dcfaacd7322a6f76
org.apache.pekko	pekko-slf4j_2.13	1.1.2		1203385a7370d8803a15ffc395dbdb9644f4d083
org.apache.pekko	pekko-slf4j_2.13	1.1.3		df9cf63b4df00bfa7bdf4d0fa8b0056ee7349d89
org.apache.pekko	pekko-slf4j_2.13	1.2.0-M1		11e7b2a4c367c195c5b11e3435081c64dc70176c
org.apache.plc4x	plc4j-utils-test-generator	0.10.0		db0d4a98055939571204927d1a6c086f545fc42e
org.apache.plc4x	plc4j-utils-test-generator	0.11.0		36c7d77e10f57b8c902f94b1ac980f64ffc11c8a
org.apache.plc4x	plc4j-utils-test-generator	0.12.0		90b47e9f380a9dd91b2556e4b9a201e2502af406
org.apache.servicemix.bundles	org.apache.servicemix.bundles.hapi-fhir-structures-dstu3	3.5.0_1		14193954987004bcc15ecd2e24688a39861ff7af
org.apache.servicemix.bundles	org.apache.servicemix.bundles.hapi-fhir-structures-dstu3	5.6.0_1		ffd4beb80c984d36e6618f8bf5a0ced6d6d8e257
org.apache.servicemix.bundles	org.apache.servicemix.bundles.hapi-fhir-structures-dstu3	5.6.1_1		2f1ac5bae42ddb5d320da9a3627c0dde93b363cf
org.apache.servicemix.bundles	org.apache.servicemix.bundles.hapi-fhir-structures-dstu3	5.6.2_1		96a353cdf5c9cb88dc9dbbe29e2f6a23dfde080f
