br.com.colman	simple-password-generator	1.0.0		4f3098c26837882104bb8de34a5e4577ece5cc50
com.solanamobile	web3-solana-macosx64	0.2.2		N/A
com.solanamobile	web3-solana-macosx64	0.2.2	metadata	c7d115cc77910d95dcbf65d53a8a7f9870f889db
com.solanamobile	web3-solana-macosx64	0.2.3		N/A
com.solanamobile	web3-solana-macosx64	0.2.3	metadata	2003ceb290a322db97caa04920ef57f901ac8e75
com.solanamobile	web3-solana-macosx64	0.2.4		N/A
com.solanamobile	web3-solana-macosx64	0.2.4	metadata	3e2ba87d0a7b3d56cc0b6d69aac3204c8a239e12
com.solanamobile	web3-solana-macosx64	0.2.5		N/A
com.solanamobile	web3-solana-macosx64	0.2.5	metadata	617d33a28a68a738e8192a00735e2960e128d076
com.solanamobile	web3-solana-macosx64	0.3.0-beta1		N/A
com.solanamobile	web3-solana-macosx64	0.3.0-beta1	metadata	ebe1c917eddc7f1e877a93612f153d6ebc1abb94
com.solanamobile	web3-solana-macosx64	0.3.0-beta2		N/A
com.solanamobile	web3-solana-macosx64	0.3.0-beta2	metadata	2588c0c58f9340a8d2514be51eec5fd7f3b6e3bc
com.solanamobile	web3-solana-macosx64	0.3.0-beta3		N/A
com.solanamobile	web3-solana-macosx64	0.3.0-beta3	metadata	1cd4b4973932dd2d4d12091dcdfc6676a8a07b62
com.solanamobile	web3-solana-macosx64	0.3.0-beta4		N/A
com.solanamobile	web3-solana-macosx64	0.3.0-beta4	metadata	e6393f46db91b1ae62f60f90273255a7429d1333
com.streetcodevn	ntc-jnats	1.0.0		3f0503de3812ef4306c1f256293e42b968f83606
com.sumamexico	vdid_core	1.0.0		N/A
com.zarbosoft	gettus	0.0.1		8dd48f44328416c18fc76bcdd6d6d0cf292b38fd
com.zarbosoft	gettus	0.0.10		86646fc5fdfcd4679e7db4049580d5813c87cdc0
com.zarbosoft	gettus	0.0.2		f1ae7e5c76cc843b16430a788269caf95014b0c7
com.zarbosoft	gettus	0.0.9		bcc76c96e1fe5386f84c4d64c082982992d0db6b
de.andrena.tools.macker	macker-maven-plugin	1.0.0		842db3e6cdfff1ddcdc22b0eb422174ea051f397
de.andrena.tools.macker	macker-maven-plugin	1.0.1		858bff44d170e429bd8cb0b7c47099505d7a6cd3
de.andrena.tools.macker	macker-maven-plugin	1.0.2		bacd5b5de54b48050a713592c9531a8c103eb372
de.holisticon.util.tracee	tracee-context-logger-impl	0.2.0		226a4f226467ee8ead18ef2818917b7c38fb908b
de.jvstvshd.vyreka	vyreka-paths-wasm-js	1.0.0		N/A
de.lightful.maven.drools.plugin.dependency-management	internal-dependencies	0.3.0		N/A
de.saxsys	mvvmFX-parent	0.1.1		N/A
de.saxsys	mvvmFX-parent	0.1.2		N/A
de.saxsys	mvvmFX-parent	0.1.3		N/A
de.saxsys	mvvmFX-parent	0.1.4		N/A
de.saxsys	mvvmFX-parent	0.2.0		N/A
de.saxsys	mvvmFX-parent	0.3.0		N/A
de.saxsys	mvvmFX-parent	0.4.0		N/A
io.bootique.jdbc	bootique-jdbc	0.11		70aad60c94ef91519655bd043768e738c484d76f
io.bootique.jdbc	bootique-jdbc	0.12		38b7c94c23c52aa1e0affe0d93581ff3515fef55
io.bootique.jdbc	bootique-jdbc	0.13		7b6ea598ae321eea15615942073a6b438e031d1b
io.bootique.jdbc	bootique-jdbc	0.14		4c3f1a6e6fb03fcc861a183d699848613056dd84
io.bootique.jdbc	bootique-jdbc	0.24		002936d0c1933e50aa3f9818b446aa919ce889d6
io.bootique.jdbc	bootique-jdbc	0.25		0c2e777e610b6a841c20eb57d6eb57b7fe33a44f
io.bootique.jdbc	bootique-jdbc	1.0		becf8751674ddd2452149a6b023b9bd8fbf6bccd
io.bootique.jdbc	bootique-jdbc	1.0.RC1		7605de243d01cb2274593660a9d351110a0b4197
io.bootique.jdbc	bootique-jdbc	1.1		0496f9547843d0e67bf7e45365d325ee7cb7ffec
io.bootique.jdbc	bootique-jdbc	1.2		83eeb2cf457997868c742024b3932650d299fa80
io.bootique.jdbc	bootique-jdbc	1.3		81f7e95f20e7fe8dd5c791401e978d02ec7ea5c4
io.bootique.jdbc	bootique-jdbc	2.0		b47bac64a9197a296e59bb44a361bae265bb2bc1
io.bootique.jdbc	bootique-jdbc	2.0.1		56ed9715d96e3f90f69e7e1dbac3a29c5453a0f8
io.bootique.jdbc	bootique-jdbc	2.0.B1		4363f126cb259d850b626f54e6bcf3d8f751e2d3
io.bootique.jdbc	bootique-jdbc	2.0.M1		17c1d048faf40442253760ff36ea2d5dd5e660e6
io.bootique.jdbc	bootique-jdbc	2.0.RC1		b1535f570d01e353df6ffbad4fad982c281a9be2
io.bootique.jdbc	bootique-jdbc	3.0-M3		cdec3e5b00b225ad09afdd89d749cb0615e3e140
io.bootique.jdbc	bootique-jdbc	3.0-M4		8580f8a90b56951100e1bf89563fc8f79b3db9c7
io.bootique.jdbc	bootique-jdbc	3.0-M5		075ed36cf5ccd9f36be9e12b52ea689dfcf32258
io.bootique.jdbc	bootique-jdbc	3.0-M6		9896b995913d31fc50bdb1198b981dadf24601be
io.bootique.jdbc	bootique-jdbc	3.0-RC1		2a3275934497d4845b479df00fdc1787ca81640c
io.bootique.jdbc	bootique-jdbc	3.0.M1		6a28237b6f44e7e0bb99a913970f418c754a15b6
io.bootique.jdbc	bootique-jdbc	3.0.M2		112ea7c2701b0a4ec14782f75a49a8c98d21228b
io.gitee.tian-haoran	chat-spring-boot-starter	1.0.1		fcd3dbd7d01c66ece83a3fd85335d9b39647d52e
io.github.charlietap.chasm	address-linuxx64	0.9.6		N/A
io.github.charlietap.chasm	address-linuxx64	0.9.61		N/A
io.github.charlietap.chasm	address-linuxx64	0.9.62		N/A
io.github.charlietap.chasm	address-linuxx64	0.9.63		N/A
io.github.charlietap.chasm	address-linuxx64	0.9.64		N/A
io.github.charlietap.chasm	address-linuxx64	0.9.65		N/A
io.github.charlietap.chasm	address-linuxx64	0.9.66		N/A
io.github.cquiroz	scala-java-time-tzdb_sjs1.0.0-M3_2.12	2.0.0-M13_2018c		189d6db0c37dfa1a923945df350b6fe2752b7931
io.github.cquiroz	scala-java-time-tzdb_sjs1.0.0-M6_2.11	2.0.0-RC1_2018f		97e68e1a7bd0dc6a127df39050421bfe77bbd48d
io.github.otavia-projects	jni-loader_2.12	0.1.0		f04fac868f900ff5731400aa6f4dbad197e9536f
io.github.otavia-projects	jni-loader_2.12	0.2.1		6aadef4e59ff07c7f0bb5ee7d9be4744ec362ec5
io.github.otavia-projects	jni-loader_2.12	0.2.2		ba5a0cde3c3181f9162441943de0e81fc09d804a
io.github.otavia-projects	jni-loader_2.12	0.2.3		c138f665474acd438d5b0dec8bb89d5a026bafab
io.github.otavia-projects	jni-loader_2.12	0.2.4		bf07f37d1e49edc3766f08ca6997b3532a1bf53e
io.github.ryanddu	leaves-base-api	0.0.2		27ac93f215d70c047aed09234b8fd1d69a4431d8
io.github.smyrgeorge	sqlx4k-sqlite	0.10.0		9436b8ad2745cdb863fe3f1b4d58d55b0ba0cfbf
io.github.smyrgeorge	sqlx4k-sqlite	0.11.0		9436b8ad2745cdb863fe3f1b4d58d55b0ba0cfbf
io.github.smyrgeorge	sqlx4k-sqlite	0.12.0		9436b8ad2745cdb863fe3f1b4d58d55b0ba0cfbf
io.github.smyrgeorge	sqlx4k-sqlite	0.14.0		9436b8ad2745cdb863fe3f1b4d58d55b0ba0cfbf
io.github.smyrgeorge	sqlx4k-sqlite	0.15.0		7549f3a78e1d0102df0ae25a961e19cf13fcd08f
io.github.smyrgeorge	sqlx4k-sqlite	0.16.0		e548549e21d8e0b615880bfe4bbd0a24c6762d2e
io.github.smyrgeorge	sqlx4k-sqlite	0.17.0		c82e87fb552d6261d24c077b0f75df81c8743ac2
io.github.smyrgeorge	sqlx4k-sqlite	0.18.0		b915af5fecb4924983d8f6937e9bbb2e6c534f69
io.github.smyrgeorge	sqlx4k-sqlite	0.19.0		b915af5fecb4924983d8f6937e9bbb2e6c534f69
io.github.smyrgeorge	sqlx4k-sqlite	0.20.0		b915af5fecb4924983d8f6937e9bbb2e6c534f69
io.github.smyrgeorge	sqlx4k-sqlite	0.21.0		689246725bee01b62c6f7e14b055339dc41edd6c
io.github.smyrgeorge	sqlx4k-sqlite	0.22.0		e76f8233232cfde6609b2c1ae2449256655ca52e
io.github.smyrgeorge	sqlx4k-sqlite	0.23.0		fd485568e26292343a04ffcf56575ad3318f7477
io.github.smyrgeorge	sqlx4k-sqlite	0.30.0		fd485568e26292343a04ffcf56575ad3318f7477
io.github.smyrgeorge	sqlx4k-sqlite	0.31.0		2efc44b1a5a40374a41eae70b5fcb46ee8812ab7
io.github.smyrgeorge	sqlx4k-sqlite	0.32.0		ee51631c50eedcb5508c8137cda91cc0273e50e1
io.github.smyrgeorge	sqlx4k-sqlite	0.33.0		ee51631c50eedcb5508c8137cda91cc0273e50e1
io.github.smyrgeorge	sqlx4k-sqlite	0.34.0		990a964ea4dc71d0cf8b75f857da9bf166fee2a5
io.github.smyrgeorge	sqlx4k-sqlite	0.35.0		2ddd2d6fcde0f2c55f499ba3afca686695e74870
io.github.smyrgeorge	sqlx4k-sqlite	0.40.0		bcbe31553a0109bca166b920131739afa669d5f9
io.github.smyrgeorge	sqlx4k-sqlite	0.41.0		bcbe31553a0109bca166b920131739afa669d5f9
io.github.smyrgeorge	sqlx4k-sqlite	0.42.0		543bc5a96c3620c025a6bd97eb6497285157310f
io.github.smyrgeorge	sqlx4k-sqlite	0.43.0		d58ad01a2d7d87eadfab0a6c5de128de0ec7cecb
io.github.smyrgeorge	sqlx4k-sqlite	0.44.0		d58ad01a2d7d87eadfab0a6c5de128de0ec7cecb
io.github.smyrgeorge	sqlx4k-sqlite	0.46.0		d58ad01a2d7d87eadfab0a6c5de128de0ec7cecb
io.github.smyrgeorge	sqlx4k-sqlite	0.47.0		163e14b04008096956c4dc3c05c34dff56104c7f
io.github.smyrgeorge	sqlx4k-sqlite	0.50.0		c80f03fd7cc3ff72742928312f47fd9744e2f983
io.github.smyrgeorge	sqlx4k-sqlite	0.51.0		c80f03fd7cc3ff72742928312f47fd9744e2f983
io.github.smyrgeorge	sqlx4k-sqlite	0.9.0		9ba40f473b84ca015b44d7577d79041cfc6a8493
io.github.smyrgeorge	sqlx4k-sqlite	0.9.1		4679a0a43df97206c7e7de2d30b79a05198150b1
io.github.smyrgeorge	sqlx4k-sqlite	0.9.2		30f7c279174e8b7ca00badc6572f799e1e07f952
io.github.smyrgeorge	sqlx4k-sqlite	0.9.3		30f7c279174e8b7ca00badc6572f799e1e07f952
io.github.smyrgeorge	sqlx4k-sqlite	0.9.4		c9647e2b995d19446ffa3cddc3339bc93c0c55de
io.github.thomas-n-george	kmpmathlib-iosx64	1.0.1		N/A
io.github.thomas-n-george	kmpmathlib-iosx64	1.0.1	metadata	41b8c437962505fdb8764b094a0cf5c488558497
io.github.thomas-n-george	kmpmathlib-iosx64	1.1.0		N/A
io.github.thomas-n-george	kmpmathlib-iosx64	1.1.0	metadata	be1eb33d051ecb8e0acdaaad8d80841d52399989
io.github.traunin	triangulation	1.0.1		05fcba1b55b4af6126f4b2ffbaa55a4d6a0089a7
io.github.traunin	triangulation	1.1.0		83c0c7d3bf077f9a2dcaf39b23565a3c1370c26c
io.github.traunin	triangulation	1.1.1		3d32eb828be1ae828288ad77f1f3d73b4c7aefca
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	1.28.0-alpha		81ab30085588661bf8642c9a1d868ef5de899498
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	1.29.0-alpha		628014cbd4c06f4afae648b1164e021b4fae0af3
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	1.30.0-alpha		9f92b6312818cd438e8c3f315ab07cdd279d9d96
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	1.31.0-alpha		587be74e013ecbb0ffde99467d21a511e9636a3c
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	1.32.0-alpha		f559f8d8eaa56eff72fc5b13138407d53d86f3ac
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	1.32.1-alpha		c00b58a7298f194f3fb1a76874411c974495d482
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	1.33.0-alpha		e002ce792460b679ee162c5a3497332222bf16d1
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	1.33.1-alpha		f7a549e0863e9c7a26101e4b5f92330e59e5b347
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	1.33.2-alpha		8edaabb0a2b4a5ef560ae2634f49ac1200604485
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	1.33.3-alpha		461a72354f6aa0794fb084b8a706806e2afd0901
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	1.33.4-alpha		b89a89ecb4a39da2445e1466ddc6031d1aa7cfe2
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	1.33.5-alpha		578e7ce955b553df0160f9a0c89d0582d5f33757
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	1.33.6-alpha		c1d0eaa4627699626ca1aef00c5af10bbf407abb
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	2.0.0-alpha		9da90dc2f301247a0f3875d44cbd8bf9c62af357
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	2.1.0-alpha		6be0899ff6ffb9c3119f4cf6b60bd42d0e66a019
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	2.10.0-alpha		d7ebdedb2bfb43505ecdaf465b9611995baf9f82
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	2.11.0-alpha		7cb70e2358ee8df9e22d7fdc93e7a8d4255060e6
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	2.12.0-alpha		139894388a22f77d93819de4cf7f97910ddfc025
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	2.13.0-alpha		0d0c1eba1f9c218534d2a2a6715c43caaf610a25
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	2.13.1-alpha		eef40d082a2a96a59469975d3255d19b6c074db6
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	2.13.2-alpha		ea56059376e2449c55e0564e9ada3f6909b9eaf9
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	2.13.3-alpha		63b57798c6a8fe971ee18a7d780041ec0b2c24f2
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	2.14.0-alpha		ab33799566e6897106f01a6cad4bd4bd7fecfd9f
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	2.15.0-alpha		236f607c9fc45c7c7043c824ded631ba549fc432
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	2.2.0-alpha		6d6d4c2eb137692799f8ddb324f1267e6d6e5c4e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	2.3.0-alpha		fcc79922454428183b51cc4803cf655506e9878a
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	2.4.0-alpha		2f8c087c541e2fa54a03cd8334597ca86585ba71
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	2.5.0-alpha		a92dc3e8035007146fa98d36848530003435fa86
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	2.6.0-alpha		63923b656fb9d6ab022f4e1e2fbc4c68e34f0e51
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	2.7.0-alpha		caa4bc2d4e9538a3b37b84d5f97325d122015169
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	2.8.0-alpha		dffb7dd522f744a70fa51fdf39116bf334afe470
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-elasticsearch-api-client-7.16	2.9.0-alpha		80c9d68dc06f2940123e0a3bfbce0c165d513573
io.spiffe	java-spiffe-core	0.6.0		9e1cdb4a2f297e324d5300ebcc189dcff42726e5
io.spiffe	java-spiffe-core	0.6.1		ffcb842eb921e6ead487d73be35de302cfa44ac0
io.spiffe	java-spiffe-core	0.6.2		945f2e839cada7c9e8542e896e4cf277323e9232
io.spiffe	java-spiffe-core	0.6.3		210a767fee5ea52e97403f1a25be10fddadc5578
io.spiffe	java-spiffe-core	0.7.0		c7a98e5534956c34a06cfb43780a62ef639c41e1
io.spiffe	java-spiffe-core	0.8.0		521d9ddb04110cc760c0cd5c3fe88eb2ed92ceb4
io.spiffe	java-spiffe-core	0.8.1		c2777b092390f7b9180fba15dbaabacb43d47646
io.spiffe	java-spiffe-core	0.8.10		4c84c7522edfdc63625edc23b6b3d27e03d0d337
io.spiffe	java-spiffe-core	0.8.11		93fb97d483497881796b2869acd5c98b221a05b5
io.spiffe	java-spiffe-core	0.8.2		c2361448d81a98e9f54ad9ff4b13bdfef2705573
io.spiffe	java-spiffe-core	0.8.3		8712413ed9450e724d1a8754ab73acbca59f9c6b
io.spiffe	java-spiffe-core	0.8.4		f3091ad0e553beec2f7f1209d13ae4c8e7c9f5ad
io.spiffe	java-spiffe-core	0.8.5		a5438127589acdeec4acb9a1a857e3b3acd9a547
io.spiffe	java-spiffe-core	0.8.6		04683ea359e9a85d4d89168071950f6699b38b32
io.spiffe	java-spiffe-core	0.8.7		f2eca6dfdd7b214eaad8b93ec575a2cb5b12d0e9
io.spiffe	java-spiffe-core	0.8.8		57dc1fb5ff23f39ef17d9e586c60b95df3169115
io.spiffe	java-spiffe-core	0.8.9		9286c729a2d40e254349ac11054aee19500e17f2
is.codion	codion-framework-servlet	0.17.17		94ad817fd3ee2adf0955f1847f027ae5125316fb
is.codion	codion-framework-servlet	0.17.18		47fca476a6752edde0a3b6cd9e3b555f5b8b68ea
is.codion	codion-framework-servlet	0.17.19		aeac8450360a29e10fe9e6fc170e0f9249072dfa
is.codion	codion-framework-servlet	0.17.20		5e560d701f6346b8151a038a496ad2722166114e
is.codion	codion-framework-servlet	0.17.21		63c04731d436f5ef6d987ed4a1f9a016e429cf9b
is.codion	codion-framework-servlet	0.17.22		60a27879c5847ee0fafb1e6ebf366f9ff2c0fb40
is.codion	codion-framework-servlet	0.17.23		69d19dc29f887286b513d14cd212b31286a6a2a2
is.codion	codion-framework-servlet	0.17.24		8b6f1ee28ee82e6406b832a7300efea08b1ea220
is.codion	codion-framework-servlet	0.17.25		e30cc30ab08b7fe82d0c3d1773ff8c88b507f8f1
is.codion	codion-framework-servlet	0.17.26		c44d36e5758c2caec64f6e8b23e7a4c50aab9492
is.codion	codion-framework-servlet	0.17.27		97a4cc4822462995e5e892b86f63156b441130db
is.codion	codion-framework-servlet	0.17.28		1807ce4bc5d33d6a45f31905370d0e57c115723e
is.codion	codion-framework-servlet	0.17.29		31a809759b47479f9f192eb80e3ef8446f9882c4
is.codion	codion-framework-servlet	0.17.30		d60388e2211e26f97a0eecd320f534a1daabedd1
is.codion	codion-framework-servlet	0.17.31		02af414715eb5b9eb0c8f1fadb4ccb6443a0ec84
is.codion	codion-framework-servlet	0.17.32		3403126dd799a35ccbbbe424368219f9ce9a0123
is.codion	codion-framework-servlet	0.17.33		6dcd3137fc3c064bd4fb99d4bb016b5411d82689
is.codion	codion-framework-servlet	0.17.34		5439d8a942e6ad1bdc2ecb3a773d0c8537894fe6
is.codion	codion-framework-servlet	0.17.35		a9d4651a7bd7cece7f2511a2b7f22e1814d94cb7
is.codion	codion-framework-servlet	0.17.36		888c70b3aadd66c1acb329807596af9b9c631d03
is.codion	codion-framework-servlet	0.17.37		55a7731baaee95c16fa1b968b5348962545f5bf3
is.codion	codion-framework-servlet	0.17.38		969f231a6243714a8461d9c2c0086f16ed59ce95
is.codion	codion-framework-servlet	0.17.39		17789e7d2eaba8d48c38417152a8bab7cf9cedfd
is.codion	codion-framework-servlet	0.17.40		00ce112fa2208e5bebf77b0b147d662a90f0d4b5
is.codion	codion-framework-servlet	0.17.41		5b964338306622b1b8a63a39781f466771643938
is.codion	codion-framework-servlet	0.17.42		f4dd2a999b0cee186507eb68ff18c134c1594250
is.codion	codion-framework-servlet	0.17.43		04bfc9d84ecd3488e0f8da707f6fec4a41fdd5c9
is.codion	codion-framework-servlet	0.18.0		2352a39e27fa6dbeffe2a50559784899a88e7f35
is.codion	codion-framework-servlet	0.18.1		40958075659f90346795bfb17cf8cd5292fd5f8c
is.codion	codion-framework-servlet	0.18.10		c1ed07c3feca47fb3e0d6a236e1320c04a0de769
is.codion	codion-framework-servlet	0.18.11		d932ae7192b236566dc06e74ab85b4cba547c46b
is.codion	codion-framework-servlet	0.18.12		8dfcb19d62c1fa7f9ed841d25bac89ec5dd3ab80
is.codion	codion-framework-servlet	0.18.13		6d8fc71b05f8caabf50bcaf7de7e788035efdc47
is.codion	codion-framework-servlet	0.18.14		868a2977ca174b687e0ceb5256eeec617173ff07
is.codion	codion-framework-servlet	0.18.15		cc1208d2df4e8100dd90606266b4688a6ad976af
is.codion	codion-framework-servlet	0.18.16		c793efb4a983a5dfa77361b4ce4d10b32a7a464a
is.codion	codion-framework-servlet	0.18.17		70b649b47bbcd1c4c119bb39aa6a1e7eecaa0315
is.codion	codion-framework-servlet	0.18.18		c1de0f3eae89751d288e6827eb650554c2bc7aac
is.codion	codion-framework-servlet	0.18.19		9c88e638865b7b94d1874be15b29b72fa6192d10
is.codion	codion-framework-servlet	0.18.2		2081b51a680f64f22e02f4bb7bd5ad2a2f7ded27
is.codion	codion-framework-servlet	0.18.20		1387d7dcb473688a69bbbac75370fb29319d9b02
is.codion	codion-framework-servlet	0.18.21		5ca7418d25523912096875ed993eaef8dad7d754
is.codion	codion-framework-servlet	0.18.22		0b1b41e2d3aca4f1a7ecb3e261ff8a6bd5e12764
is.codion	codion-framework-servlet	0.18.23		9e11ffb7013b2745037cb7dd4489df0d0b06157f
is.codion	codion-framework-servlet	0.18.24		f0565f43475e866cd1fb9dd1c1f7400732f8f811
is.codion	codion-framework-servlet	0.18.25		7273a1e0b363bf0e4db6cac12b8198df873a83e4
is.codion	codion-framework-servlet	0.18.26		bbac7f070db283bbef3ac51e1141f4aac2f8f0d4
is.codion	codion-framework-servlet	0.18.27		4057d88753ffc8165d2645a9372be7e397d2e29f
is.codion	codion-framework-servlet	0.18.28		f3bc77fced288004ad19385d4c50bce4f7eb6de5
is.codion	codion-framework-servlet	0.18.29		4085186b5ea2226aaae089bbb02a8caa669a0873
is.codion	codion-framework-servlet	0.18.3		9b1594806a33ce753ac693c27200ff10990b033a
is.codion	codion-framework-servlet	0.18.30		e263964f31a0034c20d60cd90fd7a3fe3b4006d5
is.codion	codion-framework-servlet	0.18.31		dedb1107a5654e0214accdac2246837bd194d126
is.codion	codion-framework-servlet	0.18.32		b4238e804d026df38c86144452736a1cf879c810
is.codion	codion-framework-servlet	0.18.33		012669dd85762ea810525ca04bd6c1939a6dae8b
is.codion	codion-framework-servlet	0.18.4		b5a3f505391ff8d62f59b227ba6fb14f1b3f1e07
is.codion	codion-framework-servlet	0.18.5		5d9872626c8c782060af5b832ff548b48f3940da
is.codion	codion-framework-servlet	0.18.6		83f7d8a315789625aee22e3b758df152f4c516e3
is.codion	codion-framework-servlet	0.18.7		853e3b5eed8001a2c0bb22ce69082e3604d2b805
is.codion	codion-framework-servlet	0.18.8		326a64de9418e92a818839b11659468b202a5643
is.codion	codion-framework-servlet	0.18.9		9c559a6161707b5b149d1e8a1d9d2182813e6289
net.oschina.bilbodai.commons	bilbo-super-pom	1.0.0		N/A
one.irradia.fieldrush	one.irradia.fieldrush.vanilla	0.0.1		N/A
one.irradia.fieldrush	one.irradia.fieldrush.vanilla	0.0.13		75ac930b60dbbd678de0c277516c4c9ecf9ea0d1
one.irradia.fieldrush	one.irradia.fieldrush.vanilla	0.0.14		5136bcde1b73387ee32a26bbb25aa6148d37721a
one.irradia.fieldrush	one.irradia.fieldrush.vanilla	0.0.15		2f6317198de1e653954ee274f6cbbcbd5c634c3c
one.irradia.fieldrush	one.irradia.fieldrush.vanilla	0.0.16		3bbbf02b928d877c90c509ca75356deabd0f6635
one.irradia.fieldrush	one.irradia.fieldrush.vanilla	0.0.17		2a042c0a8f35d20fb9a6620cdbe40325a8a97310
one.irradia.fieldrush	one.irradia.fieldrush.vanilla	0.0.2		N/A
one.irradia.fieldrush	one.irradia.fieldrush.vanilla	0.0.3		N/A
one.irradia.fieldrush	one.irradia.fieldrush.vanilla	0.0.4		N/A
one.irradia.fieldrush	one.irradia.fieldrush.vanilla	0.0.5		90bee0ab88656764c86bc45007e6af7ff8ef5200
one.irradia.fieldrush	one.irradia.fieldrush.vanilla	0.0.6		2a64755eff0967667e26f10b6e0910d25dd77d2e
one.irradia.fieldrush	one.irradia.fieldrush.vanilla	0.0.8		09e0d56769f892c8e30edffda5626c298c80bf6c
one.irradia.fieldrush	one.irradia.fieldrush.vanilla	0.0.9		18f418d4542fd4cd609bbe26a7f168a29eb7ef56
org.allenai.nlpstack	nlpstack-chunk_2.11	0.19		f9f48d476716eddd07442e7eabedaa8761464645
org.allenai.nlpstack	nlpstack-chunk_2.11	0.20		2fd183bf8355b422741d8ac26d4132ee8cb7040d
org.allenai.nlpstack	nlpstack-chunk_2.11	0.21		0604aa3beba30c0a4e35077685f9f7103ca0c24b
org.allenai.nlpstack	nlpstack-chunk_2.11	0.22		acf226ce6b2c850113451edeb2783438eade5b12
org.allenai.nlpstack	nlpstack-chunk_2.11	1.0		cfc0c73bec8009cb5325eceec263a17761fc8c94
org.allenai.nlpstack	nlpstack-chunk_2.11	1.1		8eb0631e8c24e3ffa98bc156487ccc3c1bd9d3f8
org.allenai.nlpstack	nlpstack-chunk_2.11	1.10		7815430ffc05d6ba6552bec981704dc2b09c6974
org.allenai.nlpstack	nlpstack-chunk_2.11	1.11		1be4d4e311992528d75053fb5d0c45910a92eb74
org.allenai.nlpstack	nlpstack-chunk_2.11	1.12		ff5ca37005be5fecf98ec015d33626c56349e7b5
org.allenai.nlpstack	nlpstack-chunk_2.11	1.13		37b029d331a89523381f3f3e33ba0ca7183fd86e
org.allenai.nlpstack	nlpstack-chunk_2.11	1.14		19d99708e0c99f8c2d86bf48bfe1e4755cc14fa1
org.allenai.nlpstack	nlpstack-chunk_2.11	1.15		cdfc509240bb6e6f13bdd316f17ff9e9251f383c
org.allenai.nlpstack	nlpstack-chunk_2.11	1.16		4c97fec566c4b683c973829e3e569b1fe72e7fb7
org.allenai.nlpstack	nlpstack-chunk_2.11	1.17		3dbfaf196e854ffb1d032cb7a5769b140743d199
org.allenai.nlpstack	nlpstack-chunk_2.11	1.18		ba8932d730152d85e01e1f4619a7a6a7a64c4e67
org.allenai.nlpstack	nlpstack-chunk_2.11	1.19		a140aba4943c557700740c84a1e640dd92213119
org.allenai.nlpstack	nlpstack-chunk_2.11	1.2		cc751652c378fa0a13e1090d7a079533f4b45ee9
org.allenai.nlpstack	nlpstack-chunk_2.11	1.3		015970c4454db5350c82c72a887482b889b613bb
