app.tulz	tuplez-full-light_sjs1_3.0.0-RC2	0.3.6		23e22a39fe6bda2c7530270b54a02ffe8691167c
aws.sdk.kotlin	wisdom-jvm	1.3.103		19129227ed4c3a736e0289ca1f461cc7a13c7745
aws.sdk.kotlin	wisdom-jvm	1.3.104		14e7882f7a8fc4abd178f5ca329d25cf99810bc1
aws.sdk.kotlin	wisdom-jvm	1.3.105		4dc92bbcf4af4267b4a1b39424b9c05c1cc97456
aws.sdk.kotlin	wisdom-jvm	1.3.106		b73e20926cb19fea6526ef93f99954d0b3c807b6
aws.sdk.kotlin	wisdom-jvm	1.3.107		e5aac316c1234d412a3df8f9621c808d40b8a6aa
aws.sdk.kotlin	wisdom-jvm	1.3.108		e7ed9ac426d5233a4afa8e7ade7e251b789636b0
aws.sdk.kotlin	wisdom-jvm	1.3.109		d79f17f5addefad963ccddbd889747949d289a77
aws.sdk.kotlin	wisdom-jvm	1.3.11		bdf5a1a378285252fc661b47b87d4c2a6d5a2036
aws.sdk.kotlin	wisdom-jvm	1.3.110		ed7fa0532778cd533e2df2dc2aefd28d4d6851ea
aws.sdk.kotlin	wisdom-jvm	1.3.111		03092f3a4f801a6581948c0dc66ae3e820dc13c5
aws.sdk.kotlin	wisdom-jvm	1.3.112		d71a77d69f963465611790f17387aa2ac0bb6e5b
aws.sdk.kotlin	wisdom-jvm	1.3.12		89b64eca5fbbddea194fc25da0611c8201cc5e6d
aws.sdk.kotlin	wisdom-jvm	1.3.13		c1543ba448823ffd2b6a93158ad66fc828b4e7da
aws.sdk.kotlin	wisdom-jvm	1.3.14		6d237f8903ce9c088da16a1cc259320cf16fd0c4
aws.sdk.kotlin	wisdom-jvm	1.3.15		3802a13653097315308c529ec46731cd307ebfc7
aws.sdk.kotlin	wisdom-jvm	1.3.16		11873199c9e998f6ed51fdf80dc9a533a773cca7
aws.sdk.kotlin	wisdom-jvm	1.3.17		f689db619f794148b51608775d953df7c1a268c8
aws.sdk.kotlin	wisdom-jvm	1.3.18		026ee593368c026155aab7357cd846ceb8db8d16
aws.sdk.kotlin	wisdom-jvm	1.3.19		ed249ead3d981b81a2c835bcfd9134503976cf54
aws.sdk.kotlin	wisdom-jvm	1.3.2		e0cd829d57f71342842db5fafb27d78f6b68cf99
aws.sdk.kotlin	wisdom-jvm	1.3.20		340ed6742c6888a982cf0462ad970fb3a7d0a5ff
aws.sdk.kotlin	wisdom-jvm	1.3.21		01e85a243e58916727f26936a19c4a43e50af7e1
aws.sdk.kotlin	wisdom-jvm	1.3.22		313b715ce235da8d9e5b514840a8fa3198f61cbe
aws.sdk.kotlin	wisdom-jvm	1.3.23		3814e0fe103a77b9d1dd8c4ab013b6d15b36712d
aws.sdk.kotlin	wisdom-jvm	1.3.24		4a52942aeca563586525c9ce69112ed9c505a938
aws.sdk.kotlin	wisdom-jvm	1.3.25		fe4fd420600fde6b7b03cfafd7de9176ca463318
aws.sdk.kotlin	wisdom-jvm	1.3.26		433d9c5e417868c2b5c8d0c60935f31eafac4a39
aws.sdk.kotlin	wisdom-jvm	1.3.27		a7990958ce5193ce67975ce201023162a1d53ba0
aws.sdk.kotlin	wisdom-jvm	1.3.28		a8e4f13f0564d3fdb09b81be3c9877847d842390
aws.sdk.kotlin	wisdom-jvm	1.3.29		320267f0070917958f481da6182ae364b0d1dfe2
aws.sdk.kotlin	wisdom-jvm	1.3.3		89f5c216f73036778f3092d08a87a920872a9f74
aws.sdk.kotlin	wisdom-jvm	1.3.30		39501f9f37dd860baf4b24e938dd85100e3c0e28
aws.sdk.kotlin	wisdom-jvm	1.3.31		2a3772f5b010903fb41ea563e7c6ba1791e8726e
aws.sdk.kotlin	wisdom-jvm	1.3.32		acabc3b0c17fe397cef8f5deb1982551edb4fa85
aws.sdk.kotlin	wisdom-jvm	1.3.33		094663d29f079696a679c8a17a980942c07060f5
aws.sdk.kotlin	wisdom-jvm	1.3.34		c2b0e47854a176529ce15b6fd12386648c67bbef
aws.sdk.kotlin	wisdom-jvm	1.3.35		76205f26c6ebeabafd87f705c4ff4a72e670ab9c
aws.sdk.kotlin	wisdom-jvm	1.3.36		b1d8a702c9e6da3a5034cfafba3a13849d8d8784
aws.sdk.kotlin	wisdom-jvm	1.3.37		3f36ed7022c3e45b69a9129ff4bdbd63a02144ba
aws.sdk.kotlin	wisdom-jvm	1.3.38		45b695cc0d5fd9177ad8933f24d05a53a14caac0
aws.sdk.kotlin	wisdom-jvm	1.3.39		ab641f056309c6b02bee82024cb16c93d8360926
aws.sdk.kotlin	wisdom-jvm	1.3.4		1ed29601e2dc57ecfa0e7ec2b1cfccd0e81d6ef4
aws.sdk.kotlin	wisdom-jvm	1.3.40		46cd3100b2dea73996de4113dc8697a070f040b6
aws.sdk.kotlin	wisdom-jvm	1.3.41		c4cedf317fb7b6b53225f6b3e6e144aa81e1d916
aws.sdk.kotlin	wisdom-jvm	1.3.42		6d8a79dc051b1e5707de7b030f995db5e833dccd
aws.sdk.kotlin	wisdom-jvm	1.3.43		fc0a5132f64f1b1b096677d234853393519a00ad
aws.sdk.kotlin	wisdom-jvm	1.3.44		78bfe0619bc18ac98ae1028b519e68acf375f94e
aws.sdk.kotlin	wisdom-jvm	1.3.45		18940872c2421b2ccd13184f5188ab74ec772ce9
aws.sdk.kotlin	wisdom-jvm	1.3.46		1894bd82732efe5fc94d9e2838b3eea5ba288007
aws.sdk.kotlin	wisdom-jvm	1.3.47		badf9e0c207587dc21e11e6057263f69a8dbe24c
aws.sdk.kotlin	wisdom-jvm	1.3.48		ef1be25b53151ffb60eacb017ed0b39be7eb4fec
aws.sdk.kotlin	wisdom-jvm	1.3.49		2fe2d1c1af081ce1e6279d7e4ac5cacc27b261af
aws.sdk.kotlin	wisdom-jvm	1.3.5		d7bb8c19cb9d6b6590b938f3b9715a4448388a18
aws.sdk.kotlin	wisdom-jvm	1.3.50		188cba09f3e45accf684bf0059842beaa0a31b21
aws.sdk.kotlin	wisdom-jvm	1.3.51		9dcb90b3d1dd6acbb832b0c63519578061b1d33c
aws.sdk.kotlin	wisdom-jvm	1.3.52		b1db5954a7aeccd7bba9f104d1d3f0d90ca45fa0
aws.sdk.kotlin	wisdom-jvm	1.3.53		63461dc5cff55bb0132e65f8760ed3b35cd19b85
aws.sdk.kotlin	wisdom-jvm	1.3.54		998a8554c406fa4da46f2c9d6d9b8ed11eb7a2ad
aws.sdk.kotlin	wisdom-jvm	1.3.55		6294fdd4dda086769fbaaec01046c5d0d5de6623
aws.sdk.kotlin	wisdom-jvm	1.3.56		46d616e2dd7f19a3bdbc966bf341a4c1cc55d2b2
aws.sdk.kotlin	wisdom-jvm	1.3.57		fa351dd674fc22d9c0acca55af6342e483c075a4
aws.sdk.kotlin	wisdom-jvm	1.3.58		92cc8272f61b0f1a74801d6ef3f45c128c988f06
aws.sdk.kotlin	wisdom-jvm	1.3.59		1cbab8ee5f06b5a7eca2cae4c6a1c1ca08791ecf
aws.sdk.kotlin	wisdom-jvm	1.3.6		8369fcac8e9170f3f6cd5e8d357fa97029201fd6
aws.sdk.kotlin	wisdom-jvm	1.3.60		832f15fd34decdde8d4d8dc00a812b07566aa799
aws.sdk.kotlin	wisdom-jvm	1.3.61		9a1b19804dd0a2aeb50f39cd4215a288e5021689
aws.sdk.kotlin	wisdom-jvm	1.3.62		4b9add3f95b17219d6e9d4b7ea518244da2a3f7e
aws.sdk.kotlin	wisdom-jvm	1.3.63		08df9244475515614ba6c57f191419e6114eb481
aws.sdk.kotlin	wisdom-jvm	1.3.64		675d9a29561942eb7395bd40c61a5c31bf098d65
aws.sdk.kotlin	wisdom-jvm	1.3.65		afaf29f36c88f3de86236f28ceb5b1ddfe75deea
aws.sdk.kotlin	wisdom-jvm	1.3.66		d26f4f0bf1c383cfc9784d026a8a9f1595eb8654
aws.sdk.kotlin	wisdom-jvm	1.3.67		729c3b87ed1012d3c9c1488dcf9ba24b295e5569
aws.sdk.kotlin	wisdom-jvm	1.3.68		e7d0602d1d34a08e1e8f9f3b471fd2d99ce7f323
aws.sdk.kotlin	wisdom-jvm	1.3.69		7d7042316f6d84948b607a58160802c2300f6ce8
aws.sdk.kotlin	wisdom-jvm	1.3.7		3e573f05966e9e4be9dbc65269eaa41d7b2d7f78
aws.sdk.kotlin	wisdom-jvm	1.3.70		40b41bb361669393da3255a58af3748e2dc0dab9
aws.sdk.kotlin	wisdom-jvm	1.3.71		6aa0baaf29de2c586e17ee5eab759354904d7020
aws.sdk.kotlin	wisdom-jvm	1.3.72		f25944595a3fb81627f00aabf0857d2efb07fbbf
aws.sdk.kotlin	wisdom-jvm	1.3.73		034c3eb82f4c6921403b8e0752a09abd9bca654f
aws.sdk.kotlin	wisdom-jvm	1.3.74		fc8ad20670da8a7aa1f70465e27bbe208ca72b16
aws.sdk.kotlin	wisdom-jvm	1.3.75		bd01cb2e6e7f41e5505ee2d1f3f059094d859413
aws.sdk.kotlin	wisdom-jvm	1.3.76		ba161ede463fe3a9d47123c2ae9bafa846449530
aws.sdk.kotlin	wisdom-jvm	1.3.77		a4db49cbce99ab8a057425747183463987675191
aws.sdk.kotlin	wisdom-jvm	1.3.78		8470f4a14c647500e380bb15c58b4cfd97268b9f
aws.sdk.kotlin	wisdom-jvm	1.3.79		ac5ea9399288f54ebab589db020a8ddbbec6d421
aws.sdk.kotlin	wisdom-jvm	1.3.8		2e3344dff72f78efd5f49d89031753de3f2b0a3d
aws.sdk.kotlin	wisdom-jvm	1.3.80		410c8cc194bf65ea2c1ded4d4d7ac30ba34617dd
aws.sdk.kotlin	wisdom-jvm	1.3.81		d8c69cab04c86026452037a2cf86e9d1d90c939a
aws.sdk.kotlin	wisdom-jvm	1.3.82		444d81a7e4932c01ba57b9ee781f56518a2dc59c
aws.sdk.kotlin	wisdom-jvm	1.3.83		7a47a1aedcd243868a3d579fb3dbd08fb5808438
aws.sdk.kotlin	wisdom-jvm	1.3.84		13e61aaa57066bd99c17b4fad8e061e6f3a02976
aws.sdk.kotlin	wisdom-jvm	1.3.85		d34a6ca030ff17a76621d1a0a15ef4a11009ecf6
aws.sdk.kotlin	wisdom-jvm	1.3.86		f5b90b54800a0bb6e32812159ea7a9e0240bec95
aws.sdk.kotlin	wisdom-jvm	1.3.87		fc51e15fde18469d2b15733b7adeeaaa12d27663
aws.sdk.kotlin	wisdom-jvm	1.3.88		9e95c9e7366515f2f05b3c1f4c668f4d57369ac1
aws.sdk.kotlin	wisdom-jvm	1.3.89		42a79d62358d35468906b15b28825eee18fe43dc
aws.sdk.kotlin	wisdom-jvm	1.3.9		e4fc8cd36b148906d9ec49750fc34c9c3f2d5d20
aws.sdk.kotlin	wisdom-jvm	1.3.90		b9bb94efeec04fb18a0de9fc273b5943d7c61073
aws.sdk.kotlin	wisdom-jvm	1.3.91		3bcf3bce019a3441de584fd3dc8f079bf4dd4ca2
aws.sdk.kotlin	wisdom-jvm	1.3.92		77714aa304ac710d1a378eff41e5951b443324ea
aws.sdk.kotlin	wisdom-jvm	1.3.93		359687e945ed6b371977cacbd499d8846b577e2e
aws.sdk.kotlin	wisdom-jvm	1.3.94		21bbc6c2157aef26fa8ca8d289884f9b343ccb24
aws.sdk.kotlin	wisdom-jvm	1.3.95		e3737e6b177bfe0c69bbcd4ef545fdb60c9cd349
aws.sdk.kotlin	wisdom-jvm	1.3.96		ac46a863af1ff72432d7f7767e32be99a0cef9ae
aws.sdk.kotlin	wisdom-jvm	1.3.97		e9b7def39a6f3f7ce9863a7d8c5c8c0c27e6671d
aws.sdk.kotlin	wisdom-jvm	1.3.98		fda32a7b4058220e49edcddcc8691cef69ef3103
aws.sdk.kotlin	wisdom-jvm	1.3.99		764cacefc850d0d565205d7598d345be599e848d
aws.sdk.kotlin	wisdom-jvm	1.4.0		8286e4e4a8f2fa39b3ad863d26cabd8b53b44d07
aws.sdk.kotlin	wisdom-jvm	1.4.1		a5cdd869f230c620f13f32895158dafd1063271d
aws.sdk.kotlin	wisdom-jvm	1.4.10		2d9d8239816788687ee0d029bf1164352fd2ddd5
aws.sdk.kotlin	wisdom-jvm	1.4.11		9d1c79052c6763b7e2de8f87f0b4c3ee94dfdebb
aws.sdk.kotlin	wisdom-jvm	1.4.12		07a43660bbd8e85eda68b90a21688ab2fe5e83ff
aws.sdk.kotlin	wisdom-jvm	1.4.13		a6f405d87c20b3a33fe4d8f7956a76c724b2b77b
aws.sdk.kotlin	wisdom-jvm	1.4.14		79f2d12b4afa4f205dfd1d81cc0bb1549954b168
aws.sdk.kotlin	wisdom-jvm	1.4.15		55f1d44499f6ce43d53e16e1daa57393733dea17
aws.sdk.kotlin	wisdom-jvm	1.4.16		444f7354d6154aaf730f30d42386d0d8d5825972
aws.sdk.kotlin	wisdom-jvm	1.4.17		b03909822b14b6a89fd18e61228e18150af05c37
aws.sdk.kotlin	wisdom-jvm	1.4.18		c4c70ef5949c304e28aa94a3438d893bcd5dd09f
aws.sdk.kotlin	wisdom-jvm	1.4.19		59fed0cf0317c509bd43f2b7fc90235fcd27812e
aws.sdk.kotlin	wisdom-jvm	1.4.2		ea4b52bc0850b52946ea66221e9d692241c1d983
aws.sdk.kotlin	wisdom-jvm	1.4.20		6b965e478b097af77c3fab892e97adc35b465e0c
aws.sdk.kotlin	wisdom-jvm	1.4.21		fda6dbe2a14f4f6c2e8a1b2a4db7c463a8f7fe19
aws.sdk.kotlin	wisdom-jvm	1.4.22		8e07871ac6271653b8d37bbe384198e2f009148e
aws.sdk.kotlin	wisdom-jvm	1.4.23		7747dd0db2e1a0b4a24845de500835843cf76e02
aws.sdk.kotlin	wisdom-jvm	1.4.24		9081670414bfdc833f454932fe10a98836216d45
aws.sdk.kotlin	wisdom-jvm	1.4.25		957e18a4ce6295514ca31ffd570df6a8e0cdf311
aws.sdk.kotlin	wisdom-jvm	1.4.26		ffc5c5b14eee762963ba83660ab47f57a27530b0
aws.sdk.kotlin	wisdom-jvm	1.4.27		9d7937702fe20f4daec7a65eb49ce14e45520cb2
aws.sdk.kotlin	wisdom-jvm	1.4.28		eebbfe1b0a8367046f39da141cffa13ce4394581
aws.sdk.kotlin	wisdom-jvm	1.4.29		5469605af49068019a6b12e5b0fcf079eb8493a3
aws.sdk.kotlin	wisdom-jvm	1.4.3		52434fc47e740b6671b5f34ea348e0783ea692a1
aws.sdk.kotlin	wisdom-jvm	1.4.30		1601dde3f1bbce9fb084a26d2786681aef000dc4
aws.sdk.kotlin	wisdom-jvm	1.4.31		b8dd5e734310f20326f10debd8e54a9843b1e6e4
aws.sdk.kotlin	wisdom-jvm	1.4.32		be91f15a83fa51a56e0e8eea1b39d4121aa013c3
aws.sdk.kotlin	wisdom-jvm	1.4.33		805fba2f293170371201f2980d77e9d80a9c2f5e
aws.sdk.kotlin	wisdom-jvm	1.4.34		8bb27c68382b0f69e12de12826bec4ed2931c9d0
aws.sdk.kotlin	wisdom-jvm	1.4.35		68f66fc35276a1f645a8e774316d222a931819d8
aws.sdk.kotlin	wisdom-jvm	1.4.36		94a6accda86bb1670df48410ee0fcd385aa7edea
aws.sdk.kotlin	wisdom-jvm	1.4.37		f62628d778f3278c0fda3f718a212651892d68df
aws.sdk.kotlin	wisdom-jvm	1.4.38		0150f4c47e39e1afec4dfd14758b9dfccd3702fe
aws.sdk.kotlin	wisdom-jvm	1.4.39		c560ac038ffb17344d5f06c78f75af4511ffacbb
aws.sdk.kotlin	wisdom-jvm	1.4.4		440d1bc3eaaade659798c4aaba35488dfeff8db9
aws.sdk.kotlin	wisdom-jvm	1.4.40		a7923cbc4ef037fadd31196c168d755523c44eba
aws.sdk.kotlin	wisdom-jvm	1.4.41		bb6e41cb4ae2aa6defd1660a73df453285afd8a9
aws.sdk.kotlin	wisdom-jvm	1.4.42		9e90a64a12b3995d9ecf9e1bd66092c9b38025fa
aws.sdk.kotlin	wisdom-jvm	1.4.43		761bcc3d3f09b97541a460e73a9e27462f89495f
aws.sdk.kotlin	wisdom-jvm	1.4.44		b2146e8abd1f6564bf56bc2e65c9fa9cbf1c15ec
aws.sdk.kotlin	wisdom-jvm	1.4.45		383735a76d2cc2ed444f654fb4fe5294a1235ee1
aws.sdk.kotlin	wisdom-jvm	1.4.46		3305c968e9fea8de3377589d9d94b8295a922101
aws.sdk.kotlin	wisdom-jvm	1.4.47		b263be9b43ec03ac59b0078f244ab4c6d659ba25
aws.sdk.kotlin	wisdom-jvm	1.4.48		764317c4caec7a2a6d17d5e5d2583c5dc795343d
aws.sdk.kotlin	wisdom-jvm	1.4.49		3bc737ed1ca02cfe30aaf5411f8d4d8fc682479e
aws.sdk.kotlin	wisdom-jvm	1.4.5		cb06209da0c1d5066858fb3743e7957c14c6be89
aws.sdk.kotlin	wisdom-jvm	1.4.50		4e0fc969f5c67ea7b73d4be49c77aca6bfd78655
aws.sdk.kotlin	wisdom-jvm	1.4.51		54cd218659467bfb6e357d3a14d32f9d8e4b45d9
aws.sdk.kotlin	wisdom-jvm	1.4.52		886ff8f357ff33581bbd450750b50328d81fb4d1
aws.sdk.kotlin	wisdom-jvm	1.4.53		a284b409e02bec0f09d37a46d99bb652a2122043
aws.sdk.kotlin	wisdom-jvm	1.4.54		5ad99727d6b9ae1c0d3fb7716ba3cbb848928568
aws.sdk.kotlin	wisdom-jvm	1.4.55		08a978dc8f13de6e80d24e538dcd2755f2e9f05e
aws.sdk.kotlin	wisdom-jvm	1.4.56		c7f0da8cf40343a1d979c1623fc6b5c14a45717c
aws.sdk.kotlin	wisdom-jvm	1.4.57		6591972ae25d9859aa5e8c2cc3d04ebe917a8ded
aws.sdk.kotlin	wisdom-jvm	1.4.58		ec2d67b2a17fbb51ecaf03979b1abb6d8422ff42
aws.sdk.kotlin	wisdom-jvm	1.4.59		5c3b1252ac41483e82a378b56085b82ce02c3556
aws.sdk.kotlin	wisdom-jvm	1.4.6		ab8a2912542776e7fc53067bac0702177730b0c0
aws.sdk.kotlin	wisdom-jvm	1.4.60		a8b410587a2661b45dad475bb57d98e992b61975
aws.sdk.kotlin	wisdom-jvm	1.4.61		dce8197557804b11ed91a50374c0f721e9c52987
aws.sdk.kotlin	wisdom-jvm	1.4.62		38aee0ca47b395ff2630aa3364aae1f1dfa618b7
aws.sdk.kotlin	wisdom-jvm	1.4.63		68cdbd2129b8d07c7e45ae2ca5c29b6f4f10587b
aws.sdk.kotlin	wisdom-jvm	1.4.64		7ebd6b83db24c4327748e832621b09c5ff0a2793
aws.sdk.kotlin	wisdom-jvm	1.4.65		f339b2d4f32ee7c4bd3982dd32516f72835686e2
aws.sdk.kotlin	wisdom-jvm	1.4.66		71962b19552b34492a6246d68e58961ebf5f95c0
aws.sdk.kotlin	wisdom-jvm	1.4.67		d0709a85caafceb5920dfda7d16f36c3022e5ab4
aws.sdk.kotlin	wisdom-jvm	1.4.68		3d14ba3fbd541c03d947ca48af65401cb756dfd8
aws.sdk.kotlin	wisdom-jvm	1.4.69		72550575c86196524efb13bb989ee0af0ba30d24
aws.sdk.kotlin	wisdom-jvm	1.4.7		5400dd8df986bbc3b09e16a49f283527ff6c832b
aws.sdk.kotlin	wisdom-jvm	1.4.70		12c0c02397f26c97b92129eec791b4e53671f6cb
aws.sdk.kotlin	wisdom-jvm	1.4.71		174e402f46faf66b7f380660fba8f54cc1ec8882
aws.sdk.kotlin	wisdom-jvm	1.4.72		82da731b6a4a72c3bbe9e61fa873c2ca707a005e
aws.sdk.kotlin	wisdom-jvm	1.4.73		32da1adf4493481781475c8d2c942e013289ca67
aws.sdk.kotlin	wisdom-jvm	1.4.74		94303088bcfea9263ea5f20a6799eb99085296ad
aws.sdk.kotlin	wisdom-jvm	1.4.75		2a3c9c1a536cbfcb2d62def6255fd66d9320dab0
aws.sdk.kotlin	wisdom-jvm	1.4.76		ab3ea42b54479e254a4796336c5b09e3878d5a70
aws.sdk.kotlin	wisdom-jvm	1.4.8		a17ca5a4007ecce8b5615e07493f47298038c319
aws.sdk.kotlin	wisdom-jvm	1.4.9		5782d581e323bd00ed064590106eb2204e2e0669
cloud.agileframework	spring-util	0.1		801565a22c80cb4dcb3db8ac1c1b699b585380ff
cloud.agileframework	spring-util	2.0.0		d62e14129d2e847bda199883ccef8fb01ddcd403
cloud.agileframework	spring-util	2.0.10		0c5b075bc8a7ffa25b95414943245738e6017b7c
cloud.agileframework	spring-util	2.0.5		63a34fe0cbc36b9c2f3c46782a7938bb69b9e998
cloud.agileframework	spring-util	2.0.6		995cf1092197ec78d024ce1ad75cf992971fa012
cloud.agileframework	spring-util	2.0.8		3305e121f4f3626ab14d3b90f304440975d06a60
cloud.agileframework	spring-util	2.0.9		f1a12aeeb8e817ec89b6e7d2dd23e183d221f7f5
cloud.agileframework	spring-util	2.1.0.M10		c5c24b9a565b94b88b84994b564a61109f0f117d
cloud.agileframework	spring-util	2.1.0.M15		e8ab8947cf9392087a495d8f043ced9be491a2c7
cloud.agileframework	spring-util	2.1.0.M16		b8ec7488e544a55b717380a8c02702abda6c701a
cloud.agileframework	spring-util	2.1.0.M17		2730b890d8ad1633f146d4bd8aad650020e0103e
cloud.agileframework	spring-util	2.1.0.M18		6a97320526d7e43854ccdf535c93f9e84c0a0a29
cloud.agileframework	spring-util	2.1.0.M19		79efcb803d702017a9ac3404a00029a9ceb6c41a
cloud.agileframework	spring-util	2.1.0.M20		056e5caf7bc05196c06ac0f648497e6e8267caed
cloud.agileframework	spring-util	2.1.0.M35		c5dc6c119f221dde9e351e43397e21308e02dcc0
cloud.agileframework	spring-util	2.1.0.M36		1b3a4a8924d054dfa5b2452154e6d5a53c56bfbb
cloud.agileframework	spring-util	2.1.0.M37		cb1eeaa8c4cf4b0db702e7667959bb577d885b22
cloud.agileframework	spring-util	2.1.0.M38		4076a843aa6ce2d6f2081de0720d9f5c9da27332
cloud.agileframework	spring-util	2.1.0.M40		9fcb716b146f8e05b7f1bb14969daca05de04f47
cloud.agileframework	spring-util	2.1.0.M41		af78ec5bcba115a3262ec447ab2687516fc128f4
cloud.agileframework	spring-util	2.1.0.M42		bd4681febc344733404a5c63e40675ffd074d1fa
cloud.agileframework	spring-util	2.1.0.M43		417111563b74be4ca54608a86692a3a0f40d1a9d
cloud.agileframework	spring-util	2.1.0.M45		fa963c7c5d0fa1c257a7fc172508562a88e7a970
cloud.agileframework	spring-util	2.1.0.M46		0b126908d8aa7006d0a192a17fb945d095cc09e9
cloud.agileframework	spring-util	2.1.0.M47		cffe6e5fb63b2bddd1d7f396456b15ac8c22ff08
cloud.agileframework	spring-util	2.1.0.M48		e910a1933a8cb95d9c16aecf899bbfffe25afbbd
cloud.agileframework	spring-util	2.1.0.M49		030087b20e1e3479bb69d7cec4a2212dca973e9f
cloud.agileframework	spring-util	2.1.0.M51		d5aa8a8c336b8f5010a1346afbcb57b0189b6ead
cloud.agileframework	spring-util	2.1.0.M52		3ac7eb21f2c218174e881565999f9fd69aea446e
cloud.agileframework	spring-util	2.1.0.M54		65486f7a91bf53b77ca01ee37eb373b3f2db9c4e
cloud.agileframework	spring-util	2.1.0.M55		7fe39155a2f29d2e4a24e5302e4cf8c8a8120542
cloud.agileframework	spring-util	2.1.0.M56		b4dda8df1672d224b8a1e00791bca114a5f4633c
cloud.agileframework	spring-util	2.1.0.M57		34a8b592320bcfcd447c3dfddfadbfc88608e987
cloud.agileframework	spring-util	2.1.0.M58		4f27571ca38f8c4fd2de817e74620b83e7842516
cloud.agileframework	spring-util	2.1.0.M59		1968d4f9b63a05b344b4f6d59b23e1dd888be3c5
cloud.agileframework	spring-util	2.1.0.M60		8004a14706cc6709a4be8a81ca83f0aed4c89829
cloud.agileframework	spring-util	2.1.0.M61		2ad0e73c61a2f5b1832031d12b8c333de3c381e5
cloud.agileframework	spring-util	2.1.0.M62		8f8f71011b0baf666801ab4cbf1e54552658f06d
cloud.agileframework	spring-util	2.1.0.M63		e2b6a5c71315ecc07cb40ab1301753dd72d4d899
cloud.agileframework	spring-util	2.1.0.M64		6f51a62f69c5669455051281ca43113ca2b16f5d
cloud.agileframework	spring-util	2.1.0.M65		daf4086657688ea1d8c42cd7d831a348a192ba04
cloud.agileframework	spring-util	2.1.0.M66		6e24be7bde821773009e9d4565a0038b8d5f5e2d
cloud.agileframework	spring-util	2.1.0.M67		21f4e84d72f6e61328bc08a55adee3b7effb3384
cloud.agileframework	spring-util	2.1.0.M68		d8068f06c01f45d1579b23a6f05fa4d9c9f9a1f5
cloud.agileframework	spring-util	2.1.0.M69		94e50a19d3e6ea1ae0eeddfa3ca34b154bd2d919
cloud.agileframework	spring-util	2.1.0.M70		938352afce12016487525317e40290debfc5264a
cloud.agileframework	spring-util	2.1.0.M71		8ebe2917562041cc373ec2b6b46463c5e0889992
cloud.agileframework	spring-util	2.1.0.M72		f290e124e9e8bf24b391e444dd417d15b77de0a5
cloud.agileframework	spring-util	2.1.0.M73		d844471c80ed135c57caef67a949d7f50b2f9d5d
cloud.agileframework	spring-util	2.1.0.M74		939c25cc497f0c1f7925b3e078638bfc98bf731a
cloud.agileframework	spring-util	2.1.0.M8		b0059148296f762f984d533ad5ff0b47667477b2
cloud.agileframework	spring-util	2.1.0.M9		4cf940532421d7d7491e48850e2e1fd4b5bd7fc5
cloud.agileframework	spring-util	2.2.0		46092e03512ab43ee7ea20fc8449536eb81f9fa0
cloud.agileframework	spring-util	2.2.0.M1		2bf6668fb64b69c5b94dff503ecb60485a852820
cloud.agileframework	spring-util	2.2.0.M2		72fd0a0a56d84d9faa9b70443d4084ade2380294
cloud.agileframework	spring-util	2.2.0.M3		8552e2dd1b8b4e109f29e2e891a892918f522828
cloud.agileframework	spring-util	2.2.0.M4		177067fe5466ff835b2073d62de14c11dcef19c8
cloud.agileframework	spring-util	2.2.0.M5		cc0a26fdb9ba9122d849ca6e4086c43ed9b786cd
cloud.agileframework	spring-util	2.2.0.M6		861f27d74b47f5a44a3835c5ecf6a400e9266c61
cloud.agileframework	spring-util	2.2.0.M7		6e814f37924142dc18b9ad6743b7f12265353ba0
club.dawdler	dawdler-boot-classloader	0.0.1-jdk1.8-RELEASES		70549b97ec305ea629823f88879bc61ad21f4ab9
club.dawdler	dawdler-boot-classloader	0.0.1-jdk17-RELEASES		41a67e3c2ad7171cb24b356341bd63c9d385116a
club.dawdler	dawdler-boot-classloader	0.0.1-jdk21-RELEASES		62f32ae0f92018b7ec481a877a6b3e910ebd8319
club.dawdler	dawdler-boot-classloader	0.0.2-jdk1.8-RELEASES		e8241efbe2909ef761091df144131f3fe5d92822
club.dawdler	dawdler-boot-classloader	0.0.2-jdk17-RELEASES		6805d80a913b2a1207a9db60593bef405ebb6253
club.dawdler	dawdler-boot-classloader	0.0.2-jdk21-RELEASES		c560b35c180c749d4eb1d461a1c4dc2819e06200
club.dawdler	dawdler-boot-classloader	0.0.3-jdk1.8-RELEASES		91a739b32f99e11e0e4b5ded6256fc14414d18e3
club.dawdler	dawdler-boot-classloader	0.0.3-jdk17-RELEASES		cfca3fd9fa89361d91c596f3d80a9cb81503a2fd
club.dawdler	dawdler-boot-classloader	0.0.3-jdk21-RELEASES		d9c9ad2c37bb319f85c18ef40ddc61e213c480c1
club.dawdler	dawdler-boot-classloader	0.0.4-jdk1.8-RELEASES		0593ce3ee0d36e584f38a82ea646f91270ec0991
club.dawdler	dawdler-boot-classloader	0.0.4-jdk17-RELEASES		038c87617a3004f21e80b64924f2d632163f8c12
club.dawdler	dawdler-boot-classloader	0.0.4-jdk21-RELEASES		ed4e71c9b4c6197bc6f76f80d93ff34dd64068bb
club.dawdler	dawdler-boot-classloader	0.0.5-jdk1.8-RELEASES		4f6549f17fbd6a2969b5d39eff71f93d0bd64ff7
club.dawdler	dawdler-boot-classloader	0.0.5-jdk17-RELEASES		5ce11c3f1da116909fd7fef875c978a88e15bbe3
